,Concept_ID,sv,uz
101,Moor::N,mosse,qir-adir
102,Wiese::N,äng,o'tzor
103,Wald::N,skog,o'rmon
104,Hügel::N,höjd,tepa
105,Hügel::N,kulle,tepa
106,Anhöhe::N,höjd,adir
107,Anhöhe::N,backe,adir
108,Berg::N,berg,tog'
109,Berg::N,fjäll,tog'
110,Gipfel::N,topp,cho'qqi
111,Höhle::N,håla,kavak
112,Höhle::N,grotta,kavak
113,Abhang::N,slänt,to'sh
114,Abhang::N,sluttning,to'sh
115,Quelle::N,källa,buloq
116,Bach::N,bäck,o'zan
117,Fluss::N,älv,daryo
118,Fluss::N,flod,daryo
119,Ufer::N,strand,sohil
120,Küste::N,kust,qirg'oq
121,Festland::N,fastland,materik
122,Meer::N,hav,dengiz
123,Bucht::N,vik,qo'ltiq
124,Bucht::N,bukt,qo'ltiq
125,Insel::N,ö,orol
126,Blume::N,blomma,gul
127,Blume::N,blomster,gul
128,Gras::N,gräs,sabza
129,Wurzel::N,rot,tub
130,Wurzel::N,rot,tomir
131,Baum::N,träd,daraxt
132,Stamm::N,stam,o'simta
133,Rinde::N,bark,qobiq
134,Ast::N,gren,shox
135,Zweig::N,kvist,butoq
136,Blatt::N,löv,barg
137,Blatt::N,blad,barg
138,Birke::N,björk,qayin
139,Kiefer[Baum]::N,tall,qarag'ay
140,Weide[Baum]::N,pil,shum
141,Weide[Baum]::N,vide,shum
142,Tanne::N,gran,archa
143,Horn::N,horn,mugiz
144,Feder::N,fjäder,par
145,Fell::N,fäll,mo'yna
146,Fell::N,skinn,mo'yna
147,Flügel::N,vinge,qanot
148,Klaue::N,klöv,tirnoq
149,Kralle::N,klo,tirnoq
150,Schwanz::N,svans,quyruq
151,Schwanz::N,stjärt,quyruq
152,Ei::N,ägg,tuxum
153,Nest::N,rede,oshyon
154,Nest::N,näste,oshyon
155,Bau::N,bo,o'pqon
156,Tier::N,djur,hayvon
157,Herde::N,flock,gala
158,Kuh::N,ko,inak
159,Bulle::N,tjur,ho'kiz
160,Pferd::N,häst,ot
161,Schaf::N,får,qo'y
162,Schwein::N,svin,cho'chqa
163,Hund::N,hund,it
164,Katze::N,katt,mushuk
165,Bär::N,björn,ayiq
166,Eichhörnchen::N,ekorre,tiyin
167,Elch::N,älg,los
168,Fuchs::N,räv,tulki
169,Hase::N,hare,kuyon
170,Maus::N,mus,sichqon
171,Wolf::N,varg,bo'ri
172,Vogel::N,fågel,qush
173,Schwarm::N,svärm,to'da
174,Huhn::N,höns,tovuq
175,Hahn::N,tupp,xo'roz
176,Gans::N,gås,g'oz
177,Adler::N,örn,burgut
178,Ente::N,anka,o'rdak
179,Eule::N,uggla,boyo'g'li
180,Kranich::N,trana,turna
181,Krähe::N,kråka,qarg'a
182,Kuckuck::N,gök,kakku
183,Schwan::N,svan,oqkush
184,Fisch::N,fisk,baliq
185,Barsch::N,abborre,olabug'a
186,Hecht::N,gädda,cho'rtan
187,Schlange[Tier]::N,orm,ilon
188,Wurm::N,mask,qurt
189,Spinne::N,spindel,o'rgimchak
190,Ameise::N,myra,chumoli
191,Laus::N,lus,bit
192,Mücke::N,mygga,chivin
193,Fliege::N,fluga,pashsha
194,Schmetterling::N,fjäril,kapalak
195,Beere::N,bär,meva
196,Apfel::N,äpple,olma
197,Pilz::N,svamp,qo'ziqorin
198,Zwiebel::N,lök,piyoz
199,Saat::N,sådd,äkin
200,Korn::N,korn,zarra
201,Heu::N,hö,xashak
202,Schale::N,skal,po'choq
203,Grube::N,grop,co'ra
204,Falle::N,fälla,qopqon
205,Schlinge::N,snara,sirtmoq
206,Spur::N,spår,iz
207,Asche::N,aska,kul
208,Dreck::N,lort,kir
209,Eisen::N,järn,temir
210,Gold::N,guld,tilla
211,Silber::N,silver,kumush
212,Kohle::N,kol,ko'mir
213,Glas::N,glas,oyna
214,Lehm::N,lera,loy
215,Sand::N,sand,qum
216,Mensch::N,människa,odam
217,Mann::N,man,ärkak
218,Frau::N,kvinna,ayol
219,Kind::N,barn,bola
220,Kind::N,barn,kichkintoy
221,Junge::N,pojke,bola
222,Mädchen::N,flicka,qiz
223,Familie::N,familj,oila
224,Großvater::N,morfar,buva
225,Großvater::N,morfar,katta ota
226,Großmutter::N,farmor,buvi
227,Großmutter::N,farmor,katta oyi
228,Eltern::N,föräldrar,ota-ona
229,Vater::N,far,ota
230,Mutter::N,mor,ona
231,Sohn::N,son,o'g'il
232,Tochter::N,dotter,qiz
233,Bruder::N,bror,og'a
234,Bruder::N,bror,uka
235,Schwester::N,syster,opa
236,Schwester::N,syster,singil
237,Onkel::N,morbror,amaki
238,Tante::N,tant,amma
239,Tante::N,tant,xola
240,Ehemann::N,äkta man,är
241,Ehefrau::N,hustru,rafiqa
242,Freude::N,fröjd,ayish
243,Freude::N,glädje,ayish
244,Gelächter::N,åtlöje,kulgi
245,Glück::N,lycka,saodat
246,Kummer::N,sorg,g'am
247,Wunsch::N,önskan,orzu
248,Lust::N,lust,rag'bat
249,Geist::N,ande,ruh
250,Gedanke::N,tanke,fikr
251,Gedächtnis::N,minne,äs
252,Verstand::N,förstånd,aql
253,Sinn::N,mening,ma'ni
254,Sinn::N,betydelse,ma'ni
255,Grund::N,skäl,sabab
256,Grund::N,grund,sabab
257,Wahrheit::N,sanning,haq
258,Gespräch::N,samtal,gap
259,Märchen::N,saga,ärtak
260,Erzählung::N,berättelse,rivoyat
261,Nachricht::N,meddelande,xabar
262,Neuigkeit::N,nyhet,yangilik
263,Name::N,namn,ot
264,Rätsel::N,gåta,topishmoq
265,Rede::N,tal,nutq
266,Sprache::N,språk,til
267,Stimme::N,stämma,ovoz
268,Wort::N,ord,so'z
269,Zeichen::N,tecken,alomat
270,Ruf::N,rop,chaqiriq
271,Lärm::N,bråk,taraq
272,Lärm::N,oväsen,taraq
273,Laut::N,ljud,tovush
274,Ton::N,ton,un
275,Lied::N,sång,ashula
276,Ruhe::N,ro,tinchlik
277,Ruhe::N,lugn,tinchlik
278,Leute::N,folk,xaloyiq
279,Volk::N,folk,xalq
280,Arbeit::N,arbete,ish
281,Gast::N,gäst,mehmon
282,Geschenk::N,gåva,hadya
283,Geschenk::N,present,hadya
284,Spiel::N,lek,o'yin
285,Spiel::N,spel,o'yin
286,Gesellschaft::N,sällskap,jamiyat
287,Hilfe::N,hjälp,yordam
288,Freund::N,vän,do'st
289,Kamerad::N,kamrat,yo'ldosh
290,Angelegenheit::N,ärende,daxl
291,Angelegenheit::N,angelägenhet,daxl
292,Anzahl::N,antal,son
293,Art::N,art,tur
294,Art::N,slag,tur
295,Stück::N,stycke,parcha
296,Teil::N,del,bo'lak
297,Hälfte::N,halva,yarim
298,Kreis::N,krets,aylana
299,Kreis::N,cirkel,aylana
300,Kreuz::N,kors,xoch
301,Kreuz::N,kryss,xoch
302,Linie::N,linje,liniya
303,Strich::N,streck,chiziq
304,Abstand::N,avstånd,oralik
305,Entfernung::N,avstånd,uzoqlik
306,Gegend::N,trakt,yer
307,Platz::N,plats,oralig
308,Ort::N,plats,joy
309,Ort::N,ställe,joy
310,Seite::N,sida,yon
311,Mitte::N,mitt,o'rta
312,Gegenstand::N,föremål,ashyo
313,Sache::N,sak,buyum
314,Rand::N,rand,chek
315,Kante::N,kant,tig'
316,Ecke::N,vrå,burchak
317,Ecke::N,hörn,burchak
318,Spitze::N,spets,uch
319,Ende::N,ända,oxir
320,Loch::N,hål,teshik
321,Winkel::N,vinkel,go'sha
322,Muster::N,mönster,nusha
323,Größe::N,storlek,kattalik
324,Länge::N,längd,uzunlik
325,Höhe::N,höjd,yuksaklik
326,Gewicht::N,tyngd,solmoq
327,Menge::N,mängd,miqdor
328,Haufen::N,hög,uyum
329,Reihe::N,rad,saf
330,Boot::N,båt,qayiq
331,Ruder::N,åra,äshkak
332,Schlitten::N,släde,chana
333,Ski::N,skida,chang'i
334,Lagerfeuer::N,lägereld,gulxan
335,Last::N,last,yuk
336,Last::N,börda,yuk
337,Gang::N,gång,yurish
338,Schritt::N,steg,qadam
339,Norden::N,norr,shimol
340,Süden::N,söder,janub
341,Westen::N,väster,g'arb
342,Osten::N,öster,sharq
343,Holz::N,trä,yog'och
344,Brett::N,bräda,taxta
345,Platte::N,platta,tabaqa
346,Stütze::N,stöd,tayanchi
347,Stütze::N,stötta,tayanchi
348,Stange::N,stång,qo'noq
349,Stock::N,käpp,tayoq
350,Stock::N,pinne,tayoq
351,Stab::N,stav,gavron
352,Rohr::N,rör,tarnov
353,Haus::N,hus,uy
354,Heim::N,hem,makon
355,Ofen::N,ugn,pechka
356,Fußboden::N,golv,pol
357,Tisch::N,bord,mosa
358,Stuhl::N,stol,o'rindiq
359,Wiege::N,vagga,beshik
360,Bett::N,säng,yotoq
361,Regal::N,hylla,tokcha
362,Kiste::N,låda,sandiq
363,Fenster::N,fönster,deraza
364,Tür::N,dörr,äshik
365,Tor::N,port,darvoza
366,Zaun::N,staket,panjara
367,Zaun::N,stängsel,panjara
368,Dach::N,tak,tom
369,Leiter::N,stege,narvon
370,Besen::N,kvast,supurgi
371,Spaten::N,spade,bel
372,Schaufel::N,skovel,kurak
373,Schaufel::N,skyffel,kurak
374,Gabel::N,gaffel,bilka
375,Löffel::N,sked,qoshiq
376,Messer::N,kniv,pichoq
377,Nagel::N,spik,mix
378,Netz::N,nät,to'r
379,Haken::N,krok,ilgak
380,Griff::N,tag,sop
381,Griff::N,tag,tutqich
382,Griff::N,handtag,sop
383,Griff::N,handtag,tutqich
384,Schloss::N,las,qulf
385,Bild::N,bild,rasm
386,Figur::N,figur,shakl
387,Puppe::N,docka,ko'g'irchoq
388,Beutel::N,påse,to'rva
389,Bündel::N,bunt,bog'lam
390,Bündel::N,knippa,bog'lam
391,Tasche::N,väska,kissa
392,Eimer::N,hink,chelak
393,Eimer::N,ämbar,chelak
394,Deckel::N,lock,qopqoq
395,Geschirr::N,servis,idish
396,Geschirr::N,porslin,idish
397,Sack::N,säck,qop
398,Tasse::N,kopp,piyola
399,Topf::N,gryta,tuvak
400,Topf::N,kastrull,tuvak
401,Kessel::N,kittel,qozon
402,Essen::N,mål,tomoq
403,Nahrung::N,näring,emak
404,Speise::N,maträtt,taom
405,Fleisch::N,kött,go'sht
406,Getreide::N,säd,g'alla
407,Getreide::N,spannmål,g'alla
408,Brei::N,gröt,bo'tqa
409,Brot::N,bröd,non
410,Scheibe::N,skiva,disk
411,Fett::N,fett,moy
412,Butter::N,smör,yog'
413,Öl::N,olja,moy
414,Salz::N,salt,tuz
415,Suppe::N,soppa,sho'rva
416,Honig::N,honung,asal
417,Milch::N,mjölk,sut
418,Tee::N,te,choy
419,Leder::N,läder,charm
420,Wolle::N,ull,jun
421,Wolle::N,ylle,jun
422,Stoff::N,tyg,mato
423,Stoff::N,stoff,mato
424,Nadel::N,nål,igna
425,Faden::N,tråd,ip
426,Knopf::N,knapp,tugma
427,Knoten::N,knut,tugun
428,Farbe::N,färg,bo'yok
429,Kleidung::N,klädsel,kiyim
430,Hemd::N,skjorta,ko'ylak
431,Kragen::N,krage,yoqa
432,Ärmel::N,ärm,yeng
433,Hose::N,byxor,shim
434,Gürtel::N,bälte,tasma
435,Mütze::N,mössa,shapka
436,Schuh::N,sko,but
437,Stiefel::N,stövel,botinka
438,Ring::N,ring,yuzuk
439,Band::N,band,rishta
440,Kamm::N,kam,taroq
441,Spiegel::N,spegel,ko'zgu
442,Riemen::N,rem,qayish
443,Schnur::N,snöre,bog'ich
444,Leine::N,lina,etak
445,Decke::N,täcke,odyol
446,Kissen::N,dyna,yostiq
447,Kissen::N,kudde,yostiq
448,Tuch::N,sjal,gazlama
449,Handtuch::N,handduk,sochiq
450,Kraft::N,kraft,kuch
451,Stärke::N,styrka,quvvat
452,Gesundheit::N,hälsa,sog'lik
453,Krankheit::N,sjukdom,kasallik
454,Schmerz::N,smärta,og'riq
455,Wunde::N,sår,yara
456,Fieber::N,feber,bezgak
457,Arznei::N,medicin,dori
458,Arznei::N,läkemedel,dori
459,Brücke::N,bro,ko'prik
460,Brunnen::N,brunn,buloq
461,Weide::N,bete,yaylov
462,Pfad::N,stig,dorojka
463,Weg::N,väg,yo'l
464,Straße::N,gata,ko'cha
465,Dorf::N,by,ovul
466,Stadt::N,stad,shahar
467,Brief::N,brev,maktub
468,Buch::N,bok,kitob
469,Buchstabe::N,bokstav,harf
470,Zeitung::N,tidning,gazet
471,Leben::N,liv,hayot
472,Tod::N,död,o'lim
473,Grab::N,grav,go'r
474,Kirche::N,kyrka,cherkov
475,Sünde::N,synd,gunoh
476,Gott::N,gud,olloh
477,Arbeiter::N,arbetare,ishchi
478,Chef::N,chef,rais
479,Meister::N,mästare,usta
480,Arzt::N,läkare,hakim
481,Lehrer::N,lärare,muallim
482,Geld::N,pengar,pul
483,Geschäft::N,rörelse,savdo
484,Laden::N,affär,do'kon
485,Preis::N,pris,baho
486,Ware::N,vara,mol
487,Nutzen::N,gagn,foyda
488,Nutzen::N,nytta,foyda
489,Reichtum::N,rikedom,boylik
490,Welt::N,värld,olam
491,Land::N,land,o'lka
492,Staat::N,stat,davlat
493,König::N,kung,qirol
494,König::N,konung,qirol
495,Macht::N,makt,iqtidor
496,Grenze::N,gräns,chegara
497,Krieg::N,krig,harb
498,Feind::N,fiende,dushman
499,Gewalt::N,våld,zo'rlik
500,Kampf::N,kamp,kurash
501,Kampf::N,strid,kurash
502,Bogen[Waffe]::N,båge,yoy
503,Pfeil::N,pil,o'q
504,Gewehr::N,gevär,vintovka
505,Fehler::N,fel,xato
506,Lüge::N,lögn,yolg'on
507,Schaden::N,skada,ziyon
508,Unglück::N,otur,balo
509,Unglück::N,olycka,balo
510,Schuld::N,skuld,ayb
511,Alter::N,ålder,yosh
512,Schluss::N,slut,tamom
513,Zeit::N,tid,vaqt
514,Tag::N,dag,kun
515,Morgen::N,morgon,saboh
516,Mittag::N,middag,kun tushlik
517,Abend::N,kväll,oqshom
518,Nacht::N,natt,tun
519,Woche::N,vecka,hafta
520,Monat::N,månad,oy
521,Jahr::N,år,yil
522,Frühling::N,vår,bahor
523,Sommer::N,sommar,yoz
524,Herbst::N,höst,kuz
525,Herbst::N,höst,xazon
526,Winter::N,vinter,qish
527,Januar::N,januari,yanvar'
528,Februar::N,februari,fevral'
529,März::N,mars,mart
530,April::N,april,aprel'
531,Mai::N,maj,may
532,Juni::N,juni,iyun'
533,Juli::N,juli,iyul'
534,August::N,augusti,avgust
535,September::N,september,sentyabr'
536,Oktober::N,oktober,oktyabr'
537,November::N,november,noyabr'
538,Dezember::N,december,dekabr'
539,Montag::N,måndag,dushanba
540,Dienstag::N,tisdag,seshanba
541,Mittwoch::N,onsdag,chorshanba
542,Donnerstag::N,torsdag,payshanba
543,Freitag::N,fredag,juma
544,Samstag::N,lördag,shanba
545,Sonntag::N,söndag,yakshanba
546,groß::A,stor,buyuk
547,klein::A,liten,kichik
548,lang::A,lång,uzun
549,kurz::A,kort,qisqa
550,breit::A,bred,keng
551,schmal::A,smal,änsiz
552,dicht::A,tät,quyuq
553,dick[Gegenstand]::A,tjock,qalin
554,dünn::A,tunn,ingichka
555,fein::A,fin,mayin
556,fest::A,fast,qattiq
557,flach::A,platt,yalpoq
558,glatt::A,glatt,tekis
559,hart::A,hård,qattiq
560,weich::A,mjuk,yumshoq
561,rund::A,rund,yumaloq
562,spitz::A,toppig,uchli
563,spitz::A,spetsig,uchli
564,scharf::A,vass,keskir
565,scharf::A,skarp,keskir
566,stumpf::A,slö,to'mtoq
567,schwer::A,tung,salmoqli
568,schön::A,skön,go'zal
569,schön::A,vacker,go'zal
570,heiß::A,het,qiziq
571,warm::A,varm,issiq
572,kalt::A,kall,sovuq
573,kühl::A,sval,salqin
574,kühl::A,kylig,salqin
575,frisch::A,färsk,toza
576,feucht::A,fuktig,namli
577,nass::A,våt,nam
578,trocken::A,torr,quruq
579,voll::A,full,to'la
580,leer::A,tom,puch
581,offen::A,öppen,ochiq
582,geschlossen::A,stängd,berk
583,sauber::A,ren,ozoda
584,schmutzig::A,snuskig,kir
585,roh::A,rå,xom
586,reif::A,mogen,pishiq
587,lecker::A,läcker,shirin
588,süß::A,söt,shirin
589,bitter::A,besk,achchiq
590,bitter::A,bitter,achchiq
591,sauer::A,sur,achchiq
592,hell::A,ljus,yorug'
593,dunkel::A,mörk,qorong'i
594,schwarz::A,svart,qora
595,weiß::A,vit,oq
596,rot::A,röd,qizil
597,gelb::A,gul,sariq
598,blau::A,blå,zangori
599,grün::A,grön,yashil
600,grau::A,grå,bo'z
601,bunt::A,brokig,ola
602,billig::A,billig,arzon
603,teuer::A,dyr,qimmat
604,wertvoll::A,värdefull,qimmat
605,blind::A,blind,ko'r
606,taub::A,döv,garang
607,kräftig::A,kraftig,kuchli
608,stark::A,stark,quvvatli
609,schwach::A,svag,kuchsiz
610,fett::A,fet,semiz
611,schlank::A,slank,ingichka
612,hübsch::A,snygg,ko'rkam
613,hübsch::A,vacker,ko'rkam
614,böse::A,ond,yovuz
615,böse::A,elak,yovuz
616,dumm::A,dum,aqlsiz
617,faul::A,lat,ärinchak
618,fleißig::A,flitig,ishchan
619,geizig::A,snål,qurumsoq
620,geizig::A,girig,qurumsoq
621,klug::A,klok,oqil
622,geschickt::A,händig,äpchil
623,geschickt::A,skicklig,äpchil
624,lieb::A,kär,aziz
625,lieb::A,snäll,aziz
626,lustig::A,rolig,chaqchaq
627,lustig::A,lustig,chaqchaq
628,sanft::A,mild,asta
629,hungrig::A,hungrig,och
630,krank::A,sjuk,kasal
631,nackt::A,naken,yalang
632,traurig::A,ledsen,xafa
633,traurig::A,sorgsen,xafa
634,lebendig::A,levande,hayotiy
635,gut::A,bra,soz
636,schlecht::A,dålig,yomon
637,richtig::A,riktig,rost
638,schlimm::A,illa,yovuz
639,wahr::A,sann,haqiqiy
640,alt::A,gammal,äski
641,neu::A,ny,yangi
642,ehemalig::A,forn,sobiq
643,ehemalig::A,tidigare,sobiq
644,alt[Lebewesen]::A,gammal,qari
645,jung::A,ung,navqiron
646,arm::A,fattig,abgor
647,reich::A,rik,boy
648,bekannt::A,känd,ma'lum
649,berühmt::A,berömd,mashhur
650,fremd::A,främmande,yot
651,verschieden::A,åtskillig,turli
652,nah::A,nära,yaqindagi
653,fern::A,fjärran,uzoq
654,linker::A,vänster,so'l
655,rechter::A,höger,o'ng
656,anderer::A,annan,boshqa
657,erster::A,första,birinchi
658,zweiter::A,andra,ikkinchi
659,dritter::A,tredje,uchinchi
660,letzter::A,sist,oxirgi
661,allein::ADV,allena,o'zicha
662,auf einmal::ADV,på en gång,varakay
663,zusammen::ADV,tillsammans,barobar
664,lange::ADV,länge,uzoq
665,plötzlich::ADV,plötsligt,qo'qqisdan
666,sofort::ADV,strax,darrov
667,sofort::ADV,genast,darrov
668,später::ADV,senare,so'ngra
669,jetzt::ADV,nu,hozirgina
670,heute::ADV,i dag,bugun
671,morgen::ADV,i morgon,ärta
672,bald::ADV,snart,toz
673,dann::ADV,då,keyin
674,gestern::ADV,i går,kecha
675,einst::ADV,en gång,avvallari
676,damals::ADV,då,ugal
677,damals::ADV,den gången,ugal
678,danach::ADV,därefter,so'ngra
679,vorher::ADV,före,avval
680,vorher::ADV,förut,avval
681,zuerst::ADV,först,avval
682,einmal::ADV,en gång,bir marta
683,manchmal::ADV,ibland,onda-sonda
684,oft::ADV,ofta,tez-tez
685,immer::ADV,alltid,har vaqt
686,niemals::ADV,aldrig,hargiz
687,hier::ADV,här,shu erda
688,hierhin::ADV,hit,beri
689,von hier::ADV,härifrån,shu erdan
690,dort::ADV,där,ana
691,dorthin::ADV,dit,u yerga
692,geradeaus::ADV,rätt fram,to'g'ri
693,vorwärts::ADV,fram,ilgari
694,vorwärts::ADV,framåt,ilgari
695,rückwärts::ADV,baklänges,qoloq
696,zurück::ADV,tillbaka,orqada
697,unten::ADV,nere,pastda
698,unten::ADV,nedanför,pastda
699,hinab::ADV,ned,tubanga
700,hinab::ADV,nedåt,tubanga
701,oben::ADV,ovan,ustida
702,oben::ADV,ovanpå,ustida
703,hinauf::ADV,upp,yuqorida
704,hinauf::ADV,uppåt,yuqorida
705,überall::ADV,överallt,har erda
706,nicht::ADV,ej,ämas
707,nicht::ADV,inte,ämas
708,ein wenig::ADV,litet,biroz
709,kaum::ADV,knappt,arang
710,kaum::ADV,knappast,arang
711,sehr::ADV,mycket,ancha
712,so::ADV,så,shunday
713,noch::ADV,än,hali
714,noch::ADV,ännu,hali
715,nur::ADV,bara,yolg'iz
716,nur::ADV,endast,yolg'iz
717,schon::ADV,redan,endi
718,wieder::ADV,åter,yana
719,vergebens::ADV,förgäves,bekorga
720,vor::PRP,utanför,burun
721,hinter::PRP,bakom,ketida
722,unter::PRP,under,ostida
723,durch::PRP,genom,bo'ylab
724,durch::PRP,igenom,bo'ylab
725,neben::PRP,bredvid,yonida
726,neben::PRP,vid sidan av,yonida
727,zwischen::PRP,mellan,orada
728,wegen::PRP,på grund av,sababli
729,dies::PRN,detta,o'sha
730,das::PRN,det,narigi
731,alles::PRN,allt,har nima
732,ich::PRN,jag,men
733,du::PRN,du,sen
734,er::PRN,han,u
735,wir::PRN,vi,biz
736,ihr::PRN,ni,siz
737,sie::PRN,de,ular
738,was::FPRN,vad,nima
739,wer::FPRN,vem,kim
740,wo::FADV,var,qaerda
741,wohin::FADV,vart,qayerga
742,wie::FADV,hur,qanday
743,warum::FADV,varför,nega
744,wieviel::FNUM,hur mycket,qancha
745,eins::NUM,en,bir
746,eins::NUM,ett,bir
747,zwei::NUM,två,ikki
748,drei::NUM,tre,uch
749,vier::NUM,fyra,to'rt
750,fünf::NUM,fem,besh
751,sechs::NUM,sex,olti
752,sieben::NUM,sju,etti
753,acht::NUM,åtta,sakkiz
754,neun::NUM,nio,to'qqiz
755,zehn::NUM,tio,o'n
756,elf::NUM,elva,o'n bir
757,zwölf::NUM,tolv,o'n ikki
758,zwanzig::NUM,tjugo,yigirma
759,dreißig::NUM,trettio,o'ttiz
760,vierzig::NUM,fyrtio,qirq
761,fünfzig::NUM,femtio,ällik
762,sechzig::NUM,sextio,oltmish
763,siebzig::NUM,sjuttio,etmish
764,achtzig::NUM,åttio,sakson
765,neunzig::NUM,nittio,to'qson
766,hundert::NUM,hundra,yuz
767,tausend::NUM,tusen,ming
768,und::CNJ,och,va
769,oder::CNJ,eller,yo
770,stehen::V,stå,turmoq
771,sitzen::V,sitta,o'tirmoq
772,liegen::V,ligga,yotmoq
773,hängen::V,hänga,osilmoq
774,werden::V,bli,bo'lmoq
775,passieren::V,ske,bo'lib o'tmoq
776,passieren::V,hända,bo'lib o'tmoq
777,beginnen::V,börja,boshlanmoq
778,enden::V,ända,bitmoq
779,wechseln::V,växla,o'zgarmoq
780,aufgehen[Sonne]::V,gå upp,chiqmoq
781,untergehen[Sonne]::V,gå ned,botmoq
782,scheinen[Sonne]::V,skina,yaraqlamoq
783,donnern::V,dundra,gulduramoq
784,wehen::V,blåsa,elpimoq
785,strömen::V,forsa,oqmoq
786,strömen::V,strömma,oqmoq
787,fließen::V,flyta,oqmoq
788,sich drehen::V,snurra,aylanmoq
789,schwanken::V,vackla,qoqilmoq
790,schwingen::V,svinga,lopillamoq
791,fallen::V,falla,tushmoq
792,brennen::V,brinna,yonmoq
793,rauchen::V,ryka,tutamoq
794,regnen::V,regna,yomg'ir yog'moq
795,gefrieren::V,frysa,muzlamoq
796,tauen::V,töa,ärimoq
797,schmelzen::V,smälta,ärimoq
798,trocknen::V,torka,qurimoq
799,sieden::V,koka,qaynamoq
800,sieden::V,sjuda,qaynamoq
801,faulen::V,ruttna,chirimoq
802,verfaulen::V,ruttna,chirimoq
803,reißen::V,brista,qayt qilmoq
804,versinken::V,sjunka,g'arq bo'lmoq
805,vergehen::V,förgå,o'tmoq
806,erscheinen::V,synas,zuhur ätmoq
807,erscheinen::V,visa sig,zuhur ätmoq
808,verschwinden::V,försvinna,yo'qolmoq
809,sinken::V,sjunka,pasaymoq
810,abnehmen::V,avta,kamaymoq
811,abnehmen::V,minskas,kamaymoq
812,zunehmen::V,tilltaga,urchimoq
813,steigen::V,stiga,oshmoq
814,wachsen::V,växa,o'smoq
815,glänzen::V,glimma,porlamoq
816,funkeln::V,tindra,yalt ätmoq
817,funkeln::V,gnistra,yalt ätmoq
818,lärmen::V,bråka,taraq ätmoq
819,lärmen::V,väsnas,taraq ätmoq
820,läuten::V,ringa,jiringlamoq
