,Concept_ID,pl,kn
55,Träne::N,łza,ಕಣ್ಣೀರು
56,Geschmack::N,smak,ರುಚಿ
57,Geruch::N,woń,ವಾಸನೆ
58,Geruch::N,zapach,ವಾಸನೆ
59,Schlaf::N,sen,ನಿದ್ರೆ
60,Traum::N,sen,ಕನಸು
61,Himmel::N,niebo,ಬಾನು
62,Sonne::N,słońce,ಸೂರ್ಯ
63,Mond::N,księżyc,ಚಂದ್ರ
64,Stern::N,gwiazda,ಚುಕ್ಕಿ
65,Luft::N,powietrze,ವಾಯು
66,Wind::N,wiatr,ಗಾಳಿ
67,Welle::N,fala,ಅಲೆ
68,Wasser::N,woda,ನೀರು
69,Stein::N,kamień,ಕಲ್ಲು
70,Boden::N,grunt,ನೆಲ
71,Erde::N,ziemia,ಭೂಮಿ
72,Staub::N,pył,ದೂಳು
73,Staub::N,kurz,ದೂಳು
74,Rauch::N,dym,ಹೊಗೆ
75,Funke::N,iskra,ಕಿಡಿ
76,Feuer::N,ogień,ಬೆಂಕಿ
77,Licht::N,światło,ಬೆಳಕು
78,Schatten::N,cień,ನೆರಳು
79,Wetter::N,pogoda,ಹವ
80,Nebel::N,mgła,ಮಂಜು
81,Wolke::N,obłok,ಮೋಡ
82,Wolke::N,chmura,ಮೋಡ
83,Regen::N,deszcz,ಮಳೆ
84,Schnee::N,śnieg,ಹಿಮ
85,Eis::N,lód,ಮಂಜುಗಡ್ಡೆ
86,Frost::N,mróz,ಮಂಜು
87,Kälte::N,chłód,ಹಿಮ
88,Hitze::N,gorąco,ಉಷ್ಣ
89,Raureif::N,szron,ಇಬ್ಬನಿ
90,Regenbogen::N,tęcza,ಇಂದ್ರಚಾಪ
91,Donner::N,grzmot,ಗುಡುಗು
92,Strömung::N,nurt,ಪ್ರವಾಹ
93,Tropfen::N,kropla,ತೊಟ್ಟು
94,Schaum::N,piana,ನೊರೆ
95,Schmutz::N,brud,ಕಸ
96,See::N,jezioro,ಸರೋವರ
97,Sumpf::N,bagno,ಜೌಗುಸ್ಥಳ
98,Moor::N,bagno,ಬಂಜರು ಭೂಮಿ
99,Wiese::N,łąka,ಹುಲ್ಲುಗಾವಲು
100,Wald::N,las,ಕಾಡು
101,Hügel::N,pagórek,ಗುಡ್ಡೆ
102,Anhöhe::N,wzgórze,ದಿಬ್ಬ
103,Berg::N,góra,ಮಲೆ
104,Berg::N,góra,ಪರ್ವತ
105,Gipfel::N,szczyt,ಶೃಂಗ
106,Gipfel::N,wierzchołek,ಶೃಂಗ
107,Höhle::N,pieczara,ಗುಹೆ
108,Abhang::N,stok,ಇಳಿಜಾರು
109,Abhang::N,zbocze,ಇಳಿಜಾರು
110,Quelle::N,zdrój,ಮೂಲ
111,Quelle::N,źródło,ಮೂಲ
112,Bach::N,potok,ತೊರೆ
113,Bach::N,strumień,ತೊರೆ
114,Fluss::N,rzeka,ನದಿ
115,Ufer::N,brzeg,ತೀರ
116,Küste::N,wybrzeże,ದಂಡೆ
117,Festland::N,ląd,ಭೂಮಿ
118,Meer::N,morze,ಕಡಲು
119,Bucht::N,zatoka,ಖಾರಿ
120,Insel::N,wyspa,ದ್ವೀಪ
121,Blume::N,kwiat,ಸುಮ
122,Gras::N,trawa,ಹುಲ್ಲು
123,Wurzel::N,korzeń,ಬೇರು
124,Baum::N,drzewo,ಮರ
125,Stamm::N,pień,ಕಾಂಡ
126,Rinde::N,kora,ತೂಗಟಿ
127,Ast::N,gałąź,ಶಾಖೆ
128,Zweig::N,gałąź,ರೆಂಬೆ
129,Blatt::N,liść,ಎಲೆ
130,Birke::N,brzoza,ಬರ್ಚ್ ಮರ
131,Kiefer[Baum]::N,sosna,ದೇವದಾರು ಮರ
132,Weide[Baum]::N,wierzba,ವಿಲೋಮರ
133,Tanne::N,jodła,ಭದ್ರದಾರು
134,Horn::N,róg,ಕೊಂಬು
135,Feder::N,pióro,ಪುಕ್ಕ
136,Fell::N,futro,ರೋಮ
137,Flügel::N,skrzydło,ರೆಕ್ಕೆ
138,Klaue::N,szpon,ಪಂಜ
139,Kralle::N,pazur,ಉಗುರು
140,Schwanz::N,ogon,ಬಾಲ
141,Ei::N,jajko,ಮೊಟ್ಟೆ
142,Nest::N,gniazdo,ಗೂಡು
143,Bau::N,nora,ಅಡಗುದಾಣ
144,Tier::N,zwierzę,ಪ್ರಾಣಿ
145,Herde::N,stado,ಗುಂಪು
146,Herde::N,trzoda,ಗುಂಪು
147,Kuh::N,krowa,ಹಸು
148,Bulle::N,byk,ಗೂಳಿ
149,Pferd::N,koń,ಕುದುರೆ
150,Schaf::N,owca,ಕುರಿ
151,Schwein::N,świnia,ಹಂದಿ
152,Hund::N,pies,ನಾಯಿ
153,Katze::N,kot,ಬೆಕ್ಕು
154,Katze::N,kotka,ಬೆಕ್ಕು
155,Bär::N,niedźwiedż,ಕರಡಿ
156,Eichhörnchen::N,wiewiórka,ಉಡುತೆ
157,Elch::N,łóś,ಕಡವೆ
158,Fuchs::N,lis,ನರಿ
159,Hase::N,zając,ಮೊಲ
160,Maus::N,mysz,ಇಲಿ
161,Wolf::N,wilk,ತೋಳ
162,Vogel::N,ptak,ಪಕ್ಷಿ
163,Schwarm::N,stado,ಗುಂಪು
164,Huhn::N,kura,ಚಿಕ್
165,Hahn::N,kogut,ಹುಂಜ
166,Gans::N,gęś,ವರಟೆ
167,Adler::N,orzeł,ಗರುಡ
168,Ente::N,kaczka,ಬಾತು
169,Eule::N,sowa,ಗೂಬೆ
170,Kranich::N,żuraw,ಕೊಕ್ಕರ
171,Krähe::N,wrona,ಕಾಗೆ
172,Kuckuck::N,kukułka,ಕೋಗಿಲೆ
173,Schwan::N,łabędż,ಹಂಸಪಕ್ಷಿ
174,Fisch::N,ryba,ಮೀನು
175,Barsch::N,okoń,ಪರ್ಚ್ ಮೀನು
176,Hecht::N,szczupak,ಪೈಕ್ ಮೀನು
177,Schlange[Tier]::N,wąż,ಹಾವು
178,Schlange[Tier]::N,żmija,ಹಾವು
179,Wurm::N,robak,ಹುಳು
180,Spinne::N,pająk,ಊರ್ಣನಾಭ
181,Ameise::N,mrówka,ಇರುವೆ
182,Laus::N,wesz,ಹೇನು
183,Mücke::N,komar,ಸೊಳ್ಳೆ
184,Fliege::N,mucha,ನೊಣ
185,Schmetterling::N,motyl,ಪತಂಗ
186,Beere::N,jagoda,ನಯವಣ್ಣು
187,Apfel::N,jabłko,ಸೇಬು
188,Pilz::N,grzyb,ಅಣಬೆ
189,Zwiebel::N,cebula,ನೀರುಳ್ಳಿ
190,Saat::N,siew,ಬಿತ್ತ
191,Korn::N,ziarno,ಬೀಜ
192,Heu::N,siano,ಕರಡ
193,Schale::N,łupina,ಹೊಟ್ಟು
194,Grube::N,dół,ಗುಂಡಿ
195,Grube::N,jama,ಗುಂಡಿ
196,Falle::N,pułapka,ಬೋನು
197,Schlinge::N,sidła,ಉರುಲು
198,Spur::N,ślad,ಜಾಡು
199,Asche::N,popiół,ಬೂದಿ
200,Dreck::N,brud,ಹೊಲಸು
201,Eisen::N,żelazo,ಕಬ್ಬಿಣ
202,Gold::N,złoto,ಚಿನ್ನ
203,Silber::N,srebro,ಬೆಳ್ಳಿ
204,Kohle::N,węgiel,ಕಲ್ಲಿದ್ದಲು
205,Glas::N,szkło,ಗಾಜು
206,Lehm::N,glina,ಜೇಡಿಮಣ್ಣು
207,Sand::N,piasek,ಮರಳು
208,Mensch::N,człowiek,ಪುರುಷ
209,Mann::N,mężczyzna,ಆಳು
210,Frau::N,kobieta,ಹೆಣ್ಣು
211,Kind::N,dziecko,ಮಗು
212,Junge::N,chłopak,ಹುಡುಗ
213,Junge::N,chłopiec,ಹುಡುಗ
214,Mädchen::N,dziewczynka,ಹುಡುಗಿ
215,Familie::N,rodzina,ಕುಟುಂಬ
216,Großvater::N,dziadek,ಅಜ್ಜ
217,Großmutter::N,babka,ಅಮ್ಮ
218,Eltern::N,rodzice,ಹೆತ್ತವರು
219,Vater::N,ojciec,ತಂದೆ
220,Mutter::N,matka,ಅಮ್ಮ
221,Sohn::N,syn,ಮಗ 
222,Tochter::N,córka,ಮಗಳು
223,Bruder::N,brat,ತಮ್ಮ
224,Schwester::N,siostra,ತಂಗಿ
225,Onkel::N,wuj,ಸೋದರಮಾವ
226,Onkel::N,wuj,ದೊಡ್ಡಪ್ಪ
227,Onkel::N,stryj,ಸೋದರಮಾವ
228,Onkel::N,stryj,ದೊಡ್ಡಪ್ಪ
229,Tante::N,ciotka,ಚಿಕ್ಕಮ್ಮ
230,Ehemann::N,mąż,ಗಂಡ
231,Ehefrau::N,żona,ಹೆಂಡತಿ
232,Freude::N,radość,ನಲಿವು
233,Gelächter::N,śmiech,ನಗೆ
234,Glück::N,szczęście,ಆನಂದ
235,Kummer::N,zmartwienie,ದುಃಖ
236,Wunsch::N,życzenie,ಬಯಕೆ
237,Lust::N,chęć,ಇಷ್ಟ
238,Lust::N,ochota,ಇಷ್ಟ
239,Geist::N,duch,ಆತ್ಮ
240,Gedanke::N,myśl,ಯೋಚನೆ
241,Gedächtnis::N,pamięć,ಸ್ಮರಣೆ
242,Verstand::N,rozum,ಮನಸ್ಸು
243,Sinn::N,zmysł,ಅರ್ಥ
244,Grund::N,powód,ಕಾರಣ
245,Wahrheit::N,prawda,ಸತ್ಯ
246,Gespräch::N,rozmowa,ಸಂಭಾಷಣೆ
247,Märchen::N,bajka,ಸುಳ್ಳು ಕಥೆ
248,Erzählung::N,opowiadanie,ಕಥೆ
249,Nachricht::N,wiadomość,ಸಂದೇಶ
250,Neuigkeit::N,nowina,ಸುದ್ದಿ
251,Name::N,imię,ಹೆಸರು
252,Rätsel::N,zagadka,ಒಗಟು
253,Rede::N,mowa,ಮಾತು
254,Sprache::N,język,ಭಾಷೆ
255,Stimme::N,głos,ಧ್ವನಿ
256,Wort::N,słowo,ಮಾತು
257,Zeichen::N,znak,ಗುರುತು
258,Ruf::N,wołanie,ಕೂಗು
259,Lärm::N,hałas,ಸದ್ದು
260,Lärm::N,zgiełk,ಸದ್ದು
261,Laut::N,dźwięk,ಶಬ್ದ
262,Ton::N,ton,ನಾದ
263,Ton::N,dźwięk,ನಾದ
264,Lied::N,pieśń,ಗಾನ
265,Lied::N,piosenka,ಗಾನ
266,Ruhe::N,spokój,ಶಾಂತಿ
267,Leute::N,ludzie,ಮಂದಿ
268,Volk::N,naród,ಜನಾಂಗ
269,Arbeit::N,praca,ಕೆಲಸ
270,Arbeit::N,robota,ಕೆಲಸ
271,Gast::N,gość,ಅತಿಥಿ
272,Geschenk::N,prezent,ಕಾಣಿಕೆ
273,Geschenk::N,podarunek,ಕಾಣಿಕೆ
274,Spiel::N,gra,ಆಟ
275,Spiel::N,zabawa,ಆಟ
276,Gesellschaft::N,towarzystwo,ಸಂಗ
277,Hilfe::N,pomoc,ಸಹಾಯ
278,Freund::N,przyjaciel,ಸ್ನೇಹಿತ
279,Kamerad::N,kolega,ಜೊತೆಗಾರ
280,Angelegenheit::N,sprawa,ವಿಚಾರ
281,Anzahl::N,ilość,ಎಣಿಕೆ
282,Art::N,rodzaj,ತರ
283,Stück::N,kawałek,ತುಂಡು
284,Teil::N,część,ಭಾಗ
285,Hälfte::N,połowa,ಅರ್ಧ
286,Kreis::N,krąg,ವೃತ್ತ
287,Kreuz::N,krzyż,ಶಿಲುಬೆ
288,Linie::N,linia,ರೀಖೆ
289,Strich::N,kreska,ಗೀಟು
290,Abstand::N,odstęp,ಅಂತರ
291,Entfernung::N,odległość,ದೂರ
292,Gegend::N,okolica,ವಿಸ್ತೀರ್ಣ
293,Platz::N,miejsce,ಅಂತರ
294,Ort::N,miejsce,ಸ್ಥಳ
295,Seite::N,bok,ಪಕ್ಷ
296,Seite::N,strona,ಪಕ್ಷ
297,Mitte::N,środek,ನಡು
298,Gegenstand::N,przedmiot,ವಸ್ತು
299,Sache::N,rzecz,ವಸ್ತು
300,Rand::N,skraj,ಅಂಚು
301,Rand::N,krawędź,ಅಂಚು
302,Kante::N,kant,ಅಂಚು
303,Kante::N,krawędź,ಅಂಚು
304,Ecke::N,róg,ಮೂಲೆ
305,Spitze::N,ostrze,ತುದಿ
306,Ende::N,koniec,ಕೊನೆ
307,Loch::N,dziura,ತೂತು
308,Winkel::N,kąt,ಕೋನ
309,Winkel::N,kącik,ಕೋನ
310,Muster::N,wzór,ನಮೂನೆ
311,Größe::N,rozmiar,ಪ್ರಮಾಣ
312,Größe::N,wielkość,ಪ್ರಮಾಣ
313,Länge::N,długość,ಉದ್ದ
314,Höhe::N,wysokość,ಎತ್ತರ
315,Gewicht::N,ciężar,ತೂಕ
316,Menge::N,ilość,ಮೊತ್ತ
317,Haufen::N,kupa,ರಾಶಿ
318,Reihe::N,rząd,ಸಾಲು
319,Reihe::N,szereg,ಸಾಲು
320,Boot::N,łódź,ದೋಣಿ
321,Boot::N,łódka,ದೋಣಿ
322,Ruder::N,wiosło,ಹುಟ್ಟು
323,Schlitten::N,sanki,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
324,Ski::N,narta,ಜಾರುಪಟ್ಟಿ
325,Lagerfeuer::N,ognisko,ಶಿಬಿರಾಗ್ನಿ
326,Last::N,ciężar,ಹೊರೆ
327,Last::N,brzemię,ಹೊರೆ
328,Gang::N,chód,ತಿರುಗಾಟ
329,Schritt::N,krok,ಹೆಜ್ಜೆ
330,Norden::N,północ,ಉತ್ತರ
331,Süden::N,południe,ದಕ್ಷಿಣ
332,Westen::N,zachód,ಪಶ್ಚಿಮ
333,Osten::N,wschód,ಮೂಡಲು
334,Holz::N,drzewo,ಚೌಬೀನೆ
335,Brett::N,deska,ಹಲಗೆ
336,Platte::N,płyta,ಹಲಗೆ
337,Stütze::N,podpora,ಆಸರೆ
338,Stange::N,drąg,ಕಂಬ
339,Stange::N,żerdź,ಕಂಬ
340,Stock::N,kij,ಕೋಲು
341,Stock::N,laska,ಕೋಲು
342,Stab::N,pręt,ದೊಣ್ಣೆ
343,Rohr::N,rura,ನಳಿಕೆ
344,Haus::N,dom,ಮನೆ
345,Heim::N,dom,ಗೃಹ
346,Ofen::N,piec,ಒಲೆ
347,Fußboden::N,podłoga,ನೆಲ
348,Tisch::N,stół,ಮೇಜು
349,Stuhl::N,krzesło,ಕುರ್ಚಿ
350,Wiege::N,kołyska,ತೊಟ್ಟಿಲು
351,Bett::N,łóżko,ಹಾಸಿಗೆ
352,Bett::N,pościel,ಹಾಸಿಗೆ
353,Regal::N,regał,ಬೀರು
354,Kiste::N,skrzynia,ಪಟ್ಟಿಗೆ
355,Fenster::N,okno,ಕಿಟಕಿ
356,Tür::N,drzwi,ಬಾಗಿಲು
357,Tor::N,brama,ಹೆಬ್ಬಾಗಿಲು
358,Zaun::N,płot,ಬೇಲಿ
359,Zaun::N,parkan,ಬೇಲಿ
360,Dach::N,dach,ಮಾಳಿಗೆ
361,Leiter::N,drabina,ಏಣಿ
362,Besen::N,miotła,ಪೊರಕೆ
363,Spaten::N,rydel,ಗುದ್ದಲಿ
364,Schaufel::N,łopata,ಸನಿಕೆ
365,Gabel::N,widelec,ಕವಲು
366,Löffel::N,łyżka,ಚಮಚ
367,Messer::N,nóż,ಚಾಕು
368,Nagel::N,gwóźdź,ಆಣಿ
369,Netz::N,sieć,ಬಲೆ
370,Haken::N,hak,ಕೊಂಡಿ
371,Griff::N,chwyt,ಹಿಡಿ
372,Schloss::N,zamek,ವೀಗ
373,Bild::N,obraz,ಚಿತ್ರ
374,Figur::N,figura,ಆಕಾರ
375,Puppe::N,lalka,ಗೊಂಬೆ
376,Beutel::N,torba,ಸಂಚಿ
377,Bündel::N,wiązka,ಕಟ್ಟು
378,Tasche::N,torba,ಚೀಲ
379,Eimer::N,kubeł,ಬಾನೆ
380,Eimer::N,wiadro,ಬಾನೆ
381,Deckel::N,przykrywka,ಮುಚ್ಚಳ
382,Geschirr::N,statki,ಭಕ್ಷ್ಯಗಳು
383,Geschirr::N,naczynia,ಭಕ್ಷ್ಯಗಳು
384,Sack::N,worek,ಮೂಟೆ
385,Tasse::N,filiżanka,ಬಟ್ಟಲು
386,Topf::N,garnek,ಮಡಕೆ
387,Kessel::N,kocioł,ಕೆಟಲ್
388,Essen::N,jedzenie,ಊಟ
389,Nahrung::N,pokarm,ಆಹಾರ
390,Nahrung::N,pożywienie,ಆಹಾರ
391,Speise::N,potrawa,ಊಟ
392,Speise::N,jedzenie,ಊಟ
393,Fleisch::N,mięso,ಮಾಂಸ
394,Getreide::N,zboże,ಧಾನ್ಯ
395,Brei::N,kasza,ಗಂಜಿ
396,Brot::N,chleb,ರೊಟ್ಟಿ
397,Scheibe::N,kromka,ಹೋಳು
398,Fett::N,tłuszcz,ಕೊಬ್ಬು
399,Butter::N,masło,ಬೆಣ್ಣೆ
400,Öl::N,olej,ಎಣ್ಣೆ
401,Salz::N,sól,ಉಪ್ಪು
402,Suppe::N,zupa,ಎಸರು
403,Honig::N,miód,ಮಧು
404,Milch::N,mleko,ಹಾಲು
405,Tee::N,herbata,ಚಹ
406,Leder::N,skóra,ಚಕ್ಕಳ
407,Wolle::N,wełna,ಉಣ್ಣೆ
408,Stoff::N,tkanina,ಬಟ್ಟೆ
409,Stoff::N,materiał,ಬಟ್ಟೆ
410,Nadel::N,igła,ಸೂಜಿ
411,Faden::N,nić,ದಾರ
412,Faden::N,nitka,ದಾರ
413,Knopf::N,guzik,ಗುಂಡು
414,Knoten::N,węzeł,ಗಂಟು
415,Farbe::N,farba,ಬಣ್ಣ
416,Kleidung::N,odzież,ಅರಿವೆ
417,Hemd::N,koszula,ಅಂಗಿ
418,Kragen::N,kołnierz,ಕುತ್ತಿಗೆಪಟ್ಟಿ
419,Ärmel::N,rękaw,ತೋಳು
420,Hose::N,spodnie,ಇಜಾರ
421,Gürtel::N,pasek,ಬೆಲ್ಟು
422,Mütze::N,czapka,ಟೋಪಿ
423,Schuh::N,but,ಪಾದರಕ್ಷೆ
424,Schuh::N,bucik,ಪಾದರಕ್ಷೆ
425,Stiefel::N,but,ಬೂಟು
426,Stiefel::N,kozak,ಬೂಟು
427,Ring::N,pierścień,ಉಂಗುರ
428,Band::N,wstęga,ರಿಬ್ಬನ್
429,Kamm::N,grzebień,ಹಣಿಗೆ
430,Spiegel::N,lustro,ಕನ್ನಡಿ
431,Riemen::N,rzemień,ಬಾರು
432,Schnur::N,sznur,ಹುರಿ
433,Leine::N,smycz,ಹಗ್ಗ
434,Decke::N,kołdra,ಕಂಬಳಿ
435,Kissen::N,poduszka,ದಿಂಬು
436,Tuch::N,chustka,ಕೊರಳ ಬಟ್ಟೆ
437,Handtuch::N,ręcznik,ಚೌಕ
438,Kraft::N,moc,ಬಲ
439,Kraft::N,siła,ಬಲ
440,Stärke::N,moc,ಶಕ್ತಿ
441,Stärke::N,siła,ಶಕ್ತಿ
442,Gesundheit::N,zdrowie,ಆರೋಗ್ಯ
443,Krankheit::N,choroba,ರೋಗ
444,Schmerz::N,ból,ನೋವು
445,Wunde::N,rana,ಗಾಯ
446,Fieber::N,gorączka,ಜ್ವರ
447,Arznei::N,lekarstwo,ಔಷಧ
448,Brücke::N,most,ಸೇತುವೆ
449,Brunnen::N,studnia,ಬಾವಿ
450,Weide::N,pastwisko,ಗೋಮಾಳ
451,Pfad::N,ścieżka,ದಾರಿ
452,Weg::N,droga,ಹಾದಿ
453,Straße::N,ulica,ರಸ್ತೆ
454,Dorf::N,wieś,ಹಳ್ಳಿ
455,Stadt::N,miasto,ಪಟ್ಟಣ
456,Brief::N,list,ಕಾಗದ
457,Buch::N,książka,ಪುಸ್ತಕ
458,Buchstabe::N,litera,ಅಕ್ಷರ
459,Zeitung::N,gazeta,ವಾರ್ತಾಪತ್ರಿಕೆ
460,Zeitung::N,dziennik,ವಾರ್ತಾಪತ್ರಿಕೆ
461,Leben::N,życie,ಜೀವನ
462,Tod::N,śmierć,ಮರಣ
463,Grab::N,grób,ಗೋರಿ
464,Kirche::N,kościół,ಚರ್ಚು
465,Sünde::N,grzech,ಪಾಪ
466,Gott::N,bóg,ದೇವರು
467,Arbeiter::N,robotnik,ಕೆಲಸಗಾರ
468,Chef::N,szef,ದಣಿ
469,Meister::N,mistrz,ಶಿಕ್ಷಕ
470,Meister::N,majster,ಶಿಕ್ಷಕ
471,Arzt::N,lekarz,ವೈದ್ಯ
472,Lehrer::N,nauczyciel,ಉಪಾಧ್ಯಾಯ
473,Geld::N,pieniądze,ಹಣ
474,Geschäft::N,sprawa,ವಾಣಿಜ್ಯ
475,Geschäft::N,interes,ವಾಣಿಜ್ಯ
476,Laden::N,sklep,ಅಂಗಡಿ
477,Preis::N,cena,ಬೆಲೆ
478,Ware::N,towar,ಸರಕು
479,Nutzen::N,pożytek,ಲಾಭ
480,Reichtum::N,bogactwo,ಸಂಪತ್ತು
481,Welt::N,świat,ಭೂಲೋಕ
482,Land::N,kraj,ದೇಶ
483,Staat::N,państwo,ರಾಜ್ಯ
484,König::N,król,ರಾಜ
485,Macht::N,władza,ಅಧಿಕಾರ
486,Grenze::N,granica,ಗಡಿ
487,Krieg::N,wojna,ಯುದ್ಧ
488,Feind::N,wróg,ಶತ್ರು
489,Gewalt::N,władza,ಹಿಂಸೆ
490,Kampf::N,bój,ಹೋರಾಟ
491,Kampf::N,walka,ಹೋರಾಟ
492,Bogen[Waffe]::N,łuk,ಬಿಲ್ಲು
493,Pfeil::N,strzała,ಅಂಬು
494,Gewehr::N,karabin,ಬಂದೂಕು
495,Fehler::N,błąd,ತಪ್ಪು
496,Lüge::N,kłamstwo,ಸುಳ್ಳು
497,Schaden::N,szkoda,ಹಾನಿ
498,Unglück::N,nieszczęście,ಅಪಾಯ
499,Schuld::N,wina,ದೋಷ
500,Alter::N,wiek,ಮುಪ್ಪು
501,Schluss::N,koniec,ಮುಕ್ತಾಯ
502,Schluss::N,zakończenie,ಮುಕ್ತಾಯ
503,Zeit::N,czas,ಕಾಲ
504,Tag::N,dzień,ದಿನ
505,Morgen::N,ranek,ಮುಂಜಾನೆ
506,Morgen::N,poranek,ಮುಂಜಾನೆ
507,Mittag::N,południe,ನಡುಹಗಲು
508,Abend::N,wieczór,ಸಂಜೆ
509,Nacht::N,noc,ರಾತ್ರಿ
510,Woche::N,tydzień,ವಾರ
511,Monat::N,miesiąc,ತಿಂಗಳು
512,Jahr::N,rok,ಸಂವತ್ಸರ
513,Frühling::N,wiosna,ವಸಂತ
514,Sommer::N,lato,ಬಿಸಿಲುಕಾಲ
515,Herbst::N,jesień,ಶರತ್ಕಾಲ
516,Winter::N,zima,ಚಳಿಗಾಲ
517,Januar::N,styczeń,ನಾಲ್ಚಳಿ
518,Februar::N,luty,ಅಯ್ಚಳಿ
519,März::N,marzec,ಮೊಬ್ಬೇಸಿಗೆ
520,April::N,kwiecień,ಇಬ್ಬೇಸಿಗೆ
521,Mai::N,maj,ಮುಬ್ಬೇಸಿಗೆ
522,Juni::N,czerwiec,ಮೊಮ್ಮಳೆ
523,Juli::N,lipiec,ಇಮ್ಮಳೆ
524,August::N,sierpień,ಮುಮ್ಮಳೆ
525,September::N,wrzesień,ನಾಲ್ಮಳೆ
526,Oktober::N,październik,ಮೊಚ್ಚಳಿ
527,November::N,listopad,ಇಚ್ಚಳಿ
528,Dezember::N,grudzień,ಮುಚ್ಚಳಿ
529,Montag::N,poniedziałek,ಸೋಮುವಾರ
530,Dienstag::N,wtorek,ಮಂಗಳವಾರ
531,Mittwoch::N,środa,ಬುಧವಾರ
532,Donnerstag::N,czwartek,ಗುರುವಾರ
533,Freitag::N,piątek,ಶುಕ್ರವಾರ
534,Samstag::N,sobota,ಶನಿವಾರ
535,Sonntag::N,niedziela,ಭಾನುವಾರ
536,groß::A,duży,ದೊಡ್ಡ
537,groß::A,wielki,ದೊಡ್ಡ
538,klein::A,mały,ಪುಟ್ಟ
539,lang::A,długi,ದೀರ್ಘ
540,kurz::A,krótki,ಚಕ್ಕ
541,breit::A,szeroki,ಅಗಲವಾದ
542,schmal::A,wąski,ಇಕ್ಕಟ್ಟಾದ
543,dicht::A,gęsty,ದಟ್ಟ
544,dick[Gegenstand]::A,gruby,ದಟ್ಟ
545,dünn::A,cienki,ತೆಳು
546,fein::A,drobny,ಕೋಮಲ
547,fest::A,mocny,ಘನ
548,fest::A,twardy,ಘನ
549,flach::A,płaski,ಚಪ್ಪಟೆ
550,glatt::A,gładki,ನಯ
551,hart::A,twardy,ಗಟ್ಟಿ
552,weich::A,miękki,ಮೃದುವಾದ
553,rund::A,okrągły,ವರ್ತುಳ
554,spitz::A,spiczasty,ಮೊನಚಾದ
555,scharf::A,ostry,ತೀಕ್ಷ್ಣ
556,stumpf::A,tępy,ಮೊಂಡು
557,schwer::A,ciężki,ಭಾರಿ
558,schön::A,ładny,ಸುಂದರ
559,schön::A,piękny,ಸುಂದರ
560,heiß::A,gorący,ಬಿಸಿ
561,warm::A,ciepły,ಬಿಸಿ
562,kalt::A,zimny,ತಣ್ಣನೆಯ
563,kühl::A,chłodny,ತಂಪಾದ
564,frisch::A,świeży,ನಿರ್ಮಲ
565,feucht::A,wilgotny,ಒದ್ದೆಯಾದ
566,nass::A,mokry,ಒದ್ದೆಯಾದ
