,Concept_ID,he,pl
123,Blume::N,פרח,kwiat
124,Gras::N,דשא,trawa
125,Wurzel::N,שרש,korzeń
126,Baum::N,עץ,drzewo
127,Stamm::N,גזע,pień
128,Rinde::N,קלפת עץ,kora
129,Ast::N,ענף,gałąź
130,Zweig::N,ענף,gałąź
131,Blatt::N,עלה,liść
132,Birke::N,שדר,brzoza
133,Kiefer[Baum]::N,ארן,sosna
134,Weide[Baum]::N,ערבה,wierzba
135,Tanne::N,אשוח,jodła
136,Horn::N,קרן,róg
137,Feder::N,נוצה,pióro
138,Fell::N,פרוה,futro
139,Flügel::N,כנף,skrzydło
140,Klaue::N,טלף,szpon
141,Kralle::N,טפר,pazur
142,Schwanz::N,זנב,ogon
143,Ei::N,ביצה,jajko
144,Nest::N,קן,gniazdo
145,Bau::N,מחלה,nora
146,Tier::N,חיה,zwierzę
147,Herde::N,עדר,stado
148,Herde::N,עדר,trzoda
149,Kuh::N,פרה,krowa
150,Bulle::N,פר,byk
151,Pferd::N,סוס,koń
152,Schaf::N,כבשה,owca
153,Schwein::N,חזיר,świnia
154,Hund::N,כלב,pies
155,Katze::N,חתול,kot
156,Katze::N,חתול,kotka
157,Bär::N,דב,niedźwiedż
158,Eichhörnchen::N,סנאי,wiewiórka
159,Elch::N,דישון,łóś
160,Fuchs::N,שועל,lis
161,Hase::N,ארנב,zając
162,Maus::N,עכבר,mysz
163,Wolf::N,זאב,wilk
164,Vogel::N,צפור,ptak
165,Schwarm::N,נחיל,stado
166,Schwarm::N,להקה,stado
167,Huhn::N,תרנגלת,kura
168,Hahn::N,תרנגול,kogut
169,Gans::N,אוז,gęś
170,Adler::N,עיט,orzeł
171,Ente::N,ברוז,kaczka
172,Eule::N,ינשוף,sowa
173,Kranich::N,עגור,żuraw
174,Kranich::N,כרוכיה,żuraw
175,Krähe::N,עורב,wrona
176,Kuckuck::N,קוקיה,kukułka
177,Schwan::N,ברבור,łabędż
178,Fisch::N,דג,ryba
179,Barsch::N,אוקונוס,okoń
180,Hecht::N,זאב הים,szczupak
181,Schlange[Tier]::N,נחש,wąż
182,Schlange[Tier]::N,נחש,żmija
183,Wurm::N,תולעת,robak
184,Spinne::N,עכביש,pająk
185,Ameise::N,נמלה,mrówka
186,Laus::N,כנה,wesz
187,Mücke::N,יתוש,komar
188,Fliege::N,זבוב,mucha
189,Schmetterling::N,פרפר,motyl
190,Beere::N,ענבה,jagoda
191,Apfel::N,תפוח,jabłko
192,Pilz::N,פטריה,grzyb
193,Zwiebel::N,בצל,cebula
194,Saat::N,זרעים,siew
195,Korn::N,גרעין,ziarno
196,Heu::N,חציר,siano
197,Schale::N,קלפה,łupina
198,Grube::N,בור,dół
199,Grube::N,בור,jama
200,Grube::N,שוחה,dół
201,Grube::N,שוחה,jama
202,Falle::N,מלכדת,pułapka
203,Schlinge::N,לולאה,sidła
204,Spur::N,עקבה,ślad
205,Asche::N,אפר,popiół
206,Dreck::N,זהמה,brud
207,Eisen::N,ברזל,żelazo
208,Gold::N,זהב,złoto
209,Silber::N,כסף,srebro
210,Kohle::N,פחם,węgiel
211,Glas::N,זכוכית,szkło
212,Lehm::N,חרסית,glina
213,Sand::N,חול,piasek
214,Mensch::N,אדם,człowiek
215,Mann::N,איש,mężczyzna
216,Mann::N,גבר,mężczyzna
217,Frau::N,אשה,kobieta
218,Frau::N,גברת,kobieta
219,Kind::N,ילד,dziecko
220,Junge::N,ילד,chłopak
221,Junge::N,ילד,chłopiec
222,Mädchen::N,נערה,dziewczynka
223,Familie::N,משפחה,rodzina
224,Großvater::N,סבא,dziadek
225,Großmutter::N,סבתא,babka
226,Eltern::N,הורים,rodzice
227,Vater::N,אב,ojciec
228,Mutter::N,אם,matka
229,Sohn::N,בן,syn
230,Tochter::N,בת,córka
231,Bruder::N,אח,brat
232,Schwester::N,אחות,siostra
233,Onkel::N,דוד,wuj
234,Onkel::N,דוד,stryj
235,Tante::N,דודה,ciotka
236,Ehemann::N,איש,mąż
237,Ehemann::N,בעל,mąż
238,Ehefrau::N,אשה,żona
239,Freude::N,שמחה,radość
240,Gelächter::N,צחוק,śmiech
241,Glück::N,אשר,szczęście
242,Kummer::N,יגון,zmartwienie
243,Kummer::N,עגמה,zmartwienie
244,Wunsch::N,אחול,życzenie
245,Wunsch::N,משאלה,życzenie
246,Lust::N,חשק,chęć
247,Lust::N,חשק,ochota
248,Lust::N,תשוקה,chęć
249,Lust::N,תשוקה,ochota
250,Geist::N,רוח,duch
251,Gedanke::N,מחשבה,myśl
252,Gedächtnis::N,זכרון,pamięć
253,Verstand::N,שכל,rozum
254,Sinn::N,מובן,zmysł
255,Sinn::N,משמעות,zmysł
256,Grund::N,סבה,powód
257,Wahrheit::N,אמת,prawda
258,Gespräch::N,דיון,rozmowa
259,Märchen::N,אגדה,bajka
260,Erzählung::N,ספור,opowiadanie
261,Nachricht::N,ידיעה,wiadomość
262,Neuigkeit::N,חדשה,nowina
263,Name::N,שם,imię
264,Rätsel::N,תעלומה,zagadka
265,Rede::N,נאום,mowa
266,Sprache::N,לשון,język
267,Stimme::N,קול,głos
268,Wort::N,מלה,słowo
269,Zeichen::N,סימן,znak
270,Ruf::N,קריאה,wołanie
271,Lärm::N,רעש,hałas
272,Lärm::N,רעש,zgiełk
273,Laut::N,הגה,dźwięk
274,Ton::N,צליל,ton
275,Ton::N,צליל,dźwięk
276,Lied::N,שיר,pieśń
277,Lied::N,שיר,piosenka
278,Ruhe::N,שלוה,spokój
279,Leute::N,אנשים,ludzie
280,Volk::N,עם,naród
281,Arbeit::N,עבודה,praca
282,Arbeit::N,עבודה,robota
283,Gast::N,אורח,gość
284,Geschenk::N,מתנה,prezent
285,Geschenk::N,מתנה,podarunek
286,Spiel::N,משחק,gra
287,Spiel::N,משחק,zabawa
288,Gesellschaft::N,חברה,towarzystwo
289,Hilfe::N,עזרה,pomoc
290,Freund::N,חבר,przyjaciel
291,Freund::N,ידיד,przyjaciel
292,Kamerad::N,רע,kolega
293,Angelegenheit::N,ענין,sprawa
294,Anzahl::N,מספר,ilość
295,Art::N,סוג,rodzaj
296,Stück::N,חתיכה,kawałek
297,Teil::N,פרק,część
298,Hälfte::N,חצי,połowa
299,Kreis::N,מעגל,krąg
300,Kreuz::N,צלב,krzyż
301,Linie::N,קו,linia
302,Strich::N,קו קצר,kreska
303,Abstand::N,מרחק,odstęp
304,Entfernung::N,מרחק,odległość
305,Gegend::N,נוף,okolica
306,Platz::N,שטח,miejsce
307,Ort::N,אתר,miejsce
308,Ort::N,מקום,miejsce
309,Seite::N,צד,bok
310,Seite::N,צד,strona
311,Mitte::N,אמצע,środek
312,Gegenstand::N,אוביקט,przedmiot
313,Sache::N,דבר,rzecz
314,Rand::N,פרור,skraj
315,Rand::N,פרור,krawędź
316,Kante::N,קצה,kant
317,Kante::N,קצה,krawędź
318,Ecke::N,פנה,róg
319,Spitze::N,קצה,ostrze
320,Ende::N,סוף,koniec
321,Loch::N,חר,dziura
322,Winkel::N,פנה,kąt
323,Winkel::N,פנה,kącik
324,Muster::N,תבנית,wzór
325,Größe::N,גדל,rozmiar
326,Größe::N,גדל,wielkość
327,Länge::N,ארך,długość
328,Höhe::N,קומה,wysokość
329,Höhe::N,גבה,wysokość
330,Gewicht::N,משקל,ciężar
331,Menge::N,כמות,ilość
332,Haufen::N,ערמה,kupa
333,Reihe::N,רצף,rząd
334,Reihe::N,רצף,szereg
335,Boot::N,סירה,łódź
336,Boot::N,סירה,łódka
337,Ruder::N,משוט,wiosło
338,Schlitten::N,מזחלת,sanki
339,Ski::N,מגלשים,narta
340,Lagerfeuer::N,מדורה,ognisko
341,Last::N,משא,ciężar
342,Last::N,משא,brzemię
343,Gang::N,הליכה,chód
344,Schritt::N,צעד,krok
345,Norden::N,צפון,północ
346,Süden::N,דרום,południe
347,Westen::N,מערב,zachód
348,Osten::N,מזרח,wschód
349,Holz::N,עץ,drzewo
350,Brett::N,קרש,deska
351,Platte::N,לוח,płyta
352,Stütze::N,משען,podpora
353,Stange::N,מוט,drąg
354,Stange::N,מוט,żerdź
355,Stock::N,מקל,kij
356,Stock::N,מקל,laska
357,Stab::N,מוט,pręt
358,Rohr::N,צנור,rura
359,Haus::N,בית,dom
360,Heim::N,בית,dom
361,Ofen::N,תנור,piec
362,Fußboden::N,רצפה,podłoga
363,Tisch::N,שלחן,stół
364,Stuhl::N,כסא,krzesło
365,Wiege::N,ערש,kołyska
366,Bett::N,מטה,łóżko
367,Bett::N,מטה,pościel
368,Regal::N,מדף,regał
369,Kiste::N,תבה,skrzynia
370,Kiste::N,ארגז,skrzynia
371,Fenster::N,חלון,okno
372,Tür::N,דלת,drzwi
373,Tor::N,שער,brama
374,Zaun::N,גדר,płot
375,Zaun::N,גדר,parkan
376,Dach::N,גג,dach
377,Leiter::N,סלם,drabina
378,Besen::N,מטאטא,miotła
379,Spaten::N,את,rydel
380,Schaufel::N,את,łopata
381,Gabel::N,מזלג,widelec
382,Löffel::N,כף,łyżka
383,Messer::N,סכין,nóż
384,Nagel::N,מסמר,gwóźdź
385,Netz::N,רשת,sieć
386,Haken::N,וו,hak
387,Haken::N,קרס,hak
388,Griff::N,ידית,chwyt
389,Schloss::N,מנעול,zamek
390,Bild::N,תמונה,obraz
391,Figur::N,פסל,figura
392,Puppe::N,בבה,lalka
393,Beutel::N,שק,torba
394,Bündel::N,צרור,wiązka
395,Tasche::N,שקית,torba
396,Eimer::N,דלי,kubeł
397,Eimer::N,דלי,wiadro
398,Deckel::N,מכסה,przykrywka
399,Geschirr::N,כלים,statki
400,Geschirr::N,כלים,naczynia
401,Sack::N,שק,worek
402,Tasse::N,ספל,filiżanka
403,Topf::N,סיר,garnek
404,Kessel::N,קנקן,kocioł
405,Essen::N,אכל,jedzenie
406,Essen::N,ארוחה,jedzenie
407,Nahrung::N,הזנה,pokarm
408,Nahrung::N,הזנה,pożywienie
409,Nahrung::N,תזונה,pokarm
410,Nahrung::N,תזונה,pożywienie
411,Speise::N,מאכל,potrawa
412,Speise::N,מאכל,jedzenie
413,Speise::N,ארוחה,potrawa
414,Speise::N,ארוחה,jedzenie
415,Fleisch::N,בשר,mięso
416,Getreide::N,דגן,zboże
417,Brei::N,מחית,kasza
418,Brot::N,לחם,chleb
419,Scheibe::N,עגול,kromka
420,Scheibe::N,פרוסה,kromka
421,Fett::N,שמן,tłuszcz
422,Butter::N,חמאה,masło
423,Öl::N,שמן,olej
424,Salz::N,מלח,sól
425,Suppe::N,מרק,zupa
426,Honig::N,דבש,miód
427,Milch::N,חלב,mleko
428,Tee::N,תה,herbata
429,Leder::N,עור,skóra
430,Wolle::N,צמר,wełna
431,Stoff::N,בד,tkanina
432,Stoff::N,בד,materiał
433,Stoff::N,אריג,tkanina
434,Stoff::N,אריג,materiał
435,Nadel::N,מחט,igła
436,Faden::N,חוט,nić
437,Faden::N,חוט,nitka
438,Knopf::N,כפתור,guzik
439,Knoten::N,קשר,węzeł
440,Farbe::N,צבע,farba
441,Kleidung::N,בגדים,odzież
442,Hemd::N,חלצה,koszula
443,Kragen::N,צוארון,kołnierz
444,Ärmel::N,שרוול,rękaw
445,Hose::N,מכנסים,spodnie
446,Gürtel::N,חגורה,pasek
447,Mütze::N,כובע,czapka
448,Schuh::N,נעל,but
449,Schuh::N,נעל,bucik
450,Stiefel::N,מגף,but
451,Stiefel::N,מגף,kozak
452,Ring::N,טבעת,pierścień
453,Band::N,סרט,wstęga
454,Kamm::N,מסרק,grzebień
455,Spiegel::N,מראה,lustro
456,Riemen::N,רצועה,rzemień
457,Schnur::N,חבל,sznur
458,Leine::N,מושכות,smycz
459,Decke::N,שמיכה,kołdra
460,Kissen::N,כרית,poduszka
461,Tuch::N,צעיף,chustka
462,Handtuch::N,מגבת,ręcznik
463,Kraft::N,כוח,moc
464,Kraft::N,כוח,siła
465,Stärke::N,און,moc
466,Stärke::N,און,siła
467,Gesundheit::N,בריאות,zdrowie
468,Krankheit::N,מחלה,choroba
469,Schmerz::N,כאב,ból
470,Wunde::N,פציעה,rana
471,Fieber::N,חם,gorączka
472,Arznei::N,תרופה,lekarstwo
473,Brücke::N,גשר,most
474,Brunnen::N,באר,studnia
475,Weide::N,אחו,pastwisko
476,Weide::N,מרעה,pastwisko
477,Pfad::N,שביל,ścieżka
478,Pfad::N,מדרכה,ścieżka
479,Weg::N,דרך,droga
480,Straße::N,כביש,ulica
481,Dorf::N,כפר,wieś
482,Stadt::N,עיר,miasto
483,Brief::N,מכתב,list
484,Buch::N,ספר,książka
485,Buchstabe::N,אות,litera
486,Zeitung::N,עתון,gazeta
487,Zeitung::N,עתון,dziennik
488,Leben::N,חיים,życie
489,Tod::N,מות,śmierć
490,Grab::N,קבר,grób
491,Kirche::N,כנסיה,kościół
492,Sünde::N,חטא,grzech
493,Gott::N,אל,bóg
494,Arbeiter::N,פועל,robotnik
495,Chef::N,ראש,szef
496,Chef::N,מנהל,szef
497,Meister::N,ממחה,mistrz
498,Meister::N,ממחה,majster
499,Arzt::N,רופא,lekarz
500,Lehrer::N,מורה,nauczyciel
501,Geld::N,כסף,pieniądze
502,Geschäft::N,עסקה,sprawa
503,Geschäft::N,עסקה,interes
504,Laden::N,חנות,sklep
505,Preis::N,מחיר,cena
506,Ware::N,סחורה,towar
507,Nutzen::N,תועלת,pożytek
508,Reichtum::N,עשר,bogactwo
509,Welt::N,עולם,świat
510,Land::N,ארץ,kraj
511,Staat::N,מדינה,państwo
512,König::N,מלך,król
513,Macht::N,כוח,władza
514,Grenze::N,גבול,granica
515,Krieg::N,מלחמה,wojna
516,Feind::N,אויב,wróg
517,Gewalt::N,אלימות,władza
518,Kampf::N,קרב,bój
519,Kampf::N,קרב,walka
520,Kampf::N,לחימה,bój
521,Kampf::N,לחימה,walka
522,Bogen[Waffe]::N,קשת,łuk
523,Pfeil::N,חץ,strzała
524,Gewehr::N,רובה,karabin
525,Fehler::N,טעות,błąd
526,Lüge::N,שקר,kłamstwo
527,Schaden::N,נזק,szkoda
528,Unglück::N,מזל רע,nieszczęście
529,Schuld::N,אשמה,wina
530,Alter::N,גיל,wiek
531,Schluss::N,סיום,koniec
532,Schluss::N,סיום,zakończenie
533,Zeit::N,זמן,czas
534,Tag::N,יום,dzień
535,Morgen::N,בקר,ranek
536,Morgen::N,בקר,poranek
537,Mittag::N,צהרים,południe
538,Abend::N,ערב,wieczór
539,Nacht::N,לילה,noc
540,Woche::N,שבוע,tydzień
541,Monat::N,חדש,miesiąc
542,Jahr::N,שנה,rok
543,Frühling::N,אביב,wiosna
544,Sommer::N,קיץ,lato
545,Herbst::N,סתו,jesień
546,Winter::N,חרף,zima
547,Januar::N,ינואר,styczeń
548,Februar::N,פברואר,luty
549,März::N,מרץ,marzec
550,April::N,אפריל,kwiecień
551,Mai::N,מאי,maj
552,Juni::N,יוני,czerwiec
553,Juli::N,יולי,lipiec
554,August::N,אוגוסט,sierpień
555,September::N,ספטמבר,wrzesień
556,Oktober::N,אוקטובר,październik
557,November::N,נובמבר,listopad
558,Dezember::N,דצמבר,grudzień
559,Montag::N,יום שני,poniedziałek
560,Dienstag::N,יום שלישי,wtorek
561,Mittwoch::N,יום רביעי,środa
562,Donnerstag::N,יום חמישי,czwartek
563,Freitag::N,יום ששי,piątek
564,Samstag::N,יום שבת,sobota
565,Sonntag::N,יום ראשון,niedziela
566,groß::A,גדול,duży
567,groß::A,גדול,wielki
568,klein::A,קטן,mały
569,lang::A,ארך,długi
570,kurz::A,קצר,krótki
571,breit::A,רחב,szeroki
572,schmal::A,צר,wąski
573,dicht::A,צפוף,gęsty
574,dick[Gegenstand]::A,עבה,gruby
575,dünn::A,דק,cienki
576,fein::A,מעדן,drobny
577,fest::A,מוצק,mocny
578,fest::A,מוצק,twardy
579,flach::A,שטוח,płaski
580,glatt::A,חלק,gładki
581,hart::A,קשיח,twardy
582,weich::A,רך,miękki
583,rund::A,עגל,okrągły
584,spitz::A,חד,spiczasty
585,scharf::A,חד,ostry
586,stumpf::A,קהה,tępy
587,schwer::A,כבד,ciężki
588,schön::A,יפה,ładny
589,schön::A,יפה,piękny
590,heiß::A,חם,gorący
591,warm::A,חם,ciepły
592,kalt::A,קר,zimny
593,kühl::A,צונן,chłodny
594,frisch::A,טרי,świeży
595,feucht::A,לח,wilgotny
596,nass::A,רטוב,mokry
597,trocken::A,יבש,suchy
598,voll::A,מלא,pełny
599,leer::A,ריק,pusty
600,leer::A,ריק,próżny
601,offen::A,פתוח,otwarty
602,geschlossen::A,סגור,zamknięty
603,sauber::A,נקי,czysty
604,schmutzig::A,מלכלך,brudny
605,roh::A,חי,surowy
606,reif::A,בשל,dojrzały
607,lecker::A,טעים,smaczny
608,süß::A,מתוק,słodki
609,bitter::A,מר,gorzki
610,sauer::A,חמוץ,kwaśny
611,hell::A,בהיר,jasny
612,dunkel::A,עמום,ciemny
613,schwarz::A,שחר,czarny
614,weiß::A,לבן,biały
615,rot::A,אדם,czerwony
616,gelb::A,צהב,żółty
617,blau::A,כחל,błękitny
618,blau::A,כחל,niebieski
619,grün::A,ירק,zielony
620,grau::A,אפר,szary
621,bunt::A,צבעוני,barwny
622,billig::A,זול,tani
623,teuer::A,יקר,drogi
624,wertvoll::A,יקר ערך,cenny
625,blind::A,עור,ślepy
626,taub::A,חרש,głuchy
627,kräftig::A,חסן,mocny
628,stark::A,חזק,silny
629,schwach::A,חלש,słaby
630,fett::A,שמן,tłusty
631,schlank::A,רזה,smukły
632,hübsch::A,יפה תאר,ładny
633,böse::A,רשע,zły
634,dumm::A,טפש,głupi
635,faul::A,עצלן,leniwy
636,fleißig::A,חרוץ,pilny
637,geizig::A,קמצן,skąpy
638,klug::A,נבון,mądry
639,klug::A,פקח,mądry
640,geschickt::A,מימן,zręczny
641,lieb::A,יקר,miły
642,lieb::A,אהוב,miły
643,lustig::A,עליז,wesoły
644,sanft::A,עדין,łagodny
645,hungrig::A,רעב,głodny
646,krank::A,חולה,chory
647,nackt::A,ערום,nagi
648,traurig::A,עצוב,smutny
649,lebendig::A,חי,żywy
650,gut::A,טוב,dobry
651,schlecht::A,גרוע,zły
652,richtig::A,נכון,słuszny
653,richtig::A,נכון,właściwy
654,schlimm::A,רע,zły
655,wahr::A,אמתי,prawdziwy
656,alt::A,ישן,stary
657,neu::A,חדש,nowy
658,ehemalig::A,לשעבר,były
659,alt[Lebewesen]::A,זקן,stary
660,jung::A,צעיר,młody
661,arm::A,עני,ubogi
662,arm::A,עני,biedny
663,reich::A,עשיר,bogaty
664,bekannt::A,ידוע,znany
665,berühmt::A,מפרסם,słynny
666,fremd::A,זר,obcy
667,fremd::A,זר,cudzy
668,verschieden::A,שונה,różny
669,nah::A,קרוב,bliski
670,fern::A,רחוק,daleki
671,linker::A,שמאלי,lewy
672,rechter::A,ימין,prawy
673,anderer::A,אחר,inny
674,erster::A,ראשון,pierwszy
675,zweiter::A,שני,drugi
676,dritter::A,שלישי,trzeci
677,letzter::A,אחרון,ostatni
678,allein::ADV,לבד,sam
679,auf einmal::ADV,בו-זמנית,naraz
680,zusammen::ADV,ביחד,razem
681,lange::ADV,הרבה זמן,długo
682,plötzlich::ADV,לפתע,nagle
683,plötzlich::ADV,פתאום,nagle
684,sofort::ADV,מיד,natychmiast
685,später::ADV,לאחר זמן,później
686,später::ADV,יותר מאחר,później
687,jetzt::ADV,עכשיו,teraz
688,jetzt::ADV,עכשיו,obecnie
689,heute::ADV,היום,dziś
690,heute::ADV,היום,dzisiaj
691,morgen::ADV,מחר,jutro
692,bald::ADV,בקרוב,wkrótce
693,dann::ADV,אחר-כך,potem
694,gestern::ADV,אתמול,wczoraj
695,einst::ADV,לפנים,kiedyś
696,einst::ADV,לפנים,niegdyś
697,damals::ADV,אז,wtedy
698,damals::ADV,אז,wówczas
699,danach::ADV,אחר-כך,następnie
700,vorher::ADV,לפני זה,przedtem
701,zuerst::ADV,קדם,naprzód
702,zuerst::ADV,קדם,najpierw
703,einmal::ADV,פעם,raz
704,manchmal::ADV,לפעמים,czasem
705,oft::ADV,לעתים קרובות,często
706,immer::ADV,תמיד,zawsze
707,niemals::ADV,אף פעם,nigdy
708,hier::ADV,כאן,tu
709,hier::ADV,כאן,tutaj
710,hierhin::ADV,פה,tu
711,von hier::ADV,מפה,stąd
712,dort::ADV,שם,tam
713,dorthin::ADV,שם,tam
714,geradeaus::ADV,ישר,prosto
715,vorwärts::ADV,קדימה,naprzód
716,rückwärts::ADV,לאחור,wstecz
717,zurück::ADV,בחזרה,z powrotem
718,zurück::ADV,אחורנית,z powrotem
719,unten::ADV,למטה,u dołu
720,unten::ADV,למטה,na dole
721,hinab::ADV,למטה,na_dół
722,hinab::ADV,למטה,w_dół
723,oben::ADV,מעל,w górze
724,oben::ADV,מעל,na górze
725,oben::ADV,למעלה,w górze
726,oben::ADV,למעלה,na górze
727,hinauf::ADV,למעלה,w górę
728,hinauf::ADV,למעלה,na górę
729,überall::ADV,בכל מקום,wszędzie
730,nicht::ADV,לא,nie
731,ein wenig::ADV,קצת,trochę
732,kaum::ADV,בקשי,ledwie
733,kaum::ADV,בקשי,prawie nie
734,sehr::ADV,מאוד,bardzo
735,so::ADV,כך,tak
736,so::ADV,ככה,tak
737,noch::ADV,עוד,jeszcze
738,noch::ADV,עדין,jeszcze
739,nur::ADV,רק,tylko
740,schon::ADV,כבר,już
741,wieder::ADV,שוב,znów
742,wieder::ADV,שוב,znowu
743,vergebens::ADV,לריק,na próżno
744,vergebens::ADV,לשוא,na próżno
745,vor::PRP,מול,przed
746,hinter::PRP,מאחורי,za
747,unter::PRP,מתחת,pod
748,durch::PRP,דרך,przez
749,neben::PRP,ליד,obok
750,neben::PRP,על-יד,obok
751,zwischen::PRP,בין,między
752,wegen::PRP,בשל,z powodu
753,wegen::PRP,בגלל,z powodu
754,dies::PRN,זה,to
755,das::PRN,זה,to
756,alles::PRN,הכל,wszystko
757,ich::PRN,אני,ja
758,du::PRN,את,ty
759,du::PRN,אתה,ty
760,er::PRN,הוא,on
761,wir::PRN,אנחנו,my
762,ihr::PRN,לה,wy
763,sie::PRN,הם,oni
764,was::FPRN,מה,co
765,wer::FPRN,מי,kto
766,wo::FADV,איפה,gdzie
767,wohin::FADV,לאן,dokąd
768,wie::FADV,איך,jak
769,warum::FADV,למה,dlaczego
770,wieviel::FNUM,כמה,ile
771,eins::NUM,אחד,jeden
772,zwei::NUM,שתים,dwa
773,drei::NUM,שלושה,trzy
774,vier::NUM,ארבעה,cztery
775,fünf::NUM,חמשה,pięć
776,sechs::NUM,ששה,sześć
777,sieben::NUM,שבעה,siedem
778,acht::NUM,שמונה,osiem
779,neun::NUM,תשעה,dziewięć
780,zehn::NUM,עשרה,dziesięć
781,elf::NUM,אחת עשרה,jedenaście
782,zwölf::NUM,שתים עשרה,dwanaście
783,zwanzig::NUM,עשרים,dwadzieścia
784,dreißig::NUM,שלושים,trzydzieści
785,vierzig::NUM,ארבעים,czterdzieści
786,fünfzig::NUM,חמשים,pięćdziesiąt
787,sechzig::NUM,ששים,sześćdziesiąt
788,siebzig::NUM,שבעים,siedemdziesiąt
789,achtzig::NUM,שמונים,osiemdziesiąt
790,neunzig::NUM,תשעים,dziewięćdziesiąt
791,hundert::NUM,מאה,sto
792,tausend::NUM,אלף,tysiąc
793,und::CNJ,ו,i
794,oder::CNJ,או,lub
795,oder::CNJ,או,albo
796,stehen::V,עמד,stać
797,sitzen::V,ישב,siedzieć
798,liegen::V,שכב,leżeć
799,hängen::V,היה תלוי,wisieć
800,werden::V,הפך ל,zostać
801,werden::V,הפך ל,stać się
