,Concept_ID,ga,uz
797,so::ADV,chomh,shunday
798,so::ADV,mar sin,shunday
799,noch::ADV,fós,hali
800,noch::ADV,go fóill,hali
801,nur::ADV,amháin,yolg'iz
802,nur::ADV,níl ach,yolg'iz
803,schon::ADV,cheana,endi
804,schon::ADV,cheana féin,endi
805,wieder::ADV,arís,yana
806,wieder::ADV,athuair,yana
807,vergebens::ADV,amú,bekorga
808,vergebens::ADV,in aisce,bekorga
809,vor::PRP,ar thosach,burun
810,hinter::PRP,laistiar de,ketida
811,hinter::PRP,taobh thiar de,ketida
812,unter::PRP,faoi,ostida
813,durch::PRP,trí,bo'ylab
814,neben::PRP,taobh le,yonida
815,neben::PRP,in aice le,yonida
816,zwischen::PRP,idir,orada
817,wegen::PRP,de bharr,sababli
818,wegen::PRP,mar gheall ar,sababli
819,dies::PRN,seo,o'sha
820,das::PRN,sin,narigi
821,alles::PRN,gach rud,har nima
822,ich::PRN,mé,men
823,ich::PRN,mise,men
824,du::PRN,tú,sen
825,du::PRN,tusa,sen
826,er::PRN,sé,u
827,er::PRN,seisean,u
828,wir::PRN,sinn,biz
829,ihr::PRN,sibh,siz
830,ihr::PRN,sibhse,siz
831,sie::PRN,siad,ular
832,sie::PRN,siadsan,ular
833,was::FPRN,cad,nima
834,was::FPRN,céard,nima
835,wer::FPRN,cé,kim
836,wo::FADV,cá,qaerda
837,wo::FADV,cén áit,qaerda
838,wohin::FADV,cá,qayerga
839,wohin::FADV,cén áit,qayerga
840,wie::FADV,conas,qanday
841,wie::FADV,cén chaoi,qanday
842,warum::FADV,cén fáth,nega
843,warum::FADV,cad chuige,nega
844,wieviel::FNUM,cá mhéad,qancha
845,eins::NUM,aon,bir
846,zwei::NUM,dhá,ikki
847,drei::NUM,trí,uch
848,vier::NUM,ceathair,to'rt
849,fünf::NUM,cúig,besh
850,sechs::NUM,sé,olti
851,sieben::NUM,seacht,etti
852,acht::NUM,ocht,sakkiz
853,neun::NUM,naoi,to'qqiz
854,zehn::NUM,deich,o'n
855,elf::NUM,aon déag,o'n bir
856,zwölf::NUM,dó dhéag,o'n ikki
857,zwanzig::NUM,fiche,yigirma
858,dreißig::NUM,tríocha,o'ttiz
859,vierzig::NUM,daichead,qirq
860,vierzig::NUM,ceathracha,qirq
861,fünfzig::NUM,caoga,ällik
862,sechzig::NUM,seasca,oltmish
863,siebzig::NUM,seachtó,etmish
864,achtzig::NUM,ochtó,sakson
865,neunzig::NUM,nócha,to'qson
866,hundert::NUM,céad,yuz
867,tausend::NUM,míle,ming
868,und::CNJ,agus,va
869,oder::CNJ,nó,yo
870,stehen::V,seas,turmoq
871,sitzen::V,suigh,o'tirmoq
872,liegen::V,luigh,yotmoq
873,hängen::V,tá crochta,osilmoq
874,werden::V,éirigh,bo'lmoq
875,passieren::V,tarlaigh,bo'lib o'tmoq
876,beginnen::V,tosaigh,boshlanmoq
877,enden::V,críochnaigh,bitmoq
878,wechseln::V,athraigh,o'zgarmoq
879,aufgehen[Sonne]::V,éirigh,chiqmoq
880,untergehen[Sonne]::V,fuin,botmoq
881,untergehen[Sonne]::V,téigh faoi,botmoq
882,scheinen[Sonne]::V,taitin,yaraqlamoq
883,scheinen[Sonne]::V,soilsigh,yaraqlamoq
884,donnern::V,tá toirneach ann,gulduramoq
885,wehen::V,séid,elpimoq
886,strömen::V,sil,oqmoq
887,fließen::V,rith,oqmoq
888,fließen::V,snigh,oqmoq
889,sich drehen::V,cas,aylanmoq
890,sich drehen::V,imrothlaigh,aylanmoq
891,schwanken::V,luasc,qoqilmoq
892,schwingen::V,luasc,lopillamoq
893,fallen::V,tit,tushmoq
894,brennen::V,dóigh,yonmoq
895,rauchen::V,plúch toite,tutamoq
896,regnen::V,báistigh,yomg'ir yog'moq
897,regnen::V,tá ag cur báistí,yomg'ir yog'moq
898,gefrieren::V,sioc,muzlamoq
899,gefrieren::V,reoigh,muzlamoq
900,tauen::V,leáigh,ärimoq
901,tauen::V,coscair,ärimoq
902,schmelzen::V,leáigh,ärimoq
903,trocknen::V,triomaigh,qurimoq
904,sieden::V,fiuch,qaynamoq
905,sieden::V,beirigh,qaynamoq
906,faulen::V,lobh,chirimoq
907,faulen::V,dreoigh,chirimoq
908,verfaulen::V,lobh,chirimoq
909,verfaulen::V,feoigh,chirimoq
910,reißen::V,bris,qayt qilmoq
911,versinken::V,téigh síos,g'arq bo'lmoq
912,vergehen::V,téigh thart,o'tmoq
913,erscheinen::V,tar,zuhur ätmoq
914,verschwinden::V,imigh,yo'qolmoq
915,sinken::V,tit,pasaymoq
916,sinken::V,ísligh,pasaymoq
917,abnehmen::V,maolaigh,kamaymoq
918,abnehmen::V,laghdaigh,kamaymoq
919,zunehmen::V,méadaigh,urchimoq
920,steigen::V,éirigh,oshmoq
921,wachsen::V,fás,o'smoq
922,glänzen::V,lonraigh,porlamoq
923,funkeln::V,drithligh,yalt ätmoq
924,lärmen::V,tóg callán,taraq ätmoq
925,läuten::V,buail,jiringlamoq
926,klingeln::V,buail,jiringlamoq
927,klirren::V,cling,sharaqlamoq
928,brausen::V,búir,vag'illamoq
929,rauschen::V,tá ag siosarnach,shitirlamoq
930,klingen::V,tá glór ag,yangramoq
931,bellen::V,amhastraigh,hurmoq
932,heulen::V,glam,uvlamoq
933,blasen::V,séid,puflamoq
934,pfeifen::V,lig fead,xushtak chalmoq 
935,schreien::V,béic,qiyqirmoq
936,schreien::V,glaoigh,qiyqirmoq
937,stöhnen::V,lig cnead,nola qilmoq
938,zittern::V,crith,titramoq
939,zittern::V,creathnaigh,titramoq
940,leben::V,mair,yashamoq
941,geboren werden::V,rugadh,tug'ilmoq
942,atmen::V,análaigh,nafas chiqarmoq
943,trinken::V,ól,ichmoq
944,essen::V,ith,emoq
945,schlucken::V,slog,yutmoq
946,müde werden::V,tuirsigh,horimoq
947,einschlafen::V,tit ina chodladh,uxlab qolmoq
948,schlafen::V,codail,uxlamoq
949,aufwachen::V,múscail,uyg'onmoq
950,aufstehen::V,éirigh,qo'pmoq
951,sich erholen::V,lig scíth,dam olmoq
952,krank werden::V,éirigh tinn,kasallanmoq
953,krank sein::V,tá tinn,betob yotmoq
954,schmerzen::V,tá pian i,og'rimoq
955,husten::V,déan casacht,yo'talmoq
956,genesen::V,téarnaigh,tuzalmoq
957,sterben::V,éag,o'lmoq
958,sterben::V,faigh bás,o'lmoq
959,umkommen::V,caill,halok bo'lmoq
960,sich bewegen::V,bog,harakat qilmoq
961,sich bewegen::V,gluais,harakat qilmoq
962,sich rühren::V,corraigh,qimirlamoq
963,sich erheben::V,seas suas,qo'pmoq
964,sich setzen::V,suigh,o'tirmoq
965,hinfallen::V,tit,yiqilmoq
966,laufen::V,siúil,yurmoq
967,schreiten::V,siúil,yurmoq
968,spazierengehen::V,téigh ag spaisteoireacht,sayr ätmoq
969,eilen::V,deifrigh,tezlamoq
970,eilen::V,brostaigh,tezlamoq
971,sich beeilen::V,deifrigh,shoshmoq
972,sich beeilen::V,déan deifir,shoshmoq
973,sausen::V,luathaigh,chopqillamoq
974,rennen::V,rith,yugurmoq
975,springen::V,léim,sakramoq
976,klettern::V,dreap,yuqorilamoq
977,schaukeln::V,téigh ar an maide corrach,irg'amoq
978,kriechen::V,snámh,ämaklamoq
979,schwimmen::V,snámh,suzmoq
980,tauchen::V,tum,chu'mmoq
981,rudern::V,iomair,eshkak eshmoq
982,rudern::V,rámhaigh,eshkak eshmoq
983,fahren::V,tiomáin,haydamoq
984,fliegen::V,eitil,uchmoq
985,gehen::V,téigh,bormoq
986,weggehen::V,imigh,ketoq
987,abfahren::V,imigh,jo'namoq
988,anhalten::V,stad,to'xtamoq
989,hineingehen::V,téigh isteach,kirmoq
990,eintreten::V,téigh isteach,kirmoq
991,kommen::V,tar,kelmoq
992,ankommen::V,tar,etib kelmoq
993,zurückkommen::V,fill,qaytib kelmoq
994,bleiben::V,fan,qolmoq
995,warten::V,fan,poylamoq
996,erwarten::V,tá ag súil le,kutmoq
997,erwarten::V,tá ag dréim le,kutmoq
998,suchen::V,lorg,izlamoq
999,finden::V,faigh,topmoq
1000,finden::V,aimsigh,topmoq
1001,versuchen::V,triail,chalishmoq
1002,vorbereiten::V,réitigh,hozirlamoq
1003,lieben::V,gráigh,sevmoq
1004,mögen::V,taitin le,ardoqlamoq
1005,mögen::V,is maith le,ardoqlamoq
1006,lachen::V,gáir,kulmoq
1007,rühren::V,téigh i bhfeidhm ar,ta'sirlantirmoq
1008,weinen::V,goil,yig'lamoq
1009,weinen::V,caoin,yig'lamoq
1010,schimpfen::V,tá ag clamhsán,koyinmoq
1011,sich ärgern::V,tá corraithe,g'azab qilmoq
1012,sich fürchten::V,tá eagla ar,hurkmoq
1013,fürchten::V,tá eagla ar,qo'rqmoq
1014,fliehen::V,teith,qochmoq
1015,flüchten::V,éalaigh,qochmoq
1016,sehen::V,feic,ko'rmoq
1017,anschauen::V,dearc,razm solmoq
1018,anschauen::V,féach ar,razm solmoq
1019,ansehen::V,breathnaigh,razm qilmoq
1020,hören::V,cluin,äshitmoq
1021,zuhören::V,éist,tinglamoq
1022,probieren::V,bliais,tatib ko'rmoq
1023,riechen::V,bolaigh,iskamoq
1024,fühlen::V,braith,sezmoq
1025,fühlen::V,mothaigh,sezmoq
1026,scheinen::V,tá an chuma ar,tuyilmoq
1027,zu sehen sein::V,tá le feiceáil,ko'rinmoq
1028,vernehmen::V,clois,äshitmoq
1029,frieren::V,tá fuar,sovuq qotmoq
1030,tun::V,déan,ätmoq
1031,können::V,féad,-a olmoq
1032,können::V,féad,-y olmoq
1033,können::V,is féidir le,-a olmoq
1034,können::V,is féidir le,-y olmoq
1035,wollen::V,tá ag iarraidh,istamoq
1036,anfangen::V,tosaigh,boshlamoq
1037,anfangen::V,cuir tús le,boshlamoq
1038,beenden::V,críochnaigh,bitirmoq
1039,beenden::V,cuir deireadh le,bitirmoq
1040,aufhören::V,stad,tinmoq
1041,gelingen::V,éirigh le,muvaffaqiyat qozonmoq
1042,geraten::V,tá deireadh ar,bo'lmoq
1043,öffnen::V,oscail,ochmoq
1044,schließen::V,dún,yopmoq
1045,schließen::V,iaigh,yopmoq
1046,stellen::V,cuir,qo'ymoq
1047,setzen::V,cuir,o'tqazmoq
1048,setzen::V,socraigh,o'tqazmoq
1049,legen::V,cuir,yotqizmoq
1050,berühren::V,teagmhaigh le,tegmoq
1051,verbinden::V,ceangail,ulamoq
1052,bedecken::V,clúdaigh,bekitmoq
1053,bedecken::V,cumhdaigh,bekitmoq
1054,aufhängen::V,croch,ildirmoq
1055,anzünden::V,las,yondirmoq
1056,anzünden::V,adhain,yondirmoq
1057,aufheben::V,tóg,ko'tarmoq
1058,aufheben::V,ardaigh,ko'tarmoq
1059,zurücklassen::V,fág,ayrilmoq
1060,verlieren::V,caill,yo'qotmoq
1061,fallen lassen::V,lig uait,tushirmoq
1062,fallen lassen::V,caith uait,tushirmoq
1063,machen::V,déan,qilmoq
1064,machen::V,réitigh,qilmoq
1065,herstellen::V,táirg,chiqarmoq
1066,bauen::V,tóg,solmoq
1067,reparieren::V,deisigh,tuzatmoq
1068,verbessern::V,feabhsaigh,isloh qilmoq
1069,ändern::V,athraigh,o'zgartirmoq
1070,graben::V,tochail,qazimoq
1071,beugen::V,crom,bukmoq
1072,biegen::V,lúb,bukmoq
1073,drehen::V,cas,aylantirmoq
1074,wenden::V,tiontaigh,burmoq
1075,umdrehen::V,iompaigh,ag'darmoq
1076,umdrehen::V,tiontaigh,ag'darmoq
1077,heben::V,ardaigh,yuksaltirmoq
1078,hochheben::V,tóg,ko'tarmoq
1079,ergreifen::V,beir ar,tutamlamoq
1080,halten::V,coimeád,tutmoq
1081,halten::V,coinnigh,tutmoq
1082,drücken::V,brúigh,bosmoq
1083,schieben::V,brúigh,surmoq
1084,kratzen::V,scríob,qashimoq
1085,lecken::V,ligh,mijimoq
1086,lecken::V,leadhb,mijimoq
1087,beißen::V,bain greim as,tishlamoq
1088,abreißen::V,stróic,emirmoq
1089,abreißen::V,tarraing,emirmoq
1090,abschneiden::V,scoith,cho'rt kesmoq
1091,binden::V,ceangail,bog'lamoq
1092,stecken::V,sáigh,suqmoq
1093,brechen::V,bris,sindirmoq
1094,klopfen::V,cnag,dukurlamoq
1095,hauen::V,buail,urmoq
1096,kleben::V,gliúáil,yopishtirmoq
1097,reiben::V,cuimil,surkamoq
1098,streichen::V,leath,surkamoq
1099,schleifen::V,líomh,qayramoq
1100,schneiden::V,gearr,kesmoq
1101,rütteln::V,croith,chayqamoq
1102,schütteln::V,croith,chayqamoq
1103,schwenken::V,luasc,chayqatmoq
1104,schütten::V,doirt,quymoq
1105,füllen::V,líon,to'ldirmoq
1106,einwickeln::V,cuach,chulg'amoq
1107,einwickeln::V,clúdaigh,chulg'amoq
1108,tragen::V,iompair,tashimoq
1109,schleppen::V,tarraing,sudramoq
1110,ziehen::V,tarraing,tortmoq
1111,aufbewahren::V,coinnigh,tutmoq
1112,werfen::V,caith,tashlamoq
1113,fangen::V,ceap,tutmoq
1114,packen::V,beir ar,opqochmoq
1115,verstecken::V,folaigh,yashirmoq
1116,verstecken::V,cuir i bhfolach,yashirmoq
1117,teilen::V,roinn,bo'lmoq
1118,schicken::V,seol,yubormoq
1119,bringen::V,beir,keltirmoq
1120,bringen::V,tabhair,keltirmoq
1121,hinzufügen::V,cuir le,tirkamoq
1122,bekommen::V,faigh,olmoq
1123,erhalten::V,faigh,olmoq
1124,nehmen::V,tóg,olmoq
1125,nehmen::V,glac,olmoq
1126,wählen::V,pioc,saylamoq
1127,wählen::V,roghnaigh,saylamoq
1128,auswählen::V,roghnaigh,saylamoq
1129,bewahren::V,caomhnaigh,saqlamoq
1130,behindern::V,cuir bac ar,xalal bermoq
1131,verderben::V,mill,xazon qilmoq
1132,beschädigen::V,loit,buzmoq
1133,beschädigen::V,déan damáiste do,buzmoq
1134,zerbrechen::V,bris,sindirmoq
1135,zerreißen::V,stiall,yirtmoq
1136,zerstören::V,mill,vayron qilmoq
1137,zerstören::V,scrios,vayron qilmoq
1138,verbrennen::V,las,kuydirmoq
1139,verbrennen::V,dóigh,kuydirmoq
1140,geben::V,tabhair,bermoq
1141,reichen::V,sín,bermoq
1142,reichen::V,cuir,bermoq
1143,schenken::V,bronn,sovg'a qilmoq
1144,schenken::V,tabhair,sovg'a qilmoq
1145,versprechen::V,geall,va'da bermoq
1146,wünschen::V,guigh,orziqmoq
1147,loben::V,mol,maqtamoq
1148,küssen::V,póg,o'pmoq
1149,wiegen::V,bog,tebratmoq
1150,wiegen::V,luasc,tebratmoq
1151,zudecken::V,clúdaigh,yopmoq
1152,wecken::V,dúisigh,uyg'otmoq
1153,zeigen::V,taispeáin,ko'rsatmoq
1154,führen::V,treoraigh,boshlik bo'lmoq
1155,lehren::V,múin,o'rgatmoq
1156,lehren::V,teagasc,o'rgatmoq
1157,unterrichten::V,múin,dars bermoq
1158,unterrichten::V,teagasc,dars bermoq
1159,aufziehen::V,tóg,o'stirmoq
1160,leiten::V,tá i gceannas ar,boshqarmoq
1161,antreiben::V,gríosaigh,shoshiltirmoq
1162,lassen::V,cuir ag,ruxsat bermoq
1163,einladen::V,cuir cuireadh ar,taklif kilmoq
1164,vereinigen::V,aontaigh,qo'shmoq
1165,besuchen::V,tabhair cuairt ar,mehmonga bormoq
1166,treffen::V,cas ar,duchor bo'lmoq
1167,treffen::V,buail le,duchor bo'lmoq
1168,sich versammeln::V,bailigh,to'planmoq
1169,sich versammeln::V,cruinnigh,to'planmoq
1170,spielen::V,imir,o'ynamoq
1171,spielen::V,tá ag spraoi,o'ynamoq
1172,singen::V,can,yalla qilmoq
1173,tanzen::V,rinc,raqs qilmoq
1174,tanzen::V,damhsaigh,raqs qilmoq
1175,sich trennen::V,scar,yakkalanmoq
1176,verlassen::V,fág,qoldirmoq
1177,retten::V,tarrtháil,qutqazmoq
1178,bewachen::V,cosain,qo'rimoq
1179,bewachen::V,gardáil,qo'rimoq
1180,schützen::V,cosain,yoniga olmoq
1181,verteidigen::V,cosain,yoqlamoq
1182,sich schlagen::V,tá ag bruíon,yoqalashmoq
1183,schießen::V,caith,otmoq
1184,schießen::V,scaoil,otmoq
1185,siegen::V,bain,engmoq
1186,siegen::V,buaigh,engmoq
1187,ärgern::V,cuir isteach ar,jahl chiqarmoq
1188,schlagen::V,buail,urmoq
1189,treten::V,ciceáil,tepmoq
1190,stechen::V,sáigh,qadamoq
1191,stoßen::V,brúigh,turtmoq
1192,stoßen::V,soncáil,turtmoq
1193,stehlen::V,goid,o'g'rilamoq
1194,stören::V,cuir isteach ar,tebratmoq
1195,belästigen::V,cuir as do,g'ashini keltirmoq
1196,verbergen::V,ceil,berkitmoq
1197,täuschen::V,cuir dallamullóg ar,aldamoq
1198,betrügen::V,déan calaois ar,tirriq qilmoq
1199,töten::V,maraigh,o'ldirmoq
1200,wohnen::V,cuir faoi,istiqomat qilmoq
1201,wohnen::V,tá ina chónaí,istiqomat qilmoq
1202,arbeiten::V,oibrigh,ishlamoq
1203,sammeln::V,bailigh,yig'moq
1204,sammeln::V,cruinnigh,yig'moq
1205,pflücken::V,pioc,termoq
1206,jagen::V,seilg,ov qilmoq
1207,fischen::V,iasc,baliq ovlamoq
1208,fassen::V,beir ar,ilinmoq
1209,hüten::V,aoirigh,boqtirmoq
1210,treiben::V,seol,haydamoq
1211,treiben::V,tiomáin,haydamoq
1212,anbinden::V,ceangail,bog'lamoq
1213,füttern::V,cothaigh,edirmoq
1214,füttern::V,beathaigh,edirmoq
1215,melken::V,bligh,sog'moq
1216,melken::V,crúigh,sog'moq
1217,hacken::V,gearr,chopmoq
1218,gießen::V,uiscigh,oqizmoq
1219,reifen::V,aibigh,qizarmoq
1220,zubereiten::V,cócaráil,pishirmoq
1221,kochen::V,bruith,qaynatmoq
1222,kochen::V,beirigh,qaynatmoq
1223,backen::V,bácáil,yopmoq
1224,braten::V,róst,qovurmoq
1225,braten::V,frioch,qovurmoq
1226,umrühren::V,measc,atalamoq
1227,stricken::V,cniotáil,to'qimoq
1228,nähen::V,fuaigh,tikmoq
1229,färben::V,dathaigh,bo'yoqlamoq
1230,reinigen::V,glan,tozalamoq
1231,waschen::V,nigh,yuvmoq
1232,abwischen::V,glan,surkamoq
1233,spülen::V,sruthlaigh,chaymoq
1234,fegen::V,scuab,cho'tkalamoq
1235,kehren::V,scuab,supurmoq
1236,baden::V,folc,cho'milmoq
1237,sich waschen::V,nigh é féin,yuvinmoq
1238,ausziehen::V,bain de,echintirmoq
1239,anziehen::V,cuir ar,kiymoq
1240,sich anziehen::V,gléas é féin,kiyinmoq
1241,kämmen::V,cíor,taramoq
1242,schmücken::V,maisigh,yasatmoq
1243,sagen::V,abair,aytmoq
1244,sprechen::V,labhair,so'zlamoq
1245,reden::V,caintigh,gapirmoq
1246,sich unterhalten::V,caintigh,suhbatlashmoq
1247,sich unterhalten::V,tá ag comhrá,suhbatlashmoq
1248,fragen::V,fiafraigh,so'ramoq
1249,fragen::V,cuir ceist,so'ramoq
1250,bitten::V,iarr,iltimos qilmoq
1251,erzählen::V,inis,aytib bermoq
1252,erzählen::V,eachtraigh,aytib bermoq
1253,mitteilen::V,aithris,bildirmoq
1254,mitteilen::V,cuir in iúl,bildirmoq
1255,nennen::V,ainmnigh,atamoq
1256,rufen::V,glaoigh,chaqirmoq
1257,prahlen::V,maígh,gerdaymoq
1258,übersetzen::V,aistrigh,tarjima qilmoq
1259,denken::V,síl,o'ylamoq
1260,denken::V,ceap,o'ylamoq
1261,glauben::V,creid,ishonmoq
1262,bemerken::V,tabhair faoi deara,payqamoq
1263,erkennen::V,aithin,tanimoq
1264,begreifen::V,tuig,tushunmoq
1265,verstehen::V,tuig,anglamoq
1266,lernen::V,foghlaim,o'qimoq
1267,wissen::V,tá a fhios ag,bilmoq
1268,sich erinnern an::V,cuimhnigh ar,äsni tanimoq
1269,sich erinnern an::V,is cuimhne ar,äsni tanimoq
1270,vergessen::V,dearmad,unutmoq
1271,messen::V,tomhais,o'lchamoq
1272,zählen::V,cuntais,raqamlamoq
1273,rechnen::V,ríomh,cho'tlamoq
1274,rechnen::V,áirigh,cho'tlamoq
1275,lesen::V,léigh,o'qimoq
1276,malen::V,péinteáil,rasm solmoq
1277,zeichnen::V,línigh,chizmoq
1278,zeichnen::V,tarraing,chizmoq
1279,schreiben::V,scríobh,yozmoq
1280,besitzen::V,is le,ägalamoq
1281,kaufen::V,ceannaigh,olmoq
1282,verkaufen::V,díol,sotmoq
1283,bezahlen::V,íoc as,to'lamoq
1284,zahlen::V,íoc,to'lamoq
1285,beherrschen::V,rialaigh,ägalamoq
1286,ertragen::V,seas,chidamoq
1287,ertragen::V,fulaing,chidamoq
1288,ertragen::V,foighnigh,chidamoq
1289,Ader::N,,qon tomir
1290,vorwärts::ADV,,ilgari
