,Concept_ID,mrj,kn
120,Rinde::N,каргыж,ತೂಗಟಿ
121,Ast::N,укш,ಶಾಖೆ
122,Zweig::N,укш,ರೆಂಬೆ
123,Blatt::N,листӹ,ಎಲೆ
124,Birke::N,куги,ಬರ್ಚ್ ಮರ
125,Kiefer[Baum]::N,йӓктӹ,ದೇವದಾರು ಮರ
126,Weide[Baum]::N,уа,ವಿಲೋಮರ
127,Tanne::N,кож,ಭದ್ರದಾರು
128,Horn::N,шур,ಕೊಂಬು
129,Feder::N,пын,ಪುಕ್ಕ
130,Fell::N,кавашты,ರೋಮ
131,Flügel::N,шылдыр,ರೆಕ್ಕೆ
132,Klaue::N,кӹч,ಪಂಜ
133,Kralle::N,лапа,ಉಗುರು
134,Schwanz::N,пач,ಬಾಲ
135,Ei::N,мыны,ಮೊಟ್ಟೆ
136,Nest::N,пӹжӓш,ಗೂಡು
137,Bau::N,ыраж,ಅಡಗುದಾಣ
138,Tier::N,во́льык,ಪ್ರಾಣಿ
139,Herde::N,кӹтö,ಗುಂಪು
140,Kuh::N,ышкал,ಹಸು
141,Bulle::N,ӱшкӱж,ಗೂಳಿ
142,Pferd::N,имни,ಕುದುರೆ
143,Schaf::N,шарык,ಕುರಿ
144,Schwein::N,сасна,ಹಂದಿ
145,Hund::N,пи,ನಾಯಿ
146,Katze::N,коти,ಬೆಕ್ಕು
147,Bär::N,мöскӓ,ಕರಡಿ
148,Eichhörnchen::N,ур,ಉಡುತೆ
149,Elch::N,шарды,ಕಡವೆ
150,Fuchs::N,рӹвӹж,ನರಿ
151,Hase::N,морен,ಮೊಲ
152,Maus::N,каля,ಇಲಿ
153,Wolf::N,пирӹ,ತೋಳ
154,Vogel::N,кек,ಪಕ್ಷಿ
155,Schwarm::N,цуца,ಗುಂಪು
156,Huhn::N,цӹвӹ,ಚಿಕ್
157,Hahn::N,ӓптӓн,ಹುಂಜ
158,Gans::N,комбы,ವರಟೆ
159,Adler::N,кучкыж,ಗರುಡ
160,Ente::N,лыды,ಬಾತು
161,Eule::N,тымана,ಗೂಬೆ
162,Kranich::N,тырня,ಕೊಕ್ಕರ
163,Kranich::N,тыртня,ಕೊಕ್ಕರ
164,Krähe::N,лудыгарак,ಕಾಗೆ
165,Kuckuck::N,куку,ಕೋಗಿಲೆ
166,Schwan::N,йӱксӹ,ಹಂಸಪಕ್ಷಿ
167,Fisch::N,кол,ಮೀನು
168,Barsch::N,алангы,ಪರ್ಚ್ ಮೀನು
169,Hecht::N,нуж,ಪೈಕ್ ಮೀನು
170,Hecht::N,нужгол,ಪೈಕ್ ಮೀನು
171,Schlange[Tier]::N,кӹшкы,ಹಾವು
172,Wurm::N,шукш,ಹುಳು
173,Spinne::N,ӓнгӹремшӹ,ಊರ್ಣನಾಭ
174,Ameise::N,кыткы,ಇರುವೆ
175,Laus::N,ти,ಹೇನು
176,Mücke::N,кужнер,ಸೊಳ್ಳೆ
177,Mücke::N,кужынер,ಸೊಳ್ಳೆ
178,Fliege::N,шӹнгӓ,ನೊಣ
179,Schmetterling::N,лӹпӹ,ಪತಂಗ
180,Beere::N,мöр,ನಯವಣ್ಣು
181,Apfel::N,олма,ಸೇಬು
182,Pilz::N,понгы,ಅಣಬೆ
183,Zwiebel::N,охыра,ನೀರುಳ್ಳಿ
184,Saat::N,нӱшмӹ,ಬಿತ್ತ
185,Saat::N,нӱшмӱ,ಬಿತ್ತ
186,Korn::N,пӹрцӹ,ಬೀಜ
187,Heu::N,шуды,ಕರಡ
188,Schale::N,аваха,ಹೊಟ್ಟು
189,Schale::N,карлангы,ಹೊಟ್ಟು
190,Grube::N,йӓм,ಗುಂಡಿ
191,Falle::N,лӱдӹ,ಬೋನು
192,Falle::N,лӱдӹш,ಬೋನು
193,Schlinge::N,онгы,ಉರುಲು
194,Spur::N,кишӓ,ಜಾಡು
195,Asche::N,ломых,ಬೂದಿ
196,Asche::N,ломпыж,ಬೂದಿ
197,Dreck::N,лявӹрӓ,ಹೊಲಸು
198,Eisen::N,кӹртни,ಕಬ್ಬಿಣ
199,Gold::N,шöртни,ಚಿನ್ನ
200,Gold::N,шöртньӹ,ಚಿನ್ನ
201,Silber::N,ши,ಬೆಳ್ಳಿ
202,Kohle::N,шӱ,ಕಲ್ಲಿದ್ದಲು
203,Glas::N,охоница,ಗಾಜು
204,Lehm::N,шун,ಜೇಡಿಮಣ್ಣು
205,Sand::N,ошма,ಮರಳು
206,Mensch::N,эдем,ಪುರುಷ
207,Mann::N,пӱэргӹ,ಆಳು
208,Frau::N,ӹдӹрӓмӓш,ಹೆಣ್ಣು
209,Kind::N,ӓзӓ,ಮಗು
210,Kind::N,шачшы,ಮಗು
211,Junge::N,рвезӹ,ಹುಡುಗ
212,Junge::N,ӹрвезӹ,ಹುಡುಗ
213,Mädchen::N,ӹдӹрӓш,ಹುಡುಗಿ
214,Familie::N,йиш,ಕುಟುಂಬ
215,Familie::N,семня,ಕುಟುಂಬ
216,Großvater::N,тьоти,ಅಜ್ಜ
217,Großmutter::N,папа,ಅಮ್ಮ
218,Eltern::N,ӓтя-ӓвӓ,ಹೆತ್ತವರು
219,Vater::N,ӓтя,ತಂದೆ
220,Mutter::N,ӓвӓ,ಅಮ್ಮ
221,Sohn::N,эргӹ,ಮಗ 
222,Tochter::N,ӹдӹр,ಮಗಳು
223,Bruder::N,ӹза,ತಮ್ಮ
224,Schwester::N,ӓкӓ,ತಂಗಿ
225,Onkel::N,кугуза,ಸೋದರಮಾವ
226,Onkel::N,кугуза,ದೊಡ್ಡಪ್ಪ
227,Tante::N,куака,ಚಿಕ್ಕಮ್ಮ
228,Ehemann::N,мары,ಗಂಡ
229,Ehefrau::N,вӓтӹ,ಹೆಂಡತಿ
230,Freude::N,ӹвӹртӹмӓш,ನಲಿವು
231,Gelächter::N,ваштылмаш,ನಗೆ
232,Glück::N,пиӓл,ಆನಂದ
233,Kummer::N,ясы,ದುಃಖ
234,Wunsch::N,охата,ಬಯಕೆ
235,Wunsch::N,шанымаш,ಬಯಕೆ
236,Lust::N,шӓр,ಇಷ್ಟ
237,Lust::N,охата,ಇಷ್ಟ
238,Lust::N,шанымаш,ಇಷ್ಟ
239,Geist::N,тух,ಆತ್ಮ
240,Gedanke::N,шанымаш,ಯೋಚನೆ
241,Gedächtnis::N,ӓш,ಸ್ಮರಣೆ
242,Verstand::N,ыш,ಮನಸ್ಸು
243,Sinn::N,кын,ಅರ್ಥ
244,Grund::N,вир,ಕಾರಣ
245,Wahrheit::N,тöр,ಸತ್ಯ
246,Gespräch::N,хытырымаш,ಸಂಭಾಷಣೆ
247,Märchen::N,ямак,ಸುಳ್ಳು ಕಥೆ
248,Erzählung::N,шайыштмаш,ಕಥೆ
249,Nachricht::N,увертӓрӹмӓш,ಸಂದೇಶ
250,Neuigkeit::N,увер,ಸುದ್ದಿ
251,Name::N,лӹм,ಹೆಸರು
252,Rätsel::N,тышты,ಒಗಟು
253,Rede::N,шая,ಮಾತು
254,Rede::N,шамак,ಮಾತು
255,Sprache::N,йӹлмӹ,ಭಾಷೆ
256,Stimme::N,юк,ಧ್ವನಿ
257,Wort::N,шамак,ಮಾತು
258,Zeichen::N,палӹ,ಗುರುತು
259,Ruf::N,сӹгӹрӹмӓш,ಕೂಗು
260,Lärm::N,юкланымащ,ಸದ್ದು
261,Laut::N,юк,ಶಬ್ದ
262,Ton::N,юк,ನಾದ
263,Lied::N,мыры,ಗಾನ
264,Ruhe::N,тыр,ಶಾಂತಿ
265,Leute::N,эдемвлӓ,ಮಂದಿ
266,Volk::N,халык,ಜನಾಂಗ
267,Arbeit::N,пӓшӓ,ಕೆಲಸ
268,Gast::N,хына,ಅತಿಥಿ
269,Geschenk::N,подарка,ಕಾಣಿಕೆ
270,Spiel::N,мадыш,ಆಟ
271,Gesellschaft::N,йӓл,ಸಂಗ
272,Gesellschaft::N,йӓлвлӓ,ಸಂಗ
273,Hilfe::N,палшык,ಸಹಾಯ
274,Freund::N,тӓнг,ಸ್ನೇಹಿತ
275,Kamerad::N,тос,ಜೊತೆಗಾರ
276,Angelegenheit::N,дела,ವಿಚಾರ
277,Angelegenheit::N,йела,ವಿಚಾರ
278,Angelegenheit::N,йыла,ವಿಚಾರ
279,Angelegenheit::N,пӓшӓ,ವಿಚಾರ
280,Anzahl::N,шот,ಎಣಿಕೆ
281,Art::N,цӹре,ತರ
282,Stück::N,лаштык,ತುಂಡು
283,Teil::N,пай,ಭಾಗ
284,Teil::N,часть,ಭಾಗ
285,Hälfte::N,пел,ಅರ್ಧ
286,Kreis::N,тӹртӹш,ವೃತ್ತ
287,Kreuz::N,крестӹ,ಶಿಲುಬೆ
288,Abstand::N,ло,ಅಂತರ
289,Entfernung::N,ло,ದೂರ
290,Gegend::N,вӓр,ವಿಸ್ತೀರ್ಣ
291,Platz::N,вӓр,ಅಂತರ
292,Ort::N,вӓр,ಸ್ಥಳ
293,Seite::N,öрдӹж,ಪಕ್ಷ
294,Mitte::N,ло,ನಡು
295,Gegenstand::N,хӓдӹр,ವಸ್ತು
296,Sache::N,хӓдӹр,ವಸ್ತು
297,Rand::N,шöр,ಅಂಚು
298,Kante::N,шöр,ಅಂಚು
299,Ecke::N,лык,ಮೂಲೆ
300,Spitze::N,вуй,ತುದಿ
301,Ende::N,вуй,ಕೊನೆ
302,Ende::N,мычаш,ಕೊನೆ
303,Loch::N,ыраж,ತೂತು
304,Winkel::N,лык,ಕೋನ
305,Muster::N,тӹрлец,ನಮೂನೆ
306,Größe::N,кӱкшӹц,ಪ್ರಮಾಣ
307,Länge::N,кыт,ಉದ್ದ
308,Höhe::N,кӱкшӹц,ಎತ್ತರ
309,Gewicht::N,нелӹц,ತೂಕ
310,Menge::N,шот,ಮೊತ್ತ
311,Haufen::N,ара,ರಾಶಿ
312,Reihe::N,ряд,ಸಾಲು
313,Boot::N,пыш,ದೋಣಿ
314,Ruder::N,вешлӓ,ಹುಟ್ಟು
315,Schlitten::N,тир,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
316,Ski::N,ечӹ,ಜಾರುಪಟ್ಟಿ
317,Lagerfeuer::N,тыл,ಶಿಬಿರಾಗ್ನಿ
318,Last::N,нелӹц,ಹೊರೆ
319,Gang::N,ход,ತಿರುಗಾಟ
320,Schritt::N,ашкыл,ಹೆಜ್ಜೆ
321,Norden::N,йыдпелвел,ಉತ್ತರ
322,Süden::N,кечӹвӓлвел,ದಕ್ಷಿಣ
323,Westen::N,кечӹ шӹцмӹ,ಪಶ್ಚಿಮ
324,Osten::N,ирвел,ಮೂಡಲು
325,Osten::N,кечӹ лӱлтмӹ,ಮೂಡಲು
326,Holz::N,пушӓнгӹ,ಚೌಬೀನೆ
327,Brett::N,ханга,ಹಲಗೆ
328,Platte::N,плитӓ,ಹಲಗೆ
329,Stütze::N,цӓрӓк,ಆಸರೆ
330,Stange::N,равы,ಕಂಬ
331,Stange::N,намаш,ಕಂಬ
332,Stock::N,панды,ಕೋಲು
333,Stab::N,равы,ದೊಣ್ಣೆ
334,Rohr::N,пыч,ನಳಿಕೆ
335,Haus::N,пöрт,ಮನೆ
336,Heim::N,пöрт,ಗೃಹ
337,Ofen::N,камака,ಒಲೆ
338,Fußboden::N,седӹрӓ,ನೆಲ
339,Tisch::N,стöл,ಮೇಜು
340,Stuhl::N,пöкен,ಕುರ್ಚಿ
341,Wiege::N,шипкӓ,ತೊಟ್ಟಿಲು
342,Bett::N,койка,ಹಾಸಿಗೆ
343,Bett::N,кравать,ಹಾಸಿಗೆ
344,Regal::N,полицӓ,ಬೀರು
345,Kiste::N,шӱ́ндӹк,ಪಟ್ಟಿಗೆ
346,Fenster::N,окня,ಕಿಟಕಿ
347,Tür::N,амаса,ಬಾಗಿಲು
348,Tor::N,хапка,ಹೆಬ್ಬಾಗಿಲು
349,Zaun::N,забор,ಬೇಲಿ
350,Dach::N,левӓш,ಮಾಳಿಗೆ
351,Leiter::N,ташкалтыш,ಏಣಿ
352,Besen::N,сало,ಪೊರಕೆ
353,Besen::N,салко,ಪೊರಕೆ
354,Spaten::N,кольмы,ಗುದ್ದಲಿ
355,Schaufel::N,лоток,ಸನಿಕೆ
356,Gabel::N,ви́лка,ಕವಲು
357,Löffel::N,савала,ಚಮಚ
358,Messer::N,кӹзӹ,ಚಾಕು
359,Nagel::N,пыда,ಆಣಿ
360,Netz::N,вӓпш,ಬಲೆ
361,Haken::N,крӱк,ಕೊಂಡಿ
362,Haken::N,кагак,ಕೊಂಡಿ
363,Griff::N,кычем,ಹಿಡಿ
364,Schloss::N,замок,ವೀಗ
365,Schloss::N,сыравач,ವೀಗ
366,Bild::N,картин,ಚಿತ್ರ
367,Figur::N,кӓн,ಆಕಾರ
368,Puppe::N,поханя,ಗೊಂಬೆ
369,Beutel::N,мешӓк,ಸಂಚಿ
370,Bündel::N,топ,ಕಟ್ಟು
371,Bündel::N,пидӹш,ಕಟ್ಟು
372,Bündel::N,кӹлдӹш,ಕಟ್ಟು
373,Tasche::N,сумкы,ಚೀಲ
374,Eimer::N,ведӹрӓ,ಬಾನೆ
375,Deckel::N,комдыш,ಮುಚ್ಚಳ
376,Geschirr::N,ӓтӹ,ಭಕ್ಷ್ಯಗಳು
377,Sack::N,мешӓк,ಮೂಟೆ
378,Tasse::N,цӓшкӓ,ಬಟ್ಟಲು
379,Topf::N,ми́ска,ಮಡಕೆ
380,Kessel::N,пад,ಕೆಟಲ್
381,Essen::N,качкыш,ಊಟ
382,Essen::N,качкыш-йӱш,ಊಟ
383,Nahrung::N,качкыш,ಆಹಾರ
384,Nahrung::N,качкыш-йӱш,ಆಹಾರ
385,Speise::N,няня,ಊಟ
386,Fleisch::N,пай,ಮಾಂಸ
387,Getreide::N,киндӹ,ಧಾನ್ಯ
388,Brei::N,шӹрӓш,ಗಂಜಿ
389,Brot::N,сыкыр,ರೊಟ್ಟಿ
390,Scheibe::N,ламыт,ಹೋಳು
391,Scheibe::N,лаштык,ಹೋಳು
392,Fett::N,кая,ಕೊಬ್ಬು
393,Butter::N,ӱ,ಬೆಣ್ಣೆ
394,Öl::N,ӱ,ಎಣ್ಣೆ
395,Salz::N,санзал,ಉಪ್ಪು
396,Suppe::N,лем,ಎಸರು
397,Honig::N,мӱ,ಮಧು
398,Milch::N,шӹшер,ಹಾಲು
399,Tee::N,чӓй,ಚಹ
400,Leder::N,шарга,ಚಕ್ಕಳ
401,Leder::N,кавашты,ಚಕ್ಕಳ
402,Wolle::N,миж,ಉಣ್ಣೆ
403,Stoff::N,матер,ಬಟ್ಟೆ
404,Stoff::N,матери,ಬಟ್ಟೆ
405,Nadel::N,им,ಸೂಜಿ
406,Faden::N,шӹртӹ,ದಾರ
407,Knopf::N,полдыш,ಗುಂಡು
408,Knoten::N,пӱкшем,ಗಂಟು
409,Farbe::N,чиӓ,ಬಣ್ಣ
410,Farbe::N,крӓскӓ,ಬಣ್ಣ
411,Kleidung::N,выргем,ಅರಿವೆ
412,Hemd::N,тыгыр,ಅಂಗಿ
413,Kragen::N,шӱ,ಕುತ್ತಿಗೆಪಟ್ಟಿ
414,Ärmel::N,шокш,ತೋಳು
415,Hose::N,ялаш,ಇಜಾರ
416,Gürtel::N,ӹштӹ,ಬೆಲ್ಟು
417,Mütze::N,упш,ಟೋಪಿ
418,Schuh::N,ту́фльы,ಪಾದರಕ್ಷೆ
419,Stiefel::N,кем,ಬೂಟು
420,Ring::N,шӓргӓш,ಉಂಗುರ
421,Band::N,лемтӓ,ರಿಬ್ಬನ್
422,Kamm::N,шерге,ಹಣಿಗೆ
423,Spiegel::N,тӹгӹр,ಕನ್ನಡಿ
424,Riemen::N,прӓжӓ,ಬಾರು
425,Schnur::N,кӓндӹра,ಹುರಿ
426,Leine::N,керем,ಹಗ್ಗ
427,Decke::N,одеял,ಕಂಬಳಿ
428,Kissen::N,кӹпцӹк,ದಿಂಬು
429,Tuch::N,савыц,ಕೊರಳ ಬಟ್ಟೆ
430,Handtuch::N,шӹргӹсавыц,ಚೌಕ
431,Handtuch::N,шӹргӹмсавыц,ಚೌಕ
432,Kraft::N,ви,ಬಲ
433,Stärke::N,ви,ಶಕ್ತಿ
434,Gesundheit::N,шу,ಆರೋಗ್ಯ
435,Gesundheit::N,шулык,ಆರೋಗ್ಯ
436,Krankheit::N,мыж,ರೋಗ
437,Schmerz::N,карштыш,ನೋವು
438,Wunde::N,шушыр,ಗಾಯ
439,Fieber::N,ӱштӹмыж,ಜ್ವರ
440,Arznei::N,лекӓрцӹ,ಔಷಧ
441,Brücke::N,кӹвер,ಸೇತುವೆ
442,Brunnen::N,вӹдсӹнзӓ,ಬಾವಿ
443,Weide::N,ныр,ಗೋಮಾಳ
444,Pfad::N,ялгорны,ದಾರಿ
445,Weg::N,корны,ಹಾದಿ
446,Straße::N,корны,ರಸ್ತೆ
447,Dorf::N,сола,ಹಳ್ಳಿ
448,Stadt::N,города,ಪಟ್ಟಣ
449,Brief::N,сирмӓш,ಕಾಗದ
450,Buch::N,книгӓ,ಪುಸ್ತಕ
451,Buchstabe::N,буква́,ಅಕ್ಷರ
452,Zeitung::N,газет,ವಾರ್ತಾಪತ್ರಿಕೆ
453,Zeitung::N,кайзет,ವಾರ್ತಾಪತ್ರಿಕೆ
454,Leben::N,житя,ಜೀವನ
455,Tod::N,смöрт,ಮರಣ
456,Grab::N,шӹгер,ಗೋರಿ
457,Grab::N,мыгилӓ,ಗೋರಿ
458,Grab::N,шӹгерлӓ,ಗೋರಿ
459,Kirche::N,церкӹ,ಚರ್ಚು
460,Sünde::N,сулык,ಪಾಪ
461,Gott::N,йымы,ದೇವರು
462,Arbeiter::N,пӓшӓзӹ,ಕೆಲಸಗಾರ
463,Chef::N,вуй,ದಣಿ
464,Meister::N,мастар,ಶಿಕ್ಷಕ
465,Arzt::N,доктор,ವೈದ್ಯ
466,Lehrer::N,тымдышы,ಉಪಾಧ್ಯಾಯ
467,Geld::N,окса,ಹಣ
468,Geschäft::N,торге́йӹмӓш,ವಾಣಿಜ್ಯ
469,Laden::N,лапка,ಅಂಗಡಿ
470,Laden::N,магазин,ಅಂಗಡಿ
471,Preis::N,ӓк,ಬೆಲೆ
472,Ware::N,товар,ಸರಕು
473,Nutzen::N,пайда,ಲಾಭ
474,Reichtum::N,перке,ಸಂಪತ್ತು
475,Welt::N,сӓндӓлӹк,ಭೂಲೋಕ
476,Welt::N,свет,ಭೂಲೋಕ
477,Land::N,сӓндӓлӹк,ದೇಶ
478,Staat::N,кугижӓншӹ,ರಾಜ್ಯ
479,König::N,король,ರಾಜ
480,Macht::N,власть,ಅಧಿಕಾರ
481,Grenze::N,пӹсмӓн,ಗಡಿ
482,Krieg::N,вырсы,ಯುದ್ಧ
483,Feind::N,тышман,ಶತ್ರು
484,Gewalt::N,ви,ಹಿಂಸೆ
485,Kampf::N,кредӓлмӓш,ಹೋರಾಟ
486,Bogen[Waffe]::N,янгеж,ಬಿಲ್ಲು
487,Pfeil::N,пикш,ಅಂಬು
488,Gewehr::N,пичӓл,ಬಂದೂಕು
489,Fehler::N,самынь,ತಪ್ಪು
490,Lüge::N,шая,ಸುಳ್ಳು
491,Schaden::N,вре́дӓ,ಹಾನಿ
492,Unglück::N,пёда,ಅಪಾಯ
493,Unglück::N,тымаша,ಅಪಾಯ
494,Schuld::N,вуйнамат,ದೋಷ
495,Alter::N,иӓш,ಮುಪ್ಪು
496,Alter::N,игечӹ,ಮುಪ್ಪು
497,Schluss::N,пӹтӓртӹш,ಮುಕ್ತಾಯ
498,Zeit::N,веремӓ,ಕಾಲ
499,Tag::N,кечӹ,ದಿನ
500,Morgen::N,ир,ಮುಂಜಾನೆ
501,Morgen::N,ирок,ಮುಂಜಾನೆ
502,Mittag::N,кечӹвӓл,ನಡುಹಗಲು
503,Abend::N,вады,ಸಂಜೆ
504,Nacht::N,йыд,ರಾತ್ರಿ
505,Woche::N,ӓрня,ವಾರ
506,Monat::N,тӹ́лзӹ,ತಿಂಗಳು
507,Jahr::N,год,ಸಂವತ್ಸರ
508,Frühling::N,шошым,ವಸಂತ
509,Sommer::N,кӓнгӹж,ಬಿಸಿಲುಕಾಲ
510,Herbst::N,шӹжӹ,ಶರತ್ಕಾಲ
511,Winter::N,тел,ಚಳಿಗಾಲ
512,Winter::N,телӹ,ಚಳಿಗಾಲ
513,Januar::N,январ,ನಾಲ್ಚಳಿ
514,Januar::N,январь,ನಾಲ್ಚಳಿ
515,Februar::N,февраль,ಅಯ್ಚಳಿ
516,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
517,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
518,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
519,Juni::N,июнь,ಮೊಮ್ಮಳೆ
520,Juli::N,июль,ಇಮ್ಮಳೆ
521,August::N,август,ಮುಮ್ಮಳೆ
522,September::N,сентябрь,ನಾಲ್ಮಳೆ
523,Oktober::N,октябрь,ಮೊಚ್ಚಳಿ
524,November::N,ноябрь,ಇಚ್ಚಳಿ
525,Dezember::N,декавыр,ಮುಚ್ಚಳಿ
526,Montag::N,шачмы,ಸೋಮುವಾರ
527,Dienstag::N,кышкыжмы,ಮಂಗಳವಾರ
528,Mittwoch::N,вӹрчегӹ,ಬುಧವಾರ
529,Donnerstag::N,изӓрня,ಗುರುವಾರ
530,Freitag::N,когарня,ಶುಕ್ರವಾರ
531,Samstag::N,кукшыгечӹ,ಶನಿವಾರ
532,Sonntag::N,рушӓрня,ಭಾನುವಾರ
533,groß::A,кого,ದೊಡ್ಡ
534,klein::A,изи,ಪುಟ್ಟ
535,lang::A,кужы,ದೀರ್ಘ
