,Concept_ID,hu,br
137,Horn::N,szarv,korn
138,Feder::N,toll,pluñv
139,Fell::N,szőr,kreoñ
140,Fell::N,bunda,kreoñ
141,Flügel::N,szárny,askell
142,Klaue::N,köröm,skilf
143,Kralle::N,karom,skilf
144,Schwanz::N,farok,lost
145,Ei::N,tojás,vi
146,Nest::N,fészek,neizh
147,Bau::N,odú,douarenn
148,Tier::N,állat,loen
149,Herde::N,nyáj,tropell
150,Herde::N,csorda,tropell
151,Kuh::N,tehén,buoc'h
152,Bulle::N,bika,tarv
153,Pferd::N,ló,marc'h
154,Schaf::N,juh,dañvad
155,Schaf::N,birka,dañvad
156,Schwein::N,sertés,pemoc'h
157,Hund::N,eb,ki
158,Hund::N,kutya,ki
159,Katze::N,macska,kazh
160,Bär::N,medve,arzh
161,Eichhörnchen::N,mókus,gwiñver
162,Elch::N,jávorszarvas,karv-dour
163,Fuchs::N,róka,louarn
164,Hase::N,nyúl,gad
165,Maus::N,egér,logodenn
166,Wolf::N,farkas,bleiz
167,Vogel::N,madár,labous
168,Schwarm::N,raj,nijad
169,Huhn::N,tyúk,yar
170,Hahn::N,kakas,kilhog
171,Gans::N,lúd,gwazenn
172,Gans::N,liba,gwazenn
173,Adler::N,sas,erer
174,Ente::N,kacsa,houad
175,Eule::N,bagoly,toud
176,Kranich::N,daru,garan
177,Krähe::N,varjú,bran
178,Kuckuck::N,kakukk,koukoug
179,Schwan::N,hattyú,alarc'h
180,Fisch::N,hal,pesk
181,Barsch::N,sügér,brell
182,Hecht::N,csuka,beked
183,Schlange[Tier]::N,kígyó,naer
184,Wurm::N,kukac,preñv
185,Spinne::N,pók,kevnidenn
186,Ameise::N,hangya,merion
187,Laus::N,tetű,laouenn
188,Mücke::N,szúnyog,moustik
189,Fliege::N,légy,kelienenn
190,Schmetterling::N,lepke,balafenn
191,Schmetterling::N,pillangó,balafenn
192,Beere::N,bogyó,hog
193,Apfel::N,alma,aval
194,Pilz::N,gomba,kabell-touseg
195,Zwiebel::N,hagyma,ognonenn
196,Saat::N,vetőmag,had
197,Korn::N,mag,ed
198,Korn::N,szem,ed
199,Heu::N,széna,foenn
200,Schale::N,héj,peliadur
201,Grube::N,verem,
202,Falle::N,csapda,pech
203,Schlinge::N,tőr,krouglas
204,Spur::N,nyom,
205,Asche::N,hamu,ludu
206,Dreck::N,sár,fank
207,Dreck::N,piszok,fank
208,Eisen::N,vas,houarn
209,Gold::N,arany,aour
210,Silber::N,ezüst,arc'hant
211,Kohle::N,szén,glaou
212,Glas::N,üveg,gwer
213,Lehm::N,agyag,
214,Lehm::N,vályog,
215,Sand::N,homok,traezh
216,Mensch::N,ember,den
217,Mann::N,úr,den
218,Mann::N,férfi,den
219,Frau::N,nő,maouez
220,Frau::N,asszony,maouez
221,Kind::N,gyerek,bugel
222,Kind::N,gyermek,bugel
223,Junge::N,fiú,paotr
224,Mädchen::N,lány,plac'h
225,Familie::N,család,familh
226,Großvater::N,nagyapa,tad-kozh
227,Großmutter::N,nagyanya,mamm-gozh
228,Eltern::N,szülők,kerent
229,Vater::N,apa,tad
230,Vater::N,atya,tad
231,Mutter::N,anya,mamm
232,Sohn::N,fiú,mab
233,Tochter::N,lány,merc'h
234,Bruder::N,fivér,breur
235,Bruder::N,testvér,breur
236,Schwester::N,nővér,c'hoar
237,Schwester::N,lánytestvér,c'hoar
238,Onkel::N,nagybácsi,eontr
239,Tante::N,nagynéni,moereb
240,Ehemann::N,férj,gwaz
241,Ehefrau::N,feleség,gwreg
242,Freude::N,öröm,levenez
243,Gelächter::N,nevetés,c'hoarzherezh
244,Gelächter::N,hahotázás,c'hoarzherezh
245,Glück::N,boldogság,chañs
246,Kummer::N,bánat,doan
247,Wunsch::N,óhaj,c'hoant
248,Lust::N,kedv,c'hoant
249,Geist::N,elme,spered
250,Geist::N,szellem,spered
251,Gedanke::N,gondolat,soñj
252,Gedächtnis::N,emlékezet,eñvor
253,Verstand::N,ész,skiant
254,Verstand::N,értelem,skiant
255,Sinn::N,értelem,ster
256,Grund::N,ok,kaoz
257,Grund::N,alap,kaoz
258,Wahrheit::N,igaz,gwirionez
259,Wahrheit::N,igazság,gwirionez
260,Gespräch::N,beszélgetés,kaozeadenn
261,Märchen::N,mese,kaoz korriganez
262,Erzählung::N,elbeszélés,kontadenn
263,Nachricht::N,hír,keloù
264,Nachricht::N,híradás,keloù
265,Neuigkeit::N,újság,kelaouenn
266,Name::N,név,anv
267,Rätsel::N,rejtvény,divinatez
268,Rede::N,beszéd,diskour
269,Rede::N,szónoklat,diskour
270,Sprache::N,nyelv,yezh
271,Stimme::N,hang,mouezh
272,Wort::N,szó,ger
273,Zeichen::N,jel,sin
274,Ruf::N,kiáltás,galv
275,Lärm::N,zaj,trouz
276,Laut::N,hang,
277,Ton::N,hang,ton
278,Lied::N,dal,kanaouenn
279,Lied::N,ének,kanaouenn
280,Ruhe::N,csend,sioulded
281,Ruhe::N,nyugalom,sioulded
282,Leute::N,emberek,tud
283,Volk::N,nép,pobl
284,Arbeit::N,dolog,labour
285,Gast::N,vendég,kouviad
286,Geschenk::N,ajándék,prof
287,Spiel::N,játék,c'hoari
288,Gesellschaft::N,társaság,kompagnunezh
289,Gesellschaft::N,társaság,kavandad
290,Hilfe::N,segítség,sikour
291,Freund::N,barát,mignon
292,Kamerad::N,társ,kamarad
293,Angelegenheit::N,ügy,afer
294,Anzahl::N,szám,niver
295,Art::N,faj,sort
296,Art::N,fajta,sort
297,Stück::N,darab,tamm
298,Teil::N,rész,pezh
299,Hälfte::N,fél,hanterenn
300,Kreis::N,kör,kelc'h
301,Kreuz::N,kereszt,kroaz
302,Linie::N,vonal,linenn
303,Strich::N,vonás,tenn
304,Abstand::N,köz,distok
305,Entfernung::N,távolság,keid
306,Entfernung::N,távolság,kehid
307,Gegend::N,táj,korn-bro
308,Gegend::N,vidék,korn-bro
309,Platz::N,hely,plasenn
310,Ort::N,hely,lec'h
311,Seite::N,fél,tu
312,Seite::N,oldal,tu
313,Mitte::N,közép,kreiz
314,Gegenstand::N,tárgy,tra
315,Sache::N,dolog,tra
316,Rand::N,szél,kantenn
317,Rand::N,perem,kantenn
318,Rand::N,szegély,kantenn
319,Kante::N,él,kantenn
320,Ecke::N,sarok,korn
321,Ecke::N,szöglet,korn
322,Spitze::N,csúcs,begell
323,Ende::N,vég,dibenn
324,Loch::N,lyuk,toull
325,Winkel::N,szög,
326,Muster::N,minta,tresadenn
327,Größe::N,nagyság,ment
328,Länge::N,hossz,hirder
329,Länge::N,hosszúság,hirder
330,Höhe::N,magasság,uhelder
331,Gewicht::N,súly,pouez
332,Menge::N,sokaság,bern
333,Menge::N,mennyiség,bern
334,Haufen::N,halom,bern
335,Reihe::N,sor,steud
336,Boot::N,csónak,bag
337,Ruder::N,evező,roeñv
338,Schlitten::N,szánkó,trainell
339,Ski::N,sí,ski
340,Lagerfeuer::N,tábortűz,
341,Last::N,teher,karg
342,Gang::N,járás,kerzh
343,Schritt::N,lépés,paz
344,Norden::N,észak,norzh
345,Norden::N,észak,hanternoz
346,Süden::N,dél,su
347,Süden::N,dél,kreisteiz
348,Westen::N,nyugat,kuzh-heol
349,Osten::N,kelet,reter
350,Osten::N,kelet,sav-heol
351,Holz::N,fa,koad
352,Brett::N,deszka,plankenn
353,Platte::N,lap,plakenn
354,Platte::N,lemez,plakenn
355,Stütze::N,támasz,harp
356,Stütze::N,támaszték,harp
357,Stange::N,rúd,sparl
358,Stange::N,pózna,sparl
359,Stock::N,pálca,bazh
360,Stab::N,bot,bazh
361,Rohr::N,cső,tub
362,Rohr::N,cső,korz
363,Haus::N,ház,ti
364,Heim::N,otthon,kêr
365,Ofen::N,kályha,forn
366,Fußboden::N,padló,plañchod
367,Tisch::N,asztal,taol
368,Stuhl::N,szék,kador
369,Wiege::N,bölcső,kavell
370,Bett::N,ágy,gwele
371,Regal::N,polc,estajerenn
372,Regal::N,állvány,estajerenn
373,Kiste::N,láda,kased
374,Fenster::N,ablak,prenestr
375,Tür::N,ajtó,dor
376,Tor::N,kapu,portal
377,Zaun::N,kerítés,sklotur
378,Dach::N,tető,toenn
379,Leiter::N,létra,skeul
380,Besen::N,seprű,skubell
381,Spaten::N,ásó,pal
382,Schaufel::N,lapát,pal
383,Gabel::N,villa,fourchetez
384,Löffel::N,kanál,loa
385,Messer::N,kés,kontell
386,Nagel::N,szeg,tach
387,Netz::N,háló,roued
388,Haken::N,kampó,krog
389,Griff::N,nyél,kemer
390,Griff::N,fogantyú,kemer
391,Schloss::N,zár,potenn
392,Bild::N,kép,skeudenn
393,Figur::N,alak,skeud
394,Figur::N,alak,figur
395,Puppe::N,bábu,merc'hodenn
396,Beutel::N,zacskó,sac'h
397,Bündel::N,köteg,feskenn
398,Tasche::N,táska,sac'h
399,Eimer::N,vödör,sailh
400,Deckel::N,fedő,pallenn
401,Deckel::N,fedél,pallenn
402,Geschirr::N,edény,listriaj
403,Sack::N,zsák,sac'h
404,Tasse::N,csésze,tas
405,Topf::N,fazék,pod
406,Kessel::N,üst,chaodouron
407,Kessel::N,bogrács,chaodouron
408,Essen::N,evés,pred
409,Essen::N,étkezés,pred
410,Nahrung::N,ennivaló,boued
411,Speise::N,étel,meuz
412,Fleisch::N,hús,kig
413,Getreide::N,gabona,ed
414,Brei::N,pép,yod
415,Brei::N,kása,yod
416,Brot::N,kenyér,bara
417,Scheibe::N,szelet,tailhenn
418,Fett::N,háj,lard
419,Fett::N,zsír,lard
420,Butter::N,vaj,amann
421,Öl::N,olaj,eoul
422,Salz::N,só,holen
423,Suppe::N,leves,soubenn
424,Honig::N,méz,mel
425,Milch::N,tej,laezh
426,Tee::N,tea,te
427,Leder::N,bőr,lêr
428,Wolle::N,gyapjú,gloan
429,Stoff::N,szövet,danvez
430,Nadel::N,tű,nadoz
431,Faden::N,fonál,neudenn
432,Knopf::N,gomb,bouton
433,Knoten::N,csomó,skoulm
434,Farbe::N,szín,liv
435,Farbe::N,festék,liv
436,Kleidung::N,ruha,dilhad
437,Kleidung::N,ruházat,dilhad
438,Hemd::N,ing,roc'hed
439,Kragen::N,gallér,gouzoug
440,Ärmel::N,ujj,milgin
441,Hose::N,gatya,bragoù
442,Hose::N,nadrág,bragoù
443,Gürtel::N,öv,gouriz
444,Mütze::N,sapka,boned
445,Schuh::N,cipő,botez
446,Stiefel::N,csizma,botez
447,Ring::N,gyűrű,gwalenn
448,Band::N,szalag,bagad
449,Kamm::N,fésű,krib
450,Spiegel::N,tükör,melezour
451,Riemen::N,szíj,lerenn
452,Schnur::N,zsinór,kordenn
453,Leine::N,póráz,roll
454,Decke::N,takaró,golo
455,Kissen::N,párna,goubenner
456,Tuch::N,kendő,mezher
457,Handtuch::N,törülköző,toailhon
458,Kraft::N,erő,nerzh
459,Stärke::N,erő,nerzhder
460,Stärke::N,erősség,nerzhder
461,Gesundheit::N,egészség,yec'hed
462,Krankheit::N,kór,klañved
463,Krankheit::N,betegség,klañved
464,Schmerz::N,fájdalom,poan
465,Schmerz::N,fájdalom,droug
466,Wunde::N,seb,gloazadenn
467,Fieber::N,láz,terzhienn
468,Arznei::N,orvosság,louzoù
469,Arznei::N,gyógyszer,louzoù
470,Brücke::N,híd,pont
471,Brunnen::N,kút,puñs
472,Weide::N,legelő,prad
473,Pfad::N,ösvény,gwenodenn
474,Weg::N,út,hent
475,Straße::N,út,ru
476,Straße::N,út,hent
477,Dorf::N,falu,kêr
478,Dorf::N,falu,kêriadenn
479,Stadt::N,város,kêr
480,Brief::N,levél,lizher
481,Buch::N,könyv,levr
482,Buchstabe::N,betű,lizherenn
483,Zeitung::N,újság,kazetenn
484,Zeitung::N,hírlap,kazetenn
485,Leben::N,élet,buhez
486,Tod::N,halál,marv
487,Grab::N,sír,bez
488,Kirche::N,templom,iliz
489,Sünde::N,bűn,pec'hed
490,Sünde::N,vétek,pec'hed
491,Gott::N,isten,doue
492,Arbeiter::N,munkás,labourer
493,Arbeiter::N,munkás,micherour
494,Chef::N,főnök,penn
495,Meister::N,mester,mestr
496,Arzt::N,orvos,mezeg
497,Arzt::N,orvos,medisin
498,Lehrer::N,tanár,skolaer
499,Lehrer::N,tanár,kelenner
500,Lehrer::N,tanító,skolaer
501,Lehrer::N,tanító,kelenner
502,Geld::N,pénz,arc'hant
503,Geschäft::N,üzlet,stal
504,Laden::N,bolt,stal
505,Preis::N,ár,priz
506,Ware::N,áru,marc'hadourezh
507,Nutzen::N,haszon,gounidegezh
508,Nutzen::N,haszon,lañs
509,Nutzen::N,haszon,profit
510,Nutzen::N,haszon,spleit
511,Reichtum::N,gazdagság,pinvidigezh
512,Welt::N,világ,douar
513,Land::N,ország,bro
514,Staat::N,állam,stad
515,König::N,király,roue
516,Macht::N,hatalom,galloud
517,Grenze::N,határ,harzoù
518,Krieg::N,háború,brezel
519,Feind::N,ellenség,eneber
520,Gewalt::N,erőszak,tâerder
521,Kampf::N,harc,kann
522,Bogen[Waffe]::N,íj,gwareg
523,Pfeil::N,nyíl,saezh
524,Gewehr::N,puska,fuzuilh
525,Gewehr::N,fegyver,fuzuilh
526,Fehler::N,hiba,fazi
527,Lüge::N,hazugság,gaou
528,Schaden::N,kár,gwall
529,Unglück::N,csapás,gwalleur
530,Unglück::N,balszerencse,gwalleur
531,Schuld::N,bűn,kablusted
532,Schuld::N,bűn,pec'hedigezh
533,Alter::N,kor,oad
534,Schluss::N,vég,diwezh
535,Schluss::N,befejezés,diwezh
536,Zeit::N,idő,amzer
537,Tag::N,nap,deizh
538,Morgen::N,reggel,beure
539,Morgen::N,reggel,mintin
540,Mittag::N,dél,kreisteiz
541,Abend::N,este,abardaez
542,Nacht::N,éj,noz
543,Nacht::N,éjszaka,noz
544,Woche::N,hét,sizhun
545,Monat::N,hó,miz
546,Monat::N,hónap,miz
547,Jahr::N,év,bloaz
548,Frühling::N,tavasz,nevezamzer
549,Sommer::N,nyár,hañv
550,Herbst::N,ősz,diskaramzer
551,Winter::N,tél,goañv
552,Januar::N,január,Genver
553,Februar::N,február,C'hwevrer
554,März::N,március,Meurzh
555,April::N,április,Ebrel
556,Mai::N,május,Mae
557,Juni::N,június,Mezheven
558,Juli::N,július,Gouhere
559,August::N,augusztus,Eost
560,September::N,szeptember,Gwengolo
561,Oktober::N,október,Here
562,November::N,november,Du
563,Dezember::N,december,Kerzu
564,Montag::N,hétfő,Lun
565,Dienstag::N,kedd,Meurzh
566,Mittwoch::N,szerda,Merc'her
567,Donnerstag::N,csütörtök,Yaou
568,Freitag::N,péntek,Gwener
569,Samstag::N,szombat,Sadorn
570,Sonntag::N,vasárnap,Sul
571,groß::A,nagy,bras
572,klein::A,pici,bihan
573,klein::A,kicsi,bihan
574,lang::A,hosszú,hir
575,kurz::A,rövid,berr
576,breit::A,széles,ledan
577,schmal::A,keskeny,strizh
578,dicht::A,sűrű,stank
579,dick[Gegenstand]::A,vastag,tev
580,dünn::A,vékony,moan
581,fein::A,vékony,munut
582,fest::A,szilárd,start
583,flach::A,sík,plaen
584,flach::A,lapos,plaen
585,glatt::A,sima,lintr
586,glatt::A,sima,levn
587,hart::A,kemény,kalet
588,weich::A,puha,blot
589,rund::A,kerek,ront
590,spitz::A,hegyes,poentet
591,scharf::A,éles,dremm
592,stumpf::A,tompa,talsoc'h
593,stumpf::A,életlen,talsoc'h
594,schwer::A,nehéz,pounner
595,schwer::A,súlyos,pounner
596,schön::A,szép,kaer
597,heiß::A,forró,tomm
598,warm::A,meleg,tomm
599,kalt::A,hideg,yen
600,kühl::A,hűs,yen
601,kühl::A,hűvös,yen
602,frisch::A,üde,fresk
603,frisch::A,friss,fresk
604,feucht::A,nedves,gleb
605,nass::A,vizes,gleb
606,trocken::A,száraz,sec'h
607,voll::A,telt,leun
608,leer::A,üres,goullo
609,offen::A,nyílt,digor
610,offen::A,nyitott,digor
611,geschlossen::A,zárt,serr
612,geschlossen::A,csukott,serr
613,sauber::A,tiszta,naet
614,schmutzig::A,piszkos,lous
615,schmutzig::A,szennyes,lous
616,roh::A,nyers,kriz
617,reif::A,érett,darev
618,lecker::A,finom,lipous
619,lecker::A,finom,saourus
620,süß::A,édes,dous
621,bitter::A,keserű,c'hwerv
622,sauer::A,savanyú,trenk
623,hell::A,világos,sklaer
624,dunkel::A,sötét,teñval
625,schwarz::A,fekete,du
626,weiß::A,fehér,gwenn
627,rot::A,vörös,ruz
628,gelb::A,sárga,melen
629,blau::A,kék,glas
630,grün::A,zöld,gwer
631,grau::A,ősz,louet
632,grau::A,szürke,louet
633,bunt::A,tarka,liesliv
634,bunt::A,színes,liesliv
635,billig::A,olcsó,marc'had-mat
636,teuer::A,drága,ker
637,wertvoll::A,értékes,prizius
638,blind::A,vak,dall
639,taub::A,süket,bouzar
640,kräftig::A,erős,start
641,stark::A,erős,kreñv
642,schwach::A,gyenge,gwan
643,schwach::A,erőtlen,gwan
644,fett::A,hájas,lard
645,schlank::A,karcsú,sinkl
646,hübsch::A,csinos,koant
647,böse::A,rossz,gwall
648,böse::A,gonosz,gwall
649,dumm::A,buta,glep
650,dumm::A,ostoba,glep
651,faul::A,lusta,lezirek
652,fleißig::A,szorgalmas,studius
653,geizig::A,fukar,tost
654,geizig::A,fösvény,tost
655,klug::A,okos,speredek
656,klug::A,eszes,speredek
657,geschickt::A,ügyes,dornet
658,lieb::A,drága,koant
659,lieb::A,kedves,koant
660,lustig::A,víg,laouen
661,lustig::A,vidám,laouen
662,sanft::A,enyhe,flour
663,hungrig::A,éhes,marnaon
664,krank::A,beteg,klañv
665,nackt::A,csupasz,noazh
666,nackt::A,meztelen,noazh
667,traurig::A,bús,trist
668,traurig::A,szomorú,trist
669,lebendig::A,élő,bev
670,gut::A,jó,mad
671,schlecht::A,rossz,fall
672,schlecht::A,rossz,gwall
673,richtig::A,helyes,reizh
674,schlimm::A,rossz,gwall
675,wahr::A,igaz,gwir
676,alt::A,ó,kozh
677,alt::A,régi,kozh
678,neu::A,új,nevez
679,ehemalig::A,volt,kozh
680,ehemalig::A,egykori,kozh
681,alt[Lebewesen]::A,öreg,kozh
682,jung::A,fiatal,yaouank
683,arm::A,szegény,paour
684,reich::A,gazdag,pinvidik
685,bekannt::A,ismert,anavezet
686,bekannt::A,ismeretes,anavezet
687,berühmt::A,híres,brudet
688,fremd::A,idegen,dizanav
689,verschieden::A,különböző,disheñel
690,nah::A,közeli,nes
691,fern::A,távoli,diabell
692,linker::A,bal,kleiz
693,rechter::A,jobb,dehoù
694,anderer::A,más,all
695,anderer::A,másik,all
696,erster::A,első,kentañ
697,zweiter::A,második,eil
698,dritter::A,harmadik,trede
699,letzter::A,utolsó,diwezhañ
700,allein::ADV,egyedül,e-unan
701,auf einmal::ADV,egyszerre,ar un dro
702,zusammen::ADV,együtt,asambles
703,zusammen::ADV,összesen,asambles
704,lange::ADV,sokáig,pell
705,lange::ADV,hosszan,pell
706,plötzlich::ADV,hirtelen,en un taol
707,plötzlich::ADV,egyszerre,en un taol
708,sofort::ADV,rögtön,diouzhtu
709,sofort::ADV,tüstént,diouzhtu
710,später::ADV,későn,diwezhatoc'h
711,jetzt::ADV,most,bremañ
712,heute::ADV,ma,hiziv
713,morgen::ADV,holnap,arc'hoazh
714,bald::ADV,majd,hepdale
715,bald::ADV,nemsokára,hepdale
716,dann::ADV,akkor,a-c'houde
717,gestern::ADV,tegnap,dec'h
718,einst::ADV,hajdan,gwechall
719,damals::ADV,akkor,neuze
720,damals::ADV,akkoriban,neuze
721,danach::ADV,azután,goude
722,vorher::ADV,előbb,diagent
723,zuerst::ADV,először,da gentañ
724,einmal::ADV,egyszer,ur wech
725,manchmal::ADV,néha,a-wechoù
726,manchmal::ADV,olykor,a-wechoù
727,oft::ADV,sokszor,alies
728,immer::ADV,mindig,atav
729,immer::ADV,mindig,bepred
730,niemals::ADV,sohasem,gwech ebet
731,hier::ADV,itt,amañ
732,hierhin::ADV,erre,dre amañ
733,von hier::ADV,innen,alemañ
734,dort::ADV,ott,aze
735,dort::ADV,ott,ahont
736,dorthin::ADV,oda,di
737,dorthin::ADV,oda,aze
738,dorthin::ADV,oda,ahont
739,geradeaus::ADV,egyenesen,war-eeun
740,vorwärts::ADV,előre,war-raok
741,rückwärts::ADV,hátrafelé,war-lerc'h
742,zurück::ADV,hátra,war-dreñv
743,zurück::ADV,vissza,war-dreñv
744,unten::ADV,alul,en traoñ
745,hinab::ADV,le,a-izel
746,hinab::ADV,lefelé,a-izel
747,oben::ADV,fenn,en nec'h
748,oben::ADV,felül,en nec'h
749,hinauf::ADV,fel,e-krec'h
750,hinauf::ADV,felfelé,e-krec'h
751,überall::ADV,mindenütt,dre-holl
752,nicht::ADV,nem,ne ... ket
753,ein wenig::ADV,egy kicsit,un tammig
754,kaum::ADV,alig,a-boan
755,sehr::ADV,nagyon,-tre
756,sehr::ADV,nagyon,-kenañ
757,so::ADV,úgy,evel-se
758,noch::ADV,még,c'hoazh
759,nur::ADV,csak,hepken
760,nur::ADV,csupán,hepken
761,schon::ADV,már,dija
762,wieder::ADV,ismét,adarre
763,wieder::ADV,megint,adarre
764,vergebens::ADV,hiába,
765,vor::PRP,előtt,dirak
766,hinter::PRP,mögött,a-drek
767,hinter::PRP,mögött,a-dreñv
768,unter::PRP,alatt,dindan
769,durch::PRP,át,dre
770,durch::PRP,keresztül,dre
771,neben::PRP,mellett,e-kichen
772,zwischen::PRP,között,etre
773,wegen::PRP,miatt,abalamour da
774,wegen::PRP,végett,abalamour da
775,dies::PRN,ez,hemañ
776,das::PRN,az,se
777,das::PRN,az,hennezh
778,alles::PRN,minden,pep tra
779,ich::PRN,én,me
780,du::PRN,te,te
781,er::PRN,ő,eñ
782,wir::PRN,mi,ni
783,ihr::PRN,ti,c'hwi
784,sie::PRN,ők,int
785,was::FPRN,mi,petra
786,wer::FPRN,ki,piv
787,wo::FADV,hol,pelec'h
788,wohin::FADV,hova,da belec'h
789,wie::FADV,hogy,penaos
790,wie::FADV,hogyan,penaos
791,warum::FADV,miért,perak
792,wieviel::FNUM,hány,pet
793,wieviel::FNUM,mennyi,pet
794,eins::NUM,egy,unan
795,zwei::NUM,kettő,daou
796,drei::NUM,három,tri
797,vier::NUM,négy,pevar
798,fünf::NUM,öt,pemp
799,sechs::NUM,hat,c'hwec'h
800,sieben::NUM,hét,seizh
801,acht::NUM,nyolc,eizh
802,neun::NUM,kilenc,nav
803,zehn::NUM,tíz,dek
804,elf::NUM,tizenegy,unnek
805,zwölf::NUM,tizenkettő,daouzek
806,zwanzig::NUM,húsz,ugent
807,dreißig::NUM,harminc,tregont
808,vierzig::NUM,negyven,daou-ugent
809,fünfzig::NUM,ötven,hanter-kant
810,sechzig::NUM,hatvan,tri-ugent
811,siebzig::NUM,hetven,dek ha tri-ugent
812,achtzig::NUM,nyolcvan,pevar-ugent
813,neunzig::NUM,kilencven,dek ha pevar-ugent
814,hundert::NUM,száz,kant
815,tausend::NUM,ezer,mil
816,und::CNJ,és,ha
817,und::CNJ,meg,ha
818,oder::CNJ,vagy,pe
819,stehen::V,áll,bezañ a-sav
820,sitzen::V,ül,azezañ
821,sitzen::V,ül,bezañ en e goazez
822,liegen::V,fekszik,bezañ en e c'hourvez
823,hängen::V,függ,krougañ
