,Concept_ID,mn,vep
281,Tante::N,авга эгч,tädi
282,Tante::N,нагац эгч,tädi
283,Ehemann::N,нөхөр,mužik
284,Ehefrau::N,эхнэр,ak
285,Ehefrau::N,гэргий,ak
286,Freude::N,баяр,ilo
287,Freude::N,баяр,ihastuz
288,Freude::N,баясгалан,ilo
289,Freude::N,баясгалан,ihastuz
290,Gelächter::N,инээдэм,nagr
291,Glück::N,жаргалан,oza
292,Kummer::N,гаслан,gor'a
293,Wunsch::N,ерөөл,taht
294,Lust::N,дур,himo
295,Lust::N,хүсэл,himo
296,Geist::N,оюун,heng
297,Gedanke::N,сэтгэл,meletuz
298,Gedächtnis::N,ой,mušt
299,Gedächtnis::N,цээж,mušt
300,Verstand::N,ухаан,mel'
301,Sinn::N,утга,jüvä
302,Grund::N,учир,sü
303,Wahrheit::N,үнэн,tozi
304,Gespräch::N,яриа,lodu
305,Gespräch::N,яриа,pagin
306,Märchen::N,явган үлгэр,sarn
307,Erzählung::N,тууж,sanutez
308,Nachricht::N,мэдээ,tedotuz
309,Neuigkeit::N,сонин,uzištuz
310,Name::N,нэр,nimi
311,Rätsel::N,оньсого,ozoitez
312,Rede::N,хэлсэн үг,pagin
313,Rede::N,хэлсэн үг,sanad
314,Sprache::N,хэл,kel'
315,Stimme::N,дуу,än'
316,Wort::N,үг,sana
317,Zeichen::N,тамга,znam
318,Zeichen::N,тэмдэг,znam
319,Ruf::N,дуудлага,kida
320,Ruf::N,дуудлага,kucund
321,Lärm::N,шуугиан,judu
322,Lärm::N,чимээ,judu
323,Laut::N,анир,kulund
324,Laut::N,дуу,kulund
325,Ton::N,авиа,kulund
326,Ton::N,аялгуу,kulund
327,Lied::N,дуу,pajo
328,Ruhe::N,энх,lebu
329,Ruhe::N,тайван,lebu
330,Leute::N,хүмүүс,rahvaz
331,Volk::N,улс,rahvaz
332,Arbeit::N,ажил,tö
333,Arbeit::N,ажил,rad
334,Arbeit::N,хөдөлмөр,tö
335,Arbeit::N,хөдөлмөр,rad
336,Gast::N,зочин,adiv
337,Gast::N,айлчин,adiv
338,Geschenk::N,бэлэг,lahj
339,Spiel::N,наадам,vänd
340,Spiel::N,тоглоом,vänd
341,Gesellschaft::N,хамт байх,sebr
342,Hilfe::N,тусламж,abu
343,Freund::N,найз,sebranik
344,Freund::N,нөхөр,sebranik
345,Kamerad::N,хань,sebranik
346,Kamerad::N,нөхөр,sebranik
347,Angelegenheit::N,хэрэг,azj
348,Anzahl::N,тоо,lugu
349,Art::N,төрөл,rod
350,Art::N,төрөл,rodsugu
351,Art::N,янз,rod
352,Art::N,янз,rodsugu
353,Stück::N,хэсэг,pala
354,Stück::N,хэсэг,supal
355,Teil::N,хувь,pala
356,Teil::N,хэсэг,pala
357,Hälfte::N,хагас,pol'
358,Kreis::N,тойрог,ümbruz
359,Kreis::N,тойрог,kehkruz
360,Kreis::N,хүрээ,ümbruz
361,Kreis::N,хүрээ,kehkruz
362,Kreuz::N,загалмай,rist
363,Linie::N,шугам,pird
364,Strich::N,зураас,pird
365,Abstand::N,зай,keskust
366,Entfernung::N,зай,matk
367,Entfernung::N,хол ойр,matk
368,Gegend::N,хавь,taho
369,Gegend::N,газар,taho
370,Platz::N,зай,avaruz'
371,Platz::N,завсар,avaruz'
372,Ort::N,газар,koht
373,Ort::N,байр,koht
374,Seite::N,тал,pol'
375,Seite::N,тал,kül'g
376,Seite::N,этгээд,pol'
377,Seite::N,этгээд,kül'g
378,Mitte::N,төв,kesk
379,Mitte::N,дунд,kesk
380,Gegenstand::N,юм,kalu
381,Sache::N,үйл,azj
382,Sache::N,хэрэг,azj
383,Rand::N,зах,röun
384,Rand::N,хөвөө,röun
385,Kante::N,ирмэг,röun
386,Ecke::N,өнцөг,saum
387,Spitze::N,үзүүр,agjaine
388,Ende::N,зах,agj
389,Ende::N,үзүүр,agj
390,Loch::N,цоорхой,reig
391,Loch::N,онгорхой,reig
392,Winkel::N,өнцөг,čoga
393,Winkel::N,өнцөг,saum
394,Muster::N,хээ,kirjam
395,Muster::N,угалз,kirjam
396,Größe::N,хэмжээ,suruz'
397,Länge::N,урт,piduz
398,Höhe::N,өндөр,korktuz'
399,Gewicht::N,жин,jügu
400,Gewicht::N,жин,vedäduz
401,Menge::N,тоо,äjüz'
402,Haufen::N,бөөн,kogo
403,Reihe::N,эгнээ,rivi
404,Boot::N,завь,veneh
405,Ruder::N,сэлүүр,air
406,Schlitten::N,чарга,regi
407,Schlitten::N,чарга,regut
408,Ski::N,цана,suks'
409,Lagerfeuer::N,түүдэг,nodj
410,Lagerfeuer::N,түүдэг,pažag
411,Last::N,ачаа,jüguz
412,Gang::N,явдал,astund
413,Schritt::N,алхам,hašk
414,Norden::N,умар,pohjoine
415,Süden::N,урд,suvi
416,Süden::N,өмнө,suvi
417,Westen::N,өрнө,päivlaskm
418,Westen::N,баруун,päivlaskm
419,Osten::N,зүүн,päivnouzm
420,Osten::N,дорно,päivnouzm
421,Holz::N,мод,pu
422,Brett::N,банз,laud
423,Platte::N,хавтан,keitim
424,Stütze::N,тулгуур,tugi
425,Stütze::N,тулга,tugi
426,Stange::N,сургааг,arz'
427,Stock::N,саваа,kalu
428,Stab::N,таяг,seibaz
429,Rohr::N,хоолой,torv
430,Haus::N,гэр,pert'
431,Haus::N,байшин,pert'
432,Heim::N,гэр,kodi
433,Ofen::N,зуух,päč
434,Ofen::N,пийшин,päč
435,Fußboden::N,шал,lava
436,Tisch::N,ширээ,laud
437,Tisch::N,ширээ,stal'c
438,Stuhl::N,сандал,ištim
439,Wiege::N,өлгий,kätte
440,Bett::N,ор,sija
441,Bett::N,ор,magaduzsija
442,Regal::N,тавиур,palič
443,Kiste::N,авдар,mülütim
444,Kiste::N,хайрцаг,mülütim
445,Fenster::N,гэгээвч,ikun
446,Tür::N,үүд,uks'
447,Tür::N,хаалга,uks'
448,Tor::N,хаалга,verai
449,Zaun::N,хашаа,aid
450,Dach::N,дээвэр,katuz
451,Leiter::N,шат,pordhad
452,Besen::N,хамуур,lud
453,Besen::N,хамуур,vast
454,Besen::N,туужуу,lud
455,Besen::N,туужуу,vast
456,Spaten::N,хүрз,labid
457,Schaufel::N,хүрз,labid
458,Gabel::N,сэрээ,hangoine
459,Löffel::N,халбага,luzik
460,Messer::N,хутга,veič
461,Nagel::N,хадаас,nagl
462,Netz::N,өөш,verk
463,Netz::N,тор,verk
464,Haken::N,гох,kouk
465,Griff::N,иш,kägä
466,Griff::N,иш,varz'
467,Griff::N,сэнж,kägä
468,Griff::N,сэнж,varz'
469,Schloss::N,цуурга,lukkol
470,Schloss::N,цоож,lukkol
471,Bild::N,зураг,kuva
472,Figur::N,баримал,figur
473,Puppe::N,хүүхэлдэй,tätüine
474,Beutel::N,агсаа,havad
475,Beutel::N,уут,havad
476,Bündel::N,боодол,toppaz
477,Bündel::N,боодол,käč
478,Tasche::N,цүнх,sumk
479,Eimer::N,хөнөг,vädr
480,Eimer::N,хувин,vädr
481,Deckel::N,таг,katuz
482,Deckel::N,хавхаг,katuz
483,Geschirr::N,сав суулга,astii
484,Sack::N,шуудай,havad
485,Tasse::N,аяга,čašk
486,Topf::N,тогоо,pada
487,Kessel::N,тогоо,katil
488,Essen::N,идээ,sönd
489,Nahrung::N,хүнс,söm
490,Speise::N,идээ,sömine
491,Fleisch::N,мах,liha
492,Getreide::N,будаа,vill'
493,Brei::N,богшмол,pudr
494,Brei::N,будаа,pudr
495,Brot::N,талх,leib
496,Scheibe::N,зүсэм,bibaleh
497,Scheibe::N,зүсэм,šlik
498,Scheibe::N,хэрчим,bibaleh
499,Scheibe::N,хэрчим,šlik
500,Fett::N,өөх,razv
501,Butter::N,тос,voi
502,Öl::N,тос,voi
503,Salz::N,давс,sol
504,Suppe::N,шөл,lem'
505,Suppe::N,шөл,keitoz
506,Honig::N,бал,mezi
507,Milch::N,сүү,maid
508,Tee::N,цай,čai
509,Leder::N,арьс,nahk
510,Leder::N,савхи,nahk
511,Wolle::N,ноос,vill
512,Wolle::N,унгас,vill
513,Stoff::N,бөс,kangaz
514,Nadel::N,зүү,negl
515,Faden::N,боолт,nit'
516,Faden::N,утас,nit'
517,Knopf::N,товч,nübl'
518,Knoten::N,зангилаа,sol'm
519,Farbe::N,будаг,muju
520,Kleidung::N,хувцас,sobad
521,Hemd::N,цамц,paid
522,Kragen::N,зах заам,kagluz
523,Ärmel::N,ханцуй,hijam
524,Hose::N,өмд,štanad
525,Gürtel::N,бүс,vö
526,Mütze::N,малгай,šapuk
527,Mütze::N,бүрх,šapuk
528,Schuh::N,туфли,keng'
529,Stiefel::N,гутал,sapug
530,Ring::N,бөгж,rengaz
531,Band::N,тууз,lentaine
532,Kamm::N,сам,suga
533,Spiegel::N,толь,zerkol
534,Riemen::N,тасам,vö
535,Riemen::N,сур,vö
536,Schnur::N,татлага,nor
537,Leine::N,оосор,talutimnor
538,Decke::N,хөнжил,sijakatuz
539,Decke::N,хучлага,sijakatuz
540,Kissen::N,дэр,pöluz
541,Tuch::N,алчуур,paik
542,Tuch::N,даавуу,paik
543,Handtuch::N,алчуур,käzipaik
544,Kraft::N,чадал,vägi
545,Kraft::N,хүч,vägi
546,Stärke::N,эрч,vahvuz'
547,Stärke::N,тэнхээ,vahvuz'
548,Gesundheit::N,бие,tervhuz
549,Gesundheit::N,эрүүл мэнд,tervhuz
550,Krankheit::N,эмгэг,läžund
551,Schmerz::N,өвчин,kibu
552,Wunde::N,шарх,čapatez
553,Fieber::N,халуун,säru
554,Arznei::N,эм,zel'l'
555,Brücke::N,гүүр,sild
556,Brunnen::N,худаг,kaiv
557,Weide::N,бэлчээр,omaluine
558,Pfad::N,жим,tehut
559,Pfad::N,зөрөг,tehut
560,Weg::N,зам,te
561,Weg::N,харгуй,te
562,Straße::N,зам,te
563,Straße::N,харгуй,te
564,Dorf::N,тосгон,külä
565,Dorf::N,гацаа,külä
566,Stadt::N,хот,lidn
567,Brief::N,захидал,kirjeine
568,Brief::N,захиа,kirjeine
569,Buch::N,ном,kirj
570,Buch::N,бичиг,kirj
571,Buchstabe::N,үсэг,kirjam
572,Zeitung::N,сонин,lehtez
573,Leben::N,амь,elo
574,Leben::N,амьдрал,elo
575,Tod::N,үхэл,surm
576,Grab::N,булш,kaum
577,Kirche::N,сүм,jumalanpert'
578,Sünde::N,нүгэл,grähk
579,Sünde::N,хилэнц,grähk
580,Gott::N,бурхан,jumal
581,Arbeiter::N,ажилчин,radnik
582,Arbeiter::N,хөдөлмөрчин,radnik
583,Chef::N,дарга,pämez'
584,Meister::N,дархан,mastar
585,Arzt::N,эмч,lekar'
586,Lehrer::N,багш,opendai
587,Geld::N,цаас,rahad
588,Geld::N,мөнгө,rahad
589,Geschäft::N,наймаа,biznes
590,Laden::N,дэлгүүр,lauk
591,Preis::N,үнэ,arv
592,Ware::N,таваар,tavar
593,Ware::N,бараа,tavar
594,Nutzen::N,ашиг,liža
595,Reichtum::N,баялаг,kodielo
596,Reichtum::N,баялаг,kal'huz'
597,Welt::N,дэлхий,mail'm
598,Welt::N,орчлон,mail'm
599,Land::N,улс,ma
600,Land::N,орон,ma
601,Staat::N,төр,valdkund
602,Staat::N,гүрэн,valdkund
603,König::N,ван,kunigaz
604,Macht::N,засаг,vald
605,Grenze::N,хил,röun
606,Krieg::N,дайн,soda
607,Feind::N,дайсан,vihanik
608,Feind::N,дайсан,vastustai
609,Gewalt::N,хүчирхэх,vägivald
610,Kampf::N,тэмцэл,tora
611,Kampf::N,байлдаан,tora
612,Bogen[Waffe]::N,нум,taug
613,Pfeil::N,годил,nol
614,Pfeil::N,сум,nol
615,Gewehr::N,буу,oružj
616,Fehler::N,эндэл,viga
617,Fehler::N,алдаа,viga
618,Lüge::N,худал,kelastuz
619,Schaden::N,хор,pahuz'
620,Schaden::N,хөнөөл,pahuz'
621,Unglück::N,гай,bed
622,Unglück::N,гай,gor'a
623,Unglück::N,гамшиг,bed
624,Unglück::N,гамшиг,gor'a
625,Schuld::N,гэм,värhuz'
626,Schuld::N,буруу,värhuz'
627,Alter::N,нас,igä
628,Schluss::N,эцэс,lop
629,Schluss::N,төгсгөл,lop
630,Zeit::N,цаг,aig
631,Tag::N,өдөр,päiv
632,Morgen::N,өглөө,homendez
633,Mittag::N,үд,keskpäiv
634,Abend::N,үдэш,eht
635,Nacht::N,шөнө,ö
636,Woche::N,долоо хоног,nedal'
637,Monat::N,сар,ku
638,Jahr::N,жил,voz'
639,Frühling::N,хавар,keväz'
640,Sommer::N,зун,keza
641,Herbst::N,намар,sügüz'
642,Winter::N,өвөл,tal'v
643,Januar::N,нэгдүгээр сар,viluku
644,Februar::N,хоёрдугаар сар,uhoku
645,März::N,гуравдугаар сар,keväz'ku
646,April::N,дөрөвдүгээр сар,sulaku
647,Mai::N,тавдугаар сар,semendku
648,Juni::N,зургаадугаар сар,kezaku
649,Juli::N,долдугаар сар,heinku
650,August::N,наймдугаар сар,eloku
651,September::N,есдүгээр сар,sügüz'ku
652,Oktober::N,аравдугаар сар,reduku
653,November::N,арван нэгдүгээр сар,kül'mku
654,Dezember::N,арван хоёрдугаар сар,tal'vku
655,Montag::N,даваа,ezmärg
656,Dienstag::N,мягмар,tožnarg
657,Mittwoch::N,лхагва,koumanz'päiv
658,Donnerstag::N,пүрэв,nellänz'päiv
659,Freitag::N,баасан,pätnič
660,Freitag::N,баасан,videnz'päiv
661,Samstag::N,бямба,sobat
662,Sonntag::N,ням,pühäpäiv
663,groß::A,их,sur'
664,groß::A,их,järed
665,groß::A,том,sur'
666,groß::A,том,järed
667,klein::A,бага,pen'
668,klein::A,бага,pičuine
669,klein::A,жаахан,pen'
670,klein::A,жаахан,pičuine
671,lang::A,урт,pit'k
672,kurz::A,охор,lühüd
673,kurz::A,богино,lühüd
674,breit::A,өргөн,leved
675,schmal::A,уйтан,kaid
676,schmal::A,нарийн,kaid
677,dicht::A,нягт,tihed
678,dicht::A,чигжүү,tihed
679,dick[Gegenstand]::A,зузаан,paks
680,dünn::A,нимгэн,hoik
681,fein::A,нарийн,hen
682,fest::A,бөх,luja
683,fest::A,бөх,ninev
684,fest::A,хатуу,luja
685,fest::A,хатуу,ninev
686,flach::A,хавтгай,lapak
687,glatt::A,цагаан,siled
688,hart::A,хатуу,kova
689,weich::A,зөөлөн,pehmed
690,rund::A,дугуй,kehker
691,rund::A,дугариг,kehker
692,spitz::A,шовх,nügu
693,spitz::A,шовх,terav
694,spitz::A,шовгор,nügu
695,spitz::A,шовгор,terav
696,scharf::A,хурц,terav
697,scharf::A,иртэй,terav
698,stumpf::A,мохоо,tül'c
699,schwer::A,хүнд,jüged
700,schön::A,гуа,čoma
701,schön::A,сайхан,čoma
702,heiß::A,халуун,räk
703,warm::A,дулаан,läm'
704,kalt::A,хүйтэн,vilu
705,kühl::A,сэрүүн,raibak
706,kühl::A,сэрүүн,viluhk
707,frisch::A,эрүүл,lahed
708,frisch::A,жихүүн,lahed
709,feucht::A,чийгтэй,neps
710,feucht::A,чийгтэй,toreh
711,nass::A,нойтон,märg
712,trocken::A,хатсан,kuiv
713,voll::A,дүүрэн,täuz'
714,leer::A,хоосон,joudai
715,offen::A,онгорхой,avoin
716,offen::A,онгорхой,avol'jaine
717,geschlossen::A,битүү,saubaline
718,geschlossen::A,хаалтай,saubaline
719,sauber::A,цэвэр,puhtaz
720,sauber::A,хиргүй,puhtaz
721,schmutzig::A,бохир,redukaz
722,schmutzig::A,хиртэй,redukaz
723,roh::A,түүхий,rohk
724,roh::A,түүхий,toreh
725,reif::A,болсон,küps
726,lecker::A,амттай,magukaz
727,süß::A,амттай,maged
728,süß::A,чихэрлэг,maged
729,bitter::A,гашуун,karged
730,sauer::A,эсгэлэн,muiged
731,hell::A,гэгээн,kirkas
732,hell::A,гэгээн,valgei
733,hell::A,гэрэлтэй,kirkas
734,hell::A,гэрэлтэй,valgei
735,dunkel::A,бараан,pimed
736,dunkel::A,харанхуй,pimed
737,schwarz::A,хар,must
738,weiß::A,цагаан,vauged
739,rot::A,улаан,rusked
740,gelb::A,шар,pakuine
741,blau::A,хөх,sinine
742,blau::A,цэнхэр,sinine
743,grün::A,ногоон,vihand
744,grau::A,орог,hahk
745,grau::A,саарал,hahk
746,bunt::A,эрээн,kirjav
747,billig::A,хямд,odav
748,teuer::A,үнэтэй,kalliž
749,wertvoll::A,үнэт,arvokas
750,blind::A,сохор,soged
751,taub::A,чих хатуу,kurdiž
752,kräftig::A,чийрэг,vägev
753,stark::A,хүчтэй,vahv
754,stark::A,хүчтэй,vägekaz
755,stark::A,чадалтай,vahv
756,stark::A,чадалтай,vägekaz
757,schwach::A,сул,väll'
758,fett::A,тарган,razvakaz
759,fett::A,голигор,razvakaz
760,schlank::A,голшиг,kapos
761,hübsch::A,сайхан,čoma
762,hübsch::A,хөөрхөн,čoma
763,böse::A,муу,äred
764,böse::A,муу,käred
765,böse::A,хортой,äred
766,böse::A,хортой,käred
767,dumm::A,тэнэг,el'getoi
768,faul::A,залхуу,lašk
769,fleißig::A,чармайлтгай,radonnavedii
770,geizig::A,харамч,ažlak
771,klug::A,цэцэн,melev
772,klug::A,цэцэн,melekaz
773,geschickt::A,дүйтэй,mahtokaz
774,lieb::A,хайрт,izo
775,lieb::A,хайрт,sula
776,lustig::A,цэнгэлтэй,ilokaz
777,sanft::A,наалинхай,laskav
778,hungrig::A,өлөн,näl'ghine
779,hungrig::A,өлссөн,näl'ghine
780,krank::A,өвчтэй,läžui
781,nackt::A,нүцгэн,alastoi
782,traurig::A,гунигт,opalahine
783,lebendig::A,амьд,eläb
784,lebendig::A,амьтай,eläb
785,gut::A,сайн,hüvä
786,schlecht::A,муу,huba
787,schlecht::A,өөдгүй,huba
788,richtig::A,зөв,oiged
789,richtig::A,зүйтэй,oiged
790,schlimm::A,муухай,paha
791,wahr::A,үнэн,todesine
792,wahr::A,жинхэнэ,todesine
793,alt::A,хуучин,vanh
794,neu::A,шинэ,uz'
795,ehemalig::A,агсан,edeline
796,ehemalig::A,байсан,edeline
