,Concept_ID,pl,ku
159,Katze::N,kot,pişîk
160,Katze::N,kotka,pişîk
161,Bär::N,niedźwiedż,hirç
162,Eichhörnchen::N,wiewiórka,pilûr
163,Elch::N,łóś,pazkovî
164,Fuchs::N,lis,rovî
165,Hase::N,zając,kîroşk
166,Maus::N,mysz,mişk
167,Wolf::N,wilk,gur
168,Vogel::N,ptak,çûk
169,Schwarm::N,stado,lufik
170,Huhn::N,kura,mirîşk
171,Hahn::N,kogut,dîk
172,Gans::N,gęś,qaz
173,Adler::N,orzeł,eylo
174,Ente::N,kaczka,werdek
175,Eule::N,sowa,bûm
176,Eule::N,sowa,kund
177,Kranich::N,żuraw,quling
178,Krähe::N,wrona,qijik
179,Kuckuck::N,kukułka,pepûk
180,Schwan::N,łabędż,qû
181,Fisch::N,ryba,masî
182,Barsch::N,okoń,okûn
183,Hecht::N,szczupak,mesîyê lûf
184,Schlange[Tier]::N,wąż,mar
185,Schlange[Tier]::N,żmija,mar
186,Wurm::N,robak,kurm
187,Spinne::N,pająk,pîrê
188,Ameise::N,mrówka,mîro
189,Ameise::N,mrówka,gêrîk
190,Laus::N,wesz,spi
191,Mücke::N,komar,mêş
192,Fliege::N,mucha,mêş
193,Schmetterling::N,motyl,perperîk
194,Beere::N,jagoda,hirç
195,Apfel::N,jabłko,sêv
196,Pilz::N,grzyb,bîrov
197,Zwiebel::N,cebula,pîvaz
198,Saat::N,siew,tov
199,Korn::N,ziarno,dexl
200,Heu::N,siano,sap
201,Schale::N,łupina,qaşik
202,Grube::N,dół,çahl
203,Grube::N,jama,çahl
204,Falle::N,pułapka,dafik
205,Schlinge::N,sidła,dahf
206,Spur::N,ślad,rêç
207,Asche::N,popiół,xweli
208,Dreck::N,brud,gemarî
209,Eisen::N,żelazo,hesing
210,Gold::N,złoto,zêr
211,Silber::N,srebro,zîv
212,Kohle::N,węgiel,komir
213,Glas::N,szkło,qedeh
214,Lehm::N,glina,kelpîç
215,Sand::N,piasek,qûm
216,Mensch::N,człowiek,mirov
217,Mann::N,mężczyzna,mêr
218,Frau::N,kobieta,jin
219,Kind::N,dziecko,zarok
220,Junge::N,chłopak,kur
221,Junge::N,chłopiec,kur
222,Mädchen::N,dziewczynka,keç
223,Mädchen::N,dziewczynka,keçik
224,Familie::N,rodzina,malbat
225,Großvater::N,dziadek,bapîr
226,Großmutter::N,babka,pîrik
227,Eltern::N,rodzice,bavudê
228,Vater::N,ojciec,bav
229,Mutter::N,matka,dê
230,Mutter::N,matka,dayik
231,Sohn::N,syn,kur
232,Tochter::N,córka,keç
233,Bruder::N,brat,bira
234,Schwester::N,siostra,xweh
235,Onkel::N,wuj,am
236,Onkel::N,wuj,xal
237,Onkel::N,stryj,am
238,Onkel::N,stryj,xal
239,Tante::N,ciotka,metik
240,Tante::N,ciotka,xaltîk
241,Ehemann::N,mąż,mêr
242,Ehefrau::N,żona,kulfet
243,Freude::N,radość,kêfxweşî
244,Gelächter::N,śmiech,pîrqînî
245,Glück::N,szczęście,bext
246,Kummer::N,zmartwienie,derd
247,Wunsch::N,życzenie,daxwaz
248,Wunsch::N,życzenie,xwestek
249,Lust::N,chęć,şewq
250,Lust::N,ochota,şewq
251,Geist::N,duch,aqil
252,Gedanke::N,myśl,fikir
253,Gedächtnis::N,pamięć,aqil
254,Verstand::N,rozum,fêm
255,Sinn::N,zmysł,aqil
256,Grund::N,powód,asas
257,Wahrheit::N,prawda,rastî
258,Gespräch::N,rozmowa,guftûgo
259,Märchen::N,bajka,çirok
260,Erzählung::N,opowiadanie,çirok
261,Erzählung::N,opowiadanie,vegotin
262,Nachricht::N,wiadomość,nûçe
263,Neuigkeit::N,nowina,hewal
264,Name::N,imię,nav
265,Name::N,imię,paşnav
266,Rätsel::N,zagadka,tiştonek
267,Rede::N,mowa,gotar
268,Rede::N,mowa,axavtin
269,Sprache::N,język,ziman
270,Stimme::N,głos,pejn
271,Wort::N,słowo,gotin
272,Zeichen::N,znak,şanek
273,Ruf::N,wołanie,hawar
274,Lärm::N,hałas,xarbalix
275,Lärm::N,zgiełk,xarbalix
276,Laut::N,dźwięk,deng
277,Laut::N,dźwięk,hês
278,Ton::N,ton,awaz
279,Ton::N,dźwięk,awaz
280,Lied::N,pieśń,sitran
281,Lied::N,piosenka,sitran
282,Ruhe::N,spokój,rihetî
283,Leute::N,ludzie,xelk
284,Volk::N,naród,xelk
285,Arbeit::N,praca,xebat
286,Arbeit::N,robota,xebat
287,Gast::N,gość,mêvan
288,Geschenk::N,prezent,diyarî
289,Geschenk::N,podarunek,diyarî
290,Spiel::N,gra,lîstik
291,Spiel::N,zabawa,lîstik
292,Gesellschaft::N,towarzystwo,komal
293,Hilfe::N,pomoc,alîkarî
294,Freund::N,przyjaciel,heval
295,Kamerad::N,kolega,heval
296,Angelegenheit::N,sprawa,pirsgirêk
297,Anzahl::N,ilość,çend
298,Art::N,rodzaj,çeh
299,Stück::N,kawałek,lib
300,Stück::N,kawałek,parçe
301,Teil::N,część,parçe
302,Hälfte::N,połowa,nîvî
303,Kreis::N,krąg,çemil
304,Kreuz::N,krzyż,xaç
305,Linie::N,linia,xezik
306,Strich::N,kreska,xezik
307,Abstand::N,odstęp,dûrahî
308,Entfernung::N,odległość,dûrahî
309,Gegend::N,okolica,dever
310,Platz::N,miejsce,çih
311,Ort::N,miejsce,dever
312,Seite::N,bok,rûpel
313,Seite::N,strona,rûpel
314,Mitte::N,środek,nav
315,Mitte::N,środek,nabênê
316,Gegenstand::N,przedmiot,tişt
317,Sache::N,rzecz,tişt
318,Rand::N,skraj,kevî
319,Rand::N,krawędź,kevî
320,Kante::N,kant,kevî
321,Kante::N,krawędź,kevî
322,Ecke::N,róg,qunç
323,Spitze::N,ostrze,derzî
324,Ende::N,koniec,talî
325,Loch::N,dziura,qul
326,Winkel::N,kąt,kurnîşk
327,Winkel::N,kącik,kurnîşk
328,Muster::N,wzór,desen
329,Größe::N,rozmiar,mezinî
330,Größe::N,wielkość,mezinî
331,Länge::N,długość,dirêjahî
332,Höhe::N,wysokość,bilindayî
333,Gewicht::N,ciężar,giranî
334,Menge::N,ilość,qas
335,Haufen::N,kupa,lod
336,Reihe::N,rząd,rêz
337,Reihe::N,szereg,rêz
338,Boot::N,łódź,kelek
339,Boot::N,łódka,kelek
340,Ruder::N,wiosło,bêrik
341,Schlitten::N,sanki,xîjik
342,Ski::N,narta,lakan
343,Lagerfeuer::N,ognisko,agir
344,Last::N,ciężar,bar
345,Last::N,brzemię,bar
346,Gang::N,chód,fîtêz
347,Schritt::N,krok,gav
348,Norden::N,północ,bakur
349,Süden::N,południe,başur
350,Westen::N,zachód,rojava
351,Osten::N,wschód,rojhilat
352,Holz::N,drzewo,dep
353,Brett::N,deska,dep
354,Platte::N,płyta,dep
355,Stütze::N,podpora,destek
356,Stange::N,drąg,sing
357,Stange::N,żerdź,sing
358,Stock::N,kij,çam
359,Stock::N,laska,çam
360,Stab::N,pręt,qat
361,Rohr::N,rura,borî
362,Haus::N,dom,mal
363,Haus::N,dom,xanî
364,Heim::N,dom,mal
365,Ofen::N,piec,sobe
366,Fußboden::N,podłoga,binpê
367,Tisch::N,stół,mase
368,Stuhl::N,krzesło,kursî
369,Wiege::N,kołyska,derguş
370,Bett::N,łóżko,qerewêle
371,Bett::N,pościel,qerewêle
372,Regal::N,regał,rêbaz
373,Kiste::N,skrzynia,sindoq
374,Fenster::N,okno,çam
375,Fenster::N,okno,şibeke
376,Tür::N,drzwi,derî
377,Tor::N,brama,derge
378,Zaun::N,płot,hejik
379,Zaun::N,parkan,hejik
380,Dach::N,dach,sere xanî
381,Leiter::N,drabina,pêling
382,Besen::N,miotła,melkes
383,Spaten::N,rydel,mer
384,Schaufel::N,łopata,bêr
385,Gabel::N,widelec,çetel
386,Löffel::N,łyżka,kevçî
387,Messer::N,nóż,kêr
388,Nagel::N,gwóźdź,bizmar
389,Netz::N,sieć,tor
390,Haken::N,hak,çenqel
391,Griff::N,chwyt,destî
392,Schloss::N,zamek,qonax
393,Bild::N,obraz,dimen
394,Figur::N,figura,figûr
395,Puppe::N,lalka,bûk
396,Beutel::N,torba,kîsik
397,Bündel::N,wiązka,pêçek
398,Tasche::N,torba,bêrîk
399,Eimer::N,kubeł,dewl
400,Eimer::N,wiadro,dewl
401,Deckel::N,przykrywka,devik
402,Geschirr::N,statki,ferax
403,Geschirr::N,naczynia,ferax
404,Sack::N,worek,tûr
405,Tasse::N,filiżanka,kada
406,Topf::N,garnek,beroş
407,Kessel::N,kocioł,şîril
408,Essen::N,jedzenie,xwarin
409,Nahrung::N,pokarm,xwarin
410,Nahrung::N,pożywienie,xwarin
411,Speise::N,potrawa,xwarin
412,Speise::N,jedzenie,xwarin
413,Fleisch::N,mięso,goşt
414,Getreide::N,zboże,zad
415,Brei::N,kasza,hewdêl
416,Brot::N,chleb,
417,Scheibe::N,kromka,parçe
418,Fett::N,tłuszcz,rûn
419,Butter::N,masło,rûn
420,Öl::N,olej,rûn
421,Salz::N,sól,xwe
422,Suppe::N,zupa,şorbe
423,Honig::N,miód,hingiv
424,Milch::N,mleko,şîr
425,Tee::N,herbata,çay
426,Leder::N,skóra,çerm
427,Wolle::N,wełna,herî
428,Stoff::N,tkanina,paç
429,Stoff::N,materiał,paç
430,Nadel::N,igła,derzî
431,Faden::N,nić,ta
432,Faden::N,nitka,ta
433,Knopf::N,guzik,bişkok
434,Knoten::N,węzeł,girêk
435,Farbe::N,farba,boyax
436,Kleidung::N,odzież,çil
437,Hemd::N,koszula,qutik
438,Hemd::N,koszula,miltan
439,Kragen::N,kołnierz,stûvang
440,Ärmel::N,rękaw,hûçik
441,Hose::N,spodnie,şewel
442,Gürtel::N,pasek,qayiş
443,Mütze::N,czapka,fîno
444,Schuh::N,but,şêkal
445,Schuh::N,bucik,şêkal
446,Stiefel::N,but,gizme
447,Stiefel::N,but,çizme
448,Stiefel::N,kozak,gizme
449,Stiefel::N,kozak,çizme
450,Ring::N,pierścień,xelek
451,Band::N,wstęga,band
452,Kamm::N,grzebień,şeh
453,Spiegel::N,lustro,eynik
454,Riemen::N,rzemień,qayiş
455,Schnur::N,sznur,doxin
456,Leine::N,smycz,şirît
457,Decke::N,kołdra,bataniye
458,Kissen::N,poduszka,balgî
459,Tuch::N,chustka,şar
460,Handtuch::N,ręcznik,dezmal
461,Kraft::N,moc,hêz
462,Kraft::N,moc,qewet
463,Kraft::N,siła,hêz
464,Kraft::N,siła,qewet
465,Stärke::N,moc,xurtî
466,Stärke::N,siła,xurtî
467,Gesundheit::N,zdrowie,nojdarî
468,Krankheit::N,choroba,nexweşî
469,Schmerz::N,ból,êş
470,Wunde::N,rana,kul
471,Fieber::N,gorączka,ta
472,Arznei::N,lekarstwo,derman
473,Brücke::N,most,kopî
474,Brunnen::N,studnia,çal
475,Brunnen::N,studnia,kani
476,Weide::N,pastwisko,beyar
477,Pfad::N,ścieżka,xaçirek
478,Weg::N,droga,rê
479,Straße::N,ulica,rê
480,Dorf::N,wieś,gund
481,Stadt::N,miasto,baçar
482,Brief::N,list,name
483,Buch::N,książka,kitêb
484,Buch::N,książka,pirtûk
485,Buchstabe::N,litera,herf
486,Zeitung::N,gazeta,rojname
487,Zeitung::N,dziennik,rojname
488,Leben::N,życie,jiyan
489,Tod::N,śmierć,mirin
490,Grab::N,grób,mezel
491,Kirche::N,kościół,gilyas
492,Sünde::N,grzech,guneh
493,Gott::N,bóg,xwedê
494,Arbeiter::N,robotnik,hîşçî
495,Chef::N,szef,bêg
496,Meister::N,mistrz,hoste
497,Meister::N,majster,hoste
498,Arzt::N,lekarz,doktor
499,Lehrer::N,nauczyciel,mamoste
500,Geld::N,pieniądze,pere
501,Geschäft::N,sprawa,firoşgeh
502,Geschäft::N,interes,firoşgeh
503,Laden::N,sklep,dikan
504,Preis::N,cena,buha
505,Ware::N,towar,tişt
506,Nutzen::N,pożytek,fêde
507,Reichtum::N,bogactwo,serwet
508,Welt::N,świat,dinya
509,Land::N,kraj,welat
510,Staat::N,państwo,dewlet
511,König::N,król,şah
512,König::N,król,qral
513,Macht::N,władza,qewet
514,Macht::N,władza,destihilat
515,Grenze::N,granica,kevî
516,Krieg::N,wojna,çeng
517,Krieg::N,wojna,sêwaş
518,Feind::N,wróg,dijmin
519,Gewalt::N,władza,zor
520,Kampf::N,bój,şer
521,Kampf::N,walka,şer
522,Bogen[Waffe]::N,łuk,kêvan
523,Pfeil::N,strzała,çîrik
524,Gewehr::N,karabin,tifing
525,Fehler::N,błąd,şaşî
526,Lüge::N,kłamstwo,derew
527,Schaden::N,szkoda,xisar
528,Unglück::N,nieszczęście,bêbextî
529,Schuld::N,wina,suç
530,Alter::N,wiek,temen
531,Schluss::N,koniec,girtin
532,Schluss::N,zakończenie,girtin
533,Zeit::N,czas,çax
534,Tag::N,dzień,roj
535,Morgen::N,ranek,sibeh
536,Morgen::N,poranek,sibeh
537,Mittag::N,południe,nîro
538,Abend::N,wieczór,êvar
539,Nacht::N,noc,şev
540,Woche::N,tydzień,heftî
541,Monat::N,miesiąc,meh
542,Jahr::N,rok,sal
543,Frühling::N,wiosna,bihar
544,Sommer::N,lato,havîn
545,Herbst::N,jesień,payîz
546,Winter::N,zima,zistan
547,Januar::N,styczeń,çile
548,Februar::N,luty,sibat
549,März::N,marzec,adar
550,April::N,kwiecień,nîsan
551,Mai::N,maj,gûlan
552,Juni::N,czerwiec,hezîran
553,Juli::N,lipiec,tîmeh
554,August::N,sierpień,tebax
555,September::N,wrzesień,îlon
556,Oktober::N,październik,çotmeh
557,November::N,listopad,mijdar
558,Dezember::N,grudzień,kanûn
559,Montag::N,poniedziałek,duşemb
560,Dienstag::N,wtorek,sêşem
561,Mittwoch::N,środa,çarşemb
562,Donnerstag::N,czwartek,pêşemb
563,Freitag::N,piątek,în
564,Samstag::N,sobota,şemî
565,Sonntag::N,niedziela,yekşemb
566,groß::A,duży,mezin
567,groß::A,wielki,mezin
568,klein::A,mały,çûçik
569,lang::A,długi,dirêj
570,kurz::A,krótki,kin
571,breit::A,szeroki,fireh
572,schmal::A,wąski,tenik
573,dicht::A,gęsty,gir
574,dick[Gegenstand]::A,gruby,şîşman
575,dünn::A,cienki,zirav
576,fein::A,drobny,tenik
577,fest::A,mocny,saxlem
578,fest::A,twardy,saxlem
579,flach::A,płaski,pahn
580,glatt::A,gładki,dûz
581,glatt::A,gładki,şayîk
582,hart::A,twardy,hişk
583,weich::A,miękki,nerm
584,rund::A,okrągły,gilover
585,spitz::A,spiczasty,pîj
586,scharf::A,ostry,tûj
587,stumpf::A,tępy,ne tûj
588,schwer::A,ciężki,giran
589,schön::A,ładny,xweş
590,schön::A,ładny,xweşik
591,schön::A,piękny,xweş
592,schön::A,piękny,xweşik
593,heiß::A,gorący,kelandî
594,warm::A,ciepły,germ
595,kalt::A,zimny,sar
596,kühl::A,chłodny,jemîrî
597,frisch::A,świeży,ter
598,feucht::A,wilgotny,şil
599,nass::A,mokry,şilek
600,trocken::A,suchy,zuwa
601,voll::A,pełny,tijî
602,leer::A,pusty,vala
603,leer::A,próżny,vala
604,offen::A,otwarty,vekirî
605,geschlossen::A,zamknięty,asê
606,sauber::A,czysty,pakij
607,schmutzig::A,brudny,lewitî
608,roh::A,surowy,xav
609,reif::A,dojrzały,gihaştî
610,lecker::A,smaczny,xweş
611,süß::A,słodki,şîrîn
612,bitter::A,gorzki,tahl
613,sauer::A,kwaśny,tirş
614,hell::A,jasny,ronî
615,dunkel::A,ciemny,tarî
616,schwarz::A,czarny,reş
617,weiß::A,biały,sipî
618,rot::A,czerwony,sor
619,gelb::A,żółty,zer
620,blau::A,błękitny,şîn
621,blau::A,niebieski,şîn
622,grün::A,zielony,şîn
623,grau::A,szary,gewr
624,bunt::A,barwny,rengîn
625,billig::A,tani,erzan
626,teuer::A,drogi,biha
627,wertvoll::A,cenny,hêja
628,wertvoll::A,cenny,giranbiha
629,blind::A,ślepy,kor
630,taub::A,głuchy,kerr
631,kräftig::A,mocny,gir
632,kräftig::A,mocny,xurt
633,stark::A,silny,xurt
634,schwach::A,słaby,kesad
635,fett::A,tłusty,qelew
636,schlank::A,smukły,zirav
637,hübsch::A,ładny,xweşik
638,böse::A,zły,xerab
639,böse::A,zły,aciz
640,dumm::A,głupi,gêj
641,faul::A,leniwy,têmbêl
642,fleißig::A,pilny,jêhatî
643,geizig::A,skąpy,destgirtî
644,klug::A,mądry,baqil
645,geschickt::A,zręczny,zîrek
646,geschickt::A,zręczny,ziring
647,lieb::A,miły,delal
648,lustig::A,wesoły,kêfxweş
649,sanft::A,łagodny,nazenîn
650,hungrig::A,głodny,birçî
651,krank::A,chory,nexweş
652,nackt::A,nagi,rût
653,nackt::A,nagi,tazî
654,traurig::A,smutny,xemgîn
655,lebendig::A,żywy,bisaxî
656,gut::A,dobry,baş
657,schlecht::A,zły,xerab
658,richtig::A,słuszny,rast
659,richtig::A,słuszny,saxlem
660,richtig::A,właściwy,rast
661,richtig::A,właściwy,saxlem
662,schlimm::A,zły,nebaş
663,wahr::A,prawdziwy,rast
664,alt::A,stary,pîr
665,alt::A,stary,kevn
666,neu::A,nowy,nû
667,ehemalig::A,były,kevnar
668,ehemalig::A,były,peşidar
669,alt[Lebewesen]::A,stary,pîr
670,jung::A,młody,xort
671,arm::A,ubogi,feqîr
672,arm::A,ubogi,desteng
673,arm::A,biedny,feqîr
674,arm::A,biedny,desteng
675,reich::A,bogaty,dewlemend
676,bekannt::A,znany,naskirî
677,berühmt::A,słynny,navdar
678,fremd::A,obcy,xerîb
679,fremd::A,cudzy,xerîb
680,verschieden::A,różny,çîhê
681,nah::A,bliski,nêzîk
682,fern::A,daleki,dûr
683,linker::A,lewy,çepê
684,rechter::A,prawy,rastê
685,anderer::A,inny,yê din
686,erster::A,pierwszy,yekemîn
687,zweiter::A,drugi,duda
688,dritter::A,trzeci,sisêya
689,letzter::A,ostatni,paşîn
690,allein::ADV,sam,tenê
691,auf einmal::ADV,naraz,jar kê
692,zusammen::ADV,razem,tev
693,zusammen::ADV,razem,bi hev re
694,lange::ADV,długo,dirêj
695,plötzlich::ADV,nagle,ji nişkave
696,sofort::ADV,natychmiast,yekser
697,später::ADV,później,paşiyê
698,jetzt::ADV,teraz,nuha
699,jetzt::ADV,obecnie,nuha
700,heute::ADV,dziś,îro
701,heute::ADV,dzisiaj,îro
702,morgen::ADV,jutro,sibeh
703,bald::ADV,wkrótce,nêzîk
704,dann::ADV,potem,paşê
705,gestern::ADV,wczoraj,do
706,einst::ADV,kiedyś,jar ke
707,einst::ADV,niegdyś,jar ke
708,damals::ADV,wtedy,hîngî
709,damals::ADV,wówczas,hîngî
710,danach::ADV,następnie,piştra
711,vorher::ADV,przedtem,pîşî
712,zuerst::ADV,naprzód,bere
713,zuerst::ADV,najpierw,bere
714,einmal::ADV,raz,çarik
715,manchmal::ADV,czasem,çarna
716,oft::ADV,często,gelek çaran
717,immer::ADV,zawsze,daîm
718,niemals::ADV,nigdy,tu çar
719,hier::ADV,tu,li vir
720,hier::ADV,tutaj,li vir
721,hierhin::ADV,tu,vir
722,von hier::ADV,stąd,ji vir
723,dort::ADV,tam,li wê derê
724,dorthin::ADV,tam,wêda
725,geradeaus::ADV,prosto,rastê rast
726,vorwärts::ADV,naprzód,ber bi pêş
727,rückwärts::ADV,wstecz,paşpê
728,zurück::ADV,z powrotem,paşdo
729,zurück::ADV,z powrotem,paşvê
730,unten::ADV,u dołu,jêrî
731,unten::ADV,na dole,jêrî
732,hinab::ADV,na_dół,berjêr
733,hinab::ADV,w_dół,berjêr
734,oben::ADV,w górze,banî
735,oben::ADV,na górze,banî
736,hinauf::ADV,w górę,banî
737,hinauf::ADV,na górę,banî
738,überall::ADV,wszędzie,li her derê
739,nicht::ADV,nie,ne
740,nicht::ADV,nie,nîn
741,nicht::ADV,nie,tine
742,ein wenig::ADV,trochę,hebkî
743,kaum::ADV,ledwie,tema
744,kaum::ADV,ledwie,himangi
745,kaum::ADV,prawie nie,tema
746,kaum::ADV,prawie nie,himangi
747,sehr::ADV,bardzo,gelek
748,so::ADV,tak,weha
749,noch::ADV,jeszcze,hêj
750,noch::ADV,jeszcze,dîsa
751,nur::ADV,tylko,tenê
752,nur::ADV,tylko,bes
753,schon::ADV,już,hew
754,wieder::ADV,znów,jar din
755,wieder::ADV,znów,dîsa
756,wieder::ADV,znowu,jar din
757,wieder::ADV,znowu,dîsa
758,vergebens::ADV,na próżno,deya çun
759,vergebens::ADV,na próżno,îfleh bûn
760,vor::PRP,przed,li ber
761,hinter::PRP,za,li pişt
762,unter::PRP,pod,li bin
763,durch::PRP,przez,kura
764,neben::PRP,obok,li ba
765,zwischen::PRP,między,nabeyne
766,zwischen::PRP,między,di nav...da
767,wegen::PRP,z powodu,ji bo
768,wegen::PRP,z powodu,ji ber
769,dies::PRN,to,ev
770,das::PRN,to,ev
771,alles::PRN,wszystko,hemû
772,ich::PRN,ja,ez
773,du::PRN,ty,tu
774,er::PRN,on,wî
775,wir::PRN,my,êm
776,ihr::PRN,wy,hûn
777,sie::PRN,oni,we
778,was::FPRN,co,çi
779,wer::FPRN,kto,ki
780,wo::FADV,gdzie,li ku dere
781,wohin::FADV,dokąd,li ku dere
782,wie::FADV,jak,çawa
783,warum::FADV,dlaczego,çima
784,wieviel::FNUM,ile,çend
785,eins::NUM,jeden,yek
786,zwei::NUM,dwa,didu
787,drei::NUM,trzy,sisê
788,vier::NUM,cztery,çar
789,fünf::NUM,pięć,penç
790,sechs::NUM,sześć,şeş
791,sieben::NUM,siedem,heft
792,acht::NUM,osiem,heşt
793,neun::NUM,dziewięć,neh
794,zehn::NUM,dziesięć,deh
795,elf::NUM,jedenaście,yazdeh
796,zwölf::NUM,dwanaście,diwazdeh
797,zwanzig::NUM,dwadzieścia,bîst
798,dreißig::NUM,trzydzieści,sih
799,vierzig::NUM,czterdzieści,çil
800,fünfzig::NUM,pięćdziesiąt,pençi
801,sechzig::NUM,sześćdziesiąt,şêst
802,siebzig::NUM,siedemdziesiąt,heftê
803,achtzig::NUM,osiemdziesiąt,heştê
804,neunzig::NUM,dziewięćdziesiąt,nod
805,hundert::NUM,sto,sêd
806,tausend::NUM,tysiąc,hezar
807,und::CNJ,i,û
808,oder::CNJ,lub,an
809,oder::CNJ,lub,yan
810,oder::CNJ,albo,an
811,oder::CNJ,albo,yan
812,stehen::V,stać,sekinîn
813,sitzen::V,siedzieć,rûniştin
