,Concept_ID,kn,ru
165,Kuckuck::N,ಕೋಗಿಲೆ,кукушка
166,Schwan::N,ಹಂಸಪಕ್ಷಿ,лебедь
167,Fisch::N,ಮೀನು,рыба
168,Barsch::N,ಪರ್ಚ್ ಮೀನು,окунь
169,Hecht::N,ಪೈಕ್ ಮೀನು,щука
170,Schlange[Tier]::N,ಹಾವು,змея
171,Wurm::N,ಹುಳು,червяк
172,Spinne::N,ಊರ್ಣನಾಭ,паук
173,Ameise::N,ಇರುವೆ,муравей
174,Laus::N,ಹೇನು,вошь
175,Mücke::N,ಸೊಳ್ಳೆ,комар
176,Fliege::N,ನೊಣ,муха
177,Schmetterling::N,ಪತಂಗ,бабочка
178,Beere::N,ನಯವಣ್ಣು,ягода
179,Apfel::N,ಸೇಬು,яблоко
180,Pilz::N,ಅಣಬೆ,гриб
181,Zwiebel::N,ನೀರುಳ್ಳಿ,луковица
182,Saat::N,ಬಿತ್ತ,семя
183,Korn::N,ಬೀಜ,зерно
184,Heu::N,ಕರಡ,сено
185,Schale::N,ಹೊಟ್ಟು,шелуха
186,Grube::N,ಗುಂಡಿ,яма
187,Falle::N,ಬೋನು,ловушка
188,Schlinge::N,ಉರುಲು,силок
189,Spur::N,ಜಾಡು,след
190,Asche::N,ಬೂದಿ,зола
191,Asche::N,ಬೂದಿ,пепел
192,Dreck::N,ಹೊಲಸು,грязь
193,Eisen::N,ಕಬ್ಬಿಣ,железо
194,Gold::N,ಚಿನ್ನ,золото
195,Silber::N,ಬೆಳ್ಳಿ,серебро
196,Kohle::N,ಕಲ್ಲಿದ್ದಲು,уголь
197,Glas::N,ಗಾಜು,стекло
198,Lehm::N,ಜೇಡಿಮಣ್ಣು,глина
199,Sand::N,ಮರಳು,песок
200,Mensch::N,ಪುರುಷ,человек
201,Mann::N,ಆಳು,мужчина
202,Frau::N,ಹೆಣ್ಣು,женщина
203,Kind::N,ಮಗು,ребенок
204,Junge::N,ಹುಡುಗ,мальчик
205,Mädchen::N,ಹುಡುಗಿ,девочка
206,Familie::N,ಕುಟುಂಬ,семья
207,Großvater::N,ಅಜ್ಜ,дедушка
208,Großmutter::N,ಅಮ್ಮ,бабушка
209,Eltern::N,ಹೆತ್ತವರು,родители
210,Vater::N,ತಂದೆ,отец
211,Mutter::N,ಅಮ್ಮ,мать
212,Sohn::N,ಮಗ ,сын
213,Tochter::N,ಮಗಳು,дочь
214,Bruder::N,ತಮ್ಮ,брат
215,Schwester::N,ತಂಗಿ,сестра
216,Onkel::N,ಸೋದರಮಾವ,дядя
217,Onkel::N,ದೊಡ್ಡಪ್ಪ,дядя
218,Tante::N,ಚಿಕ್ಕಮ್ಮ,тетя
219,Ehemann::N,ಗಂಡ,муж
220,Ehefrau::N,ಹೆಂಡತಿ,жена
221,Freude::N,ನಲಿವು,радость
222,Gelächter::N,ನಗೆ,смех
223,Glück::N,ಆನಂದ,счастье
224,Kummer::N,ದುಃಖ,горе
225,Wunsch::N,ಬಯಕೆ,желание
226,Lust::N,ಇಷ್ಟ,влечение
227,Geist::N,ಆತ್ಮ,дух
228,Gedanke::N,ಯೋಚನೆ,мысль
229,Gedächtnis::N,ಸ್ಮರಣೆ,память
230,Verstand::N,ಮನಸ್ಸು,ум
231,Sinn::N,ಅರ್ಥ,смысл
232,Grund::N,ಕಾರಣ,повод
233,Wahrheit::N,ಸತ್ಯ,правда
234,Gespräch::N,ಸಂಭಾಷಣೆ,беседа
235,Märchen::N,ಸುಳ್ಳು ಕಥೆ,сказка
236,Erzählung::N,ಕಥೆ,рассказ
237,Nachricht::N,ಸಂದೇಶ,сообщение
238,Neuigkeit::N,ಸುದ್ದಿ,новость
239,Name::N,ಹೆಸರು,имя
240,Rätsel::N,ಒಗಟು,загадка
241,Rede::N,ಮಾತು,речь
242,Sprache::N,ಭಾಷೆ,язык
243,Stimme::N,ಧ್ವನಿ,голос
244,Wort::N,ಮಾತು,слово
245,Zeichen::N,ಗುರುತು,знак
246,Ruf::N,ಕೂಗು,зов
247,Lärm::N,ಸದ್ದು,шум
248,Laut::N,ಶಬ್ದ,звук
249,Ton::N,ನಾದ,звучание
250,Lied::N,ಗಾನ,песня
251,Ruhe::N,ಶಾಂತಿ,покой
252,Leute::N,ಮಂದಿ,люди
253,Volk::N,ಜನಾಂಗ,народ
254,Arbeit::N,ಕೆಲಸ,работа
255,Gast::N,ಅತಿಥಿ,гость
256,Geschenk::N,ಕಾಣಿಕೆ,подарок
257,Spiel::N,ಆಟ,игра
258,Gesellschaft::N,ಸಂಗ,общество
259,Hilfe::N,ಸಹಾಯ,помощь
260,Freund::N,ಸ್ನೇಹಿತ,друг
261,Kamerad::N,ಜೊತೆಗಾರ,приятель
262,Angelegenheit::N,ವಿಚಾರ,дело
263,Anzahl::N,ಎಣಿಕೆ,количество
264,Art::N,ತರ,вид
265,Stück::N,ತುಂಡು,кусок
266,Teil::N,ಭಾಗ,часть
267,Hälfte::N,ಅರ್ಧ,половина
268,Kreis::N,ವೃತ್ತ,круг
269,Kreuz::N,ಶಿಲುಬೆ,крест
270,Linie::N,ರೀಖೆ,линия
271,Strich::N,ಗೀಟು,черта
272,Abstand::N,ಅಂತರ,промежуток
273,Entfernung::N,ದೂರ,расстояние
274,Gegend::N,ವಿಸ್ತೀರ್ಣ,местность
275,Platz::N,ಅಂತರ,пространство
276,Ort::N,ಸ್ಥಳ,место
277,Seite::N,ಪಕ್ಷ,сторона
278,Mitte::N,ನಡು,середина
279,Gegenstand::N,ವಸ್ತು,предмет
280,Sache::N,ವಸ್ತು,вещь
281,Rand::N,ಅಂಚು,край
282,Kante::N,ಅಂಚು,ребро
283,Ecke::N,ಮೂಲೆ,угол
284,Spitze::N,ತುದಿ,кончик
285,Ende::N,ಕೊನೆ,конец
286,Loch::N,ತೂತು,дыра
287,Winkel::N,ಕೋನ,угол
288,Muster::N,ನಮೂನೆ,узор
289,Größe::N,ಪ್ರಮಾಣ,размер
290,Länge::N,ಉದ್ದ,длина
291,Höhe::N,ಎತ್ತರ,высота
292,Gewicht::N,ತೂಕ,вес
293,Menge::N,ಮೊತ್ತ,количество
294,Haufen::N,ರಾಶಿ,куча
295,Reihe::N,ಸಾಲು,ряд
296,Boot::N,ದೋಣಿ,лодка
297,Ruder::N,ಹುಟ್ಟು,весло
298,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,сани
299,Ski::N,ಜಾರುಪಟ್ಟಿ,лыжа
300,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,костер
301,Last::N,ಹೊರೆ,тяжесть
302,Gang::N,ತಿರುಗಾಟ,ход
303,Schritt::N,ಹೆಜ್ಜೆ,шаг
304,Norden::N,ಉತ್ತರ,север
305,Süden::N,ದಕ್ಷಿಣ,юг
306,Westen::N,ಪಶ್ಚಿಮ,запад
307,Osten::N,ಮೂಡಲು,восток
308,Holz::N,ಚೌಬೀನೆ,древесина
309,Brett::N,ಹಲಗೆ,доска
310,Platte::N,ಹಲಗೆ,плита
311,Stütze::N,ಆಸರೆ,подпорка
312,Stange::N,ಕಂಬ,жердь
313,Stock::N,ಕೋಲು,палка
314,Stab::N,ದೊಣ್ಣೆ,шест
315,Rohr::N,ನಳಿಕೆ,труба
316,Haus::N,ಮನೆ,дом
317,Heim::N,ಗೃಹ,дом
318,Ofen::N,ಒಲೆ,печь
319,Fußboden::N,ನೆಲ,пол
320,Tisch::N,ಮೇಜು,стол
321,Stuhl::N,ಕುರ್ಚಿ,стул
322,Wiege::N,ತೊಟ್ಟಿಲು,колыбель
323,Bett::N,ಹಾಸಿಗೆ,постель
324,Regal::N,ಬೀರು,полка
325,Kiste::N,ಪಟ್ಟಿಗೆ,ящик
326,Fenster::N,ಕಿಟಕಿ,окно
327,Tür::N,ಬಾಗಿಲು,дверь
328,Tor::N,ಹೆಬ್ಬಾಗಿಲು,ворота
329,Zaun::N,ಬೇಲಿ,забор
330,Dach::N,ಮಾಳಿಗೆ,крыша
331,Leiter::N,ಏಣಿ,лестница
332,Besen::N,ಪೊರಕೆ,метла
333,Spaten::N,ಗುದ್ದಲಿ,лопата
334,Schaufel::N,ಸನಿಕೆ,совок
335,Gabel::N,ಕವಲು,вилка
336,Löffel::N,ಚಮಚ,ложка
337,Messer::N,ಚಾಕು,нож
338,Nagel::N,ಆಣಿ,гвоздь
339,Netz::N,ಬಲೆ,сеть
340,Haken::N,ಕೊಂಡಿ,крюк
341,Griff::N,ಹಿಡಿ,ручка
342,Schloss::N,ವೀಗ,замок
343,Bild::N,ಚಿತ್ರ,картина
344,Figur::N,ಆಕಾರ,фигура
345,Puppe::N,ಗೊಂಬೆ,кукла
346,Beutel::N,ಸಂಚಿ,мешок
347,Bündel::N,ಕಟ್ಟು,связка
348,Tasche::N,ಚೀಲ,сумка
349,Eimer::N,ಬಾನೆ,ведро
350,Deckel::N,ಮುಚ್ಚಳ,крышка
351,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,посуда
352,Sack::N,ಮೂಟೆ,мешок
353,Tasse::N,ಬಟ್ಟಲು,чашка
354,Topf::N,ಮಡಕೆ,кастрюля
355,Kessel::N,ಕೆಟಲ್,котел
356,Essen::N,ಊಟ,еда
357,Nahrung::N,ಆಹಾರ,пища
358,Speise::N,ಊಟ,блюдо
359,Speise::N,ಊಟ,кушанье
360,Fleisch::N,ಮಾಂಸ,мясо
361,Getreide::N,ಧಾನ್ಯ,хлеб
362,Brei::N,ಗಂಜಿ,каша
363,Brot::N,ರೊಟ್ಟಿ,хлеб
364,Scheibe::N,ಹೋಳು,ломоть
365,Fett::N,ಕೊಬ್ಬು,жир
366,Butter::N,ಬೆಣ್ಣೆ,масло
367,Öl::N,ಎಣ್ಣೆ,масло
368,Salz::N,ಉಪ್ಪು,соль
369,Suppe::N,ಎಸರು,суп
370,Honig::N,ಮಧು,мед
371,Milch::N,ಹಾಲು,молоко
372,Tee::N,ಚಹ,чай
373,Leder::N,ಚಕ್ಕಳ,кожа
374,Wolle::N,ಉಣ್ಣೆ,шерсть
375,Stoff::N,ಬಟ್ಟೆ,ткань
376,Nadel::N,ಸೂಜಿ,игла
377,Faden::N,ದಾರ,нитка
378,Knopf::N,ಗುಂಡು,пуговица
379,Knoten::N,ಗಂಟು,узел
380,Farbe::N,ಬಣ್ಣ,краска
381,Kleidung::N,ಅರಿವೆ,одежда
382,Hemd::N,ಅಂಗಿ,рубашка
383,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,воротник
384,Ärmel::N,ತೋಳು,рукав
385,Hose::N,ಇಜಾರ,брюки
386,Gürtel::N,ಬೆಲ್ಟು,пояс
387,Mütze::N,ಟೋಪಿ,шапка
388,Schuh::N,ಪಾದರಕ್ಷೆ,ботинок
389,Stiefel::N,ಬೂಟು,сапог
390,Ring::N,ಉಂಗುರ,кольцо
391,Band::N,ರಿಬ್ಬನ್,лента
392,Kamm::N,ಹಣಿಗೆ,расческа
393,Spiegel::N,ಕನ್ನಡಿ,зеркало
394,Riemen::N,ಬಾರು,ремень
395,Schnur::N,ಹುರಿ,веревка
396,Leine::N,ಹಗ್ಗ,поводок
397,Decke::N,ಕಂಬಳಿ,одеяло
398,Kissen::N,ದಿಂಬು,подушка
399,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,платок
400,Handtuch::N,ಚೌಕ,полотенце
401,Kraft::N,ಬಲ,сила
402,Stärke::N,ಶಕ್ತಿ,крепость
403,Gesundheit::N,ಆರೋಗ್ಯ,здоровье
404,Krankheit::N,ರೋಗ,болезнь
405,Schmerz::N,ನೋವು,боль
406,Wunde::N,ಗಾಯ,рана
407,Fieber::N,ಜ್ವರ,лихорадка
408,Fieber::N,ಜ್ವರ,температура
409,Arznei::N,ಔಷಧ,лекарство
410,Brücke::N,ಸೇತುವೆ,мост
411,Brunnen::N,ಬಾವಿ,колодец
412,Weide::N,ಗೋಮಾಳ,пастбище
413,Pfad::N,ದಾರಿ,тропа
414,Weg::N,ಹಾದಿ,путь
415,Weg::N,ಹಾದಿ,дорога
416,Straße::N,ರಸ್ತೆ,улица
417,Straße::N,ರಸ್ತೆ,дорога
418,Dorf::N,ಹಳ್ಳಿ,деревня
419,Stadt::N,ಪಟ್ಟಣ,город
420,Brief::N,ಕಾಗದ,письмо
421,Buch::N,ಪುಸ್ತಕ,книга
422,Buchstabe::N,ಅಕ್ಷರ,буква
423,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газета
424,Leben::N,ಜೀವನ,жизнь
425,Tod::N,ಮರಣ,смерть
426,Grab::N,ಗೋರಿ,могила
427,Kirche::N,ಚರ್ಚು,церковь
428,Sünde::N,ಪಾಪ,грех
429,Gott::N,ದೇವರು,бог
430,Arbeiter::N,ಕೆಲಸಗಾರ,рабочий
431,Chef::N,ದಣಿ,начальник
432,Meister::N,ಶಿಕ್ಷಕ,мастер
433,Arzt::N,ವೈದ್ಯ,врач
434,Lehrer::N,ಉಪಾಧ್ಯಾಯ,учитель
435,Geld::N,ಹಣ,деньги
436,Geschäft::N,ವಾಣಿಜ್ಯ,занятие
437,Laden::N,ಅಂಗಡಿ,магазин
438,Preis::N,ಬೆಲೆ,цена
439,Ware::N,ಸರಕು,товар
440,Nutzen::N,ಲಾಭ,выгода
441,Reichtum::N,ಸಂಪತ್ತು,богатство
442,Welt::N,ಭೂಲೋಕ,мир
443,Land::N,ದೇಶ,страна
444,Staat::N,ರಾಜ್ಯ,государство
445,König::N,ರಾಜ,король
446,Macht::N,ಅಧಿಕಾರ,власть
447,Grenze::N,ಗಡಿ,граница
448,Krieg::N,ಯುದ್ಧ,война
449,Feind::N,ಶತ್ರು,враг
450,Gewalt::N,ಹಿಂಸೆ,насилие
451,Kampf::N,ಹೋರಾಟ,борьба
452,Bogen[Waffe]::N,ಬಿಲ್ಲು,лук
453,Pfeil::N,ಅಂಬು,стрела
454,Gewehr::N,ಬಂದೂಕು,ружье
455,Fehler::N,ತಪ್ಪು,ошибка
456,Lüge::N,ಸುಳ್ಳು,ложь
457,Schaden::N,ಹಾನಿ,вред
458,Unglück::N,ಅಪಾಯ,беда
459,Schuld::N,ದೋಷ,вина
460,Alter::N,ಮುಪ್ಪು,возраст
461,Schluss::N,ಮುಕ್ತಾಯ,окончание
462,Zeit::N,ಕಾಲ,время
463,Tag::N,ದಿನ,день
464,Morgen::N,ಮುಂಜಾನೆ,утро
465,Mittag::N,ನಡುಹಗಲು,полдень
466,Abend::N,ಸಂಜೆ,вечер
467,Nacht::N,ರಾತ್ರಿ,ночь
468,Woche::N,ವಾರ,неделя
469,Monat::N,ತಿಂಗಳು,месяц
470,Jahr::N,ಸಂವತ್ಸರ,год
471,Frühling::N,ವಸಂತ,весна
472,Sommer::N,ಬಿಸಿಲುಕಾಲ,лето
473,Herbst::N,ಶರತ್ಕಾಲ,осень
474,Winter::N,ಚಳಿಗಾಲ,зима
475,Januar::N,ನಾಲ್ಚಳಿ,январь
476,Februar::N,ಅಯ್ಚಳಿ,февраль
477,März::N,ಮೊಬ್ಬೇಸಿಗೆ,март
478,April::N,ಇಬ್ಬೇಸಿಗೆ,апрель
479,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,май
480,Juni::N,ಮೊಮ್ಮಳೆ,июнь
481,Juli::N,ಇಮ್ಮಳೆ,июль
482,August::N,ಮುಮ್ಮಳೆ,август
483,September::N,ನಾಲ್ಮಳೆ,сентябрь
484,Oktober::N,ಮೊಚ್ಚಳಿ,октябрь
485,November::N,ಇಚ್ಚಳಿ,ноябрь
486,Dezember::N,ಮುಚ್ಚಳಿ,декабрь
487,Montag::N,ಸೋಮುವಾರ,понедельник
488,Dienstag::N,ಮಂಗಳವಾರ,вторник
489,Mittwoch::N,ಬುಧವಾರ,среда
490,Donnerstag::N,ಗುರುವಾರ,четверг
491,Freitag::N,ಶುಕ್ರವಾರ,пятница
492,Samstag::N,ಶನಿವಾರ,суббота
493,Sonntag::N,ಭಾನುವಾರ,воскресенье
494,groß::A,ದೊಡ್ಡ,большой
495,klein::A,ಪುಟ್ಟ,маленький
496,lang::A,ದೀರ್ಘ,длинный
497,kurz::A,ಚಕ್ಕ,короткий
498,breit::A,ಅಗಲವಾದ,широкий
499,schmal::A,ಇಕ್ಕಟ್ಟಾದ,узкий
500,dicht::A,ದಟ್ಟ,густой
501,dick[Gegenstand]::A,ದಟ್ಟ,толстый
502,dünn::A,ತೆಳು,тонкий
503,fein::A,ಕೋಮಲ,тонкий
504,fest::A,ಘನ,крепкий
505,flach::A,ಚಪ್ಪಟೆ,плоский
506,glatt::A,ನಯ,гладкий
507,hart::A,ಗಟ್ಟಿ,твердый
508,weich::A,ಮೃದುವಾದ,мягкий
509,rund::A,ವರ್ತುಳ,круглый
510,spitz::A,ಮೊನಚಾದ,остроконечный
511,scharf::A,ತೀಕ್ಷ್ಣ,острый
512,stumpf::A,ಮೊಂಡು,тупой
513,schwer::A,ಭಾರಿ,тяжелый
514,schön::A,ಸುಂದರ,красивый
515,heiß::A,ಬಿಸಿ,жаркий
516,warm::A,ಬಿಸಿ,теплый
517,kalt::A,ತಣ್ಣನೆಯ,холодный
518,kühl::A,ತಂಪಾದ,прохладный
519,frisch::A,ನಿರ್ಮಲ,свежий
520,feucht::A,ಒದ್ದೆಯಾದ,влажный
521,nass::A,ಒದ್ದೆಯಾದ,мокрый
522,trocken::A,ಶುಷ್ಕ,сухой
523,voll::A,ತುಂಬಿದ,полный
524,voll::A,ತುಂಬಿದ,наполненный
525,leer::A,ಖಾಲಿ,пустой
526,offen::A,ಮುಚ್ಚಲ್ಲದ,открытый
527,geschlossen::A,ಮುಚ್ಚಿದ,закрытый
528,sauber::A,ಶುದ್ಧ,чистый
529,schmutzig::A,ಅಶುದ್ಧ,грязный
530,roh::A,ಹಸಿ,сырой
531,reif::A,ಹಣ್ಣಾದ,зрелый
532,lecker::A,ಗುಚಿಕರ,вкусный
533,süß::A,ಸಿಹಿ,сладкий
534,bitter::A,ಕಹಿ,горький
535,sauer::A,ಹುಳಿಯಾದ,кислый
536,hell::A,ಹೊಳೆಯುವ,светлый
537,dunkel::A,ಮಬ್ಬಾದ,темный
538,schwarz::A,ಕಪ್ಪು,черный
539,weiß::A,ಬಿಳಿಯ,белый
540,rot::A,ಕೆಂಪು,красный
541,gelb::A,ಹಳದಯ,желтый
542,blau::A,ನೀಲ,синий
543,grün::A,ಕಾಯಾದ,зеленый
544,grau::A,ಬೂದುಬಣ್ಣದ,серый
545,bunt::A,ವರ್ಣರಂಜಿತ,пестрый
546,billig::A,ಅಗ್ಗ,дешевый
547,teuer::A,ದುಬಾರಿಯಾದ,дорогой
548,wertvoll::A,ಅಮೂಲ್ಯ,ценный
549,blind::A,ಅಂಧ,слепой
550,taub::A,ಕಿವುಡಾದ,глухой
551,kräftig::A,ಪ್ರಬಲ,могучий
552,stark::A,ಶಕ್ತಿವಂತ,сильный
553,schwach::A,ದುರ್ಬಲ,слабый
554,fett::A,ಕೊಬ್ಬಿದ,жирный
555,schlank::A,ತೆಳ್ಳಗಿನ,стройный
556,hübsch::A,ಅಂದವಾದ,прелестный
557,böse::A,ಕೆಟ್ಟ,злой
558,dumm::A,ಮಂದ,глупый
559,faul::A,ಆಲಸ,ленивый
560,fleißig::A,ಕಡಗುವ,прилежный
561,geizig::A,ಜುಗ್ಗ,жадный
562,klug::A,ಚತುರ,умный
563,geschickt::A,ದಕ್ಷ,искусный
564,lieb::A,ಪ್ರಿಯ,милый
565,lustig::A,ಖುಷಿಯಾದ,веселый
566,sanft::A,ಸೌಮ್ಯ,нежный
567,hungrig::A,ಹಸಿದ,голодный
568,krank::A,ಅಸ್ವಸ್ಥ,больной
569,nackt::A,ನಗ್ನ,голый
570,traurig::A,ದುಃಖಿತ,грустный
571,lebendig::A,ಜೀವಂತ,живой
572,gut::A,ಒಳ್ಳೆಯ,хороший
573,schlecht::A,ದುಷ್ಟ,плохой
574,richtig::A,ಸರಿ,правильный
575,schlimm::A,ಅಸಹ್ಯ,отвратительный
576,schlimm::A,ಅಸಹ್ಯ,мерзкий
577,wahr::A,ನಿಜ,настоящий
