,Concept_ID,lt,pl
88,Nebel::N,rūkas,mgła
89,Wolke::N,debesis,obłok
90,Wolke::N,debesis,chmura
91,Regen::N,lietus,deszcz
92,Schnee::N,sniegas,śnieg
93,Eis::N,ledas,lód
94,Frost::N,šalna,mróz
95,Kälte::N,šaltis,chłód
96,Hitze::N,karštis,gorąco
97,Raureif::N,šerkšnas,szron
98,Regenbogen::N,vaivorykštė,tęcza
99,Donner::N,perkūnas,grzmot
100,Donner::N,griaustinis,grzmot
101,Strömung::N,tėkmė,nurt
102,Tropfen::N,lašas,kropla
103,Schaum::N,putos,piana
104,Schmutz::N,purvas,brud
105,See::N,ežeras,jezioro
106,Sumpf::N,klampynė,bagno
107,Sumpf::N,liūnas,bagno
108,Moor::N,pelkė,bagno
109,Wiese::N,pieva,łąka
110,Wald::N,miškas,las
111,Hügel::N,kalva,pagórek
112,Anhöhe::N,kauburys,wzgórze
113,Berg::N,kalnas,góra
114,Gipfel::N,viršūnė,szczyt
115,Gipfel::N,viršūnė,wierzchołek
116,Höhle::N,ola,pieczara
117,Abhang::N,šlaitas,stok
118,Abhang::N,šlaitas,zbocze
119,Abhang::N,nuokalnė,stok
120,Abhang::N,nuokalnė,zbocze
121,Quelle::N,versmė,zdrój
122,Quelle::N,versmė,źródło
123,Quelle::N,šaltinis,zdrój
124,Quelle::N,šaltinis,źródło
125,Bach::N,upelis,potok
126,Bach::N,upelis,strumień
127,Fluss::N,upė,rzeka
128,Ufer::N,krantas,brzeg
129,Küste::N,pajūris,wybrzeże
130,Festland::N,sausuma,ląd
131,Meer::N,jūra,morze
132,Bucht::N,įlanka,zatoka
133,Bucht::N,užutekis,zatoka
134,Insel::N,sala,wyspa
135,Blume::N,gėlė,kwiat
136,Gras::N,žolė,trawa
137,Wurzel::N,šaknis,korzeń
138,Baum::N,medis,drzewo
139,Stamm::N,kamienas,pień
140,Rinde::N,žievė,kora
141,Ast::N,šaka,gałąź
142,Zweig::N,šakelė,gałąź
143,Blatt::N,lapas,liść
144,Birke::N,beržas,brzoza
145,Kiefer[Baum]::N,pušis,sosna
146,Weide[Baum]::N,karklas,wierzba
147,Tanne::N,eglė,jodła
148,Tanne::N,kėnis,jodła
149,Horn::N,ragas,róg
150,Feder::N,plunksna,pióro
151,Fell::N,kailis,futro
152,Flügel::N,sparnas,skrzydło
153,Klaue::N,kanopa,szpon
154,Kralle::N,nagas,pazur
155,Schwanz::N,uodega,ogon
156,Ei::N,kiaušinis,jajko
157,Nest::N,gūžta,gniazdo
158,Nest::N,lizdas,gniazdo
159,Bau::N,ola,nora
160,Tier::N,gyvūnas,zwierzę
161,Herde::N,banda,stado
162,Herde::N,banda,trzoda
163,Herde::N,kaimenė,stado
164,Herde::N,kaimenė,trzoda
165,Kuh::N,karvė,krowa
166,Bulle::N,bulius,byk
167,Pferd::N,arklys,koń
168,Schaf::N,avis,owca
169,Schwein::N,kiaulė,świnia
170,Hund::N,šuo,pies
171,Katze::N,katė,kot
172,Katze::N,katė,kotka
173,Bär::N,lokys,niedźwiedż
174,Eichhörnchen::N,voveraitė,wiewiórka
175,Elch::N,briedis,łóś
176,Fuchs::N,lapė,lis
177,Hase::N,kiškas,zając
178,Maus::N,pelė,mysz
179,Wolf::N,vilkas,wilk
180,Vogel::N,paukštis,ptak
181,Schwarm::N,spiečius,stado
182,Huhn::N,višta,kura
183,Hahn::N,gaidys,kogut
184,Gans::N,žąsis,gęś
185,Adler::N,erelis,orzeł
186,Ente::N,antis,kaczka
187,Eule::N,pelėda,sowa
188,Kranich::N,gervė,żuraw
189,Krähe::N,varna,wrona
190,Kuckuck::N,gegužė,kukułka
191,Schwan::N,gulbė,łabędż
192,Fisch::N,žuvis,ryba
193,Barsch::N,ešerys,okoń
194,Hecht::N,lydeka,szczupak
195,Schlange[Tier]::N,gyvatė,wąż
196,Schlange[Tier]::N,gyvatė,żmija
197,Wurm::N,kirmėlė,robak
198,Spinne::N,voras,pająk
199,Ameise::N,skruzdė,mrówka
200,Laus::N,utėlė,wesz
201,Mücke::N,uodas,komar
202,Fliege::N,musė,mucha
203,Schmetterling::N,drugys,motyl
204,Schmetterling::N,peteliškė,motyl
205,Beere::N,uoga,jagoda
206,Apfel::N,obuolys,jabłko
207,Pilz::N,grybas,grzyb
208,Zwiebel::N,svogūnas,cebula
209,Saat::N,sėkla,siew
210,Korn::N,grūdai,ziarno
211,Heu::N,šienas,siano
212,Schale::N,žievelė,łupina
213,Grube::N,duobė,dół
214,Grube::N,duobė,jama
215,Falle::N,pinklės,pułapka
216,Falle::N,žabangai,pułapka
217,Schlinge::N,kilpa,sidła
218,Spur::N,vėžė,ślad
219,Spur::N,pėdos,ślad
220,Spur::N,pėdsakas,ślad
221,Asche::N,pelenai,popiół
222,Dreck::N,purvas,brud
223,Eisen::N,geležis,żelazo
224,Gold::N,auksas,złoto
225,Silber::N,sidabras,srebro
226,Kohle::N,anglis,węgiel
227,Glas::N,stiklas,szkło
228,Lehm::N,molis,glina
229,Sand::N,smėlis,piasek
230,Mensch::N,žmogus,człowiek
231,Mann::N,vyras,mężczyzna
232,Mann::N,vyriškis,mężczyzna
233,Frau::N,moteris,kobieta
234,Kind::N,vaikas,dziecko
235,Junge::N,vaikinas,chłopak
236,Junge::N,vaikinas,chłopiec
237,Junge::N,berniukas,chłopak
238,Junge::N,berniukas,chłopiec
239,Mädchen::N,mergytė,dziewczynka
240,Mädchen::N,mergaitė,dziewczynka
241,Familie::N,šeima,rodzina
242,Großvater::N,senelis,dziadek
243,Großmutter::N,senelė,babka
244,Eltern::N,tėvai,rodzice
245,Vater::N,tėvas,ojciec
246,Mutter::N,motina,matka
247,Sohn::N,sūnus,syn
248,Tochter::N,duktė,córka
249,Bruder::N,brolis,brat
250,Schwester::N,sesuo,siostra
251,Onkel::N,dėdė,wuj
252,Onkel::N,dėdė,stryj
253,Tante::N,teta,ciotka
254,Ehemann::N,vyras,mąż
255,Ehefrau::N,žmona,żona
256,Freude::N,džiaugsmas,radość
257,Gelächter::N,juokas,śmiech
258,Glück::N,laimė,szczęście
259,Kummer::N,vargas,zmartwienie
260,Kummer::N,rūpestis,zmartwienie
261,Wunsch::N,troškimas,życzenie
262,Wunsch::N,pageidavimas,życzenie
263,Lust::N,noras,chęć
264,Lust::N,noras,ochota
265,Lust::N,geidulys,chęć
266,Lust::N,geidulys,ochota
267,Geist::N,dvasia,duch
268,Gedanke::N,mintis,myśl
269,Gedächtnis::N,atmintis,pamięć
270,Verstand::N,protas,rozum
271,Sinn::N,prasmė,zmysł
272,Grund::N,priežastis,powód
273,Wahrheit::N,tiesa,prawda
274,Wahrheit::N,teisybė,prawda
275,Gespräch::N,pokalbis,rozmowa
276,Märchen::N,pasaka,bajka
277,Erzählung::N,apsakymas,opowiadanie
278,Erzählung::N,pasakojimas,opowiadanie
279,Nachricht::N,žinia,wiadomość
280,Neuigkeit::N,naujiena,nowina
281,Name::N,vardas,imię
282,Rätsel::N,mįslė,zagadka
283,Rede::N,kalba,mowa
284,Sprache::N,kalba,język
285,Stimme::N,balsas,głos
286,Wort::N,žodis,słowo
287,Zeichen::N,žymė,znak
288,Zeichen::N,ženklas,znak
289,Ruf::N,šauksmas,wołanie
290,Lärm::N,triukšmas,hałas
291,Lärm::N,triukšmas,zgiełk
292,Laut::N,garsas,dźwięk
293,Ton::N,tonas,ton
294,Ton::N,tonas,dźwięk
295,Ton::N,garsas,ton
296,Ton::N,garsas,dźwięk
297,Lied::N,daina,pieśń
298,Lied::N,daina,piosenka
299,Lied::N,giesmė,pieśń
300,Lied::N,giesmė,piosenka
301,Ruhe::N,ramybė,spokój
302,Ruhe::N,ramumas,spokój
303,Leute::N,žmonės,ludzie
304,Volk::N,tauta,naród
305,Arbeit::N,darbas,praca
306,Arbeit::N,darbas,robota
307,Arbeit::N,triūsas,praca
308,Arbeit::N,triūsas,robota
309,Gast::N,svečias,gość
310,Geschenk::N,dovana,prezent
311,Geschenk::N,dovana,podarunek
312,Spiel::N,žaismas,gra
313,Spiel::N,žaismas,zabawa
314,Spiel::N,žaidimas,gra
315,Spiel::N,žaidimas,zabawa
316,Gesellschaft::N,draugija,towarzystwo
317,Gesellschaft::N,kompanija,towarzystwo
318,Hilfe::N,pagalba,pomoc
319,Freund::N,draugas,przyjaciel
320,Freund::N,bičiulis,przyjaciel
321,Kamerad::N,draugas,kolega
322,Angelegenheit::N,dalykas,sprawa
323,Angelegenheit::N,reikalas,sprawa
324,Anzahl::N,kiekis,ilość
325,Anzahl::N,skaičius,ilość
326,Art::N,rūšis,rodzaj
327,Stück::N,gabalas,kawałek
328,Teil::N,dalis,część
329,Hälfte::N,pusė,połowa
330,Kreis::N,ratas,krąg
331,Kreis::N,apskritis,krąg
332,Kreis::N,apskritimas,krąg
333,Kreuz::N,kryžius,krzyż
334,Linie::N,linija,linia
335,Strich::N,brėžis,kreska
336,Strich::N,brūkšnys,kreska
337,Abstand::N,atstumas,odstęp
338,Entfernung::N,atstumas,odległość
339,Gegend::N,vietovė,okolica
340,Platz::N,vieta,miejsce
341,Ort::N,vieta,miejsce
342,Ort::N,vietovė,miejsce
343,Seite::N,pusė,bok
344,Seite::N,pusė,strona
345,Seite::N,šonas,bok
346,Seite::N,šonas,strona
347,Mitte::N,vidurys,środek
348,Gegenstand::N,dalykas,przedmiot
349,Sache::N,daiktas,rzecz
350,Rand::N,kraštas,skraj
351,Rand::N,kraštas,krawędź
352,Rand::N,pakraštys,skraj
353,Rand::N,pakraštys,krawędź
354,Kante::N,kraštas,kant
355,Kante::N,kraštas,krawędź
356,Ecke::N,kertė,róg
357,Ecke::N,kampas,róg
358,Spitze::N,priekis,ostrze
359,Spitze::N,priešakys,ostrze
360,Ende::N,galas,koniec
361,Loch::N,skylė,dziura
362,Winkel::N,kampas,kąt
363,Winkel::N,kampas,kącik
364,Winkel::N,kampelis,kąt
365,Winkel::N,kampelis,kącik
366,Muster::N,raštas,wzór
367,Größe::N,dydis,rozmiar
368,Größe::N,dydis,wielkość
369,Größe::N,didumas,rozmiar
370,Größe::N,didumas,wielkość
371,Länge::N,ilgis,długość
372,Länge::N,ilgumas,długość
373,Höhe::N,aukštis,wysokość
374,Höhe::N,aukštuma,wysokość
375,Gewicht::N,svoris,ciężar
376,Gewicht::N,svarstis,ciężar
377,Menge::N,kiekis,ilość
378,Menge::N,daugybė,ilość
379,Haufen::N,krūva,kupa
380,Haufen::N,šūsnis,kupa
381,Reihe::N,greta,rząd
382,Reihe::N,greta,szereg
383,Boot::N,valtis,łódź
384,Boot::N,valtis,łódka
385,Boot::N,laivelis,łódź
386,Boot::N,laivelis,łódka
387,Ruder::N,irklas,wiosło
388,Schlitten::N,rogės,sanki
389,Schlitten::N,rogutės,sanki
390,Ski::N,slidė,narta
391,Lagerfeuer::N,laužas,ognisko
392,Last::N,našta,ciężar
393,Last::N,našta,brzemię
394,Last::N,nešulys,ciężar
395,Last::N,nešulys,brzemię
396,Gang::N,eisena,chód
397,Schritt::N,žingsnis,krok
398,Norden::N,šiaurė,północ
399,Norden::N,žiemiai,północ
400,Süden::N,pietūs,południe
401,Westen::N,vakarai,zachód
402,Osten::N,rytai,wschód
403,Holz::N,mediena,drzewo
404,Brett::N,lenta,deska
405,Platte::N,plokštė,płyta
406,Stütze::N,atrama,podpora
407,Stütze::N,atspara,podpora
408,Stange::N,lazda,drąg
409,Stange::N,lazda,żerdź
410,Stange::N,kartis,drąg
411,Stange::N,kartis,żerdź
412,Stock::N,lazda,kij
413,Stock::N,lazda,laska
414,Stab::N,kartis,pręt
415,Rohr::N,vamzdis,rura
416,Haus::N,namas,dom
417,Heim::N,namai,dom
418,Ofen::N,krosnis,piec
419,Fußboden::N,grindys,podłoga
420,Tisch::N,stalas,stół
421,Stuhl::N,kėdė,krzesło
422,Wiege::N,lopšys,kołyska
423,Bett::N,lova,łóżko
424,Bett::N,lova,pościel
425,Bett::N,patalai,łóżko
426,Bett::N,patalai,pościel
427,Regal::N,lentyna,regał
428,Kiste::N,dėžė,skrzynia
429,Fenster::N,langas,okno
430,Tür::N,durys,drzwi
431,Tor::N,vartai,brama
432,Zaun::N,tvora,płot
433,Zaun::N,tvora,parkan
434,Dach::N,stogas,dach
435,Leiter::N,kopėčios,drabina
436,Besen::N,šluota,miotła
437,Spaten::N,lopeta,rydel
438,Spaten::N,kastuvas,rydel
439,Schaufel::N,semtuvas,łopata
440,Gabel::N,šakutė,widelec
441,Löffel::N,šaukštas,łyżka
442,Messer::N,peilis,nóż
443,Nagel::N,vinis,gwóźdź
444,Netz::N,tinklas,sieć
445,Haken::N,vagis,hak
446,Haken::N,kablys,hak
447,Griff::N,kotas,chwyt
448,Griff::N,rankena,chwyt
449,Schloss::N,spyna,zamek
450,Schloss::N,užraktas,zamek
451,Bild::N,paveikslas,obraz
452,Figur::N,figūra,figura
453,Puppe::N,lėlė,lalka
454,Beutel::N,krepšys,torba
455,Beutel::N,maišelis,torba
456,Bündel::N,ryšulys,wiązka
457,Tasche::N,krepšelis,torba
458,Eimer::N,kibiras,kubeł
459,Eimer::N,kibiras,wiadro
460,Deckel::N,dangtis,przykrywka
461,Geschirr::N,indai,statki
462,Geschirr::N,indai,naczynia
463,Sack::N,maišas,worek
464,Tasse::N,puodukas,filiżanka
465,Topf::N,puodas,garnek
466,Kessel::N,katilas,kocioł
467,Essen::N,valgis,jedzenie
468,Nahrung::N,penas,pokarm
469,Nahrung::N,penas,pożywienie
470,Nahrung::N,maistas,pokarm
471,Nahrung::N,maistas,pożywienie
472,Speise::N,patiekalas,potrawa
473,Speise::N,patiekalas,jedzenie
474,Fleisch::N,mėsa,mięso
475,Getreide::N,javai,zboże
476,Brei::N,košė,kasza
477,Brot::N,duona,chleb
478,Scheibe::N,riekė,kromka
479,Fett::N,taukai,tłuszcz
480,Fett::N,riebalai,tłuszcz
481,Butter::N,sviestas,masło
482,Öl::N,aliejus,olej
483,Salz::N,druska,sól
484,Suppe::N,sriuba,zupa
485,Honig::N,medus,miód
486,Milch::N,pienas,mleko
487,Tee::N,arbata,herbata
488,Leder::N,oda,skóra
489,Wolle::N,vilna,wełna
490,Stoff::N,audeklas,tkanina
491,Stoff::N,audeklas,materiał
492,Nadel::N,adata,igła
493,Faden::N,gija,nić
494,Faden::N,gija,nitka
495,Faden::N,siūlas,nić
496,Faden::N,siūlas,nitka
497,Knopf::N,saga,guzik
498,Knoten::N,mazgas,węzeł
499,Farbe::N,dažai,farba
500,Kleidung::N,rūbai,odzież
501,Kleidung::N,drabužiai,odzież
502,Hemd::N,marškiniai,koszula
503,Kragen::N,apykaklė,kołnierz
504,Ärmel::N,rankovė,rękaw
505,Hose::N,kelnės,spodnie
506,Gürtel::N,juosta,pasek
507,Gürtel::N,diržas,pasek
508,Mütze::N,kepurė,czapka
509,Schuh::N,batas,but
510,Schuh::N,batas,bucik
511,Stiefel::N,auliniai batai,but
512,Stiefel::N,auliniai batai,kozak
513,Ring::N,žiedas,pierścień
514,Band::N,kaspinas,wstęga
515,Kamm::N,šukos,grzebień
516,Spiegel::N,veidrodis,lustro
517,Riemen::N,diržas,rzemień
518,Schnur::N,virvė,sznur
519,Leine::N,pavadėlis,smycz
520,Decke::N,antklodė,kołdra
521,Kissen::N,pagalvė,poduszka
522,Kissen::N,priegalvis,poduszka
523,Tuch::N,skarelė,chustka
524,Handtuch::N,rankšluostis,ręcznik
525,Kraft::N,jėga,moc
526,Kraft::N,jėga,siła
527,Stärke::N,stiprumas,moc
528,Stärke::N,stiprumas,siła
529,Gesundheit::N,sveikata,zdrowie
530,Krankheit::N,liga,choroba
531,Schmerz::N,skausmas,ból
532,Wunde::N,žaizda,rana
533,Fieber::N,karštis,gorączka
534,Arznei::N,vaistas,lekarstwo
535,Brücke::N,tiltas,most
536,Brunnen::N,šulinys,studnia
537,Weide::N,ganykla,pastwisko
538,Weide::N,gluosnis,pastwisko
539,Pfad::N,takas,ścieżka
540,Weg::N,kelias,droga
541,Straße::N,gatvė,ulica
542,Dorf::N,kaimas,wieś
543,Dorf::N,sodžius,wieś
544,Stadt::N,miestas,miasto
545,Brief::N,laiškas,list
546,Buch::N,knyga,książka
547,Buchstabe::N,raidė,litera
548,Zeitung::N,laikraštis,gazeta
549,Zeitung::N,laikraštis,dziennik
550,Leben::N,gyvybė,życie
551,Leben::N,gyvenimas,życie
552,Tod::N,mirtis,śmierć
553,Grab::N,kapas,grób
554,Kirche::N,bažnyčia,kościół
555,Sünde::N,nuodėmė,grzech
556,Sünde::N,nusidėjimas,grzech
557,Gott::N,dievas,bóg
558,Arbeiter::N,darbininkas,robotnik
559,Chef::N,šefas,szef
560,Chef::N,vadovas,szef
561,Chef::N,viršininkas,szef
562,Meister::N,meistras,mistrz
563,Meister::N,meistras,majster
564,Arzt::N,gydytojas,lekarz
565,Lehrer::N,mokytojas,nauczyciel
566,Geld::N,pinigai,pieniądze
567,Geschäft::N,biznis,sprawa
568,Geschäft::N,biznis,interes
569,Laden::N,krautuvė,sklep
570,Laden::N,parduotuvė,sklep
571,Preis::N,kaina,cena
572,Ware::N,prekė,towar
573,Nutzen::N,nauda,pożytek
574,Nutzen::N,pelnas,pożytek
575,Reichtum::N,turtas,bogactwo
576,Welt::N,pasaulis,świat
577,Land::N,žemė,kraj
578,Land::N,šalis,kraj
579,Staat::N,valstija,państwo
580,König::N,karalius,król
581,Macht::N,galia,władza
582,Macht::N,valdžia,władza
583,Grenze::N,riba,granica
584,Grenze::N,siena,granica
585,Krieg::N,karas,wojna
586,Feind::N,priešas,wróg
587,Gewalt::N,jėga,władza
588,Gewalt::N,smurtas,władza
589,Gewalt::N,prievarta,władza
590,Kampf::N,kova,bój
591,Kampf::N,kova,walka
592,Bogen[Waffe]::N,lankas,łuk
593,Pfeil::N,strėlė,strzała
594,Gewehr::N,šautuvas,karabin
595,Fehler::N,klaida,błąd
596,Lüge::N,melas,kłamstwo
597,Schaden::N,nuostolis,szkoda
598,Schaden::N,apgadinimas,szkoda
599,Unglück::N,nelaimė,nieszczęście
600,Schuld::N,kaltė,wina
601,Alter::N,amžius,wiek
602,Schluss::N,pabaiga,koniec
603,Schluss::N,pabaiga,zakończenie
604,Zeit::N,laikas,czas
605,Tag::N,diena,dzień
606,Morgen::N,rytas,ranek
607,Morgen::N,rytas,poranek
608,Mittag::N,vidurdienis,południe
609,Abend::N,vakaras,wieczór
610,Nacht::N,naktis,noc
611,Woche::N,savaitė,tydzień
612,Monat::N,mėnuo,miesiąc
613,Jahr::N,metai,rok
614,Frühling::N,pavasaris,wiosna
615,Sommer::N,vasara,lato
616,Herbst::N,ruduo,jesień
617,Winter::N,žiema,zima
618,Januar::N,sausis,styczeń
619,Februar::N,vasaris,luty
620,März::N,kovas,marzec
621,April::N,balandis,kwiecień
622,Mai::N,gegužė,maj
623,Juni::N,birželis,czerwiec
624,Juli::N,liepa,lipiec
625,August::N,rugpjūtis,sierpień
626,September::N,rugsėjis,wrzesień
627,Oktober::N,spalis,październik
628,November::N,lapkritis,listopad
629,Dezember::N,gruodis,grudzień
630,Montag::N,pirmadienis,poniedziałek
631,Dienstag::N,antradienis,wtorek
632,Mittwoch::N,trečiadienis,środa
633,Donnerstag::N,ketvirtadienis,czwartek
634,Freitag::N,penktadienis,piątek
635,Samstag::N,šeštadienis,sobota
636,Sonntag::N,sekmadienis,niedziela
637,groß::A,didis,duży
638,groß::A,didis,wielki
639,groß::A,didelis,duży
640,groß::A,didelis,wielki
641,klein::A,mažas,mały
642,lang::A,ilgas,długi
643,kurz::A,trumpas,krótki
644,breit::A,platus,szeroki
645,schmal::A,smulkus,wąski
646,dicht::A,tankus,gęsty
647,dick[Gegenstand]::A,storas,gruby
648,dünn::A,plonas,cienki
649,fein::A,smulkus,drobny
650,fest::A,kietas,mocny
651,fest::A,kietas,twardy
652,fest::A,tvirtas,mocny
653,fest::A,tvirtas,twardy
654,flach::A,lėkštas,płaski
655,flach::A,plokščias,płaski
656,glatt::A,slidus,gładki
657,hart::A,kietas,twardy
658,weich::A,minkštas,miękki
659,rund::A,apvalus,okrągły
660,rund::A,apskritas,okrągły
661,spitz::A,aštrus,spiczasty
662,spitz::A,smailus,spiczasty
663,scharf::A,aštrus,ostry
664,stumpf::A,bukas,tępy
665,stumpf::A,atšipęs,tępy
666,schwer::A,sunkus,ciężki
667,schön::A,gražus,ładny
668,schön::A,gražus,piękny
669,heiß::A,karštas,gorący
670,warm::A,šiltas,ciepły
671,kalt::A,šaltas,zimny
672,kühl::A,vėsus,chłodny
673,kühl::A,bejausmis,chłodny
674,frisch::A,šviežias,świeży
675,feucht::A,drėgnas,wilgotny
676,nass::A,šlapias,mokry
677,trocken::A,sausas,suchy
678,voll::A,pilnas,pełny
679,leer::A,tuščias,pusty
680,leer::A,tuščias,próżny
681,offen::A,atviras,otwarty
682,geschlossen::A,uždaras,zamknięty
683,geschlossen::A,uždarytas,zamknięty
684,sauber::A,švarus,czysty
685,schmutzig::A,nešvarus,brudny
686,schmutzig::A,purvinas,brudny
687,roh::A,žalias,surowy
688,reif::A,prinokęs,dojrzały
689,reif::A,pribrendęs,dojrzały
690,lecker::A,gardus,smaczny
691,süß::A,saldus,słodki
692,bitter::A,kartus,gorzki
693,sauer::A,gižus,kwaśny
694,sauer::A,rūgštus,kwaśny
695,hell::A,šviesus,jasny
696,hell::A,skaistus,jasny
697,dunkel::A,tamsus,ciemny
698,schwarz::A,juodas,czarny
699,weiß::A,baltas,biały
700,rot::A,raudonas,czerwony
701,gelb::A,geltonas,żółty
702,blau::A,mėlynas,błękitny
703,blau::A,mėlynas,niebieski
704,grün::A,žalias,zielony
705,grau::A,pilkas,szary
706,bunt::A,margas,barwny
707,bunt::A,spalvotas,barwny
708,billig::A,pigus,tani
709,teuer::A,brangus,drogi
710,wertvoll::A,vertingas,cenny
711,blind::A,aklas,ślepy
712,taub::A,kurčias,głuchy
713,kräftig::A,stiprus,mocny
714,stark::A,stiprus,silny
715,schwach::A,silpnas,słaby
716,fett::A,riebus,tłusty
717,schlank::A,laibas,smukły
718,schlank::A,lieknas,smukły
719,hübsch::A,gražus,ładny
720,böse::A,blogas,zły
721,dumm::A,paikas,głupi
722,dumm::A,kvailas,głupi
723,faul::A,tingus,leniwy
724,fleißig::A,stropus,pilny
725,fleißig::A,kruopštus,pilny
726,geizig::A,šykštus,skąpy
727,klug::A,sumanus,mądry
728,klug::A,protingas,mądry
729,geschickt::A,apsukrus,zręczny
730,lieb::A,mielas,miły
731,lustig::A,smagus,wesoły
732,lustig::A,linksmas,wesoły
733,sanft::A,švelnus,łagodny
734,sanft::A,minkštas,łagodny
735,hungrig::A,alkanas,głodny
736,krank::A,ligotas,chory
737,krank::A,sergantis,chory
738,nackt::A,nuogas,nagi
739,traurig::A,liūdnas,smutny
740,lebendig::A,gyvas,żywy
741,gut::A,geras,dobry
742,schlecht::A,blogas,zły
743,schlecht::A,prastas,zły
744,richtig::A,tikras,słuszny
745,richtig::A,tikras,właściwy
746,richtig::A,teisingas,słuszny
747,richtig::A,teisingas,właściwy
748,schlimm::A,blogas,zły
749,schlimm::A,prastas,zły
750,wahr::A,tikras,prawdziwy
751,alt::A,senas,stary
752,neu::A,naujas,nowy
753,ehemalig::A,buvęs,były
754,alt[Lebewesen]::A,pagyvenęs,stary
755,jung::A,jaunas,młody
756,arm::A,neturtingas,ubogi
757,arm::A,neturtingas,biedny
758,reich::A,turtingas,bogaty
759,bekannt::A,žinomas,znany
760,bekannt::A,pažįstamas,znany
761,berühmt::A,žymus,słynny
762,berühmt::A,garsus,słynny
763,fremd::A,svetimas,obcy
764,fremd::A,svetimas,cudzy
765,verschieden::A,įvairus,różny
766,nah::A,artimas,bliski
767,fern::A,tolimas,daleki
768,linker::A,kairys,lewy
769,rechter::A,dešinys,prawy
770,anderer::A,kitas,inny
771,erster::A,pirmas,pierwszy
772,zweiter::A,antras,drugi
773,dritter::A,trečias,trzeci
774,letzter::A,paskutinis,ostatni
775,allein::ADV,vienas,sam
776,auf einmal::ADV,iš karto,naraz
777,zusammen::ADV,kartu,razem
778,zusammen::ADV,drauge,razem
779,lange::ADV,ilgai,długo
780,plötzlich::ADV,staiga,nagle
781,sofort::ADV,tuojau,natychmiast
782,später::ADV,vėliau,później
783,später::ADV,paskiau,później
784,jetzt::ADV,dabãr,teraz
785,jetzt::ADV,dabãr,obecnie
786,heute::ADV,šiandien,dziś
787,heute::ADV,šiandien,dzisiaj
788,morgen::ADV,rytoj,jutro
789,bald::ADV,greitai,wkrótce
790,bald::ADV,netrukus,wkrótce
791,dann::ADV,po to,potem
792,gestern::ADV,vakar,wczoraj
793,einst::ADV,kadaise,kiedyś
794,einst::ADV,kadaise,niegdyś
