,Concept_ID,lt,br
145,Nest::N,lizdas,neizh
146,Bau::N,ola,douarenn
147,Tier::N,gyvūnas,loen
148,Herde::N,banda,tropell
149,Herde::N,kaimenė,tropell
150,Kuh::N,karvė,buoc'h
151,Bulle::N,bulius,tarv
152,Pferd::N,arklys,marc'h
153,Schaf::N,avis,dañvad
154,Schwein::N,kiaulė,pemoc'h
155,Hund::N,šuo,ki
156,Katze::N,katė,kazh
157,Bär::N,lokys,arzh
158,Eichhörnchen::N,voveraitė,gwiñver
159,Elch::N,briedis,karv-dour
160,Fuchs::N,lapė,louarn
161,Hase::N,kiškas,gad
162,Maus::N,pelė,logodenn
163,Wolf::N,vilkas,bleiz
164,Vogel::N,paukštis,labous
165,Schwarm::N,spiečius,nijad
166,Huhn::N,višta,yar
167,Hahn::N,gaidys,kilhog
168,Gans::N,žąsis,gwazenn
169,Adler::N,erelis,erer
170,Ente::N,antis,houad
171,Eule::N,pelėda,toud
172,Kranich::N,gervė,garan
173,Krähe::N,varna,bran
174,Kuckuck::N,gegužė,koukoug
175,Schwan::N,gulbė,alarc'h
176,Fisch::N,žuvis,pesk
177,Barsch::N,ešerys,brell
178,Hecht::N,lydeka,beked
179,Schlange[Tier]::N,gyvatė,naer
180,Wurm::N,kirmėlė,preñv
181,Spinne::N,voras,kevnidenn
182,Ameise::N,skruzdė,merion
183,Laus::N,utėlė,laouenn
184,Mücke::N,uodas,moustik
185,Fliege::N,musė,kelienenn
186,Schmetterling::N,drugys,balafenn
187,Schmetterling::N,peteliškė,balafenn
188,Beere::N,uoga,hog
189,Apfel::N,obuolys,aval
190,Pilz::N,grybas,kabell-touseg
191,Zwiebel::N,svogūnas,ognonenn
192,Saat::N,sėkla,had
193,Korn::N,grūdai,ed
194,Heu::N,šienas,foenn
195,Schale::N,žievelė,peliadur
196,Grube::N,duobė,
197,Falle::N,pinklės,pech
198,Falle::N,žabangai,pech
199,Schlinge::N,kilpa,krouglas
200,Spur::N,vėžė,
201,Spur::N,pėdos,
202,Spur::N,pėdsakas,
203,Asche::N,pelenai,ludu
204,Dreck::N,purvas,fank
205,Eisen::N,geležis,houarn
206,Gold::N,auksas,aour
207,Silber::N,sidabras,arc'hant
208,Kohle::N,anglis,glaou
209,Glas::N,stiklas,gwer
210,Lehm::N,molis,
211,Sand::N,smėlis,traezh
212,Mensch::N,žmogus,den
213,Mann::N,vyras,den
214,Mann::N,vyriškis,den
215,Frau::N,moteris,maouez
216,Kind::N,vaikas,bugel
217,Junge::N,vaikinas,paotr
218,Junge::N,berniukas,paotr
219,Mädchen::N,mergytė,plac'h
220,Mädchen::N,mergaitė,plac'h
221,Familie::N,šeima,familh
222,Großvater::N,senelis,tad-kozh
223,Großmutter::N,senelė,mamm-gozh
224,Eltern::N,tėvai,kerent
225,Vater::N,tėvas,tad
226,Mutter::N,motina,mamm
227,Sohn::N,sūnus,mab
228,Tochter::N,duktė,merc'h
229,Bruder::N,brolis,breur
230,Schwester::N,sesuo,c'hoar
231,Onkel::N,dėdė,eontr
232,Tante::N,teta,moereb
233,Ehemann::N,vyras,gwaz
234,Ehefrau::N,žmona,gwreg
235,Freude::N,džiaugsmas,levenez
236,Gelächter::N,juokas,c'hoarzherezh
237,Glück::N,laimė,chañs
238,Kummer::N,vargas,doan
239,Kummer::N,rūpestis,doan
240,Wunsch::N,troškimas,c'hoant
241,Wunsch::N,pageidavimas,c'hoant
242,Lust::N,noras,c'hoant
243,Lust::N,geidulys,c'hoant
244,Geist::N,dvasia,spered
245,Gedanke::N,mintis,soñj
246,Gedächtnis::N,atmintis,eñvor
247,Verstand::N,protas,skiant
248,Sinn::N,prasmė,ster
249,Grund::N,priežastis,kaoz
250,Wahrheit::N,tiesa,gwirionez
251,Wahrheit::N,teisybė,gwirionez
252,Gespräch::N,pokalbis,kaozeadenn
253,Märchen::N,pasaka,kaoz korriganez
254,Erzählung::N,apsakymas,kontadenn
255,Erzählung::N,pasakojimas,kontadenn
256,Nachricht::N,žinia,keloù
257,Neuigkeit::N,naujiena,kelaouenn
258,Name::N,vardas,anv
259,Rätsel::N,mįslė,divinatez
260,Rede::N,kalba,diskour
261,Sprache::N,kalba,yezh
262,Stimme::N,balsas,mouezh
263,Wort::N,žodis,ger
264,Zeichen::N,žymė,sin
265,Zeichen::N,ženklas,sin
266,Ruf::N,šauksmas,galv
267,Lärm::N,triukšmas,trouz
268,Laut::N,garsas,
269,Ton::N,tonas,ton
270,Ton::N,garsas,ton
271,Lied::N,daina,kanaouenn
272,Lied::N,giesmė,kanaouenn
273,Ruhe::N,ramybė,sioulded
274,Ruhe::N,ramumas,sioulded
275,Leute::N,žmonės,tud
276,Volk::N,tauta,pobl
277,Arbeit::N,darbas,labour
278,Arbeit::N,triūsas,labour
279,Gast::N,svečias,kouviad
280,Geschenk::N,dovana,prof
281,Spiel::N,žaismas,c'hoari
282,Spiel::N,žaidimas,c'hoari
283,Gesellschaft::N,draugija,kompagnunezh
284,Gesellschaft::N,draugija,kavandad
285,Gesellschaft::N,kompanija,kompagnunezh
286,Gesellschaft::N,kompanija,kavandad
287,Hilfe::N,pagalba,sikour
288,Freund::N,draugas,mignon
289,Freund::N,bičiulis,mignon
290,Kamerad::N,draugas,kamarad
291,Angelegenheit::N,dalykas,afer
292,Angelegenheit::N,reikalas,afer
293,Anzahl::N,kiekis,niver
294,Anzahl::N,skaičius,niver
295,Art::N,rūšis,sort
296,Stück::N,gabalas,tamm
297,Teil::N,dalis,pezh
298,Hälfte::N,pusė,hanterenn
299,Kreis::N,ratas,kelc'h
300,Kreis::N,apskritis,kelc'h
301,Kreis::N,apskritimas,kelc'h
302,Kreuz::N,kryžius,kroaz
303,Linie::N,linija,linenn
304,Strich::N,brėžis,tenn
305,Strich::N,brūkšnys,tenn
306,Abstand::N,atstumas,distok
307,Entfernung::N,atstumas,keid
308,Entfernung::N,atstumas,kehid
309,Gegend::N,vietovė,korn-bro
310,Platz::N,vieta,plasenn
311,Ort::N,vieta,lec'h
312,Ort::N,vietovė,lec'h
313,Seite::N,pusė,tu
314,Seite::N,šonas,tu
315,Mitte::N,vidurys,kreiz
316,Gegenstand::N,dalykas,tra
317,Sache::N,daiktas,tra
318,Rand::N,kraštas,kantenn
319,Rand::N,pakraštys,kantenn
320,Kante::N,kraštas,kantenn
321,Ecke::N,kertė,korn
322,Ecke::N,kampas,korn
323,Spitze::N,priekis,begell
324,Spitze::N,priešakys,begell
325,Ende::N,galas,dibenn
326,Loch::N,skylė,toull
327,Winkel::N,kampas,
328,Winkel::N,kampelis,
329,Muster::N,raštas,tresadenn
330,Größe::N,dydis,ment
331,Größe::N,didumas,ment
332,Länge::N,ilgis,hirder
333,Länge::N,ilgumas,hirder
334,Höhe::N,aukštis,uhelder
335,Höhe::N,aukštuma,uhelder
336,Gewicht::N,svoris,pouez
337,Gewicht::N,svarstis,pouez
338,Menge::N,kiekis,bern
339,Menge::N,daugybė,bern
340,Haufen::N,krūva,bern
341,Haufen::N,šūsnis,bern
342,Reihe::N,greta,steud
343,Boot::N,valtis,bag
344,Boot::N,laivelis,bag
345,Ruder::N,irklas,roeñv
346,Schlitten::N,rogės,trainell
347,Schlitten::N,rogutės,trainell
348,Ski::N,slidė,ski
349,Lagerfeuer::N,laužas,
350,Last::N,našta,karg
351,Last::N,nešulys,karg
352,Gang::N,eisena,kerzh
353,Schritt::N,žingsnis,paz
354,Norden::N,šiaurė,norzh
355,Norden::N,šiaurė,hanternoz
356,Norden::N,žiemiai,norzh
357,Norden::N,žiemiai,hanternoz
358,Süden::N,pietūs,su
359,Süden::N,pietūs,kreisteiz
360,Westen::N,vakarai,kuzh-heol
361,Osten::N,rytai,reter
362,Osten::N,rytai,sav-heol
363,Holz::N,mediena,koad
364,Brett::N,lenta,plankenn
365,Platte::N,plokštė,plakenn
366,Stütze::N,atrama,harp
367,Stütze::N,atspara,harp
368,Stange::N,lazda,sparl
369,Stange::N,kartis,sparl
370,Stock::N,lazda,bazh
371,Stab::N,kartis,bazh
372,Rohr::N,vamzdis,tub
373,Rohr::N,vamzdis,korz
374,Haus::N,namas,ti
375,Heim::N,namai,kêr
376,Ofen::N,krosnis,forn
377,Fußboden::N,grindys,plañchod
378,Tisch::N,stalas,taol
379,Stuhl::N,kėdė,kador
380,Wiege::N,lopšys,kavell
381,Bett::N,lova,gwele
382,Bett::N,patalai,gwele
383,Regal::N,lentyna,estajerenn
384,Kiste::N,dėžė,kased
385,Fenster::N,langas,prenestr
386,Tür::N,durys,dor
387,Tor::N,vartai,portal
388,Zaun::N,tvora,sklotur
389,Dach::N,stogas,toenn
390,Leiter::N,kopėčios,skeul
391,Besen::N,šluota,skubell
392,Spaten::N,lopeta,pal
393,Spaten::N,kastuvas,pal
394,Schaufel::N,semtuvas,pal
395,Gabel::N,šakutė,fourchetez
396,Löffel::N,šaukštas,loa
397,Messer::N,peilis,kontell
398,Nagel::N,vinis,tach
399,Netz::N,tinklas,roued
400,Haken::N,vagis,krog
401,Haken::N,kablys,krog
402,Griff::N,kotas,kemer
403,Griff::N,rankena,kemer
404,Schloss::N,spyna,potenn
405,Schloss::N,užraktas,potenn
406,Bild::N,paveikslas,skeudenn
407,Figur::N,figūra,skeud
408,Figur::N,figūra,figur
409,Puppe::N,lėlė,merc'hodenn
410,Beutel::N,krepšys,sac'h
411,Beutel::N,maišelis,sac'h
412,Bündel::N,ryšulys,feskenn
413,Tasche::N,krepšelis,sac'h
414,Eimer::N,kibiras,sailh
415,Deckel::N,dangtis,pallenn
416,Geschirr::N,indai,listriaj
417,Sack::N,maišas,sac'h
418,Tasse::N,puodukas,tas
419,Topf::N,puodas,pod
420,Kessel::N,katilas,chaodouron
421,Essen::N,valgis,pred
422,Nahrung::N,penas,boued
423,Nahrung::N,maistas,boued
424,Speise::N,patiekalas,meuz
425,Fleisch::N,mėsa,kig
426,Getreide::N,javai,ed
427,Brei::N,košė,yod
428,Brot::N,duona,bara
429,Scheibe::N,riekė,tailhenn
430,Fett::N,taukai,lard
431,Fett::N,riebalai,lard
432,Butter::N,sviestas,amann
433,Öl::N,aliejus,eoul
434,Salz::N,druska,holen
435,Suppe::N,sriuba,soubenn
436,Honig::N,medus,mel
437,Milch::N,pienas,laezh
438,Tee::N,arbata,te
439,Leder::N,oda,lêr
440,Wolle::N,vilna,gloan
441,Stoff::N,audeklas,danvez
442,Nadel::N,adata,nadoz
443,Faden::N,gija,neudenn
444,Faden::N,siūlas,neudenn
445,Knopf::N,saga,bouton
446,Knoten::N,mazgas,skoulm
447,Farbe::N,dažai,liv
448,Kleidung::N,rūbai,dilhad
449,Kleidung::N,drabužiai,dilhad
450,Hemd::N,marškiniai,roc'hed
451,Kragen::N,apykaklė,gouzoug
452,Ärmel::N,rankovė,milgin
453,Hose::N,kelnės,bragoù
454,Gürtel::N,juosta,gouriz
455,Gürtel::N,diržas,gouriz
456,Mütze::N,kepurė,boned
457,Schuh::N,batas,botez
458,Stiefel::N,auliniai batai,botez
459,Ring::N,žiedas,gwalenn
460,Band::N,kaspinas,bagad
461,Kamm::N,šukos,krib
462,Spiegel::N,veidrodis,melezour
463,Riemen::N,diržas,lerenn
464,Schnur::N,virvė,kordenn
465,Leine::N,pavadėlis,roll
466,Decke::N,antklodė,golo
467,Kissen::N,pagalvė,goubenner
468,Kissen::N,priegalvis,goubenner
469,Tuch::N,skarelė,mezher
470,Handtuch::N,rankšluostis,toailhon
471,Kraft::N,jėga,nerzh
472,Stärke::N,stiprumas,nerzhder
473,Gesundheit::N,sveikata,yec'hed
474,Krankheit::N,liga,klañved
475,Schmerz::N,skausmas,poan
476,Schmerz::N,skausmas,droug
477,Wunde::N,žaizda,gloazadenn
478,Fieber::N,karštis,terzhienn
479,Arznei::N,vaistas,louzoù
480,Brücke::N,tiltas,pont
481,Brunnen::N,šulinys,puñs
482,Weide::N,ganykla,prad
483,Weide::N,gluosnis,prad
484,Pfad::N,takas,gwenodenn
485,Weg::N,kelias,hent
486,Straße::N,gatvė,ru
487,Straße::N,gatvė,hent
488,Dorf::N,kaimas,kêr
489,Dorf::N,kaimas,kêriadenn
490,Dorf::N,sodžius,kêr
491,Dorf::N,sodžius,kêriadenn
492,Stadt::N,miestas,kêr
493,Brief::N,laiškas,lizher
494,Buch::N,knyga,levr
495,Buchstabe::N,raidė,lizherenn
496,Zeitung::N,laikraštis,kazetenn
497,Leben::N,gyvybė,buhez
498,Leben::N,gyvenimas,buhez
499,Tod::N,mirtis,marv
500,Grab::N,kapas,bez
501,Kirche::N,bažnyčia,iliz
502,Sünde::N,nuodėmė,pec'hed
503,Sünde::N,nusidėjimas,pec'hed
504,Gott::N,dievas,doue
505,Arbeiter::N,darbininkas,labourer
506,Arbeiter::N,darbininkas,micherour
507,Chef::N,šefas,penn
508,Chef::N,vadovas,penn
509,Chef::N,viršininkas,penn
510,Meister::N,meistras,mestr
511,Arzt::N,gydytojas,mezeg
512,Arzt::N,gydytojas,medisin
513,Lehrer::N,mokytojas,skolaer
514,Lehrer::N,mokytojas,kelenner
515,Geld::N,pinigai,arc'hant
516,Geschäft::N,biznis,stal
517,Laden::N,krautuvė,stal
518,Laden::N,parduotuvė,stal
519,Preis::N,kaina,priz
520,Ware::N,prekė,marc'hadourezh
521,Nutzen::N,nauda,gounidegezh
522,Nutzen::N,nauda,lañs
523,Nutzen::N,nauda,profit
524,Nutzen::N,nauda,spleit
525,Nutzen::N,pelnas,gounidegezh
526,Nutzen::N,pelnas,lañs
527,Nutzen::N,pelnas,profit
528,Nutzen::N,pelnas,spleit
529,Reichtum::N,turtas,pinvidigezh
530,Welt::N,pasaulis,douar
531,Land::N,žemė,bro
532,Land::N,šalis,bro
533,Staat::N,valstija,stad
534,König::N,karalius,roue
535,Macht::N,galia,galloud
536,Macht::N,valdžia,galloud
537,Grenze::N,riba,harzoù
538,Grenze::N,siena,harzoù
539,Krieg::N,karas,brezel
540,Feind::N,priešas,eneber
541,Gewalt::N,jėga,tâerder
542,Gewalt::N,smurtas,tâerder
543,Gewalt::N,prievarta,tâerder
544,Kampf::N,kova,kann
545,Bogen[Waffe]::N,lankas,gwareg
546,Pfeil::N,strėlė,saezh
547,Gewehr::N,šautuvas,fuzuilh
548,Fehler::N,klaida,fazi
549,Lüge::N,melas,gaou
550,Schaden::N,nuostolis,gwall
551,Schaden::N,apgadinimas,gwall
552,Unglück::N,nelaimė,gwalleur
553,Schuld::N,kaltė,kablusted
554,Schuld::N,kaltė,pec'hedigezh
555,Alter::N,amžius,oad
556,Schluss::N,pabaiga,diwezh
557,Zeit::N,laikas,amzer
558,Tag::N,diena,deizh
559,Morgen::N,rytas,beure
560,Morgen::N,rytas,mintin
561,Mittag::N,vidurdienis,kreisteiz
562,Abend::N,vakaras,abardaez
563,Nacht::N,naktis,noz
564,Woche::N,savaitė,sizhun
565,Monat::N,mėnuo,miz
566,Jahr::N,metai,bloaz
567,Frühling::N,pavasaris,nevezamzer
568,Sommer::N,vasara,hañv
569,Herbst::N,ruduo,diskaramzer
570,Winter::N,žiema,goañv
571,Januar::N,sausis,Genver
572,Februar::N,vasaris,C'hwevrer
573,März::N,kovas,Meurzh
574,April::N,balandis,Ebrel
575,Mai::N,gegužė,Mae
576,Juni::N,birželis,Mezheven
577,Juli::N,liepa,Gouhere
578,August::N,rugpjūtis,Eost
579,September::N,rugsėjis,Gwengolo
580,Oktober::N,spalis,Here
581,November::N,lapkritis,Du
582,Dezember::N,gruodis,Kerzu
583,Montag::N,pirmadienis,Lun
584,Dienstag::N,antradienis,Meurzh
585,Mittwoch::N,trečiadienis,Merc'her
586,Donnerstag::N,ketvirtadienis,Yaou
587,Freitag::N,penktadienis,Gwener
588,Samstag::N,šeštadienis,Sadorn
589,Sonntag::N,sekmadienis,Sul
590,groß::A,didis,bras
591,groß::A,didelis,bras
592,klein::A,mažas,bihan
593,lang::A,ilgas,hir
594,kurz::A,trumpas,berr
595,breit::A,platus,ledan
596,schmal::A,smulkus,strizh
597,dicht::A,tankus,stank
598,dick[Gegenstand]::A,storas,tev
599,dünn::A,plonas,moan
600,fein::A,smulkus,munut
601,fest::A,kietas,start
602,fest::A,tvirtas,start
603,flach::A,lėkštas,plaen
604,flach::A,plokščias,plaen
605,glatt::A,slidus,lintr
606,glatt::A,slidus,levn
607,hart::A,kietas,kalet
608,weich::A,minkštas,blot
609,rund::A,apvalus,ront
610,rund::A,apskritas,ront
611,spitz::A,aštrus,poentet
612,spitz::A,smailus,poentet
613,scharf::A,aštrus,dremm
614,stumpf::A,bukas,talsoc'h
615,stumpf::A,atšipęs,talsoc'h
616,schwer::A,sunkus,pounner
617,schön::A,gražus,kaer
618,heiß::A,karštas,tomm
619,warm::A,šiltas,tomm
620,kalt::A,šaltas,yen
621,kühl::A,vėsus,yen
622,kühl::A,bejausmis,yen
623,frisch::A,šviežias,fresk
624,feucht::A,drėgnas,gleb
625,nass::A,šlapias,gleb
626,trocken::A,sausas,sec'h
627,voll::A,pilnas,leun
628,leer::A,tuščias,goullo
629,offen::A,atviras,digor
630,geschlossen::A,uždaras,serr
631,geschlossen::A,uždarytas,serr
632,sauber::A,švarus,naet
633,schmutzig::A,nešvarus,lous
634,schmutzig::A,purvinas,lous
635,roh::A,žalias,kriz
636,reif::A,prinokęs,darev
637,reif::A,pribrendęs,darev
638,lecker::A,gardus,lipous
639,lecker::A,gardus,saourus
640,süß::A,saldus,dous
641,bitter::A,kartus,c'hwerv
642,sauer::A,gižus,trenk
643,sauer::A,rūgštus,trenk
644,hell::A,šviesus,sklaer
645,hell::A,skaistus,sklaer
646,dunkel::A,tamsus,teñval
647,schwarz::A,juodas,du
648,weiß::A,baltas,gwenn
649,rot::A,raudonas,ruz
650,gelb::A,geltonas,melen
651,blau::A,mėlynas,glas
652,grün::A,žalias,gwer
653,grau::A,pilkas,louet
654,bunt::A,margas,liesliv
655,bunt::A,spalvotas,liesliv
656,billig::A,pigus,marc'had-mat
657,teuer::A,brangus,ker
658,wertvoll::A,vertingas,prizius
659,blind::A,aklas,dall
660,taub::A,kurčias,bouzar
661,kräftig::A,stiprus,start
662,stark::A,stiprus,kreñv
663,schwach::A,silpnas,gwan
664,fett::A,riebus,lard
665,schlank::A,laibas,sinkl
666,schlank::A,lieknas,sinkl
667,hübsch::A,gražus,koant
668,böse::A,blogas,gwall
669,dumm::A,paikas,glep
670,dumm::A,kvailas,glep
671,faul::A,tingus,lezirek
672,fleißig::A,stropus,studius
673,fleißig::A,kruopštus,studius
674,geizig::A,šykštus,tost
675,klug::A,sumanus,speredek
676,klug::A,protingas,speredek
677,geschickt::A,apsukrus,dornet
678,lieb::A,mielas,koant
679,lustig::A,smagus,laouen
680,lustig::A,linksmas,laouen
681,sanft::A,švelnus,flour
682,sanft::A,minkštas,flour
683,hungrig::A,alkanas,marnaon
684,krank::A,ligotas,klañv
685,krank::A,sergantis,klañv
686,nackt::A,nuogas,noazh
687,traurig::A,liūdnas,trist
688,lebendig::A,gyvas,bev
689,gut::A,geras,mad
690,schlecht::A,blogas,fall
691,schlecht::A,blogas,gwall
692,schlecht::A,prastas,fall
693,schlecht::A,prastas,gwall
694,richtig::A,tikras,reizh
695,richtig::A,teisingas,reizh
696,schlimm::A,blogas,gwall
697,schlimm::A,prastas,gwall
698,wahr::A,tikras,gwir
699,alt::A,senas,kozh
700,neu::A,naujas,nevez
701,ehemalig::A,buvęs,kozh
702,alt[Lebewesen]::A,pagyvenęs,kozh
703,jung::A,jaunas,yaouank
704,arm::A,neturtingas,paour
705,reich::A,turtingas,pinvidik
706,bekannt::A,žinomas,anavezet
707,bekannt::A,pažįstamas,anavezet
708,berühmt::A,žymus,brudet
709,berühmt::A,garsus,brudet
710,fremd::A,svetimas,dizanav
711,verschieden::A,įvairus,disheñel
712,nah::A,artimas,nes
713,fern::A,tolimas,diabell
714,linker::A,kairys,kleiz
715,rechter::A,dešinys,dehoù
716,anderer::A,kitas,all
717,erster::A,pirmas,kentañ
718,zweiter::A,antras,eil
719,dritter::A,trečias,trede
720,letzter::A,paskutinis,diwezhañ
721,allein::ADV,vienas,e-unan
722,auf einmal::ADV,iš karto,ar un dro
723,zusammen::ADV,kartu,asambles
724,zusammen::ADV,drauge,asambles
725,lange::ADV,ilgai,pell
726,plötzlich::ADV,staiga,en un taol
727,sofort::ADV,tuojau,diouzhtu
728,später::ADV,vėliau,diwezhatoc'h
729,später::ADV,paskiau,diwezhatoc'h
730,jetzt::ADV,dabãr,bremañ
731,heute::ADV,šiandien,hiziv
732,morgen::ADV,rytoj,arc'hoazh
733,bald::ADV,greitai,hepdale
734,bald::ADV,netrukus,hepdale
735,dann::ADV,po to,a-c'houde
736,gestern::ADV,vakar,dec'h
737,einst::ADV,kadaise,gwechall
738,einst::ADV,kitą kartą,gwechall
739,damals::ADV,anuomet,neuze
740,damals::ADV,anuokart,neuze
741,danach::ADV,po to,goude
742,danach::ADV,paskui,goude
743,vorher::ADV,anksčiau,diagent
744,zuerst::ADV,pirma,da gentañ
745,zuerst::ADV,iš pradžių̃,da gentañ
746,einmal::ADV,kartą,ur wech
747,einmal::ADV,vieną kartą,ur wech
748,manchmal::ADV,kai kada,a-wechoù
749,oft::ADV,dažnai,alies
750,immer::ADV,visada,atav
751,immer::ADV,visada,bepred
752,immer::ADV,visuomet,atav
753,immer::ADV,visuomet,bepred
754,niemals::ADV,niekada,gwech ebet
755,niemals::ADV,niekuomet,gwech ebet
756,hier::ADV,čia,amañ
757,hierhin::ADV,šen,dre amañ
758,hierhin::ADV,čionai,dre amañ
759,von hier::ADV,iš čia,alemañ
760,dort::ADV,ten,aze
761,dort::ADV,ten,ahont
762,dort::ADV,tenai,aze
763,dort::ADV,tenai,ahont
764,dorthin::ADV,ten,di
765,dorthin::ADV,ten,aze
766,dorthin::ADV,ten,ahont
767,dorthin::ADV,ten link,di
768,dorthin::ADV,ten link,aze
769,dorthin::ADV,ten link,ahont
770,geradeaus::ADV,tiesiai,war-eeun
771,vorwärts::ADV,pirmyn,war-raok
772,rückwärts::ADV,atbulai,war-lerc'h
773,zurück::ADV,atgal,war-dreñv
774,unten::ADV,žemai,en traoñ
775,unten::ADV,apačioje,en traoñ
776,hinab::ADV,žemyn,a-izel
777,oben::ADV,viršuj,en nec'h
778,hinauf::ADV,aukštyn,e-krec'h
779,hinauf::ADV,į viršų,e-krec'h
780,überall::ADV,visur,dre-holl
781,nicht::ADV,ne,ne ... ket
782,ein wenig::ADV,truputį,un tammig
783,kaum::ADV,vos,a-boan
784,sehr::ADV,labai,-tre
785,sehr::ADV,labai,-kenañ
786,sehr::ADV,baisiai,-tre
787,sehr::ADV,baisiai,-kenañ
788,so::ADV,taip,evel-se
