,Concept_ID,ca,hu
61,Atem::N,hàlit,lehelet
62,Atem::N,hàlit,lélegzet
63,Hunger::N,fam,éhség
64,Hunger::N,gana,éhség
65,Träne::N,llàgrima,könny
66,Geschmack::N,gust,íz
67,Geschmack::N,sabor,íz
68,Geruch::N,olor,szag
69,Schlaf::N,son,álom
70,Schlaf::N,son,alvás
71,Traum::N,somni,álom
72,Himmel::N,celm,ég
73,Himmel::N,celm,menny
74,Sonne::N,sol,nap
75,Mond::N,lluna,hold
76,Stern::N,estel,csillag
77,Stern::N,estrella,csillag
78,Luft::N,aire,levegő
79,Wind::N,vent,szél
80,Welle::N,ona,hullám
81,Wasser::N,āigua,víz
82,Stein::N,pedra,kő
83,Boden::N,sòl,föld
84,Boden::N,sòl,talaj
85,Erde::N,terra,föld
86,Staub::N,pols,por
87,Rauch::N,fum,füst
88,Funke::N,guspira,szikra
89,Funke::N,centella,szikra
90,Feuer::N,foc,tűz
91,Licht::N,llum,fény
92,Schatten::N,ombra,árnyék
93,Wetter::N,temps,idő
94,Wetter::N,temps,időjárás
95,Nebel::N,boira,köd
96,Wolke::N,núvol,felhő
97,Regen::N,pluja,eső
98,Schnee::N,neu,hó
99,Eis::N,gel,jég
100,Eis::N,glaç,jég
101,Frost::N,glaçada,fagy
102,Kälte::N,fred,hideg
103,Hitze::N,calor,hő
104,Hitze::N,calor,hőség
105,Raureif::N,gebre,zúzmara
106,Regenbogen::N,arc iris,szivárvány
107,Donner::N,tro,dörgés
108,Donner::N,tro,mennydörgés
109,Strömung::N,corrent,áramlat
110,Tropfen::N,gota,csepp
111,Schaum::N,escuma,hab
112,Schaum::N,escuma,tajték
113,Schmutz::N,brutícia,piszok
114,See::N,llac,tó
115,Sumpf::N,pantà,mocsár
116,Moor::N,pantà,láp
117,Wiese::N,prat,rét
118,Wiese::N,prat,mező
119,Wiese::N,prada,rét
120,Wiese::N,prada,mező
121,Wald::N,bosc,erdő
122,Hügel::N,puig,domb
123,Hügel::N,pujol,domb
124,Anhöhe::N,turó,magaslat
125,Berg::N,muntanya,hegy
126,Gipfel::N,cim,csúcs
127,Höhle::N,cova,barlang
128,Abhang::N,coster,lejtő
129,Quelle::N,font,forrás
130,Bach::N,riera,patak
131,Fluss::N,riu,folyó
132,Ufer::N,riba,part
133,Küste::N,costa,tengerpart
134,Festland::N,terra ferma,szárazföld
135,Meer::N,mar,tenger
136,Bucht::N,cala,öböl
137,Bucht::N,badia,öböl
138,Insel::N,illa,sziget
139,Blume::N,flor,virág
140,Gras::N,herba,fű
141,Wurzel::N,rel,gyökér
142,Wurzel::N,arrel,gyökér
143,Baum::N,arbre,fa
144,Stamm::N,tronc,tő
145,Stamm::N,tronc,törzs
146,Rinde::N,escorça,kéreg
147,Ast::N,branca,ág
148,Zweig::N,ram,gally
149,Blatt::N,fulla,levél
150,Birke::N,bedoll,nyír
151,Kiefer[Baum]::N,pi,fenyő
152,Weide[Baum]::N,salze,fűz
153,Tanne::N,avet,fenyő
154,Horn::N,corn,szarv
155,Horn::N,banya,szarv
156,Feder::N,ploma,toll
157,Fell::N,pell,szőr
158,Fell::N,pell,bunda
159,Flügel::N,ala,szárny
160,Klaue::N,urpa,köröm
161,Kralle::N,grapa,karom
162,Schwanz::N,cua,farok
163,Ei::N,ou,tojás
164,Nest::N,niu,fészek
165,Bau::N,cau,odú
166,Tier::N,animāl,állat
167,Herde::N,ramat,nyáj
168,Herde::N,ramat,csorda
169,Kuh::N,vaca,tehén
170,Bulle::N,toro,bika
171,Pferd::N,cavāll,ló
172,Schaf::N,be,juh
173,Schaf::N,be,birka
174,Schaf::N,ovella,juh
175,Schaf::N,ovella,birka
176,Schwein::N,bacó,sertés
177,Hund::N,ca,eb
178,Hund::N,ca,kutya
179,Hund::N,gos,eb
180,Hund::N,gos,kutya
181,Katze::N,gat,macska
182,Bär::N,ós,medve
183,Eichhörnchen::N,esquirol,mókus
184,Elch::N,ant,jávorszarvas
185,Fuchs::N,guilla,róka
186,Hase::N,llebre,nyúl
187,Maus::N,ratolí,egér
188,Wolf::N,llop,farkas
189,Vogel::N,au,madár
190,Vogel::N,ocēll,madár
191,Schwarm::N,bandada,raj
192,Huhn::N,gallina,tyúk
193,Hahn::N,gall,kakas
194,Gans::N,oca,lúd
195,Gans::N,oca,liba
196,Adler::N,àguila,sas
197,Ente::N,ànec,kacsa
198,Eule::N,òliba,bagoly
199,Eule::N,mussol,bagoly
200,Kranich::N,grua,daru
201,Krähe::N,cornella,varjú
202,Kuckuck::N,cucut,kakukk
203,Schwan::N,cigne,hattyú
204,Fisch::N,peix,hal
205,Barsch::N,perca,sügér
206,Hecht::N,lluç,csuka
207,Schlange[Tier]::N,serp,kígyó
208,Wurm::N,cuc,kukac
209,Spinne::N,aranya,pók
210,Ameise::N,formiga,hangya
211,Laus::N,poll,tetű
212,Mücke::N,mosquit,szúnyog
213,Fliege::N,mosca,légy
214,Schmetterling::N,papallona,lepke
215,Schmetterling::N,papallona,pillangó
216,Beere::N,baia,bogyó
217,Apfel::N,poma,alma
218,Pilz::N,bolet,gomba
219,Zwiebel::N,ceba,hagyma
220,Saat::N,sembra,vetőmag
221,Korn::N,gra,mag
222,Korn::N,gra,szem
223,Heu::N,fenc,széna
224,Schale::N,closca,héj
225,Grube::N,sot,verem
226,Grube::N,clot,verem
227,Falle::N,trampa,csapda
228,Schlinge::N,baga,tőr
229,Spur::N,traça,nyom
230,Asche::N,cendra,hamu
231,Dreck::N,llot,sár
232,Dreck::N,llot,piszok
233,Eisen::N,ferro,vas
234,Gold::N,or,arany
235,Silber::N,plata,ezüst
236,Kohle::N,carbó,szén
237,Glas::N,vidre,üveg
238,Lehm::N,fang,agyag
239,Lehm::N,fang,vályog
240,Lehm::N,argila,agyag
241,Lehm::N,argila,vályog
242,Sand::N,arena,homok
243,Mensch::N,humà,ember
244,Mensch::N,persona,ember
245,Mann::N,home,úr
246,Mann::N,home,férfi
247,Frau::N,dona,nő
248,Frau::N,dona,asszony
249,Kind::N,nen,gyerek
250,Kind::N,nen,gyermek
251,Junge::N,noi,fiú
252,Mädchen::N,noia,lány
253,Familie::N,família,család
254,Großvater::N,avi,nagyapa
255,Großmutter::N,àvia,nagyanya
256,Eltern::N,pares,szülők
257,Vater::N,pare,apa
258,Vater::N,pare,atya
259,Mutter::N,mare,anya
260,Sohn::N,fill,fiú
261,Tochter::N,filla,lány
262,Bruder::N,germà,fivér
263,Bruder::N,germà,testvér
264,Schwester::N,germana,nővér
265,Schwester::N,germana,lánytestvér
266,Onkel::N,oncle,nagybácsi
267,Tante::N,tia,nagynéni
268,Ehemann::N,espòs,férj
269,Ehefrau::N,muller,feleség
270,Freude::N,goig,öröm
271,Freude::N,alegria,öröm
272,Gelächter::N,riallada,nevetés
273,Gelächter::N,riallada,hahotázás
274,Glück::N,felicitat,boldogság
275,Kummer::N,pena,bánat
276,Wunsch::N,desig,óhaj
277,Lust::N,ganes,kedv
278,Geist::N,ment,elme
279,Geist::N,ment,szellem
280,Geist::N,esperit,elme
281,Geist::N,esperit,szellem
282,Gedanke::N,pensament,gondolat
283,Gedächtnis::N,memòria,emlékezet
284,Verstand::N,raó,ész
285,Verstand::N,raó,értelem
286,Verstand::N,seny,ész
287,Verstand::N,seny,értelem
288,Sinn::N,solta,értelem
289,Sinn::N,sentit,értelem
290,Grund::N,raó,ok
291,Grund::N,raó,alap
292,Grund::N,causa,ok
293,Grund::N,causa,alap
294,Wahrheit::N,veritāt,igaz
295,Wahrheit::N,veritāt,igazság
296,Gespräch::N,conversa,beszélgetés
297,Märchen::N,conte,mese
298,Erzählung::N,narració,elbeszélés
299,Nachricht::N,missatge,hír
300,Nachricht::N,missatge,híradás
301,Neuigkeit::N,novetat,újság
302,Name::N,nom,név
303,Rätsel::N,endevinalla,rejtvény
304,Rede::N,discurs,beszéd
305,Rede::N,discurs,szónoklat
306,Sprache::N,llēngua,nyelv
307,Stimme::N,veu,hang
308,Wort::N,mot,szó
309,Wort::N,paraula,szó
310,Zeichen::N,signe,jel
311,Zeichen::N,senyal,jel
312,Ruf::N,crida,kiáltás
313,Lärm::N,sorōll,zaj
314,Laut::N,so,hang
315,Ton::N,to,hang
316,Lied::N,cançó,dal
317,Lied::N,cançó,ének
318,Ruhe::N,calma,csend
319,Ruhe::N,calma,nyugalom
320,Ruhe::N,silenci,csend
321,Ruhe::N,silenci,nyugalom
322,Leute::N,gent,emberek
323,Volk::N,poble,nép
324,Arbeit::N,labor,dolog
325,Arbeit::N,treball,dolog
326,Gast::N,hoste,vendég
327,Geschenk::N,regal,ajándék
328,Geschenk::N,obsequi,ajándék
329,Spiel::N,joc,játék
330,Gesellschaft::N,companyia,társaság
331,Hilfe::N,ajut,segítség
332,Freund::N,amīc,barát
333,Kamerad::N,company,társ
334,Kamerad::N,camarada,társ
335,Angelegenheit::N,afer,ügy
336,Angelegenheit::N,assumpte,ügy
337,Anzahl::N,nombre,szám
338,Anzahl::N,quantitat,szám
339,Art::N,tipus,faj
340,Art::N,tipus,fajta
341,Art::N,classe,faj
342,Art::N,classe,fajta
343,Stück::N,peça,darab
344,Teil::N,part,rész
345,Hälfte::N,meitat,fél
346,Kreis::N,cercle,kör
347,Kreuz::N,creu,kereszt
348,Linie::N,línia,vonal
349,Strich::N,traç,vonás
350,Strich::N,ratlla,vonás
351,Abstand::N,distància,köz
352,Entfernung::N,distància,távolság
353,Gegend::N,regió,táj
354,Gegend::N,regió,vidék
355,Gegend::N,contrada,táj
356,Gegend::N,contrada,vidék
357,Platz::N,cabuda,hely
358,Ort::N,lloc,hely
359,Seite::N,banda,fél
360,Seite::N,banda,oldal
361,Seite::N,costāt,fél
362,Seite::N,costāt,oldal
363,Mitte::N,mig,közép
364,Mitte::N,centre,közép
365,Gegenstand::N,objecte,tárgy
366,Sache::N,cosa,dolog
367,Rand::N,vora,szél
368,Rand::N,vora,perem
369,Rand::N,vora,szegély
370,Rand::N,marge,szél
371,Rand::N,marge,perem
372,Rand::N,marge,szegély
373,Kante::N,caire,él
374,Kante::N,cantell,él
375,Ecke::N,cantonada,sarok
376,Ecke::N,cantonada,szöglet
377,Spitze::N,punta,csúcs
378,Ende::N,cap,vég
379,Loch::N,forāt,lyuk
380,Winkel::N,racó,szög
381,Muster::N,dibuix,minta
382,Muster::N,disseny,minta
383,Größe::N,grandària,nagyság
384,Länge::N,longitud,hossz
385,Länge::N,longitud,hosszúság
386,Höhe::N,altura,magasság
387,Höhe::N,altitud,magasság
388,Gewicht::N,pes,súly
389,Menge::N,quantitat,sokaság
390,Menge::N,quantitat,mennyiség
391,Haufen::N,pila,halom
392,Reihe::N,fila,sor
393,Boot::N,bot,csónak
394,Boot::N,barca,csónak
395,Ruder::N,rem,evező
396,Schlitten::N,trineu,szánkó
397,Ski::N,esquí,sí
398,Lagerfeuer::N,foc de campament,tábortűz
399,Last::N,càrrega,teher
400,Gang::N,marxa,járás
401,Schritt::N,pas,lépés
402,Norden::N,nord,észak
403,Süden::N,sud,dél
404,Westen::N,oest,nyugat
405,Westen::N,occident,nyugat
406,Osten::N,est,kelet
407,Osten::N,orient,kelet
408,Holz::N,fusta,fa
409,Brett::N,taula,deszka
410,Platte::N,placa,lap
411,Platte::N,placa,lemez
412,Stütze::N,suport,támasz
413,Stütze::N,suport,támaszték
414,Stange::N,vara,rúd
415,Stange::N,vara,pózna
416,Stock::N,pal,pálca
417,Stab::N,bastó,bot
418,Rohr::N,tub,cső
419,Haus::N,casa,ház
420,Heim::N,llar,otthon
421,Ofen::N,estufa,kályha
422,Fußboden::N,terra,padló
423,Tisch::N,taula,asztal
424,Stuhl::N,cadira,szék
425,Wiege::N,bressol,bölcső
426,Bett::N,llit,ágy
427,Regal::N,prestatgeria,polc
428,Regal::N,prestatgeria,állvány
429,Kiste::N,caixa,láda
430,Fenster::N,finestra,ablak
431,Tür::N,porta,ajtó
432,Tor::N,portal,kapu
433,Zaun::N,tanca,kerítés
434,Dach::N,teulada,tető
435,Leiter::N,escala,létra
436,Leiter::N,escala de mà,létra
437,Besen::N,escombra,seprű
438,Spaten::N,pala,ásó
439,Schaufel::N,pala,lapát
440,Gabel::N,forquilla,villa
441,Löffel::N,cullera,kanál
442,Messer::N,coltell,kés
443,Nagel::N,clau,szeg
444,Netz::N,filat,háló
445,Haken::N,ganxo,kampó
446,Griff::N,puny,nyél
447,Griff::N,puny,fogantyú
448,Griff::N,mànec,nyél
449,Griff::N,mànec,fogantyú
450,Schloss::N,pany,zár
451,Bild::N,imatge,kép
452,Figur::N,figura,alak
453,Puppe::N,nina,bábu
454,Beutel::N,bossa,zacskó
455,Bündel::N,feix,köteg
456,Bündel::N,paquet,köteg
457,Tasche::N,bossa,táska
458,Eimer::N,galleda,vödör
459,Deckel::N,tapa,fedő
460,Deckel::N,tapa,fedél
461,Deckel::N,tapadora,fedő
462,Deckel::N,tapadora,fedél
463,Geschirr::N,vaixella,edény
464,Sack::N,sac,zsák
465,Sack::N,saca,zsák
466,Tasse::N,tassa,csésze
467,Topf::N,pot,fazék
468,Topf::N,olla,fazék
469,Kessel::N,caldera,üst
470,Kessel::N,caldera,bogrács
471,Essen::N,àpat,evés
472,Essen::N,àpat,étkezés
473,Essen::N,menjada,evés
474,Essen::N,menjada,étkezés
475,Nahrung::N,aliment,ennivaló
476,Speise::N,plat,étel
477,Fleisch::N,carn,hús
478,Getreide::N,cereals,gabona
479,Brei::N,puré,pép
480,Brei::N,puré,kása
481,Brot::N,pa,kenyér
482,Scheibe::N,tall,szelet
483,Scheibe::N,llesca,szelet
484,Fett::N,greix,háj
485,Fett::N,greix,zsír
486,Butter::N,mantega,vaj
487,Öl::N,oli,olaj
488,Salz::N,sal,só
489,Suppe::N,sopa,leves
490,Honig::N,mel,méz
491,Milch::N,llet,tej
492,Tee::N,te,tea
493,Leder::N,cuir,bőr
494,Wolle::N,llana,gyapjú
495,Stoff::N,tela,szövet
496,Nadel::N,agulla,tű
497,Faden::N,fil,fonál
498,Knopf::N,botó,gomb
499,Knoten::N,nus,csomó
500,Farbe::N,pintura,szín
501,Farbe::N,pintura,festék
502,Kleidung::N,roba,ruha
503,Kleidung::N,roba,ruházat
504,Kleidung::N,vestits,ruha
505,Kleidung::N,vestits,ruházat
506,Hemd::N,camisa,ing
507,Kragen::N,coll,gallér
508,Ärmel::N,màniga,ujj
509,Hose::N,pantalōns,gatya
510,Hose::N,pantalōns,nadrág
511,Gürtel::N,cinturó,öv
512,Mütze::N,gorra,sapka
513,Schuh::N,sabata,cipő
514,Stiefel::N,bota,csizma
515,Ring::N,anell,gyűrű
516,Band::N,veta,szalag
517,Band::N,cinta,szalag
518,Kamm::N,pinta,fésű
519,Spiegel::N,mirāll,tükör
520,Riemen::N,corretja,szíj
521,Schnur::N,corda,zsinór
522,Leine::N,corretja,póráz
523,Decke::N,manta,takaró
524,Decke::N,flassada,takaró
525,Kissen::N,coixí,párna
526,Tuch::N,mocador,kendő
527,Handtuch::N,tovallola,törülköző
528,Kraft::N,força,erő
529,Stärke::N,vigor,erő
530,Stärke::N,vigor,erősség
531,Gesundheit::N,salut,egészség
532,Krankheit::N,malaltia,kór
533,Krankheit::N,malaltia,betegség
534,Schmerz::N,dolor,fájdalom
535,Wunde::N,ferida,seb
536,Fieber::N,febre,láz
537,Arznei::N,medicament,orvosság
538,Arznei::N,medicament,gyógyszer
539,Brücke::N,pont,híd
540,Brunnen::N,pou,kút
541,Weide::N,pastura,legelő
542,Pfad::N,senda,ösvény
543,Pfad::N,sender,ösvény
544,Weg::N,camí,út
545,Straße::N,carretera,út
546,Dorf::N,poble,falu
547,Stadt::N,ciutāt,város
548,Brief::N,carta,levél
549,Buch::N,llibre,könyv
550,Buchstabe::N,lletra,betű
551,Zeitung::N,diāri,újság
552,Zeitung::N,diāri,hírlap
553,Leben::N,vida,élet
554,Tod::N,mort,halál
555,Grab::N,tomba,sír
556,Kirche::N,església,templom
557,Sünde::N,pecat,bűn
558,Sünde::N,pecat,vétek
559,Gott::N,déu,isten
560,Arbeiter::N,obrer,munkás
561,Chef::N,cap,főnök
562,Meister::N,mestre,mester
563,Arzt::N,metge,orvos
564,Lehrer::N,mestre,tanár
565,Lehrer::N,mestre,tanító
566,Geld::N,dinērs,pénz
567,Geschäft::N,negoci,üzlet
568,Laden::N,tenda,bolt
569,Laden::N,botiga,bolt
570,Preis::N,preu,ár
571,Ware::N,mercaderia,áru
572,Nutzen::N,profit,haszon
573,Reichtum::N,riquesa,gazdagság
574,Welt::N,món,világ
575,Land::N,país,ország
576,Staat::N,estat,állam
577,König::N,rei,király
578,Macht::N,poder,hatalom
579,Macht::N,potència,hatalom
580,Grenze::N,frontera,határ
581,Krieg::N,guerra,háború
582,Feind::N,enemic,ellenség
583,Gewalt::N,violència,erőszak
584,Kampf::N,lluita,harc
585,Bogen[Waffe]::N,arc,íj
586,Pfeil::N,fletxa,nyíl
587,Gewehr::N,fusell,puska
588,Gewehr::N,fusell,fegyver
589,Gewehr::N,escopeta,puska
590,Gewehr::N,escopeta,fegyver
591,Fehler::N,falta,hiba
592,Lüge::N,mentida,hazugság
593,Schaden::N,dany,kár
594,Unglück::N,desgràcia,csapás
595,Unglück::N,desgràcia,balszerencse
596,Schuld::N,culpa,bűn
597,Alter::N,edat,kor
598,Schluss::N,fi,vég
599,Schluss::N,fi,befejezés
600,Schluss::N,final,vég
601,Schluss::N,final,befejezés
602,Zeit::N,temps,idő
603,Tag::N,dia,nap
604,Morgen::N,matí,reggel
605,Mittag::N,migdia,dél
606,Abend::N,vespre,este
607,Nacht::N,nit,éj
608,Nacht::N,nit,éjszaka
609,Woche::N,setmana,hét
610,Monat::N,mes,hó
611,Monat::N,mes,hónap
612,Jahr::N,any,év
613,Frühling::N,primavera,tavasz
614,Sommer::N,estīu,nyár
615,Herbst::N,tardor,ősz
616,Winter::N,hivērn,tél
617,Januar::N,gener,január
618,Februar::N,febrer,február
619,März::N,març,március
620,April::N,abril,április
621,Mai::N,maig,május
622,Juni::N,juny,június
623,Juli::N,juliol,július
624,August::N,agost,augusztus
625,September::N,setembre,szeptember
626,Oktober::N,octubre,október
627,November::N,novembre,november
628,Dezember::N,desembre,december
629,Montag::N,dilluns,hétfő
630,Dienstag::N,dimarts,kedd
631,Mittwoch::N,dimecres,szerda
632,Donnerstag::N,dijous,csütörtök
633,Freitag::N,divendres,péntek
634,Samstag::N,dissabte,szombat
635,Sonntag::N,diumenge,vasárnap
636,groß::A,gros,nagy
637,klein::A,petīt,pici
638,klein::A,petīt,kicsi
639,lang::A,llarg,hosszú
640,kurz::A,curt,rövid
641,breit::A,ample,széles
642,schmal::A,estret,keskeny
643,dicht::A,dens,sűrű
644,dick[Gegenstand]::A,gruixūt,vastag
645,dünn::A,prim,vékony
646,fein::A,fi,vékony
647,fest::A,ferm,szilárd
648,fest::A,sòlid,szilárd
649,flach::A,pla,sík
650,flach::A,pla,lapos
651,glatt::A,llis,sima
652,hart::A,dur,kemény
653,weich::A,tou,puha
654,rund::A,rodó,kerek
655,spitz::A,punxegut,hegyes
656,scharf::A,agut,éles
657,stumpf::A,rom,tompa
658,stumpf::A,rom,életlen
659,stumpf::A,esmussat,tompa
660,stumpf::A,esmussat,életlen
661,schwer::A,pesāt,nehéz
662,schwer::A,pesāt,súlyos
663,schön::A,bonīc,szép
664,heiß::A,calēnt,forró
665,warm::A,càlid,meleg
666,kalt::A,fred,hideg
667,kühl::A,fresc,hűs
668,kühl::A,fresc,hűvös
669,frisch::A,fresc,üde
670,frisch::A,fresc,friss
671,feucht::A,humit,nedves
672,nass::A,mullat,vizes
673,trocken::A,sec,száraz
674,voll::A,ple,telt
675,leer::A,buit,üres
676,offen::A,obert,nyílt
677,offen::A,obert,nyitott
678,geschlossen::A,tancat,zárt
679,geschlossen::A,tancat,csukott
680,sauber::A,net,tiszta
681,schmutzig::A,brut,piszkos
682,schmutzig::A,brut,szennyes
683,roh::A,cru,nyers
684,reif::A,madur,érett
685,lecker::A,deliciós,finom
686,süß::A,dolç,édes
687,bitter::A,amarg,keserű
688,sauer::A,agre,savanyú
689,hell::A,clar,világos
690,dunkel::A,fosc,sötét
691,schwarz::A,negre,fekete
692,weiß::A,blanc,fehér
693,rot::A,vermēll,vörös
694,gelb::A,groc,sárga
695,blau::A,blau,kék
696,grün::A,verd,zöld
697,grau::A,gris,ősz
698,grau::A,gris,szürke
699,bunt::A,multicolor,tarka
700,bunt::A,multicolor,színes
701,billig::A,barat,olcsó
702,teuer::A,car,drága
703,wertvoll::A,preciós,értékes
704,blind::A,cec,vak
705,taub::A,sord,süket
706,kräftig::A,fort,erős
707,kräftig::A,vigorós,erős
708,stark::A,fort,erős
709,schwach::A,feble,gyenge
710,schwach::A,feble,erőtlen
711,fett::A,gras,hájas
712,schlank::A,esvelt,karcsú
713,hübsch::A,maco,csinos
714,böse::A,dolent,rossz
715,böse::A,dolent,gonosz
716,dumm::A,ximple,buta
717,dumm::A,ximple,ostoba
718,dumm::A,estúpid,buta
719,dumm::A,estúpid,ostoba
720,faul::A,gandūl,lusta
721,faul::A,mandrós,lusta
722,fleißig::A,diligēnt,szorgalmas
723,geizig::A,avar,fukar
724,geizig::A,avar,fösvény
725,klug::A,intel·ligent,okos
726,klug::A,intel·ligent,eszes
727,geschickt::A,hàbil,ügyes
728,lieb::A,amat,drága
729,lieb::A,amat,kedves
730,lieb::A,estimat,drága
731,lieb::A,estimat,kedves
732,lustig::A,alegre,víg
733,lustig::A,alegre,vidám
734,sanft::A,suau,enyhe
735,hungrig::A,afamat,éhes
736,krank::A,malālt,beteg
737,nackt::A,nu,csupasz
738,nackt::A,nu,meztelen
739,traurig::A,trist,bús
740,traurig::A,trist,szomorú
741,lebendig::A,viu,élő
742,gut::A,bo,jó
743,schlecht::A,dolēnt,rossz
744,richtig::A,just,helyes
745,richtig::A,correcte,helyes
746,schlimm::A,greu,rossz
747,wahr::A,vertader,igaz
748,wahr::A,veritable,igaz
749,alt::A,vell,ó
750,alt::A,vell,régi
751,neu::A,nou,új
752,ehemalig::A,antic,volt
753,ehemalig::A,antic,egykori
754,alt[Lebewesen]::A,vell,öreg
755,jung::A,jove,fiatal
756,arm::A,pobre,szegény
757,reich::A,ric,gazdag
758,bekannt::A,conegut,ismert
759,bekannt::A,conegut,ismeretes
760,berühmt::A,famós,híres
761,fremd::A,estrany,idegen
762,verschieden::A,diferent,különböző
763,nah::A,pròxim,közeli
764,fern::A,llunyà,távoli
765,fern::A,distant,távoli
766,linker::A,esquerre,bal
767,rechter::A,dret,jobb
768,anderer::A,altre,más
769,anderer::A,altre,másik
770,erster::A,primer,első
771,zweiter::A,segon,második
772,dritter::A,tercer,harmadik
773,letzter::A,últim,utolsó
774,allein::ADV,sol,egyedül
775,auf einmal::ADV,d'una vegada,egyszerre
776,zusammen::ADV,junt,együtt
777,zusammen::ADV,junt,összesen
778,lange::ADV,molt de temps,sokáig
779,lange::ADV,molt de temps,hosszan
780,plötzlich::ADV,de cop,hirtelen
781,plötzlich::ADV,de cop,egyszerre
782,plötzlich::ADV,de sobte,hirtelen
783,plötzlich::ADV,de sobte,egyszerre
784,sofort::ADV,de seguida,rögtön
785,sofort::ADV,de seguida,tüstént
786,später::ADV,més tard,későn
787,jetzt::ADV,ara,most
788,heute::ADV,avūi,ma
789,morgen::ADV,demà,holnap
790,bald::ADV,aviāt,majd
791,bald::ADV,aviāt,nemsokára
792,dann::ADV,després,akkor
793,gestern::ADV,ahir,tegnap
794,einst::ADV,anteriorment,hajdan
795,damals::ADV,llavōrs,akkor
796,damals::ADV,llavōrs,akkoriban
797,damals::ADV,aleshores,akkor
798,damals::ADV,aleshores,akkoriban
799,danach::ADV,després,azután
800,vorher::ADV,abāns,előbb
801,zuerst::ADV,primer,először
802,einmal::ADV,una vegada,egyszer
803,manchmal::ADV,de vegades,néha
804,manchmal::ADV,de vegades,olykor
805,oft::ADV,sovint,sokszor
806,immer::ADV,sempre,mindig
807,niemals::ADV,no ... mai,sohasem
808,hier::ADV,aquí,itt
809,hierhin::ADV,per aquí,erre
810,von hier::ADV,des d'aquí,innen
811,dort::ADV,allí,ott
812,dorthin::ADV,hi,oda
813,geradeaus::ADV,tot dret,egyenesen
814,vorwärts::ADV,endavānt,előre
815,rückwärts::ADV,endarrera,hátrafelé
816,zurück::ADV,darrere,hátra
817,zurück::ADV,darrere,vissza
818,unten::ADV,a baix,alul
819,hinab::ADV,cap avall,le
820,hinab::ADV,cap avall,lefelé
821,oben::ADV,dalt,fenn
822,oben::ADV,dalt,felül
823,hinauf::ADV,cap amunt,fel
824,hinauf::ADV,cap amunt,felfelé
825,überall::ADV,pertot,mindenütt
826,überall::ADV,per tot arreu,mindenütt
827,nicht::ADV,no,nem
828,ein wenig::ADV,una mica,egy kicsit
829,kaum::ADV,a penes,alig
830,sehr::ADV,molt,nagyon
831,so::ADV,així,úgy
832,noch::ADV,encara,még
833,nur::ADV,només,csak
834,nur::ADV,només,csupán
835,schon::ADV,ja,már
836,wieder::ADV,de nou,ismét
837,wieder::ADV,de nou,megint
838,vergebens::ADV,en va,hiába
839,vor::PRP,davānt,előtt
840,vor::PRP,enfront de,előtt
841,hinter::PRP,darrera,mögött
842,unter::PRP,sota,alatt
843,durch::PRP,per,át
844,durch::PRP,per,keresztül
845,neben::PRP,al costāt de,mellett
846,zwischen::PRP,entre,között
847,wegen::PRP,a causa de,miatt
848,wegen::PRP,a causa de,végett
849,dies::PRN,aquest,ez
850,das::PRN,això,az
851,alles::PRN,tot,minden
852,ich::PRN,jo,én
853,du::PRN,tu,te
854,er::PRN,ell,ő
855,wir::PRN,nosaltres,mi
856,ihr::PRN,vosaltres,ti
857,sie::PRN,ells,ők
858,sie::PRN,elles,ők
