,Concept_ID,te,ro
76,Staub::N,దుమ్ము,praf
77,Rauch::N,పొగ,fum
78,Funke::N,అగ్నికణము,scânteie
79,Feuer::N,అగ్ని,foc
80,Licht::N,కాంతి,lumină
81,Schatten::N,నీడ,umbră
82,Wetter::N,వాతావరణ స్థితి,timp
83,Wetter::N,వాతావరణ స్థితి,vreme
84,Nebel::N,పొగమంచు,ceață
85,Nebel::N,పొగమంచు,negură
86,Wolke::N,మేఘము,nor
87,Regen::N,వాన,ploaie
88,Schnee::N,హిమము,zăpadă
89,Eis::N,మంచుగడ్డ,gheață
90,Frost::N,పేరిన మంచు,ger
91,Kälte::N,చలి,frig
92,Hitze::N,వేడిమి,arșiță
93,Hitze::N,వేడిమి,căldură
94,Raureif::N,మంచు,chiciură
95,Regenbogen::N,ఇంద్రధనుస్సు,curcubeu
96,Donner::N,ఉరుము,tunet
97,Strömung::N,ప్రవాహము,curent
98,Tropfen::N,చుక్క,picătură
99,Schaum::N,నురుగు,spumă
100,Schmutz::N,మైల,murdărie
101,See::N,సరస్సు,lac
102,Sumpf::N,చిత్తడినేల,mlaștină
103,Moor::N,చిత్తడినేల,bărăgan
104,Wiese::N,పచ్చిక బయలు,fânaț
105,Wiese::N,పచ్చిక బయలు,livadă
106,Wald::N,అడవి,codru
107,Wald::N,అడవి,pădure
108,Hügel::N,చివ్నకొండ,deal
109,Hügel::N,చివ్నకొండ,movilă
110,Anhöhe::N,కొండ,deal
111,Anhöhe::N,కొండ,ridicătură
112,Berg::N,పర్వతము,munte
113,Gipfel::N,శిఖరము,pisc
114,Höhle::N,గుహ,peșteră
115,Abhang::N,ఏటవాలు,pantă
116,Abhang::N,ఏటవాలు,versant
117,Quelle::N,మూలము,izvor
118,Bach::N,కాలువ,gârlă
119,Fluss::N,నది,râu
120,Fluss::N,నది,fluviu
121,Ufer::N,తీరము,mal
122,Ufer::N,తీరము,țărm
123,Küste::N,తీరము,coastă
124,Festland::N,భూమి,uscat
125,Meer::N,సముద్రము,mare
126,Bucht::N,మరుగు,golf
127,Insel::N,దీవి,insulă
128,Blume::N,పుష్పము,floare
129,Gras::N,పచ్చగడ్డి,iarbă
130,Wurzel::N,వేరు,rădăcină
131,Baum::N,చెట్టు,copac
132,Baum::N,చెట్టు,arbore
133,Stamm::N,చెట్టుబోదె,tulpină
134,Rinde::N,చెట్టుపట్ట,scoarță
135,Ast::N,కొమ్మ,cracă
136,Ast::N,కొమ్మ,creangă
137,Zweig::N,చివుకు,ramură
138,Zweig::N,చివుకు,creangă
139,Blatt::N,ఆకు,frunză
140,Birke::N,తరహా చెట్టు,mesteacăn
141,Kiefer[Baum]::N,దేవదారు చెట్టు,pin
142,Weide[Baum]::N,జాతిచెట్టు,salcie
143,Weide[Baum]::N,జాతిచెట్టు,răchită
144,Tanne::N,దేవదారుచెట్టు,brad
145,Horn::N,కొమ్ము,corn
146,Feder::N,ఈక,pană
147,Fell::N,తోలు,piele
148,Flügel::N,ఱెక్క,aripă
149,Klaue::N,వంకరగోరు,gheară
150,Kralle::N,వంకరగోరు,labă
151,Kralle::N,వంకరగోరు,gheară
152,Schwanz::N,తోక,coadă
153,Ei::N,గ్రుడ్డు,ou
154,Nest::N,పక్షిగూడు,cuib
155,Bau::N,గుహ,bârlog
156,Bau::N,గుహ,vizuină
157,Tier::N,జంతువు,animal
158,Herde::N,మంద,turmă
159,Herde::N,మంద,cireadă
160,Kuh::N,ఆవు,vacă
161,Bulle::N,గిత్త,taur
162,Pferd::N,గుఱ్ఱము,cal
163,Schaf::N,గొఱ్ఱె,oaie
164,Schwein::N,పంది,porc
165,Hund::N,కుక్క,câine
166,Katze::N,పిల్లి,pisică
167,Bär::N,ఎలుగుబంటి,urs
168,Eichhörnchen::N,ఉడుత,veveriță
169,Elch::N,కణంజు,elan
170,Fuchs::N,గుంటనక్క,vulpe
171,Hase::N,కుందేలు,iepure
172,Maus::N,చిట్టెలుక,șoarece
173,Wolf::N,తోడేలు,lup
174,Vogel::N,పక్షి,pasăre
175,Schwarm::N,గుంపు,cârd
176,Huhn::N,కోడిపిల్ల,găină
177,Hahn::N,కోడివుంజు,cocoș
178,Gans::N,ఆడుబాతు,gâscă
179,Adler::N,గ్రద్ద,vultur
180,Ente::N,పాట్టిబాతు,rață
181,Eule::N,గ్రుడ్లగూబ,bufniță
182,Kranich::N,కొంగ,cocor
183,Krähe::N,కాకి,cioară
184,Kuckuck::N,కోయల,cuc
185,Schwan::N,హంస,lebădă
186,Fisch::N,చేప,pește
187,Barsch::N,ఒకచేఁప,biban
188,Hecht::N,గండుమీను,știucă
189,Schlange[Tier]::N,పాము,șarpe
190,Wurm::N,పురుగు,vierme
191,Spinne::N,సాలె పురుగు,păianjen
192,Ameise::N,చీమ,furnică
193,Laus::N,పేను,păduche
194,Mücke::N,చీకటీగ,țânțar
195,Fliege::N,ఈగ,muscă
196,Schmetterling::N,సీతాకోకచిలుక,fluture
197,Beere::N,కాయ,boabă
198,Apfel::N,ఆపిల్ పండు,măr
199,Pilz::N,కుక్కగొడుగు,burete
200,Pilz::N,కుక్కగొడుగు,ciupercă
201,Zwiebel::N,నీరుల్లి,ceapă
202,Saat::N,విత్తనము,semănătură
203,Korn::N,గింజ,grâu
204,Heu::N,ఎండుగడ్డి,fân
205,Schale::N,పొట్టు,coajă
206,Grube::N,గొయ్యి,groapă
207,Falle::N,బోను,cursă
208,Falle::N,బోను,capcană
209,Schlinge::N,ఉరి,laț
210,Spur::N,జాడ,dâră
211,Asche::N,బూడిద,cenușă
212,Dreck::N,ముఱికి,noroi
213,Dreck::N,ముఱికి,murdărie
214,Eisen::N,ఇనుము,fier
215,Gold::N,బంగారము,aur
216,Silber::N,వెండి,argint
217,Kohle::N,నేలబొగ్గు,cărbune
218,Glas::N,గాజు,sticlă
219,Lehm::N,బంకమన్ను,lut
220,Lehm::N,బంకమన్ను,humă
221,Sand::N,ఇసుక,nisip
222,Mensch::N,నరుడు,om
223,Mensch::N,నరుడు,persoană
224,Mann::N,పురుమడు,om
225,Mann::N,పురుమడు,bărbat
226,Frau::N,ఆడుది,femeie
227,Kind::N,బిడ్డ,copil
228,Junge::N,బాలుడు,băiat
229,Junge::N,బాలుడు,flăcău
230,Mädchen::N,బాలిక,fată
231,Familie::N,కుటుంబము,familie
232,Großvater::N,తాత,bunic
233,Großvater::N,తాత,tată mare
234,Großmutter::N,అయ్యమ్మ,bunică
235,Großmutter::N,అయ్యమ్మ,mamă mare
236,Eltern::N,తల్లితండ్రులు,părinți
237,Vater::N,తండ్రి,tată
238,Vater::N,తండ్రి,părinte
239,Mutter::N,తల్లి,mamă
240,Sohn::N,కొడుకు,fiu
241,Sohn::N,కొడుకు,fecior
242,Tochter::N,కూతురు,fiică
243,Bruder::N,పోదరుడు,frate
244,Schwester::N,సోదరి,soră
245,Onkel::N,మేనమామ,unchi
246,Tante::N,మేనత్త,mătușă
247,Tante::N,పినతల్లి,mătușă
248,Ehemann::N,భర్త,soț
249,Ehemann::N,భర్త,bărbat
250,Ehefrau::N,భార్య,soție
251,Freude::N,సంతోషము,bucurie
252,Gelächter::N,నవ్వు,râset
253,Glück::N,సంతోషము,fericire
254,Kummer::N,దుఃఖము,mâhnire
255,Wunsch::N,కోరిక,dorință
256,Wunsch::N,కోరిక,deziderat
257,Lust::N,కోరిక,poftă
258,Lust::N,కోరిక,înclinare
259,Geist::N,ఆత్మ,duh
260,Geist::N,ఆత్మ,minte
261,Geist::N,ఆత్మ,suflet
262,Gedanke::N,ఆలోచన,gând
263,Gedanke::N,ఆలోచన,cuget
264,Gedächtnis::N,జ్ఞాపకము,memorie
265,Verstand::N,మనస్సు,minte
266,Verstand::N,మనస్సు,intelect
267,Sinn::N,అర్థము,sens
268,Sinn::N,అర్థము,înțeles
269,Grund::N,కారణము,cauză
270,Grund::N,కారణము,pricină
271,Wahrheit::N,సత్యము,adevăr
272,Gespräch::N,పంభాషణ,convorbire
273,Gespräch::N,పంభాషణ,conversație
274,Märchen::N,అద్భుతకథ,basm
275,Märchen::N,అద్భుతకథ,poveste
276,Erzählung::N,కథ,poveste
277,Nachricht::N,వార్త,veste
278,Neuigkeit::N,వార్త,noutate
279,Neuigkeit::N,వార్త,actualitate
280,Name::N,పేరు,nume
281,Rätsel::N,చిక్కు,ghicitoare
282,Rede::N,ఉపన్యాసము,discurs
283,Sprache::N,భాష,limbă
284,Sprache::N,భాష,limbaj
285,Stimme::N,కంరథ్సని,glas
286,Wort::N,మాట,cuvânt
287,Zeichen::N,గుర్తు,semn
288,Zeichen::N,గుర్తు,semnal
289,Ruf::N,పిలువు,chemare
290,Lärm::N,సందడి,zgomot
291,Lärm::N,సందడి,tărăboi
292,Laut::N,ధ్వని,sunet
293,Ton::N,స్వరము,ton
294,Lied::N,పాట,cântec
295,Ruhe::N,గాలిలేమి,odihnă
296,Ruhe::N,గాలిలేమి,liniște
297,Leute::N,జనులు,lume
298,Leute::N,జనులు,oameni
299,Volk::N,జాతి,popor
300,Volk::N,జాతి,națiune
301,Arbeit::N,పని,lucru
302,Gast::N,అతిధి,musafir
303,Geschenk::N,దానము,dar
304,Geschenk::N,దానము,cadou
305,Spiel::N,ఆట,joc
306,Gesellschaft::N,జట్టు,societate
307,Hilfe::N,సాహాయ్యము,ajutor
308,Freund::N,స్నేహితుడు,amic
309,Freund::N,స్నేహితుడు,prieten
310,Kamerad::N,చెలికాడు,tovarăș
311,Angelegenheit::N,విషయము,afacere
312,Anzahl::N,లెక్క,număr
313,Anzahl::N,లెక్క,cantitate
314,Art::N,జాతి,fel
315,Art::N,జాతి,specie
316,Stück::N,తునుక,bucată
317,Teil::N,భాగము,parte
318,Teil::N,భాగము,porție
319,Hälfte::N,సగము,jumătate
320,Kreis::N,వృత్తము,cerc
321,Kreuz::N,సిలువ,cruce
322,Linie::N,గీత,linie
323,Strich::N,గీత,linie
324,Strich::N,గీత,trăsătură
325,Abstand::N,సందు,distanță
326,Abstand::N,సందు,depărtare
327,Entfernung::N,దూరము,distanță
328,Entfernung::N,దూరము,depărtare
329,Gegend::N,విస్తీర్ణము,regiune
330,Platz::N,ఎడము,loc
331,Ort::N,స్థలము,loc
332,Seite::N,ప్రక్క,latură
333,Mitte::N,నడిమి,centru
334,Gegenstand::N,పద్దు,obiect
335,Sache::N,వస్తువు,lucru
336,Sache::N,వస్తువు,chestie
337,Rand::N,అంచు,bordură
338,Kante::N,అంచు,muchie
339,Kante::N,అంచు,bordură
340,Ecke::N,మూల,colț
341,Spitze::N,మొన,vârf
342,Spitze::N,మొన,creștet
343,Ende::N,కొన,capăt
344,Loch::N,రంధ్రము,gaură
345,Winkel::N,కోణము,colț
346,Muster::N,మాదిరి,desen
347,Größe::N,పరిమాణము,mărime
348,Länge::N,పొడుగు,lungime
349,Höhe::N,పొడుగు,înălțime
350,Gewicht::N,భారము,greutate
351,Menge::N,మొత్తము,cantitate
352,Haufen::N,రాశి,grămadă
353,Reihe::N,వరుస,șir
354,Reihe::N,వరుస,rând
355,Boot::N,పడవ,barcă
356,Boot::N,పడవ,luntre
357,Ruder::N,అడక,vâslă
358,Ruder::N,అడక,lopată
359,Schlitten::N,సరవండ్లు,sanie
360,Ski::N,స్కీ,schi
361,Lagerfeuer::N,నెగడు,foc de tabără
362,Last::N,బరువు,povară
363,Last::N,బరువు,sarcină
364,Gang::N,నడక,mers
365,Gang::N,నడక,umblet
366,Schritt::N,అడుగు,pas
367,Norden::N,ఉత్తరదిక్కు,nord
368,Norden::N,ఉత్తరదిక్కు,miazănoapte
369,Süden::N,దక్షిణము,sud
370,Süden::N,దక్షిణము,miazăzi
371,Westen::N,పడమర,apus
372,Osten::N,తూర్పు,est
373,Osten::N,తూర్పు,răsărit
374,Holz::N,కొయ్య,lemn
375,Brett::N,పలక,scândură
376,Platte::N,పలక,placă
377,Stütze::N,వాల్సేడ్లు,proptea
378,Stange::N,స్తంభము,bară
379,Stange::N,స్తంభము,prăjină
380,Stock::N,కఱ్ఱ,băț
381,Stock::N,కఱ్ఱ,baston
382,Stab::N,కఱ్ఱ,baston
383,Stab::N,కఱ్ఱ,prăjină
384,Rohr::N,గొట్టము,tub
385,Rohr::N,గొట్టము,țeavă
386,Haus::N,ఇల్లు,casă
387,Heim::N,స్వగృహము,casă
388,Heim::N,స్వగృహము,cămin
389,Ofen::N,పొయ్యి,sobă
390,Fußboden::N,నేల,podea
391,Fußboden::N,నేల,dușumea
392,Tisch::N,మేజా,masă
393,Stuhl::N,కుర్చీ,scaun
394,Wiege::N,ఉయ్యాల,leagăn
395,Bett::N,పడక,pat
396,Bett::N,మంచం,pat
397,Regal::N,అటక,rafturi
398,Kiste::N,వెట్టె,ladă
399,Kiste::N,వెట్టె,cutie
400,Fenster::N,కిటికి,fereastră
401,Tür::N,ద్వారము,ușă
402,Tor::N,ద్వారము,poartă
403,Zaun::N,కంచె,gard
404,Dach::N,ఇంటివైకప్పు,acoperiș
405,Leiter::N,నిచ్చెన,scară
406,Besen::N,చీపురుకట్ట,mătură
407,Spaten::N,పాఱ,cazma
408,Spaten::N,పాఱ,hârleț
409,Schaufel::N,పాఱ,lopată
410,Gabel::N,ముండ్లగరిటె,furculiță
411,Löffel::N,గరిటె,lingură
412,Messer::N,కత్తి,cuțit
413,Nagel::N,మేకు,cui
414,Netz::N,వల,plasă
415,Haken::N,కొక్కెము,cârlig
416,Griff::N,పిడి,mâner
417,Schloss::N,తాళము,lacăt
418,Bild::N,చిత్రము,tablou
419,Bild::N,చిత్రము,imagine
420,Figur::N,రూపము,chip
421,Figur::N,రూపము,figură
422,Puppe::N,బొమ్మ,păpușă
423,Beutel::N,సంచి,pungă
424,Beutel::N,సంచి,săculeț
425,Bündel::N,మూట,mănunchi
426,Tasche::N,సంచి,geantă
427,Eimer::N,చేద,găleată
428,Deckel::N,మూత,capac
429,Geschirr::N,వంటకాలు,vase
430,Geschirr::N,వంటకాలు,tacâmuri
431,Sack::N,గోనెసంచి,sac
432,Tasse::N,గిన్నె,ceașcă
433,Topf::N,కుండ,oală
434,Kessel::N,నీరుకాచుపాత్ర,cazan
435,Kessel::N,నీరుకాచుపాత్ర,căldare
436,Essen::N,ఆహారము,mâncare
437,Nahrung::N,ఆహారము,hrană
438,Nahrung::N,ఆహారము,aliment
439,Speise::N,ఆహారము,bucate
440,Speise::N,ఆహారము,fel de bucate
441,Fleisch::N,మాంసము,carne
442,Getreide::N,ధాన్యము,cereale
443,Brei::N,గుజ్జు,pireu
444,Brot::N,రొట్టె,pâine
445,Scheibe::N,బద్ద,felie
446,Scheibe::N,బద్ద,bucată
447,Fett::N,క్రొవ్వు,untură
448,Fett::N,క్రొవ్వు,grăsime
449,Butter::N,వెన్న,unt
450,Öl::N,నూనె,ulei
451,Salz::N,ఉప్పు,sare
452,Suppe::N,చారు,supă
453,Suppe::N,చారు,ciorbă
454,Honig::N,తెనె,miere
455,Milch::N,పాలు,lapte
456,Tee::N,తేనీరు,ceai
457,Leder::N,బాగుచేసివతోలు,piele
458,Wolle::N,ఉన్ని,lână
459,Stoff::N,బట్ట,stofă
460,Nadel::N,సూది,ac
461,Faden::N,దారము,ață
462,Knopf::N,బొత్తాము,buton
463,Knoten::N,ముడి,nod
464,Farbe::N,రంగు,vopsea
465,Kleidung::N,బట్టలు,haine
466,Kleidung::N,బట్టలు,îmbrăcăminte
467,Hemd::N,చొక్కాయ,cămașă
468,Kragen::N,మాల,guler
469,Ärmel::N,చొక్కాయచెయ్యి,mânecă
470,Hose::N,ఇజారు,pantaloni
471,Gürtel::N,పటకా,cordon
472,Mütze::N,టోపి,șapcă
473,Schuh::N,పాదరక్ష,gheată
474,Stiefel::N,బూటు,cizmă
475,Ring::N,ఉంగరము,inel
476,Ring::N,ఉంగరము,verigă
477,Band::N,నాడా,panglică
478,Band::N,నాడా,șiret
479,Kamm::N,దువ్వెన,pieptene
480,Spiegel::N,అద్దము,oglindă
481,Riemen::N,వాడా,curea
482,Schnur::N,దారము,funie
483,Schnur::N,దారము,sfoară
484,Leine::N,వారు,lesă
485,Leine::N,వారు,curea
486,Decke::N,కంబళి,pătură
487,Kissen::N,తలగడ,pernă
488,Tuch::N,బట్ట,batic
489,Handtuch::N,తువాలు,prosop
490,Handtuch::N,తువాలు,ștergar
491,Kraft::N,బలము,forță
492,Kraft::N,బలము,putere
493,Stärke::N,శక్తి,tărie
494,Stärke::N,శక్తి,vigoare
495,Gesundheit::N,ఆరోగ్యము,sănătate
496,Krankheit::N,రోగము,boală
497,Krankheit::N,రోగము,maladie
498,Schmerz::N,నొప్పి,durere
499,Wunde::N,గాయము,rană
500,Fieber::N,జ్వరము,febră
501,Arznei::N,మందు,leac
502,Arznei::N,మందు,medicament
503,Brücke::N,వంతెన,pod
504,Brücke::N,వంతెన,punte
505,Brunnen::N,బావి,puț
506,Brunnen::N,కూపము,puț
507,Brunnen::N,నుయ్యి,puț
508,Weide::N,పచ్చికబయలు,izlaz
509,Weide::N,పచ్చికబయలు,pășune
510,Pfad::N,కాలిత్రోవ,cărare
511,Weg::N,మార్గము,drum
512,Straße::N,బాట,cale
513,Straße::N,బాట,stradă
514,Dorf::N,గ్రామము,sat
515,Stadt::N,పట్టణము,oraș
516,Brief::N,జాబు,scrisoare
517,Buch::N,పుస్తకము,carte
518,Buchstabe::N,అక్షరము,literă
519,Buchstabe::N,అక్షరము,caracter
520,Zeitung::N,వార్తాపత్రిక,ziar
521,Zeitung::N,వార్తాపత్రిక,gazetă
522,Leben::N,ప్రాణము,viață
523,Tod::N,మరణము,moarte
524,Grab::N,సమాధి,groapă
525,Grab::N,సమాధి,mormânt
526,Kirche::N,క్రెస్తవులగుడి,biserică
527,Sünde::N,పాపము,păcat
528,Gott::N,దేవుడు,zeu
529,Arbeiter::N,పనిపాటుచేశేవాడు,muncitor
530,Chef::N,యజమానుడు,șef
531,Meister::N,కళాకారుడు,meșter
532,Meister::N,కళాకారుడు,maestru
533,Arzt::N,వైద్యుడు,medic
534,Arzt::N,వైద్యుడు,doctor
535,Lehrer::N,ఉపాధ్యాయుడు,profesor
536,Lehrer::N,ఉపాధ్యాయుడు,învățător
537,Geld::N,ద్రవ్యము,bani
538,Geld::N,ద్రవ్యము,parale
539,Geschäft::N,వ్యాపారము,treabă
540,Geschäft::N,వ్యాపారము,afacere
541,Laden::N,అంగడి,magazin
542,Laden::N,అంగడి,prăvălie
543,Preis::N,వెల,preț
544,Ware::N,సరకులు,marfă
545,Nutzen::N,ప్రయోజనము,folos
546,Nutzen::N,ప్రయోజనము,profit
547,Reichtum::N,ధనము,avuție
548,Reichtum::N,ధనము,bogăție
549,Welt::N,ప్రపంచము,lume
550,Land::N,దేశము,țară
551,Staat::N,రాజ్యము,stat
552,König::N,రాజు,rege
553,Macht::N,అధికారము,putere
554,Macht::N,అధికారము,putință
555,Grenze::N,సరిహద్దు,hotar
556,Grenze::N,సరిహద్దు,graniță
557,Grenze::N,సరిహద్దు,frontieră
558,Krieg::N,యుద్ధము,război
559,Feind::N,శత్రువు,dușman
560,Gewalt::N,దౌర్జన్యము,violență
561,Kampf::N,పోట్లాట,luptă
562,Bogen[Waffe]::N,విల్లు,arc
563,Pfeil::N,బాణము,săgeată
564,Gewehr::N,తుపాకి,armă
565,Gewehr::N,తుపాకి,pușcă
566,Fehler::N,తప్ప,eroare
567,Fehler::N,తప్ప,greșeală
568,Lüge::N,అసత్యము,minciună
569,Schaden::N,నష్టము,daună
570,Schaden::N,నష్టము,pagubă
571,Unglück::N,దురదృష్టము,nenorocire
572,Schuld::N,తప్పు,vină
573,Alter::N,వయస్సు,etate
574,Alter::N,వయస్సు,vârstă
575,Schluss::N,ముగింపు,sfârșit
576,Zeit::N,కాలము,timp
577,Zeit::N,కాలము,vreme
578,Tag::N,దినము,zi
579,Morgen::N,ఉదయము,dimineață
580,Mittag::N,మధ్యాహ్నము,prânz
581,Mittag::N,మధ్యాహ్నము,amiază
582,Abend::N,సాయంకాలము,seară
583,Nacht::N,రత్రి,noapte
584,Woche::N,వారము,săptămână
585,Monat::N,నెల,lună
586,Jahr::N,సంవత్సరము,an
587,Frühling::N,వసంతకాలము,primăvară
588,Sommer::N,వేసవికాము,vară
589,Herbst::N,ఆకురాలుకాలము,toamnă
590,Winter::N,శీతకాలము,iarnă
591,Januar::N,జనవరి,ianuarie
592,Februar::N,ఫిబ్రవరి,februarie
593,März::N,మార్చి,martie
594,April::N,ఏప్రిలు,aprilie
595,Mai::N,మే,mai
596,Juni::N,జూన్,iunie
597,Juli::N,జూలై,iulie
598,August::N,ఆగస్టు,august
599,September::N,సెప్ఠెంబరు,septembrie
600,Oktober::N,అక్టోబరు,octombrie
601,November::N,నవంబరు,noiembrie
602,Dezember::N,డిసెంబర్,decembrie
603,Montag::N,సోమవారము,luni
604,Dienstag::N,మంగళవారము,marți
605,Mittwoch::N,బుధవారము,miercuri
606,Donnerstag::N,గురువారము,joi
607,Freitag::N,శుక్రవారము,vineri
608,Samstag::N,శనివారము,sâmbătă
609,Sonntag::N,ఆదివారము,duminică
610,groß::A,గొప్పైన,mare
611,klein::A,చిన్న,mic
612,lang::A,పొడుగాటి,lung
613,kurz::A,పొట్టి,scurt
614,breit::A,వెడల్పైన,lat
615,breit::A,వెడల్పైన,larg
616,schmal::A,ఇఱుకైన,strâmt
617,dicht::A,దట్టమైన,des
618,dick[Gegenstand]::A,దట్టమైన,gros
619,dünn::A,పలుచని,subțire
620,fein::A,నాజాకైన,fin
621,fein::A,నాజాకైన,subțire
622,fest::A,దృడమైవ,tare
623,fest::A,దృడమైవ,solid
624,flach::A,చదువైన,șes
625,flach::A,చదువైన,plan
626,glatt::A,నున్నని,lins
627,hart::A,కఠినమైన,dur
628,weich::A,మృదువైన,moale
629,rund::A,గుండ్రని,rotund
630,rund::A,గుండ్రని,circular
631,spitz::A,మొనగల,ascuțit
632,scharf::A,పదనైన,tăios
633,scharf::A,పదనైన,ascuțit
634,stumpf::A,వాడిలేని,tocit
635,schwer::A,బరువ్తెన,greu
636,schön::A,సుందరమైన,frumos
637,heiß::A,వేడియైన,cald
638,heiß::A,వేడియైన,fierbinte
639,warm::A,వెచ్చని,cald
640,warm::A,వెచ్చని,fierbinte
641,kalt::A,చల్లని,rece
642,kühl::A,చల్లని,rece
643,kühl::A,చల్లని,răcoros
644,frisch::A,తాజాయైన,răcoros
645,frisch::A,తాజాయైన,proaspăt
646,feucht::A,చెమ్మగానున్న,umed
647,feucht::A,చెమ్మగానున్న,jilav
648,nass::A,తడిగామన్న,ud
649,trocken::A,ఎండిన,sec
650,trocken::A,ఎండిన,uscat
651,voll::A,నిండు,plin
652,leer::A,శూన్యమైన,gol
653,offen::A,తెఱచియున్న,deschis
654,geschlossen::A,మూసిన,închis
655,sauber::A,పరిశుద్ధమైన,curat
656,schmutzig::A,ముఱికియైన,murdar
657,roh::A,పచ్చి,crud
658,reif::A,పండివ,copt
659,lecker::A,రుచి గల,gustos
660,süß::A,తియ్యని,dulce
661,bitter::A,చేదైన,amar
662,sauer::A,పుల్లని,acru
663,hell::A,కాంతిగల,clar
664,hell::A,కాంతిగల,luminos
665,dunkel::A,చీకటియైన,obscur
666,dunkel::A,చీకటియైన,întunecos
667,schwarz::A,నల్లని,negru
668,weiß::A,తెలుపు,alb
669,rot::A,ఎఱ్ఱని,roșu
670,gelb::A,పసుపు పచ్చ,galben
671,blau::A,నీలవర్ణము,albastru
672,grün::A,ఆకుపచ్చని,verde
673,grau::A,నెరిసిన,gri
674,grau::A,నెరిసిన,cenușiu
675,bunt::A,రంగేలీ,colorat
676,billig::A,చౌకయైన,ieftin
677,teuer::A,వెలపొడుగైన,scump
678,wertvoll::A,విలుప్తెన,prețios
679,blind::A,గ్రుడ్డి,orb
680,taub::A,చెవిటి,surd
681,kräftig::A,శక్తి గల,tare
682,kräftig::A,శక్తి గల,forte
683,kräftig::A,శక్తి గల,robust
684,stark::A,బలమైన,viguros
685,stark::A,బలమైన,puternic
686,schwach::A,బలహీనమైన,slab
687,schwach::A,బలహీనమైన,debil
688,fett::A,క్రొవ్విన,gras
689,schlank::A,సన్నని,zvelt
690,hübsch::A,సాగప్తెన,drăguț
691,böse::A,చెడ్డ,rău
692,böse::A,చెడ్డ,răutăcios
693,dumm::A,తెలివిలేని,nerod
694,dumm::A,తెలివిలేని,tâmpit
695,faul::A,సోమరియైన,leneș
696,fleißig::A,శ్రద్దగల,harnic
697,fleißig::A,శ్రద్దగల,sârguincios
698,geizig::A,పిసినారియైన,calic
699,geizig::A,పిసినారియైన,zgârcit
700,klug::A,తెలివిగల,isteț
701,klug::A,తెలివిగల,deștept
702,geschickt::A,నిపుణతగల,dibaci
703,lieb::A,ప్రియమైన,drag
704,lieb::A,ప్రియమైన,iubit
705,lustig::A,ఉల్లాసము గల,vesel
706,sanft::A,సాధువైన,blând
707,sanft::A,సాధువైన,blajin
708,hungrig::A,ఆకలిగొనిన,flămând
