,Concept_ID,es,lt
1554,bemerken::V,notar,pastebėti
1555,erkennen::V,reconocer,pažinti
1556,erkennen::V,reconocer,atpažinti
1557,begreifen::V,concebir,suvokti
1558,verstehen::V,entender,suprasti
1559,verstehen::V,comprender,suprasti
1560,lernen::V,aprender,mokytis
1561,wissen::V,saber,žinoti
1562,sich erinnern an::V,recordar,prisiminti
1563,sich erinnern an::V,acordarse de,prisiminti
1564,vergessen::V,olvidar,užmiršti
1565,messen::V,medir,matuoti
1566,zählen::V,contar,skaičiuoti
1567,rechnen::V,contar,skaičiuoti
1568,rechnen::V,calcular,skaičiuoti
1569,lesen::V,leer,skaityti
1570,malen::V,pintar,tapyti
1571,zeichnen::V,dibujar,piešti
1572,zeichnen::V,dibujar,žymėti
1573,zeichnen::V,dibujar,braižyti
1574,schreiben::V,escribir,rašyti
1575,besitzen::V,poseer,turėti
1576,kaufen::V,comprar,pirkti
1577,verkaufen::V,vender,parduoti
1578,bezahlen::V,pagar,apmokėti
1579,zahlen::V,pagar,mokėti
1580,beherrschen::V,dominar,valdyti
1581,ertragen::V,soportar,kę̃sti
1582,ertragen::V,soportar,pakelti
1583,ertragen::V,soportar,iškę̃sti
