,Concept_ID,es,lt
156,Kralle::N,uña,nagas
157,Kralle::N,garra,nagas
158,Schwanz::N,cola,uodega
159,Ei::N,huevo,kiaušinis
160,Nest::N,nido,gūžta
161,Nest::N,nido,lizdas
162,Bau::N,madriguera,ola
163,Tier::N,animal,gyvūnas
164,Herde::N,rebaño,banda
165,Herde::N,rebaño,kaimenė
166,Kuh::N,vaca,karvė
167,Bulle::N,toro,bulius
168,Pferd::N,caballo,arklys
169,Schaf::N,oveja,avis
170,Schwein::N,cerdo,kiaulė
171,Hund::N,perro,šuo
172,Katze::N,gato,katė
173,Bär::N,oso,lokys
174,Eichhörnchen::N,ardilla,voveraitė
175,Elch::N,alce,briedis
176,Fuchs::N,zorro,lapė
177,Hase::N,liebre,kiškas
178,Maus::N,ratón,pelė
179,Wolf::N,lobo,vilkas
180,Vogel::N,ave,paukštis
181,Vogel::N,pájaro,paukštis
182,Schwarm::N,bandada,spiečius
183,Huhn::N,gallina,višta
184,Hahn::N,gallo,gaidys
185,Gans::N,oca,žąsis
186,Gans::N,ganso,žąsis
187,Adler::N,águila,erelis
188,Ente::N,pato,antis
189,Eule::N,lechuza,pelėda
190,Kranich::N,grulla,gervė
191,Krähe::N,corneja,varna
192,Kuckuck::N,cuco,gegužė
193,Schwan::N,cisne,gulbė
194,Fisch::N,pez,žuvis
195,Barsch::N,perca,ešerys
196,Hecht::N,lucio,lydeka
197,Schlange[Tier]::N,serpiente,gyvatė
198,Wurm::N,gusano,kirmėlė
199,Spinne::N,araña,voras
200,Ameise::N,hormiga,skruzdė
201,Laus::N,piojo,utėlė
202,Mücke::N,mosquito,uodas
203,Fliege::N,mosca,musė
204,Schmetterling::N,mariposa,drugys
205,Schmetterling::N,mariposa,peteliškė
206,Beere::N,baya,uoga
207,Apfel::N,manzana,obuolys
208,Pilz::N,seta,grybas
209,Pilz::N,hongo,grybas
210,Zwiebel::N,cebolla,svogūnas
211,Saat::N,siembra,sėkla
212,Korn::N,grano,grūdai
213,Heu::N,heno,šienas
214,Schale::N,cáscara,žievelė
215,Grube::N,foso,duobė
216,Falle::N,trampa,pinklės
217,Falle::N,trampa,žabangai
218,Schlinge::N,lazo,kilpa
219,Spur::N,huella,vėžė
220,Spur::N,huella,pėdos
221,Spur::N,huella,pėdsakas
222,Asche::N,ceniza,pelenai
223,Dreck::N,suciedad,purvas
224,Eisen::N,hierro,geležis
225,Gold::N,oro,auksas
226,Silber::N,plata,sidabras
227,Kohle::N,carbón,anglis
228,Glas::N,vidrio,stiklas
229,Glas::N,cristal,stiklas
230,Lehm::N,barro,molis
231,Sand::N,arena,smėlis
232,Mensch::N,hombre,žmogus
233,Mensch::N,ser humano,žmogus
234,Mann::N,hombre,vyras
235,Mann::N,hombre,vyriškis
236,Frau::N,mujer,moteris
237,Kind::N,niño,vaikas
238,Junge::N,chico,vaikinas
239,Junge::N,chico,berniukas
240,Junge::N,muchacho,vaikinas
241,Junge::N,muchacho,berniukas
242,Mädchen::N,chica,mergytė
243,Mädchen::N,chica,mergaitė
244,Mädchen::N,muchacha,mergytė
245,Mädchen::N,muchacha,mergaitė
246,Familie::N,familia,šeima
247,Großvater::N,abuelo,senelis
248,Großmutter::N,abuela,senelė
249,Eltern::N,padres,tėvai
250,Vater::N,padre,tėvas
251,Mutter::N,madre,motina
252,Sohn::N,hijo,sūnus
253,Tochter::N,hija,duktė
254,Bruder::N,hermano,brolis
255,Schwester::N,hermana,sesuo
256,Onkel::N,tío,dėdė
257,Tante::N,tía,teta
258,Ehemann::N,esposo,vyras
259,Ehefrau::N,esposa,žmona
260,Freude::N,placer,džiaugsmas
261,Freude::N,alegría,džiaugsmas
262,Gelächter::N,risa,juokas
263,Gelächter::N,carcajada,juokas
264,Glück::N,felicidad,laimė
265,Kummer::N,pena,vargas
266,Kummer::N,pena,rūpestis
267,Wunsch::N,deseo,troškimas
268,Wunsch::N,deseo,pageidavimas
269,Lust::N,ganas,noras
270,Lust::N,ganas,geidulys
271,Geist::N,mente,dvasia
272,Geist::N,espíritu,dvasia
273,Gedanke::N,idea,mintis
274,Gedanke::N,pensamiento,mintis
275,Gedächtnis::N,memoria,atmintis
276,Verstand::N,razón,protas
277,Verstand::N,entendimiento,protas
278,Sinn::N,sentido,prasmė
279,Sinn::N,significado,prasmė
280,Grund::N,causa,priežastis
281,Wahrheit::N,verdad,tiesa
282,Wahrheit::N,verdad,teisybė
283,Gespräch::N,conversación,pokalbis
284,Märchen::N,cuento,pasaka
285,Erzählung::N,cuento,apsakymas
286,Erzählung::N,cuento,pasakojimas
287,Erzählung::N,narración,apsakymas
288,Erzählung::N,narración,pasakojimas
289,Nachricht::N,mensaje,žinia
290,Neuigkeit::N,noticia,naujiena
291,Name::N,nombre,vardas
292,Rätsel::N,acertijo,mįslė
293,Rätsel::N,adivinanza,mįslė
294,Rede::N,discurso,kalba
295,Sprache::N,lengua,kalba
296,Stimme::N,voz,balsas
297,Wort::N,palabra,žodis
298,Zeichen::N,señal,žymė
299,Zeichen::N,señal,ženklas
300,Ruf::N,llamada,šauksmas
301,Lärm::N,ruido,triukšmas
302,Lärm::N,barullo,triukšmas
303,Laut::N,sonido,garsas
304,Ton::N,tono,tonas
305,Ton::N,tono,garsas
306,Lied::N,canción,daina
307,Lied::N,canción,giesmė
308,Ruhe::N,calma,ramybė
309,Ruhe::N,calma,ramumas
310,Ruhe::N,silencio,ramybė
311,Ruhe::N,silencio,ramumas
312,Leute::N,gente,žmonės
313,Volk::N,pueblo,tauta
314,Arbeit::N,trabajo,darbas
315,Arbeit::N,trabajo,triūsas
316,Gast::N,huésped,svečias
317,Gast::N,invitado,svečias
318,Geschenk::N,regalo,dovana
319,Spiel::N,juego,žaismas
320,Spiel::N,juego,žaidimas
321,Gesellschaft::N,compañía,draugija
322,Gesellschaft::N,compañía,kompanija
323,Hilfe::N,ayuda,pagalba
324,Hilfe::N,socorro,pagalba
325,Freund::N,amigo,draugas
326,Freund::N,amigo,bičiulis
327,Kamerad::N,camarada,draugas
328,Kamerad::N,compañero,draugas
329,Angelegenheit::N,asunto,dalykas
330,Angelegenheit::N,asunto,reikalas
331,Anzahl::N,cantidad,kiekis
332,Anzahl::N,cantidad,skaičius
333,Art::N,tipo,rūšis
334,Art::N,clase,rūšis
335,Stück::N,pieza,gabalas
336,Teil::N,parte,dalis
337,Hälfte::N,mitad,pusė
338,Kreis::N,círculo,ratas
339,Kreis::N,círculo,apskritis
340,Kreis::N,círculo,apskritimas
341,Kreuz::N,cruz,kryžius
342,Linie::N,línea,linija
343,Strich::N,raya,brėžis
344,Strich::N,raya,brūkšnys
345,Strich::N,trazo,brėžis
346,Strich::N,trazo,brūkšnys
347,Abstand::N,distancia,atstumas
348,Entfernung::N,distancia,atstumas
349,Gegend::N,región,vietovė
350,Gegend::N,comarca,vietovė
351,Platz::N,espacio,vieta
352,Ort::N,sitio,vieta
353,Ort::N,sitio,vietovė
354,Seite::N,lado,pusė
355,Seite::N,lado,šonas
356,Seite::N,costado,pusė
357,Seite::N,costado,šonas
358,Mitte::N,medio,vidurys
359,Mitte::N,centro,vidurys
360,Gegenstand::N,objeto,dalykas
361,Sache::N,cosa,daiktas
362,Rand::N,borde,kraštas
363,Rand::N,borde,pakraštys
364,Kante::N,borde,kraštas
365,Ecke::N,esquina,kertė
366,Ecke::N,esquina,kampas
367,Spitze::N,punta,priekis
368,Spitze::N,punta,priešakys
369,Ende::N,cabo,galas
370,Ende::N,extremo,galas
371,Loch::N,agujero,skylė
372,Loch::N,abertura,skylė
373,Winkel::N,ángulo,kampas
374,Winkel::N,ángulo,kampelis
375,Muster::N,dibujo,raštas
376,Größe::N,tamaño,dydis
377,Größe::N,tamaño,didumas
378,Länge::N,longitud,ilgis
379,Länge::N,longitud,ilgumas
380,Höhe::N,altura,aukštis
381,Höhe::N,altura,aukštuma
382,Höhe::N,altitud,aukštis
383,Höhe::N,altitud,aukštuma
384,Gewicht::N,peso,svoris
385,Gewicht::N,peso,svarstis
386,Menge::N,cantidad,kiekis
387,Menge::N,cantidad,daugybė
388,Haufen::N,montón,krūva
389,Haufen::N,montón,šūsnis
390,Reihe::N,fila,greta
391,Boot::N,bote,valtis
392,Boot::N,bote,laivelis
393,Boot::N,barca,valtis
394,Boot::N,barca,laivelis
395,Ruder::N,remo,irklas
396,Schlitten::N,trineo,rogės
397,Schlitten::N,trineo,rogutės
398,Ski::N,esquí,slidė
399,Lagerfeuer::N,hoguera,laužas
400,Last::N,carga,našta
401,Last::N,carga,nešulys
402,Gang::N,marcha,eisena
403,Schritt::N,paso,žingsnis
404,Norden::N,norte,šiaurė
405,Norden::N,norte,žiemiai
406,Süden::N,sur,pietūs
407,Westen::N,oeste,vakarai
408,Osten::N,este,rytai
409,Holz::N,madera,mediena
410,Brett::N,tabla,lenta
411,Platte::N,placa,plokštė
412,Platte::N,plancha,plokštė
413,Stütze::N,sostén,atrama
414,Stütze::N,sostén,atspara
415,Stütze::N,soporte,atrama
416,Stütze::N,soporte,atspara
417,Stange::N,vara,lazda
418,Stange::N,vara,kartis
419,Stange::N,percha,lazda
420,Stange::N,percha,kartis
421,Stock::N,palo,lazda
422,Stock::N,bastón,lazda
423,Stab::N,vara,kartis
424,Stab::N,bastón,kartis
425,Rohr::N,tubo,vamzdis
426,Haus::N,casa,namas
427,Heim::N,hogar,namai
428,Ofen::N,estufa,krosnis
429,Fußboden::N,suelo,grindys
430,Tisch::N,mesa,stalas
431,Stuhl::N,silla,kėdė
432,Wiege::N,cuna,lopšys
433,Bett::N,cama,lova
434,Bett::N,cama,patalai
435,Regal::N,estantería,lentyna
436,Kiste::N,caja,dėžė
437,Fenster::N,ventana,langas
438,Tür::N,puerta,durys
439,Tor::N,puerta,vartai
440,Zaun::N,valla,tvora
441,Zaun::N,cercado,tvora
442,Dach::N,techo,stogas
443,Dach::N,tejado,stogas
444,Leiter::N,escalera,kopėčios
445,Besen::N,escoba,šluota
446,Spaten::N,pala,lopeta
447,Spaten::N,pala,kastuvas
448,Schaufel::N,pala,semtuvas
449,Schaufel::N,paleta,semtuvas
450,Gabel::N,tenedor,šakutė
451,Löffel::N,cuchara,šaukštas
452,Messer::N,cuchillo,peilis
453,Nagel::N,clavo,vinis
454,Netz::N,red,tinklas
455,Haken::N,gancho,vagis
456,Haken::N,gancho,kablys
457,Haken::N,corchete,vagis
458,Haken::N,corchete,kablys
459,Griff::N,asa,kotas
460,Griff::N,asa,rankena
461,Griff::N,mango,kotas
462,Griff::N,mango,rankena
463,Schloss::N,cerradura,spyna
464,Schloss::N,cerradura,užraktas
465,Bild::N,imagen,paveikslas
466,Figur::N,figura,figūra
467,Puppe::N,muñeca,lėlė
468,Beutel::N,bolsa,krepšys
469,Beutel::N,bolsa,maišelis
470,Bündel::N,haz,ryšulys
471,Tasche::N,bolso,krepšelis
472,Eimer::N,cubo,kibiras
473,Deckel::N,tapa,dangtis
474,Deckel::N,tapadera,dangtis
475,Geschirr::N,vajilla,indai
476,Sack::N,saco,maišas
477,Tasse::N,taza,puodukas
478,Topf::N,olla,puodas
479,Topf::N,marmita,puodas
480,Kessel::N,caldera,katilas
481,Essen::N,comida,valgis
482,Nahrung::N,alimento,penas
483,Nahrung::N,alimento,maistas
484,Speise::N,plato,patiekalas
485,Fleisch::N,carne,mėsa
486,Getreide::N,cereales,javai
487,Brei::N,puré,košė
488,Brei::N,papilla,košė
489,Brot::N,pan,duona
490,Scheibe::N,lonja,riekė
491,Scheibe::N,rebanada,riekė
492,Fett::N,grasa,taukai
493,Fett::N,grasa,riebalai
494,Butter::N,mantequilla,sviestas
495,Öl::N,aceite,aliejus
496,Salz::N,sal,druska
497,Suppe::N,sopa,sriuba
498,Honig::N,miel,medus
499,Milch::N,leche,pienas
500,Tee::N,té,arbata
501,Leder::N,cuero,oda
502,Wolle::N,lana,vilna
503,Stoff::N,tela,audeklas
504,Stoff::N,tejido,audeklas
505,Nadel::N,aguja,adata
506,Faden::N,hilo,gija
507,Faden::N,hilo,siūlas
508,Knopf::N,botón,saga
509,Knoten::N,nudo,mazgas
510,Farbe::N,pintura,dažai
511,Kleidung::N,ropa,rūbai
512,Kleidung::N,ropa,drabužiai
513,Kleidung::N,vestidos,rūbai
514,Kleidung::N,vestidos,drabužiai
515,Hemd::N,camisa,marškiniai
516,Kragen::N,cuello,apykaklė
517,Ärmel::N,manga,rankovė
518,Hose::N,pantalón,kelnės
519,Gürtel::N,cinturón,juosta
520,Gürtel::N,cinturón,diržas
521,Mütze::N,gorro,kepurė
522,Schuh::N,zapato,batas
523,Stiefel::N,bota,auliniai batai
524,Ring::N,anillo,žiedas
525,Band::N,cinta,kaspinas
526,Kamm::N,peine,šukos
527,Spiegel::N,espejo,veidrodis
528,Riemen::N,correa,diržas
529,Schnur::N,cuerda,virvė
530,Leine::N,correa,pavadėlis
531,Decke::N,manta,antklodė
532,Kissen::N,almohada,pagalvė
533,Kissen::N,almohada,priegalvis
534,Tuch::N,pañuelo,skarelė
535,Handtuch::N,toalla,rankšluostis
536,Kraft::N,fuerza,jėga
537,Stärke::N,fuerza,stiprumas
538,Gesundheit::N,salud,sveikata
539,Krankheit::N,enfermedad,liga
540,Schmerz::N,dolor,skausmas
541,Wunde::N,llaga,žaizda
542,Wunde::N,herida,žaizda
543,Fieber::N,fiebre,karštis
544,Arznei::N,medicina,vaistas
545,Arznei::N,medicamento,vaistas
546,Brücke::N,puente,tiltas
547,Brunnen::N,pozo,šulinys
548,Weide::N,pasto,ganykla
549,Weide::N,pasto,gluosnis
550,Pfad::N,sendero,takas
551,Weg::N,camino,kelias
552,Straße::N,vía,gatvė
553,Straße::N,carretera,gatvė
554,Dorf::N,aldea,kaimas
555,Dorf::N,aldea,sodžius
556,Dorf::N,pueblo,kaimas
557,Dorf::N,pueblo,sodžius
558,Stadt::N,ciudad,miestas
559,Brief::N,carta,laiškas
560,Buch::N,libro,knyga
561,Buchstabe::N,letra,raidė
562,Buchstabe::N,carácter,raidė
563,Zeitung::N,diario,laikraštis
564,Zeitung::N,periódico,laikraštis
565,Leben::N,vida,gyvybė
566,Leben::N,vida,gyvenimas
567,Tod::N,muerte,mirtis
568,Grab::N,tumba,kapas
569,Grab::N,sepulcro,kapas
570,Kirche::N,iglesia,bažnyčia
571,Sünde::N,pecado,nuodėmė
572,Sünde::N,pecado,nusidėjimas
573,Gott::N,dios,dievas
574,Arbeiter::N,obrero,darbininkas
575,Arbeiter::N,trabajador,darbininkas
576,Chef::N,jefe,šefas
577,Chef::N,jefe,vadovas
578,Chef::N,jefe,viršininkas
579,Meister::N,maestro,meistras
580,Arzt::N,médico,gydytojas
581,Lehrer::N,profesor,mokytojas
582,Geld::N,dinero,pinigai
583,Geschäft::N,negocio,biznis
584,Laden::N,tienda,krautuvė
585,Laden::N,tienda,parduotuvė
586,Preis::N,precio,kaina
587,Ware::N,mercancía,prekė
588,Nutzen::N,provecho,nauda
589,Nutzen::N,provecho,pelnas
590,Reichtum::N,riqueza,turtas
591,Welt::N,mundo,pasaulis
592,Land::N,país,žemė
593,Land::N,país,šalis
594,Staat::N,Estado,valstija
595,König::N,rey,karalius
596,Macht::N,poder,galia
597,Macht::N,poder,valdžia
598,Macht::N,potencia,galia
599,Macht::N,potencia,valdžia
600,Grenze::N,frontera,riba
601,Grenze::N,frontera,siena
602,Krieg::N,guerra,karas
603,Feind::N,enemigo,priešas
604,Gewalt::N,violencia,jėga
605,Gewalt::N,violencia,smurtas
606,Gewalt::N,violencia,prievarta
607,Kampf::N,lucha,kova
608,Kampf::N,combate,kova
609,Bogen[Waffe]::N,arco,lankas
610,Pfeil::N,flecha,strėlė
611,Gewehr::N,fusil,šautuvas
612,Gewehr::N,escopeta,šautuvas
613,Fehler::N,error,klaida
614,Lüge::N,mentira,melas
615,Schaden::N,daño,nuostolis
616,Schaden::N,daño,apgadinimas
617,Unglück::N,desgracia,nelaimė
618,Schuld::N,culpa,kaltė
619,Alter::N,edad,amžius
620,Schluss::N,fin,pabaiga
621,Schluss::N,final,pabaiga
622,Zeit::N,tiempo,laikas
623,Tag::N,día,diena
624,Morgen::N,mañana,rytas
625,Mittag::N,mediodía,vidurdienis
626,Abend::N,noche,vakaras
627,Nacht::N,noche,naktis
628,Woche::N,semana,savaitė
629,Monat::N,mes,mėnuo
630,Jahr::N,año,metai
631,Frühling::N,primavera,pavasaris
632,Sommer::N,verano,vasara
633,Herbst::N,otoño,ruduo
634,Winter::N,invierno,žiema
635,Januar::N,enero,sausis
636,Februar::N,febrero,vasaris
637,März::N,marzo,kovas
638,April::N,abril,balandis
639,Mai::N,mayo,gegužė
640,Juni::N,junio,birželis
641,Juli::N,julio,liepa
642,August::N,agosto,rugpjūtis
643,September::N,septiembre,rugsėjis
644,Oktober::N,octubre,spalis
645,November::N,noviembre,lapkritis
646,Dezember::N,diciembre,gruodis
647,Montag::N,lunes,pirmadienis
648,Dienstag::N,martes,antradienis
649,Mittwoch::N,miércoles,trečiadienis
650,Donnerstag::N,jueves,ketvirtadienis
651,Freitag::N,viernes,penktadienis
652,Samstag::N,sábado,šeštadienis
653,Sonntag::N,domingo,sekmadienis
654,groß::A,grande,didis
655,groß::A,grande,didelis
656,klein::A,pequeño,mažas
657,lang::A,largo,ilgas
658,kurz::A,corto,trumpas
659,breit::A,ancho,platus
660,schmal::A,estrecho,smulkus
661,dicht::A,denso,tankus
662,dick[Gegenstand]::A,grueso,storas
663,dünn::A,fino,plonas
664,dünn::A,delgado,plonas
665,fein::A,fino,smulkus
666,fein::A,delicado,smulkus
667,fest::A,firme,kietas
668,fest::A,firme,tvirtas
669,fest::A,sólido,kietas
670,fest::A,sólido,tvirtas
671,flach::A,plano,lėkštas
672,flach::A,plano,plokščias
673,glatt::A,liso,slidus
674,hart::A,duro,kietas
675,weich::A,muelle,minkštas
676,rund::A,redondo,apvalus
677,rund::A,redondo,apskritas
678,spitz::A,agudo,aštrus
679,spitz::A,agudo,smailus
680,spitz::A,apuntado,aštrus
681,spitz::A,apuntado,smailus
682,scharf::A,agudo,aštrus
683,scharf::A,afilado,aštrus
684,stumpf::A,sin filo,bukas
685,stumpf::A,sin filo,atšipęs
686,schwer::A,pesado,sunkus
687,schön::A,bello,gražus
688,schön::A,hermoso,gražus
689,heiß::A,caluroso,karštas
690,warm::A,cálido,šiltas
691,warm::A,caliente,šiltas
692,kalt::A,frío,šaltas
693,kühl::A,fresco,vėsus
694,kühl::A,fresco,bejausmis
695,frisch::A,fresco,šviežias
696,feucht::A,húmedo,drėgnas
697,nass::A,mojado,šlapias
698,trocken::A,seco,sausas
699,voll::A,lleno,pilnas
700,leer::A,vacío,tuščias
701,offen::A,abierto,atviras
702,geschlossen::A,cerrado,uždaras
703,geschlossen::A,cerrado,uždarytas
704,sauber::A,limpio,švarus
705,schmutzig::A,sucio,nešvarus
706,schmutzig::A,sucio,purvinas
707,roh::A,crudo,žalias
708,reif::A,maduro,prinokęs
709,reif::A,maduro,pribrendęs
710,lecker::A,rico,gardus
711,lecker::A,sabroso,gardus
712,süß::A,dulce,saldus
713,bitter::A,amargo,kartus
714,sauer::A,agrio,gižus
715,sauer::A,agrio,rūgštus
716,hell::A,claro,šviesus
717,hell::A,claro,skaistus
718,dunkel::A,oscuro,tamsus
719,schwarz::A,negro,juodas
720,weiß::A,blanco,baltas
721,rot::A,rojo,raudonas
722,gelb::A,amarillo,geltonas
723,blau::A,azul,mėlynas
724,grün::A,verde,žalias
725,grau::A,gris,pilkas
726,bunt::A,multicolor,margas
727,bunt::A,multicolor,spalvotas
728,billig::A,barato,pigus
729,teuer::A,caro,brangus
730,wertvoll::A,valioso,vertingas
731,wertvoll::A,precioso,vertingas
732,blind::A,ciego,aklas
733,taub::A,sordo,kurčias
734,kräftig::A,fuerte,stiprus
735,stark::A,fuerte,stiprus
736,stark::A,vigoroso,stiprus
737,schwach::A,débil,silpnas
738,fett::A,obeso,riebus
739,schlank::A,esbelto,laibas
740,schlank::A,esbelto,lieknas
741,hübsch::A,mono,gražus
742,hübsch::A,guapo,gražus
743,böse::A,malo,blogas
744,dumm::A,tonto,paikas
745,dumm::A,tonto,kvailas
746,dumm::A,estúpido,paikas
747,dumm::A,estúpido,kvailas
748,faul::A,vago,tingus
749,faul::A,perezoso,tingus
750,fleißig::A,aplicado,stropus
751,fleißig::A,aplicado,kruopštus
752,fleißig::A,diligente,stropus
753,fleißig::A,diligente,kruopštus
754,geizig::A,avaro,šykštus
755,klug::A,sensato,sumanus
756,klug::A,sensato,protingas
757,klug::A,inteligente,sumanus
758,klug::A,inteligente,protingas
759,geschickt::A,hábil,apsukrus
760,lieb::A,querido,mielas
761,lustig::A,alegre,smagus
762,lustig::A,alegre,linksmas
763,sanft::A,suave,švelnus
764,sanft::A,suave,minkštas
765,hungrig::A,hambriento,alkanas
766,krank::A,enfermo,ligotas
767,krank::A,enfermo,sergantis
768,nackt::A,desnudo,nuogas
769,traurig::A,triste,liūdnas
770,lebendig::A,vivo,gyvas
771,lebendig::A,viviente,gyvas
772,gut::A,bueno,geras
773,schlecht::A,malo,blogas
774,schlecht::A,malo,prastas
775,richtig::A,justo,tikras
776,richtig::A,justo,teisingas
777,richtig::A,correcto,tikras
778,richtig::A,correcto,teisingas
779,schlimm::A,malo,blogas
780,schlimm::A,malo,prastas
781,schlimm::A,grave,blogas
782,schlimm::A,grave,prastas
783,wahr::A,verídico,tikras
784,wahr::A,verdadero,tikras
785,alt::A,viejo,senas
786,neu::A,nuevo,naujas
787,ehemalig::A,antiguo,buvęs
788,alt[Lebewesen]::A,viejo,pagyvenęs
789,jung::A,joven,jaunas
790,arm::A,pobre,neturtingas
791,reich::A,rico,turtingas
792,bekannt::A,conocido,žinomas
793,bekannt::A,conocido,pažįstamas
794,berühmt::A,famoso,žymus
795,berühmt::A,famoso,garsus
796,berühmt::A,célebre,žymus
797,berühmt::A,célebre,garsus
798,fremd::A,extraño,svetimas
799,verschieden::A,diverso,įvairus
800,verschieden::A,distinto,įvairus
801,verschieden::A,diferente,įvairus
802,nah::A,cercano,artimas
803,fern::A,lejano,tolimas
804,linker::A,izquierdo,kairys
805,rechter::A,derecho,dešinys
806,anderer::A,otro,kitas
807,erster::A,primero,pirmas
808,zweiter::A,segundo,antras
809,dritter::A,tercero,trečias
810,letzter::A,último,paskutinis
811,allein::ADV,a solo,vienas
