,Concept_ID,kk,sk
103,Schmutz::N,кір,nečistota
104,See::N,көл,jazero
105,Sumpf::N,саз,bahno
106,Moor::N,саз,močiar
107,Wiese::N,шалғын,lúka
108,Wald::N,орман,les
109,Wald::N,орман,hora
110,Hügel::N,төбе,vŕšok
111,Hügel::N,белес,vŕšok
112,Hügel::N,белес-белес,vŕšok
113,Anhöhe::N,дөң,výšina
114,Anhöhe::N,дөң,vyvýšenina
115,Anhöhe::N,адыр,výšina
116,Anhöhe::N,адыр,vyvýšenina
117,Anhöhe::N,қырат,výšina
118,Anhöhe::N,қырат,vyvýšenina
119,Berg::N,тау,hora
120,Gipfel::N,төбе,vrchol
121,Höhle::N,үңгір,jaskyňa
122,Abhang::N,бауыр,úbočie
123,Quelle::N,қайнар,prameň
124,Bach::N,жылға,potok
125,Fluss::N,өзен,rieka
126,Ufer::N,жиек,breh
127,Küste::N,жиегі,pobrežie
128,Küste::N,жағалау,pobrežie
129,Festland::N,құрылық,pevnina
130,Meer::N,теңіз,more
131,Bucht::N,шығанақ,záliv
132,Bucht::N,шығанақ,zátoka
133,Insel::N,арал,ostrov
134,Blume::N,гүл,kvet
135,Blume::N,гүл,kvetina
136,Gras::N,от,tráva
137,Wurzel::N,түбір,koreň
138,Baum::N,ағаш,strom
139,Baum::N,дарақ,strom
140,Stamm::N,сояу,kmeň
141,Stamm::N,оқпан,kmeň
142,Rinde::N,қабық,kôra
143,Ast::N,бұтақ,konár
144,Zweig::N,шыбық,vetva
145,Blatt::N,жапырақ,list
146,Birke::N,қайың,breza
147,Kiefer[Baum]::N,қарағай,sosna
148,Kiefer[Baum]::N,қарағай,borovica
149,Weide[Baum]::N,тал,vŕba
150,Tanne::N,шырша,jedľa
151,Horn::N,мүйіз,roh
152,Feder::N,қаламұш,pero
153,Fell::N,тері,koža
154,Fell::N,тері,kožušina
155,Flügel::N,қанат,krídlo
156,Klaue::N,тырнақ,paznecht
157,Kralle::N,аяқ,pazúr
158,Schwanz::N,құйрық,chvost
159,Ei::N,жұмыртқа,vajce
160,Ei::N,жұмыртқа,vajíčko
161,Nest::N,ұя,hniezdo
162,Bau::N,жатақ,nora
163,Tier::N,айуан,zviera
164,Tier::N,жануар,zviera
165,Herde::N,пада,stádo
166,Kuh::N,сиыр,krava
167,Bulle::N,өгіз,býk
168,Pferd::N,жылқы,kôň
169,Schaf::N,қой,ovca
170,Schwein::N,шошқа,sviňa
171,Hund::N,ит,pes
172,Katze::N,мысық,mačka
173,Bär::N,аю,medveď
174,Eichhörnchen::N,тиін,veverička
175,Elch::N,бұғы,los
176,Fuchs::N,түлкі,líška
177,Hase::N,қоян,zajac
178,Maus::N,қаптесер,myš
179,Wolf::N,бөрі,vlk
180,Wolf::N,қасқыр,vlk
181,Vogel::N,құс,vták
182,Schwarm::N,топ,roj
183,Schwarm::N,үйір,roj
184,Huhn::N,тауық,kurča
185,Huhn::N,тауық,sliepka
186,Huhn::N,мекиен,kurča
187,Huhn::N,мекиен,sliepka
188,Hahn::N,әтеш,kohút
189,Hahn::N,қораз,kohút
190,Gans::N,қаз,hus
191,Adler::N,бүркіт,orol
192,Ente::N,үйрек,kačka
193,Ente::N,үйрек,kačica
194,Eule::N,жапалақ,sova
195,Kranich::N,тырна,žeriav
196,Krähe::N,қарға,vrana
197,Kuckuck::N,көкек,kukučka
198,Schwan::N,аққу,labuť
199,Fisch::N,балық,ryba
200,Barsch::N,алабұға,ostriež
201,Hecht::N,шортан,šťuka
202,Schlange[Tier]::N,жылан,had
203,Wurm::N,шұбалшаң,červ
204,Spinne::N,өрмекші,pavúk
205,Ameise::N,қүмырска,mravec
206,Laus::N,бит,voš
207,Mücke::N,маса,komár
208,Fliege::N,шыбын,mucha
209,Schmetterling::N,көбелек,motýľ
210,Beere::N,жидек,bobuľa
211,Apfel::N,алма,jablko
212,Pilz::N,қозықұйрық,hríb
213,Pilz::N,саңыраукулақ,hríb
214,Zwiebel::N,жуа,cibuľa
215,Saat::N,тұқым,osivo
216,Korn::N,дән,zrno
217,Heu::N,шөп,seno
218,Schale::N,қабық,šupa
219,Schale::N,қабық,škrupina
220,Schale::N,қабығы,šupa
221,Schale::N,қабығы,škrupina
222,Grube::N,ор,jama
223,Falle::N,дұзақ,pasca
224,Falle::N,дұзақ,klepec
225,Falle::N,қақпан,pasca
226,Falle::N,қақпан,klepec
227,Schlinge::N,ілмек,slučka
228,Spur::N,із,stopa
229,Asche::N,күл,popol
230,Dreck::N,былғаныш,kal
231,Dreck::N,былғаныш,blato
232,Eisen::N,темір,železo
233,Gold::N,алтын,zlato
234,Silber::N,күміс,striebro
235,Kohle::N,көмір,uhlie
236,Glas::N,шыны,sklo
237,Lehm::N,балшық,íl
238,Lehm::N,балшық,hlina
239,Sand::N,құм,piesok
240,Mensch::N,адам,človek
241,Mann::N,еркек,muž
242,Mann::N,еркек,chlap
243,Mann::N,ер адам,muž
244,Mann::N,ер адам,chlap
245,Frau::N,бике,žena
246,Frau::N,қатын,žena
247,Kind::N,бала,dieťa
248,Kind::N,перзент,dieťa
249,Junge::N,бала,chlapec
250,Junge::N,ер бала,chlapec
251,Mädchen::N,қыз,dievka
252,Familie::N,жанұя,rodina
253,Großvater::N,ата,dedo
254,Großvater::N,ата,starý otec
255,Großmutter::N,әже,babička
256,Großmutter::N,әже,stará mať
257,Großmutter::N,әжей,babička
258,Großmutter::N,әжей,stará mať
259,Eltern::N,ата-аналар,rodičia
260,Vater::N,әке,otec
261,Mutter::N,ана,mať
262,Mutter::N,ана,matka
263,Sohn::N,ұл,syn
264,Tochter::N,қызым,dcéra
265,Bruder::N,бауырым,brat
266,Schwester::N,әпке,sestra
267,Onkel::N,көке,ujo
268,Onkel::N,көке,strýko
269,Tante::N,тәте,teta
270,Tante::N,тәте,tetka
271,Ehemann::N,ер,muž
272,Ehemann::N,ер,manžel
273,Ehefrau::N,зайып,žena
274,Ehefrau::N,зайып,manželka
275,Freude::N,қуаныш,radosť
276,Freude::N,сүйініш,radosť
277,Freude::N,шат-думан,radosť
278,Freude::N,қуаныштылық,radosť
279,Gelächter::N,күлу,smiech
280,Glück::N,бақыт,šťastie
281,Glück::N,бақыттылық,šťastie
282,Kummer::N,аза,žiaľ
283,Kummer::N,аза,zármutok
284,Kummer::N,қайғы,žiaľ
285,Kummer::N,қайғы,zármutok
286,Kummer::N,қасырет,žiaľ
287,Kummer::N,қасырет,zármutok
288,Wunsch::N,мүдде,prianie
289,Lust::N,тәбет,chuť
290,Lust::N,ынтызар,chuť
291,Lust::N,құштарлық,chuť
292,Geist::N,рух,duch
293,Gedanke::N,ой,myšlienka
294,Gedächtnis::N,ес,pamäť
295,Gedächtnis::N,жады,pamäť
296,Gedächtnis::N,ақыл-ес,pamäť
297,Verstand::N,ақыл,rozum
298,Verstand::N,парасат,rozum
299,Sinn::N,мән,zmysel
300,Sinn::N,маныз,zmysel
301,Sinn::N,мағына,zmysel
302,Sinn::N,мән-мағына,zmysel
303,Grund::N,себеп,dôvod
304,Grund::N,себеп,príčina
305,Wahrheit::N,рас,pravda
306,Gespräch::N,әңгіме,reč
307,Gespräch::N,әңгіме,rozhovor
308,Märchen::N,ертеп,rozprávka
309,Märchen::N,ертек,rozprávka
310,Erzählung::N,әңгіме,poviedka
311,Nachricht::N,хабар,správa
312,Neuigkeit::N,жаңалық,novinka
313,Name::N,ат,meno
314,Name::N,атау,meno
315,Rätsel::N,жұмбақ,záhada
316,Rätsel::N,жұмбақ,hádanka
317,Rede::N,сөз,reč
318,Sprache::N,тіл,reč
319,Sprache::N,тіл,jazyk
320,Stimme::N,үн,hlas
321,Stimme::N,әуен,hlas
322,Stimme::N,дауыс,hlas
323,Wort::N,сөз,slovo
324,Zeichen::N,ишара,znak
325,Ruf::N,айғай,volanie
326,Ruf::N,айғай,zavolanie
327,Lärm::N,айғай-шу,hluk
328,Lärm::N,айғай-шу,hurhaj
329,Lärm::N,айғай-ұйғай,hluk
330,Lärm::N,айғай-ұйғай,hurhaj
331,Laut::N,дыбыс,zvuk
332,Laut::N,дауыс,zvuk
333,Ton::N,әуен,tón
334,Ton::N,әуен,zvuk
335,Lied::N,ән,pieseň
336,Lied::N,жыр,pieseň
337,Lied::N,ән-жыр,pieseň
338,Ruhe::N,тыныштық,pokoj
339,Leute::N,кісілер,ľudia
340,Volk::N,халық,ľud
341,Volk::N,халық,národ
342,Arbeit::N,еңбек,práca
343,Arbeit::N,еңбек,robota
344,Gast::N,қонақ,hosť
345,Gast::N,мейман,hosť
346,Geschenk::N,қадия,dar
347,Spiel::N,ойын,hra
348,Gesellschaft::N,қауым,spoločnosť
349,Gesellschaft::N,жұртшылық,spoločnosť
350,Hilfe::N,жэрдем,pomoc
351,Freund::N,дос,priateľ
352,Kamerad::N,дос-жар,kamarát
353,Angelegenheit::N,жұмыс,vec
354,Angelegenheit::N,жұмыс,záležitosť
355,Anzahl::N,сан,počet
356,Anzahl::N,сан,množstvo
357,Anzahl::N,саны,počet
358,Anzahl::N,саны,množstvo
359,Art::N,түр,druh
360,Stück::N,тілім,kus
361,Stück::N,тілім,kúsok
362,Teil::N,үлес,časť
363,Teil::N,бөлшек,časť
364,Hälfte::N,жарты,polka
365,Hälfte::N,жарты,polovica
366,Kreis::N,шеңбер,kruh
367,Kreuz::N,крест,kríž
368,Linie::N,сызық,línia
369,Strich::N,сызық,čiara
370,Abstand::N,ара,vzdialenosť
371,Abstand::N,аралық,vzdialenosť
372,Entfernung::N,аралық,vzdialenosť
373,Gegend::N,өңір,kraj
374,Gegend::N,өңір,krajina
375,Platz::N,орны,miesto
376,Ort::N,орын,miesto
377,Seite::N,жақ,bok
378,Seite::N,жақ,strana
379,Seite::N,бүйір,bok
380,Seite::N,бүйір,strana
381,Mitte::N,ортасы,stred
382,Gegenstand::N,зат,predmet
383,Gegenstand::N,нәрсе,predmet
384,Sache::N,бұйым,vec
385,Rand::N,шет,kraj
386,Rand::N,шет,okraj
387,Rand::N,шеті,kraj
388,Rand::N,шеті,okraj
389,Kante::N,қыр,hrana
390,Kante::N,қыры,hrana
391,Ecke::N,қыры,roh
392,Ecke::N,бұрыш,roh
393,Spitze::N,ұшы,hrot
394,Spitze::N,ұшы,špička
395,Ende::N,аяқ,koniec
396,Ende::N,соңы,koniec
397,Loch::N,тесік,diera
398,Winkel::N,мүйіс,kút
399,Muster::N,мәнер,vzor
400,Muster::N,мәнер,vzorka
401,Größe::N,ауқым,veľkosť
402,Größe::N,көлемдік,veľkosť
403,Länge::N,бой,dĺžka
404,Länge::N,ұзындық,dĺžka
405,Höhe::N,жоғарылық,výška
406,Höhe::N,биіктік,výška
407,Gewicht::N,салмақ,váha
408,Menge::N,мөлшер,množstvo
409,Haufen::N,үйме,hŕba
410,Haufen::N,үйінді,hŕba
411,Reihe::N,сап,rad
412,Boot::N,қайық,čln
413,Ruder::N,ескек,veslo
414,Schlitten::N,шана,sane
415,Ski::N,шаңғы,lyža
416,Lagerfeuer::N,алау,táborák
417,Last::N,ауырлық,ťarcha
418,Last::N,ауырлық,bremeno
419,Last::N,ауыр зат,ťarcha
420,Last::N,ауыр зат,bremeno
421,Gang::N,жүріс,chôdza
422,Schritt::N,адым,krok
423,Norden::N,солтүстік,sever
424,Norden::N,терістік,sever
425,Süden::N,оңтүстік,juh
426,Westen::N,батыс,západ
427,Osten::N,күншығыс,východ
428,Holz::N,ағаш,drevo
429,Holz::N,сүрек,drevo
430,Brett::N,тақта,doska
431,Platte::N,тақта,doska
432,Platte::N,тақта,platňa
433,Stütze::N,тіреу,opora
434,Stange::N,қада,tyč
435,Stock::N,сойыл,palica
436,Stab::N,сырық,palica
437,Rohr::N,құбыр,rúra
438,Haus::N,үй,dom
439,Heim::N,үйлі,domov
440,Heim::N,шаңырақ,domov
441,Ofen::N,ошақ,pec
442,Ofen::N,ошақ,kachle
443,Ofen::N,пеш,pec
444,Ofen::N,пеш,kachle
445,Fußboden::N,еден,dlážka
446,Fußboden::N,еден,podlaha
447,Tisch::N,үстел,stôl
448,Stuhl::N,орындық,stolička
449,Wiege::N,бесік,kolíska
450,Bett::N,кереует,lôžko
451,Bett::N,кереует,posteľ
452,Regal::N,сөре,regál
453,Regal::N,сөре,polica
454,Kiste::N,жәшік,debna
455,Fenster::N,терезе,okno
456,Fenster::N,терезе,oblok
457,Tür::N,есік,dvere
458,Tor::N,дарбаза,vráta
459,Zaun::N,дуал,plot
460,Zaun::N,дуал,ohrada
461,Dach::N,шатыр,krov
462,Dach::N,шатыр,strecha
463,Leiter::N,саты,rebrík
464,Leiter::N,саты,rebrina
465,Leiter::N,басқыш,rebrík
466,Leiter::N,басқыш,rebrina
467,Besen::N,сыпырғыш,metla
468,Spaten::N,күрек,rýľ
469,Schaufel::N,қалақ,lopata
470,Gabel::N,аша,vidlička
471,Gabel::N,шанышқы,vidlička
472,Löffel::N,қасық,lyžica
473,Messer::N,пышақ,nôž
474,Nagel::N,мық,klinec
475,Nagel::N,шеге,klinec
476,Netz::N,керегекөз,sieť
477,Haken::N,ілмек,hák
478,Haken::N,ілмек,háčik
479,Griff::N,сап,rukoväť
480,Griff::N,тұтқа,rukoväť
481,Schloss::N,құлып,zámka
482,Schloss::N,бекіткіш,zámka
483,Bild::N,сурет,obraz
484,Figur::N,тұлға,figúra
485,Puppe::N,қуыршақ,bábka
486,Puppe::N,қуыршақ,bábika
487,Beutel::N,қапшық,vrece
488,Beutel::N,қапшық,vrecko
489,Bündel::N,байлам,uzlík
490,Bündel::N,байлам,zväzok
491,Tasche::N,дорба,taška
492,Tasche::N,дорба,kabelka
493,Eimer::N,шелек,vedro
494,Deckel::N,жапқыш,vrchnák
495,Deckel::N,жапқыш,pokrývka
496,Geschirr::N,ыдыс,nádoba
497,Sack::N,қап,mech
498,Sack::N,қап,vrece
499,Tasse::N,шыныаяқ,šálka
500,Topf::N,кәстрөл,hrniec
501,Kessel::N,қазан,kotol
502,Essen::N,ас,jedlo
503,Nahrung::N,ас,strava
504,Nahrung::N,ас,potrava
505,Nahrung::N,тамақ,strava
506,Nahrung::N,тамақ,potrava
507,Speise::N,тағам,jedlo
508,Fleisch::N,ет,mäso
509,Getreide::N,дәнді,obilie
510,Brei::N,ботқа,kaša
511,Brot::N,күлше,chlieb
512,Scheibe::N,тілім,kotúč
513,Scheibe::N,тілім,krajec
514,Fett::N,май,tuk
515,Fett::N,май,masť
516,Butter::N,май,maslo
517,Öl::N,май,olej
518,Salz::N,тұз,soľ
519,Suppe::N,көже,polievka
520,Honig::N,бал,med
521,Milch::N,сүт,mlieko
522,Tee::N,шай,čaj
523,Leder::N,көн,koža
524,Wolle::N,жүн,vlna
525,Stoff::N,мата,súkno
526,Stoff::N,кездеме,súkno
527,Nadel::N,ине,ihla
528,Faden::N,жіп,niť
529,Faden::N,жіп,vlákno
530,Knopf::N,түйме,gombík
531,Knoten::N,түйін,uzol
532,Farbe::N,рең,farba
533,Kleidung::N,киім,šaty
534,Kleidung::N,киім,šatstvo
535,Hemd::N,жейде,košeľa
536,Kragen::N,жаға,golier
537,Ärmel::N,жең,rukáv
538,Hose::N,шалбар,nohavice
539,Gürtel::N,белбеу,pás
540,Gürtel::N,белбеу,opasok
541,Mütze::N,қалпақ,čiapka
542,Schuh::N,кебіс,obuv
543,Schuh::N,кебіс,topánka
544,Stiefel::N,етік,čižma
545,Ring::N,жүзік,prsteň
546,Band::N,таспа,stuha
547,Kamm::N,тарақ,hrebeň
548,Spiegel::N,айна,zrkadlo
549,Riemen::N,қайыс,remeň
550,Schnur::N,жіп,šnúra
551,Leine::N,тізгін,vodidlo
552,Decke::N,көрпе,deka
553,Decke::N,көрпе,prikrývka
554,Kissen::N,жастық,poduška
555,Tuch::N,орамал,šatka
556,Handtuch::N,сүлгі,uterák
557,Kraft::N,қуат,moc
558,Kraft::N,қарқын,moc
559,Kraft::N,әл-шама,moc
560,Kraft::N,әл-дәрмен,moc
561,Stärke::N,әл,sila
562,Stärke::N,күш,sila
563,Gesundheit::N,денсаулык,zdravie
564,Krankheit::N,ауру,nemoc
565,Krankheit::N,ауру,choroba
566,Schmerz::N,ауру,bolesť
567,Wunde::N,зақым,rana
568,Wunde::N,жарақат,rana
569,Fieber::N,безгек,horúčka
570,Fieber::N,қалтырау,horúčka
571,Fieber::N,қызу көтерілуі,horúčka
572,Arznei::N,дәрі,liek
573,Arznei::N,дәрі-дәрмек,liek
574,Brücke::N,көпір,most
575,Brunnen::N,құдық,studňa
576,Weide::N,өріс,pastva
577,Weide::N,жайылым,pastva
578,Pfad::N,жол,chodník
579,Weg::N,жол,cesta
580,Straße::N,жол,hradská
581,Dorf::N,ауыл,dedina
582,Stadt::N,қала,mesto
583,Stadt::N,шаһар,mesto
584,Brief::N,хат,list
585,Brief::N,жазу,list
586,Buch::N,кітап,kniha
587,Buchstabe::N,әріп,litera
588,Buchstabe::N,әріп,písmeno
589,Buchstabe::N,қаріп,litera
590,Buchstabe::N,қаріп,písmeno
591,Zeitung::N,газет,noviny
592,Leben::N,өмір,život
593,Leben::N,тіршілік,život
594,Tod::N,опат,smrť
595,Grab::N,мола,hrob
596,Grab::N,мазар,hrob
597,Kirche::N,шіркеу,kostol
598,Sünde::N,күнә,hriech
599,Gott::N,алла,boh
600,Gott::N,құдай,boh
601,Gott::N,тәңірі,boh
602,Gott::N,пәруардігер,boh
603,Gott::N,жаратқан тәңірі,boh
604,Arbeiter::N,жүмысшы,robotník
605,Arbeiter::N,жүмысшы,pracnovík
606,Chef::N,басшы,šéf
607,Chef::N,басшы,riaditeľ
608,Chef::N,жұмыс басқарушысы,šéf
609,Chef::N,жұмыс басқарушысы,riaditeľ
610,Meister::N,шебер,majster
611,Meister::N,өнерпаз,majster
612,Arzt::N,дәрігер,lekár
613,Lehrer::N,мұғалім,učiteľ
614,Geld::N,пұл,peniaze
615,Geschäft::N,бизнес,obchod
616,Laden::N,дүкен,obchod
617,Preis::N,ақы,cena
618,Preis::N,құны,cena
619,Preis::N,нарық,cena
620,Ware::N,тауар,tovar
621,Nutzen::N,пайда,osoh
622,Nutzen::N,пайда,úžitok
623,Reichtum::N,бақ-дәулет,bohatstvo
624,Welt::N,әлем,svet
625,Welt::N,жиһан,svet
626,Land::N,аймақ,územie
627,Land::N,аймақ,krajina
628,Staat::N,мемлекет,štát
629,König::N,патша,kráľ
630,Macht::N,өкімет,moc
631,Macht::N,өкімет,mocnosť
632,Macht::N,қожалық,moc
633,Macht::N,қожалық,mocnosť
634,Grenze::N,шек,hranica
635,Krieg::N,соғыс,vojna
636,Feind::N,жау,nepriateľ
637,Feind::N,дұшпан,nepriateľ
638,Gewalt::N,зорлык,násilie
639,Gewalt::N,зорлық-зомбылык,násilie
640,Kampf::N,күрес,boj
641,Kampf::N,алыспақ,boj
642,Bogen[Waffe]::N,саржа,luk
643,Pfeil::N,жебе,šíp
644,Pfeil::N,жебе,strela
645,Gewehr::N,қару,puška
646,Fehler::N,әбес,omyl
647,Fehler::N,әбес,chyba
648,Fehler::N,қаталық,omyl
649,Fehler::N,қаталық,chyba
650,Lüge::N,өтірік,lož
651,Schaden::N,зиян,ujma
652,Schaden::N,зиян,škoda
653,Schaden::N,зарар,ujma
654,Schaden::N,зарар,škoda
655,Unglück::N,пәле,nešťastie
656,Unglück::N,қасырет,nešťastie
657,Unglück::N,ауыртпалық,nešťastie
658,Schuld::N,айыптылық,vina
659,Schuld::N,айыптылық,previnenie
660,Alter::N,жас,vek
661,Alter::N,жас шамасы,vek
662,Schluss::N,ада,záver
663,Schluss::N,ада,koniec
664,Schluss::N,бітуі,záver
665,Schluss::N,бітуі,koniec
666,Zeit::N,уақыт,čas
667,Tag::N,күн,deň
668,Morgen::N,таң,ráno
669,Morgen::N,таңертең,ráno
670,Mittag::N,талтүс,poludnie
671,Abend::N,кеш,večer
672,Nacht::N,түн,noc
673,Woche::N,апта,týždeň
674,Monat::N,ай,mesiac
675,Jahr::N,жыл,rok
676,Frühling::N,көктем,jar
677,Sommer::N,жаз,leto
678,Herbst::N,күз,jeseň
679,Winter::N,қыс,zima
680,Januar::N,каңтар,január
681,Februar::N,ақпан,február
682,März::N,наурыз,marec
683,April::N,сәуір,apríl
684,Mai::N,мамыр,máj
685,Juni::N,маусым,jún
686,Juli::N,шілде,júl
687,August::N,сүмбіле,august
688,August::N,тамыз,august
689,September::N,қыркүйек,september
690,Oktober::N,ақырап,október
691,November::N,қараша,november
692,Dezember::N,желтоқсан,december
693,Montag::N,дүйсенбі,pondelok
694,Dienstag::N,сейсенбі,utorok
695,Mittwoch::N,сәрсенбі,streda
696,Donnerstag::N,бейсенбі,štvrtok
697,Freitag::N,жұма,piatok
698,Samstag::N,сенбі,sobota
699,Sonntag::N,жексембі,nedeľa
700,groß::A,алпамсадай,veľký
701,klein::A,кішкене,malý
702,klein::A,қарғадай,malý
703,lang::A,сопақ,dlhý
704,lang::A,сорайған,dlhý
705,kurz::A,кеспелтек,krátky
706,breit::A,айдынды,široký
707,schmal::A,қысық,úzky
708,dicht::A,жиі,hustý
709,dick[Gegenstand]::A,шомбал,tlstý
710,dünn::A,жұқа,tenký
711,dünn::A,жіңішке,tenký
712,fein::A,қаңылтақ,jemný
713,fest::A,берік,pevný
714,fest::A,мызғымас,pevný
715,flach::A,жалпак,rovný
716,flach::A,жалпак,plochý
717,glatt::A,типыл,hladký
718,hart::A,қатты,tvrdý
719,weich::A,жұмсақ,mäkký
720,rund::A,домалақ,guľatý
721,rund::A,домалақ,okrúhly
722,spitz::A,үшкір,končitý
723,scharf::A,сүйрік,ostrý
724,stumpf::A,доғал,tupý
725,stumpf::A,өтпейтін,tupý
726,schwer::A,салмақты,ťažký
727,schön::A,сұлу,pekný
728,schön::A,сұлу,krásny
729,heiß::A,ыссы,horúci
730,warm::A,жылы,teplý
731,kalt::A,аязды,studený
732,kühl::A,салқын,chladný
733,frisch::A,таза,svieži
734,frisch::A,жаңа,svieži
735,feucht::A,нам,vlhký
736,feucht::A,нам,zvlhnutý
737,feucht::A,дымқылды,vlhký
738,feucht::A,дымқылды,zvlhnutý
739,nass::A,сулы,mokrý
740,trocken::A,құрғақ,suchý
741,voll::A,толы,plný
742,leer::A,бос,prázdny
743,offen::A,ашып қойылған,otvorený
744,geschlossen::A,жабулы,zavretý
745,sauber::A,дақсыз,čistý
746,sauber::A,мұнтаздай,čistý
747,schmutzig::A,айғыз,špinavý
748,schmutzig::A,сатпақ,špinavý
749,schmutzig::A,сатал-сатал,špinavý
750,roh::A,шикі,surový
751,reif::A,піскен,zrelý
752,lecker::A,дәмді,chutný
753,süß::A,тәтті,sladký
754,bitter::A,ащы,horký
755,sauer::A,қышқыл,kyslý
756,hell::A,жарық,jasný
757,hell::A,жарық,svetlý
758,hell::A,жарқын,jasný
759,hell::A,жарқын,svetlý
760,dunkel::A,қараңғы,temný
761,schwarz::A,қара,čierny
762,weiß::A,ақ,biely
763,rot::A,қызыл,červený
764,gelb::A,сары,žltý
765,blau::A,көк,modrý
766,blau::A,көк,belasý
767,grün::A,жасыл,zelený
768,grau::A,бозамық,šedý
769,bunt::A,алабажак,pestrý
770,billig::A,арзан,lacný
771,teuer::A,бағалы,drahý
772,wertvoll::A,құнды,cenný
773,wertvoll::A,қымбат,cenný
774,blind::A,көзсіз,slepý
775,blind::A,көр,slepý
776,blind::A,көр_соқыр,slepý
777,taub::A,керең,hluchý
778,taub::A,саңырау,hluchý
779,kräftig::A,қуатты,silný
780,kräftig::A,қарымды,silný
781,stark::A,білекті,silný
782,schwach::A,әлсіз,slabý
783,schwach::A,әлсіз,bezvládny
784,schwach::A,күшсіз,slabý
785,schwach::A,күшсіз,bezvládny
786,schwach::A,қайратсыз,slabý
787,schwach::A,қайратсыз,bezvládny
788,fett::A,семіз,tučný
789,schlank::A,ашаң,štíhly
790,hübsch::A,ажарлы,šumný
791,hübsch::A,ажарлы,švárny
792,hübsch::A,шырайлы,šumný
793,hübsch::A,шырайлы,švárny
794,böse::A,өш,zlý
795,böse::A,сұм,zlý
796,böse::A,жауыз,zlý
797,dumm::A,көкми,hlúpy
798,dumm::A,ақымақ,hlúpy
799,dumm::A,миы жоқ,hlúpy
