,Concept_ID,te,hr
133,Gras::N,పచ్చగడ్డి,trava
134,Wurzel::N,వేరు,korijen
135,Baum::N,చెట్టు,drvo
136,Baum::N,చెట్టు,stablo
137,Stamm::N,చెట్టుబోదె,deblo
138,Stamm::N,చెట్టుబోదె,stablo
139,Rinde::N,చెట్టుపట్ట,kora
140,Ast::N,కొమ్మ,grana
141,Zweig::N,చివుకు,grana
142,Blatt::N,ఆకు,list
143,Birke::N,తరహా చెట్టు,breza
144,Kiefer[Baum]::N,దేవదారు చెట్టు,bor
145,Weide[Baum]::N,జాతిచెట్టు,iva
146,Weide[Baum]::N,జాతిచెట్టు,vŕba
147,Tanne::N,దేవదారుచెట్టు,jela
148,Horn::N,కొమ్ము,rog
149,Feder::N,ఈక,pero
150,Fell::N,తోలు,koža
151,Flügel::N,ఱెక్క,krilo
152,Klaue::N,వంకరగోరు,papak
153,Kralle::N,వంకరగోరు,pandža
154,Schwanz::N,తోక,rep
155,Ei::N,గ్రుడ్డు,jaje
156,Nest::N,పక్షిగూడు,gnijezdo
157,Bau::N,గుహ,jazbina
158,Tier::N,జంతువు,životinja
159,Herde::N,మంద,krdo
160,Herde::N,మంద,stado
161,Kuh::N,ఆవు,krava
162,Bulle::N,గిత్త,bik
163,Pferd::N,గుఱ్ఱము,konj
164,Schaf::N,గొఱ్ఱె,ovca
165,Schwein::N,పంది,svinja
166,Hund::N,కుక్క,pas
167,Hund::N,కుక్క,pseto
168,Katze::N,పిల్లి,mačka
169,Bär::N,ఎలుగుబంటి,medvjed
170,Eichhörnchen::N,ఉడుత,vjeverica
171,Elch::N,కణంజు,los
172,Fuchs::N,గుంటనక్క,lisica
173,Hase::N,కుందేలు,zec
174,Maus::N,చిట్టెలుక,miš
175,Wolf::N,తోడేలు,vuk
176,Wolf::N,తోడేలు,kurjak
177,Vogel::N,పక్షి,ptica
178,Schwarm::N,గుంపు,roj
179,Schwarm::N,గుంపు,jato
180,Huhn::N,కోడిపిల్ల,kokoš
181,Hahn::N,కోడివుంజు,kokot
182,Hahn::N,కోడివుంజు,pijevac
183,Gans::N,ఆడుబాతు,guska
184,Adler::N,గ్రద్ద,orao
185,Ente::N,పాట్టిబాతు,patka
186,Eule::N,గ్రుడ్లగూబ,sova
187,Kranich::N,కొంగ,ždral
188,Krähe::N,కాకి,vrana
189,Kuckuck::N,కోయల,kukavica
190,Schwan::N,హంస,labud
191,Fisch::N,చేప,riba
192,Barsch::N,ఒకచేఁప,grgeč
193,Hecht::N,గండుమీను,štuka
194,Schlange[Tier]::N,పాము,guja
195,Schlange[Tier]::N,పాము,zmija
196,Wurm::N,పురుగు,crv
197,Spinne::N,సాలె పురుగు,pauk
198,Ameise::N,చీమ,mrav
199,Laus::N,పేను,uš
200,Mücke::N,చీకటీగ,komarac
201,Fliege::N,ఈగ,muha
202,Schmetterling::N,సీతాకోకచిలుక,leptir
203,Beere::N,కాయ,boba
204,Beere::N,కాయ,bobica
205,Apfel::N,ఆపిల్ పండు,jabuka
206,Pilz::N,కుక్కగొడుగు,pečurka
207,Zwiebel::N,నీరుల్లి,luk
208,Zwiebel::N,నీరుల్లి,kapula
209,Saat::N,విత్తనము,sjemenje
210,Korn::N,గింజ,zrno
211,Heu::N,ఎండుగడ్డి,sijeno
212,Schale::N,పొట్టు,kora
213,Schale::N,పొట్టు,ljuska
214,Grube::N,గొయ్యి,jama
215,Falle::N,బోను,zamka
216,Falle::N,బోను,klopka
217,Schlinge::N,ఉరి,uzao
218,Schlinge::N,ఉరి,petlja
219,Spur::N,జాడ,trag
220,Spur::N,జాడ,slijed
221,Asche::N,బూడిద,pepeo
222,Dreck::N,ముఱికి,blato
223,Eisen::N,ఇనుము,željezo
224,Gold::N,బంగారము,zlato
225,Silber::N,వెండి,srebro
226,Kohle::N,నేలబొగ్గు,ugalj
227,Kohle::N,నేలబొగ్గు,ugljen
228,Glas::N,గాజు,staklo
229,Lehm::N,బంకమన్ను,glina
230,Lehm::N,బంకమన్ను,ilovača
231,Sand::N,ఇసుక,pijesak
232,Mensch::N,నరుడు,čovjek
233,Mann::N,పురుమడు,muškarac
234,Frau::N,ఆడుది,žena
235,Kind::N,బిడ్డ,čedo
236,Kind::N,బిడ్డ,dijete
237,Junge::N,బాలుడు,momče
238,Junge::N,బాలుడు,dječak
239,Mädchen::N,బాలిక,djevojka
240,Mädchen::N,బాలిక,djevojčica
241,Familie::N,కుటుంబము,obitelj
242,Familie::N,కుటుంబము,porodica
243,Großvater::N,తాత,djed
244,Großmutter::N,అయ్యమ్మ,baka
245,Eltern::N,తల్లితండ్రులు,roditelji
246,Vater::N,తండ్రి,otac
247,Mutter::N,తల్లి,majka
248,Sohn::N,కొడుకు,sin
249,Tochter::N,కూతురు,kći
250,Tochter::N,కూతురు,kćerka
251,Bruder::N,పోదరుడు,brat
252,Schwester::N,సోదరి,sestra
253,Onkel::N,మేనమామ,čika
254,Onkel::N,మేనమామ,ujak
255,Tante::N,మేనత్త,ujna
256,Tante::N,మేనత్త,tetka
257,Tante::N,పినతల్లి,ujna
258,Tante::N,పినతల్లి,tetka
259,Ehemann::N,భర్త,muž
260,Ehemann::N,భర్త,suprug
261,Ehefrau::N,భార్య,žena
262,Ehefrau::N,భార్య,supruga
263,Freude::N,సంతోషము,radost
264,Gelächter::N,నవ్వు,grohot
265,Glück::N,సంతోషము,sreća
266,Kummer::N,దుఃఖము,jad
267,Kummer::N,దుఃఖము,briga
268,Wunsch::N,కోరిక,želja
269,Lust::N,కోరిక,volja
270,Geist::N,ఆత్మ,duh
271,Gedanke::N,ఆలోచన,misao
272,Gedächtnis::N,జ్ఞాపకము,pamćenje
273,Verstand::N,మనస్సు,um
274,Verstand::N,మనస్సు,razum
275,Sinn::N,అర్థము,smisao
276,Sinn::N,అర్థము,značenje
277,Grund::N,కారణము,razlog
278,Wahrheit::N,సత్యము,istina
279,Gespräch::N,పంభాషణ,razgovor
280,Märchen::N,అద్భుతకథ,bajka
281,Erzählung::N,కథ,priča
282,Erzählung::N,కథ,pripovijest
283,Nachricht::N,వార్త,vijest
284,Neuigkeit::N,వార్త,novost
285,Name::N,పేరు,ime
286,Rätsel::N,చిక్కు,zagonetka
287,Rede::N,ఉపన్యాసము,govor
288,Rede::N,ఉపన్యాసము,besjeda
289,Sprache::N,భాష,jezik
290,Stimme::N,కంరథ్సని,glas
291,Wort::N,మాట,riječ
292,Zeichen::N,గుర్తు,znak
293,Ruf::N,పిలువు,povik
294,Ruf::N,పిలువు,poklik
295,Lärm::N,సందడి,buka
296,Lärm::N,సందడి,galama
297,Laut::N,ధ్వని,zvuk
298,Ton::N,స్వరము,ton
299,Lied::N,పాట,pjesma
300,Ruhe::N,గాలిలేమి,tišina
301,Ruhe::N,గాలిలేమి,počinak
302,Leute::N,జనులు,ljudi
303,Volk::N,జాతి,puk
304,Volk::N,జాతి,narod
305,Arbeit::N,పని,rad
306,Arbeit::N,పని,posao
307,Gast::N,అతిధి,gost
308,Geschenk::N,దానము,dar
309,Geschenk::N,దానము,poklon
310,Spiel::N,ఆట,igra
311,Gesellschaft::N,జట్టు,društvo
312,Gesellschaft::N,జట్టు,kompanija
313,Hilfe::N,సాహాయ్యము,pomoć
314,Freund::N,స్నేహితుడు,prijatelj
315,Kamerad::N,చెలికాడు,drug
316,Kamerad::N,చెలికాడు,drugar
317,Angelegenheit::N,విషయము,posao
318,Anzahl::N,లెక్క,broj
319,Anzahl::N,లెక్క,brojnost
320,Art::N,జాతి,vid
321,Art::N,జాతి,vrst
322,Stück::N,తునుక,komad
323,Teil::N,భాగము,dio
324,Hälfte::N,సగము,polovina
325,Kreis::N,వృత్తము,krug
326,Kreuz::N,సిలువ,križ
327,Linie::N,గీత,crta
328,Strich::N,గీత,crta
329,Abstand::N,సందు,razmak
330,Abstand::N,సందు,odstojanje
331,Entfernung::N,దూరము,udaljenost
332,Gegend::N,విస్తీర్ణము,kraj
333,Gegend::N,విస్తీర్ణము,predeo
334,Platz::N,ఎడము,mjesto
335,Ort::N,స్థలము,mjesto
336,Seite::N,ప్రక్క,bok
337,Seite::N,ప్రక్క,strana
338,Mitte::N,నడిమి,sredina
339,Gegenstand::N,పద్దు,predmet
340,Sache::N,వస్తువు,posao
341,Rand::N,అంచు,rub
342,Rand::N,అంచు,kraj
343,Kante::N,అంచు,brid
344,Kante::N,అంచు,ivica
345,Ecke::N,మూల,ugao
346,Spitze::N,మొన,vrh
347,Spitze::N,మొన,šiljak
348,Ende::N,కొన,konac
349,Loch::N,రంధ్రము,rupa
350,Winkel::N,కోణము,kut
351,Winkel::N,కోణము,ugao
352,Muster::N,మాదిరి,uzor
353,Größe::N,పరిమాణము,veličina
354,Länge::N,పొడుగు,duljina
355,Höhe::N,పొడుగు,visina
356,Gewicht::N,భారము,težina
357,Menge::N,మొత్తము,mnoštvo
358,Menge::N,మొత్తము,količina
359,Haufen::N,రాశి,hrpa
360,Haufen::N,రాశి,gomila
361,Reihe::N,వరుస,red
362,Boot::N,పడవ,čun
363,Boot::N,పడవ,čamac
364,Ruder::N,అడక,veslo
365,Schlitten::N,సరవండ్లు,saone
366,Ski::N,స్కీ,ski
367,Ski::N,స్కీ,smučka
368,Lagerfeuer::N,నెగడు,logorska vatra
369,Last::N,బరువు,tovar
370,Gang::N,నడక,hod
371,Schritt::N,అడుగు,korak
372,Norden::N,ఉత్తరదిక్కు,sjever
373,Süden::N,దక్షిణము,jug
374,Westen::N,పడమర,zapad
375,Osten::N,తూర్పు,istok
376,Holz::N,కొయ్య,drvo
377,Brett::N,పలక,daska
378,Platte::N,పలక,ploča
379,Stütze::N,వాల్సేడ్లు,potpora
380,Stange::N,స్తంభము,motka
381,Stock::N,కఱ్ఱ,štap
382,Stock::N,కఱ్ఱ,palica
383,Stab::N,కఱ్ఱ,štap
384,Stab::N,కఱ్ఱ,šipka
385,Rohr::N,గొట్టము,cijev
386,Haus::N,ఇల్లు,kuća
387,Heim::N,స్వగృహము,dom
388,Ofen::N,పొయ్యి,peć
389,Fußboden::N,నేల,pod
390,Tisch::N,మేజా,stol
391,Tisch::N,మేజా,trpeza
392,Stuhl::N,కుర్చీ,stolac
393,Stuhl::N,కుర్చీ,stolica
394,Wiege::N,ఉయ్యాల,kolijevka
395,Bett::N,పడక,krevet
396,Bett::N,పడక,postelja
397,Bett::N,మంచం,krevet
398,Bett::N,మంచం,postelja
399,Regal::N,అటక,polica
400,Kiste::N,వెట్టె,sanduk
401,Fenster::N,కిటికి,prozor
402,Tür::N,ద్వారము,vrata
403,Tor::N,ద్వారము,vrata
404,Tor::N,ద్వారము,kapija
405,Zaun::N,కంచె,plot
406,Zaun::N,కంచె,ograda
407,Dach::N,ఇంటివైకప్పు,krov
408,Leiter::N,నిచ్చెన,ljestve
409,Leiter::N,నిచ్చెన,ljestvice
410,Besen::N,చీపురుకట్ట,metla
411,Spaten::N,పాఱ,ašov
412,Schaufel::N,పాఱ,lopata
413,Gabel::N,ముండ్లగరిటె,viljuška
414,Löffel::N,గరిటె,žlica
415,Messer::N,కత్తి,nož
416,Nagel::N,మేకు,čavao
417,Netz::N,వల,mreža
418,Haken::N,కొక్కెము,kuka
419,Griff::N,పిడి,držak
420,Griff::N,పిడి,ručica
421,Schloss::N,తాళము,brava
422,Bild::N,చిత్రము,slika
423,Figur::N,రూపము,figura
424,Puppe::N,బొమ్మ,lutka
425,Beutel::N,సంచి,kesa
426,Bündel::N,మూట,snop
427,Bündel::N,మూట,svežanj
428,Tasche::N,సంచి,torba
429,Tasche::N,సంచి,taška
430,Eimer::N,చేద,kabao
431,Deckel::N,మూత,poklopac
432,Geschirr::N,వంటకాలు,suđe
433,Geschirr::N,వంటకాలు,posuđe
434,Sack::N,గోనెసంచి,džak
435,Sack::N,గోనెసంచి,vreća
436,Tasse::N,గిన్నె,šalica
437,Topf::N,కుండ,lonac
438,Kessel::N,నీరుకాచుపాత్ర,kazan
439,Essen::N,ఆహారము,obrok
440,Nahrung::N,ఆహారము,hrana
441,Speise::N,ఆహారము,jelo
442,Fleisch::N,మాంసము,meso
443,Getreide::N,ధాన్యము,žito
444,Getreide::N,ధాన్యము,žitarice
445,Brei::N,గుజ్జు,kaša
446,Brot::N,రొట్టె,kruh
447,Scheibe::N,బద్ద,kriška
448,Fett::N,క్రొవ్వు,mast
449,Fett::N,క్రొవ్వు,salo
450,Butter::N,వెన్న,buter
451,Butter::N,వెన్న,maslac
452,Öl::N,నూనె,ulje
453,Salz::N,ఉప్పు,sol
454,Suppe::N,చారు,supa
455,Honig::N,తెనె,med
456,Milch::N,పాలు,mlijeko
457,Tee::N,తేనీరు,čaj
458,Leder::N,బాగుచేసివతోలు,koža
459,Wolle::N,ఉన్ని,vuna
460,Stoff::N,బట్ట,štof
461,Stoff::N,బట్ట,tkanina
462,Nadel::N,సూది,igla
463,Faden::N,దారము,nit
464,Faden::N,దారము,konac
465,Knopf::N,బొత్తాము,dugme
466,Knoten::N,ముడి,čvor
467,Knoten::N,ముడి,uzao
468,Farbe::N,రంగు,farba
469,Kleidung::N,బట్టలు,odjeća
470,Hemd::N,చొక్కాయ,košulja
471,Kragen::N,మాల,ovratnik
472,Ärmel::N,చొక్కాయచెయ్యి,rukav
473,Hose::N,ఇజారు,hlače
474,Gürtel::N,పటకా,pas
475,Gürtel::N,పటకా,pojas
476,Mütze::N,టోపి,kapa
477,Schuh::N,పాదరక్ష,cipela
478,Stiefel::N,బూటు,čizma
479,Ring::N,ఉంగరము,prsten
480,Band::N,నాడా,vrpca
481,Kamm::N,దువ్వెన,češalj
482,Spiegel::N,అద్దము,zrcalo
483,Spiegel::N,అద్దము,ogledalo
484,Riemen::N,వాడా,kaiš
485,Riemen::N,వాడా,remen
486,Schnur::N,దారము,vrpca
487,Leine::N,వారు,uzica
488,Decke::N,కంబళి,ćebe
489,Decke::N,కంబళి,pokrivač
490,Kissen::N,తలగడ,jastuk
491,Tuch::N,బట్ట,rubac
492,Tuch::N,బట్ట,marama
493,Handtuch::N,తువాలు,ručnik
494,Kraft::N,బలము,snaga
495,Stärke::N,శక్తి,jakost
496,Gesundheit::N,ఆరోగ్యము,zdravlje
497,Krankheit::N,రోగము,bolest
498,Schmerz::N,నొప్పి,bol
499,Wunde::N,గాయము,rana
500,Fieber::N,జ్వరము,groznica
501,Arznei::N,మందు,lijek
502,Brücke::N,వంతెన,most
503,Brücke::N,వంతెన,ćuprija
504,Brunnen::N,బావి,bunar
505,Brunnen::N,బావి,zdenac
506,Brunnen::N,కూపము,bunar
507,Brunnen::N,కూపము,zdenac
508,Brunnen::N,నుయ్యి,bunar
509,Brunnen::N,నుయ్యి,zdenac
510,Weide::N,పచ్చికబయలు,paša
511,Weide::N,పచ్చికబయలు,pašnjak
512,Pfad::N,కాలిత్రోవ,staza
513,Weg::N,మార్గము,put
514,Straße::N,బాట,drum
515,Straße::N,బాట,cesta
516,Dorf::N,గ్రామము,selo
517,Stadt::N,పట్టణము,grad
518,Stadt::N,పట్టణము,varoš
519,Brief::N,జాబు,list
520,Brief::N,జాబు,pismo
521,Buch::N,పుస్తకము,knjiga
522,Buchstabe::N,అక్షరము,slovo
523,Zeitung::N,వార్తాపత్రిక,novine
524,Leben::N,ప్రాణము,život
525,Tod::N,మరణము,smrt
526,Grab::N,సమాధి,raka
527,Kirche::N,క్రెస్తవులగుడి,crkva
528,Sünde::N,పాపము,grijeh
529,Gott::N,దేవుడు,bog
530,Arbeiter::N,పనిపాటుచేశేవాడు,radnik
531,Chef::N,యజమానుడు,šef
532,Meister::N,కళాకారుడు,majstor
533,Arzt::N,వైద్యుడు,liječnik
534,Lehrer::N,ఉపాధ్యాయుడు,učitelj
535,Geld::N,ద్రవ్యము,novac
536,Geschäft::N,వ్యాపారము,posao
537,Geschäft::N,వ్యాపారము,trgovina
538,Laden::N,అంగడి,dućan
539,Preis::N,వెల,cijena
540,Ware::N,సరకులు,roba
541,Nutzen::N,ప్రయోజనము,korist
542,Reichtum::N,ధనము,bogatstvo
543,Welt::N,ప్రపంచము,svijet
544,Land::N,దేశము,zemlja
545,Staat::N,రాజ్యము,država
546,König::N,రాజు,kralj
547,Macht::N,అధికారము,moć
548,Macht::N,అధికారము,vlast
549,Grenze::N,సరిహద్దు,granica
550,Krieg::N,యుద్ధము,rat
551,Feind::N,శత్రువు,neprijatelj
552,Gewalt::N,దౌర్జన్యము,sila
553,Gewalt::N,దౌర్జన్యము,nasilje
554,Kampf::N,పోట్లాట,boj
555,Kampf::N,పోట్లాట,borba
556,Bogen[Waffe]::N,విల్లు,luk
557,Pfeil::N,బాణము,strijela
558,Gewehr::N,తుపాకి,puška
559,Fehler::N,తప్ప,pogreška
560,Fehler::N,తప్ప,griješka
561,Lüge::N,అసత్యము,laž
562,Schaden::N,నష్టము,šteta
563,Unglück::N,దురదృష్టము,nesreća
564,Schuld::N,తప్పు,krivnja
565,Alter::N,వయస్సు,dob
566,Schluss::N,ముగింపు,kraj
567,Schluss::N,ముగింపు,konac
568,Zeit::N,కాలము,doba
569,Zeit::N,కాలము,vrijeme
570,Tag::N,దినము,dan
571,Morgen::N,ఉదయము,jutro
572,Mittag::N,మధ్యాహ్నము,podne
573,Abend::N,సాయంకాలము,veče
574,Abend::N,సాయంకాలము,večer
575,Nacht::N,రత్రి,noć
576,Woche::N,వారము,sedmica
577,Monat::N,నెల,mjesec
578,Jahr::N,సంవత్సరము,godina
579,Frühling::N,వసంతకాలము,proljeće
580,Sommer::N,వేసవికాము,ljeto
581,Herbst::N,ఆకురాలుకాలము,jesen
582,Winter::N,శీతకాలము,zima
583,Januar::N,జనవరి,januar
584,Januar::N,జనవరి,siječanj
585,Februar::N,ఫిబ్రవరి,veljača
586,Februar::N,ఫిబ్రవరి,februar
587,März::N,మార్చి,mart
588,März::N,మార్చి,ožujak
589,April::N,ఏప్రిలు,april
590,April::N,ఏప్రిలు,travanj
591,Mai::N,మే,maj
592,Mai::N,మే,svibanj
593,Juni::N,జూన్,juni
594,Juni::N,జూన్,lipanj
595,Juli::N,జూలై,juli
596,Juli::N,జూలై,srpanj
597,August::N,ఆగస్టు,august
598,August::N,ఆగస్టు,kolovoz
599,September::N,సెప్ఠెంబరు,rujan
600,September::N,సెప్ఠెంబరు,septembar
601,Oktober::N,అక్టోబరు,oktobar
602,Oktober::N,అక్టోబరు,listopad
603,November::N,నవంబరు,studeni
604,November::N,నవంబరు,novembar
605,Dezember::N,డిసెంబర్,prosinac
606,Montag::N,సోమవారము,ponedjeljak
607,Montag::N,సోమవారము,ponedjeljnik
608,Dienstag::N,మంగళవారము,utorak
609,Dienstag::N,మంగళవారము,utornik
610,Mittwoch::N,బుధవారము,srijeda
611,Donnerstag::N,గురువారము,četvrtak
612,Freitag::N,శుక్రవారము,petak
613,Samstag::N,శనివారము,subota
614,Sonntag::N,ఆదివారము,nedjelja
615,groß::A,గొప్పైన,velik
616,klein::A,చిన్న,mali
617,klein::A,చిన్న,malen
618,lang::A,పొడుగాటి,dug
619,lang::A,పొడుగాటి,dugačak
620,kurz::A,పొట్టి,kratak
621,breit::A,వెడల్పైన,širok
622,schmal::A,ఇఱుకైన,uski
623,schmal::A,ఇఱుకైన,uzak
624,dicht::A,దట్టమైన,gust
625,dick[Gegenstand]::A,దట్టమైన,debeo
626,dünn::A,పలుచని,tanak
627,fein::A,నాజాకైన,fin
628,fein::A,నాజాకైన,tanak
629,fest::A,దృడమైవ,čvrst
630,flach::A,చదువైన,ravan
631,flach::A,చదువైన,plosnat
632,glatt::A,నున్నని,gladak
633,hart::A,కఠినమైన,tvrd
634,weich::A,మృదువైన,mek
635,weich::A,మృదువైన,mekan
636,rund::A,గుండ్రని,okrugao
637,spitz::A,మొనగల,oštar
638,spitz::A,మొనగల,šiljast
639,scharf::A,పదనైన,oštar
640,scharf::A,పదనైన,bridak
641,stumpf::A,వాడిలేని,tup
642,schwer::A,బరువ్తెన,težak
643,schön::A,సుందరమైన,krasan
644,heiß::A,వేడియైన,vruć
645,warm::A,వెచ్చని,topao
646,kalt::A,చల్లని,hladan
647,kühl::A,చల్లని,hladan
648,frisch::A,తాజాయైన,svjež
649,feucht::A,చెమ్మగానున్న,vlažan
650,nass::A,తడిగామన్న,mokar
651,trocken::A,ఎండిన,suh
652,voll::A,నిండు,pun
653,leer::A,శూన్యమైన,prazan
654,offen::A,తెఱచియున్న,otvoren
655,geschlossen::A,మూసిన,zatvoren
656,sauber::A,పరిశుద్ధమైన,čist
657,schmutzig::A,ముఱికియైన,nečist
658,schmutzig::A,ముఱికియైన,blatan
659,roh::A,పచ్చి,sirov
660,reif::A,పండివ,zreo
661,lecker::A,రుచి గల,tečan
662,lecker::A,రుచి గల,ukusan
663,süß::A,తియ్యని,sladak
664,bitter::A,చేదైన,gorak
665,sauer::A,పుల్లని,kiseo
666,hell::A,కాంతిగల,vedar
667,hell::A,కాంతిగల,svijetao
668,dunkel::A,చీకటియైన,taman
669,schwarz::A,నల్లని,crn
670,weiß::A,తెలుపు,bio
671,weiß::A,తెలుపు,bijel
672,rot::A,ఎఱ్ఱని,crven
673,gelb::A,పసుపు పచ్చ,žut
674,blau::A,నీలవర్ణము,plav
675,blau::A,నీలవర్ణము,modar
676,grün::A,ఆకుపచ్చని,zelen
677,grau::A,నెరిసిన,siv
678,bunt::A,రంగేలీ,šaren
679,billig::A,చౌకయైన,jeftin
680,teuer::A,వెలపొడుగైన,skup
681,wertvoll::A,విలుప్తెన,vrijedan
682,wertvoll::A,విలుప్తెన,dragocjen
683,blind::A,గ్రుడ్డి,slijep
684,taub::A,చెవిటి,gluh
685,kräftig::A,శక్తి గల,snažan
686,stark::A,బలమైన,jak
687,stark::A,బలమైన,snažan
688,schwach::A,బలహీనమైన,slab
689,fett::A,క్రొవ్విన,pretio
690,schlank::A,సన్నని,vitak
691,hübsch::A,సాగప్తెన,zgodan
692,böse::A,చెడ్డ,zao
693,böse::A,చెడ్డ,opak
694,dumm::A,తెలివిలేని,glup
695,faul::A,సోమరియైన,lijen
696,fleißig::A,శ్రద్దగల,radin
697,fleißig::A,శ్రద్దగల,marljiv
698,geizig::A,పిసినారియైన,škrt
699,klug::A,తెలివిగల,razborit
700,geschickt::A,నిపుణతగల,vješt
701,lieb::A,ప్రియమైన,drag
702,lustig::A,ఉల్లాసము గల,veseo
703,sanft::A,సాధువైన,blag
704,hungrig::A,ఆకలిగొనిన,gladan
705,krank::A,వ్యాధిగల,bolestan
706,nackt::A,దిగంబరమైన,nag
707,traurig::A,విచారముగల,tužan
708,traurig::A,విచారముగల,žalostan
709,lebendig::A,ప్రాణముతో నున్న,živ
710,gut::A,మంచి,dobar
