,Concept_ID,xal,av
351,Westen::N,барун үзг,магъриб
352,Osten::N,зүн,шаркъ
353,Osten::N,зүн,машрикъ
354,Osten::N,зүн үзг,шаркъ
355,Osten::N,зүн үзг,машрикъ
356,Holz::N,модн,цӏул
357,Brett::N,харһа,хъарщи
358,Platte::N,хавтха чолун,къоно
359,Stütze::N,тулг,
360,Stange::N,уньн,гӏер
361,Stock::N,модн,тӏил
362,Stab::N,шуург,гӏер
363,Rohr::N,турва,турба
364,Haus::N,гер,ригь
365,Haus::N,гер,рукъзал
366,Heim::N,гер-бул,рукъ
367,Ofen::N,беш,печь
368,Fußboden::N,девскр,чӏабар
369,Tisch::N,ширә,стол
370,Stuhl::N,стул,бакӏу
371,Wiege::N,өлгә,кини
372,Wiege::N,дүүҗң,кини
373,Bett::N,орн,кровать
374,Bett::N,орндг,кровать
375,Regal::N,таг,хъарщи
376,Regal::N,тәвц,хъарщи
377,Kiste::N,яршг,ящик
378,Kiste::N,яршг,тӏалагъуд
379,Fenster::N,терз,гордо
380,Tür::N,үүдн,нуцӏа
381,Tor::N,үүдн,каву
382,Tor::N,өргн үүдн,каву
383,Tor::N,хашан үүдн,каву
384,Zaun::N,хаша,раци
385,Dach::N,деевр,тӏох
386,Leiter::N,шат,мали
387,Leiter::N,давшур,мали
388,Besen::N,сәвүр,жул
389,Spaten::N,күрз,бел
390,Schaufel::N,совг,раххан
391,Gabel::N,серә,гӏучӏ
392,Löffel::N,ухр,гъуд
393,Messer::N,утх,нус
394,Nagel::N,хадасн,магӏ
395,Netz::N,гөлм,гьин
396,Haken::N,дегә,гъанцӏа
397,Griff::N,иш,гӏоркь
398,Griff::N,бәрүл,гӏоркь
399,Schloss::N,оньс,кӏулал
400,Bild::N,зург,сурат
401,Figur::N,фигур,
402,Puppe::N,наадһа,нани
403,Beutel::N,мишг,таргьа
404,Bündel::N,багла,къай
405,Bündel::N,боодһа,къай
406,Tasche::N,сумк,сумка
407,Tasche::N,сумк,къвачӏа
408,Eimer::N,суулһ,ведро
409,Deckel::N,бүркәсн,тӏалъел
410,Deckel::N,бүркәсн,дадитӏалъел
411,Geschirr::N,сав,цӏарагӏ
412,Geschirr::N,сав-сарх,цӏарагӏ
413,Sack::N,мишг,хъап
414,Sack::N,мишг,къандалъо
415,Tasse::N,ааһ,чашка
416,Topf::N,кастрюль,хьаг
417,Kessel::N,хәәсн,хьаг
418,Kessel::N,хәәсн,гереги
419,Essen::N,зоогллһн,тӏагӏам
420,Nahrung::N,теҗәл,квен
421,Speise::N,хот,квен
422,Fleisch::N,махн,гьан
423,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,бугӏа-ролъ
424,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,могьолабл_культураби
425,Brei::N,хаш,карщ
426,Brot::N,өдмг,чед
427,Scheibe::N,зүсм,мочӏу
428,Fett::N,өөкн,беэнлъи
429,Butter::N,тосн,нах
430,Öl::N,тосн,нах
431,Salz::N,давсн,цӏам
432,Suppe::N,шөлн,чурпа
433,Honig::N,бал,гьоцӏо
434,Milch::N,үсн,рахь
435,Tee::N,цә,чай
436,Leder::N,арсн,тӏом
437,Wolle::N,утцн,квас
438,Wolle::N,эд,квас
439,Stoff::N,эд,ххам
440,Nadel::N,зүн,рокӏкӏен
441,Faden::N,утцн,кун
442,Knopf::N,товч,маргъал
443,Knoten::N,зәңгдә,гарацӏ
444,Farbe::N,будг,релъен
445,Kleidung::N,хувцн,ретӏел
446,Kleidung::N,хувц-хунр,ретӏел
447,Hemd::N,киилг,гурде
448,Kragen::N,зах,габур
449,Ärmel::N,ханцн,къвал
450,Hose::N,шалвур,тӏажу
451,Gürtel::N,бүс,рачел
452,Mütze::N,махла,тӏагъур
453,Schuh::N,башмгуд,
454,Stiefel::N,һосн,этек
455,Stiefel::N,һосн,чакма
456,Ring::N,билцг,баргъич
457,Band::N,лент,лента
458,Kamm::N,сам,гьоркьо
459,Spiegel::N,толь,матӏу
460,Riemen::N,бүс,рижу
461,Schnur::N,деесн,
462,Leine::N,бурнтг,
463,Leine::N,нохан көтлвр,
464,Decke::N,көнҗл,одея́ло
465,Kissen::N,дер,къандалъо
466,Tuch::N,альчур,квархьи
467,Handtuch::N,полотенц,беркӏалрацӏцӏ
468,Handtuch::N,һар-нүүрин альчур,беркӏалрацӏцӏ
469,Kraft::N,күчн,гуч
470,Kraft::N,күчн,къуват
471,Stärke::N,чидл,хӏалкӏвей
472,Gesundheit::N,эрүл-менд,сахлъи́
473,Krankheit::N,өвчн,унти
474,Krankheit::N,өвчн,щокълъи
475,Schmerz::N,өвдлһн,унти
476,Wunde::N,шав,ругъун
477,Fieber::N,безг,цӏа-кан
478,Arznei::N,эм,дару
479,Brücke::N,тагт,кьо
480,Brunnen::N,худг,гъуй
481,Weide::N,малын идг,рицӏцӏ
482,Weide::N,малын идг,лъичӏирма
483,Weide::N,малын идг,гӏурдаллъи
484,Weide::N,малын идг,ри́цӏигъветӏ
485,Weide::N,малын идг,рицӏцӏигъветӏ
486,Pfad::N,цувг,сухъмахъ
487,Weg::N,хаалһ,нух
488,Straße::N,зам,нух
489,Dorf::N,хотн,росу
490,Stadt::N,балһсн,шагьар
491,Brief::N,бичг,кагъат
492,Brief::N,бичг,рисалат
493,Buch::N,дегтр,тӏехь
494,Buchstabe::N,үзг,хӏарп
495,Zeitung::N,газет,газет
496,Leben::N,җирһл,яшав
497,Tod::N,үкл,хвел
498,Tod::N,өңгрлһн,хвел
499,Grab::N,оршалһна нүкн,хоб
500,Kirche::N,чонҗ,килиса
501,Sünde::N,нүл,хӏакъ
502,Sünde::N,нүл,мунагь
503,Sünde::N,килнц,хӏакъ
504,Sünde::N,килнц,мунагь
505,Gott::N,бурхн,бичас
506,Gott::N,бурхн,аллагь
507,Arbeiter::N,көдлмшч,хӏалтӏухъан
508,Chef::N,толһач,хӏаким
509,Chef::N,толһач,начальник
510,Meister::N,урн,устар
511,Meister::N,урн,мастер
512,Meister::N,урн,махщалилав
513,Arzt::N,эмч,жайрахӏ
514,Lehrer::N,багш,мугӏалим
515,Geld::N,мөңгн,гӏарац
516,Geschäft::N,көдлмш,
517,Laden::N,лавк,тукен
518,Preis::N,үн,багьа
519,Ware::N,эд-тавр,къайи
520,Nutzen::N,олз,мунпагӏат
521,Reichtum::N,зөөр,бечелъи
522,Welt::N,орчлң,дуниял
523,Welt::N,делкә,дуниял
524,Land::N,орн-нутг,улка
525,Land::N,орн-нутг,икълим
526,Staat::N,государств,пачалихъ
527,König::N,хан,пача
528,König::N,хан,малик
529,König::N,хан,къирал
530,König::N,хан,падишагь
531,Macht::N,йосн,кверщел
532,Grenze::N,меҗә,гӏорхъи
533,Krieg::N,дән,рагъ
534,Feind::N,дәәсн,тушман
535,Gewalt::N,күч һарһлһн,зулму
536,Kampf::N,ноолдан,къеркьей
537,Kampf::N,бәрлдлһн,къеркьей
538,Bogen[Waffe]::N,саадг,газаргъо
539,Pfeil::N,сумн,чӏор
540,Gewehr::N,бу,туманкӏ
541,Fehler::N,алдг,гъалатӏ
542,Lüge::N,худл,гьереси
543,Schaden::N,хорлт,зиян
544,Schaden::N,хорлт,зарал
545,Unglück::N,гүрм,балагь
546,Schuld::N,гем,гӏайиб
547,Schuld::N,буру,гӏайиб
548,Alter::N,насн,гӏумру
549,Schluss::N,чилгч,ахир
550,Zeit::N,цаг,заман
551,Tag::N,өдр,къо
552,Morgen::N,өрүн,радалмех
553,Mittag::N,үд,къадемех
554,Abend::N,асхн,релъедамех
555,Nacht::N,сө,сордо
556,Woche::N,долан хонг,анкь
557,Monat::N,сар,моцӏ
558,Jahr::N,җил,сон
559,Jahr::N,җил,лъагӏел
560,Frühling::N,хавр,их
561,Sommer::N,зун,рии
562,Herbst::N,намр,хасалихълъи
563,Winter::N,үвл,кьин
564,Januar::N,январь,январь
565,Februar::N,февраль,февра́ль
566,März::N,март,март
567,März::N,моһа сар,март
568,April::N,апрель,апрель
569,Mai::N,май,май
570,Juni::N,июнь,июнь
571,Juni::N,мөчн сар,июнь
572,Juli::N,июль,июль
573,August::N,август,август
574,September::N,һаха сар,сентябрь
575,Oktober::N,октябрь,октябрь
576,November::N,ноябрь,ноябрь
577,November::N,үкр сар,ноябрь
578,Dezember::N,бар сар,декабрь
579,Montag::N,понедельник,итни
580,Dienstag::N,вторник,талат
581,Mittwoch::N,среда,арбагӏ
582,Mittwoch::N,үлмҗ өдр,арбагӏ
583,Donnerstag::N,четверг,хамиз
584,Donnerstag::N,пүрвә өдр,хамиз
585,Freitag::N,пятниц,рузман
586,Samstag::N,суббот,щамат
587,Sonntag::N,нарн өдр,гьатӏан
588,Sonntag::N,воскресень,гьатӏан
589,groß::A,ик,кӏудияб
590,klein::A,бичкн,гьитӏинаб
591,lang::A,ут,халатаб
592,kurz::A,оһтр,къокъаб
593,breit::A,өргн,гӏебаб
594,schmal::A,уутьхн,къваридаб
595,dicht::A,нигт,ризаб
596,dick[Gegenstand]::A,зузан,бицатаб
597,dünn::A,нимгн,тӏеренаб
598,fein::A,нәрхн,тӏеренаб
599,fest::A,бат,къвакӏараб
600,flach::A,хавтха,чӏепараб
601,glatt::A,тегш,цӏвакараб
602,glatt::A,тиньгр,цӏвакараб
603,hart::A,хату,кьварараб
604,weich::A,җөөлн,тамахаб
605,weich::A,җөөлкн,тамахаб
606,rund::A,төгрг,гургинаб
607,spitz::A,шовһр,бегӏераб
608,scharf::A,хурц,рекӏараб
609,stumpf::A,мука,тӏехӏараб
610,stumpf::A,мука,рекӏинчӏеб
611,schwer::A,күнд,бакӏаб
612,schön::A,сәәхн,берцинаб
613,heiß::A,халун,лагьараб
614,warm::A,дулан,хинаб
615,kalt::A,киитн,квачараб
616,kühl::A,серүн,квачараб
617,frisch::A,серүн,цӏияб
618,feucht::A,чиигтә,рагьараб
619,nass::A,чиигтә,би́ччараб
620,trocken::A,хагсу,бакъвараб
621,voll::A,дүүрң,
622,leer::A,сул,чӏобогояб
623,leer::A,хоосн,чӏобогояб
624,offen::A,секәтә,рагьараб
625,geschlossen::A,хаалһата,рахараб-къараб
626,sauber::A,цевр,бацӏцӏадаб
627,schmutzig::A,киртә,гъизараб
628,roh::A,түүкә,хамаб
629,roh::A,түүкә,гӏатӏгояб
630,reif::A,болсн,барщараб
631,lecker::A,әмтәхн,тӏагӏамаб
632,süß::A,әмтәхн,гьуинаб
633,bitter::A,һашун,кьогӏаб
634,bitter::A,һашута,кьогӏаб
635,sauer::A,ишклң,цӏекӏаб
636,hell::A,герлтә,канаб
637,dunkel::A,харңһу,бецӏаб
638,schwarz::A,хар,чӏегӏераб
639,weiß::A,цаһан,хъахӏаб
640,rot::A,улан,багӏараб
641,gelb::A,шар,гӏобилаб
642,gelb::A,шар,тӏогьилаб
643,blau::A,көк,хъахӏилаб
644,grün::A,көк,гӏурччинаб
645,grau::A,бор,накӏкӏуяб
646,bunt::A,алг,къвекӏаб
647,bunt::A,алг,чара-гъараб
648,bunt::A,эрәтә,къвекӏаб
649,bunt::A,эрәтә,чара-гъараб
650,billig::A,кимд,учузаб
651,teuer::A,үнтә,хири́яб
652,wertvoll::A,үнтә,къиматаб
653,wertvoll::A,эрднь,къиматаб
654,blind::A,сохр,беццаб
655,taub::A,дүлә,гъугъаб
656,kräftig::A,күчтә,гучаб
657,stark::A,чаңһ,къуватаб
658,schwach::A,күчн тату,гӏажизаб
659,fett::A,тарһн,кьарияб
660,schlank::A,эццн,чергесаб
661,hübsch::A,көркхн,гьайбатаб
662,böse::A,уурта,ракӏквешаб
663,dumm::A,тенг,гьагаб
664,dumm::A,тенг,гӏантаб
665,faul::A,залху,кӏохӏалаб
666,faul::A,залху,кӏухӏа́лаб
667,fleißig::A,кинән,хӏаракатаб
668,fleißig::A,кинмһә,хӏаракатаб
669,geizig::A,ховдг,къарумаб
670,klug::A,ухата,лумияб
671,geschickt::A,чадмг,махщел бугев
672,lieb::A,эңкр,гӏазизаб
673,lustig::A,сергмҗтә,кепаб
674,lustig::A,җирһлтә,кепаб
675,sanft::A,номһн,хӏалимаб
676,sanft::A,номһн,хӏере́наб
677,hungrig::A,өлн,бакъараб
678,hungrig::A,харһнсн,бакъараб
679,krank::A,өвчтә,щокъаб
680,krank::A,өвчтә,унтараб
681,krank::A,шалтгта,щокъаб
682,krank::A,шалтгта,унтараб
683,nackt::A,нүцкн,гӏицӏаб
684,nackt::A,нүцкн,чӏанкӏараб
685,traurig::A,һундлта,пашманаб
686,lebendig::A,әмд,чӏагояб
687,gut::A,сән,лъикӏаб
688,schlecht::A,му,къадараб
689,richtig::A,зөвтә,битӏараб
690,schlimm::A,җигшүртә,нажасаб
691,schlimm::A,җигшүртә,къабихӏаб
692,wahr::A,үнн,хӏакъаб
693,wahr::A,үнн,битӏараб
694,wahr::A,мөн,хӏакъаб
695,wahr::A,мөн,битӏараб
696,alt::A,хуучн,басрияб
697,neu::A,шин,цӏияб
698,ehemalig::A,хуучн,цебе́госеб
699,alt[Lebewesen]::A,көгшн,хераб
700,jung::A,баһ,тӏинчӏаб
701,jung::A,баһ,гӏолохъанаб
702,arm::A,угатя,пакъираб
703,reich::A,байн,бечедаб
704,bekannt::A,таньл,лъалеб
705,bekannt::A,таньдг,лъалеб
706,berühmt::A,туурсн,машгьураб
707,fremd::A,күүнә,чияр
708,verschieden::A,әдл биш,батӏи-батӏияб
709,verschieden::A,йилһәтә,батӏи-батӏияб
710,nah::A,өөрхн,гӏагарда бугеб
711,fern::A,хол,рикӏкӏадаб
712,linker::A,зүн,квегӏаб
713,rechter::A,барун,кваранаб
714,anderer::A,талдан,батӏияб
715,erster::A,негдгч,тӏоцебесеб
716,zweiter::A,хойрдгч,кӏиабилеб
717,dritter::A,һурвдгч,лъабабилеб
718,letzter::A,отхн,ахирисеб
719,allein::ADV,һанцарн,ялгъузго
720,auf einmal::ADV,нег дәкҗ,цихӏинтӏаго
721,zusammen::ADV,хамдан,цойида
722,lange::ADV,удан,
723,plötzlich::ADV,генткн,цойидасанго
724,sofort::ADV,дарунь,гьебсагӏат
725,später::ADV,сүүлд,
726,jetzt::ADV,ода,гьанже
727,heute::ADV,эндр,жакъа
728,morgen::ADV,маңһдур,метер
729,bald::ADV,дарунь,гьабсагӏаталъ
730,dann::ADV,дәкәд,цинги
731,gestern::ADV,өцклдүр,сон
732,einst::ADV,нег саамд,цин
733,damals::ADV,тиигхд,гьебмехалъ
734,damals::ADV,тиигхд,гьебмехалда
735,danach::ADV,тегәд,цинги
