,Concept_ID,uz,bg
250,Geist::N,ruh,дух
251,Gedanke::N,fikr,мисъл
252,Gedächtnis::N,äs,памет
253,Verstand::N,aql,ум
254,Verstand::N,aql,разум
255,Sinn::N,ma'ni,смисъл
256,Grund::N,sabab,причина
257,Wahrheit::N,haq,правда
258,Gespräch::N,gap,разговор
259,Märchen::N,ärtak,приказка
260,Erzählung::N,rivoyat,разказ
261,Nachricht::N,xabar,вест
262,Nachricht::N,xabar,известие
263,Neuigkeit::N,yangilik,новина
264,Name::N,ot,име
265,Rätsel::N,topishmoq,гатанка
266,Rede::N,nutq,реч
267,Rede::N,nutq,слово
268,Sprache::N,til,език
269,Stimme::N,ovoz,глас
270,Wort::N,so'z,дума
271,Zeichen::N,alomat,знак
272,Ruf::N,chaqiriq,зов
273,Lärm::N,taraq,шум
274,Lärm::N,taraq,глъчка
275,Laut::N,tovush,звук
276,Ton::N,un,тон
277,Lied::N,ashula,песен
278,Ruhe::N,tinchlik,тишина
279,Ruhe::N,tinchlik,спокойствие
280,Leute::N,xaloyiq,хора
281,Volk::N,xalq,народ
282,Arbeit::N,ish,труд
283,Arbeit::N,ish,работа
284,Gast::N,mehmon,гост
285,Geschenk::N,hadya,дар
286,Geschenk::N,hadya,подарък
287,Spiel::N,o'yin,игра
288,Gesellschaft::N,jamiyat,общество
289,Hilfe::N,yordam,помощ
290,Freund::N,do'st,приятел
291,Kamerad::N,yo'ldosh,другар
292,Angelegenheit::N,daxl,работа
293,Anzahl::N,son,брой
294,Anzahl::N,son,количество
295,Art::N,tur,вид
296,Stück::N,parcha,къс
297,Stück::N,parcha,парче
298,Teil::N,bo'lak,дял
299,Teil::N,bo'lak,част
300,Hälfte::N,yarim,половина
301,Kreis::N,aylana,кръг
302,Kreuz::N,xoch,кръст
303,Linie::N,liniya,черта
304,Strich::N,chiziq,щрих
305,Strich::N,chiziq,черта
306,Abstand::N,oralik,дистанция
307,Abstand::N,oralik,разстояние
308,Entfernung::N,uzoqlik,разстояние
309,Gegend::N,yer,местност
310,Platz::N,oralig,място
311,Ort::N,joy,място
312,Seite::N,yon,страна
313,Mitte::N,o'rta,среда
314,Gegenstand::N,ashyo,предмет
315,Sache::N,buyum,вещ
316,Rand::N,chek,ръб
317,Kante::N,tig',ръб
318,Kante::N,tig',кант
319,Ecke::N,burchak,ъгъл
320,Spitze::N,uch,връх
321,Spitze::N,uch,острие
322,Ende::N,oxir,край
323,Loch::N,teshik,дупка
324,Winkel::N,go'sha,кът
325,Winkel::N,go'sha,ъгъл
326,Muster::N,nusha,десен
327,Muster::N,nusha,образец
328,Größe::N,kattalik,големина
329,Länge::N,uzunlik,дължина
330,Höhe::N,yuksaklik,висота
331,Höhe::N,yuksaklik,височина
332,Gewicht::N,solmoq,тегло
333,Gewicht::N,solmoq,тежест
334,Menge::N,miqdor,количество
335,Haufen::N,uyum,куп
336,Haufen::N,uyum,грамада
337,Reihe::N,saf,ред
338,Reihe::N,saf,редица
339,Boot::N,qayiq,лодка
340,Ruder::N,äshkak,весло
341,Ruder::N,äshkak,гребло
342,Schlitten::N,chana,шейна
343,Ski::N,chang'i,ски
344,Lagerfeuer::N,gulxan,огнище
345,Last::N,yuk,товар
346,Gang::N,yurish,ход
347,Gang::N,yurish,вървеж
348,Schritt::N,qadam,стъпка
349,Norden::N,shimol,север
350,Süden::N,janub,юг
351,Westen::N,g'arb,запад
352,Osten::N,sharq,изток
353,Holz::N,yog'och,дърво
354,Brett::N,taxta,дъска
355,Platte::N,tabaqa,
356,Stütze::N,tayanchi,
357,Stange::N,qo'noq,прът
358,Stange::N,qo'noq,върлина
359,Stock::N,tayoq,прът
360,Stock::N,tayoq,тояга
361,Stab::N,gavron,прът
362,Rohr::N,tarnov,цев
363,Rohr::N,tarnov,тръба
364,Haus::N,uy,къща
365,Heim::N,makon,дом
366,Ofen::N,pechka,печка
367,Fußboden::N,pol,под
368,Tisch::N,mosa,маса
369,Stuhl::N,o'rindiq,стол
370,Wiege::N,beshik,люлка
371,Bett::N,yotoq,легло
372,Bett::N,yotoq,креват
373,Regal::N,tokcha,рафт
374,Regal::N,tokcha,етажерка
375,Kiste::N,sandiq,кутия
376,Kiste::N,sandiq,сандък
377,Fenster::N,deraza,прозорец
378,Tür::N,äshik,врата
379,Tor::N,darvoza,врата
380,Zaun::N,panjara,ограда
381,Dach::N,tom,покрив
382,Leiter::N,narvon,стълба
383,Besen::N,supurgi,метла
384,Spaten::N,bel,лопата
385,Schaufel::N,kurak,лопата
386,Gabel::N,bilka,вилица
387,Löffel::N,qoshiq,лъжица
388,Messer::N,pichoq,нож
389,Nagel::N,mix,гвоздей
390,Netz::N,to'r,мрежа
391,Haken::N,ilgak,кука
392,Haken::N,ilgak,закачалка
393,Griff::N,sop,ръчка
394,Griff::N,sop,дръжка
395,Griff::N,tutqich,ръчка
396,Griff::N,tutqich,дръжка
397,Schloss::N,qulf,брава
398,Schloss::N,qulf,ключалка
399,Bild::N,rasm,картина
400,Figur::N,shakl,фигура
401,Puppe::N,ko'g'irchoq,кукла
402,Beutel::N,to'rva,кесия
403,Bündel::N,bog'lam,връзка
404,Tasche::N,kissa,чанта
405,Eimer::N,chelak,кофа
406,Deckel::N,qopqoq,капак
407,Deckel::N,qopqoq,похлупак
408,Geschirr::N,idish,съдове
409,Sack::N,qop,чувал
410,Tasse::N,piyola,чаша
411,Topf::N,tuvak,гърне
412,Topf::N,tuvak,тенджера
413,Kessel::N,qozon,котел
414,Essen::N,tomoq,ядене
415,Nahrung::N,emak,храна
416,Speise::N,taom,ястие
417,Fleisch::N,go'sht,месо
418,Getreide::N,g'alla,зърнено храни
419,Brei::N,bo'tqa,каша
420,Brot::N,non,хляб
421,Scheibe::N,disk,резен
422,Fett::N,moy,мазнина
423,Butter::N,yog',масло
424,Öl::N,moy,олио
425,Öl::N,moy,оливия
426,Salz::N,tuz,сол
427,Suppe::N,sho'rva,супа
428,Honig::N,asal,мед
429,Milch::N,sut,мляко
430,Tee::N,choy,чай
431,Leder::N,charm,кожа
432,Wolle::N,jun,вълна
433,Stoff::N,mato,плат
434,Stoff::N,mato,материал
435,Nadel::N,igna,игла
436,Faden::N,ip,конец
437,Knopf::N,tugma,копче
438,Knoten::N,tugun,възел
439,Farbe::N,bo'yok,боя
440,Kleidung::N,kiyim,дрехи
441,Kleidung::N,kiyim,облекло
442,Hemd::N,ko'ylak,риза
443,Kragen::N,yoqa,яка
444,Ärmel::N,yeng,ръкав
445,Hose::N,shim,панталони
446,Gürtel::N,tasma,пояс
447,Gürtel::N,tasma,колан
448,Mütze::N,shapka,каскет
449,Mütze::N,shapka,фуражка
450,Schuh::N,but,обувка
451,Stiefel::N,botinka,ботуш
452,Ring::N,yuzuk,пръстен
453,Band::N,rishta,лента
454,Band::N,rishta,връзка
455,Kamm::N,taroq,гребен
456,Spiegel::N,ko'zgu,огледало
457,Riemen::N,qayish,каиш
458,Riemen::N,qayish,ремък
459,Schnur::N,bog'ich,връв
460,Leine::N,etak,връв
461,Leine::N,etak,въже
462,Decke::N,odyol,покривка
463,Kissen::N,yostiq,възглавница
464,Tuch::N,gazlama,сукно
465,Handtuch::N,sochiq,пешкир
466,Handtuch::N,sochiq,кърпа за лице
467,Kraft::N,kuch,мощ
468,Kraft::N,kuch,сила
469,Stärke::N,quvvat,сила
470,Gesundheit::N,sog'lik,здраве
471,Krankheit::N,kasallik,болест
472,Schmerz::N,og'riq,болка
473,Wunde::N,yara,рана
474,Fieber::N,bezgak,треска
475,Fieber::N,bezgak,температура
476,Arznei::N,dori,лек
477,Arznei::N,dori,лекарство
478,Brücke::N,ko'prik,мост
479,Brunnen::N,buloq,чешма
480,Brunnen::N,buloq,кладенец
481,Weide::N,yaylov,паша
482,Weide::N,yaylov,пасище
483,Pfad::N,dorojka,пътека
484,Weg::N,yo'l,път
485,Straße::N,ko'cha,шосе
486,Dorf::N,ovul,село
487,Stadt::N,shahar,град
488,Brief::N,maktub,писмо
489,Buch::N,kitob,книга
490,Buchstabe::N,harf,буква
491,Zeitung::N,gazet,вестник
492,Leben::N,hayot,живот
493,Tod::N,o'lim,смърт
494,Grab::N,go'r,гроб
495,Kirche::N,cherkov,църква
496,Sünde::N,gunoh,грях
497,Gott::N,olloh,бог
498,Arbeiter::N,ishchi,работник
499,Chef::N,rais,шеф
500,Chef::N,rais,началник
501,Meister::N,usta,майстор
502,Arzt::N,hakim,лекар
503,Lehrer::N,muallim,учител
504,Geld::N,pul,пари
505,Geschäft::N,savdo,сделка
506,Laden::N,do'kon,дюкян
507,Laden::N,do'kon,магазин
508,Preis::N,baho,цена
509,Ware::N,mol,стока
510,Nutzen::N,foyda,полза
511,Nutzen::N,foyda,облага
512,Reichtum::N,boylik,богатство
513,Welt::N,olam,свят
514,Land::N,o'lka,страна
515,Staat::N,davlat,щат
516,Staat::N,davlat,държава
517,König::N,qirol,крал
518,Macht::N,iqtidor,мощ
519,Macht::N,iqtidor,власт
520,Grenze::N,chegara,граница
521,Krieg::N,harb,война
522,Feind::N,dushman,враг
523,Feind::N,dushman,неприятел
524,Gewalt::N,zo'rlik,сила
525,Gewalt::N,zo'rlik,насилие
526,Kampf::N,kurash,борба
527,Kampf::N,kurash,сражение
528,Bogen[Waffe]::N,yoy,лък
529,Pfeil::N,o'q,стрела
530,Gewehr::N,vintovka,пушка
531,Fehler::N,xato,грешка
532,Lüge::N,yolg'on,лъжа
533,Schaden::N,ziyon,повреда
534,Unglück::N,balo,нещастие
535,Schuld::N,ayb,вина
536,Alter::N,yosh,възраст
537,Schluss::N,tamom,край
538,Zeit::N,vaqt,време
539,Tag::N,kun,ден
540,Morgen::N,saboh,утро
541,Morgen::N,saboh,сутрин
542,Mittag::N,kun tushlik,обед
543,Mittag::N,kun tushlik,пладне
544,Abend::N,oqshom,вечер
545,Nacht::N,tun,нощ
546,Woche::N,hafta,седмица
547,Monat::N,oy,месец
548,Jahr::N,yil,година
549,Frühling::N,bahor,пролет
550,Sommer::N,yoz,лято
551,Herbst::N,kuz,есен
552,Herbst::N,xazon,есен
553,Winter::N,qish,зима
554,Januar::N,yanvar',януари
555,Februar::N,fevral',февруари
556,März::N,mart,март
557,April::N,aprel',април
558,Mai::N,may,май
559,Juni::N,iyun',юни
560,Juli::N,iyul',юли
561,August::N,avgust,август
562,September::N,sentyabr',септември
563,Oktober::N,oktyabr',октомври
564,November::N,noyabr',ноември
565,Dezember::N,dekabr',декември
566,Montag::N,dushanba,понеделник
567,Dienstag::N,seshanba,вторник
568,Mittwoch::N,chorshanba,сряда
569,Donnerstag::N,payshanba,четвъртък
570,Freitag::N,juma,петък
571,Samstag::N,shanba,събота
572,Sonntag::N,yakshanba,неделя
573,groß::A,buyuk,едър
574,groß::A,buyuk,голям
575,klein::A,kichik,малък
576,klein::A,kichik,дребен
577,lang::A,uzun,дълъг
578,kurz::A,qisqa,къс
579,breit::A,keng,широк
580,schmal::A,änsiz,тесен
581,dicht::A,quyuq,гъст
582,dick[Gegenstand]::A,qalin,дебел
583,dünn::A,ingichka,тънък
584,fein::A,mayin,фин
585,fein::A,mayin,тънък
586,fest::A,qattiq,твърд
587,fest::A,qattiq,плътен
588,flach::A,yalpoq,равен
589,flach::A,yalpoq,плосък
590,glatt::A,tekis,гладък
591,hart::A,qattiq,твърд
592,hart::A,qattiq,корав
593,weich::A,yumshoq,мек
594,rund::A,yumaloq,кръгъл
595,spitz::A,uchli,островръх
596,scharf::A,keskir,остър
597,stumpf::A,to'mtoq,тъп
598,schwer::A,salmoqli,тежък
599,schön::A,go'zal,хубав
600,schön::A,go'zal,красив
601,heiß::A,qiziq,жарък
602,warm::A,issiq,топъл
603,kalt::A,sovuq,студен
604,kühl::A,salqin,хладен
605,frisch::A,toza,свеж
606,feucht::A,namli,влажен
607,nass::A,nam,мокър
608,trocken::A,quruq,сух
609,voll::A,to'la,пълен
610,leer::A,puch,празен
611,offen::A,ochiq,откровен
612,geschlossen::A,berk,закрит
613,geschlossen::A,berk,затворен
614,sauber::A,ozoda,чист
615,schmutzig::A,kir,мръсен
616,roh::A,xom,суров
617,reif::A,pishiq,зрял
618,lecker::A,shirin,вкусен
619,süß::A,shirin,сладък
620,bitter::A,achchiq,горчив
621,sauer::A,achchiq,кисел
622,hell::A,yorug',ясен
623,hell::A,yorug',светъл
624,dunkel::A,qorong'i,тъмен
625,schwarz::A,qora,черен
626,weiß::A,oq,бял
627,rot::A,qizil,червен
628,gelb::A,sariq,жълт
629,blau::A,zangori,син
630,grün::A,yashil,зелен
631,grau::A,bo'z,сив
632,bunt::A,ola,шарен
633,bunt::A,ola,пъстър
634,billig::A,arzon,евтин
635,teuer::A,qimmat,скъп
636,wertvoll::A,qimmat,ценен
637,blind::A,ko'r,сляп
638,taub::A,garang,глух
639,kräftig::A,kuchli,силен
640,stark::A,quvvatli,здрав
641,stark::A,quvvatli,силен
642,schwach::A,kuchsiz,слаб
643,fett::A,semiz,тлъст
644,schlank::A,ingichka,тънък
645,schlank::A,ingichka,строен
646,hübsch::A,ko'rkam,хубав
647,böse::A,yovuz,зъл
648,dumm::A,aqlsiz,глупав
649,faul::A,ärinchak,ленив
650,faul::A,ärinchak,мързелив
651,fleißig::A,ishchan,прилежен
652,geizig::A,qurumsoq,скъпернически
653,klug::A,oqil,умен
654,klug::A,oqil,разумен
655,geschickt::A,äpchil,умел
656,geschickt::A,äpchil,сръчен
657,lieb::A,aziz,мил
658,lieb::A,aziz,драг
659,lustig::A,chaqchaq,весел
660,sanft::A,asta,нежен
661,sanft::A,asta,кротък
662,hungrig::A,och,гладен
663,krank::A,kasal,болен
664,nackt::A,yalang,гол
665,traurig::A,xafa,тъжен
666,traurig::A,xafa,печален
667,lebendig::A,hayotiy,жив
668,gut::A,soz,добър
669,schlecht::A,yomon,лош
670,richtig::A,rost,правилен
671,schlimm::A,yovuz,лош
672,wahr::A,haqiqiy,верен
673,wahr::A,haqiqiy,истински
674,alt::A,äski,стар
675,alt::A,äski,древен
676,neu::A,yangi,нов
677,ehemalig::A,sobiq,бивш
678,alt[Lebewesen]::A,qari,стар
679,jung::A,navqiron,млад
680,arm::A,abgor,беден
681,reich::A,boy,богат
682,bekannt::A,ma'lum,познат
683,bekannt::A,ma'lum,известен
684,berühmt::A,mashhur,почут
685,berühmt::A,mashhur,известен
686,fremd::A,yot,чужд
687,verschieden::A,turli,разен
688,verschieden::A,turli,различен
689,nah::A,yaqindagi,близък
690,fern::A,uzoq,далечен
691,linker::A,so'l,ляв
692,rechter::A,o'ng,прав
693,anderer::A,boshqa,друг
694,erster::A,birinchi,пръв
695,erster::A,birinchi,първи
696,zweiter::A,ikkinchi,втори
697,dritter::A,uchinchi,трети
698,letzter::A,oxirgi,последен
699,allein::ADV,o'zicha,само
700,auf einmal::ADV,varakay,същевременно
701,zusammen::ADV,barobar,заедно
702,lange::ADV,uzoq,дълго
703,plötzlich::ADV,qo'qqisdan,изведнъж
704,sofort::ADV,darrov,веднага
705,später::ADV,so'ngra,по-късно
706,jetzt::ADV,hozirgina,сега
707,heute::ADV,bugun,днес
708,morgen::ADV,ärta,утре
709,bald::ADV,toz,скоро
710,dann::ADV,keyin,после
711,dann::ADV,keyin,тогава
712,gestern::ADV,kecha,вчера
713,einst::ADV,avvallari,някога
714,damals::ADV,ugal,тогава
715,danach::ADV,so'ngra,после
716,danach::ADV,so'ngra,след това
717,vorher::ADV,avval,преди
718,vorher::ADV,avval,преди това
719,zuerst::ADV,avval,най-напред
720,einmal::ADV,bir marta,веднъж
721,einmal::ADV,bir marta,един път
722,manchmal::ADV,onda-sonda,понякога
723,oft::ADV,tez-tez,често
724,immer::ADV,har vaqt,винаги
725,niemals::ADV,hargiz,никога
726,hier::ADV,shu erda,тук
727,hier::ADV,shu erda,тука
728,hierhin::ADV,beri,насам
729,von hier::ADV,shu erdan,оттук
730,von hier::ADV,shu erdan,оттука
731,dort::ADV,ana,там
732,dorthin::ADV,u yerga,натам
733,dorthin::ADV,u yerga,нататък
734,geradeaus::ADV,to'g'ri,направо
735,vorwärts::ADV,ilgari,напред
736,rückwärts::ADV,qoloq,назад
737,zurück::ADV,orqada,обратно
738,unten::ADV,pastda,долу
739,hinab::ADV,tubanga,надолу
740,oben::ADV,ustida,горе
741,hinauf::ADV,yuqorida,нагоре
742,überall::ADV,har erda,навсякъде
743,nicht::ADV,ämas,не
744,ein wenig::ADV,biroz,малко
745,kaum::ADV,arang,едва
746,kaum::ADV,arang,едвам
747,sehr::ADV,ancha,много
748,sehr::ADV,ancha,твърде
749,so::ADV,shunday,тъй
750,so::ADV,shunday,така
751,noch::ADV,hali,още
752,nur::ADV,yolg'iz,само
753,schon::ADV,endi,вече
754,wieder::ADV,yana,пак
755,wieder::ADV,yana,отново
756,vergebens::ADV,bekorga,напразно
757,vor::PRP,burun,пред
758,hinter::PRP,ketida,зад
759,unter::PRP,ostida,под
760,durch::PRP,bo'ylab,през
761,neben::PRP,yonida,до
762,neben::PRP,yonida,при
763,zwischen::PRP,orada,между
764,zwischen::PRP,orada,помежду
765,wegen::PRP,sababli,заради
766,dies::PRN,o'sha,този
767,das::PRN,narigi,туй
768,das::PRN,narigi,това
769,alles::PRN,har nima,всичко
770,ich::PRN,men,аз
771,du::PRN,sen,ти
772,er::PRN,u,той
773,wir::PRN,biz,ние
774,ihr::PRN,siz,вие
775,sie::PRN,ular,те
776,was::FPRN,nima,що
777,was::FPRN,nima,какво
778,wer::FPRN,kim,кой
779,wo::FADV,qaerda,къде
780,wohin::FADV,qayerga,накъде
781,wohin::FADV,qayerga,накъдето
782,wie::FADV,qanday,как
783,warum::FADV,nega,защо
784,wieviel::FNUM,qancha,колко
785,eins::NUM,bir,един
786,zwei::NUM,ikki,два
787,drei::NUM,uch,три
788,vier::NUM,to'rt,четири
789,fünf::NUM,besh,пет
790,sechs::NUM,olti,шест
791,sieben::NUM,etti,седем
792,acht::NUM,sakkiz,осем
793,neun::NUM,to'qqiz,девет
794,zehn::NUM,o'n,десет
795,elf::NUM,o'n bir,единайсет
796,elf::NUM,o'n bir,единадесет
797,zwölf::NUM,o'n ikki,дванайсет
798,zwölf::NUM,o'n ikki,дванадесет
799,zwanzig::NUM,yigirma,двайсет
800,zwanzig::NUM,yigirma,двадесет
801,dreißig::NUM,o'ttiz,тридесет
802,vierzig::NUM,qirq,четиридесет
803,fünfzig::NUM,ällik,петдесет
804,sechzig::NUM,oltmish,шестдесет
805,siebzig::NUM,etmish,седемдесет
806,achtzig::NUM,sakson,осемдесет
807,neunzig::NUM,to'qson,деветдесет
808,hundert::NUM,yuz,сто
809,tausend::NUM,ming,хиляда
810,und::CNJ,va,а
811,und::CNJ,va,та
812,oder::CNJ,yo,или
813,stehen::V,turmoq,стоя
814,sitzen::V,o'tirmoq,седя
815,liegen::V,yotmoq,лежа
816,hängen::V,osilmoq,вися
817,werden::V,bo'lmoq,бъда
818,werden::V,bo'lmoq,стана
819,passieren::V,bo'lib o'tmoq,случа се
820,beginnen::V,boshlanmoq,започна
821,enden::V,bitmoq,свърша
822,wechseln::V,o'zgarmoq,променям
823,aufgehen[Sonne]::V,chiqmoq,изгрея
824,untergehen[Sonne]::V,botmoq,заляза
825,scheinen[Sonne]::V,yaraqlamoq,грея
826,scheinen[Sonne]::V,yaraqlamoq,светя
827,donnern::V,gulduramoq,гърмя
828,wehen::V,elpimoq,вея
