,Concept_ID,fi,lbe
211,Pilz::N,sieni,ттуккул иис
212,Zwiebel::N,sipuli,лаччул чсмусул бакӏ
213,Saat::N,siemenet,гьанна
214,Korn::N,jyvä,къама
215,Korn::N,vilja,къама
216,Heu::N,heinä,ххулув
217,Schale::N,kuori,ккиртту
218,Grube::N,kuoppa,кӏаланг
219,Falle::N,loukku,къатӏа
220,Schlinge::N,ansa,хӏатӏ
221,Spur::N,jälki,ша
222,Asche::N,tuhka,лах
223,Dreck::N,lika,кьяркьи
224,Dreck::N,lika,венп
225,Eisen::N,rauta,мах
226,Gold::N,kulta,муси
227,Silber::N,hopea,арцу
228,Kohle::N,hiili,кӏалаш
229,Kohle::N,hiili,хъуручӏ
230,Glas::N,lasi,пюрун
231,Lehm::N,savi,сина аьрщи
232,Sand::N,hiekka,къун
233,Mensch::N,ihminen,инсан
234,Mann::N,mies,чув
235,Mann::N,mies,адимина
236,Frau::N,nainen,щарсса
237,Frau::N,nainen,хъамитайпа
238,Kind::N,lapsi,чӏиви оьрчӏ
239,Junge::N,poika,оьрчӏ
240,Junge::N,poika,бурхьин оьрчӏ
241,Mädchen::N,tyttö,душ
242,Familie::N,perhe,кулпат
243,Großvater::N,isoisä,ттатта
244,Großvater::N,isoisä,ниттил ппу
245,Großmutter::N,isoäiti,буттал нину
246,Eltern::N,vanhemmat,нину-ппу
247,Vater::N,isä,ппу
248,Mutter::N,äiti,нину
249,Sohn::N,poika,арс
250,Tochter::N,tytär,душ
251,Bruder::N,veli,уссу
252,Schwester::N,sisko,ссу
253,Onkel::N,eno,буттауссу
254,Onkel::N,setä,буттауссу
255,Tante::N,täti,буттал ссу
256,Ehemann::N,mies,лас
257,Ehemann::N,aviomies,лас
258,Ehefrau::N,vaimo,щар
259,Ehefrau::N,vaimo,щарсса
260,Ehefrau::N,aviovaimo,щар
261,Ehefrau::N,aviovaimo,щарсса
262,Freude::N,ilo,шадшиву
263,Freude::N,ilo,ххаришиву
264,Freude::N,riemu,шадшиву
265,Freude::N,riemu,ххаришиву
266,Gelächter::N,nauru,хъяхъаву
267,Glück::N,onni,талихӏ
268,Kummer::N,suru,дард
269,Kummer::N,murhe,дард
270,Wunsch::N,toive,мурад
271,Wunsch::N,toivomus,мурад
272,Lust::N,himo,гьавас
273,Lust::N,himo,ччаву
274,Geist::N,henki,рухӏ
275,Gedanke::N,aate,пикри
276,Gedanke::N,ajatus,пикри
277,Gedächtnis::N,muisti,дакӏний личӏаву
278,Verstand::N,äly,аькьлу
279,Verstand::N,järki,аькьлу
280,Verstand::N,ymmärrys,аькьлу
281,Sinn::N,merkitys,мяъна
282,Grund::N,syy,багьана
283,Grund::N,peruste,багьана
284,Wahrheit::N,tosi,тӏайламур
285,Wahrheit::N,tosi,хӏакьмур
286,Wahrheit::N,totuus,тӏайламур
287,Wahrheit::N,totuus,хӏакьмур
288,Gespräch::N,puhelu,ихтилат
289,Gespräch::N,keskustelu,ихтилат
290,Märchen::N,satu,магьа
291,Erzählung::N,tarina,хавар
292,Erzählung::N,kertomus,хавар
293,Nachricht::N,tieto,хавар
294,Nachricht::N,ilmoitus,хавар
295,Neuigkeit::N,uutinen,хавар
296,Name::N,nimi,цӏа
297,Rätsel::N,arvoitus,ссигьа
298,Rede::N,puhe,гъалгъа
299,Sprache::N,kieli,маз
300,Stimme::N,ääni,чӏу
301,Stimme::N,ääni,чӏукӏа
302,Wort::N,sana,махъ
303,Zeichen::N,merkki,лишан
304,Ruf::N,kutsu,
305,Lärm::N,melu,чӏу
306,Lärm::N,hälinä,чӏу
307,Laut::N,ääni,чӏу
308,Ton::N,sävel,чӏу
309,Lied::N,laulu,балай
310,Ruhe::N,lepo,дигьалагру
311,Ruhe::N,rauha,дигьалагру
312,Leute::N,väki,инсантал
313,Leute::N,ihmiset,инсантал
314,Volk::N,kansa,ил
315,Volk::N,kansa,халкь
316,Arbeit::N,työ,заву
317,Gast::N,vieras,хъамаличу
318,Geschenk::N,lahja,бухчакарши
319,Geschenk::N,lahja,лажинккакку
320,Spiel::N,peli,тӏуркӏу
321,Spiel::N,leikki,тӏуркӏу
322,Gesellschaft::N,seura,жямат
323,Gesellschaft::N,seura,ккуран
324,Hilfe::N,apu,кумаг
325,Freund::N,ystävä,дус
326,Kamerad::N,toveri,хӏаласу
327,Angelegenheit::N,asia,иш
328,Anzahl::N,lukumäärä,аьдад
329,Art::N,laji,жинс
330,Stück::N,pala,касак
331,Stück::N,kappale,касак
332,Teil::N,osa,бутӏа
333,Hälfte::N,puoli,дачӏи
334,Kreis::N,ympyrä,кюрщан
335,Kreuz::N,risti,ххач
336,Linie::N,viiva,щва
337,Strich::N,piirto,щва
338,Abstand::N,väli,манзил
339,Abstand::N,väljyys,манзил
340,Entfernung::N,etäisyys,манзил
341,Gegend::N,seutu,кӏану
342,Platz::N,tila,
343,Ort::N,kohta,кӏану
344,Ort::N,paikka,кӏану
345,Seite::N,sivu,чул
346,Seite::N,sivu,чулухалу
347,Seite::N,kylki,чул
348,Seite::N,kylki,чулухалу
349,Mitte::N,keskus,дя
350,Mitte::N,puoliväli,дя
351,Gegenstand::N,kalu,зат
352,Gegenstand::N,esine,зат
353,Sache::N,asia,зат
354,Rand::N,ääri,зума
355,Rand::N,syrjä,зума
356,Kante::N,särmä,
357,Ecke::N,nurkka,мурцӏу
358,Spitze::N,terä,мицӏ
359,Spitze::N,kärki,мицӏ
360,Ende::N,pää,зума
361,Ende::N,perä,зума
362,Loch::N,kolo,ккутӏ
363,Loch::N,reikä,ккутӏ
364,Winkel::N,kulma,мурцӏу
365,Muster::N,kuvio,накьич
366,Größe::N,koko,
367,Größe::N,suuruus,
368,Länge::N,pituus,лахъишиву
369,Höhe::N,korkeus,лахъшиву
370,Gewicht::N,paino,дуццин
371,Gewicht::N,paino,кӏушиву
372,Menge::N,määrä,
373,Haufen::N,kasa,бакӏу
374,Reihe::N,rivi,кьюкьа
375,Boot::N,vene,луткка
376,Ruder::N,airo,весло
377,Ruder::N,airo,чӏатӏа
378,Schlitten::N,reki,чана
379,Schlitten::N,reki,санкка
380,Schlitten::N,kelkka,чана
381,Schlitten::N,kelkka,санкка
382,Ski::N,suksi,лижарду
383,Lagerfeuer::N,nuotio,къавтӏн
384,Last::N,kuorma,гьиву
385,Gang::N,kulku,нанаву
386,Gang::N,käynti,нанаву
387,Schritt::N,askel,ша
388,Norden::N,pohjoinen,ухссав
389,Norden::N,pohjoinen,ухссавнил чулухалу
390,Süden::N,etelä,кьилва
391,Westen::N,länsi,баргълагавал
392,Westen::N,länsi,баргълагавал чул
393,Osten::N,itä,баргъбуккай чулухалу
394,Holz::N,puu,тӏама
395,Brett::N,lauta,тахта
396,Platte::N,levy,гъуни
397,Stütze::N,noja,гьалакӏу
398,Stange::N,tanko,къазихъ
399,Stock::N,keppi,ттархь
400,Stab::N,sauva,ччантӏакъу
401,Stab::N,seiväs,ччантӏакъу
402,Rohr::N,putki,бургъу
403,Haus::N,talo,къатта
404,Heim::N,koti,къатта
405,Ofen::N,uuni,пач
406,Fußboden::N,lattia,чӏанкъатта
407,Tisch::N,pöytä,усттул
408,Stuhl::N,tuoli,кӏану
409,Wiege::N,kehto,оьрчӏал кӏану
410,Bett::N,sänky,тах
411,Regal::N,hylly,чӏаму
412,Kiste::N,arkku,яшикӏ
413,Kiste::N,arkku,къурши
414,Kiste::N,kirstu,яшикӏ
415,Kiste::N,kirstu,къурши
416,Kiste::N,laatikko,яшикӏ
417,Kiste::N,laatikko,къурши
418,Fenster::N,ikkuna,чӏавахьулу
419,Tür::N,ovi,нуз
420,Tür::N,ovi,нузкьун
421,Tor::N,portti,къапу
422,Tor::N,portti,дарваза
423,Zaun::N,aita,дайгьузанну
424,Dach::N,katto,магъи
425,Dach::N,katto,цӏиялу
426,Leiter::N,tikkaat,чуртту
427,Leiter::N,tikapuut,чуртту
428,Besen::N,luuta,чӏатлу
429,Spaten::N,lapio,бил
430,Schaufel::N,lapio,чӏатӏа
431,Gabel::N,haarukka,гьиссилу
432,Löffel::N,lusikka,къуса
433,Messer::N,veitsi,чӏила
434,Nagel::N,naula,мяр
435,Netz::N,verkko,къери
436,Haken::N,haka,къича
437,Haken::N,koukku,къича
438,Griff::N,ripa,куяму
439,Griff::N,kahva,куяму
440,Schloss::N,lukko,кьункьула
441,Bild::N,kuva,сурат
442,Figur::N,kuvio,
443,Puppe::N,nukke,ссихьу
444,Beutel::N,pussi,чантай
445,Bündel::N,nippu,гьи
446,Bündel::N,nippu,къар
447,Bündel::N,kimppu,гьи
448,Bündel::N,kimppu,къар
449,Tasche::N,laukku,
450,Eimer::N,sanko,бадра
451,Eimer::N,ämpäri,бадра
452,Deckel::N,kansi,къапаза
453,Geschirr::N,astia,пюрунчӏул
454,Geschirr::N,astia,тӏахӏникӏичӏу
455,Sack::N,säkki,къап
456,Sack::N,säkki,дарваг
457,Tasse::N,kuppi,пижан
458,Tasse::N,kuppi,пинжан
459,Tasse::N,kuppi,инкираччатӏи
460,Tasse::N,kuppi,цинцилттал бушкъап
461,Topf::N,pata,кӏункӏур
462,Kessel::N,kattila,чаг
463,Kessel::N,kattila,кӏункӏур
464,Essen::N,syönti,дукия
465,Essen::N,syönti,дукин
466,Nahrung::N,ruoka,дукра
467,Nahrung::N,ravinto,дукра
468,Speise::N,ruoka,дукра
469,Fleisch::N,liha,дикӏ
470,Getreide::N,vilja,къама
471,Brei::N,puuro,ккурч
472,Brot::N,leipä,ччатӏ
473,Scheibe::N,viipale,парча
474,Fett::N,rasva,аьгъушиву
475,Butter::N,voi,нагь
476,Butter::N,voi,лагаву
477,Öl::N,öljy,
478,Salz::N,suola,цӏву
479,Suppe::N,keitto,накь
480,Honig::N,hunaja,ницӏ
481,Milch::N,maito,накӏ
482,Tee::N,tee,чяй
483,Leder::N,nahka,бурчу
484,Wolle::N,villa,ппал
485,Stoff::N,kangas,янна
486,Nadel::N,neula,ххалаххи
487,Faden::N,lanka,ххал
488,Knopf::N,nappi,банд
489,Knoten::N,solmu,къурхъ
490,Farbe::N,maali,сир
491,Kleidung::N,vaatteet,янна
492,Kleidung::N,vaatteet,лаххия
493,Hemd::N,paita,гьухъа
494,Kragen::N,kaulus,дарвач
495,Ärmel::N,hiha,кахха
496,Hose::N,housut,хӏажак
497,Gürtel::N,vyö,мухӏлу
498,Mütze::N,lakki,кьяпа
499,Schuh::N,kenkä,
500,Stiefel::N,saapas,чакма
501,Ring::N,sormus,кӏисса
502,Band::N,nauha,линт
503,Kamm::N,kampa,ттарал
504,Spiegel::N,peili,дагьани
505,Riemen::N,hihna,эн
506,Schnur::N,naru,хьхьа
507,Schnur::N,nuora,хьхьа
508,Leine::N,talutushihna,
509,Decke::N,peite,виргъан
510,Kissen::N,tyyny,кӏаралу
511,Kissen::N,pielus,кӏаралу
512,Tuch::N,huivi,карщи
513,Handtuch::N,pyyheliina,калихьу
514,Handtuch::N,pyyheliina,лажинлихьу
515,Kraft::N,väki,эллаж
516,Kraft::N,voima,эллаж
517,Stärke::N,vahvuus,гуж
518,Gesundheit::N,terveys,цӏуллу-сагъшиву
519,Krankheit::N,tauti,къашайшиву
520,Krankheit::N,sairaus,къашайшиву
521,Schmerz::N,kipu,къюву
522,Schmerz::N,särky,къюву
523,Wunde::N,haava,щаву
524,Fieber::N,kuume,кӏиришиву
525,Arznei::N,lääke,дару
526,Brücke::N,silta,ламу
527,Brunnen::N,kaivo,къуй
528,Weide::N,laidun,бизантту
529,Pfad::N,polku,жегъир ххуллу
530,Weg::N,tie,ххуллу
531,Straße::N,katu,ххуллу
532,Dorf::N,kylä,щар
533,Dorf::N,kylä,шяравалу
534,Stadt::N,kaupunki,шагьру
535,Brief::N,kirje,чагъар
536,Buch::N,kirja,лу
537,Buchstabe::N,kirjain,хӏарп
538,Zeitung::N,lehti,кказит
539,Zeitung::N,sanomalehti,кказит
540,Leben::N,elo,оьрму
541,Leben::N,elämä,оьрму
542,Tod::N,kuolema,ажал
543,Tod::N,kuolema,бивкӏу
544,Tod::N,kuolema,ивчӏаву
545,Grab::N,hauta,гьав
546,Kirche::N,kirkko,килиса
547,Sünde::N,synti,бунагъ
548,Gott::N,jumala,зал
549,Arbeiter::N,työläinen,зузала
550,Chef::N,päällikkö,ялувма
551,Meister::N,mestari,усттар
552,Arzt::N,lääkäri,хӏакин
553,Lehrer::N,opettaja,учитель
554,Geld::N,raha,арцу
555,Geschäft::N,liike,даву
556,Laden::N,puoti,ттучан
557,Laden::N,kauppa,ттучан
558,Preis::N,hinta,багъа
559,Ware::N,tavara,хъус
560,Nutzen::N,hyöty,хайр
561,Nutzen::N,hyöty,мюнпат
562,Reichtum::N,rikkaus,давлат
563,Reichtum::N,rikkaus,аваданшиву
564,Welt::N,maailma,дуниял
565,Land::N,maa,билаят
566,Staat::N,valtio,паччахӏлугъ
567,König::N,kuningas,
568,Macht::N,mahti,власть
569,Grenze::N,raja,дазу
570,Krieg::N,sota,дяъви
571,Feind::N,vihollinen,душман
572,Gewalt::N,väkivalta,къия
573,Kampf::N,taistelu,лачӏуи уккаву
574,Bogen[Waffe]::N,jousi,ккуртта
575,Pfeil::N,nuoli,чӏатӏаракӏ
576,Gewehr::N,kivääri,ттупанг
577,Fehler::N,vika,гъалатӏ
578,Fehler::N,virhe,гъалатӏ
579,Lüge::N,valhe,щялмахъ
580,Schaden::N,vaurio,зарал
581,Schaden::N,vahinko,зарал
582,Unglück::N,vahinko,бала
583,Unglück::N,onnettomuus,бала
584,Schuld::N,syy,тахсир
585,Alter::N,ikä,оьрму
586,Schluss::N,loppu,ахир
587,Zeit::N,aika,чӏун
588,Tag::N,päivä,кьини
589,Morgen::N,aamu,кӏюрх
590,Morgen::N,huomen,кӏюрх
591,Mittag::N,keskipäivä,ахттайн
592,Mittag::N,keskipäivä,дяахттайн
593,Mittag::N,keskipäivä,ахттайн чӏун
594,Abend::N,ilta,маркӏачӏан
595,Nacht::N,yö,хьхьу
596,Woche::N,viikko,нюжмар
597,Monat::N,kuukausi,барз
598,Jahr::N,vuosi,шин
599,Frühling::N,kevät,инт
600,Sommer::N,kesä,гъи
601,Herbst::N,syksy,ссут
602,Winter::N,talvi,кӏи
603,Januar::N,tammikuu,цалчинмур барз
604,Februar::N,helmikuu,кӏилчинмур барз
605,März::N,maaliskuu,шамилчинмур барз
606,April::N,huhtikuu,апрель
607,April::N,huhtikuu,мукьилчинмур барз
608,Mai::N,toukokuu,май
609,Mai::N,toukokuu,ххюлчинмур барз
610,Juni::N,kesäkuu,июнь
611,Juni::N,kesäkuu,ряххилчинмур барз
612,Juli::N,heinäkuu,июль
613,Juli::N,heinäkuu,Арулчинмур барз
614,August::N,elokuu,мяйлчинмур барз
615,September::N,syyskuu,урчӏилчинмур барз
616,Oktober::N,lokakuu,ацӏилчинмур барз
617,November::N,marraskuu,ацӏния цалчинмур барз
618,Dezember::N,joulukuu,ацӏния кӏилчинмур барз
619,Montag::N,maanantai,итин
620,Montag::N,maanantai,итин кьини
621,Dienstag::N,tiistai,тталат
622,Dienstag::N,tiistai,тталат кьини
623,Mittwoch::N,keskiviikko,арвахӏ
624,Donnerstag::N,torstai,хамис
625,Freitag::N,perjantai,нюжмар
626,Freitag::N,perjantai,нюжмар кьини
627,Samstag::N,lauantai,ххуллун
628,Samstag::N,lauantai,ххуллун кьини
629,Sonntag::N,sunnuntai,алхӏат
630,Sonntag::N,sunnuntai,алхӏат кьини
631,groß::A,iso,бугъарасса
632,groß::A,suuri,бугъарасса
633,klein::A,pieni,чӏивисса
634,lang::A,pitkä,лахъисса
635,kurz::A,lyhyt,кутӏасса
636,breit::A,leveä,уттасса
637,schmal::A,kapea,уттакӏюласса
638,dicht::A,taaja,ццунсса
639,dick[Gegenstand]::A,paksu,ганзсса
640,dünn::A,ohut,кӏюласса
641,fein::A,hieno,
642,fest::A,luja,цӏакьсса
643,fest::A,luja,кьянкьасса
644,flach::A,litteä,баягъисса
645,flach::A,litteä,цӏубакъасса
646,flach::A,litteä,куртӏ дакъасса
647,flach::A,tasainen,баягъисса
648,flach::A,tasainen,цӏубакъасса
649,flach::A,tasainen,куртӏ дакъасса
650,glatt::A,sileä,дюрчӏусса
651,glatt::A,siloinen,дюрчӏусса
652,hart::A,kova,кьянкьасса
653,weich::A,pehmeä,кӏукӏлусса
654,rund::A,pyöreä,ккурккисса
655,spitz::A,terävä,ярксса
656,spitz::A,terävä,дайлсса
657,spitz::A,terävä,мицӏ бусса
658,scharf::A,terävä,ярксса
659,scharf::A,terävä,дайлсса
660,scharf::A,terävä,мицӏ бусса
661,stumpf::A,tylsä,къуркъасса
662,schwer::A,raskas,кӏусса
663,schwer::A,painava,кӏусса
664,schön::A,kaunis,аьнтӏикӏасса
665,heiß::A,kuuma,кӏирисса
666,warm::A,lämmin,гъелисса
667,kalt::A,kylmä,дяркъусса
668,kalt::A,viluinen,дяркъусса
669,kühl::A,viileä,дюхлулсса
670,frisch::A,tuore,цӏусса
671,feucht::A,kostea,атилсса
672,feucht::A,kostea,хъавтусса
673,nass::A,märkä,атилсса
674,nass::A,märkä,хъавтусса
675,trocken::A,kuiva,кьавкьсса
676,trocken::A,kuiva,кьакьан бувсса
677,voll::A,täysi,бувцӏусса
678,leer::A,tyhjä,бачӏвасса
679,offen::A,avonainen,тӏивтӏусса
680,geschlossen::A,suljettu,лавкьусса
681,sauber::A,puhdas,марцӏсса
682,schmutzig::A,likainen,чапалсса
683,roh::A,raaka,шакъавхьсса
684,reif::A,kypsä,дирсса
685,lecker::A,herkullinen,нахӏусса
686,lecker::A,herkullinen,тӏааьнсса
687,süß::A,makea,нацӏусса
688,bitter::A,karvas,кьурчӏисса
689,bitter::A,kitkerä,кьурчӏисса
690,sauer::A,hapan,туршсса
691,hell::A,kirkas,чаннасса
692,hell::A,valoisa,чаннасса
693,dunkel::A,pimeä,цӏансса
694,schwarz::A,musta,лухӏисса
695,weiß::A,valkea,кӏяласса
696,rot::A,punainen,ятӏулсса
697,gelb::A,keltainen,хъахъисса
698,blau::A,sininen,някӏсса
699,grün::A,vihreä,щюлисса
700,grau::A,harmaa,оьрусса
701,bunt::A,kirjava,оьрчӏикӏурисса
702,billig::A,halpa,кьювкьусса
703,billig::A,huokea,кьювкьусса
704,teuer::A,kallis,ххирасса
705,wertvoll::A,arvokas,багьасса
706,blind::A,sokea,мурчӏисса
707,taub::A,kuuro,къюкӏсса
708,kräftig::A,väkevä,гужсса
709,kräftig::A,voimakas,гужсса
710,stark::A,vahva,кьянкьасса
711,schwach::A,heikko,заэвсса
712,fett::A,lihava,бучсса
713,schlank::A,hoikka,бювхъусса
714,schlank::A,solakka,бювхъусса
715,hübsch::A,soma,янусса
716,hübsch::A,sievä,янусса
717,böse::A,paha,оьсса
718,böse::A,häijy,оьсса
719,dumm::A,tyhmä,ахӏмакьсса
720,dumm::A,typerä,ахӏмакьсса
721,faul::A,laiska,танмалсса
722,faul::A,laiska,курчӏилсса
723,fleißig::A,ahkera,хӏарачат бусса
724,geizig::A,saita,янттарцӏансса
725,klug::A,älykäs,аькьлу бусса
726,geschickt::A,taitava,паргалсса
727,lieb::A,rakas,аьзизсса
728,lustig::A,hauska,тяхъасса
729,lustig::A,iloinen,тяхъасса
730,sanft::A,lauha,иминсса
731,sanft::A,lempeä,иминсса
732,hungrig::A,nälkäinen,ккашилсса
733,krank::A,sairas,къашавайсса
734,nackt::A,alaston,кӏачӏасса
735,traurig::A,surullinen,пашмансса
736,traurig::A,murheellinen,пашмансса
737,lebendig::A,elävä,уттавасса
738,gut::A,hyvä,ххуйсса
739,schlecht::A,paha,оьккисса
740,schlecht::A,huono,оьккисса
741,richtig::A,oikea,саргъунсса
742,schlimm::A,paha,оьккисса
743,wahr::A,tosi,хӏакьсса
744,alt::A,vanha,кугьнасса
745,neu::A,uusi,цӏусса
746,ehemalig::A,entinen,хъхъичӏвасса
