,Concept_ID,ta,ga
138,Wurzel::N,வேர்,rúta
139,Wurzel::N,வேர்,fréamh
140,Baum::N,மரம்,crann
141,Stamm::N,அடிமரம்,stoc
142,Stamm::N,அடிமரம்,tamhan
143,Rinde::N,பட்டை,coirt
144,Rinde::N,பட்டை,craiceann
145,Rinde::N,மரப்பட்டை,coirt
146,Rinde::N,மரப்பட்டை,craiceann
147,Ast::N,கினை,géag
148,Zweig::N,குச்சி,géag
149,Zweig::N,குச்சி,craobh
150,Blatt::N,இலை,duille
151,Blatt::N,இலை,duilleog
152,Birke::N,பிர்ச் மரம்,beith
153,Birke::N,பிர்ச் மரம்,crann beithe
154,Kiefer[Baum]::N,தேவதாரு மரம்,péine
155,Weide[Baum]::N,மர வகைகளுள் ஒன்று,saileach
156,Tanne::N,சாதிக்கய்,giúis
157,Horn::N,கொம்பு,adharc
158,Feder::N,இறகு,cleite
159,Fell::N,மென்முடி,clúmh
160,Flügel::N,இறக்கை,eite
161,Flügel::N,இறக்கை,sciathán
162,Klaue::N,நகம்,crúb
163,Klaue::N,நகம்,crobh
164,Kralle::N,நகம்,crobh
165,Schwanz::N,வால்,eireaball
166,Ei::N,முட்டை,ubh
167,Nest::N,கூடு,nead
168,Bau::N,குகை,brocais
169,Tier::N,விலங்கு,ainmhí
170,Tier::N,விலங்கு,beithíoch
171,Herde::N,கூட்டம்,tréad
172,Kuh::N,பசு,bó
173,Bulle::N,காளை,tarbh
174,Pferd::N,குதிரை,each
175,Pferd::N,குதிரை,capall
176,Schaf::N,செம்மறிஆடு,caora
177,Schwein::N,பன்றி,muc
178,Hund::N,நாய்,madra
179,Katze::N,பூனை,cat
180,Bär::N,கரடி,béar
181,Eichhörnchen::N,அணில்,iora
182,Elch::N,கடம்பை,eilc
183,Fuchs::N,நரி,sionnach
184,Fuchs::N,நரி,madra rua
185,Hase::N,முயல்,giorria
186,Maus::N,எலி,luch
187,Wolf::N,ஓநாய்,mac tíre
188,Vogel::N,பறவை,éan
189,Schwarm::N,தொகுதி,saithe
190,Huhn::N,கோழிக்குஞசு,cearc
191,Hahn::N,சேவல்,coileach
192,Gans::N,பெண் வாத்து,gé
193,Adler::N,பருநது,iolar
194,Ente::N,வாத்து,lacha
195,Eule::N,ஆந்தை,ulchabhán
196,Kranich::N,நாரை,grús
197,Krähe::N,காகம்,caróg
198,Krähe::N,காகம்,préachán
199,Kuckuck::N,குயில்,cuach
200,Schwan::N,அன்னம்,eala
201,Fisch::N,மீன்,iasc
202,Barsch::N,பேர்ச்,péirse
203,Hecht::N,கோலாச்சி மீன்,liús
204,Schlange[Tier]::N,பாம்பு,nathair
205,Wurm::N,புழு,péist
206,Spinne::N,சிலந்தி,damhán alla
207,Ameise::N,எறும்பு,seangán
208,Laus::N,பேன்,míol
209,Mücke::N,கொசுவினப்பூச்சி,muiscít
210,Mücke::N,கொசுவினப்பூச்சி,corrmhíol
211,Fliege::N,ஈ,cuil
212,Fliege::N,ஈ,cuileog
213,Schmetterling::N,வண்ணத்துப்பூச்சி,féileacán
214,Beere::N,சதைப்பழம்,caor
215,Apfel::N,ஆப்பிள பழம்,úll
216,Pilz::N,காளான்,beacán
217,Pilz::N,காளான்,muisiriún
218,Zwiebel::N,வெங்காயம்,oinniún
219,Saat::N,விதை,síol
220,Korn::N,தானியம்,gráinne
221,Heu::N,வைக்கோல்,féar
222,Schale::N,தோல்,scaimh
223,Grube::N,குழி,poll
224,Falle::N,பொறி,gaiste
225,Schlinge::N,கண்ணி,sealán
226,Spur::N,சுவடு,rian
227,Asche::N,சாம்பல்,luaith
228,Dreck::N,அழுக்கு,salachar
229,Eisen::N,இரும்பு,iarann
230,Gold::N,தங்கம்,ór
231,Silber::N,வெள்ளி,airgead
232,Kohle::N,நிலக்கரி,gual
233,Glas::N,கண்ணாடி,gloine
234,Lehm::N,களிமண்,cré
235,Sand::N,மணல்,gaineamh
236,Mensch::N,மனிதர்கள்,duine
237,Mann::N,மனிதன்,fear
238,Frau::N,பெண்,bean
239,Kind::N,குழந்தை,gasúr
240,Kind::N,குழந்தை,páiste
241,Junge::N,பையன்,buachaill
242,Mädchen::N,சிறுமி,cailín
243,Familie::N,குடும்பம்,teaghlach
244,Familie::N,குடும்பம்,comhluadar
245,Großvater::N,தாத்தா,seanathair
246,Großmutter::N,பாட்டி,seanmháthair
247,Eltern::N,பெற்றோர்,tuismitheoirí
248,Vater::N,தந்தை,athair
249,Mutter::N,தாய்,máthair
250,Sohn::N,மகன்,mac
251,Tochter::N,மகள்,iníon
252,Bruder::N,சகோதரன்,deartháir
253,Schwester::N,அக்கா,deirfiúr
254,Onkel::N,தாய் மாமன்,uncail
255,Tante::N,அத்தை,aintín
256,Ehemann::N,கணவன்,fear céile
257,Ehefrau::N,மனைவி,bean chéile
258,Freude::N,கொண்டாட்டம்,áthas
259,Gelächter::N,சிரிப்பு,gáire
260,Glück::N,மகிழ்ச்சி,séan
261,Glück::N,மகிழ்ச்சி,sonas
262,Kummer::N,துயரம்,brón
263,Kummer::N,துயரம்,buairt
264,Wunsch::N,விருப்பம்,guí
265,Wunsch::N,விருப்பம்,achainí
266,Lust::N,விருப்பம்,fonn
267,Geist::N,ஆன்மா,meon
268,Geist::N,ஆன்மா,spiorad
269,Gedanke::N,எண்ணம்,smaoineamh
270,Gedächtnis::N,ஞாபகம்,cuimhne
271,Verstand::N,மனம்,ciall
272,Verstand::N,மனம்,intinn
273,Sinn::N,அர்த்தம்,brí
274,Sinn::N,அர்த்தம்,ciall
275,Grund::N,காரணம்,fáth
276,Wahrheit::N,உண்நை,fírinne
277,Gespräch::N,பெசு,comhrá
278,Märchen::N,நம்பத்தகாத கதை,scéal
279,Erzählung::N,கதை,scéal
280,Nachricht::N,செய்தி,teachtaireacht
281,Neuigkeit::N,செய்தி,scéala
282,Name::N,பெயர்,ainm
283,Rätsel::N,புதிர்,tomhas
284,Rede::N,பேச்சு,óráid
285,Rede::N,பேச்சு,aitheasc
286,Sprache::N,மொழி,teanga
287,Stimme::N,குரல்,guth
288,Wort::N,வார்த்தை,focal
289,Zeichen::N,குறி,comhartha
290,Ruf::N,அழைப்பு,glaoch
291,Lärm::N,சத்தம்,torann
292,Laut::N,ஒலி,fuaim
293,Ton::N,குரல்,ton
294,Lied::N,பாட்டு,amhrán
295,Ruhe::N,அமைதி,suaimhneas
296,Leute::N,மக்கள்,muintir
297,Volk::N,மக்கள்,pobal
298,Arbeit::N,வேலை,obair
299,Gast::N,விருந்தாளி,aoi
300,Geschenk::N,பரிசுப் பொருள்,féirín
301,Geschenk::N,பரிசுப் பொருள்,bronntanas
302,Spiel::N,விளையாட்டு,cluiche
303,Gesellschaft::N,சமுதாயம்,comhluadar
304,Hilfe::N,உதவி,cúnamh
305,Hilfe::N,உதவி,cabhair
306,Freund::N,நண்பன்,cara
307,Kamerad::N,உடனிருப்பவன்,comrádaí
308,Angelegenheit::N,செய்தி,ábhar
309,Anzahl::N,எண்ணிக்கை,líon
310,Art::N,வகை,sórt
311,Art::N,வகை,saghas
312,Stück::N,துண்டம்,píosa
313,Teil::N,பகுதி,cuid
314,Teil::N,பகுதி,páirt
315,Hälfte::N,பாதி,leath
316,Kreis::N,வட்டம்,ciorcal
317,Kreuz::N,சிலுவை,cros
318,Linie::N,கோடு,líne
319,Strich::N,வாத நோய்,stríoc
320,Abstand::N,இடைவெளி,achar
321,Entfernung::N,தூரம்,fad
322,Gegend::N,வட்டாரம்,ceantar
323,Platz::N,வெற்றிடம்,áit
324,Platz::N,வெற்றிடம்,spás
325,Ort::N,இடம்,áit
326,Seite::N,பக்கம்,taobh
327,Mitte::N,இடைப்பகுதி,lár
328,Gegenstand::N,உருப்படி,ball
329,Gegenstand::N,உருப்படி,ábhar
330,Sache::N,பொருள்,ní
331,Sache::N,பொருள்,rud
332,Rand::N,தொங்கு,imeall
333,Rand::N,தொங்கு,ciumhais
334,Kante::N,விளிம்பு,corr
335,Kante::N,விளிம்பு,colbha
336,Ecke::N,மூலை,coirnéal
337,Spitze::N,முனை,gob
338,Spitze::N,முனை,barr
339,Ende::N,முடிவு,ceann
340,Ende::N,முடிவு,foirceann
341,Loch::N,துளை,poll
342,Winkel::N,கோணம்,cúinne
343,Winkel::N,கோணம்,uillinn
344,Muster::N,பாங்கு,patrún
345,Größe::N,அளவு,méid
346,Größe::N,அளவு,toise
347,Länge::N,நீளம்,fad
348,Höhe::N,உயரம்,airde
349,Gewicht::N,எடை,meáchan
350,Menge::N,தொகை,méid
351,Haufen::N,குவியல்,cnap
352,Reihe::N,வரிசை,líne
353,Reihe::N,வரிசை,sraith
354,Boot::N,படகு,bád
355,Ruder::N,துடுப்பு,rámh
356,Ruder::N,துடுப்பு,maide rámha
357,Schlitten::N,சகடையிலா வண்டி,carr sleamhnáin
358,Ski::N,பனிச் சறுக்கல்,scí
359,Lagerfeuer::N,மூட்டம்,tine champa
360,Last::N,பாரம்,ualach
361,Gang::N,நடை,siúlóid
362,Schritt::N,காலடி,céim
363,Schritt::N,காலடி,coiscéim
364,Norden::N,வடக்கு,tuaisceart
365,Süden::N,தெற்கு,deisceart
366,Westen::N,மேற்கு திசை,iarthar
367,Osten::N,கிழக்கு,oirthear
368,Holz::N,மரக்கட்டை,adhmad
369,Brett::N,பலகை,clár
370,Platte::N,பலகம்,leac
371,Stütze::N,அடைப்புகன்,taca
372,Stange::N,கம்பம்,polla
373,Stange::N,கம்பம்,cuaille
374,Stock::N,குச்சி,bata
375,Stock::N,குச்சி,maide
376,Stab::N,கம்பு,maide
377,Stab::N,கம்பு,bachall
378,Rohr::N,குழாய்,píopa
379,Haus::N,வீடு,teach
380,Heim::N,வீடு,baile
381,Ofen::N,அடுப்பு,sornóg
382,Fußboden::N,தரை,urlár
383,Tisch::N,மேசை,bord
384,Tisch::N,மேசை,tábla
385,Stuhl::N,நாற்காலி,cathaoir
386,Wiege::N,தொட்டில்,cliabhán
387,Bett::N,படுக்கை,leaba
388,Regal::N,அலமாரி,seilf
389,Kiste::N,பெட்டி,bosca
390,Fenster::N,சாளரம்,fuinneoig
391,Tür::N,கதவு,doras
392,Tor::N,வாசற்கதவு,geata
393,Zaun::N,வேலி,fál
394,Zaun::N,வேலி,claí
395,Dach::N,கூரை,díon
396,Leiter::N,ஏணி,dréimire
397,Besen::N,விளக்குமாறு,scuab
398,Spaten::N,மண்வெட்டி,spád
399,Spaten::N,மண்வெட்டி,rámhainn
400,Schaufel::N,அடிதண்டா,sluasaid
401,Gabel::N,முட்கரண்டி,forc
402,Gabel::N,முட்கரண்டி,gabhlóg
403,Löffel::N,கரண்டி,spúnóg
404,Messer::N,கத்தி,scian
405,Nagel::N,ஆணி,tairne
406,Netz::N,வலை,líon
407,Netz::N,வலை,eangach
408,Haken::N,கொக்கி,croch
409,Griff::N,கைப்பிடி,cos
410,Griff::N,கைப்பிடி,hanla
411,Schloss::N,பூட்டு,glas
412,Bild::N,படம்,pictiúr
413,Figur::N,எண்ணிக்கை,fíor
414,Puppe::N,பொம்மை,bábóg
415,Beutel::N,பை,mála
416,Beutel::N,பை,mealbhóg
417,Bündel::N,பொதி,beart
418,Tasche::N,பை,mála
419,Eimer::N,வாளி,buicéad
420,Deckel::N,உறை,clár
421,Deckel::N,உறை,claibín
422,Geschirr::N,பாத்திரம்,soithí
423,Geschirr::N,பாத்திரம்,gréithe
424,Sack::N,பை,sac
425,Sack::N,பை,mála
426,Tasse::N,கிண்ணம்,cupán
427,Topf::N,பானை,pota
428,Kessel::N,கெண்டி,citeal
429,Essen::N,உணவருந்துதல்,béile
430,Nahrung::N,உணவு,bia
431,Speise::N,உணவு வகை,mias
432,Fleisch::N,இறைச்சி,feoil
433,Getreide::N,மக்காச்சோளம்,grán
434,Getreide::N,மக்காச்சோளம்,arbhar
435,Brei::N,கஞ்சி,brúitín
436,Brot::N,ரொட்டி,arán
437,Scheibe::N,துண்டு,píosa
438,Scheibe::N,துண்டு,slisne
439,Fett::N,கொழுப்பு,saill
440,Fett::N,கொழுப்பு,méathras
441,Butter::N,வெண்ணெய்,im
442,Öl::N,எண்ணெய்,ola
443,Salz::N,உப்பு,salann
444,Suppe::N,ரசம்,sú
445,Suppe::N,ரசம்,anraith
446,Honig::N,தேன்,mil
447,Milch::N,பால்,bainne
448,Tee::N,தெனீர்,tae
449,Leder::N,பதம் செய்யப்பட்ட தோல்,leathar
450,Wolle::N,கம்பளி,olann
451,Stoff::N,துணி,éadach
452,Nadel::N,ஊசி,snáthaid
453,Faden::N,நூல்,snáth
454,Knopf::N,பொத்தான்,cnaipe
455,Knoten::N,முடிச்சு,snaidhm
456,Farbe::N,வண்ணக் குழம்பு,péint
457,Kleidung::N,ஆடைகள்,éadaí
458,Hemd::N,சட்டை,léine
459,Kragen::N,கழுத்துப் பட்டை,bóna
460,Ärmel::N,சட்டைக்கை,muinchille
461,Hose::N,கால்சட்டை,bríste
462,Hose::N,கால்சட்டை,treabhsar
463,Gürtel::N,பெல்ட்,crios
464,Mütze::N,தொப்பி,caipín
465,Schuh::N,காலணி,bróg
466,Stiefel::N,காலணி,buatais
467,Ring::N,மோதிரம்,fáinne
468,Band::N,நாடா,ribín
469,Kamm::N,கீப்பு,cíor
470,Spiegel::N,ஆடி,scáthán
471,Spiegel::N,கண்ணாடி,scáthán
472,Riemen::N,வார்,iall
473,Riemen::N,வார்,strapa
474,Schnur::N,கயிறு,téad
475,Schnur::N,கயிறு,sreangán
476,Leine::N,தோல்வார்,iall
477,Decke::N,போர்வை,pluid
478,Decke::N,போர்வை,blaincéad
479,Kissen::N,தலையணை,piliúr
480,Kissen::N,தலையணை,adhartán
481,Tuch::N,துணி,scaif
482,Handtuch::N,தண்டு,tuáille
483,Kraft::N,நிர்பந்தம்,fórsa
484,Stärke::N,பலம்,neart
485,Gesundheit::N,ஆரோக்கியம்,sláinte
486,Krankheit::N,நோய்,tinneas
487,Krankheit::N,நோய்,breoiteacht
488,Schmerz::N,வலி,pian
489,Wunde::N,காயம்,goin
490,Fieber::N,காய்ச்சல்,fiabhras
491,Arznei::N,மருந்து,cógas
492,Brücke::N,பாலம்,droichead
493,Brunnen::N,கேணி,tobar
494,Weide::N,மேய்ச்சல் நிலம்,féarach
495,Pfad::N,நடை வழி,cosán
496,Pfad::N,நடை வழி,conair
497,Weg::N,வழி,slí
498,Weg::N,வழி,bealach
499,Straße::N,சாலை,bóthar
500,Dorf::N,கிராமம்,sráidbhaile
501,Stadt::N,நகரம்,baile
502,Stadt::N,நகரம்,cathair
503,Brief::N,கடிதம்,litir
504,Buch::N,புத்தகம்,cín
505,Buch::N,புத்தகம்,leabhar
506,Buchstabe::N,எழத்து,litir
507,Zeitung::N,செய்தித்தாள்,nuachtán
508,Leben::N,வாழ்க்கை,saol
509,Leben::N,வாழ்க்கை,beatha
510,Tod::N,மரணம்,bás
511,Grab::N,சமாதி,uaigh
512,Kirche::N,தேவாலயம்,eaglais
513,Sünde::N,பாவம்,peaca
514,Gott::N,கடவுள்,dia
515,Arbeiter::N,தொழிலாளி,oibrí
516,Chef::N,மேலாளர்,saoiste
517,Chef::N,மேலாளர்,ceannasaí
518,Meister::N,தலைவன்,máistir
519,Arzt::N,மருத்துவர்,lia
520,Arzt::N,மருத்துவர்,dochtúir
521,Lehrer::N,ஆசிரியர்,oide
522,Lehrer::N,ஆசிரியர்,múinteoir
523,Geld::N,பணம்,airgead
524,Geschäft::N,வாணிபம்,gnó
525,Laden::N,கடை,siopa
526,Preis::N,விலை,praghas
527,Ware::N,சாமன்கள்,earra
528,Nutzen::N,இலாபம்,tairbhe
529,Reichtum::N,சொத்து,rachmas
530,Reichtum::N,சொத்து,saibhreas
531,Welt::N,உலகம்,domhan
532,Land::N,நாடு,tír
533,Staat::N,நாடு,stát
534,König::N,அரசன்,rí
535,Macht::N,அதிகாரம்,cumhacht
536,Grenze::N,எல்லை,críoch
537,Grenze::N,எல்லை,teorainn
538,Krieg::N,போர்,cogadh
539,Feind::N,எதிரி,namhaid
540,Gewalt::N,வன்முறை,foréigean
541,Kampf::N,போராட்டம்,troid
542,Bogen[Waffe]::N,வில்,bogha
543,Pfeil::N,அம்பு,saighead
544,Gewehr::N,துப்பாக்கி,gunna
545,Fehler::N,தவறு,botún
546,Fehler::N,தவறு,meancóg
547,Lüge::N,பொய்,bréag
548,Lüge::N,பொய்,éitheach
549,Schaden::N,சேதாரம்,dochar
550,Schaden::N,சேதாரம்,damáiste
551,Unglück::N,இடையூறு,drochrath
552,Schuld::N,குற்றம்,locht
553,Schuld::N,குற்றம்,milleán
554,Alter::N,வயது,aois
555,Schluss::N,முடிவு,deireadh
556,Zeit::N,காலம்,am
557,Zeit::N,காலம்,aimsir
558,Tag::N,நாள்,lá
559,Morgen::N,காலை நேரம்,maidin
560,Mittag::N,மதியம்,nóin
561,Abend::N,மாலைப் பொழுது,tráthnóna
562,Nacht::N,இரவு,oíche
563,Woche::N,வாரம்,seachtain
564,Monat::N,மாதம்,mí
565,Jahr::N,வருடம்,bliain
566,Frühling::N,வசந்தம்,earrach
567,Sommer::N,கோடை,samhradh
568,Herbst::N,இலையுதிர் காலம்,fómhar
569,Winter::N,குளிர்காலம்,geimhreadh
570,Januar::N,ஜனவரி,Eanáir
571,Februar::N,பிபரவரி மாதம்,Feabhra
572,März::N,மார்ச் மாதம்,Márta
573,April::N,ஏப்ரல் மாதம்,Aibreán
574,Mai::N,மே மாதம்,Bealtaine
575,Juni::N,ஜூன் மாதம்,Meitheamh
576,Juli::N,ஜூலை மாதம்,Iúil
577,August::N,ஆகஸ்ட் மாதம்,Lúnasa
578,September::N,செப்டம்பர் மாதம்,Meán Fómhair
579,Oktober::N,அக்டோபர் மாதம்,Deireadh Fómhair
580,November::N,நவம்பர் மாதம்,Samhain
581,November::N,நவம்பர் மாதம்,Mí na Samhna
582,Dezember::N,டிசம்பர்,Mí na Nollag
583,Montag::N,திங்கட் கிழமை,Luan
584,Montag::N,திங்கட் கிழமை,Dé Luain
585,Dienstag::N,செவ்வாய்க்கிழமை,Máirt
586,Dienstag::N,செவ்வாய்க்கிழமை,Dé Máirt
587,Mittwoch::N,புதன் கிழமை,Céadaoin
588,Mittwoch::N,புதன் கிழமை,Dé Céadaoin
589,Donnerstag::N,வியாழக் கிழமை,Déardaoin
590,Freitag::N,வெள்ளிக்கிழமை,Aoine
591,Freitag::N,வெள்ளிக்கிழமை,Dé hAoine
592,Samstag::N,சனிக்கிழமை,Satharn
593,Samstag::N,சனிக்கிழமை,Dé Sathairn
594,Sonntag::N,ஞாயிறுக் கிழமை,Domhnach
595,Sonntag::N,ஞாயிறுக் கிழமை,Dé Domhnaigh
596,groß::A,பெரிய,mór
597,klein::A,சிறிய,beag
598,lang::A,நீண்ட,fada
599,kurz::A,குட்டையான,gearr
600,kurz::A,குட்டையான,gairid
601,breit::A,அகலமான,leathan
602,breit::A,அகலமான,fairsing
603,schmal::A,குறுகலான,cúng
604,dicht::A,அடர்த்தியான,dlúth
605,dick[Gegenstand]::A,தடித்த,tiubh
606,dünn::A,சன்னமான,caol
607,dünn::A,சன்னமான,tanaí
608,fein::A,மெல்லிய,scáinte
609,fein::A,மெல்லிய,fíneálta
610,fest::A,உறுதியாள,daingean
611,flach::A,தட்டையான,cothrom
612,glatt::A,வழுவழுப்பான,mín
613,glatt::A,வழுவழுப்பான,sleamhain
614,hart::A,கடினமான,crua
615,weich::A,மென்மையான,bog
616,rund::A,உருண்டையான,cruinn
617,spitz::A,திகந்தமாக,gobach
618,spitz::A,திகந்தமாக,biorach
619,scharf::A,கூரான,géar
620,scharf::A,கூரான,faobhrach
621,stumpf::A,உளம் திறந்த,maol
622,schwer::A,கனமான,trom
623,schön::A,அழகான,álainn
624,heiß::A,சூடான,te
625,warm::A,இதமான,te
626,kalt::A,குளிர்ச்சியான,fuar
627,kühl::A,குளிர்ச்சியான,fionnuar
628,frisch::A,சுத்தமான,úr
629,frisch::A,சுத்தமான,friseáilte
630,feucht::A,ஈரமான,tais
631,nass::A,ஈரமான,fliuch
632,trocken::A,உலர்ந்த,tirim
633,voll::A,நிரம்பிய,lán
634,leer::A,காலியான,folamh
635,offen::A,திறந்த,oscailte
636,geschlossen::A,மூடப்பட்ட,dúnta
637,geschlossen::A,மூடப்பட்ட,druidte
638,sauber::A,சுத்தமான,glan
639,schmutzig::A,அழக்கான,salach
640,roh::A,கச்சா,amh
641,reif::A,பழுத்த,aibí
642,lecker::A,சுவைமிக்க,blasta
643,süß::A,இனிப்பான,milis
644,bitter::A,கசப்பான,searbh
645,sauer::A,புளிப்பாக,géar
646,sauer::A,புளிப்பாக,searbh
647,hell::A,பளபளப்பான,geal
648,hell::A,பளபளப்பான,soilseach
649,dunkel::A,கருமையான,dorcha
650,schwarz::A,கருப்பு வண்ண,dubh
651,weiß::A,வெண்மையன,bán
652,rot::A,சிவப்பு,dearg
653,gelb::A,மஞ்சள் வண்ணம்,buí
654,blau::A,நீல வண்ண,gorm
655,grün::A,பச்சை வண்ண,glas
656,grün::A,பச்சை வண்ண,uaine
657,grau::A,சாம்பல் நிற,liath
658,bunt::A,வண்ண மயமான,ildathach
659,bunt::A,வண்ண மயமான,dathannach
660,billig::A,மலிவான,saor
661,teuer::A,விலை அதிகமான,daor
662,teuer::A,விலை அதிகமான,costasach
663,wertvoll::A,மதிப்புள்ள,luachmhar
664,blind::A,பார்வையற்ற,dall
665,blind::A,பார்வையற்ற,caoch
666,taub::A,செவிடான,bodhar
667,kräftig::A,வலிமையான,cumhachtach
668,stark::A,பலமான,tréan
669,stark::A,பலமான,láidir
670,schwach::A,பலவீனமான,lag
671,schwach::A,பலவீனமான,fann
672,fett::A,பருமனாக,ramhar
673,schlank::A,ஒல்லியான,caol
674,schlank::A,ஒல்லியான,seang
675,hübsch::A,அழகிய,álainn
676,hübsch::A,அழகிய,dathúil
677,böse::A,கேடு விளைவிக்கும்,olc
678,dumm::A,முட்டாள்தனமான,dúr
679,dumm::A,முட்டாள்தனமான,amaideach
680,faul::A,சோம்பலான,falsa
681,faul::A,சோம்பலான,leisciúil
682,fleißig::A,ஊக்கந்தளராத,dícheallach
683,geizig::A,கஞேசத்தனமான,barainneach
684,geizig::A,கஞேசத்தனமான,sprionlaithe
685,klug::A,சாதுரியமான,cliste
686,geschickt::A,திறமையள்ள,oilte
687,geschickt::A,திறமையள்ள,ealaíonta
688,lieb::A,அன்புக்குரிய,dil
