,Concept_ID,hr,el
1421,sich unterhalten::V,razgovarati se,κουβεντιάζω
1422,fragen::V,pitati,ρωτώ
1423,bitten::V,moliti,ζητώ
1424,bitten::V,moliti,παρακαλώ
1425,erzählen::V,ispričati,διηγούμαι
1426,erzählen::V,pripovjediti,διηγούμαι
1427,mitteilen::V,saopćiti,πληροφορώ
1428,nennen::V,nazvati,ονομάζω
1429,rufen::V,zvati,φωνάζω
1430,rufen::V,dozvati,φωνάζω
1431,prahlen::V,hvalisati se,καυχιέμαι
1432,übersetzen::V,prevesti,μεταφράζω
1433,denken::V,misliti,σκέφτομαι
1434,glauben::V,vjerovati,πιστεύω
1435,bemerken::V,zapaziti,παρατηρώ
1436,bemerken::V,primijetiti,παρατηρώ
1437,erkennen::V,prepoznati,αναγνωρίζω
1438,begreifen::V,pojmiti,καταλαβαίνω
1439,begreifen::V,shvatiti,καταλαβαίνω
1440,verstehen::V,razabrati,ακούω
1441,lernen::V,učiti se,μαθαίνω
1442,wissen::V,znati,ξέρω
1443,sich erinnern an::V,sjetiti se,θυμάμαι
1444,vergessen::V,zaboraviti,ξεχνώ
1445,messen::V,mjeriti,μετρώ
1446,zählen::V,brojiti,μετρώ
1447,rechnen::V,računati,λογαριάζω
1448,lesen::V,čitati,διαβάζω
1449,malen::V,slikati,ζωγραφίζω
1450,zeichnen::V,crtati,σχεδιάζω
1451,schreiben::V,pisati,γράφω
1452,besitzen::V,imati,κατέχω
1453,besitzen::V,posjedovati,κατέχω
1454,kaufen::V,kupiti,αγοράζω
1455,verkaufen::V,prodati,πουλώ
1456,verkaufen::V,raspačati,πουλώ
1457,bezahlen::V,platiti,πληρώνω
1458,zahlen::V,plaćati,πληρώνω
1459,beherrschen::V,vladati,κυριαρχώ
1460,beherrschen::V,gospodariti,κυριαρχώ
1461,ertragen::V,trpjeti,βαστώ
1462,ertragen::V,trpjeti,αντέχω
1463,ertragen::V,podnijeti,βαστώ
1464,ertragen::V,podnijeti,αντέχω
1465,Gehirn::N,,μυαλό
1466,Gehirn::N,,εγκέφαλος
