,Concept_ID,hr,el
164,Stamm::N,deblo,κορμός
165,Stamm::N,stablo,κορμός
166,Rinde::N,kora,φλούδα
167,Ast::N,grana,κλαδί
168,Zweig::N,grana,κλαδί
169,Zweig::N,grana,κλάδος
170,Blatt::N,list,φύλλο
171,Birke::N,breza,σημύδα
172,Kiefer[Baum]::N,bor,πεύκο
173,Weide[Baum]::N,iva,ιτιά
174,Weide[Baum]::N,vŕba,ιτιά
175,Tanne::N,jela,έλατο
176,Horn::N,rog,κέρας
177,Horn::N,rog,κέρατο
178,Feder::N,pero,φτερό
179,Fell::N,koža,δέρμα
180,Fell::N,koža,τομάρι
181,Flügel::N,krilo,πτερύγιο
182,Klaue::N,papak,κουλό
183,Kralle::N,pandža,νύχι
184,Schwanz::N,rep,ουρά
185,Ei::N,jaje,αβγό
186,Nest::N,gnijezdo,φωλιά
187,Bau::N,jazbina,φωλιά
188,Tier::N,životinja,ζώο
189,Herde::N,krdo,κοπάδι
190,Herde::N,stado,κοπάδι
191,Kuh::N,krava,αγελάδα
192,Bulle::N,bik,ταύρος
193,Pferd::N,konj,άλογο
194,Schaf::N,ovca,πρόβατο
195,Schwein::N,svinja,γουρούνι
196,Hund::N,pas,σκυλί
197,Hund::N,pas,σκύλος
198,Hund::N,pseto,σκυλί
199,Hund::N,pseto,σκύλος
200,Katze::N,mačka,γάτα
201,Bär::N,medvjed,άρκτος
202,Bär::N,medvjed,αρκούδα
203,Eichhörnchen::N,vjeverica,βερβερίτσα
204,Elch::N,los,άλκη
205,Fuchs::N,lisica,αλεπού
206,Hase::N,zec,λαγός
207,Maus::N,miš,ποντικός
208,Wolf::N,vuk,λύκος
209,Wolf::N,kurjak,λύκος
210,Vogel::N,ptica,πουλί
211,Schwarm::N,roj,σμήνος
212,Schwarm::N,jato,σμήνος
213,Huhn::N,kokoš,κότα
214,Huhn::N,kokoš,όρνιθα
215,Hahn::N,kokot,πετεινός
216,Hahn::N,pijevac,πετεινός
217,Gans::N,guska,χήνα
218,Adler::N,orao,αετός
219,Ente::N,patka,πάπια
220,Eule::N,sova,κουκουβάγια
221,Kranich::N,ždral,γερανός
222,Krähe::N,vrana,καρακάξα
223,Kuckuck::N,kukavica,κούκος
224,Schwan::N,labud,κύκνος
225,Fisch::N,riba,ψάρι
226,Barsch::N,grgeč,πέρκα
227,Hecht::N,štuka,λούτσος
228,Schlange[Tier]::N,guja,φίδι
229,Schlange[Tier]::N,zmija,φίδι
230,Wurm::N,crv,σκουλήκι
231,Spinne::N,pauk,αράχνη
232,Ameise::N,mrav,μυρμήγκι
233,Laus::N,uš,ψείρα
234,Mücke::N,komarac,κουνούπι
235,Fliege::N,muha,μύγα
236,Schmetterling::N,leptir,πεταλούδα
237,Beere::N,boba,ρόγα
238,Beere::N,bobica,ρόγα
239,Apfel::N,jabuka,μήλο
240,Pilz::N,pečurka,μανιτάρι
241,Zwiebel::N,luk,κρεμμύδι
242,Zwiebel::N,kapula,κρεμμύδι
243,Saat::N,sjemenje,σπόρος
244,Korn::N,zrno,σπυρί
245,Heu::N,sijeno,σανός
246,Schale::N,kora,τσόφλι
247,Schale::N,ljuska,τσόφλι
248,Grube::N,jama,λάκκος
249,Falle::N,zamka,παγίδα
250,Falle::N,klopka,παγίδα
251,Schlinge::N,uzao,θηλειά
252,Schlinge::N,petlja,θηλειά
253,Spur::N,trag,ίχνος
254,Spur::N,slijed,ίχνος
255,Asche::N,pepeo,στάχτη
256,Dreck::N,blato,βρωμιά
257,Eisen::N,željezo,σίδερο
258,Gold::N,zlato,μάλαμα
259,Gold::N,zlato,χρυσάφι
260,Silber::N,srebro,ασήμι
261,Silber::N,srebro,άργυρος
262,Kohle::N,ugalj,κάρβουνο
263,Kohle::N,ugljen,κάρβουνο
264,Glas::N,staklo,γυαλί
265,Lehm::N,glina,πηλός
266,Lehm::N,ilovača,πηλός
267,Sand::N,pijesak,άμμος
268,Mensch::N,čovjek,άνθρωπος
269,Mann::N,muškarac,άνδρας
270,Frau::N,žena,γυναίκα
271,Kind::N,čedo,παιδί
272,Kind::N,dijete,παιδί
273,Junge::N,momče,αγόρι
274,Junge::N,dječak,αγόρι
275,Mädchen::N,djevojka,κοπέλα
276,Mädchen::N,djevojka,κορίτσι
277,Mädchen::N,djevojčica,κοπέλα
278,Mädchen::N,djevojčica,κορίτσι
279,Familie::N,obitelj,οικογένεια
280,Familie::N,porodica,οικογένεια
281,Großvater::N,djed,παππούς
282,Großmutter::N,baka,γιαγιά
283,Eltern::N,roditelji,γονείς
284,Vater::N,otac,πατέρας
285,Mutter::N,majka,μητέρα
286,Sohn::N,sin,γιος
287,Tochter::N,kći,κόρη
288,Tochter::N,kćerka,κόρη
289,Bruder::N,brat,αδελφός
290,Schwester::N,sestra,αδελφή
291,Onkel::N,čika,θείος
292,Onkel::N,ujak,θείος
293,Tante::N,ujna,θεία
294,Tante::N,tetka,θεία
295,Ehemann::N,muž,σύζυγος
296,Ehemann::N,suprug,σύζυγος
297,Ehefrau::N,žena,σύζυγος
298,Ehefrau::N,supruga,σύζυγος
299,Freude::N,radost,χαρά
300,Gelächter::N,grohot,γέλια
301,Glück::N,sreća,ευτυχία
302,Kummer::N,jad,έγνοια
303,Kummer::N,briga,έγνοια
304,Wunsch::N,želja,επιθυμία
305,Lust::N,volja,όρεξη
306,Geist::N,duh,πνέυμα
307,Gedanke::N,misao,σκέψη
308,Gedächtnis::N,pamćenje,μνήμη
309,Verstand::N,um,νους
310,Verstand::N,razum,νους
311,Sinn::N,smisao,νόημα
312,Sinn::N,značenje,νόημα
313,Grund::N,razlog,λόγος
314,Wahrheit::N,istina,αλήθεια
315,Gespräch::N,razgovor,συνομιλία
316,Märchen::N,bajka,παραμύθι
317,Erzählung::N,priča,διήγημα
318,Erzählung::N,pripovijest,διήγημα
319,Nachricht::N,vijest,είδηση
320,Neuigkeit::N,novost,νέο
321,Name::N,ime,όνομα
322,Rätsel::N,zagonetka,αίνιγμα
323,Rede::N,govor,λόγος
324,Rede::N,govor,ομιλία
325,Rede::N,besjeda,λόγος
326,Rede::N,besjeda,ομιλία
327,Sprache::N,jezik,γλώσσα
328,Stimme::N,glas,φωνή
329,Wort::N,riječ,λέξη
330,Zeichen::N,znak,σημείο
331,Ruf::N,povik,κραυγή
332,Ruf::N,poklik,κραυγή
333,Lärm::N,buka,θόρυβος
334,Lärm::N,galama,θόρυβος
335,Laut::N,zvuk,ήχος
336,Ton::N,ton,ήχος
337,Ton::N,ton,τόνος
338,Lied::N,pjesma,τραγούδι
339,Ruhe::N,tišina,ησυχία
340,Ruhe::N,počinak,ησυχία
341,Leute::N,ljudi,κόσμος
342,Leute::N,ljudi,άνθρωποι
343,Volk::N,puk,λαός
344,Volk::N,narod,λαός
345,Arbeit::N,rad,εργασία
346,Arbeit::N,posao,εργασία
347,Gast::N,gost,επισκέπτης
348,Geschenk::N,dar,δώρο
349,Geschenk::N,poklon,δώρο
350,Spiel::N,igra,παιχνίδι
351,Gesellschaft::N,društvo,κοινωνία
352,Gesellschaft::N,kompanija,κοινωνία
353,Hilfe::N,pomoć,βοήθεια
354,Freund::N,prijatelj,φίλος
355,Kamerad::N,drug,σύντροφος
356,Kamerad::N,drugar,σύντροφος
357,Angelegenheit::N,posao,υπόθεση
358,Anzahl::N,broj,αριθμός
359,Anzahl::N,brojnost,αριθμός
360,Art::N,vid,είδος
361,Art::N,vrst,είδος
362,Stück::N,komad,κομμάτι
363,Teil::N,dio,μέρος
364,Hälfte::N,polovina,μισό
365,Kreis::N,krug,κύκλος
366,Kreuz::N,križ,σταυρός
367,Linie::N,crta,γραμμή
368,Strich::N,crta,γραμμή
369,Abstand::N,razmak,απόσταση
370,Abstand::N,odstojanje,απόσταση
371,Entfernung::N,udaljenost,απόσταση
372,Gegend::N,kraj,περιοχή
373,Gegend::N,kraj,τοποθεσία
374,Gegend::N,predeo,περιοχή
375,Gegend::N,predeo,τοποθεσία
376,Platz::N,mjesto,χώρος
377,Ort::N,mjesto,τόπος
378,Seite::N,bok,πλευρά
379,Seite::N,strana,πλευρά
380,Mitte::N,sredina,μέση
381,Gegenstand::N,predmet,αντικείμενο
382,Sache::N,posao,πράγμα
383,Rand::N,rub,άκρη
384,Rand::N,rub,χείλος
385,Rand::N,kraj,άκρη
386,Rand::N,kraj,χείλος
387,Kante::N,brid,άκρη
388,Kante::N,ivica,άκρη
389,Ecke::N,ugao,γωνιά
390,Spitze::N,vrh,μύτη
391,Spitze::N,šiljak,μύτη
392,Ende::N,konac,άκρη
393,Loch::N,rupa,τρύπα
394,Winkel::N,kut,γωνία
395,Winkel::N,ugao,γωνία
396,Muster::N,uzor,σχέδιο
397,Größe::N,veličina,μέγεθος
398,Länge::N,duljina,μήκος
399,Höhe::N,visina,ύψος
400,Gewicht::N,težina,βάρος
401,Menge::N,mnoštvo,ποσότητα
402,Menge::N,količina,ποσότητα
403,Haufen::N,hrpa,σωρός
404,Haufen::N,gomila,σωρός
405,Reihe::N,red,αράδα
406,Boot::N,čun,βάρκα
407,Boot::N,čamac,βάρκα
408,Ruder::N,veslo,κουπί
409,Schlitten::N,saone,έλκηθρο
410,Ski::N,ski,σκι
411,Ski::N,smučka,σκι
412,Lagerfeuer::N,logorska vatra,φωτιά
413,Last::N,tovar,φορτίο
414,Gang::N,hod,δρόμος
415,Schritt::N,korak,βήμα
416,Norden::N,sjever,βορράς
417,Süden::N,jug,νότος
418,Westen::N,zapad,δύση
419,Osten::N,istok,ανατολή
420,Holz::N,drvo,ξύλο
421,Brett::N,daska,σανίδι
422,Platte::N,ploča,πλάκα
423,Stütze::N,potpora,στήριγμα
424,Stange::N,motka,ραβδί
425,Stange::N,motka,κοντός
426,Stock::N,štap,ξύλο
427,Stock::N,štap,μπαστούνι
428,Stock::N,palica,ξύλο
429,Stock::N,palica,μπαστούνι
430,Stab::N,štap,ραβδί
431,Stab::N,šipka,ραβδί
432,Rohr::N,cijev,σωλήνας
433,Haus::N,kuća,σπίτι
434,Heim::N,dom,σπίτι
435,Ofen::N,peć,σόμπα
436,Ofen::N,peć,θερμάστρα
437,Fußboden::N,pod,πάτωμα
438,Tisch::N,stol,τραπέζι
439,Tisch::N,trpeza,τραπέζι
440,Stuhl::N,stolac,καρέκλα
441,Stuhl::N,stolica,καρέκλα
442,Wiege::N,kolijevka,κούνια
443,Bett::N,krevet,κρεβάτι
444,Bett::N,postelja,κρεβάτι
445,Regal::N,polica,ράφι
446,Kiste::N,sanduk,κιβώτιο
447,Fenster::N,prozor,παράθυρο
448,Tür::N,vrata,πόρτα
449,Tor::N,vrata,πύλη
450,Tor::N,kapija,πύλη
451,Zaun::N,plot,φράχτης
452,Zaun::N,ograda,φράχτης
453,Dach::N,krov,στέγη
454,Leiter::N,ljestve,σκάλα
455,Leiter::N,ljestve,κλίμακα
456,Leiter::N,ljestvice,σκάλα
457,Leiter::N,ljestvice,κλίμακα
458,Besen::N,metla,σκούπα
459,Spaten::N,ašov,φτυάρι
460,Schaufel::N,lopata,φτυάρι
461,Gabel::N,viljuška,πιρούνι
462,Löffel::N,žlica,κουτάλι
463,Messer::N,nož,μαχαίρι
464,Nagel::N,čavao,καρφί
465,Netz::N,mreža,δίχτυ
466,Haken::N,kuka,γάντζος
467,Haken::N,kuka,αγκίστρι
468,Griff::N,držak,λαβή
469,Griff::N,ručica,λαβή
470,Schloss::N,brava,κλειδαριά
471,Bild::N,slika,εικόνα
472,Figur::N,figura,ανάστημα
473,Puppe::N,lutka,κούκλα
474,Beutel::N,kesa,πουγγί
475,Bündel::N,snop,δεμάτι
476,Bündel::N,svežanj,δεμάτι
477,Tasche::N,torba,τσάντα
478,Tasche::N,taška,τσάντα
479,Eimer::N,kabao,κουβάς
480,Deckel::N,poklopac,καπάκι
481,Geschirr::N,suđe,σκεύη
482,Geschirr::N,posuđe,σκεύη
483,Sack::N,džak,σάκος
484,Sack::N,vreća,σάκος
485,Tasse::N,šalica,φλιτζάνι
486,Topf::N,lonac,χύτρα
487,Kessel::N,kazan,καζάνι
488,Essen::N,obrok,φαγητό
489,Nahrung::N,hrana,τροφή
490,Speise::N,jelo,φαγητό
491,Fleisch::N,meso,κρέας
492,Getreide::N,žito,σιτάρι
493,Getreide::N,žitarice,σιτάρι
494,Brei::N,kaša,χυλός
495,Brot::N,kruh,ψωμί
496,Brot::N,kruh,άρτος
497,Scheibe::N,kriška,φέτα
498,Fett::N,mast,πάχος
499,Fett::N,salo,πάχος
500,Butter::N,buter,βούτυρο
501,Butter::N,maslac,βούτυρο
502,Öl::N,ulje,λάδι
503,Salz::N,sol,αλάτι
504,Suppe::N,supa,σούπα
505,Honig::N,med,μέλι
506,Milch::N,mlijeko,γάλα
507,Tee::N,čaj,τσάι
508,Leder::N,koža,πετσί
509,Wolle::N,vuna,μαλλί
510,Stoff::N,štof,ύφασμα
511,Stoff::N,tkanina,ύφασμα
512,Nadel::N,igla,βελόνα
513,Faden::N,nit,κλωστή
514,Faden::N,konac,κλωστή
515,Knopf::N,dugme,κουμπί
516,Knoten::N,čvor,κόμπος
517,Knoten::N,uzao,κόμπος
518,Farbe::N,farba,μπογιά
519,Kleidung::N,odjeća,ρούχα
520,Kleidung::N,odjeća,ενδυμασία
521,Hemd::N,košulja,πουκάμισο
522,Kragen::N,ovratnik,κολάρο
523,Ärmel::N,rukav,μανίκι
524,Hose::N,hlače,πανταλόνι
525,Gürtel::N,pas,ζώνη
526,Gürtel::N,pojas,ζώνη
527,Mütze::N,kapa,σκούφος
528,Schuh::N,cipela,παπούτσι
529,Stiefel::N,čizma,μπότα
530,Ring::N,prsten,δαχτυλίδι
531,Band::N,vrpca,κορδέλα
532,Kamm::N,češalj,χτένα
533,Spiegel::N,zrcalo,καθρέφτης
534,Spiegel::N,ogledalo,καθρέφτης
535,Riemen::N,kaiš,λουρί
536,Riemen::N,remen,λουρί
537,Schnur::N,vrpca,κορδόνι
538,Leine::N,uzica,σχοινί
539,Decke::N,ćebe,κουβέρτα
540,Decke::N,pokrivač,κουβέρτα
541,Kissen::N,jastuk,μαξιλάρι
542,Tuch::N,rubac,πανί
543,Tuch::N,rubac,μαντήλι
544,Tuch::N,marama,πανί
545,Tuch::N,marama,μαντήλι
546,Handtuch::N,ručnik,πετσέτα
547,Kraft::N,snaga,δύναμη
548,Stärke::N,jakost,ισχύς
549,Stärke::N,jakost,δύναμη
550,Gesundheit::N,zdravlje,υγεία
551,Krankheit::N,bolest,αρρώστια
552,Schmerz::N,bol,πόνος
553,Wunde::N,rana,πληγή
554,Fieber::N,groznica,πυρετός
555,Arznei::N,lijek,φάρμακο
556,Brücke::N,most,γέφυρα
557,Brücke::N,ćuprija,γέφυρα
558,Brunnen::N,bunar,πηγάδι
559,Brunnen::N,zdenac,πηγάδι
560,Weide::N,paša,βοσκή
561,Weide::N,pašnjak,βοσκή
562,Pfad::N,staza,μονοπάτι
563,Weg::N,put,δρόμος
564,Straße::N,drum,οδός
565,Straße::N,drum,δρόμος
566,Straße::N,cesta,οδός
567,Straße::N,cesta,δρόμος
568,Dorf::N,selo,χωριό
569,Stadt::N,grad,πόλη
570,Stadt::N,varoš,πόλη
571,Brief::N,list,γράμμα
572,Brief::N,list,επιστολή
573,Brief::N,pismo,γράμμα
574,Brief::N,pismo,επιστολή
575,Buch::N,knjiga,βιβλίο
576,Buchstabe::N,slovo,γράμμα
577,Zeitung::N,novine,εφημερίδα
578,Leben::N,život,ζωή
579,Leben::N,život,βίος
580,Tod::N,smrt,θάνατος
581,Grab::N,raka,τάφος
582,Kirche::N,crkva,εκκλησία
583,Sünde::N,grijeh,αμαρτία
584,Gott::N,bog,θεός
585,Arbeiter::N,radnik,εργάτης
586,Chef::N,šef,προϊστάμενος
587,Meister::N,majstor,μάστορας
588,Meister::N,majstor,αρχιτεχνίτης
589,Arzt::N,liječnik,γιατρός
590,Lehrer::N,učitelj,δάσκαλος
591,Geld::N,novac,λεφτά
592,Geld::N,novac,χρήματα
593,Geschäft::N,posao,συναλλαγή
594,Geschäft::N,trgovina,συναλλαγή
595,Laden::N,dućan,μαγαζί
596,Laden::N,dućan,κατάστημα
597,Preis::N,cijena,τιμή
598,Ware::N,roba,εμπόρευμα
599,Nutzen::N,korist,όφελος
600,Reichtum::N,bogatstvo,πλούτος
601,Welt::N,svijet,κόσμος
602,Land::N,zemlja,χώρα
603,Staat::N,država,κράτος
604,Staat::N,država,πολιτεία
605,König::N,kralj,βασιλιάς
606,Macht::N,moć,εξουσία
607,Macht::N,vlast,εξουσία
608,Grenze::N,granica,σύνορα
609,Krieg::N,rat,πόλεμος
610,Feind::N,neprijatelj,εχθρός
611,Gewalt::N,sila,βία
612,Gewalt::N,nasilje,βία
613,Kampf::N,boj,αγώνας
614,Kampf::N,borba,αγώνας
615,Bogen[Waffe]::N,luk,τόξο
616,Pfeil::N,strijela,σαΐτα
617,Gewehr::N,puška,τουφέκι
618,Fehler::N,pogreška,λάθος
619,Fehler::N,pogreška,σφάλμα
620,Fehler::N,griješka,λάθος
621,Fehler::N,griješka,σφάλμα
622,Lüge::N,laž,ψέμα
623,Lüge::N,laž,ψεύδος
624,Schaden::N,šteta,ζημία
625,Unglück::N,nesreća,δυστυχία
626,Schuld::N,krivnja,ενοχή
627,Schuld::N,krivnja,φταίξιμο
628,Alter::N,dob,ηλικία
629,Schluss::N,kraj,τέλος
630,Schluss::N,konac,τέλος
631,Zeit::N,doba,χρόνος
632,Zeit::N,vrijeme,χρόνος
633,Tag::N,dan,μέρα
634,Tag::N,dan,ημέρα
635,Morgen::N,jutro,πρωί
636,Mittag::N,podne,μεσημέρι
637,Abend::N,veče,βράδυ
638,Abend::N,večer,βράδυ
639,Nacht::N,noć,νύχτα
640,Woche::N,sedmica,εβδομάδα
641,Monat::N,mjesec,μήνας
642,Jahr::N,godina,έτος
643,Jahr::N,godina,χρόνος
644,Frühling::N,proljeće,άνοιξη
645,Sommer::N,ljeto,καλοκαίρι
646,Herbst::N,jesen,φθινόπωρο
647,Winter::N,zima,χειμώνας
648,Januar::N,januar,Ιανουάριος
649,Januar::N,siječanj,Ιανουάριος
650,Februar::N,veljača,Φεβρουάριος
651,Februar::N,februar,Φεβρουάριος
652,März::N,mart,Μάρτιος
653,März::N,ožujak,Μάρτιος
654,April::N,april,Απρίλιος
655,April::N,travanj,Απρίλιος
656,Mai::N,maj,Μάιος
657,Mai::N,svibanj,Μάιος
658,Juni::N,juni,Ιούνιος
659,Juni::N,lipanj,Ιούνιος
660,Juli::N,juli,Ιούλιος
661,Juli::N,srpanj,Ιούλιος
662,August::N,august,Αύγουστος
663,August::N,kolovoz,Αύγουστος
664,September::N,rujan,Σεπτέμβριος
665,September::N,septembar,Σεπτέμβριος
666,Oktober::N,oktobar,Οκτώβριος
667,Oktober::N,listopad,Οκτώβριος
668,November::N,studeni,Νοέμβριος
669,November::N,novembar,Νοέμβριος
670,Dezember::N,prosinac,Δεκέμβριος
671,Montag::N,ponedjeljak,Δευτέρα
672,Montag::N,ponedjeljnik,Δευτέρα
673,Dienstag::N,utorak,Τρίτη
674,Dienstag::N,utornik,Τρίτη
675,Mittwoch::N,srijeda,Τετάρτη
676,Donnerstag::N,četvrtak,Πέμπτη
677,Freitag::N,petak,Παρασκευή
678,Samstag::N,subota,Σάββατο
679,Sonntag::N,nedjelja,Κυριακή
680,groß::A,velik,μεγάλος
681,klein::A,mali,μικρός
682,klein::A,malen,μικρός
683,lang::A,dug,μακρύς
684,lang::A,dugačak,μακρύς
685,kurz::A,kratak,κοντός
686,breit::A,širok,φαρδύς
687,schmal::A,uski,στενός
688,schmal::A,uzak,στενός
689,dicht::A,gust,πυκνός
690,dick[Gegenstand]::A,debeo,παχύς
691,dick[Gegenstand]::A,debeo,χοντρός
692,dünn::A,tanak,ψιλός
693,dünn::A,tanak,λεπτός
694,fein::A,fin,ψιλός
695,fein::A,tanak,ψιλός
696,fest::A,čvrst,στερεός
697,flach::A,ravan,επίπεδος
698,flach::A,plosnat,επίπεδος
699,glatt::A,gladak,λείος
700,glatt::A,gladak,ομαλός
701,hart::A,tvrd,σκληρός
702,weich::A,mek,μαλακός
703,weich::A,mekan,μαλακός
704,rund::A,okrugao,στρογγυλός
705,spitz::A,oštar,μυτερός
706,spitz::A,šiljast,μυτερός
707,scharf::A,oštar,κοφτερός
708,scharf::A,bridak,κοφτερός
709,stumpf::A,tup,αμβλύς
710,schwer::A,težak,βαρύς
711,schön::A,krasan,ωραίος
712,schön::A,krasan,όμορφος
713,heiß::A,vruć,ζεστός
714,warm::A,topao,θερμός
715,kalt::A,hladan,κρύος
716,kalt::A,hladan,ψυχρός
717,kühl::A,hladan,δροσερός
718,frisch::A,svjež,νωπός
719,frisch::A,svjež,φρέσκος
720,feucht::A,vlažan,υγρός
721,nass::A,mokar,βρεγμένος
722,trocken::A,suh,ξηρός
723,trocken::A,suh,στεγνός
724,voll::A,pun,γεμάτος
725,leer::A,prazan,άδειος
726,offen::A,otvoren,ανοιχτός
727,geschlossen::A,zatvoren,κλειστός
728,sauber::A,čist,καθαρός
729,schmutzig::A,nečist,βρώμικος
730,schmutzig::A,nečist,λερωμένος
731,schmutzig::A,blatan,βρώμικος
732,schmutzig::A,blatan,λερωμένος
733,roh::A,sirov,ωμός
734,reif::A,zreo,ώριμος
735,lecker::A,tečan,νόστιμος
736,lecker::A,ukusan,νόστιμος
737,süß::A,sladak,γλυκός
738,bitter::A,gorak,πικρός
739,sauer::A,kiseo,ξινός
740,hell::A,vedar,φωτεινός
741,hell::A,svijetao,φωτεινός
742,dunkel::A,taman,σκοτεινός
743,schwarz::A,crn,μαύρος
744,schwarz::A,crn,μελανός
