,Concept_ID,bn,ba
166,Krähe::N,কাক,ҡарға
167,Kuckuck::N,কোকিল,кәкүк
168,Schwan::N,মরাল,аҡҡош
169,Fisch::N,মাছ,балыҡ
170,Barsch::N,মৎন্যবিশেষ,алабуға
171,Hecht::N,বানমাছ,суртан
172,Schlange[Tier]::N,সর্প,йылан
173,Wurm::N,কীট,селяүсен
174,Spinne::N,মাকড়সা,үрмәксе
175,Ameise::N,পিপীলিকা,ҡырмыҫҡа
176,Laus::N,উকুন,бет
177,Mücke::N,মশা,серәкәй
178,Fliege::N,মাছি,себен
179,Schmetterling::N,প্রজাপতি,күбәләк
180,Beere::N,বেরি,еләк
181,Apfel::N,আপেল,алма
182,Pilz::N,ছত্রক,бәшмәк
183,Zwiebel::N,পিয়াজ,һуган
184,Saat::N,বীজ,орлоҡ
185,Korn::N,শস্য,иген
186,Heu::N,খড়,бесән
187,Schale::N,খোসা,ҡабыҡ
188,Grube::N,গর্ত,соҡор
189,Falle::N,ফাঁদ,тоҙак
190,Falle::N,ফাঁদ,ҡапҡан
191,Schlinge::N,পাশ,тоҙак
192,Spur::N,চিহ্ন,әҫер
193,Asche::N,ভস্ম,көл
194,Dreck::N,ময়লা,батҡаҡ
195,Eisen::N,লোহা,тимер
196,Gold::N,স্বর্ণ,алтын
197,Silber::N,রৌপ্য,көмөш
198,Kohle::N,অঙ্গার,күмер
199,Glas::N,কাচ,быяла
200,Lehm::N,মৃত্তিকা,балсыҡ
201,Sand::N,বালি,ҡом
202,Mensch::N,নর,кеше
203,Mensch::N,মানুষ,кеше
204,Mann::N,মানুষ,ир
205,Frau::N,নারী,ҡатын
206,Kind::N,বাচ্চা,бала
207,Junge::N,ছেলে,малай
208,Mädchen::N,মেয়ে,ҡыҙ
209,Mädchen::N,মেয়ে,ҡыҙыҡай
210,Familie::N,পরিবার,ғаилә
211,Großvater::N,মাতামহ,олатай
212,Großmutter::N,মাতামহী,әбәй
213,Eltern::N,মাতাপিতা,ата-әсә
214,Vater::N,পিতা,атай
215,Mutter::N,মাতা,әсә
216,Sohn::N,ছেলে,ул
217,Tochter::N,মেয়ে,ҡыҙ
218,Bruder::N,দাদা,агай
219,Schwester::N,বোন,алай
220,Schwester::N,বোন,һеңле
221,Schwester::N,দিদি,алай
222,Schwester::N,দিদি,һеңле
223,Onkel::N,মামা,ағай
224,Tante::N,মাসী,апай
225,Ehemann::N,স্বামী,ир
226,Ehefrau::N,পত্নী,ҡатын
227,Freude::N,উল্লাস,шатлыҡ
228,Freude::N,উল্লাস,ҡыуаныс
229,Gelächter::N,হাসি,көлөү
230,Glück::N,সুখ,бәхет
231,Kummer::N,দুঃখ,ҡайғы
232,Wunsch::N,আকাঙ্ক্ষা,теләк
233,Lust::N,বাসনা,әүәҫлек
234,Geist::N,আত্না,аң
235,Geist::N,আত্না,рух
236,Gedanke::N,চিন্তা,уй
237,Gedanke::N,চিন্তা,фекер
238,Gedächtnis::N,স্মরণশক্তি,хәтер
239,Verstand::N,মন,аҡыл
240,Sinn::N,পদার্থ,мәғәня
241,Grund::N,কারণ,сәбәп
242,Wahrheit::N,সত্য,дөрөҫлөк
243,Gespräch::N,কথাবার্তা,әңгәмә
244,Märchen::N,রূপকথা,әкиәт
245,Erzählung::N,গল্প,хикәйә
246,Nachricht::N,তথ্য,хәбәр
247,Neuigkeit::N,খবরাখবর,яңылыҡ
248,Name::N,নাম,исем
249,Rätsel::N,ধাঁধা,йомаҡ
250,Rede::N,বক্তৃতা,телмәр
251,Sprache::N,ভাষা,тел
252,Sprache::N,ভাষা,телмәр
253,Stimme::N,স্বর,тауыш
254,Wort::N,শব্দ,һүҙ
255,Zeichen::N,প্রতীক,билдә
256,Ruf::N,ডাক,саҡырыу
257,Lärm::N,হৈচৈ,шаулау
258,Laut::N,ধ্বনি,тауыш
259,Ton::N,স্বর,яңғырау
260,Lied::N,গান,йыр
261,Ruhe::N,শান্তি,ял
262,Ruhe::N,শান্তি,тыныслыҡ
263,Leute::N,প্রজাপুঞ্জ,кешеләр
264,Volk::N,জাতি,халҡ
265,Arbeit::N,চাকরি,эш
266,Gast::N,অতিথি,ҡунаҡ
267,Geschenk::N,উপহার,бүләк
268,Spiel::N,খেলা,уйын
269,Gesellschaft::N,সঙ্গিগণ,йәмғиәт
270,Hilfe::N,সাহায্য,ярҙам
271,Freund::N,বন্ধু,дуҫ
272,Kamerad::N,সঙ্গী,иптәш
273,Angelegenheit::N,বিষয়,әш
274,Anzahl::N,পরিমাণ,һан
275,Art::N,রকম,төр
276,Stück::N,টুকরো,киҫәк
277,Teil::N,অংশ,өлөш
278,Hälfte::N,অর্ধেক,ярты
279,Kreis::N,বৃত্ত,түңәрәк
280,Kreuz::N,ক্রুশ,тәре
281,Linie::N,রেখা,һыҙыҡ
282,Strich::N,কষি,һыҙат
283,Abstand::N,ফাঁক,ара
284,Entfernung::N,ব্যবধান,алыҫлыҡ
285,Gegend::N,ক্ষেত্র,урын
286,Platz::N,জায়গা,арауыҡ
287,Ort::N,স্থান,ерҙәр
288,Ort::N,স্থান,урындар
289,Ort::N,স্থান,эш урыны
290,Seite::N,পার্শ্ব,яҡ
291,Mitte::N,মধ্য,урталыҡ
292,Gegenstand::N,জিনিস,нәмә
293,Sache::N,বস্তু,нәмә
294,Sache::N,বস্তু,әйбер
295,Rand::N,কানা,сит
296,Kante::N,ধার,ҡабырға
297,Kante::N,ধার,ян
298,Ecke::N,কোণ,мөйөш
299,Spitze::N,ডগা,ос
300,Ende::N,প্রান্ত,аҙаҡ
301,Loch::N,গর্ত,тишек
302,Winkel::N,কোণ,мөйөш
303,Muster::N,নমুন্,биҙәк
304,Größe::N,আয়তন,ҙурлыҡ
305,Länge::N,দৈর্ঘ্য,оҙонлоҡ
306,Höhe::N,উচ্চতা,бейеклек
307,Gewicht::N,ওজন,үлсәү
308,Menge::N,পরিমাণ,һан
309,Haufen::N,পুঞ্জ,өйөм
310,Reihe::N,শ্রেণী,рәт
311,Boot::N,নৌকা,кәмә
312,Ruder::N,দাঁড়,ишкәк
313,Schlitten::N,স্নেজ্-গাড়ি,сана
314,Ski::N,শী,саңгы
315,Lagerfeuer::N,অগ্নি,костер
316,Last::N,বোঝা,ауырлыҡ
317,Gang::N,হণ্টন,барыу
318,Schritt::N,পদ,аҙым
319,Norden::N,উত্তরদিক্,төньяҡ
320,Süden::N,দক্ষিণদিক,көньяҡ
321,Westen::N,পশ্চিমদিক্,көнбайыш
322,Osten::N,পূর্বদিক,көнсығыш
323,Holz::N,কাঠ,үағас
324,Brett::N,তক্তা,таҡта
325,Platte::N,ফলক,плита
326,Stütze::N,নাগদণ্ড,терәк
327,Stange::N,দণ্ড,кәртә
328,Stock::N,ছড়ি,таяҡ
329,Stab::N,যষ্টি,ҡолға
330,Rohr::N,নল,торба
331,Haus::N,ঘর,өй
332,Haus::N,ঘর,йорт
333,Heim::N,বাসা,өй
334,Ofen::N,স্টোভ্,мейес
335,Fußboden::N,গহতল,енес
336,Tisch::N,মেজ,өҫтәл
337,Tisch::N,টেবিল,өҫтәл
338,Stuhl::N,চেয়ার,ултырғыс
339,Stuhl::N,কেদারা,ултырғыс
340,Wiege::N,দোলনা,бишек
341,Bett::N,শয্যা,карауат
342,Regal::N,তাক,кәштә
343,Kiste::N,বাক্স,йәшинк
344,Fenster::N,জানালা,тәҙрә
345,Tür::N,দ্বার,ишек
346,Tor::N,দ্বার,ҡапҡа
347,Zaun::N,বেড়া,ҡойма
348,Dach::N,ছাদ,түбә
349,Dach::N,ছাদ,ҡыйыҡ
350,Leiter::N,মই,баҫҡыс
351,Besen::N,গুল্মবিশেষ,һепертке
352,Spaten::N,কোদাল,көрәк
353,Schaufel::N,বেলচা,көрәк
354,Gabel::N,কাঁটা,сәнске
355,Löffel::N,চামচ,ҡалаҡ
356,Messer::N,ছুরি,бысаҡ
357,Nagel::N,পেরেক,сөй
358,Netz::N,জাল,ау
359,Haken::N,কাচি,ыргаҡ
360,Griff::N,হাতল,тотҡа
361,Schloss::N,তালা,йоҙаҡ
362,Bild::N,ছবি,картина
363,Bild::N,চিত্র,картина
364,Figur::N,আকার,һын
365,Puppe::N,পুতুল,ҡурсаҡ
366,Beutel::N,বটুয়া,тоҡ
367,Bündel::N,আঁটি,төргәк
368,Tasche::N,থলি,сумка
369,Eimer::N,বাল্তি,биҙрә
370,Deckel::N,আবরণ,ҡапҡас
371,Geschirr::N,থালা-বাসন,һауыт-һаба
372,Sack::N,বস্তা,тоҡ
373,Tasse::N,কাপ,сынаяҡ
374,Topf::N,পাত্র,кәстрүл
375,Kessel::N,কেটলি,ҡаҙан
376,Essen::N,আহার,ашау
377,Nahrung::N,খাদ্য,аҙыҡ
378,Speise::N,খাদ্য,аш
379,Fleisch::N,মাংস,ит
380,Getreide::N,শস্য,иген
381,Getreide::N,শস্য,ашлыҡ
382,Brei::N,মণ্ড,бутҡа
383,Brot::N,রুটি,икмәк
384,Scheibe::N,ফালি,телем
385,Fett::N,মেদ,май
386,Butter::N,মাখন,май
387,Öl::N,তৈল,май буяуы
388,Salz::N,নুন,тоҙ
389,Suppe::N,শুরুয়া,һурпа
390,Honig::N,মধু,бал
391,Milch::N,দুধ,һөт
392,Tee::N,চা,сәй
393,Leder::N,পাকা চামড়া,күн
394,Wolle::N,পশম,йөн
395,Stoff::N,বস্ত্র,туҡыма
396,Nadel::N,সুচ,энә
397,Faden::N,সূত্র,еп
398,Knopf::N,বোতাম,төймә
399,Knoten::N,গিঁট,төйөн
400,Farbe::N,রং,буяу
401,Kleidung::N,কাপড়,кейем
402,Hemd::N,শার্ট,күлдәк
403,Kragen::N,গলবন্ধ,яға
404,Ärmel::N,আস্তিন্,ең
405,Hose::N,ট্রাউজার,салбар
406,Gürtel::N,কটিবন্ধ,ҡайыш
407,Mütze::N,টুপি,бүрк
408,Schuh::N,জুতো,туфли
409,Stiefel::N,বুট,итек
410,Ring::N,আংটি,йөҙөк
411,Ring::N,আংটি,балдаҡ
412,Band::N,ফিতা,таҫма
413,Kamm::N,চিরুনি,тараҡ
414,Spiegel::N,আয়না,көзгө
415,Riemen::N,চাবুক,ҡайыш
416,Schnur::N,দড়ি,бау
417,Leine::N,শিকল,бау
418,Decke::N,কম্বল,одеяд
419,Kissen::N,উপাধান,мендәр
420,Tuch::N,বস্ত্র,яулыҡ
421,Handtuch::N,তোয়ালে,таҫтамал
422,Kraft::N,জোর,көс
423,Stärke::N,শক্তি,көс
424,Gesundheit::N,স্বাস্থ্য,һаулыҡ
425,Krankheit::N,অসুখ,сир
426,Krankheit::N,অসুখ,ауырыу
427,Krankheit::N,ব্যামো,сир
428,Krankheit::N,ব্যামো,ауырыу
429,Schmerz::N,যন্ত্রণা,һыҙлау
430,Schmerz::N,যন্ত্রণা,әрнеү
431,Wunde::N,ক্ষত,йәрәхәт
432,Fieber::N,জ্বর,тапма
433,Fieber::N,জ্বর,биҙгәк
434,Arznei::N,ঔষধ,дарыу
435,Brücke::N,সেতু,күпер
436,Brunnen::N,কূপ,ҡоҙоҡ
437,Weide::N,পশুচারণভূমি,көтөүлек
438,Pfad::N,পথ,һуҡмаҡ
439,Weg::N,পথ,юл
440,Straße::N,রাস্তা,урам
441,Dorf::N,গ্রাম,ауыл
442,Stadt::N,শহর,ҡала
443,Brief::N,চিঠি,хат
444,Buch::N,বই,китап
445,Buch::N,বই,кенәгә
446,Buchstabe::N,অক্ষর,хәреф
447,Zeitung::N,সংবাদপত্র,гәзит
448,Leben::N,জীবন,йәшәү
449,Tod::N,মৃত্যু,үлем
450,Grab::N,কবর,ҡәбер
451,Kirche::N,গির্জা,сиркәү
452,Sünde::N,পাপ,гөнаһ
453,Gott::N,দেবতা,алла
454,Gott::N,দেবতা,хоҙай
455,Arbeiter::N,শ্রমিক,эшсе
456,Chef::N,নেতা,башлыҡ
457,Meister::N,ব্যক্তি,оҫта
458,Arzt::N,চিকিৎসক,врач
459,Lehrer::N,অধ্যাপক,уҡытыусы
460,Geld::N,মুদ্রা,аҡса
461,Geld::N,টাকাপয়সা,аҡса
462,Geschäft::N,ব্যস্ততা,эш
463,Laden::N,দোকান,магазин
464,Preis::N,মূল্য,хаҡ
465,Ware::N,পণ্যদ্রব্য,тауар
466,Nutzen::N,সুবিধা,файҙа
467,Reichtum::N,ধনদৌলত,байлыҡ
468,Welt::N,জগৎ,донъя
469,Land::N,খেত,ил
470,Staat::N,রাষ্ট্র,дәүләт
471,König::N,রাজা,король
472,Macht::N,প্রভাব,власть
473,Grenze::N,সীমা,сик
474,Krieg::N,যুদ্ধ,һуғыш
475,Feind::N,শত্রু,йылан
476,Gewalt::N,জোর,көслөк
477,Kampf::N,লড়াই,көрәш
478,Bogen[Waffe]::N,ধনুক,йәйә
479,Pfeil::N,বাণ,уҡ
480,Gewehr::N,বন্দুক,мылтыҡ
481,Fehler::N,ভুল,хата
482,Lüge::N,মিথ্যা,ялған
483,Schaden::N,ক্ষতি,зыян
484,Schaden::N,ক্ষতি,зарар
485,Unglück::N,দুর্ভাগ্য,ҡаза
486,Schuld::N,অপরাধ,ғәйеп
487,Alter::N,আয়ু,йәш
488,Schluss::N,শেষ,һуң
489,Schluss::N,শেষ,аҙаҡ
490,Zeit::N,সময়,мәл
491,Zeit::N,সময়,заман
492,Tag::N,দিন,көн
493,Morgen::N,সকাল,иртә
494,Morgen::N,সকাল,иртәнсәк
495,Mittag::N,মধ্যাহু,төш
496,Abend::N,সন্ধ্যা,кис
497,Nacht::N,রাত্রি,төн
498,Woche::N,সপ্তাহ,аҙна
499,Monat::N,মাস,ай
500,Jahr::N,সৌরবর্ষ,йыл
501,Frühling::N,বসন্তকাল,яҙ
502,Sommer::N,গ্রীষ্মকাল,йәй
503,Herbst::N,শরংঋতু,көз
504,Winter::N,শীতকাল,ҡыш
505,Januar::N,জানুয়ারী,ғинуар
506,Februar::N,ফেব্রুয়ারী,февраль
507,März::N,মার্চ,март
508,April::N,এপ্রিল,апрель
509,Mai::N,মে,май
510,Juni::N,জুন,июнь
511,Juli::N,জুলাই,июль
512,August::N,অগাস্ট,август
513,September::N,সেপ্টেম্বর,сентябрь
514,Oktober::N,অক্টোবর,октябрь
515,November::N,নভেম্বর,ноябрь
516,Dezember::N,ডিসেম্বর,декабрь
517,Montag::N,সোমবার,дүшәмбе
518,Dienstag::N,মঙ্গলবার,шишәмбе
519,Mittwoch::N,বুধবার,шаршамбы
520,Donnerstag::N,বৃহম্পতিবার,кесаҙна
521,Freitag::N,শুক্রবার,йома
522,Samstag::N,শনিবার,шәмбе
523,Sonntag::N,রবিবার,йәкшәмбе
524,groß::A,বৃহৎ,ҙур
525,klein::A,ছোট,бәләкәс
526,lang::A,দীর্ঘ,оҙон
527,kurz::A,খর্ব,ҡыҫҡа
528,kurz::A,হ্রস্ব,ҡыҫҡа
529,breit::A,চওড়া,киң
530,schmal::A,সরু,тар
531,dicht::A,ঘন,йыш
532,dicht::A,ঘন,ҡуйы
533,dick[Gegenstand]::A,পুরু,ҡалын
534,dünn::A,কৃশ,йоҡа
535,dünn::A,কৃশ,нәҙек
536,fein::A,সূক্ষ্ম,нескә
537,fest::A,দৃঢ়,ныҡ
538,flach::A,সমতল,яҫы
539,flach::A,সমতল,ялпаҡ
540,glatt::A,মসৃণ,шыма
541,hart::A,শক্ত,ҡаты
542,weich::A,নরম,йомшаҡ
543,rund::A,গোলাকার,түңәрәк
544,spitz::A,তীক্ষ্ন,осло түбәле
545,scharf::A,শাণিত,үткер
546,stumpf::A,ভোঁতা,утмәҫ
547,schwer::A,ভারী,ауыр
548,schön::A,সুন্দর,матур
549,heiß::A,গরম,эҫе
550,warm::A,ঈষদুষ্ণ,йылы
551,kalt::A,ঠাণ্ডা,һыуыҡ
552,kühl::A,শীতল,һалҡынса
553,frisch::A,তাজা,һалҡынса
554,feucht::A,ভিজা,еүеш
555,feucht::A,ভিজা,дымлы
556,nass::A,ভিজা,еүеш
557,trocken::A,শুষ্ক,кипкән
558,voll::A,পূর্ণ,тулы
559,leer::A,খালি,буш
560,offen::A,খোলা,асыҡ
561,geschlossen::A,বন্ধ,ябыҡ
562,sauber::A,নির্মল,таҙа
563,schmutzig::A,নোংরা,бысраҡ
564,roh::A,কাঁচা,сей
565,reif::A,পাকা,өлгөрғән
566,lecker::A,সুস্বাদ,тәмле
567,süß::A,মিষ্ট,тямле
568,süß::A,মিষ্ট,тәм-том
569,bitter::A,তিক্ত,әсе
570,sauer::A,টক,әсе
571,hell::A,উজ্জ্বল,яҡты
572,dunkel::A,অন্ধকারময়,ҡараңғы
573,schwarz::A,কালো,ҡара
574,weiß::A,সাদা,аҡ
575,rot::A,লাল,матур
576,rot::A,লাল,һылыу
577,rot::A,লাল,сибәр
578,gelb::A,হলদে,һары
579,blau::A,নীল,күк
580,grün::A,সবুজ,йәшел
581,grau::A,ছাই-রঙা,буҙ
582,bunt::A,রঙিন,сыбар
583,bunt::A,রঙিন,ала-ҡола
584,billig::A,সস্তা,арзан
585,teuer::A,আক্রা,ҡыйбатлы
586,wertvoll::A,মহার্ঘ,ҡиммәтле
587,blind::A,কানা,һуҡыр
588,taub::A,বধির,һаңғырау
589,kräftig::A,বিশাল,көслө
590,kräftig::A,বিশাল,ҡеүәтле
591,stark::A,শক্তিশালী,көслө
592,stark::A,শক্তিশালী,ҡеүәтле
593,schwach::A,দুর্বল,көсһөҙ
594,fett::A,মোটা,һимеҙ
595,schlank::A,কৃশ,зифа
596,hübsch::A,সুন্দর,матур
597,böse::A,খারাপ,асыулы
598,dumm::A,মূর্খ,иҫәр
599,faul::A,শ্রমবিমুখ,иренсәк
600,fleißig::A,পরিশ্রমী,тырыш
601,geizig::A,ব্যয়কুণ্ঠ,һаран
602,klug::A,দক্ষ,аҡыллы
603,geschickt::A,পটু,оҫта
604,lieb::A,প্রেয়,яғымлы
605,lustig::A,প্রফুল্ল,күңелле
606,sanft::A,নম্র,йыуаш
607,hungrig::A,ক্ষুধার্ত,ас
608,krank::A,অসুস্থ,сирле
609,krank::A,অসুস্থ,ауырыу
610,nackt::A,উলঙ্গ,яланғас
611,traurig::A,দুঃখিত,яманһыу
612,lebendig::A,জীবিত,тере
613,lebendig::A,জীবিত,йәнле
614,gut::A,ভালো,яҡшы
615,schlecht::A,মন্দ,хөрт
616,schlecht::A,মন্দ,алама
617,richtig::A,ঠিক,дөрөҫ
618,schlimm::A,কদর্য,хөрт
619,schlimm::A,কদর্য,алама
620,wahr::A,বাস্তব,дөрөҫ
621,alt::A,পুরাতন,иҫке
622,alt::A,পুরাতন,боронғо
623,neu::A,নব,яңы
624,neu::A,নূতন,яңы
625,ehemalig::A,পূর্বকালীন,элекке
626,alt[Lebewesen]::A,বৃদ্ধ,ҡарт
627,jung::A,তরুণ,йәш
628,arm::A,ক্ষুদ্র,фәҡир
629,reich::A,ধনবান্,бай
630,bekannt::A,সুপরিচিত,таныш
631,berühmt::A,বিখ্যাত,атаҡлы
632,berühmt::A,বিখ্যাত,данлыҡлы
633,fremd::A,বিদেশি,ят
634,fremd::A,বিদেশি,сит
635,verschieden::A,বিসদৃশ,төрлө
636,nah::A,নিকটবতী,яҡын
637,fern::A,দুরবতী,алыҫ
638,fern::A,দুরবতী,йыраҡ
639,linker::A,বাম,һул
640,rechter::A,ডান,уң
641,rechter::A,ডাইন,уң
642,anderer::A,অন্যতর,бутән
643,erster::A,প্রথম,тәүге
644,zweiter::A,দ্বিতীয়,икенсе
645,dritter::A,তৃতীয়,өсөнсө
646,letzter::A,সর্বশেষ,һуңғы
647,allein::ADV,একক,бер үҙе
648,allein::ADV,একক,яңғыҙ
649,auf einmal::ADV,জলদি,бер юлы
650,zusammen::ADV,একসঙ্গে,бергә
651,lange::ADV,লম্বা,оҙаҡ
652,plötzlich::ADV,হঠাৎ,ҡапыл
653,sofort::ADV,মুহ্ণর্তমধ্যে,шунда уҡ
654,später::ADV,পশ্চাতে,һуңыраҡ
655,jetzt::ADV,এখন,хәҙер
656,heute::ADV,আজ,бөгөн
657,morgen::ADV,আগামিকাল,иртәгә
658,bald::ADV,অস্পকালমধ্যে,тиҙҙән
659,dann::ADV,তখন,һуңынан
660,gestern::ADV,গতকাল,кисә
661,einst::ADV,একবার মাত্র,ҡасандыр
662,einst::ADV,একবার মাত্র,бер баҡыт
663,damals::ADV,তখন,ул саҡта
664,danach::ADV,পরে,һуңынан
665,vorher::ADV,আগে,элек
666,zuerst::ADV,আগে,башта
667,einmal::ADV,একবার,бер
668,manchmal::ADV,কখনও কখনও,ҡайһы берҙә
669,oft::ADV,ঘনঘন,йыш
670,immer::ADV,সর্বদা,һәр ҡасан
671,niemals::ADV,কখলও নহে,бер ҡасан да
672,niemals::ADV,কখলও নহে,бер ваҡытта ла
673,hier::ADV,এখানে,бында
674,hierhin::ADV,এখানে,бында
675,von hier::ADV,ত্রই স্তান হইতে,бынан
