,Concept_ID,bn,zh
93,Wiese::N,তৃণভূমি,草地
94,Wald::N,বন,森林
95,Hügel::N,পাহাড়,丘陵
96,Anhöhe::N,টিলা,山丘
97,Berg::N,পর্বত,山
98,Gipfel::N,শীর্ষ,峰
99,Höhle::N,গুহা,洞穴
100,Abhang::N,ঢাল,斜坡
101,Quelle::N,উৎস,泉
102,Bach::N,ক্ষুদ্র নদী,溪
103,Fluss::N,নদী,河流
104,Ufer::N,উপকূল,岸
105,Küste::N,তীর,海岸
106,Festland::N,ভূমি,大陆
107,Meer::N,সমুদ্র,海
108,Bucht::N,উপসাগর,海湾
109,Insel::N,দ্বীপ,岛
110,Blume::N,ফুল,花
111,Gras::N,ঘাস,草
112,Wurzel::N,শিকড়,根
113,Baum::N,গাছ,树
114,Stamm::N,স্কন্ধ,树干
115,Rinde::N,বল্কল,树皮
116,Ast::N,শাখা,树枝
117,Zweig::N,ডাল,树枝
118,Blatt::N,পর্ণ,叶子
119,Birke::N,ভুর্জ,桦木
120,Kiefer[Baum]::N,পাইন গাছ,松树
121,Weide[Baum]::N,উইলো,柳树
122,Tanne::N,দেবদারূ গাছ,冷杉
123,Horn::N,শিং,角
124,Feder::N,পালক,羽毛
125,Fell::N,রোম,皮毛
126,Flügel::N,ডানা,翅膀
127,Klaue::N,নখর,爪子
128,Kralle::N,নখর,爪子
129,Schwanz::N,লেজ,尾巴
130,Ei::N,ডিম,蛋
131,Nest::N,কুলায়,巢
132,Bau::N,ডেরা,穴
133,Tier::N,জন্তু,动物
134,Herde::N,ঝাঁক,群
135,Kuh::N,গোরু,母牛
136,Bulle::N,বৃষ,公牛
137,Pferd::N,ঘোড়া,马
138,Schaf::N,ভেড়া,羊
139,Schwein::N,শূকর,猪
140,Hund::N,কুকুর,狗
141,Katze::N,বেড়াল,猫
142,Bär::N,ভল্লুক,熊
143,Eichhörnchen::N,কাঠবিড়াল,松鼠
144,Elch::N,হরিণবিশেষ,麋鹿
145,Fuchs::N,পাঁতিশিয়াল,狐狸
146,Hase::N,শশক,兔子
147,Maus::N,নেংটি ইঁদুর,老鼠
148,Wolf::N,নেকড়ে,狼
149,Vogel::N,পক্ষী,鸟
150,Schwarm::N,ঝাঁক,群
151,Huhn::N,মোরগ,鸡
152,Hahn::N,কুক্কুট,公鸡
153,Gans::N,হংসী,鹅
154,Adler::N,ইগল,鹰
155,Ente::N,হংসী,鸭
156,Eule::N,পেচক,猫头鹰
157,Kranich::N,সারস,鹤
158,Krähe::N,কাক,乌鸦
159,Kuckuck::N,কোকিল,布谷鸟
160,Schwan::N,মরাল,天鹅
161,Fisch::N,মাছ,鱼
162,Barsch::N,মৎন্যবিশেষ,鲈鱼
163,Hecht::N,বানমাছ,狗鱼
164,Schlange[Tier]::N,সর্প,蛇
165,Wurm::N,কীট,蠕虫
166,Spinne::N,মাকড়সা,蜘蛛
167,Ameise::N,পিপীলিকা,蚂蚁
168,Laus::N,উকুন,虱子
169,Mücke::N,মশা,蚊子
170,Fliege::N,মাছি,苍蝇
171,Schmetterling::N,প্রজাপতি,蝴蝶
172,Beere::N,বেরি,将果
173,Apfel::N,আপেল,苹果
174,Pilz::N,ছত্রক,蘑菇
175,Zwiebel::N,পিয়াজ,洋葱
176,Saat::N,বীজ,种子
177,Korn::N,শস্য,谷粒
178,Heu::N,খড়,干草
179,Schale::N,খোসা,壳
180,Grube::N,গর্ত,坑
181,Falle::N,ফাঁদ,圈套
182,Schlinge::N,পাশ,活扣
183,Spur::N,চিহ্ন,踪迹
184,Asche::N,ভস্ম,灰烬
185,Dreck::N,ময়লা,污垢
186,Eisen::N,লোহা,铁
187,Gold::N,স্বর্ণ,金子
188,Silber::N,রৌপ্য,银
189,Kohle::N,অঙ্গার,煤
190,Glas::N,কাচ,玻璃
191,Lehm::N,মৃত্তিকা,粘土
192,Sand::N,বালি,沙
193,Mensch::N,নর,人
194,Mensch::N,মানুষ,人
195,Mann::N,মানুষ,男子
196,Frau::N,নারী,妇女
197,Kind::N,বাচ্চা,小孩
198,Junge::N,ছেলে,男孩
199,Mädchen::N,মেয়ে,女孩
200,Familie::N,পরিবার,家庭
201,Großvater::N,মাতামহ,祖父
202,Großmutter::N,মাতামহী,祖母
203,Eltern::N,মাতাপিতা,父母
204,Vater::N,পিতা,父亲
205,Mutter::N,মাতা,母亲
206,Sohn::N,ছেলে,儿子
207,Tochter::N,মেয়ে,女儿
208,Bruder::N,দাদা,兄弟
209,Schwester::N,বোন,姐妹
210,Schwester::N,দিদি,姐妹
211,Onkel::N,মামা,伯父
212,Tante::N,মাসী,阿姨
213,Ehemann::N,স্বামী,丈夫
214,Ehefrau::N,পত্নী,妻子
215,Freude::N,উল্লাস,愉快
216,Gelächter::N,হাসি,大笑
217,Glück::N,সুখ,运气
218,Kummer::N,দুঃখ,苦恼
219,Wunsch::N,আকাঙ্ক্ষা,愿望
220,Lust::N,বাসনা,乐趣
221,Geist::N,আত্না,精神
222,Gedanke::N,চিন্তা,思想
223,Gedächtnis::N,স্মরণশক্তি,记性
224,Verstand::N,মন,理智
225,Sinn::N,পদার্থ,感觉
226,Grund::N,কারণ,理由
227,Wahrheit::N,সত্য,真理
228,Gespräch::N,কথাবার্তা,谈话
229,Märchen::N,রূপকথা,童话
230,Erzählung::N,গল্প,故事
231,Nachricht::N,তথ্য,消息
232,Neuigkeit::N,খবরাখবর,新闻
233,Name::N,নাম,名字
234,Rätsel::N,ধাঁধা,谜语
235,Rede::N,বক্তৃতা,讲话
236,Sprache::N,ভাষা,语言
237,Stimme::N,স্বর,声音
238,Wort::N,শব্দ,词
239,Zeichen::N,প্রতীক,标记
240,Ruf::N,ডাক,呼喊
241,Lärm::N,হৈচৈ,噪音
242,Laut::N,ধ্বনি,响声
243,Ton::N,স্বর,声音
244,Lied::N,গান,歌曲
245,Ruhe::N,শান্তি,安静
246,Leute::N,প্রজাপুঞ্জ,人们
247,Volk::N,জাতি,人民
248,Arbeit::N,চাকরি,劳动
249,Gast::N,অতিথি,客人
250,Geschenk::N,উপহার,礼物
251,Spiel::N,খেলা,游戏
252,Gesellschaft::N,সঙ্গিগণ,陪同
253,Hilfe::N,সাহায্য,帮助
254,Freund::N,বন্ধু,朋友
255,Kamerad::N,সঙ্গী,同志
256,Angelegenheit::N,বিষয়,事情
257,Anzahl::N,পরিমাণ,数目
258,Art::N,রকম,种类
259,Stück::N,টুকরো,块
260,Teil::N,অংশ,部分
261,Hälfte::N,অর্ধেক,一半
262,Kreis::N,বৃত্ত,圆
263,Kreuz::N,ক্রুশ,十字架
264,Linie::N,রেখা,线条
265,Strich::N,কষি,划
266,Abstand::N,ফাঁক,距离
267,Entfernung::N,ব্যবধান,距离
268,Gegend::N,ক্ষেত্র,地区
269,Platz::N,জায়গা,场所
270,Ort::N,স্থান,地点
271,Seite::N,পার্শ্ব,面
272,Mitte::N,মধ্য,中间
273,Gegenstand::N,জিনিস,物品
274,Sache::N,বস্তু,物
275,Rand::N,কানা,边
276,Kante::N,ধার,棱
277,Ecke::N,কোণ,角
278,Spitze::N,ডগা,尖
279,Ende::N,প্রান্ত,结尾
280,Loch::N,গর্ত,洞
281,Winkel::N,কোণ,角度
282,Muster::N,নমুন্,模型
283,Größe::N,আয়তন,大小
284,Länge::N,দৈর্ঘ্য,长度
285,Höhe::N,উচ্চতা,高度
286,Gewicht::N,ওজন,重量
287,Menge::N,পরিমাণ,数量
288,Haufen::N,পুঞ্জ,堆
289,Reihe::N,শ্রেণী,行
290,Boot::N,নৌকা,小船
291,Ruder::N,দাঁড়,奖
292,Schlitten::N,স্নেজ্-গাড়ি,雪橇
293,Ski::N,শী,雪板
294,Lagerfeuer::N,অগ্নি,营火
295,Last::N,বোঝা,负担
296,Gang::N,হণ্টন,行走
297,Schritt::N,পদ,步伐
298,Norden::N,উত্তরদিক্,北
299,Süden::N,দক্ষিণদিক,南
300,Westen::N,পশ্চিমদিক্,西
301,Osten::N,পূর্বদিক,东
302,Holz::N,কাঠ,木材
303,Brett::N,তক্তা,木板
304,Platte::N,ফলক,平板
305,Stütze::N,নাগদণ্ড,支架
306,Stange::N,দণ্ড,杆
307,Stock::N,ছড়ি,棒
308,Stab::N,যষ্টি,棍
309,Rohr::N,নল,管子
310,Haus::N,ঘর,房屋
311,Heim::N,বাসা,家
312,Ofen::N,স্টোভ্,炉子
313,Fußboden::N,গহতল,地板
314,Tisch::N,মেজ,桌子
315,Tisch::N,টেবিল,桌子
316,Stuhl::N,চেয়ার,椅子
317,Stuhl::N,কেদারা,椅子
318,Wiege::N,দোলনা,摇蓝
319,Bett::N,শয্যা,床
320,Regal::N,তাক,架子
321,Kiste::N,বাক্স,箱子
322,Fenster::N,জানালা,窗户
323,Tür::N,দ্বার,门
324,Tor::N,দ্বার,大门
325,Zaun::N,বেড়া,篱笆
326,Dach::N,ছাদ,屋顶
327,Leiter::N,মই,梯子
328,Besen::N,গুল্মবিশেষ,扫帚
329,Spaten::N,কোদাল,铁锹
330,Schaufel::N,বেলচা,铁锹
331,Gabel::N,কাঁটা,叉
332,Löffel::N,চামচ,食匙
333,Messer::N,ছুরি,刀
334,Nagel::N,পেরেক,钉子
335,Netz::N,জাল,网
336,Haken::N,কাচি,钩子
337,Griff::N,হাতল,把柄
338,Schloss::N,তালা,锁
339,Bild::N,ছবি,图画
340,Bild::N,চিত্র,图画
341,Figur::N,আকার,人像
342,Puppe::N,পুতুল,娃娃
343,Beutel::N,বটুয়া,袋子
344,Bündel::N,আঁটি,捆
345,Tasche::N,থলি,手提包
346,Eimer::N,বাল্তি,桶
347,Deckel::N,আবরণ,盖子
348,Geschirr::N,থালা-বাসন,餐具
349,Sack::N,বস্তা,袋子
350,Tasse::N,কাপ,杯子
351,Topf::N,পাত্র,锅
352,Kessel::N,কেটলি,水壶
353,Essen::N,আহার,进餐
354,Nahrung::N,খাদ্য,食物
355,Speise::N,খাদ্য,菜肴
356,Fleisch::N,মাংস,肉
357,Getreide::N,শস্য,谷物
358,Brei::N,মণ্ড,粥
359,Brot::N,রুটি,面包
360,Scheibe::N,ফালি,片
361,Fett::N,মেদ,脂肪
362,Butter::N,মাখন,黄油
363,Öl::N,তৈল,油
364,Salz::N,নুন,盐
365,Suppe::N,শুরুয়া,汤
366,Honig::N,মধু,蜂蜜
367,Milch::N,দুধ,奶
368,Tee::N,চা,茶
369,Leder::N,পাকা চামড়া,皮革
370,Wolle::N,পশম,毛线
371,Stoff::N,বস্ত্র,织物
372,Nadel::N,সুচ,针
373,Faden::N,সূত্র,线
374,Knopf::N,বোতাম,纽扣
375,Knoten::N,গিঁট,结
376,Farbe::N,রং,颜色
377,Kleidung::N,কাপড়,衣服
378,Hemd::N,শার্ট,衬衫
379,Kragen::N,গলবন্ধ,领子
380,Ärmel::N,আস্তিন্,袖子
381,Hose::N,ট্রাউজার,裤子
382,Gürtel::N,কটিবন্ধ,腰带
383,Mütze::N,টুপি,帽子
384,Schuh::N,জুতো,鞋
385,Stiefel::N,বুট,靴子
386,Ring::N,আংটি,戒指
387,Band::N,ফিতা,带子
388,Kamm::N,চিরুনি,梳子
389,Spiegel::N,আয়না,镜子
390,Riemen::N,চাবুক,皮带
391,Schnur::N,দড়ি,绳子
392,Leine::N,শিকল,皮带
393,Decke::N,কম্বল,被子
394,Kissen::N,উপাধান,软垫
395,Tuch::N,বস্ত্র,巾
396,Handtuch::N,তোয়ালে,手巾
397,Kraft::N,জোর,力
398,Stärke::N,শক্তি,力量
399,Gesundheit::N,স্বাস্থ্য,健康
400,Krankheit::N,অসুখ,病
401,Krankheit::N,ব্যামো,病
402,Schmerz::N,যন্ত্রণা,痛
403,Wunde::N,ক্ষত,伤口
404,Fieber::N,জ্বর,发烧
405,Arznei::N,ঔষধ,药
406,Brücke::N,সেতু,桥
407,Brunnen::N,কূপ,井
408,Weide::N,পশুচারণভূমি,牧场
409,Pfad::N,পথ,小路
410,Weg::N,পথ,路
411,Straße::N,রাস্তা,街
412,Dorf::N,গ্রাম,村庄
413,Stadt::N,শহর,城市
414,Brief::N,চিঠি,信
415,Buch::N,বই,书
416,Buchstabe::N,অক্ষর,字母
417,Zeitung::N,সংবাদপত্র,报纸
418,Leben::N,জীবন,生命
419,Tod::N,মৃত্যু,死亡
420,Grab::N,কবর,坟墓
421,Kirche::N,গির্জা,教堂
422,Sünde::N,পাপ,罪
423,Gott::N,দেবতা,上帝
424,Arbeiter::N,শ্রমিক,工人
425,Chef::N,নেতা,上司
426,Meister::N,ব্যক্তি,师傅
427,Arzt::N,চিকিৎসক,医生
428,Lehrer::N,অধ্যাপক,教师
429,Geld::N,মুদ্রা,钱
430,Geld::N,টাকাপয়সা,钱
431,Geschäft::N,ব্যস্ততা,交易
432,Laden::N,দোকান,商店
433,Preis::N,মূল্য,价格
434,Ware::N,পণ্যদ্রব্য,商品
435,Nutzen::N,সুবিধা,好处
436,Reichtum::N,ধনদৌলত,财富
437,Welt::N,জগৎ,世界
438,Land::N,খেত,国家
439,Staat::N,রাষ্ট্র,国家
440,König::N,রাজা,国王
441,Macht::N,প্রভাব,权力
442,Grenze::N,সীমা,边界
443,Krieg::N,যুদ্ধ,战争
444,Feind::N,শত্রু,敌人
445,Gewalt::N,জোর,暴力
446,Kampf::N,লড়াই,战斗
447,Bogen[Waffe]::N,ধনুক,弓
448,Pfeil::N,বাণ,箭
449,Gewehr::N,বন্দুক,枪
450,Fehler::N,ভুল,错误
451,Lüge::N,মিথ্যা,谎话
452,Schaden::N,ক্ষতি,损失
453,Unglück::N,দুর্ভাগ্য,不幸
454,Schuld::N,অপরাধ,过错
455,Alter::N,আয়ু,年龄
456,Schluss::N,শেষ,结束
457,Zeit::N,সময়,时间
458,Tag::N,দিন,天
459,Morgen::N,সকাল,早晨
460,Mittag::N,মধ্যাহু,中午
461,Abend::N,সন্ধ্যা,晚上
462,Nacht::N,রাত্রি,夜
463,Woche::N,সপ্তাহ,星期
464,Monat::N,মাস,月
465,Jahr::N,সৌরবর্ষ,年
466,Frühling::N,বসন্তকাল,春天
467,Sommer::N,গ্রীষ্মকাল,夏天
468,Herbst::N,শরংঋতু,秋天
469,Winter::N,শীতকাল,冬天
470,Januar::N,জানুয়ারী,一月
471,Februar::N,ফেব্রুয়ারী,二月
472,März::N,মার্চ,三月
473,April::N,এপ্রিল,四月
474,Mai::N,মে,五月
475,Juni::N,জুন,六月
476,Juli::N,জুলাই,七月
477,August::N,অগাস্ট,八月
478,September::N,সেপ্টেম্বর,九月
479,Oktober::N,অক্টোবর,十月
480,November::N,নভেম্বর,十一月
481,Dezember::N,ডিসেম্বর,十二月
482,Montag::N,সোমবার,星期一
483,Dienstag::N,মঙ্গলবার,星期二
484,Mittwoch::N,বুধবার,星期三
485,Donnerstag::N,বৃহম্পতিবার,星期四
486,Freitag::N,শুক্রবার,星期五
487,Samstag::N,শনিবার,星期六
488,Sonntag::N,রবিবার,星期日
489,groß::A,বৃহৎ,大
490,klein::A,ছোট,小
491,lang::A,দীর্ঘ,长
492,kurz::A,খর্ব,短
493,kurz::A,হ্রস্ব,短
494,breit::A,চওড়া,宽
495,schmal::A,সরু,细长的
496,dicht::A,ঘন,密
497,dick[Gegenstand]::A,পুরু,厚
498,dünn::A,কৃশ,薄
499,fein::A,সূক্ষ্ম,细小
500,fest::A,দৃঢ়,固体
501,flach::A,সমতল,平坦
502,glatt::A,মসৃণ,光滑
503,hart::A,শক্ত,硬
504,weich::A,নরম,软
505,rund::A,গোলাকার,圆
506,spitz::A,তীক্ষ্ন,尖
507,scharf::A,শাণিত,锋利
508,stumpf::A,ভোঁতা,钝
509,schwer::A,ভারী,重
510,schön::A,সুন্দর,美丽
511,heiß::A,গরম,烫
512,warm::A,ঈষদুষ্ণ,暖和
513,kalt::A,ঠাণ্ডা,冷
514,kühl::A,শীতল,凉
515,frisch::A,তাজা,新鲜
516,feucht::A,ভিজা,潮湿
517,nass::A,ভিজা,湿
518,trocken::A,শুষ্ক,干
519,voll::A,পূর্ণ,满
520,leer::A,খালি,空
521,offen::A,খোলা,敞开
522,geschlossen::A,বন্ধ,关闭
523,sauber::A,নির্মল,干净
524,schmutzig::A,নোংরা,肮脏
525,roh::A,কাঁচা,生
526,reif::A,পাকা,成熟
527,lecker::A,সুস্বাদ,好吃
528,süß::A,মিষ্ট,甜
529,bitter::A,তিক্ত,苦
530,sauer::A,টক,酸
531,hell::A,উজ্জ্বল,亮
532,dunkel::A,অন্ধকারময়,阴暗
533,schwarz::A,কালো,黑
534,weiß::A,সাদা,白
535,rot::A,লাল,红
536,gelb::A,হলদে,黄
537,blau::A,নীল,蓝
538,grün::A,সবুজ,绿
539,grau::A,ছাই-রঙা,灰色
540,bunt::A,রঙিন,五彩
541,billig::A,সস্তা,便宜
542,teuer::A,আক্রা,贵
543,wertvoll::A,মহার্ঘ,贵重
544,blind::A,কানা,瞎
545,taub::A,বধির,聋
546,kräftig::A,বিশাল,强壮
547,stark::A,শক্তিশালী,强壮
548,schwach::A,দুর্বল,弱
549,fett::A,মোটা,胖
550,schlank::A,কৃশ,苗条
551,hübsch::A,সুন্দর,漂亮
552,böse::A,খারাপ,邪恶
553,dumm::A,মূর্খ,笨
554,faul::A,শ্রমবিমুখ,懒惰
555,fleißig::A,পরিশ্রমী,勤奋
556,geizig::A,ব্যয়কুণ্ঠ,吝啬
557,klug::A,দক্ষ,聪明
558,geschickt::A,পটু,灵巧
559,lieb::A,প্রেয়,可爱
560,lustig::A,প্রফুল্ল,快乐
561,sanft::A,নম্র,柔和
562,hungrig::A,ক্ষুধার্ত,饥饿
563,krank::A,অসুস্থ,患病
564,nackt::A,উলঙ্গ,裸体
565,traurig::A,দুঃখিত,悲哀
566,lebendig::A,জীবিত,活
567,gut::A,ভালো,好
568,schlecht::A,মন্দ,坏
569,richtig::A,ঠিক,正确
570,schlimm::A,কদর্য,糟糕
571,wahr::A,বাস্তব,真
572,alt::A,পুরাতন,旧
573,neu::A,নব,新
574,neu::A,নূতন,新
575,ehemalig::A,পূর্বকালীন,以前
576,alt[Lebewesen]::A,বৃদ্ধ,老
577,jung::A,তরুণ,年轻
578,arm::A,ক্ষুদ্র,贫穷
579,reich::A,ধনবান্,富裕
580,bekannt::A,সুপরিচিত,出名
581,berühmt::A,বিখ্যাত,著名
582,fremd::A,বিদেশি,陌生
583,verschieden::A,বিসদৃশ,不同
584,nah::A,নিকটবতী,近
585,fern::A,দুরবতী,遥远
586,linker::A,বাম,左
587,rechter::A,ডান,右
588,rechter::A,ডাইন,右
589,anderer::A,অন্যতর,别的
590,erster::A,প্রথম,第一
591,zweiter::A,দ্বিতীয়,第二
592,dritter::A,তৃতীয়,第三
593,letzter::A,সর্বশেষ,最后
594,allein::ADV,একক,单独
595,auf einmal::ADV,জলদি,同时
596,zusammen::ADV,একসঙ্গে,一起
597,lange::ADV,লম্বা,许久
598,plötzlich::ADV,হঠাৎ,忽然
599,sofort::ADV,মুহ্ণর্তমধ্যে,立刻
600,später::ADV,পশ্চাতে,以后
601,jetzt::ADV,এখন,现在
602,heute::ADV,আজ,今天
603,morgen::ADV,আগামিকাল,明天
604,bald::ADV,অস্পকালমধ্যে,即将
605,dann::ADV,তখন,然后
606,gestern::ADV,গতকাল,昨天
607,einst::ADV,একবার মাত্র,曾经
608,damals::ADV,তখন,当时
609,danach::ADV,পরে,随后
610,vorher::ADV,আগে,事先
611,zuerst::ADV,আগে,首先
612,einmal::ADV,একবার,一次
613,manchmal::ADV,কখনও কখনও,有时
614,oft::ADV,ঘনঘন,时常
615,immer::ADV,সর্বদা,总是
616,niemals::ADV,কখলও নহে,从未
617,hier::ADV,এখানে,这里
618,hierhin::ADV,এখানে,到这里
619,von hier::ADV,ত্রই স্তান হইতে,由此
620,dort::ADV,ওখানে,那里
621,dorthin::ADV,ওখানে,到那里
622,geradeaus::ADV,অগ্রগামী,一直往前
623,vorwärts::ADV,সন্মুখিকে,向前
624,rückwärts::ADV,খিরিয়া,向后
625,zurück::ADV,পিঠ,退后
626,unten::ADV,নীচে,下面
627,hinab::ADV,নিম্নগামী,向下
628,oben::ADV,উপরে,上面
629,hinauf::ADV,উচ্চতর অংশে,向上
630,überall::ADV,সর্বত্র,到处
631,nicht::ADV,না,不
632,ein wenig::ADV,অল্প,一点儿
633,kaum::ADV,কষ্টসহকাবে,几乎不
634,sehr::ADV,খুব,很
635,so::ADV,তত,如此
636,noch::ADV,এখন পর্যস্ত,还
637,nur::ADV,শুধু,只
638,schon::ADV,ইতঃপুর্বে,已经
639,wieder::ADV,আবার,又
640,vergebens::ADV,বিফলে,
641,vor::PRP,সম্মুখে,在...面前
642,hinter::PRP,পশ্চাতে,在...背后
643,unter::PRP,নীচে,在...下面
644,durch::PRP,দ্বারা,穿过
645,neben::PRP,কাছে,在...旁
646,zwischen::PRP,মধ্যে,在...之间
647,wegen::PRP,জন্য,由于
648,dies::PRN,এটা,这
649,das::PRN,ওটা,那
650,alles::PRN,সব,一切
651,ich::PRN,আমি,我
652,du::PRN,তুমি,你
653,er::PRN,উনি,他
654,wir::PRN,আমরা,我们
655,ihr::PRN,তোমরা,你们
656,sie::PRN,তারা,她
657,was::FPRN,কি,什么
658,wer::FPRN,কে,谁
659,wo::FADV,কোথায়,哪里
660,wohin::FADV,কোথায়,去哪里
661,wie::FADV,কেমন,怎么
662,warum::FADV,কেন,为什么
663,wieviel::FNUM,কত,多少
664,eins::NUM,অক,一
665,zwei::NUM,দুই,二
666,drei::NUM,তিন,三
667,vier::NUM,চার,四
668,fünf::NUM,পাঁচ,五
669,sechs::NUM,ছয়,六
670,sieben::NUM,সাত,七
671,acht::NUM,আট,八
672,neun::NUM,নয়,九
673,zehn::NUM,দশ,十
674,elf::NUM,এগারো,十一
675,zwölf::NUM,দ্বাদশ,十二
676,zwanzig::NUM,বিশ,二十
677,dreißig::NUM,ত্রিশ,三十
678,vierzig::NUM,চল্লিশ,四十
679,fünfzig::NUM,পঞ্চাশ,五十
680,sechzig::NUM,ষাট,六十
681,siebzig::NUM,সত্তর,七十
682,achtzig::NUM,আশি,八十
683,neunzig::NUM,নব্বুই,九十
684,hundert::NUM,শত,百
685,tausend::NUM,হাজার,千
686,und::CNJ,আর,和
687,und::CNJ,এবং,和
688,oder::CNJ,বা,或者
689,stehen::V,দাঁড়ানো,站
690,sitzen::V,বসা,坐
691,liegen::V,শোয়া,躺着
692,hängen::V,ঝোলা,挂着
693,werden::V,হইয়া উঠা,成为
694,passieren::V,ঘটা,发生
695,beginnen::V,আরম্ভ হওয়া,开始
696,enden::V,শেষ হওয়া,终止
697,wechseln::V,রূপাস্তর করা,变迁
698,aufgehen[Sonne]::V,উদিত হওয়া,升起
699,untergehen[Sonne]::V,অস্ত যাওয়া,下落
700,scheinen[Sonne]::V,আলো দেওয়া,照射
701,donnern::V,বজ্রধ্বনি করা,打雷
702,wehen::V,প্রবাহিত হওয়া,飘扬
703,strömen::V,প্রবাহিত হওয়া,流
704,fließen::V,ছুটা,流动
705,sich drehen::V,পাক খাওয়া,转动
706,schwanken::V,দোলা,摇摆
707,schwingen::V,দোলা,摇
708,fallen::V,পড়া,坠落
709,brennen::V,সেঁকা,燃烧
710,rauchen::V,ধোঁয়া ছড়ান,冒烟
711,regnen::V,বর্ষণ_করা,下雨
712,gefrieren::V,হিমায়িত হওয়া,结冰
713,tauen::V,গলা,融化
714,schmelzen::V,গলা,溶化
715,trocknen::V,শুষ্ক করা,变干
716,sieden::V,ফোঁড়া,煮
717,faulen::V,ক্ষয় হওয়া,腐烂
718,verfaulen::V,ক্ষয় হওয়া ,腐烂
719,reißen::V,ছিঁড়া,撕
720,versinken::V,ডুবা,下沉
721,vergehen::V,যাওয়া,流逝
722,erscheinen::V,আসা,出现
723,verschwinden::V,অদৃশ্য হওয়া,消失
724,sinken::V,হ্রাস হওয়া,下降
725,abnehmen::V,হ্রাস হওয়া,减少
726,zunehmen::V,বৃদ্ধি পাওয়া,增加
727,steigen::V,ওঠা,上升
728,wachsen::V,বড় হওয়া,生长
729,glänzen::V,জ্বলা,发光
730,funkeln::V,জ্বল্জ্বল করা,闪烁
731,läuten::V,রুসুঝুসু করা,响
732,klingeln::V,বাজা,按铃
733,klirren::V,টুংটাং-শব্দ করা,
