,Concept_ID,kk,ba
1430,vergessen::V,ұмыту,онотоу
1431,messen::V,өлшеу,үлсәү
1432,zählen::V,санау,һанау
1433,rechnen::V,санап шығару,һанау
1434,rechnen::V,санап шығу,һанау
1435,rechnen::V,санау,һанау
1436,lesen::V,оқу,уҡыу
1437,malen::V,сурет салу,һүрәт яһау
1438,malen::V,сурет салу,рәсем төшөрөү
1439,zeichnen::V,сурет салу,һүрәт яһау
1440,zeichnen::V,сурет салу,рәсем төшөрөү
1441,schreiben::V,жазу,яҙыу
1442,besitzen::V,болу,биләү
1443,kaufen::V,алу,һатып алыу
1444,kaufen::V,әперу,һатып алыу
1445,verkaufen::V,сату,һатыу
1446,bezahlen::V,төлеу,түләү
1447,bezahlen::V,ақы беру,түләү
1448,bezahlen::V,ақы төлеу,түләү
1449,zahlen::V,төлеу,түләү
1450,beherrschen::V,билеу,биләү
1451,ertragen::V,төзу,түҙеү
1452,ertragen::V,шыдау,түҙеү
