,Concept_ID,be,cy
59,Träne::N,сляза,deigryn
60,Geschmack::N,смак,cyflas
61,Geruch::N,пах,aroglau
62,Schlaf::N,сон,cwsg
63,Traum::N,сон,breuddwyd
64,Himmel::N,неба,awyr
65,Sonne::N,сонца,haul
66,Mond::N,месяц,lleuad
67,Stern::N,зорка,seren
68,Luft::N,паветра,awyr
69,Wind::N,вецер,gwynt
70,Welle::N,хваля,ton
71,Wasser::N,вада,dŵr
72,Stein::N,камень,carreg
73,Boden::N,глеба,llawr
74,Erde::N,зямля,pridd
75,Staub::N,пыл,llwch
76,Rauch::N,дым,mwg
77,Funke::N,іскра,gwreichioni
78,Feuer::N,агонь,tân
79,Licht::N,святло,golau
80,Schatten::N,цень,cysgod
81,Wetter::N,пагода,tywydd
82,Wetter::N,надворʼе,tywydd
83,Nebel::N,туман,niwl
84,Wolke::N,воблака,cwmwl
85,Regen::N,дождж,glaw
86,Schnee::N,снег,ôd
87,Schnee::N,снег,eira
88,Eis::N,лёд,iâ
89,Frost::N,мароз,rhew
90,Kälte::N,холад,oerni
91,Kälte::N,холад,annwyd
92,Hitze::N,спёка,gwres
93,Raureif::N,іней,barrug
94,Regenbogen::N,вясёлка,enfys
95,Donner::N,гром,tyrfau
96,Strömung::N,цячэнне,cerrynt
97,Tropfen::N,кропля,dafn
98,Tropfen::N,кропля,diferyn
99,Schaum::N,пена,ewyn
100,Schmutz::N,гразь,baw
101,Schmutz::N,гразь,budreddi
102,See::N,возера,llyn
103,Sumpf::N,багна,cors
104,Moor::N,балота,rhos
105,Wiese::N,луг,dôl
106,Wald::N,лес,coedwig
107,Hügel::N,узгорак,bryn
108,Anhöhe::N,узвышша,bryn
109,Berg::N,гара,mynydd
110,Gipfel::N,вяршыня,copa
111,Höhle::N,пячора,ogof
112,Abhang::N,схіл,llethr
113,Quelle::N,крыніца,tarddiad
114,Quelle::N,крыніца,ffynhonnell
115,Bach::N,ручай,nant
116,Bach::N,ручай,afonig
117,Bach::N,ручай,cornant
118,Fluss::N,рака,afon
119,Ufer::N,бераг,glan
120,Küste::N,узбярэжжа,traeth
121,Küste::N,узбярэжжа,arfordir
122,Festland::N,суша,tir
123,Meer::N,мора,môr
124,Bucht::N,бухта,bae
125,Insel::N,востраў,ynys
126,Blume::N,кветка,blodyn
127,Gras::N,трава,glaswellt
128,Wurzel::N,корань,gwreiddyn
129,Baum::N,дрэва,coeden
130,Stamm::N,ствол,colfen
131,Stamm::N,ствол,boncyff
132,Rinde::N,кара,rhisgl
133,Ast::N,сук,cangen
134,Zweig::N,галіна,cainc
135,Zweig::N,галіна,cangen
136,Blatt::N,ліст,deilen
137,Birke::N,бяроза,bedwen
138,Kiefer[Baum]::N,хвоя,pinwydden
139,Kiefer[Baum]::N,сасна,pinwydden
140,Weide[Baum]::N,вярба,helygen
141,Tanne::N,яліна,ffynidwydden
142,Horn::N,рог,corn
143,Feder::N,пяро,plufyn
144,Fell::N,шкура,ffwr
145,Flügel::N,крыло,adain
146,Klaue::N,кіпцюр,crafanc
147,Kralle::N,лапа,ewin
148,Schwanz::N,хвост,cwt
149,Schwanz::N,хвост,cynffon
150,Ei::N,яйка,wy
151,Nest::N,гняздо,nyth
152,Bau::N,нара,ffau
153,Tier::N,жывёла,anifail
154,Herde::N,статак,praidd
155,Herde::N,статак,diadell
156,Kuh::N,карова,buwch
157,Bulle::N,бык,tarw
158,Pferd::N,конь,ceffyl
159,Schaf::N,авечка,dafad
160,Schwein::N,свіння,mochyn
161,Hund::N,сабака,ci
162,Katze::N,кошка,cath
163,Bär::N,мядзведзь,arth
164,Eichhörnchen::N,вавёрка,gwiwer
165,Elch::N,лось,elc
166,Fuchs::N,ліса,cadno
167,Hase::N,заяц,ysgyfarnog
168,Maus::N,мыш,llygoden
169,Wolf::N,воўк,blaidd
170,Vogel::N,птах,aderyn
171,Vogel::N,птушка,aderyn
172,Schwarm::N,чарада,haid
173,Huhn::N,курыца,cyw
174,Hahn::N,певень,ceiliog
175,Gans::N,гусь,gŵydd
176,Adler::N,арол,eryr
177,Ente::N,качка,hwyad
178,Eule::N,сава,tylluan
179,Kranich::N,жораў,garan
180,Kranich::N,жораў,crychydd
181,Kranich::N,журавель,garan
182,Kranich::N,журавель,crychydd
183,Krähe::N,варона,brân
184,Kuckuck::N,зязюля,cog
185,Kuckuck::N,зязюля,cwcw
186,Schwan::N,лебедзь,alarch
187,Fisch::N,рыба,pysgod
188,Barsch::N,акунь,draenog
189,Hecht::N,шчупак,penhwyad
190,Schlange[Tier]::N,змяя,neidr
191,Wurm::N,чарвяк,abwydyn
192,Wurm::N,чарвяк,pryf genwair
193,Spinne::N,павук,cor
194,Spinne::N,павук,pryf copyn
195,Ameise::N,мурашка,morgrugyn
196,Laus::N,вош,lleuen
197,Mücke::N,камар,gwybedyn
198,Fliege::N,муха,cleren
199,Schmetterling::N,матыль,glöyn byw
200,Schmetterling::N,матыль,iâr fach yr haf
201,Beere::N,ягада,aeronen
202,Apfel::N,яблык,afal
203,Pilz::N,грыб,madarch
204,Zwiebel::N,цыбуля,nionyn
205,Zwiebel::N,цыбуля,winwnsyn
206,Saat::N,семя,had
207,Korn::N,зерне,grawn
208,Heu::N,сена,gwair
209,Schale::N,шалупінне,croen
210,Schale::N,шалупінне,plisgyn
211,Grube::N,яма,pwll
212,Grube::N,яма,pydew
213,Falle::N,пастка,magl
214,Schlinge::N,сіло,cwlwm rhedeg
215,Spur::N,след,ôl
216,Asche::N,попел,lludw
217,Dreck::N,бруд,baw
218,Dreck::N,бруд,budreddi
219,Eisen::N,жалеза,haearn
220,Gold::N,золата,aur
221,Silber::N,сребра,arian
222,Kohle::N,вугаль,glo
223,Glas::N,шкло,gwydr
224,Lehm::N,гліна,clai
225,Sand::N,пясок,tywod
226,Mensch::N,чалавек,dyn
227,Mann::N,мужчына,dyn
228,Frau::N,жанчына,merch
229,Frau::N,жанчына,gwraig
230,Kind::N,дзіця,plentyn
231,Junge::N,хлопчык,hogyn
232,Junge::N,хлопчык,bachgen
233,Mädchen::N,дзяўчынка,merch
234,Mädchen::N,дзяўчынка,geneth
235,Familie::N,сямʼя,teulu
236,Familie::N,сямʼя,tylwyth
237,Großvater::N,дзядуля,taid
238,Großvater::N,дзядуля,tad-cu
239,Großmutter::N,бабуля,nain
240,Großmutter::N,бабуля,mam-gu
241,Eltern::N,бацькі,rhieni
242,Vater::N,бацька,tad
243,Mutter::N,маці,mam
244,Sohn::N,сын,mab
245,Tochter::N,дачка,merch
246,Bruder::N,брат,brawd
247,Schwester::N,сястра,chwaer
248,Onkel::N,дзядзька,ewythr
249,Tante::N,цётка,modryb
250,Ehemann::N,муж,gŵr
251,Ehefrau::N,жонка,gwraig
252,Freude::N,радасць,gorfoledd
253,Gelächter::N,смех,chwerthin
254,Glück::N,шчасце,hapusrwydd
255,Kummer::N,гора,galar
256,Wunsch::N,жаданне,dymuniad
257,Lust::N,цяга,chwant
258,Geist::N,дух,ysbryd
259,Gedanke::N,думка,meddwl
260,Gedächtnis::N,памяць,cof
261,Verstand::N,розум,meddwl
262,Sinn::N,сэнс,ystyr
263,Grund::N,зачэпка,achos
264,Grund::N,зачэпка,rheswm
265,Wahrheit::N,праўда,gwir
266,Wahrheit::N,праўда,gwirionedd
267,Gespräch::N,размова,sgwrs
268,Märchen::N,казка,chwedl werin
269,Erzählung::N,расказ,stori
270,Erzählung::N,апавяданне,stori
271,Nachricht::N,вестка,neges
272,Nachricht::N,паведамленне,neges
273,Neuigkeit::N,навіна,newydd
274,Name::N,імя,enw
275,Rätsel::N,загадка,pos
276,Rede::N,прамова,araith
277,Sprache::N,мова,iaith
278,Stimme::N,голас,llais
279,Wort::N,слова,gair
280,Zeichen::N,знак,arwydd
281,Ruf::N,кліч,galwad
282,Lärm::N,шум,trwst
283,Laut::N,гук,sain
284,Ton::N,гучанне,tôn
285,Lied::N,песня,cân
286,Ruhe::N,спакой,tawelwch
287,Leute::N,людзі,pobl
288,Volk::N,народ,pobl
289,Arbeit::N,праца,gwaith
290,Arbeit::N,работа,gwaith
291,Gast::N,госць,gwestai
292,Geschenk::N,падарунак,rhodd
293,Geschenk::N,падарунак,anrheg
294,Spiel::N,гульня,chwarae
295,Gesellschaft::N,таварыства,cwmni
296,Hilfe::N,дапамога,cymorth
297,Freund::N,друг,cyfaill
298,Freund::N,сябар,cyfaill
299,Kamerad::N,прыяцель,cydymaith
300,Angelegenheit::N,справа,pwnc
301,Anzahl::N,колькасць,cyfrif
302,Art::N,від,bath
303,Stück::N,кусок,darn
304,Stück::N,кавалак,darn
305,Teil::N,частка,rhan
306,Hälfte::N,палова,hanner
307,Hälfte::N,палавіна,hanner
308,Kreis::N,круг,cylch
309,Kreuz::N,крыж,croes
310,Linie::N,лінія,llinell
311,Strich::N,рыса,strôc
312,Strich::N,рыса,trawiad
313,Abstand::N,прамежак,bwlch
314,Abstand::N,прамежак,pellter
315,Entfernung::N,адлегласць,pellter
316,Gegend::N,мясцовасць,cylch
317,Platz::N,месца,lle
318,Ort::N,месца,lle
319,Seite::N,бок,ochr
320,Mitte::N,сярэдзіна,canol
321,Gegenstand::N,прадмет,eitem
322,Sache::N,рэч,peth
323,Rand::N,край,cwr
324,Rand::N,край,ymyl
325,Kante::N,руб,min
326,Kante::N,руб,ymyl
327,Kante::N,кант,min
328,Kante::N,кант,ymyl
329,Ecke::N,вугал,cornel
330,Spitze::N,кончык,blaen
331,Ende::N,канец,pen
332,Loch::N,дзірка,twll
333,Winkel::N,вугал,congl
334,Muster::N,узор,patrwm
335,Größe::N,памер,maint
336,Größe::N,памер,maintioli
337,Länge::N,даўжыня,hyd
338,Höhe::N,вышыня,uchder
339,Gewicht::N,вага,pwysau
340,Menge::N,колькасць,swm
341,Menge::N,колькасць,maint
342,Haufen::N,куча,pentwr
343,Reihe::N,рад,rhes
344,Boot::N,лодка,cwch
345,Ruder::N,вясло,rhwyf
346,Schlitten::N,сані,sled
347,Schlitten::N,сані,car llusg
348,Ski::N,лыжа,sgi
349,Lagerfeuer::N,вогнішча,coelcerth
350,Last::N,цяжар,llwyth
351,Gang::N,ход,tro
352,Schritt::N,шаг,cam
353,Schritt::N,крок,cam
354,Norden::N,поўнач,gogledd
355,Süden::N,поўдзень,de
356,Westen::N,захад,gorllewin
357,Osten::N,усход,dwyrain
358,Holz::N,дрэва,pren
359,Holz::N,драўніна,pren
360,Brett::N,дошка,bwrdd
361,Brett::N,дошка,astell
362,Platte::N,пліта,llech
363,Stütze::N,падпорка,ateg
364,Stütze::N,падпорка,cynhalydd
365,Stange::N,жэрдка,polyn
366,Stock::N,палка,ffon
367,Stock::N,палка,brigyn
368,Stab::N,шост,ffon
369,Rohr::N,труба,pibell
370,Haus::N,дом,tŷ
371,Heim::N,дом,cartref
372,Heim::N,хата,cartref
373,Ofen::N,печ,stof
374,Fußboden::N,падлога,llawr
375,Tisch::N,стол,bwrdd
376,Stuhl::N,стул,cadair
377,Stuhl::N,крэсла,cadair
378,Wiege::N,калыска,crud
379,Bett::N,ложак,gwely
380,Bett::N,пасцель,gwely
381,Regal::N,паліца,silff
382,Kiste::N,скрынка,bocs
383,Kiste::N,скрынка,blwch
384,Fenster::N,акно,ffenestr
385,Tür::N,дзверы,drws
386,Tor::N,вароты,porth
387,Zaun::N,агароджа,ffens
388,Dach::N,дах,to
389,Leiter::N,лесвіца,ysgol
390,Besen::N,мятла,ysgub
391,Spaten::N,лапата,rhaw
392,Spaten::N,жалязняк,rhaw
393,Schaufel::N,шуфлік,rhaw
394,Schaufel::N,лапатка,rhaw
395,Gabel::N,відэлец,fforc
396,Löffel::N,лыжка,llwy
397,Messer::N,нож,cyllell
398,Nagel::N,цвік,hoel
399,Netz::N,сетка,gwe
400,Netz::N,сетка,rhwyd
401,Haken::N,крук,bach
402,Griff::N,ручка,carn
403,Schloss::N,замок,clo
404,Bild::N,карціна,llun
405,Bild::N,карціна,pictiwr
406,Figur::N,фігура,ffigur
407,Puppe::N,лялька,dol
408,Beutel::N,мяшок,cwd
409,Bündel::N,вязка,bwndel
410,Bündel::N,вязка,coflaid
411,Tasche::N,торба,cod
412,Eimer::N,вядро,bwced
413,Eimer::N,вядро,cunnog
414,Deckel::N,накрыўка,caead
415,Geschirr::N,пасуда,llestri
416,Sack::N,мех,sach
417,Tasse::N,кубак,cwpan
418,Topf::N,каструля,pot
419,Topf::N,каструля,crochan
420,Kessel::N,кацёл,tegell
421,Essen::N,ежа,pryd o fwyd
422,Nahrung::N,харч,bwyd
423,Speise::N,страва,saig
424,Fleisch::N,мяса,cig
425,Getreide::N,збожжа,ŷd
426,Getreide::N,збожжа,llafur
427,Brei::N,каша,uwd
428,Brot::N,хлеб,bara
429,Scheibe::N,луста,tafell
430,Scheibe::N,скібка,tafell
431,Fett::N,тлушч,saim
432,Fett::N,тлушч,braster
433,Butter::N,масла,ymenyn
434,Öl::N,алей,olew
435,Salz::N,соль,halen
436,Suppe::N,суп,cawl
437,Honig::N,мёд,mêl
438,Milch::N,малако,llaeth
439,Milch::N,малако,llefrith
440,Tee::N,чай,te
441,Tee::N,гарбата,te
442,Leder::N,скура,lledr
443,Wolle::N,воўна,gwlân
444,Stoff::N,тканіна,lliain
445,Stoff::N,тканіна,brethyn
446,Nadel::N,іголка,nodwydd
447,Faden::N,нітка,edau
448,Faden::N,нітка,edefyn
449,Knopf::N,гузік,botwm
450,Knoten::N,вузел,cwlwm
451,Farbe::N,фарба,paent
452,Kleidung::N,адзенне,dillad
453,Kleidung::N,адзенне,gwisgoedd
454,Hemd::N,кашуля,crys
455,Kragen::N,каўнер,coler
456,Ärmel::N,рукаў,llawes
457,Hose::N,штаны,trowsus
458,Gürtel::N,пояс,gwregys
459,Mütze::N,шапка,cap
460,Schuh::N,чаравік,esgid
461,Stiefel::N,бот,botasen
462,Ring::N,кольца,modrwy
463,Band::N,стужка,rhuban
464,Kamm::N,расчоска,crib
465,Spiegel::N,люстра,drych
466,Riemen::N,рэмень,strap
467,Schnur::N,вяроўка,llinyn
468,Leine::N,павадок,tennyn
469,Decke::N,коўдра,blanced
470,Decke::N,коўдра,gwrthban
471,Kissen::N,падушка,clustog
472,Kissen::N,падушка,gobennydd
473,Tuch::N,хустка,sgarff
474,Handtuch::N,ручнік,tywel
475,Handtuch::N,ручнік,lliain sychu
476,Kraft::N,сіла,grym
477,Stärke::N,моц,nerth
478,Stärke::N,моц,cryfder
479,Gesundheit::N,здароўе,iechyd
480,Krankheit::N,хвароба,afiechyd
481,Krankheit::N,хвароба,anhwylder
482,Schmerz::N,боль,poen
483,Schmerz::N,боль,gwayw
484,Wunde::N,рана,clwyf
485,Fieber::N,гарачка,twymyn
486,Fieber::N,ліхаманка,twymyn
487,Arznei::N,лекі,meddyginiaeth
488,Brücke::N,мост,pont
489,Brunnen::N,калодзеж,ffynnon
490,Weide::N,паша,porfa
491,Pfad::N,сцежка,llwybr
492,Weg::N,шлях,ffordd
493,Weg::N,дарога,ffordd
494,Straße::N,вуліца,heol
495,Straße::N,вуліца,ffordd
496,Dorf::N,вёска,pentref
497,Stadt::N,горад,tref
498,Brief::N,ліст,llythyr
499,Brief::N,пісьмо,llythyr
500,Buch::N,кніга,llyfr
501,Buchstabe::N,літара,llythyren
502,Zeitung::N,газета,papur newydd
503,Leben::N,жыццё,bywyd
504,Tod::N,смерць,marwolaeth
505,Grab::N,магіла,bedd
506,Kirche::N,касцёл,eglwys
507,Kirche::N,царква,eglwys
508,Sünde::N,грэх,pechod
509,Gott::N,бог,duw
510,Arbeiter::N,рабочы,gweithiwr
511,Chef::N,начальнік,pennaeth
512,Meister::N,майстар,meistr
513,Arzt::N,урач,meddyg
514,Lehrer::N,настаўнік,athro
515,Geld::N,грошы,pres
516,Geld::N,грошы,arian
517,Geschäft::N,заняцце,busnes
518,Laden::N,крама,siop
519,Laden::N,магазін,siop
520,Preis::N,цана,pris
521,Ware::N,тавар,nwydd
522,Nutzen::N,выгада,elw
523,Nutzen::N,выгада,budd
524,Reichtum::N,багацце,cyfoeth
525,Welt::N,свет,byd
526,Land::N,краіна,gwlad
527,Staat::N,дзяржава,gwladwriaeth
528,König::N,кароль,brenin
529,Macht::N,улада,grym
530,Macht::N,улада,awdurdod
531,Grenze::N,граніца,ffin
532,Grenze::N,граніца,goror
533,Krieg::N,вайна,rhyfel
534,Feind::N,вораг,gelyn
535,Gewalt::N,насілле,ffyrnigrwydd
536,Kampf::N,барацьба,brwydr
537,Bogen[Waffe]::N,лук,bwa
538,Pfeil::N,страла,saeth
539,Gewehr::N,ружжо,dryll
540,Fehler::N,памылка,gwall
541,Fehler::N,памылка,camgymeriad
542,Lüge::N,хлусня,celwydd
543,Lüge::N,хлусня,anwiredd
544,Schaden::N,шкода,niwed
545,Schaden::N,шкода,difrod
546,Unglück::N,ліха,anffawd
547,Unglück::N,бядота,anffawd
548,Schuld::N,віна,bai
549,Alter::N,узрост,oed
550,Schluss::N,канец,diwedd
551,Zeit::N,час,amser
552,Tag::N,дзень,dydd
553,Tag::N,дзень,diwrnod
554,Morgen::N,ранак,bore
555,Morgen::N,раніца,bore
556,Mittag::N,паўдня,nawn
557,Mittag::N,поўдзень,nawn
558,Abend::N,вечар,noswaith
559,Nacht::N,ноч,nos
560,Woche::N,тыдзень,wythnos
561,Monat::N,месяц,mis
562,Jahr::N,год,blwyddyn
563,Frühling::N,вясна,gwanwyn
564,Sommer::N,лета,haf
565,Herbst::N,восень,hydref
566,Winter::N,зіма,gaeaf
567,Januar::N,студзень,Ionawr
568,Februar::N,люты,Chwefror
569,März::N,сакавік,Mawrth
570,April::N,красавік,Ebrill
571,Mai::N,май,Mai
572,Mai::N,травень,Mai
573,Juni::N,чэрвень,Mehefin
574,Juli::N,ліпень,Gorffennaf
575,August::N,жнівень,Awst
576,September::N,верасень,Medi
577,Oktober::N,кастрычнік,Hydref
578,November::N,лістапад,Tachwedd
579,Dezember::N,снежань,Rhagfyr
580,Montag::N,панядзелак,dydd Llun
581,Dienstag::N,аўторак,dydd Mawrth
582,Mittwoch::N,серада,dydd Mercher
583,Donnerstag::N,чацвер,dydd Iau
584,Freitag::N,пятніца,dydd Gwener
585,Samstag::N,субота,dydd Sadwrn
586,Sonntag::N,нядзеля,dydd Sul
587,groß::A,вялікі,mawr
588,klein::A,маленькі,bach
589,lang::A,доўгі,hir
590,kurz::A,кароткі,byr
591,kurz::A,кароткі,cwta
592,breit::A,шырокі,llydan
593,schmal::A,вузкі,cul
594,dicht::A,густы,dwys
595,dick[Gegenstand]::A,тоўсты,trwchus
596,dünn::A,тонкі,tenau
597,fein::A,тонкі,main
598,fest::A,моцны,cadarn
599,flach::A,плоскі,gwastad
600,glatt::A,гладкі,llyfn
601,hart::A,цвёрды,caled
602,weich::A,мяккі,meddal
603,rund::A,круглы,crwn
604,spitz::A,спічасты,pigfain
605,spitz::A,востраканцовы,pigfain
606,scharf::A,востры,miniog
607,stumpf::A,тупы,pŵl
608,schwer::A,цяжкі,trwm
609,schön::A,прыгожы,teg
610,schön::A,прыгожы,hardd
611,schön::A,прыгожы,prydferth
612,heiß::A,гарачы,poeth
613,warm::A,цёплы,twym
614,warm::A,цёплы,cynnes
615,kalt::A,холадны,oer
616,kühl::A,халаднаваты,oeraidd
617,frisch::A,свежы,iach
618,feucht::A,вільготны,llaith
619,nass::A,мокры,gwlyb
620,trocken::A,сухі,sych
621,voll::A,поўны,llawn
622,leer::A,пусты,gwag
623,offen::A,адкрыты,agored
624,offen::A,адчынены,agored
625,geschlossen::A,закрыты,caead
626,geschlossen::A,закрыты,caeëdig
627,geschlossen::A,зачынены,caead
628,geschlossen::A,зачынены,caeëdig
629,sauber::A,чысты,glân
630,schmutzig::A,брудны,budr
631,schmutzig::A,брудны,brwnt
632,roh::A,сыры,amrwd
633,reif::A,спелы,aeddfed
634,lecker::A,смачны,blasus
635,lecker::A,смачны,danteithiol
636,süß::A,салодкі,melys
637,bitter::A,горкі,chwerw
638,sauer::A,кіслы,sur
639,hell::A,светлы,disglair
640,dunkel::A,цёмны,tywyll
641,schwarz::A,чорны,du
642,weiß::A,белы,gwyn
643,rot::A,чырвоны,coch
644,gelb::A,жоўты,melyn
645,blau::A,сіні,glas
646,grün::A,зялёны,gwyrdd
647,grau::A,шэры,llwyd
648,bunt::A,пяресты,lliwgar
649,billig::A,танны,rhad
650,teuer::A,дарагі,drud
651,wertvoll::A,цэнны,gwerthfawr
652,wertvoll::A,каштоўны,gwerthfawr
653,blind::A,сляпы,dall
654,taub::A,глухі,byddar
655,kräftig::A,магутны,nerthol
656,kräftig::A,магутны,grymus
657,stark::A,сільны,cryf
658,stark::A,сільны,cadarn
659,schwach::A,слабы,gwan
660,fett::A,тлусты,tew
661,schlank::A,стройны,main
662,hübsch::A,чароўны,tlws
663,böse::A,злы,drwg
664,dumm::A,дурны,twp
665,faul::A,лянівы,diog
666,fleißig::A,руплівы,dyfal
667,geizig::A,прагны,crintach
668,geizig::A,прагны,cybyddlyd
669,klug::A,разумны,deallus
670,geschickt::A,умелы,medrus
671,geschickt::A,умелы,deheuig
672,lieb::A,мілы,hoff
673,lieb::A,мілы,annwyl
674,lustig::A,вясёлы,llon
675,sanft::A,ласкавы,mwyn
676,hungrig::A,галодны,newynog
677,krank::A,хворы,sâl
678,krank::A,хворы,gwael
679,nackt::A,голы,noeth
680,traurig::A,сумны,trist
681,lebendig::A,жывы,yn fyw
682,gut::A,добры,da
683,schlecht::A,кепскі,drwg
684,schlecht::A,кепскі,gwael
685,richtig::A,правільны,cywir
686,schlimm::A,агідны,enbyd
687,wahr::A,сапраўдны,gwir
688,alt::A,стары,hen
689,neu::A,новы,newydd
690,ehemalig::A,былы,blaenorol
691,alt[Lebewesen]::A,стары,oedrannus
692,jung::A,малады,ifanc
693,arm::A,бедны,tlawd
694,reich::A,багаты,cyfoethog
695,bekannt::A,знаёмы,cynefin
696,bekannt::A,знаёмы,cyfarwydd
697,berühmt::A,славуты,enwog
698,fremd::A,чужы,estron
699,verschieden::A,розны,gwahanol
700,nah::A,блізкі,agos
701,fern::A,далёкі,pell
702,linker::A,левы,aswy
703,linker::A,левы,chwith
704,rechter::A,правы,de
705,rechter::A,правы,deau
706,anderer::A,іншы,arall
707,anderer::A,другі,arall
708,erster::A,першы,cyntaf
709,zweiter::A,другі,ail
710,dritter::A,трэці,trydydd
711,letzter::A,апошні,olaf
712,allein::ADV,сам,unig
713,allein::ADV,сам,ar ei ben ei hun
714,allein::ADV,адзін,unig
715,allein::ADV,адзін,ar ei ben ei hun
716,auf einmal::ADV,адразу,ar yr un pryd
717,zusammen::ADV,разам,ynghyd
718,zusammen::ADV,разам,gyda'i gilydd
719,lange::ADV,доўга,amser hir
720,plötzlich::ADV,раптам,yn sydyn
721,sofort::ADV,зараз,ar unwaith
722,später::ADV,пазней,yn ddiweddarach
723,jetzt::ADV,цяпер,yn awr
724,heute::ADV,сёння,heddiw
725,morgen::ADV,заўтра,yfory
726,bald::ADV,хутка,yn fuan
727,bald::ADV,хутка,gyda hyn
728,bald::ADV,неўзабаве,yn fuan
729,bald::ADV,неўзабаве,gyda hyn
730,dann::ADV,потым,yna
731,dann::ADV,потым,y pryd hwnnw
732,gestern::ADV,учора,ddoe
733,einst::ADV,аднойчы,gynt
734,damals::ADV,тады,ar y pryd
735,damals::ADV,тады,bryd hynny
736,danach::ADV,затым,wedyn
737,vorher::ADV,раней,o'r blaen
738,zuerst::ADV,спярша,yn gyntaf
739,zuerst::ADV,спачатку,yn gyntaf
740,einmal::ADV,адзін раз,unwaith
741,manchmal::ADV,часам,weithiau
742,manchmal::ADV,часам,ar brydiau
743,oft::ADV,часта,yn aml
744,oft::ADV,часта,yn fynych
745,immer::ADV,заўсёды,bob amser
746,niemals::ADV,ніколі,ni ... byth
747,niemals::ADV,ніколі,ni ... erioed
748,hier::ADV,тут,yma
749,hierhin::ADV,сюды,hyd yma
750,von hier::ADV,адсюль,oddi yma
751,von hier::ADV,адгэтуль,oddi yma
752,dort::ADV,там,acw
753,dorthin::ADV,туды,tuag yno
754,geradeaus::ADV,прама,syth ymlaen
755,vorwärts::ADV,наперад,ymlaen
756,rückwärts::ADV,назад,yn ôl
757,zurück::ADV,назад,yn ôl
758,unten::ADV,унізе,isod
759,unten::ADV,унізе,oddi tanodd
760,hinab::ADV,уніз,i lawr
761,hinab::ADV,уніз,i waered
762,oben::ADV,угары,fry
763,oben::ADV,наверсе,fry
764,hinauf::ADV,угару,i fyny
765,hinauf::ADV,угару,i'r lan
766,überall::ADV,усюды,ym mhobman
767,nicht::ADV,не,ni
768,nicht::ADV,не,nid
769,ein wenig::ADV,трошкі,tipyn
770,ein wenig::ADV,трошкі,ychydig
771,kaum::ADV,ледзьве,prin
772,sehr::ADV,вельмі,iawn
773,so::ADV,так,fel
774,so::ADV,так,felly
775,noch::ADV,яшчэ,eto
776,nur::ADV,толькі,yn unig
777,schon::ADV,ужо,eisoes
778,schon::ADV,ужо,yn barod
779,wieder::ADV,зноў,drachefn
780,vergebens::ADV,дарма,yn ofer
781,vergebens::ADV,дарэмна,yn ofer
782,vor::PRP,перад,o flaen
783,hinter::PRP,за,ar ôl
784,hinter::PRP,ззаду,ar ôl
785,unter::PRP,пад,islaw
786,durch::PRP,праз,trwy
787,neben::PRP,каля,ar bwys
788,zwischen::PRP,між,rhwng
789,zwischen::PRP,між,cydrhwng
790,zwischen::PRP,паміж,rhwng
791,zwischen::PRP,паміж,cydrhwng
792,wegen::PRP,з-за,o achos
793,wegen::PRP,з-за,oherwydd
794,dies::PRN,гэта,hyn
795,das::PRN,тое,hynny
796,alles::PRN,усё,popeth
797,ich::PRN,я,fi
798,du::PRN,ты,ti
799,er::PRN,ён,fe
800,wir::PRN,мы,ni
