,Concept_ID,zh,kk
60,Traum::N,梦,түс
61,Himmel::N,天空,аспан
62,Himmel::N,天空,көқ
63,Himmel::N,天空,таңдай
64,Sonne::N,太阳,күн
65,Mond::N,月亮,ай
66,Stern::N,星,жұлдыз
67,Luft::N,空气,әуе
68,Wind::N,风,жел
69,Welle::N,波,толқын
70,Wasser::N,水,су
71,Stein::N,石头,тас
72,Boden::N,地面,қыртыс
73,Erde::N,地,топырақ
74,Staub::N,灰尘,шаң
75,Rauch::N,烟,түтін
76,Funke::N,火花,ұшқын
77,Feuer::N,火,алау
78,Licht::N,光,шұғыла
79,Schatten::N,影子,көлеңке
80,Wetter::N,天气,ауа райы
81,Nebel::N,雾,тұман
82,Wolke::N,云,бұлт
83,Regen::N,雨,жаңбыр
84,Schnee::N,雪,қар
85,Eis::N,冰,мұз
86,Frost::N,霜冻,суық
87,Kälte::N,寒冷,ызғар
88,Kälte::N,寒冷,суықтық
89,Hitze::N,炎热,аптап
90,Raureif::N,霜,қырау
91,Regenbogen::N,虹,кемпірқосақ
92,Donner::N,雷,күн күркіреу
93,Strömung::N,水流,ағын
94,Tropfen::N,滴,тамшы
95,Schaum::N,泡沫,көбік
96,Schmutz::N,赃物,кір
97,See::N,湖,көл
98,Sumpf::N,沼泽,саз
99,Moor::N,沼泽,саз
100,Wiese::N,草地,шалғын
101,Wald::N,森林,орман
102,Hügel::N,丘陵,төбе
103,Hügel::N,丘陵,белес
104,Hügel::N,丘陵,белес-белес
105,Anhöhe::N,山丘,дөң
106,Anhöhe::N,山丘,адыр
107,Anhöhe::N,山丘,қырат
108,Berg::N,山,тау
109,Gipfel::N,峰,төбе
110,Höhle::N,洞穴,үңгір
111,Abhang::N,斜坡,бауыр
112,Quelle::N,泉,қайнар
113,Bach::N,溪,жылға
114,Fluss::N,河流,өзен
115,Ufer::N,岸,жиек
116,Küste::N,海岸,жиегі
117,Küste::N,海岸,жағалау
118,Festland::N,大陆,құрылық
119,Meer::N,海,теңіз
120,Bucht::N,海湾,шығанақ
121,Insel::N,岛,арал
122,Blume::N,花,гүл
123,Gras::N,草,от
124,Wurzel::N,根,түбір
125,Baum::N,树,ағаш
126,Baum::N,树,дарақ
127,Stamm::N,树干,сояу
128,Stamm::N,树干,оқпан
129,Rinde::N,树皮,қабық
130,Ast::N,树枝,бұтақ
131,Zweig::N,树枝,шыбық
132,Blatt::N,叶子,жапырақ
133,Birke::N,桦木,қайың
134,Kiefer[Baum]::N,松树,қарағай
135,Weide[Baum]::N,柳树,тал
136,Tanne::N,冷杉,шырша
137,Horn::N,角,мүйіз
138,Feder::N,羽毛,қаламұш
139,Fell::N,皮毛,тері
140,Flügel::N,翅膀,қанат
141,Klaue::N,爪子,тырнақ
142,Kralle::N,爪子,аяқ
143,Schwanz::N,尾巴,құйрық
144,Ei::N,蛋,жұмыртқа
145,Nest::N,巢,ұя
146,Bau::N,穴,жатақ
147,Tier::N,动物,айуан
148,Tier::N,动物,жануар
149,Herde::N,群,пада
150,Kuh::N,母牛,сиыр
151,Bulle::N,公牛,өгіз
152,Pferd::N,马,жылқы
153,Schaf::N,羊,қой
154,Schwein::N,猪,шошқа
155,Hund::N,狗,ит
156,Katze::N,猫,мысық
157,Bär::N,熊,аю
158,Eichhörnchen::N,松鼠,тиін
159,Elch::N,麋鹿,бұғы
160,Fuchs::N,狐狸,түлкі
161,Hase::N,兔子,қоян
162,Maus::N,老鼠,қаптесер
163,Wolf::N,狼,бөрі
164,Wolf::N,狼,қасқыр
165,Vogel::N,鸟,құс
166,Schwarm::N,群,топ
167,Schwarm::N,群,үйір
168,Huhn::N,鸡,тауық
169,Huhn::N,鸡,мекиен
170,Hahn::N,公鸡,әтеш
171,Hahn::N,公鸡,қораз
172,Gans::N,鹅,қаз
173,Adler::N,鹰,бүркіт
174,Ente::N,鸭,үйрек
175,Eule::N,猫头鹰,жапалақ
176,Kranich::N,鹤,тырна
177,Krähe::N,乌鸦,қарға
178,Kuckuck::N,布谷鸟,көкек
179,Schwan::N,天鹅,аққу
180,Fisch::N,鱼,балық
181,Barsch::N,鲈鱼,алабұға
182,Hecht::N,狗鱼,шортан
183,Schlange[Tier]::N,蛇,жылан
184,Wurm::N,蠕虫,шұбалшаң
185,Spinne::N,蜘蛛,өрмекші
186,Ameise::N,蚂蚁,қүмырска
187,Laus::N,虱子,бит
188,Mücke::N,蚊子,маса
189,Fliege::N,苍蝇,шыбын
190,Schmetterling::N,蝴蝶,көбелек
191,Beere::N,将果,жидек
192,Apfel::N,苹果,алма
193,Pilz::N,蘑菇,қозықұйрық
194,Pilz::N,蘑菇,саңыраукулақ
195,Zwiebel::N,洋葱,жуа
196,Saat::N,种子,тұқым
197,Korn::N,谷粒,дән
198,Heu::N,干草,шөп
199,Schale::N,壳,қабық
200,Schale::N,壳,қабығы
201,Grube::N,坑,ор
202,Falle::N,圈套,дұзақ
203,Falle::N,圈套,қақпан
204,Schlinge::N,活扣,ілмек
205,Spur::N,踪迹,із
206,Asche::N,灰烬,күл
207,Dreck::N,污垢,былғаныш
208,Eisen::N,铁,темір
209,Gold::N,金子,алтын
210,Silber::N,银,күміс
211,Kohle::N,煤,көмір
212,Glas::N,玻璃,шыны
213,Lehm::N,粘土,балшық
214,Sand::N,沙,құм
215,Mensch::N,人,адам
216,Mann::N,男子,еркек
217,Mann::N,男子,ер адам
218,Frau::N,妇女,бике
219,Frau::N,妇女,қатын
220,Kind::N,小孩,бала
221,Kind::N,小孩,перзент
222,Junge::N,男孩,бала
223,Junge::N,男孩,ер бала
224,Mädchen::N,女孩,қыз
225,Familie::N,家庭,жанұя
226,Großvater::N,祖父,ата
227,Großmutter::N,祖母,әже
228,Großmutter::N,祖母,әжей
229,Eltern::N,父母,ата-аналар
230,Vater::N,父亲,әке
231,Mutter::N,母亲,ана
232,Sohn::N,儿子,ұл
233,Tochter::N,女儿,қызым
234,Bruder::N,兄弟,бауырым
235,Schwester::N,姐妹,әпке
236,Onkel::N,伯父,көке
237,Tante::N,阿姨,тәте
238,Ehemann::N,丈夫,ер
239,Ehefrau::N,妻子,зайып
240,Freude::N,愉快,қуаныш
241,Freude::N,愉快,сүйініш
242,Freude::N,愉快,шат-думан
243,Freude::N,愉快,қуаныштылық
244,Gelächter::N,大笑,күлу
245,Glück::N,运气,бақыт
246,Glück::N,运气,бақыттылық
247,Kummer::N,苦恼,аза
248,Kummer::N,苦恼,қайғы
249,Kummer::N,苦恼,қасырет
250,Wunsch::N,愿望,мүдде
251,Lust::N,乐趣,тәбет
252,Lust::N,乐趣,ынтызар
253,Lust::N,乐趣,құштарлық
254,Geist::N,精神,рух
255,Gedanke::N,思想,ой
256,Gedächtnis::N,记性,ес
257,Gedächtnis::N,记性,жады
258,Gedächtnis::N,记性,ақыл-ес
259,Verstand::N,理智,ақыл
260,Verstand::N,理智,парасат
261,Sinn::N,感觉,мән
262,Sinn::N,感觉,маныз
263,Sinn::N,感觉,мағына
264,Sinn::N,感觉,мән-мағына
265,Grund::N,理由,себеп
266,Wahrheit::N,真理,рас
267,Gespräch::N,谈话,әңгіме
268,Märchen::N,童话,ертеп
269,Märchen::N,童话,ертек
270,Erzählung::N,故事,әңгіме
271,Nachricht::N,消息,хабар
272,Neuigkeit::N,新闻,жаңалық
273,Name::N,名字,ат
274,Name::N,名字,атау
275,Rätsel::N,谜语,жұмбақ
276,Rede::N,讲话,сөз
277,Sprache::N,语言,тіл
278,Stimme::N,声音,үн
279,Stimme::N,声音,әуен
280,Stimme::N,声音,дауыс
281,Wort::N,词,сөз
282,Zeichen::N,标记,ишара
283,Ruf::N,呼喊,айғай
284,Lärm::N,噪音,айғай-шу
285,Lärm::N,噪音,айғай-ұйғай
286,Laut::N,响声,дыбыс
287,Laut::N,响声,дауыс
288,Ton::N,声音,әуен
289,Lied::N,歌曲,ән
290,Lied::N,歌曲,жыр
291,Lied::N,歌曲,ән-жыр
292,Ruhe::N,安静,тыныштық
293,Leute::N,人们,кісілер
294,Volk::N,人民,халық
295,Arbeit::N,劳动,еңбек
296,Gast::N,客人,қонақ
297,Gast::N,客人,мейман
298,Geschenk::N,礼物,қадия
299,Spiel::N,游戏,ойын
300,Gesellschaft::N,陪同,қауым
301,Gesellschaft::N,陪同,жұртшылық
302,Hilfe::N,帮助,жэрдем
303,Freund::N,朋友,дос
304,Kamerad::N,同志,дос-жар
305,Angelegenheit::N,事情,жұмыс
306,Anzahl::N,数目,сан
307,Anzahl::N,数目,саны
308,Art::N,种类,түр
309,Stück::N,块,тілім
310,Teil::N,部分,үлес
311,Teil::N,部分,бөлшек
312,Hälfte::N,一半,жарты
313,Kreis::N,圆,шеңбер
314,Kreuz::N,十字架,крест
315,Linie::N,线条,сызық
316,Strich::N,划,сызық
317,Abstand::N,距离,ара
318,Abstand::N,距离,аралық
319,Entfernung::N,距离,аралық
320,Gegend::N,地区,өңір
321,Platz::N,场所,орны
322,Ort::N,地点,орын
323,Seite::N,面,жақ
324,Seite::N,面,бүйір
325,Mitte::N,中间,ортасы
326,Gegenstand::N,物品,зат
327,Gegenstand::N,物品,нәрсе
328,Sache::N,物,бұйым
329,Rand::N,边,шет
330,Rand::N,边,шеті
331,Kante::N,棱,қыр
332,Kante::N,棱,қыры
333,Ecke::N,角,қыры
334,Ecke::N,角,бұрыш
335,Spitze::N,尖,ұшы
336,Ende::N,结尾,аяқ
337,Ende::N,结尾,соңы
338,Loch::N,洞,тесік
339,Winkel::N,角度,мүйіс
340,Muster::N,模型,мәнер
341,Größe::N,大小,ауқым
342,Größe::N,大小,көлемдік
343,Länge::N,长度,бой
344,Länge::N,长度,ұзындық
345,Höhe::N,高度,жоғарылық
346,Höhe::N,高度,биіктік
347,Gewicht::N,重量,салмақ
348,Menge::N,数量,мөлшер
349,Haufen::N,堆,үйме
350,Haufen::N,堆,үйінді
351,Reihe::N,行,сап
352,Boot::N,小船,қайық
353,Ruder::N,奖,ескек
354,Schlitten::N,雪橇,шана
355,Ski::N,雪板,шаңғы
356,Lagerfeuer::N,营火,алау
357,Last::N,负担,ауырлық
358,Last::N,负担,ауыр зат
359,Gang::N,行走,жүріс
360,Schritt::N,步伐,адым
361,Norden::N,北,солтүстік
362,Norden::N,北,терістік
363,Süden::N,南,оңтүстік
364,Westen::N,西,батыс
365,Osten::N,东,күншығыс
366,Holz::N,木材,ағаш
367,Holz::N,木材,сүрек
368,Brett::N,木板,тақта
369,Platte::N,平板,тақта
370,Stütze::N,支架,тіреу
371,Stange::N,杆,қада
372,Stock::N,棒,сойыл
373,Stab::N,棍,сырық
374,Rohr::N,管子,құбыр
375,Haus::N,房屋,үй
376,Heim::N,家,үйлі
377,Heim::N,家,шаңырақ
378,Ofen::N,炉子,ошақ
379,Ofen::N,炉子,пеш
380,Fußboden::N,地板,еден
381,Tisch::N,桌子,үстел
382,Stuhl::N,椅子,орындық
383,Wiege::N,摇蓝,бесік
384,Bett::N,床,кереует
385,Regal::N,架子,сөре
386,Kiste::N,箱子,жәшік
387,Fenster::N,窗户,терезе
388,Tür::N,门,есік
389,Tor::N,大门,дарбаза
390,Zaun::N,篱笆,дуал
391,Dach::N,屋顶,шатыр
392,Leiter::N,梯子,саты
393,Leiter::N,梯子,басқыш
394,Besen::N,扫帚,сыпырғыш
395,Spaten::N,铁锹,күрек
396,Schaufel::N,铁锹,қалақ
397,Gabel::N,叉,аша
398,Gabel::N,叉,шанышқы
399,Löffel::N,食匙,қасық
400,Messer::N,刀,пышақ
401,Nagel::N,钉子,мық
402,Nagel::N,钉子,шеге
403,Netz::N,网,керегекөз
404,Haken::N,钩子,ілмек
405,Griff::N,把柄,сап
406,Griff::N,把柄,тұтқа
407,Schloss::N,锁,құлып
408,Schloss::N,锁,бекіткіш
409,Bild::N,图画,сурет
410,Figur::N,人像,тұлға
411,Puppe::N,娃娃,қуыршақ
412,Beutel::N,袋子,қапшық
413,Bündel::N,捆,байлам
414,Tasche::N,手提包,дорба
415,Eimer::N,桶,шелек
416,Deckel::N,盖子,жапқыш
417,Geschirr::N,餐具,ыдыс
418,Sack::N,袋子,қап
419,Tasse::N,杯子,шыныаяқ
420,Topf::N,锅,кәстрөл
421,Kessel::N,水壶,қазан
422,Essen::N,进餐,ас
423,Nahrung::N,食物,ас
424,Nahrung::N,食物,тамақ
425,Speise::N,菜肴,тағам
426,Fleisch::N,肉,ет
427,Getreide::N,谷物,дәнді
428,Brei::N,粥,ботқа
429,Brot::N,面包,күлше
430,Scheibe::N,片,тілім
431,Fett::N,脂肪,май
432,Butter::N,黄油,май
433,Öl::N,油,май
434,Salz::N,盐,тұз
435,Suppe::N,汤,көже
436,Honig::N,蜂蜜,бал
437,Milch::N,奶,сүт
438,Tee::N,茶,шай
439,Leder::N,皮革,көн
440,Wolle::N,毛线,жүн
441,Stoff::N,织物,мата
442,Stoff::N,织物,кездеме
443,Nadel::N,针,ине
444,Faden::N,线,жіп
445,Knopf::N,纽扣,түйме
446,Knoten::N,结,түйін
447,Farbe::N,颜色,рең
448,Kleidung::N,衣服,киім
449,Hemd::N,衬衫,жейде
450,Kragen::N,领子,жаға
451,Ärmel::N,袖子,жең
452,Hose::N,裤子,шалбар
453,Gürtel::N,腰带,белбеу
454,Mütze::N,帽子,қалпақ
455,Schuh::N,鞋,кебіс
456,Stiefel::N,靴子,етік
457,Ring::N,戒指,жүзік
458,Band::N,带子,таспа
459,Kamm::N,梳子,тарақ
460,Spiegel::N,镜子,айна
461,Riemen::N,皮带,қайыс
462,Schnur::N,绳子,жіп
463,Leine::N,皮带,тізгін
464,Decke::N,被子,көрпе
465,Kissen::N,软垫,жастық
466,Tuch::N,巾,орамал
467,Handtuch::N,手巾,сүлгі
468,Kraft::N,力,қуат
469,Kraft::N,力,қарқын
470,Kraft::N,力,әл-шама
471,Kraft::N,力,әл-дәрмен
472,Stärke::N,力量,әл
473,Stärke::N,力量,күш
474,Gesundheit::N,健康,денсаулык
475,Krankheit::N,病,ауру
476,Schmerz::N,痛,ауру
477,Wunde::N,伤口,зақым
478,Wunde::N,伤口,жарақат
479,Fieber::N,发烧,безгек
480,Fieber::N,发烧,қалтырау
481,Fieber::N,发烧,қызу көтерілуі
482,Arznei::N,药,дәрі
483,Arznei::N,药,дәрі-дәрмек
484,Brücke::N,桥,көпір
485,Brunnen::N,井,құдық
486,Weide::N,牧场,өріс
487,Weide::N,牧场,жайылым
488,Pfad::N,小路,жол
489,Weg::N,路,жол
490,Straße::N,街,жол
491,Dorf::N,村庄,ауыл
492,Stadt::N,城市,қала
493,Stadt::N,城市,шаһар
494,Brief::N,信,хат
495,Brief::N,信,жазу
496,Buch::N,书,кітап
497,Buchstabe::N,字母,әріп
498,Buchstabe::N,字母,қаріп
499,Zeitung::N,报纸,газет
500,Leben::N,生命,өмір
501,Leben::N,生命,тіршілік
502,Tod::N,死亡,опат
503,Grab::N,坟墓,мола
504,Grab::N,坟墓,мазар
505,Kirche::N,教堂,шіркеу
506,Sünde::N,罪,күнә
507,Gott::N,上帝,алла
508,Gott::N,上帝,құдай
509,Gott::N,上帝,тәңірі
510,Gott::N,上帝,пәруардігер
511,Gott::N,上帝,жаратқан тәңірі
512,Arbeiter::N,工人,жүмысшы
513,Chef::N,上司,басшы
514,Chef::N,上司,жұмыс басқарушысы
515,Meister::N,师傅,шебер
516,Meister::N,师傅,өнерпаз
517,Arzt::N,医生,дәрігер
518,Lehrer::N,教师,мұғалім
519,Geld::N,钱,пұл
520,Geschäft::N,交易,бизнес
521,Laden::N,商店,дүкен
522,Preis::N,价格,ақы
523,Preis::N,价格,құны
524,Preis::N,价格,нарық
525,Ware::N,商品,тауар
526,Nutzen::N,好处,пайда
527,Reichtum::N,财富,бақ-дәулет
528,Welt::N,世界,әлем
529,Welt::N,世界,жиһан
530,Land::N,国家,аймақ
531,Staat::N,国家,мемлекет
532,König::N,国王,патша
533,Macht::N,权力,өкімет
534,Macht::N,权力,қожалық
535,Grenze::N,边界,шек
536,Krieg::N,战争,соғыс
537,Feind::N,敌人,жау
538,Feind::N,敌人,дұшпан
539,Gewalt::N,暴力,зорлык
540,Gewalt::N,暴力,зорлық-зомбылык
541,Kampf::N,战斗,күрес
542,Kampf::N,战斗,алыспақ
543,Bogen[Waffe]::N,弓,саржа
544,Pfeil::N,箭,жебе
545,Gewehr::N,枪,қару
546,Fehler::N,错误,әбес
547,Fehler::N,错误,қаталық
548,Lüge::N,谎话,өтірік
549,Schaden::N,损失,зиян
550,Schaden::N,损失,зарар
551,Unglück::N,不幸,пәле
552,Unglück::N,不幸,қасырет
553,Unglück::N,不幸,ауыртпалық
554,Schuld::N,过错,айыптылық
555,Alter::N,年龄,жас
556,Alter::N,年龄,жас шамасы
557,Schluss::N,结束,ада
558,Schluss::N,结束,бітуі
559,Zeit::N,时间,уақыт
560,Tag::N,天,күн
561,Morgen::N,早晨,таң
562,Morgen::N,早晨,таңертең
563,Mittag::N,中午,талтүс
564,Abend::N,晚上,кеш
565,Nacht::N,夜,түн
566,Woche::N,星期,апта
567,Monat::N,月,ай
568,Jahr::N,年,жыл
569,Frühling::N,春天,көктем
570,Sommer::N,夏天,жаз
571,Herbst::N,秋天,күз
572,Winter::N,冬天,қыс
573,Januar::N,一月,каңтар
574,Februar::N,二月,ақпан
575,März::N,三月,наурыз
576,April::N,四月,сәуір
577,Mai::N,五月,мамыр
578,Juni::N,六月,маусым
579,Juli::N,七月,шілде
580,August::N,八月,сүмбіле
581,August::N,八月,тамыз
582,September::N,九月,қыркүйек
583,Oktober::N,十月,ақырап
584,November::N,十一月,қараша
585,Dezember::N,十二月,желтоқсан
586,Montag::N,星期一,дүйсенбі
587,Dienstag::N,星期二,сейсенбі
588,Mittwoch::N,星期三,сәрсенбі
589,Donnerstag::N,星期四,бейсенбі
590,Freitag::N,星期五,жұма
591,Samstag::N,星期六,сенбі
592,Sonntag::N,星期日,жексембі
593,groß::A,大,алпамсадай
594,klein::A,小,кішкене
595,klein::A,小,қарғадай
596,lang::A,长,сопақ
597,lang::A,长,сорайған
598,kurz::A,短,кеспелтек
599,breit::A,宽,айдынды
600,schmal::A,细长的,қысық
601,dicht::A,密,жиі
602,dick[Gegenstand]::A,厚,шомбал
603,dünn::A,薄,жұқа
604,dünn::A,薄,жіңішке
605,fein::A,细小,қаңылтақ
606,fest::A,固体,берік
607,fest::A,固体,мызғымас
608,flach::A,平坦,жалпак
609,glatt::A,光滑,типыл
610,hart::A,硬,қатты
611,weich::A,软,жұмсақ
612,rund::A,圆,домалақ
613,spitz::A,尖,үшкір
614,scharf::A,锋利,сүйрік
615,stumpf::A,钝,доғал
616,stumpf::A,钝,өтпейтін
617,schwer::A,重,салмақты
618,schön::A,美丽,сұлу
619,heiß::A,烫,ыссы
620,warm::A,暖和,жылы
621,kalt::A,冷,аязды
622,kühl::A,凉,салқын
623,frisch::A,新鲜,таза
624,frisch::A,新鲜,жаңа
625,feucht::A,潮湿,нам
626,feucht::A,潮湿,дымқылды
627,nass::A,湿,сулы
628,trocken::A,干,құрғақ
629,voll::A,满,толы
630,leer::A,空,бос
631,offen::A,敞开,ашып қойылған
632,geschlossen::A,关闭,жабулы
633,sauber::A,干净,дақсыз
634,sauber::A,干净,мұнтаздай
635,schmutzig::A,肮脏,айғыз
636,schmutzig::A,肮脏,сатпақ
637,schmutzig::A,肮脏,сатал-сатал
638,roh::A,生,шикі
639,reif::A,成熟,піскен
640,lecker::A,好吃,дәмді
641,süß::A,甜,тәтті
642,bitter::A,苦,ащы
643,sauer::A,酸,қышқыл
644,hell::A,亮,жарық
645,hell::A,亮,жарқын
646,dunkel::A,阴暗,қараңғы
647,schwarz::A,黑,қара
648,weiß::A,白,ақ
649,rot::A,红,қызыл
650,gelb::A,黄,сары
651,blau::A,蓝,көк
652,grün::A,绿,жасыл
653,grau::A,灰色,бозамық
654,bunt::A,五彩,алабажак
655,billig::A,便宜,арзан
656,teuer::A,贵,бағалы
657,wertvoll::A,贵重,құнды
658,wertvoll::A,贵重,қымбат
659,blind::A,瞎,көзсіз
660,blind::A,瞎,көр
661,blind::A,瞎,көр_соқыр
662,taub::A,聋,керең
663,taub::A,聋,саңырау
664,kräftig::A,强壮,қуатты
665,kräftig::A,强壮,қарымды
666,stark::A,强壮,білекті
667,schwach::A,弱,әлсіз
668,schwach::A,弱,күшсіз
669,schwach::A,弱,қайратсыз
670,fett::A,胖,семіз
671,schlank::A,苗条,ашаң
672,hübsch::A,漂亮,ажарлы
673,hübsch::A,漂亮,шырайлы
674,böse::A,邪恶,өш
675,böse::A,邪恶,сұм
676,böse::A,邪恶,жауыз
677,dumm::A,笨,көкми
678,dumm::A,笨,ақымақ
679,dumm::A,笨,миы жоқ
680,faul::A,懒惰,жалқау
681,faul::A,懒惰,еріншек
682,fleißig::A,勤奋,ұқыпты
683,geizig::A,吝啬,сараң
684,klug::A,聪明,жетік
685,klug::A,聪明,ақылды
686,geschickt::A,灵巧,шебер
687,lieb::A,可爱,абзал
688,lieb::A,可爱,айналайын
689,lustig::A,快乐,көңілді
690,sanft::A,柔和,жуас
691,hungrig::A,饥饿,аш
692,krank::A,患病,кеселді
693,nackt::A,裸体,жалаңаш
694,traurig::A,悲哀,қапа
695,lebendig::A,活,тірі
696,lebendig::A,活,жанды
697,gut::A,好,жақсы
698,schlecht::A,坏,жаман
699,richtig::A,正确,дұрыс
700,schlimm::A,糟糕,жаман
701,wahr::A,真,нағыз
702,alt::A,旧,ескі
703,neu::A,新,жаңа
704,ehemalig::A,以前,өткен
705,ehemalig::A,以前,бұрынғы
706,alt[Lebewesen]::A,老,кексе
707,jung::A,年轻,науша
708,arm::A,贫穷,кедей
709,arm::A,贫穷,дәулетсіз
710,reich::A,富裕,малды
711,bekannt::A,出名,таныс
712,bekannt::A,出名,көзтаныс
713,berühmt::A,著名,атақты
714,fremd::A,陌生,бөтен
715,verschieden::A,不同,түрлі
716,nah::A,近,жуық
717,nah::A,近,етене
718,fern::A,遥远,алыс
719,fern::A,遥远,алыстағы
720,linker::A,左,сол
721,linker::A,左,солшыл
722,rechter::A,右,оң
723,anderer::A,别的,өзге
724,anderer::A,别的,былайғы
725,erster::A,第一,алғашқы
726,zweiter::A,第二,екінші
727,dritter::A,第三,үшінші
728,letzter::A,最后,артқы
729,letzter::A,最后,кейінгі
730,allein::ADV,单独,серіксіз
731,auf einmal::ADV,同时,бірден
732,zusammen::ADV,一起,бірлесіп
733,lange::ADV,许久,ұзақ
734,plötzlich::ADV,忽然,кенет
735,sofort::ADV,立刻,әне-міне дегенше
736,später::ADV,以后,артынан
737,jetzt::ADV,现在,енді
738,jetzt::ADV,现在,қазір
739,heute::ADV,今天,бүгін
740,morgen::ADV,明天,ертең
741,bald::ADV,即将,тез
742,dann::ADV,然后,онан соң
743,dann::ADV,然后,сонан соң
744,gestern::ADV,昨天,кеше
745,einst::ADV,曾经,бірде
746,einst::ADV,曾经,бір кезде
747,damals::ADV,当时,анада
748,danach::ADV,随后,онан соң
749,danach::ADV,随后,сонан соң
750,vorher::ADV,事先,бұрын
751,zuerst::ADV,首先,әуелі
752,zuerst::ADV,首先,алдымен
753,einmal::ADV,一次,бір жолы
754,manchmal::ADV,有时,кейде
755,oft::ADV,时常,ылғи
756,immer::ADV,总是,өнебойы
757,niemals::ADV,从未,ешуақытта
758,hier::ADV,这里,бұнда
759,hier::ADV,这里,осында
760,hierhin::ADV,到这里,бермен
761,von hier::ADV,由此,бер жақтан
762,dort::ADV,那里,анда
763,dorthin::ADV,到那里,әрі
764,geradeaus::ADV,一直往前,тура
765,vorwärts::ADV,向前,ілгері
766,rückwärts::ADV,向后,артқа
767,zurück::ADV,退后,кейін қарай
768,unten::ADV,下面,төменде
769,hinab::ADV,向下,астына
770,hinab::ADV,向下,төмен
771,oben::ADV,上面,жоғарыда
772,hinauf::ADV,向上,өрге
773,überall::ADV,到处,әрқайда
774,nicht::ADV,不,емес
775,ein wenig::ADV,一点儿,азырақ
776,ein wenig::ADV,一点儿,аздаған
777,ein wenig::ADV,一点儿,азғантай
778,kaum::ADV,几乎不,зорға
779,sehr::ADV,很,орасан
780,so::ADV,如此,бұлай
781,so::ADV,如此,былайша
782,noch::ADV,还,әлі
783,nur::ADV,只,ғана
784,schon::ADV,已经,түге
785,wieder::ADV,又,жаңа
786,wieder::ADV,又,қайта
787,wieder::ADV,又,жаңадан
788,vor::PRP,在...面前,алды
789,hinter::PRP,在...背后,артынан
790,unter::PRP,在...下面,түп
791,unter::PRP,在...下面,маңында
792,durch::PRP,穿过,арқылы
793,neben::PRP,在...旁,іргеде
794,neben::PRP,在...旁,жанында
795,zwischen::PRP,在...之间,арада
796,wegen::PRP,由于,үшін
797,dies::PRN,这,бұ
798,dies::PRN,这,осы
799,das::PRN,那,сол
800,alles::PRN,一切,дүйім
801,alles::PRN,一切,күллі
802,ich::PRN,我,мен
803,du::PRN,你,сен
804,er::PRN,他,ол
805,wir::PRN,我们,біз
806,ihr::PRN,你们,сіз
807,sie::PRN,她,олар
808,was::FPRN,什么,не
809,wer::FPRN,谁,кім
810,wo::FADV,哪里,кәні
811,wo::FADV,哪里,қайда
812,wohin::FADV,去哪里,қайда
813,wie::FADV,怎么,калай
814,warum::FADV,为什么,неғып
815,wieviel::FNUM,多少,неше
816,wieviel::FNUM,多少,қанша
817,eins::NUM,一,бір
818,zwei::NUM,二,екі
819,drei::NUM,三,үш
820,vier::NUM,四,төрт
821,fünf::NUM,五,бес
822,sechs::NUM,六,алты
823,sieben::NUM,七,жеті
824,acht::NUM,八,сегіз
825,neun::NUM,九,тоғыз
826,zehn::NUM,十,он
827,elf::NUM,十一,он бір
828,zwölf::NUM,十二,он екі
