,Concept_ID,br,pt
73,Staub::N,poultr,pó
74,Rauch::N,moged,fumo
75,Funke::N,ful,faísca
76,Funke::N,ful,centelha
77,Feuer::N,tan,fogo
78,Licht::N,gouloù,luz
79,Schatten::N,disheol,sombra
80,Wetter::N,amzer,tempo
81,Nebel::N,brumenn,nevoeiro
82,Wolke::N,koumoulenn,nuvem
83,Regen::N,glav,chuva
84,Schnee::N,erc'h,neve
85,Eis::N,skorn,gelo
86,Frost::N,rev,gelo
87,Frost::N,rev,geada
88,Kälte::N,yen,frio
89,Hitze::N,tommder,ardor
90,Raureif::N,frim,geada
91,Regenbogen::N,gwareg-ar-glav,arco-iris
92,Donner::N,kurun,trovão
93,Strömung::N,red,corrente
94,Tropfen::N,bannac'h,gota
95,Tropfen::N,takenn,gota
96,Schaum::N,spoum,espuma
97,Schmutz::N,fank,sujidade
98,Schmutz::N,fank,imundície
99,See::N,lenn,lago
100,Sumpf::N,gwern,charco
101,Sumpf::N,gwern,pântano
102,Moor::N,taouarc'heg,pântano
103,Wiese::N,prad,prado
104,Wald::N,koad,bosque
105,Wald::N,koad,floresta
106,Hügel::N,torgenn,colina
107,Anhöhe::N,run,alto
108,Anhöhe::N,run,outeiro
109,Berg::N,menez,monte
110,Berg::N,menez,montanha
111,Gipfel::N,barr,pico
112,Höhle::N,kav,caverna
113,Abhang::N,naou,encosta
114,Quelle::N,feunteun,fonte
115,Bach::N,gwazh,regato
116,Bach::N,gwazh,ribeiro
117,Fluss::N,stêr,rio
118,Ufer::N,ribl,beira
119,Küste::N,aod,costa
120,Festland::N,douar,terra firme
121,Meer::N,mor,mar
122,Bucht::N,mor-bihan,baía
123,Insel::N,enez,ilha
124,Blume::N,bleunienn,flor
125,Gras::N,geot,erva
126,Wurzel::N,gwrizienn,raiz
127,Baum::N,gwezenn,árvore
128,Stamm::N,kef,tronco
129,Rinde::N,rusk,casca
130,Ast::N,barr,ramo
131,Zweig::N,bod,galho
132,Blatt::N,delienn,folha
133,Birke::N,bezvenn,bétula
134,Kiefer[Baum]::N,pinenn,pinheiro
135,Weide[Baum]::N,halegenn,salgueiro
136,Tanne::N,sapenn,abeto
137,Horn::N,korn,corno
138,Horn::N,korn,chifre
139,Feder::N,pluñv,pena
140,Fell::N,kreoñ,pele
141,Flügel::N,askell,asa
142,Klaue::N,skilf,pata
143,Kralle::N,skilf,unha
144,Kralle::N,skilf,garra
145,Schwanz::N,lost,rabo
146,Schwanz::N,lost,cauda
147,Ei::N,vi,ovo
148,Nest::N,neizh,ninho
149,Bau::N,douarenn,toca
150,Bau::N,douarenn,covil
151,Tier::N,loen,animal
152,Herde::N,tropell,rebanho
153,Kuh::N,buoc'h,vaca
154,Bulle::N,tarv,touro
155,Pferd::N,marc'h,cavalo
156,Schaf::N,dañvad,ovelha
157,Schwein::N,pemoc'h,porco
158,Hund::N,ki,cão
159,Katze::N,kazh,gata
160,Bär::N,arzh,urso
161,Eichhörnchen::N,gwiñver,esquilo
162,Elch::N,karv-dour,alce
163,Fuchs::N,louarn,raposa
164,Hase::N,gad,lebre
165,Maus::N,logodenn,rato
166,Wolf::N,bleiz,lobo
167,Vogel::N,labous,ave
168,Vogel::N,labous,pássaro
169,Schwarm::N,nijad,bando
170,Schwarm::N,nijad,enxame
171,Huhn::N,yar,galinha
172,Hahn::N,kilhog,galo
173,Gans::N,gwazenn,ganso
174,Adler::N,erer,águia
175,Ente::N,houad,pata
176,Eule::N,toud,mocho
177,Eule::N,toud,coruja
178,Kranich::N,garan,grou
179,Krähe::N,bran,gralha
180,Kuckuck::N,koukoug,cuco
181,Schwan::N,alarc'h,cisne
182,Fisch::N,pesk,peixe
183,Barsch::N,brell,perca
184,Hecht::N,beked,lúcio
185,Schlange[Tier]::N,naer,serpente
186,Wurm::N,preñv,verme
187,Spinne::N,kevnidenn,aranha
188,Ameise::N,merion,formiga
189,Laus::N,laouenn,piolho
190,Mücke::N,moustik,mosquito
191,Fliege::N,kelienenn,mosca
192,Schmetterling::N,balafenn,borboleta
193,Beere::N,hog,bago
194,Apfel::N,aval,maçã
195,Pilz::N,kabell-touseg,fungo
196,Pilz::N,kabell-touseg,cogumelo
197,Zwiebel::N,ognonenn,cebola
198,Saat::N,had,sementeira
199,Korn::N,ed,grão
200,Heu::N,foenn,feno
201,Schale::N,peliadur,casca
202,Falle::N,pech,armadilha
203,Schlinge::N,krouglas,laço
204,Asche::N,ludu,cinza
205,Dreck::N,fank,sujidade
206,Eisen::N,houarn,ferro
207,Gold::N,aour,ouro
208,Silber::N,arc'hant,prata
209,Kohle::N,glaou,carvão
210,Glas::N,gwer,vidro
211,Sand::N,traezh,areia
212,Mensch::N,den,homem
213,Mensch::N,den,pessoa
214,Mann::N,den,homem
215,Frau::N,maouez,mulher
216,Kind::N,bugel,filho
217,Kind::N,bugel,criança
218,Junge::N,paotr,rapaz
219,Junge::N,paotr,menino
220,Mädchen::N,plac'h,menina
221,Mädchen::N,plac'h,rapariga
222,Familie::N,familh,família
223,Großvater::N,tad-kozh,avô
224,Großmutter::N,mamm-gozh,avó
225,Eltern::N,kerent,pais
226,Vater::N,tad,pai
227,Mutter::N,mamm,mãe
228,Sohn::N,mab,filho
229,Tochter::N,merc'h,filha
230,Bruder::N,breur,irmão
231,Schwester::N,c'hoar,irmã
232,Onkel::N,eontr,tio
233,Tante::N,moereb,tia
234,Ehemann::N,gwaz,esposo
235,Ehefrau::N,gwreg,esposa
236,Freude::N,levenez,prazer
237,Freude::N,levenez,alegria
238,Gelächter::N,c'hoarzherezh,risada
239,Gelächter::N,c'hoarzherezh,gargalhada
240,Glück::N,chañs,felicidade
241,Kummer::N,doan,aflição
242,Kummer::N,doan,desgosto
243,Wunsch::N,c'hoant,desejo
244,Lust::N,c'hoant,vontade
245,Geist::N,spered,mente
246,Geist::N,spered,espírito
247,Gedanke::N,soñj,ideia
248,Gedanke::N,soñj,pensamento
249,Gedächtnis::N,eñvor,memória
250,Verstand::N,skiant,razão
251,Verstand::N,skiant,inteligência
252,Sinn::N,ster,sentido
253,Sinn::N,ster,significado
254,Grund::N,kaoz,causa
255,Grund::N,kaoz,motivo
256,Wahrheit::N,gwirionez,verdade
257,Gespräch::N,kaozeadenn,conversa
258,Gespräch::N,kaozeadenn,conversação
259,Märchen::N,kaoz korriganez,conto
260,Erzählung::N,kontadenn,conto
261,Erzählung::N,kontadenn,narrativa
262,Nachricht::N,keloù,mensagem
263,Neuigkeit::N,kelaouenn,notícia
264,Neuigkeit::N,kelaouenn,novidade
265,Name::N,anv,nome
266,Rätsel::N,divinatez,adivinha
267,Rede::N,diskour,oração
268,Rede::N,diskour,discurso
269,Sprache::N,yezh,língua
270,Stimme::N,mouezh,voz
271,Wort::N,ger,palavra
272,Zeichen::N,sin,marca
273,Ruf::N,galv,grito
274,Ruf::N,galv,chamada
275,Lärm::N,trouz,ruído
276,Lärm::N,trouz,barulho
277,Ton::N,ton,tom
278,Lied::N,kanaouenn,canção
279,Ruhe::N,sioulded,calma
280,Ruhe::N,sioulded,silêncio
281,Leute::N,tud,gente
282,Leute::N,tud,pessoas
283,Volk::N,pobl,povo
284,Volk::N,pobl,nação
285,Arbeit::N,labour,trabalho
286,Gast::N,kouviad,hóspede
287,Gast::N,kouviad,convidado
288,Geschenk::N,prof,prenda
289,Geschenk::N,prof,presente
290,Spiel::N,c'hoari,jogo
291,Gesellschaft::N,kompagnunezh,companhia
292,Gesellschaft::N,kavandad,companhia
293,Hilfe::N,sikour,ajuda
294,Hilfe::N,sikour,socorro
295,Freund::N,mignon,amigo
296,Kamerad::N,kamarad,camarada
297,Angelegenheit::N,afer,assunto
298,Anzahl::N,niver,número
299,Anzahl::N,niver,quantidade
300,Art::N,sort,tipo
301,Art::N,sort,espécie
302,Stück::N,tamm,pedaço
303,Teil::N,pezh,peça
304,Teil::N,pezh,parte
305,Hälfte::N,hanterenn,metade
306,Kreis::N,kelc'h,círculo
307,Kreuz::N,kroaz,cruz
308,Linie::N,linenn,linha
309,Strich::N,tenn,traço
310,Abstand::N,distok,distância
311,Entfernung::N,keid,distância
312,Entfernung::N,kehid,distância
313,Gegend::N,korn-bro,área
314,Gegend::N,korn-bro,região
315,Platz::N,plasenn,lugar
316,Ort::N,lec'h,sítio
317,Seite::N,tu,lado
318,Mitte::N,kreiz,meio
319,Gegenstand::N,tra,objecto
320,Sache::N,tra,coisa
321,Rand::N,kantenn,bordo
322,Rand::N,kantenn,margem
323,Kante::N,kantenn,borda
324,Kante::N,kantenn,aresta
325,Ecke::N,korn,esquina
326,Spitze::N,begell,ponta
327,Ende::N,dibenn,cabo
328,Ende::N,dibenn,extremo
329,Loch::N,toull,furo
330,Loch::N,toull,buraco
331,Muster::N,tresadenn,padrão
332,Muster::N,tresadenn,desenho
333,Größe::N,ment,tamanho
334,Länge::N,hirder,comprimento
335,Höhe::N,uhelder,altura
336,Höhe::N,uhelder,altitude
337,Gewicht::N,pouez,peso
338,Menge::N,bern,quantidade
339,Haufen::N,bern,pilha
340,Reihe::N,steud,fila
341,Boot::N,bag,barco
342,Ruder::N,roeñv,remo
343,Schlitten::N,trainell,trenó
344,Ski::N,ski,esqui
345,Last::N,karg,carga
346,Gang::N,kerzh,curso
347,Gang::N,kerzh,caminhada
348,Schritt::N,paz,passo
349,Norden::N,norzh,norte
350,Norden::N,hanternoz,norte
351,Süden::N,su,sul
352,Süden::N,kreisteiz,sul
353,Westen::N,kuzh-heol,oeste
354,Westen::N,kuzh-heol,ocidente
355,Osten::N,reter,este
356,Osten::N,reter,leste
357,Osten::N,reter,oriente
358,Osten::N,sav-heol,este
359,Osten::N,sav-heol,leste
360,Osten::N,sav-heol,oriente
361,Holz::N,koad,madeira
362,Brett::N,plankenn,tábua
363,Brett::N,plankenn,prancha
364,Platte::N,plakenn,laje
365,Platte::N,plakenn,chapa
366,Stütze::N,harp,apoio
367,Stütze::N,harp,suporte
368,Stange::N,sparl,vara
369,Stange::N,sparl,barra
370,Stock::N,bazh,pau
371,Stock::N,bazh,bengala
372,Stab::N,bazh,bastão
373,Rohr::N,tub,cano
374,Rohr::N,korz,cano
375,Haus::N,ti,casa
376,Heim::N,kêr,lar
377,Heim::N,kêr,casa
378,Ofen::N,forn,estufa
379,Ofen::N,forn,aquecedor
380,Fußboden::N,plañchod,piso
381,Tisch::N,taol,mesa
382,Stuhl::N,kador,cadeira
383,Wiege::N,kavell,berço
384,Bett::N,gwele,cama
385,Regal::N,estajerenn,estante
386,Regal::N,estajerenn,prateleira
387,Kiste::N,kased,caixa
388,Fenster::N,prenestr,janela
389,Tür::N,dor,porta
390,Tor::N,portal,portão
391,Zaun::N,sklotur,cerca
392,Zaun::N,sklotur,vedação
393,Dach::N,toenn,telhado
394,Leiter::N,skeul,escada
395,Leiter::N,skeul,escada móvel
396,Besen::N,skubell,vassoura
397,Spaten::N,pal,pá
398,Schaufel::N,pal,pá
399,Gabel::N,fourchetez,garfo
400,Löffel::N,loa,colher
401,Messer::N,kontell,faca
402,Nagel::N,tach,cravo
403,Netz::N,roued,rede
404,Haken::N,krog,gancho
405,Griff::N,kemer,asa
406,Griff::N,kemer,cabo
407,Schloss::N,potenn,fechadura
408,Bild::N,skeudenn,imagem
409,Figur::N,skeud,figura
410,Figur::N,figur,figura
411,Puppe::N,merc'hodenn,boneca
412,Beutel::N,sac'h,saco
413,Beutel::N,sac'h,bolsa
414,Bündel::N,feskenn,fardo
415,Tasche::N,sac'h,saco
416,Tasche::N,sac'h,bolso
417,Eimer::N,sailh,balde
418,Deckel::N,pallenn,tampa
419,Geschirr::N,listriaj,louça
420,Sack::N,sac'h,saca
421,Tasse::N,tas,chávena
422,Topf::N,pod,tacho
423,Topf::N,pod,panela
424,Kessel::N,chaodouron,caldeira
425,Essen::N,pred,refeição
426,Nahrung::N,boued,comida
427,Nahrung::N,boued,alimento
428,Speise::N,meuz,prato
429,Fleisch::N,kig,carne
430,Getreide::N,ed,cereais
431,Brei::N,yod,puré
432,Brot::N,bara,pão
433,Scheibe::N,tailhenn,fatia
434,Fett::N,lard,banha
435,Fett::N,lard,gordura
436,Butter::N,amann,manteiga
437,Öl::N,eoul,azeite
438,Salz::N,holen,sal
439,Suppe::N,soubenn,sopa
440,Suppe::N,soubenn,caldo
441,Honig::N,mel,mel
442,Milch::N,laezh,leite
443,Tee::N,te,chá
444,Leder::N,lêr,couro
445,Wolle::N,gloan,lã
446,Stoff::N,danvez,pano
447,Stoff::N,danvez,tecido
448,Nadel::N,nadoz,agulha
449,Faden::N,neudenn,fio
450,Knopf::N,bouton,botão
451,Knoten::N,skoulm,nó
452,Farbe::N,liv,corante
453,Kleidung::N,dilhad,roupa
454,Kleidung::N,dilhad,vestuário
455,Hemd::N,roc'hed,camisa
456,Kragen::N,gouzoug,gola
457,Ärmel::N,milgin,manga
458,Hose::N,bragoù,calça
459,Gürtel::N,gouriz,cinto
460,Mütze::N,boned,boné
461,Mütze::N,boned,barrete
462,Schuh::N,botez,sapato
463,Stiefel::N,botez,bota
464,Ring::N,gwalenn,anel
465,Band::N,bagad,fita
466,Band::N,bagad,faixa
467,Kamm::N,krib,pente
468,Spiegel::N,melezour,espelho
469,Riemen::N,lerenn,correia
470,Schnur::N,kordenn,corda
471,Schnur::N,kordenn,cordel
472,Leine::N,roll,trela
473,Decke::N,golo,cobertor
474,Kissen::N,goubenner,almofada
475,Tuch::N,mezher,pano
476,Handtuch::N,toailhon,toalha
477,Kraft::N,nerzh,força
478,Stärke::N,nerzhder,força
479,Gesundheit::N,yec'hed,saúde
480,Krankheit::N,klañved,doença
481,Krankheit::N,klañved,enfermidade
482,Schmerz::N,poan,dor
483,Schmerz::N,droug,dor
484,Wunde::N,gloazadenn,chaga
485,Wunde::N,gloazadenn,ferida
486,Fieber::N,terzhienn,febre
487,Arznei::N,louzoù,remédio
488,Brücke::N,pont,ponte
489,Brunnen::N,puñs,poço
490,Weide::N,prad,pastagem
491,Pfad::N,gwenodenn,senda
492,Pfad::N,gwenodenn,trilho
493,Weg::N,hent,caminho
494,Straße::N,ru,via
495,Straße::N,ru,estrada
496,Straße::N,hent,via
497,Straße::N,hent,estrada
498,Dorf::N,kêr,aldeia
499,Dorf::N,kêriadenn,aldeia
500,Stadt::N,kêr,cidade
501,Brief::N,lizher,carta
502,Buch::N,levr,livro
503,Buchstabe::N,lizherenn,letra
504,Zeitung::N,kazetenn,jornal
505,Leben::N,buhez,vida
506,Tod::N,marv,morte
507,Grab::N,bez,túmulo
508,Grab::N,bez,sepultura
509,Kirche::N,iliz,igreja
510,Sünde::N,pec'hed,pecado
511,Gott::N,doue,deus
512,Arbeiter::N,labourer,operário
513,Arbeiter::N,labourer,trabalhador
514,Arbeiter::N,micherour,operário
515,Arbeiter::N,micherour,trabalhador
516,Chef::N,penn,chefe
517,Chef::N,penn,patrão
518,Meister::N,mestr,mestre
519,Arzt::N,mezeg,médico
520,Arzt::N,medisin,médico
521,Lehrer::N,skolaer,professor
522,Lehrer::N,kelenner,professor
523,Geld::N,arc'hant,dinheiro
524,Geschäft::N,stal,negócio
525,Laden::N,stal,loja
526,Preis::N,priz,preço
527,Ware::N,marc'hadourezh,mercadoria
528,Nutzen::N,gounidegezh,proveito
529,Nutzen::N,lañs,proveito
530,Nutzen::N,profit,proveito
531,Nutzen::N,spleit,proveito
532,Reichtum::N,pinvidigezh,riqueza
533,Welt::N,douar,mundo
534,Land::N,bro,país
535,Staat::N,stad,Estado
536,König::N,roue,rei
537,Macht::N,galloud,poder
538,Macht::N,galloud,potência
539,Grenze::N,harzoù,fronteira
540,Krieg::N,brezel,guerra
541,Feind::N,eneber,inimigo
542,Gewalt::N,tâerder,violência
543,Kampf::N,kann,luta
544,Kampf::N,kann,combate
545,Bogen[Waffe]::N,gwareg,arco
546,Pfeil::N,saezh,seta
547,Pfeil::N,saezh,flecha
548,Gewehr::N,fuzuilh,espingarda
549,Fehler::N,fazi,erro
550,Fehler::N,fazi,falha
551,Lüge::N,gaou,mentira
552,Schaden::N,gwall,dano
553,Schaden::N,gwall,estrago
554,Unglück::N,gwalleur,desgraça
555,Schuld::N,kablusted,culpa
556,Schuld::N,pec'hedigezh,culpa
557,Alter::N,oad,idade
558,Schluss::N,diwezh,fim
559,Zeit::N,amzer,tempo
560,Tag::N,deizh,dia
561,Morgen::N,beure,manhã
562,Morgen::N,mintin,manhã
563,Mittag::N,kreisteiz,meio-dia
564,Abend::N,abardaez,noite
565,Abend::N,abardaez,tardinha
566,Nacht::N,noz,noite
567,Woche::N,sizhun,semana
568,Monat::N,miz,mês
569,Jahr::N,bloaz,ano
570,Frühling::N,nevezamzer,primavera
571,Sommer::N,hañv,verão
572,Herbst::N,diskaramzer,outono
573,Winter::N,goañv,inverno
574,Januar::N,Genver,Janeiro
575,Februar::N,C'hwevrer,Fevereiro
576,März::N,Meurzh,Março
577,April::N,Ebrel,Abril
578,Mai::N,Mae,Maio
579,Juni::N,Mezheven,Junho
580,Juli::N,Gouhere,Julho
581,August::N,Eost,Agosto
582,September::N,Gwengolo,Setembro
583,Oktober::N,Here,Outubro
584,November::N,Du,Novembro
585,Dezember::N,Kerzu,Dezembro
586,Montag::N,Lun,segunda-feira
587,Dienstag::N,Meurzh,terça-feira
588,Mittwoch::N,Merc'her,quarta-feira
589,Donnerstag::N,Yaou,quinta-feira
590,Freitag::N,Gwener,sexta-feira
591,Samstag::N,Sadorn,sábado
592,Sonntag::N,Sul,domingo
593,groß::A,bras,grande
594,klein::A,bihan,pequeno
595,lang::A,hir,comprido
596,kurz::A,berr,curto
597,breit::A,ledan,largo
598,schmal::A,strizh,estreito
599,dicht::A,stank,denso
600,dick[Gegenstand]::A,tev,grosso
601,dünn::A,moan,delgado
602,fein::A,munut,fino
603,fein::A,munut,subtil
604,fest::A,start,firme
605,fest::A,start,sólido
606,flach::A,plaen,plano
607,glatt::A,lintr,liso
608,glatt::A,levn,liso
609,hart::A,kalet,duro
610,weich::A,blot,mole
611,rund::A,ront,redondo
612,spitz::A,poentet,agudo
613,scharf::A,dremm,afiado
614,stumpf::A,talsoc'h,rombo
615,schwer::A,pounner,pesado
616,schön::A,kaer,belo
617,schön::A,kaer,bonito
618,heiß::A,tomm,quente
619,warm::A,tomm,quente
620,kalt::A,yen,frio
621,kühl::A,yen,fresco
622,frisch::A,fresk,fresco
623,feucht::A,gleb,húmido
624,nass::A,gleb,molhado
625,trocken::A,sec'h,seco
626,voll::A,leun,cheio
627,leer::A,goullo,vazio
628,offen::A,digor,aberto
629,geschlossen::A,serr,fechado
630,sauber::A,naet,limpo
631,schmutzig::A,lous,sujo
632,roh::A,kriz,cru
633,reif::A,darev,maduro
634,lecker::A,lipous,delicioso
635,lecker::A,saourus,delicioso
636,süß::A,dous,doce
637,bitter::A,c'hwerv,amargo
638,sauer::A,trenk,azedo
639,hell::A,sklaer,claro
640,dunkel::A,teñval,escuro
641,dunkel::A,teñval,sombrio
642,schwarz::A,du,preto
643,weiß::A,gwenn,branco
644,rot::A,ruz,vermelho
645,gelb::A,melen,amarelo
646,blau::A,glas,azul
647,grün::A,gwer,verde
648,grau::A,louet,cinzento
649,bunt::A,liesliv,colorido
650,billig::A,marc'had-mat,barato
651,teuer::A,ker,caro
652,wertvoll::A,prizius,valioso
653,wertvoll::A,prizius,precioso
654,blind::A,dall,cego
655,taub::A,bouzar,surdo
656,kräftig::A,start,forte
657,kräftig::A,start,poderoso
658,stark::A,kreñv,forte
659,stark::A,kreñv,robusto
660,schwach::A,gwan,débil
661,fett::A,lard,gordo
662,schlank::A,sinkl,esbelto
663,hübsch::A,koant,giro
664,hübsch::A,koant,bonito
665,böse::A,gwall,mau
666,dumm::A,glep,parvo
667,dumm::A,glep,estúpido
668,faul::A,lezirek,preguiçoso
669,fleißig::A,studius,aplicado
670,fleißig::A,studius,diligente
671,geizig::A,tost,avarento
672,klug::A,speredek,prudente
673,klug::A,speredek,inteligente
674,geschickt::A,dornet,hábil
675,lieb::A,koant,caro
676,lieb::A,koant,querido
677,lustig::A,laouen,alegre
678,sanft::A,flour,suave
679,sanft::A,flour,brando
680,hungrig::A,marnaon,faminto
681,krank::A,klañv,doente
682,krank::A,klañv,enfermo
683,nackt::A,noazh,nu
684,nackt::A,noazh,despido
685,traurig::A,trist,triste
686,lebendig::A,bev,vivo
687,gut::A,mad,bom
688,schlecht::A,fall,mau
689,schlecht::A,fall,ruim
690,schlecht::A,gwall,mau
691,schlecht::A,gwall,ruim
692,richtig::A,reizh,justo
693,richtig::A,reizh,correcto
694,schlimm::A,gwall,mau
695,schlimm::A,gwall,grave
696,wahr::A,gwir,verdadeiro
697,alt::A,kozh,velho
698,alt::A,kozh,antigo
699,neu::A,nevez,novo
700,ehemalig::A,kozh,antigo
701,alt[Lebewesen]::A,kozh,velho
702,jung::A,yaouank,jovem
703,arm::A,paour,pobre
704,reich::A,pinvidik,rico
705,bekannt::A,anavezet,conhecido
706,berühmt::A,brudet,famoso
707,berühmt::A,brudet,célebre
708,fremd::A,dizanav,alheio
709,fremd::A,dizanav,estranho
710,verschieden::A,disheñel,diverso
711,verschieden::A,disheñel,diferente
712,nah::A,nes,próximo
713,fern::A,diabell,remoto
714,fern::A,diabell,distante
715,linker::A,kleiz,esquerdo
716,rechter::A,dehoù,direito
717,anderer::A,all,outro
718,erster::A,kentañ,primeiro
719,zweiter::A,eil,segundo
720,dritter::A,trede,terceiro
721,letzter::A,diwezhañ,final
722,letzter::A,diwezhañ,último
723,allein::ADV,e-unan,só
724,auf einmal::ADV,ar un dro,de vez
725,zusammen::ADV,asambles,juntos
726,lange::ADV,pell,muito tempo
727,plötzlich::ADV,en un taol,de repente
728,sofort::ADV,diouzhtu,imediatamente
729,später::ADV,diwezhatoc'h,mais tarde
730,jetzt::ADV,bremañ,agora
731,heute::ADV,hiziv,hoje
732,morgen::ADV,arc'hoazh,amanhã
733,bald::ADV,hepdale,logo
734,bald::ADV,hepdale,breve
735,dann::ADV,a-c'houde,então
736,dann::ADV,a-c'houde,depois
737,gestern::ADV,dec'h,ontem
738,einst::ADV,gwechall,antigamente
739,damals::ADV,neuze,então
740,danach::ADV,goude,logo
741,danach::ADV,goude,depois
742,vorher::ADV,diagent,antes
743,zuerst::ADV,da gentañ,primeiro
744,einmal::ADV,ur wech,uma vez
745,manchmal::ADV,a-wechoù,às vezes
746,oft::ADV,alies,muitas vezes
747,immer::ADV,atav,sempre
748,immer::ADV,bepred,sempre
749,niemals::ADV,gwech ebet,nunca
750,hier::ADV,amañ,cá
751,hier::ADV,amañ,aqui
752,hierhin::ADV,dre amañ,para cá
753,von hier::ADV,alemañ,daqui
754,dort::ADV,aze,lá
755,dort::ADV,aze,ali
756,dort::ADV,ahont,lá
757,dort::ADV,ahont,ali
758,dorthin::ADV,di,lá
759,dorthin::ADV,di,para lá
760,dorthin::ADV,aze,lá
761,dorthin::ADV,aze,para lá
762,dorthin::ADV,ahont,lá
763,dorthin::ADV,ahont,para lá
764,geradeaus::ADV,war-eeun,em frente
765,vorwärts::ADV,war-raok,avante
766,rückwärts::ADV,war-lerc'h,para trás
767,zurück::ADV,war-dreñv,atrás
768,unten::ADV,en traoñ,debaixo
769,unten::ADV,en traoñ,em baixo
770,hinab::ADV,a-izel,para baixo
771,oben::ADV,en nec'h,em cima
772,hinauf::ADV,e-krec'h,para cima
773,überall::ADV,dre-holl,em toda parte
774,nicht::ADV,ne ... ket,não
775,ein wenig::ADV,un tammig,um pouco
776,ein wenig::ADV,un tammig,um bocado
777,kaum::ADV,a-boan,apenas
778,sehr::ADV,-tre,muito
779,sehr::ADV,-kenañ,muito
780,so::ADV,evel-se,tão
781,so::ADV,evel-se,assim
782,noch::ADV,c'hoazh,ainda
783,nur::ADV,hepken,só
784,nur::ADV,hepken,apenas
785,nur::ADV,hepken,somente
786,schon::ADV,dija,já
787,wieder::ADV,adarre,outra vez
788,vor::PRP,dirak,diante de
789,hinter::PRP,a-drek,atrás de
790,hinter::PRP,a-dreñv,atrás de
791,unter::PRP,dindan,sob
792,unter::PRP,dindan,debaixo de
793,durch::PRP,dre,por
794,durch::PRP,dre,através de
795,neben::PRP,e-kichen,junto de
796,neben::PRP,e-kichen,ao lado de
797,zwischen::PRP,etre,entre
798,wegen::PRP,abalamour da,por
799,wegen::PRP,abalamour da,por causa de
800,dies::PRN,hemañ,isto
801,das::PRN,se,isso
802,das::PRN,se,aquilo
803,das::PRN,hennezh,isso
804,das::PRN,hennezh,aquilo
805,alles::PRN,pep tra,todo
806,ich::PRN,me,eu
807,du::PRN,te,tu
808,er::PRN,eñ,ele
809,wir::PRN,ni,nós
810,ihr::PRN,c'hwi,vós
811,ihr::PRN,c'hwi,vocês
812,sie::PRN,int,eles
813,was::FPRN,petra,quê
814,wer::FPRN,piv,quem
815,wo::FADV,pelec'h,onde
816,wohin::FADV,da belec'h,aonde
817,wohin::FADV,da belec'h,para onde
818,wie::FADV,penaos,como
819,warum::FADV,perak,porquê
820,warum::FADV,perak,por que
821,wieviel::FNUM,pet,quanto
822,eins::NUM,unan,um
823,zwei::NUM,daou,dois
824,drei::NUM,tri,três
825,vier::NUM,pevar,quatro
826,fünf::NUM,pemp,cinco
827,sechs::NUM,c'hwec'h,seis
828,sieben::NUM,seizh,sete
829,acht::NUM,eizh,oito
830,neun::NUM,nav,nove
