,Concept_ID,,be
980,spielen::V,,гуляць
981,singen::V,,пець
982,singen::V,,спяваць
983,tanzen::V,,танцаваць
984,sich trennen::V,,расстацца
985,verlassen::V,,пакінуць
986,retten::V,,выратаваць
987,bewachen::V,,ахоўваць
988,schützen::V,,уберагаць
989,verteidigen::V,,абараніць
990,sich schlagen::V,,біцца
991,sich schlagen::V,,драцца
992,schießen::V,,страляць
993,siegen::V,,перамагчы
994,ärgern::V,,злаваць
995,schlagen::V,,ударыць
996,treten::V,,штурхаць
997,stechen::V,,укалоць
998,stoßen::V,,папхнуць
999,stehlen::V,,украсці
1000,stören::V,,перашкодзіць
1001,belästigen::V,,дакучаць
1002,verbergen::V,,скрыць
1003,verbergen::V,,схаваць
1004,täuschen::V,,падмануць
1005,betrügen::V,,змахляваць
1006,töten::V,,забіць
1007,wohnen::V,,жыць
1008,arbeiten::V,,працаваць
1009,sammeln::V,,сабраць
1010,pflücken::V,,зрываць
1011,jagen::V,,паляваць
1012,fischen::V,,рыбачыць
1013,fassen::V,,злавіць
1014,hüten::V,,пасвіць
1015,treiben::V,,гнаць
1016,anbinden::V,,прывязаць
1017,füttern::V,,карміць
1018,melken::V,,даіць
1019,hacken::V,,сячы
1020,gießen::V,,паліць
1021,reifen::V,,паспець
1022,zubereiten::V,,зварыць
1023,zubereiten::V,,згатаваць
1024,kochen::V,,варыць
1025,backen::V,,пячы
1026,braten::V,,смажыць
1027,umrühren::V,,перамяшаць
1028,stricken::V,,вязаць
1029,nähen::V,,шыць
1030,färben::V,,пафарбаваць
1031,reinigen::V,,ачысціць
1032,waschen::V,,мыць
1033,abwischen::V,,выцерці
1034,spülen::V,,паласкаць
1035,fegen::V,,падмятаць
1036,kehren::V,,месці
1037,baden::V,,купацца
1038,sich waschen::V,,мыцца
1039,ausziehen::V,,зняць
1040,anziehen::V,,надзець
1041,sich anziehen::V,,адзецца
1042,kämmen::V,,прычасаць
1043,schmücken::V,,аздобіць
1044,sagen::V,,сказаць
1045,sprechen::V,,гаварыць
1046,reden::V,,размаўляць
1047,sich unterhalten::V,,гутарыць
1048,fragen::V,,спытаць
1049,bitten::V,,прасіць
1050,erzählen::V,,расказаць
1051,mitteilen::V,,паведаміць
1052,nennen::V,,назваць
1053,rufen::V,,зваць
1054,prahlen::V,,хваліцца
1055,übersetzen::V,,перакласці
1056,denken::V,,думаць
1057,glauben::V,,верыць
1058,bemerken::V,,заўважыць
1059,erkennen::V,,пазнаць
1060,begreifen::V,,спасцігнуць
1061,verstehen::V,,пачуць
1062,lernen::V,,вучыцца
1063,wissen::V,,знаць
1064,sich erinnern an::V,,памятаць
1065,vergessen::V,,забыць
1066,messen::V,,мераць
1067,zählen::V,,лічыць
1068,rechnen::V,,лічыць
1069,lesen::V,,чытаць
1070,malen::V,,маляваць
1071,zeichnen::V,,рысаваць
1072,schreiben::V,,пісаць
1073,besitzen::V,,мець
1074,kaufen::V,,купіць
1075,verkaufen::V,,прадаць
1076,bezahlen::V,,заплаціць
1077,zahlen::V,,плаціць
1078,beherrschen::V,,уладаць
1079,beherrschen::V,,валодаць
1080,ertragen::V,,выцерпець
