,Concept_ID,br,ab
181,Apfel::N,aval,аҵəа
182,Pilz::N,kabell-touseg,акəкəбаа
183,Zwiebel::N,ognonenn,аџьымшьы
184,Zwiebel::N,ognonenn,аџьымшьхы
185,Saat::N,had,ажəла
186,Korn::N,ed,арыц
187,Heu::N,foenn,аҭəа
188,Schale::N,peliadur,ацəа
189,Falle::N,pech,арыҧҟьа
190,Schlinge::N,krouglas,аҟəараҟəантə
191,Asche::N,ludu,ахəа
192,Dreck::N,fank,аҳəынҵəа
193,Dreck::N,fank,аҟьамсар
194,Eisen::N,houarn,аиха
195,Gold::N,aour,ахьы
196,Silber::N,arc'hant,аразны
197,Kohle::N,glaou,арацəа
198,Glas::N,gwer,асаркьа
199,Sand::N,traezh,аҧслымӡ
200,Mensch::N,den,ауаҩы
201,Mann::N,den,ахаҵа
202,Frau::N,maouez,аҧҳəыс
203,Kind::N,bugel,ахəыҷы
204,Junge::N,paotr,аҷкəын
205,Junge::N,paotr,ахаҵарҧыс
206,Mädchen::N,plac'h,аӡӷаб
207,Familie::N,familh,аҭаацəа
208,Großvater::N,tad-kozh,абду
209,Großmutter::N,mamm-gozh,анду
210,Eltern::N,kerent,ани аби
211,Vater::N,tad,аб
212,Mutter::N,mamm,ан
213,Sohn::N,mab,аҧа
214,Tochter::N,merc'h,аҧҳа
215,Bruder::N,breur,аиашьа
216,Schwester::N,c'hoar,Аҳəшьа
217,Onkel::N,eontr,абиашьа
218,Onkel::N,eontr,аншьа
219,Tante::N,moereb,абиаҳəшьа
220,Ehemann::N,gwaz,ахаҵа
221,Ehemann::N,gwaz,аҧшəма
222,Ehefrau::N,gwreg,аҧҳəыс
223,Freude::N,levenez,агəырӷьара
224,Gelächter::N,c'hoarzherezh,ачча
225,Gelächter::N,c'hoarzherezh,аччара
226,Glück::N,chañs,аразҟы
227,Kummer::N,doan,агəырҩа
228,Wunsch::N,c'hoant,агəхəтəы
229,Wunsch::N,c'hoant,аҭахра
230,Lust::N,c'hoant,агəазыҳəара
231,Geist::N,spered,аҧсы
232,Gedanke::N,soñj,ахəыцырҭа
233,Gedächtnis::N,eñvor,агəынкылара
234,Verstand::N,skiant,ахшыҩ
235,Sinn::N,ster,аҵакы
236,Grund::N,kaoz,амзыз
237,Wahrheit::N,gwirionez,аиаша
238,Gespräch::N,kaozeadenn,аиҿцәажәара
239,Märchen::N,kaoz korriganez,алакə
240,Erzählung::N,kontadenn,ажәабжь
241,Nachricht::N,keloù,адырраҭара
242,Neuigkeit::N,kelaouenn,ажәабжь ҿыц
243,Name::N,anv,ахьӡ
244,Rätsel::N,divinatez,ацуфара
245,Rede::N,diskour,ажәа
246,Sprache::N,yezh,абызшəа
247,Stimme::N,mouezh,абжьы
248,Wort::N,ger,ажәа
249,Zeichen::N,sin,адырга
250,Ruf::N,galv,аҿҭы
251,Lärm::N,trouz,ашьҭыбжь
252,Ton::N,ton,атон
253,Lied::N,kanaouenn,ашəа
254,Ruhe::N,sioulded,аҭынчра
255,Leute::N,tud,ауаа
256,Volk::N,pobl,ажəлар
257,Arbeit::N,labour,аусура
258,Gast::N,kouviad,асас
259,Geschenk::N,prof,аҳамҭа
260,Geschenk::N,prof,аҿанҵа
261,Spiel::N,c'hoari,ахəмарра
262,Gesellschaft::N,kompagnunezh,агəыҧ
263,Gesellschaft::N,kavandad,агəыҧ
264,Hilfe::N,sikour,ацхыраара
265,Freund::N,mignon,аҩыза
266,Kamerad::N,kamarad,Аҧхнагьла
267,Angelegenheit::N,afer,аус
268,Anzahl::N,niver,ахыҧхьаӡара
269,Art::N,sort,ахкы
270,Stück::N,tamm,аҽыҭ
271,Teil::N,pezh,ахəҭа
272,Hälfte::N,hanterenn,абжа
273,Kreis::N,kelc'h,агьагьа
274,Kreuz::N,kroaz,аџьар
275,Linie::N,linenn,аицтәар
276,Strich::N,tenn,ацəаҳəа
277,Abstand::N,distok,абжьара
278,Entfernung::N,keid,абжьара
279,Entfernung::N,kehid,абжьара
280,Gegend::N,korn-bro,аҭыҧ
281,Platz::N,plasenn,аҭыҧ
282,Ort::N,lec'h,аҭыҧ
283,Seite::N,tu,аган
284,Mitte::N,kreiz,агəҭа
285,Gegenstand::N,tra,амаҭəар
286,Sache::N,tra,
287,Rand::N,kantenn,аҵкар
288,Kante::N,kantenn,авардым
289,Ecke::N,korn,акəакь
290,Spitze::N,begell,аҧынҵа
291,Ende::N,dibenn,анаӡара
292,Loch::N,toull,акылҵəара
293,Muster::N,tresadenn,аҟҟа
294,Größe::N,ment,изаҟароу
295,Länge::N,hirder,аура
296,Höhe::N,uhelder,агылара
297,Gewicht::N,pouez,акапан
298,Menge::N,bern,
299,Haufen::N,bern,ачаҟəа
300,Reihe::N,steud,ацəаҳəа
301,Boot::N,bag,анышь
302,Ruder::N,roeñv,ажəҩа
303,Schlitten::N,trainell,ашəаҩауардын
304,Ski::N,ski,ашəаҩа
305,Ski::N,ski,ашьахаха
306,Last::N,karg,ахьанҭара
307,Gang::N,kerzh,аныҟəара
308,Schritt::N,paz,ашьаҿа
309,Norden::N,norzh,аҩада
310,Norden::N,hanternoz,аҩада
311,Süden::N,su,алада
312,Süden::N,kreisteiz,алада
313,Westen::N,kuzh-heol,амраҭашəара
314,Osten::N,reter,амрагылара
315,Osten::N,sav-heol,амрагылара
316,Holz::N,koad,амҿымаҭəахə
317,Brett::N,plankenn,аӷəы
318,Platte::N,plakenn,ахаҳәцәы
319,Stütze::N,harp,аҵаргəа
320,Stütze::N,harp,агəышьаҟа
321,Stange::N,sparl,акьат
322,Stock::N,bazh,алаба
323,Stab::N,bazh,акьат
324,Rohr::N,tub,абыкь
325,Rohr::N,korz,абыкь
326,Haus::N,ti,аҩны
327,Heim::N,kêr,аҭаацəа
328,Ofen::N,forn,аҳақə
329,Ofen::N,forn,ауаџьаҟ
330,Ofen::N,forn,афрына
331,Fußboden::N,plañchod,адашьма
332,Tisch::N,taol,аишәа
333,Stuhl::N,kador,аҟəардə
334,Wiege::N,kavell,агара
335,Bett::N,gwele,акаруаҭ
336,Regal::N,estajerenn,акыӷəра
337,Kiste::N,kased,аидчаҧала
338,Fenster::N,prenestr,аҧенџьыр
339,Tür::N,dor,ашə
340,Tor::N,portal,агəашə
341,Zaun::N,sklotur,аанда
342,Dach::N,toenn,ахыб
343,Leiter::N,skeul,амардуан
344,Besen::N,skubell,аҧссага
345,Spaten::N,pal,ажыга
346,Schaufel::N,pal,аҭəарӷəы
347,Gabel::N,fourchetez,ачқьыҧ
348,Löffel::N,loa,амҳаҵə
349,Messer::N,kontell,аҳəызба
350,Nagel::N,tach,аҵəымӷ
351,Netz::N,roued,акаҭа
352,Haken::N,krog,аҵəаҳə
353,Griff::N,kemer,амаа
354,Schloss::N,potenn,асаҧаҭ
355,Bild::N,skeudenn,асахьа
356,Figur::N,skeud,афигура
357,Figur::N,figur,афигура
358,Puppe::N,merc'hodenn,акьанџьа
359,Beutel::N,sac'h,асакь
360,Bündel::N,feskenn,аҿаҳəара
361,Tasche::N,sac'h,арҭмаҟ
362,Eimer::N,sailh,аведра
363,Deckel::N,pallenn,ахҩа
364,Geschirr::N,listriaj,ачысмаҭəа
365,Sack::N,sac'h,асакь
366,Tasse::N,tas,аҵəца
367,Topf::N,pod,акаструлиа
368,Kessel::N,chaodouron,ачуан
369,Essen::N,pred,
370,Nahrung::N,boued,афатə
371,Speise::N,meuz,афатə
372,Fleisch::N,kig,акəац
373,Getreide::N,ed,ачакуа
374,Brei::N,yod,ақашь
375,Brot::N,bara,ача
376,Scheibe::N,tailhenn,аҽыҭ
377,Scheibe::N,tailhenn,аҿаҵа
378,Fett::N,lard,ашша
379,Butter::N,amann,ахəша
380,Öl::N,eoul,азеҭ
381,Salz::N,holen,аџьыка
382,Suppe::N,soubenn,асуҧ
383,Honig::N,mel,ацха
384,Milch::N,laezh,ахш
385,Tee::N,te,ачаи
386,Leder::N,lêr,ацəа
387,Wolle::N,gloan,аласа
388,Stoff::N,danvez,Аба
389,Nadel::N,nadoz,агəыр
390,Faden::N,neudenn,арахəыц
391,Knopf::N,bouton,аҳəынҵəра
392,Knoten::N,skoulm,аиқəҳəала
393,Farbe::N,liv,ашəыга
394,Kleidung::N,dilhad,амаҭəа
395,Hemd::N,roc'hed,акьаҿ
396,Kragen::N,gouzoug,ахəда
397,Ärmel::N,milgin,амаӷра
398,Hose::N,bragoù,аиқəа
399,Gürtel::N,gouriz,амаҟа
400,Mütze::N,boned,ахылҧа
401,Schuh::N,botez,аимаа
402,Stiefel::N,botez,амагə
403,Ring::N,gwalenn,амацəаз
404,Band::N,bagad,алента
405,Kamm::N,krib,ахҳəа
406,Spiegel::N,melezour,асаркьа
407,Riemen::N,lerenn,аа
408,Schnur::N,kordenn,ашаха
409,Leine::N,roll,аҕура
410,Decke::N,golo,ахыза
411,Kissen::N,goubenner,ахчы
412,Tuch::N,mezher,акасы
413,Handtuch::N,toailhon,ампахьшьы
414,Kraft::N,nerzh,амч
415,Stärke::N,nerzhder,амч
416,Gesundheit::N,yec'hed,агəабзиара
417,Krankheit::N,klañved,ачымазара
418,Schmerz::N,poan,ахьаа
419,Schmerz::N,droug,ахьаа
420,Wunde::N,gloazadenn,ахəра
421,Fieber::N,terzhienn,ашоура
422,Arznei::N,louzoù,ахəшə
423,Brücke::N,pont,ацҳа
424,Brunnen::N,puñs,аҵыџь
425,Weide::N,prad,аҳəырҭа
426,Pfad::N,gwenodenn,амхəасҭа
427,Weg::N,hent,амҩа
428,Straße::N,ru,амҩа
429,Straße::N,hent,амҩа
430,Dorf::N,kêr,ақыҭа
431,Dorf::N,kêriadenn,ақыҭа
432,Stadt::N,kêr,ақалақь
433,Brief::N,lizher,ашəҟəы
434,Buch::N,levr,ашəҟəы
435,Buchstabe::N,lizherenn,анбан
436,Zeitung::N,kazetenn,агазеҭ
437,Leben::N,buhez,аҧсҭазаара
438,Tod::N,marv,аҧсра
439,Grab::N,bez,анышəынҭра
440,Kirche::N,iliz,ауахəама
441,Sünde::N,pec'hed,агəнаҳа
442,Gott::N,doue,анцəа
443,Arbeiter::N,labourer,аусуҩ
444,Arbeiter::N,micherour,аусуҩ
445,Chef::N,penn,Аиҳабы
446,Meister::N,mestr,аҟаза
447,Arzt::N,mezeg,аҳақьым
448,Arzt::N,medisin,аҳақьым
449,Lehrer::N,skolaer,арҵаҩы
450,Lehrer::N,kelenner,арҵаҩы
451,Geld::N,arc'hant,аҧара
452,Geschäft::N,stal,
453,Laden::N,stal,амагазин
454,Preis::N,priz,ахə
455,Ware::N,marc'hadourezh,атауар
456,Nutzen::N,gounidegezh,ақьар
457,Nutzen::N,lañs,ақьар
458,Nutzen::N,profit,ақьар
459,Nutzen::N,spleit,ақьар
460,Reichtum::N,pinvidigezh,абеиара
461,Welt::N,douar,адунеи
462,Land::N,bro,атəыла
463,Staat::N,stad,аҳəынҭқарра
464,König::N,roue,акрал
465,Macht::N,galloud,амчра
466,Grenze::N,harzoù,аҳəаа
467,Krieg::N,brezel,аибашьра
468,Feind::N,eneber,Аҕа
469,Gewalt::N,tâerder,ақəымчра
470,Kampf::N,kann,ақəҧара
471,Bogen[Waffe]::N,gwareg,ахыц
472,Pfeil::N,saezh,ахəымпал
473,Gewehr::N,fuzuilh,ашəақь
474,Fehler::N,fazi,агха
475,Lüge::N,gaou,амц
476,Schaden::N,gwall,аҧырхага
477,Unglück::N,gwalleur,арыцҳара
478,Schuld::N,kablusted,ахара
479,Schuld::N,pec'hedigezh,ахара
480,Alter::N,oad,ақəра
481,Schluss::N,diwezh,анҵəамҭа
482,Zeit::N,amzer,аамта
483,Tag::N,deizh,амш
484,Morgen::N,beure,ашара
485,Morgen::N,beure,ашьыбжь
486,Morgen::N,mintin,ашара
487,Morgen::N,mintin,ашьыбжь
488,Mittag::N,kreisteiz,шьыбжьон
489,Abend::N,abardaez,ахəылҧаз
490,Abend::N,abardaez,ахəлбыҽха
491,Nacht::N,noz,аҵх
492,Woche::N,sizhun,амчыбжь
493,Monat::N,miz,
494,Jahr::N,bloaz,
495,Frühling::N,nevezamzer,ааҕын
496,Sommer::N,hañv,аҧхын
497,Herbst::N,diskaramzer,ҭагалан
498,Herbst::N,diskaramzer,хкаарачан
499,Winter::N,goañv,аӡын
500,Januar::N,Genver,ианвар
501,Februar::N,C'hwevrer,февраль
502,März::N,Meurzh,март
503,April::N,Ebrel,апрель
504,Mai::N,Mae,маи
505,Juni::N,Mezheven,иуун
506,Juli::N,Gouhere,иууль
507,August::N,Eost,август
508,September::N,Gwengolo,сентиабр
509,Oktober::N,Here,октиабр
510,November::N,Du,ноиабр
511,Dezember::N,Kerzu,декабр
512,Montag::N,Lun,ашəахьа
513,Dienstag::N,Meurzh,аҩаша
514,Mittwoch::N,Merc'her,ахаша
515,Donnerstag::N,Yaou,аҧшьаша
516,Freitag::N,Gwener,ахəаша
517,Samstag::N,Sadorn,асабша
518,Sonntag::N,Sul,амҽыша
519,groß::A,bras,аду
520,klein::A,bihan,амаҷ
521,lang::A,hir,ахəхəа
522,kurz::A,berr,акьаҿ
523,breit::A,ledan,аиужь
524,breit::A,ledan,аиҵых
525,schmal::A,strizh,аҭшəа
526,dicht::A,stank,аилач
527,dick[Gegenstand]::A,tev,ажəпа
528,dünn::A,moan,
529,fein::A,munut,апа
530,fein::A,munut,аҵаӷа
531,fein::A,munut,аӡа
532,fest::A,start,аҟаца
533,fest::A,start,аӷəӷəаҟаца
534,flach::A,plaen,ақəаҟьа
535,flach::A,plaen,аҧаҟьа
536,glatt::A,lintr,аимаҩзы
537,glatt::A,levn,аимаҩзы
538,hart::A,kalet,акьакьа
539,weich::A,blot,атата
540,rund::A,ront,акəмпыл
541,spitz::A,poentet,аҵар
542,scharf::A,dremm,аҵар
543,stumpf::A,talsoc'h,ацагə
544,schwer::A,pounner,ахьанҭа
545,schön::A,kaer,аҧшӡа
546,heiß::A,tomm,ашы
547,warm::A,tomm,аҧха
548,kalt::A,yen,ахьшəашəа
549,kühl::A,yen,ахьшəашəа
550,kühl::A,yen,ицәыхьшәашәоу
551,frisch::A,fresk,цқьа
552,feucht::A,gleb,ацəаак
553,nass::A,gleb,абааӡа
554,trocken::A,sec'h,Аба
555,trocken::A,sec'h,аҩа
556,voll::A,leun,азна
557,leer::A,goullo,аҭацəы
558,offen::A,digor,аарта
559,geschlossen::A,serr,ихҩоу
560,geschlossen::A,serr,иаркыу
561,sauber::A,naet,ацқьа
562,schmutzig::A,lous,аҟьашь
563,roh::A,kriz,
564,reif::A,darev,Арҭ
565,reif::A,darev,аҟала
566,reif::A,darev,иҟалахьоу
567,lecker::A,lipous,ахаа
568,lecker::A,saourus,ахаа
569,süß::A,dous,азла
570,bitter::A,c'hwerv,аша
571,sauer::A,trenk,аҵəҵəы
572,hell::A,sklaer,алаша
573,dunkel::A,teñval,алашьца
574,schwarz::A,du,аиқуаҵәа
575,weiß::A,gwenn,ашкəакəа
576,rot::A,ruz,аҟаҧшь
577,gelb::A,melen,аҩеижь
578,blau::A,glas,аҽҵәа
579,grün::A,gwer,ашьацҧшҭəала
580,grün::A,gwer,аеҵəа
581,grau::A,louet,ацəыш
582,bunt::A,liesliv,Аилыҕраа
583,bunt::A,liesliv,аҕраҷкəын
584,billig::A,marc'had-mat,амариа
585,teuer::A,ker,амҩан
586,wertvoll::A,prizius,кыр иаҕсоу
587,wertvoll::A,prizius,акыр иаҕсоу
588,blind::A,dall,алашə
589,taub::A,bouzar,адагəа
590,kräftig::A,start,аӷəӷəа
591,stark::A,kreñv,абаҟа
592,schwach::A,gwan,акəада
593,fett::A,lard,аҧсыла
594,schlank::A,sinkl,акала
595,schlank::A,sinkl,акьалантар
596,schlank::A,sinkl,аиҿартə
597,hübsch::A,koant,аҧшӡа
598,böse::A,gwall,абааҧсы
599,dumm::A,glep,агаӡа
600,faul::A,lezirek,аашьа
601,fleißig::A,studius,иҟубҷоу
602,geizig::A,tost,акы
603,geizig::A,tost,акаҷбеи
604,geizig::A,tost,аҟəџьыр
605,klug::A,speredek,аҟəыш
606,klug::A,speredek,аҟəыӷа
607,geschickt::A,dornet,напҟазала
608,lieb::A,koant,алашара
609,lustig::A,laouen,алах-ҿых
610,lustig::A,laouen,игурҕьаччо
611,lustig::A,laouen,агурҕьа
612,lustig::A,laouen,агурҿыхага
613,sanft::A,flour,атата
614,sanft::A,flour,аҟəымшəышə
615,sanft::A,flour,ақьыҧш
616,hungrig::A,marnaon,амлашь
617,krank::A,klañv,ачымазаҩ
618,nackt::A,noazh,аҟьантаз
619,traurig::A,trist,алахьеиқəҵага
620,lebendig::A,bev,абза
621,gut::A,mad,абзиа
622,schlecht::A,fall,-хəарҭам
623,schlecht::A,gwall,-хəарҭам
624,richtig::A,reizh,иашоу
625,schlimm::A,gwall,абааҧсы
626,wahr::A,gwir,агəҭылса
627,wahr::A,gwir,абзиаҵəҟьа
628,alt::A,kozh,Ажə
629,neu::A,nevez,аҿыц
630,ehemalig::A,kozh,анкьатәи
631,alt[Lebewesen]::A,kozh,абырг
632,alt[Lebewesen]::A,kozh,ақабада
633,alt[Lebewesen]::A,kozh,Ажə
634,jung::A,yaouank,аҟата
635,arm::A,paour,ананамга
636,reich::A,pinvidik,абеиа
637,bekannt::A,anavezet,адыр
638,berühmt::A,brudet,адыр
639,fremd::A,dizanav,атəым
640,verschieden::A,disheñel,Еиуа-еиҧшым
641,nah::A,nes,ааигəа
642,fern::A,diabell,ахара
643,linker::A,kleiz,арма
644,rechter::A,dehoù,арҕьа
645,anderer::A,all,даҽа
646,anderer::A,all,даҽакы
647,erster::A,kentañ,актәи
648,zweiter::A,eil,аҩбатəи
649,dritter::A,trede,ахҕатәи
650,letzter::A,diwezhañ,аҵыхəтəантəи
651,allein::ADV,e-unan,мацара
652,auf einmal::ADV,ar un dro,зныкала
653,auf einmal::ADV,ar un dro,зныкҟьара
654,zusammen::ADV,asambles,аиц...
655,lange::ADV,pell,акыраамҭа
656,plötzlich::ADV,en un taol,иаалырҟьаны
657,sofort::ADV,diouzhtu,иаразнакҵәҟьа
658,später::ADV,diwezhatoc'h,уажəшьҭаншəа
659,jetzt::ADV,bremañ,уажәы
660,heute::ADV,hiziv,иахьа
661,morgen::ADV,arc'hoazh,уаҵәы
662,bald::ADV,hepdale,иласны
663,dann::ADV,a-c'houde,нас
664,gestern::ADV,dec'h,иацы
665,einst::ADV,gwechall,зны
666,damals::ADV,neuze,усҟан
667,danach::ADV,goude,нас
668,vorher::ADV,diagent,уаанӡа
669,zuerst::ADV,da gentañ,азнаказы
670,zuerst::ADV,da gentañ,аҧхьа
671,einmal::ADV,ur wech,зны
672,manchmal::ADV,a-wechoù,зны-зынла
673,oft::ADV,alies,лассы-лассы
674,immer::ADV,atav,енагь
675,immer::ADV,atav,еснагь
676,immer::ADV,bepred,енагь
677,immer::ADV,bepred,еснагь
678,niemals::ADV,gwech ebet,ианакəызаалак
679,hier::ADV,amañ,ара
680,hier::ADV,amañ,абра
681,hier::ADV,amañ,араҟа
682,hierhin::ADV,dre amañ,ара
683,hierhin::ADV,dre amañ,араҟа
684,von hier::ADV,alemañ,арантә
685,dort::ADV,aze,уа
686,dort::ADV,ahont,уа
687,dorthin::ADV,di,уахь
688,dorthin::ADV,di,анахь
689,dorthin::ADV,aze,уахь
690,dorthin::ADV,aze,анахь
691,dorthin::ADV,ahont,уахь
692,dorthin::ADV,ahont,анахь
693,geradeaus::ADV,war-eeun,ишиашоу
694,vorwärts::ADV,war-raok,ҕхьаҟа
695,rückwärts::ADV,war-lerc'h,шьҭахьла
696,zurück::ADV,war-dreñv,шьҭахьҟа
697,unten::ADV,en traoñ,лбаа
698,hinab::ADV,a-izel,алада
699,oben::ADV,en nec'h,хыхь
700,hinauf::ADV,e-krec'h,аҩада
701,überall::ADV,dre-holl,зегьынцьара
702,nicht::ADV,ne ... ket,-м
703,ein wenig::ADV,un tammig,ҕыҭк
704,kaum::ADV,a-boan,аарлаҳәа
705,kaum::ADV,a-boan,афергьҳәа
706,sehr::ADV,-tre,даара
707,sehr::ADV,-kenañ,даара
708,so::ADV,evel-se,ас
709,so::ADV,evel-se,абас
710,noch::ADV,c'hoazh,макьана
711,nur::ADV,hepken,заҵәык
712,schon::ADV,dija,уажәшьҭа
713,schon::ADV,dija,аиҳа ипоу
714,wieder::ADV,adarre,ҿыц
715,wieder::ADV,adarre,дырҩегь
716,wieder::ADV,adarre,дырҩегьых
717,vor::PRP,dirak,аҕхьа
718,hinter::PRP,a-drek,нхыҵ
719,hinter::PRP,a-dreñv,нхыҵ
720,unter::PRP,dindan,амҵа
721,unter::PRP,dindan,амҵан
722,durch::PRP,dre,
723,neben::PRP,e-kichen,ааигуара
724,zwischen::PRP,etre,абжьара
725,wegen::PRP,abalamour da,-иззы
726,wegen::PRP,abalamour da,-ҟнытә
727,dies::PRN,hemañ,ари
