,Concept_ID,ku,sq
453,Tee::N,çay,çaj
454,Leder::N,çerm,lëkurë
455,Wolle::N,herî,lesh
456,Stoff::N,paç,pëlhurë
457,Nadel::N,derzî,gjilpërë
458,Faden::N,ta,pe
459,Faden::N,ta,fije
460,Knopf::N,bişkok,kopsë
461,Knoten::N,girêk,komb
462,Farbe::N,boyax,bojë
463,Kleidung::N,çil,veshje
464,Hemd::N,qutik,këmishë
465,Hemd::N,miltan,këmishë
466,Kragen::N,stûvang,jakë
467,Ärmel::N,hûçik,mëngë
468,Hose::N,şewel,brekë
469,Gürtel::N,qayiş,rrip
470,Mütze::N,fîno,kësulë
471,Schuh::N,şêkal,këpucë
472,Stiefel::N,gizme,çizme
473,Stiefel::N,çizme,çizme
474,Ring::N,xelek,unazë
475,Band::N,band,shirit
476,Kamm::N,şeh,krehër
477,Spiegel::N,eynik,pasqyrë
478,Riemen::N,qayiş,rrip
479,Schnur::N,doxin,litar
480,Schnur::N,doxin,cikomë
481,Leine::N,şirît,rrip
482,Decke::N,bataniye,batanije
483,Kissen::N,balgî,jastëk
484,Tuch::N,şar,shami
485,Handtuch::N,dezmal,peshqir
486,Kraft::N,hêz,forcë
487,Kraft::N,qewet,forcë
488,Stärke::N,xurtî,koll
489,Gesundheit::N,nojdarî,shëndet
490,Krankheit::N,nexweşî,sëmundje
491,Schmerz::N,êş,dhimbje
492,Wunde::N,kul,plagë
493,Fieber::N,ta,ethe
494,Arznei::N,derman,ilaç
495,Brücke::N,kopî,urë
496,Brunnen::N,çal,pus
497,Brunnen::N,kani,pus
498,Weide::N,beyar,kullotë
499,Pfad::N,xaçirek,ravë
500,Pfad::N,xaçirek,shteg
501,Weg::N,rê,udhë
502,Weg::N,rê,shteg
503,Straße::N,rê,rrugë
504,Dorf::N,gund,fshat
505,Dorf::N,gund,katund
506,Stadt::N,baçar,qytet
507,Brief::N,name,letër
508,Buch::N,kitêb,libër
509,Buch::N,pirtûk,libër
510,Buchstabe::N,herf,shkronjë
511,Zeitung::N,rojname,gazetë
512,Leben::N,jiyan,jetë
513,Tod::N,mirin,mortje
514,Grab::N,mezel,varr
515,Kirche::N,gilyas,kishë
516,Sünde::N,guneh,mëkat
517,Sünde::N,guneh,gjynah
518,Gott::N,xwedê,hy
519,Gott::N,xwedê,zot
520,Arbeiter::N,hîşçî,punëtor
521,Chef::N,bêg,shef
522,Chef::N,bêg,drejtues
523,Meister::N,hoste,mjeshtër
524,Arzt::N,doktor,mjek
525,Arzt::N,doktor,doktor
526,Lehrer::N,mamoste,mësues
527,Lehrer::N,mamoste,arsimtar
528,Geld::N,pere,para
529,Geld::N,pere,holla
530,Geschäft::N,firoşgeh,ujdi
531,Geschäft::N,firoşgeh,biznes
532,Laden::N,dikan,dyqan
533,Preis::N,buha,çmim
534,Ware::N,tişt,mall
535,Nutzen::N,fêde,dobi
536,Nutzen::N,fêde,leverdi
537,Reichtum::N,serwet,kamje
538,Reichtum::N,serwet,pasuri
539,Welt::N,dinya,botë
540,Land::N,welat,vend
541,Staat::N,dewlet,shtet
542,König::N,şah,mbret
543,König::N,qral,mbret
544,Macht::N,qewet,fuqi
545,Macht::N,qewet,pushtet
546,Macht::N,destihilat,fuqi
547,Macht::N,destihilat,pushtet
548,Grenze::N,kevî,kufi
549,Krieg::N,çeng,luftë
550,Krieg::N,sêwaş,luftë
551,Feind::N,dijmin,armik
552,Gewalt::N,zor,dhunë
553,Kampf::N,şer,luftim
554,Bogen[Waffe]::N,kêvan,hark
555,Pfeil::N,çîrik,shigjetë
556,Gewehr::N,tifing,pushkë
557,Fehler::N,şaşî,gafë
558,Fehler::N,şaşî,gabim
559,Lüge::N,derew,gënjeshtër
560,Schaden::N,xisar,dëm
561,Schaden::N,xisar,zarar
562,Unglück::N,bêbextî,fatkeqësi
563,Schuld::N,suç,faj
564,Alter::N,temen,moshë
565,Schluss::N,girtin,fund
566,Zeit::N,çax,kohë
567,Tag::N,roj,ditë
568,Morgen::N,sibeh,mëngjes
569,Mittag::N,nîro,mesditë
570,Abend::N,êvar,mbrëmje
571,Nacht::N,şev,natë
572,Woche::N,heftî,javë
573,Monat::N,meh,muaj
574,Jahr::N,sal,vit
575,Frühling::N,bihar,pranverë
576,Sommer::N,havîn,verë
577,Herbst::N,payîz,vjeshtë
578,Winter::N,zistan,dimër
579,Januar::N,çile,janar
580,Februar::N,sibat,shkurt
581,März::N,adar,mars
582,April::N,nîsan,prill
583,Mai::N,gûlan,maj
584,Juni::N,hezîran,qershor
585,Juli::N,tîmeh,korrik
586,August::N,tebax,gusht
587,September::N,îlon,shtator
588,Oktober::N,çotmeh,tetor
589,November::N,mijdar,nëntor
590,Dezember::N,kanûn,dhjetor
591,Montag::N,duşemb,hënë
592,Dienstag::N,sêşem,martë
593,Mittwoch::N,çarşemb,mërkurë
594,Donnerstag::N,pêşemb,enjte
595,Freitag::N,în,premte
596,Samstag::N,şemî,shtunë
597,Sonntag::N,yekşemb,diel
598,groß::A,mezin,madh
599,klein::A,çûçik,vogël
600,lang::A,dirêj,gjatë
601,kurz::A,kin,shkurtër
602,breit::A,fireh,gjerë
603,schmal::A,tenik,ngushtë
604,dicht::A,gir,dendur
605,dick[Gegenstand]::A,şîşman,trashë
606,dünn::A,zirav,hollë
607,fein::A,tenik,imët
608,fest::A,saxlem,fortë
609,flach::A,pahn,sheshtë
610,glatt::A,dûz,rrafshët
611,glatt::A,şayîk,rrafshët
612,hart::A,hişk,fortë
613,weich::A,nerm,butë
614,rund::A,gilover,rrumbullakët
615,spitz::A,pîj,majëmprehtë
616,scharf::A,tûj,mprehtë
617,stumpf::A,ne tûj,topitur
618,schwer::A,giran,rëndë
619,schön::A,xweş,bukur
620,schön::A,xweşik,bukur
621,heiß::A,kelandî,nxehtë
622,warm::A,germ,ngrohtë
623,kalt::A,sar,ftohtë
624,kühl::A,jemîrî,freskët
625,frisch::A,ter,pastër
626,feucht::A,şil,lagësht
627,nass::A,şilek,lagur
628,trocken::A,zuwa,thatë
629,voll::A,tijî,plotë
630,leer::A,vala,bosh
631,leer::A,vala,zbrazët
632,offen::A,vekirî,hapur
633,geschlossen::A,asê,mbyllur
634,sauber::A,pakij,dëlirë
635,schmutzig::A,lewitî,ndyrë
636,roh::A,xav,gjallë
637,reif::A,gihaştî,arrirë
638,lecker::A,xweş,shijshëm
639,süß::A,şîrîn,ëmbël
640,bitter::A,tahl,hidhur
641,sauer::A,tirş,thartë
642,hell::A,ronî,me dritë
643,dunkel::A,tarî,errët
644,schwarz::A,reş,i zi
645,weiß::A,sipî,bardhë
646,rot::A,sor,kuq
647,gelb::A,zer,verdhë
648,blau::A,şîn,blu
649,blau::A,şîn,kaltër
650,grün::A,şîn,blertë
651,grün::A,şîn,gjelbër
652,grau::A,gewr,hirtë
653,grau::A,gewr,bojë hiri
654,bunt::A,rengîn,shumëngjyrëshëm
655,billig::A,erzan,lirë
656,teuer::A,biha,shtrenjtë
657,wertvoll::A,hêja,çmuar
658,wertvoll::A,hêja,vlershëm
659,wertvoll::A,giranbiha,çmuar
660,wertvoll::A,giranbiha,vlershëm
661,blind::A,kor,qorr
662,blind::A,kor,verbër
663,taub::A,kerr,shurdhër
664,kräftig::A,gir,fuqishëm
665,kräftig::A,xurt,fuqishëm
666,stark::A,xurt,fortë
667,schwach::A,kesad,dobët
668,fett::A,qelew,dhjamur
669,schlank::A,zirav,hollë
670,hübsch::A,xweşik,bukur
671,hübsch::A,xweşik,hijshëm
672,böse::A,xerab,keq
673,böse::A,aciz,keq
674,dumm::A,gêj,teveqel
675,faul::A,têmbêl,dembel
676,fleißig::A,jêhatî,zellshëm
677,geizig::A,destgirtî,kurnac
678,geizig::A,destgirtî,dorështrënguar
679,klug::A,baqil,mençur
680,geschickt::A,zîrek,aftë
681,geschickt::A,ziring,aftë
682,lieb::A,delal,dashur
683,lustig::A,kêfxweş,gëzuar
684,sanft::A,nazenîn,butë
685,hungrig::A,birçî,uritur
686,krank::A,nexweş,sëmurë
687,nackt::A,rût,lakuriq
688,nackt::A,rût,zhveshur
689,nackt::A,tazî,lakuriq
690,nackt::A,tazî,zhveshur
691,traurig::A,xemgîn,trishtuar
692,lebendig::A,bisaxî,gjallë
693,gut::A,baş,mirë
694,schlecht::A,xerab,keq
695,richtig::A,rast,drejtë
696,richtig::A,saxlem,drejtë
697,schlimm::A,nebaş,keq
698,wahr::A,rast,vërtetë
699,alt::A,pîr,vjetër
700,alt::A,kevn,vjetër
701,neu::A,nû,i ri
702,ehemalig::A,kevnar,dikurshëm
703,ehemalig::A,peşidar,dikurshëm
704,alt[Lebewesen]::A,pîr,plak
705,jung::A,xort,i ri
706,arm::A,feqîr,varfër
707,arm::A,feqîr,vobektë
708,arm::A,desteng,varfër
709,arm::A,desteng,vobektë
710,reich::A,dewlemend,pasur
711,bekannt::A,naskirî,njohur
712,berühmt::A,navdar,famshëm
713,fremd::A,xerîb,huaj
714,verschieden::A,çîhê,ndryshëm
715,nah::A,nêzîk,afërt
716,fern::A,dûr,largët
717,linker::A,çepê,majtë
718,rechter::A,rastê,djathtë
719,anderer::A,yê din,tjetër
720,erster::A,yekemîn,parë
721,zweiter::A,duda,dytë
722,dritter::A,sisêya,i tretë
723,letzter::A,paşîn,fundit
724,allein::ADV,tenê,vetëm
725,auf einmal::ADV,jar kê,njëkohësisht
726,zusammen::ADV,tev,bashkë
727,zusammen::ADV,tev,së bashku
728,zusammen::ADV,bi hev re,bashkë
729,zusammen::ADV,bi hev re,së bashku
730,lange::ADV,dirêj,për një kohë të gjatë
731,plötzlich::ADV,ji nişkave,befas
732,sofort::ADV,yekser,menjëherë
733,sofort::ADV,yekser,aty për aty
734,später::ADV,paşiyê,më vonë
735,jetzt::ADV,nuha,tash
736,heute::ADV,îro,sot
737,morgen::ADV,sibeh,nesër
738,bald::ADV,nêzîk,shpejt
739,bald::ADV,nêzîk,së shpejti
740,dann::ADV,paşê,pastaj
741,gestern::ADV,do,dje
742,einst::ADV,jar ke,dikur
743,damals::ADV,hîngî,atëherë
744,danach::ADV,piştra,mandej
745,vorher::ADV,pîşî,më parë
746,zuerst::ADV,bere,së pari
747,einmal::ADV,çarik,njëherë
748,manchmal::ADV,çarna,nganjëherë
749,oft::ADV,gelek çaran,shpesh
750,immer::ADV,daîm,përherë
751,immer::ADV,daîm,gjithnjë
752,niemals::ADV,tu çar,kurrë
753,niemals::ADV,tu çar,asnjëherë
754,hier::ADV,li vir,këtu
755,hierhin::ADV,vir,knej
756,von hier::ADV,ji vir,që këtej
757,von hier::ADV,ji vir,prej këtej
758,dort::ADV,li wê derê,aty
759,dort::ADV,li wê derê,atje
760,dorthin::ADV,wêda,anej
761,geradeaus::ADV,rastê rast,drejt
762,vorwärts::ADV,ber bi pêş,mbroth
763,vorwärts::ADV,ber bi pêş,përpara
764,rückwärts::ADV,paşpê,mbrapsht
765,zurück::ADV,paşdo,prapa
766,zurück::ADV,paşdo,mbrapsht
767,zurück::ADV,paşvê,prapa
768,zurück::ADV,paşvê,mbrapsht
769,unten::ADV,jêrî,poshtë
770,hinab::ADV,berjêr,përposh
771,oben::ADV,banî,lart
772,oben::ADV,banî,sipër
773,hinauf::ADV,banî,lart
774,hinauf::ADV,banî,përpjetë
775,überall::ADV,li her derê,kudo
776,nicht::ADV,ne,s'
777,nicht::ADV,ne,nuk
778,nicht::ADV,nîn,s'
779,nicht::ADV,nîn,nuk
780,nicht::ADV,tine,s'
781,nicht::ADV,tine,nuk
782,ein wenig::ADV,hebkî,një tis
783,kaum::ADV,tema,mezi
784,kaum::ADV,himangi,mezi
785,sehr::ADV,gelek,fort
786,sehr::ADV,gelek,shumë
787,so::ADV,weha,ashtu
788,so::ADV,weha,kështu
789,noch::ADV,hêj,ende
790,noch::ADV,hêj,akoma
791,noch::ADV,dîsa,ende
792,noch::ADV,dîsa,akoma
793,nur::ADV,tenê,vetëm
794,nur::ADV,bes,vetëm
795,schon::ADV,hew,tashmë
796,wieder::ADV,jar din,përsëri
797,wieder::ADV,dîsa,përsëri
798,vergebens::ADV,deya çun,kot
799,vergebens::ADV,îfleh bûn,kot
800,vor::PRP,li ber,para
801,hinter::PRP,li pişt,prapa
802,hinter::PRP,li pişt,mbrapa
803,unter::PRP,li bin,nën
804,durch::PRP,kura,nëpër
