,Concept_ID,sl,sv
137,Festland::N,kopnína,fastland
138,Meer::N,mórje,hav
139,Bucht::N,zalív,vik
140,Bucht::N,zalív,bukt
141,Insel::N,ôtok,ö
142,Blume::N,cvetlíca,blomma
143,Blume::N,cvetlíca,blomster
144,Gras::N,tráva,gräs
145,Wurzel::N,korenína,rot
146,Baum::N,drevó,träd
147,Stamm::N,dêblo,stam
148,Rinde::N,lúbje,bark
149,Rinde::N,skórja,bark
150,Ast::N,véja,gren
151,Zweig::N,véja,kvist
152,Blatt::N,líst,löv
153,Blatt::N,líst,blad
154,Birke::N,bréza,björk
155,Kiefer[Baum]::N,bòr,tall
156,Weide[Baum]::N,vŕba,pil
157,Weide[Baum]::N,vŕba,vide
158,Tanne::N,hója,gran
159,Horn::N,róg,horn
160,Feder::N,peró,fjäder
161,Fell::N,kŕzno,fäll
162,Fell::N,kŕzno,skinn
163,Flügel::N,krílo,vinge
164,Klaue::N,párkelj,klöv
165,Kralle::N,krémpelj,klo
166,Schwanz::N,rèp,svans
167,Schwanz::N,rèp,stjärt
168,Ei::N,jájce,ägg
169,Nest::N,gnézdo,rede
170,Nest::N,gnézdo,näste
171,Bau::N,brlòg,bo
172,Tier::N,živál,djur
173,Herde::N,čréda,flock
174,Kuh::N,kráva,ko
175,Bulle::N,bìk,tjur
176,Pferd::N,kònj,häst
177,Schaf::N,ôvca,får
178,Schwein::N,svínja,svin
179,Hund::N,pès,hund
180,Katze::N,máčka,katt
181,Bär::N,mêdved,björn
182,Eichhörnchen::N,véverica,ekorre
183,Elch::N,lós,älg
184,Fuchs::N,lisíca,räv
185,Hase::N,zájec,hare
186,Maus::N,mìš,mus
187,Wolf::N,vólk,varg
188,Vogel::N,ptìč,fågel
189,Vogel::N,ptíca,fågel
190,Schwarm::N,játa,svärm
191,Huhn::N,kokóš,höns
192,Hahn::N,petêlin,tupp
193,Gans::N,gós,gås
194,Adler::N,ôrel,örn
195,Ente::N,ráca,anka
196,Eule::N,sôva,uggla
197,Kranich::N,žerjàv,trana
198,Krähe::N,vrána,kråka
199,Kuckuck::N,kúkavica,gök
200,Schwan::N,labód,svan
201,Fisch::N,ríba,fisk
202,Barsch::N,ostríž,abborre
203,Hecht::N,ščúka,gädda
204,Schlange[Tier]::N,káča,orm
205,Wurm::N,čr̀v,mask
206,Wurm::N,glísta,mask
207,Spinne::N,pájek,spindel
208,Ameise::N,mrávlja,myra
209,Laus::N,úš,lus
210,Mücke::N,komár,mygga
211,Fliege::N,múha,fluga
212,Schmetterling::N,metúlj,fjäril
213,Beere::N,jágoda,bär
214,Apfel::N,jábolko,äpple
215,Pilz::N,góba,svamp
216,Zwiebel::N,čebúla,lök
217,Saat::N,séme,sådd
218,Korn::N,zŕno,korn
219,Heu::N,senó,hö
220,Schale::N,lupína,skal
221,Grube::N,jáma,grop
222,Falle::N,pást,fälla
223,Schlinge::N,zánka,snara
224,Schlinge::N,pêtlja,snara
225,Spur::N,sléd,spår
226,Asche::N,pepél,aska
227,Dreck::N,bláto,lort
228,Eisen::N,želézo,järn
229,Gold::N,zlató,guld
230,Silber::N,srebró,silver
231,Kohle::N,ógel,kol
232,Glas::N,stêklo,glas
233,Lehm::N,ílo,lera
234,Sand::N,pések,sand
235,Mensch::N,člôvek,människa
236,Mann::N,móž,man
237,Mann::N,môški,man
238,Frau::N,gospá,kvinna
239,Frau::N,žénska,kvinna
240,Kind::N,déte,barn
241,Kind::N,otròk,barn
242,Junge::N,fànt,pojke
243,Junge::N,déček,pojke
244,Mädchen::N,deklè,flicka
245,Mädchen::N,déklica,flicka
246,Familie::N,družína,familj
247,Großvater::N,dèd,morfar
248,Großvater::N,dédek,morfar
249,Großmutter::N,bábica,farmor
250,Eltern::N,stárši,föräldrar
251,Vater::N,ôče,far
252,Mutter::N,máma,mor
253,Sohn::N,sín,son
254,Tochter::N,hčí,dotter
255,Tochter::N,hčérka,dotter
256,Bruder::N,bràt,bror
257,Schwester::N,sêstra,syster
258,Onkel::N,újec,morbror
259,Onkel::N,stríc,morbror
260,Tante::N,têta,tant
261,Tante::N,strína,tant
262,Ehemann::N,móž,äkta man
263,Ehemann::N,sopróg,äkta man
264,Ehefrau::N,žêna,hustru
265,Ehefrau::N,sopróga,hustru
266,Freude::N,rádost,fröjd
267,Freude::N,rádost,glädje
268,Freude::N,vesêlje,fröjd
269,Freude::N,vesêlje,glädje
270,Gelächter::N,sméh,åtlöje
271,Gelächter::N,grohòt,åtlöje
272,Glück::N,sréča,lycka
273,Kummer::N,gorjé,sorg
274,Wunsch::N,žêlja,önskan
275,Lust::N,poželênje,lust
276,Geist::N,dúša,ande
277,Gedanke::N,mísel,tanke
278,Gedächtnis::N,pámet,minne
279,Sinn::N,pomèn,mening
280,Sinn::N,pomèn,betydelse
281,Sinn::N,smísel,mening
282,Sinn::N,smísel,betydelse
283,Grund::N,vzròk,skäl
284,Grund::N,vzròk,grund
285,Wahrheit::N,resníca,sanning
286,Gespräch::N,pogóvor,samtal
287,Märchen::N,právljica,saga
288,Erzählung::N,povést,berättelse
289,Nachricht::N,sporočílo,meddelande
290,Neuigkeit::N,novóst,nyhet
291,Name::N,imé,namn
292,Rätsel::N,ugánka,gåta
293,Rede::N,góvor,tal
294,Sprache::N,jêzik,språk
295,Stimme::N,glás,stämma
296,Wort::N,beséda,ord
297,Zeichen::N,znák,tecken
298,Ruf::N,klíc,rop
299,Lärm::N,hrúp,bråk
300,Lärm::N,hrúp,oväsen
301,Lärm::N,trúšč,bråk
302,Lärm::N,trúšč,oväsen
303,Laut::N,glás,ljud
304,Ton::N,tón,ton
305,Lied::N,pésem,sång
306,Ruhe::N,pokòj,ro
307,Ruhe::N,pokòj,lugn
308,Leute::N,ljudjé,folk
309,Volk::N,národ,folk
310,Arbeit::N,délo,arbete
311,Gast::N,gòst,gäst
312,Geschenk::N,darílo,gåva
313,Geschenk::N,darílo,present
314,Spiel::N,ígra,lek
315,Spiel::N,ígra,spel
316,Gesellschaft::N,drúžba,sällskap
317,Hilfe::N,pomóč,hjälp
318,Freund::N,prijátelj,vän
319,Kamerad::N,továriš,kamrat
320,Angelegenheit::N,zadéva,ärende
321,Angelegenheit::N,zadéva,angelägenhet
322,Anzahl::N,števílo,antal
323,Art::N,vŕsta,art
324,Art::N,vŕsta,slag
325,Stück::N,kós,stycke
326,Teil::N,dél,del
327,Hälfte::N,polovíca,halva
328,Kreis::N,króg,krets
329,Kreis::N,króg,cirkel
330,Kreis::N,kolobár,krets
331,Kreis::N,kolobár,cirkel
332,Kreuz::N,kríž,kors
333,Kreuz::N,kríž,kryss
334,Linie::N,próga,linje
335,Strich::N,čŕta,streck
336,Abstand::N,preslédek,avstånd
337,Entfernung::N,oddáljenost,avstånd
338,Gegend::N,kràj,trakt
339,Gegend::N,dežêla,trakt
340,Platz::N,prôstor,plats
341,Ort::N,mésto,plats
342,Ort::N,mésto,ställe
343,Seite::N,bòk,sida
344,Seite::N,strán,sida
345,Mitte::N,sredína,mitt
346,Gegenstand::N,prédmet,föremål
347,Sache::N,réč,sak
348,Sache::N,stvár,sak
349,Rand::N,kràj,rand
350,Kante::N,rób,kant
351,Ecke::N,vogál,vrå
352,Ecke::N,vogál,hörn
353,Spitze::N,óst,spets
354,Ende::N,kônec,ända
355,Loch::N,lúknja,hål
356,Winkel::N,kót,vinkel
357,Muster::N,vzórec,mönster
358,Größe::N,veličína,storlek
359,Länge::N,dolžína,längd
360,Höhe::N,vršína,höjd
361,Gewicht::N,téža,tyngd
362,Menge::N,količína,mängd
363,Haufen::N,kùp,hög
364,Haufen::N,kopíca,hög
365,Reihe::N,níz,rad
366,Reihe::N,vŕsta,rad
367,Boot::N,čóln,båt
368,Ruder::N,vêslo,åra
369,Schlitten::N,saní,släde
370,Ski::N,smučí,skida
371,Lagerfeuer::N,táborni ôgenj,lägereld
372,Last::N,tôvor,last
373,Last::N,tôvor,börda
374,Gang::N,hòd,gång
375,Schritt::N,korák,steg
376,Norden::N,séver,norr
377,Süden::N,júg,söder
378,Westen::N,zapàd,väster
379,Osten::N,vzhòd,öster
380,Holz::N,lés,trä
381,Brett::N,deskà,bräda
382,Platte::N,plôča,platta
383,Stütze::N,opóra,stöd
384,Stütze::N,opóra,stötta
385,Stütze::N,zaslómba,stöd
386,Stütze::N,zaslómba,stötta
387,Stange::N,gréd,stång
388,Stock::N,pálica,käpp
389,Stock::N,pálica,pinne
390,Stab::N,pálica,stav
391,Rohr::N,cév,rör
392,Haus::N,híša,hus
393,Heim::N,dóm,hem
394,Ofen::N,péč,ugn
395,Fußboden::N,pòd,golv
396,Tisch::N,míza,bord
397,Stuhl::N,stòl,stol
398,Wiege::N,zíbel,vagga
399,Bett::N,póstelja,säng
400,Regal::N,políca,hylla
401,Kiste::N,zabòj,låda
402,Fenster::N,ôkno,fönster
403,Tür::N,vráta,dörr
404,Tor::N,velíka vráta,port
405,Zaun::N,ográja,staket
406,Zaun::N,ográja,stängsel
407,Dach::N,stréha,tak
408,Leiter::N,léstev,stege
409,Besen::N,mêtla,kvast
410,Spaten::N,lopáta,spade
411,Schaufel::N,lopáta,skovel
412,Schaufel::N,lopáta,skyffel
413,Gabel::N,vílice,gaffel
414,Löffel::N,žlíca,sked
415,Messer::N,nòž,kniv
416,Nagel::N,žebèlj,spik
417,Netz::N,mréža,nät
418,Haken::N,kljúka,krok
419,Griff::N,ročáj,tag
420,Griff::N,ročáj,handtag
421,Griff::N,oprijèm,tag
422,Griff::N,oprijèm,handtag
423,Schloss::N,ključávnica,las
424,Bild::N,slíka,bild
425,Figur::N,figúra,figur
426,Figur::N,postáva,figur
427,Puppe::N,lútka,docka
428,Beutel::N,môšnja,påse
429,Bündel::N,cúla,bunt
430,Bündel::N,cúla,knippa
431,Bündel::N,svéženj,bunt
432,Bündel::N,svéženj,knippa
433,Tasche::N,tórba,väska
434,Tasche::N,tobôlec,väska
435,Eimer::N,vêdro,hink
436,Eimer::N,vêdro,ämbar
437,Deckel::N,pokròv,lock
438,Deckel::N,poklópec,lock
439,Geschirr::N,posóda,servis
440,Geschirr::N,posóda,porslin
441,Sack::N,vréča,säck
442,Tasse::N,skodélica,kopp
443,Topf::N,lônec,gryta
444,Topf::N,lônec,kastrull
445,Kessel::N,kôtel,kittel
446,Essen::N,hrána,mål
447,Nahrung::N,živílo,näring
448,Speise::N,jéd,maträtt
449,Fleisch::N,mesó,kött
450,Getreide::N,žíto,säd
451,Getreide::N,žíto,spannmål
452,Brei::N,káša,gröt
453,Brot::N,krùh,bröd
454,Scheibe::N,réženj,skiva
455,Fett::N,mást,fett
456,Fett::N,maščôba,fett
457,Butter::N,máslo,smör
458,Öl::N,ólje,olja
459,Salz::N,sól,salt
460,Suppe::N,júha,soppa
461,Honig::N,méd,honung
462,Milch::N,mléko,mjölk
463,Tee::N,čáj,te
464,Leder::N,úsnje,läder
465,Wolle::N,vólna,ull
466,Wolle::N,vólna,ylle
467,Stoff::N,blagó,tyg
468,Stoff::N,blagó,stoff
469,Nadel::N,ígla,nål
470,Faden::N,nít,tråd
471,Knopf::N,gúmb,knapp
472,Knoten::N,vôzel,knut
473,Farbe::N,bárva,färg
474,Kleidung::N,obléka,klädsel
475,Hemd::N,srájca,skjorta
476,Kragen::N,ovrátnik,krage
477,Ärmel::N,rokáv,ärm
478,Hose::N,hláče,byxor
479,Gürtel::N,pás,bälte
480,Mütze::N,kápa,mössa
481,Mütze::N,čépica,mössa
482,Schuh::N,čévelj,sko
483,Stiefel::N,škórenj,stövel
484,Ring::N,pŕstan,ring
485,Band::N,trák,band
486,Kamm::N,glavník,kam
487,Spiegel::N,zrcálo,spegel
488,Spiegel::N,ogledálo,spegel
489,Riemen::N,jêrmen,rem
490,Schnur::N,vŕvca,snöre
491,Leine::N,konôpec,lina
492,Decke::N,odéja,täcke
493,Kissen::N,blazína,dyna
494,Kissen::N,blazína,kudde
495,Tuch::N,pŕt,sjal
496,Tuch::N,rúta,sjal
497,Handtuch::N,brisáča,handduk
498,Kraft::N,síla,kraft
499,Stärke::N,jákost,styrka
500,Gesundheit::N,zdrávje,hälsa
501,Krankheit::N,bolézen,sjukdom
502,Schmerz::N,ból,smärta
503,Schmerz::N,bolečína,smärta
504,Wunde::N,rána,sår
505,Fieber::N,vročína,feber
506,Arznei::N,lék,medicin
507,Arznei::N,lék,läkemedel
508,Arznei::N,zdravílo,medicin
509,Arznei::N,zdravílo,läkemedel
510,Brücke::N,móst,bro
511,Brunnen::N,vodnják,brunn
512,Weide::N,páša,bete
513,Pfad::N,stezà,stig
514,Weg::N,pót,väg
515,Straße::N,césta,gata
516,Dorf::N,vás,by
517,Stadt::N,mésto,stad
518,Brief::N,písmo,brev
519,Buch::N,knjíga,bok
520,Buchstabe::N,čŕka,bokstav
521,Zeitung::N,čásnik,tidning
522,Leben::N,življênje,liv
523,Tod::N,smŕt,död
524,Grab::N,gròb,grav
525,Kirche::N,cérkev,kyrka
526,Sünde::N,gréh,synd
527,Gott::N,bóg,gud
528,Arbeiter::N,délavec,arbetare
529,Chef::N,šéf,chef
530,Meister::N,mójster,mästare
531,Arzt::N,zdravník,läkare
532,Lehrer::N,učítelj,lärare
533,Geld::N,denár,pengar
534,Geschäft::N,kupčíja,rörelse
535,Laden::N,trgovína,affär
536,Preis::N,céna,pris
537,Ware::N,róba,vara
538,Nutzen::N,príd,gagn
539,Nutzen::N,príd,nytta
540,Reichtum::N,bogástvo,rikedom
541,Welt::N,svét,värld
542,Land::N,dežêla,land
543,Staat::N,držáva,stat
544,König::N,králj,kung
545,König::N,králj,konung
546,Macht::N,oblást,makt
547,Grenze::N,mêja,gräns
548,Krieg::N,vôjna,krig
549,Feind::N,sovrážnik,fiende
550,Gewalt::N,nasílje,våld
551,Kampf::N,bòj,kamp
552,Kampf::N,bòj,strid
553,Kampf::N,bórba,kamp
554,Kampf::N,bórba,strid
555,Bogen[Waffe]::N,lók,båge
556,Pfeil::N,puščíca,pil
557,Gewehr::N,púška,gevär
558,Fehler::N,zmóta,fel
559,Lüge::N,láž,lögn
560,Schaden::N,okvára,skada
561,Unglück::N,nesréča,otur
562,Unglück::N,nesréča,olycka
563,Schuld::N,krívda,skuld
564,Alter::N,dôba,ålder
565,Schluss::N,kônec,slut
566,Zeit::N,čàs,tid
567,Tag::N,dán,dag
568,Morgen::N,jútro,morgon
569,Mittag::N,póldan,middag
570,Abend::N,večér,kväll
571,Nacht::N,nóč,natt
572,Woche::N,téden,vecka
573,Monat::N,mésec,månad
574,Jahr::N,léto,år
575,Frühling::N,pomlád,vår
576,Sommer::N,polétje,sommar
577,Herbst::N,jesén,höst
578,Winter::N,zíma,vinter
579,Januar::N,jánuar,januari
580,Februar::N,fébruar,februari
581,März::N,márec,mars
582,April::N,apríl,april
583,Mai::N,máj,maj
584,Juni::N,júnij,juni
585,Juli::N,júlij,juli
586,August::N,avgúst,augusti
587,September::N,septêmber,september
588,Oktober::N,október,oktober
589,November::N,novêmber,november
590,Dezember::N,decémber,december
591,Montag::N,ponedéljek,måndag
592,Dienstag::N,tôrek,tisdag
593,Mittwoch::N,sréda,onsdag
594,Donnerstag::N,četŕtek,torsdag
595,Freitag::N,pétek,fredag
596,Samstag::N,sobóta,lördag
597,Sonntag::N,nedélja,söndag
598,groß::A,vêlik,stor
599,klein::A,májhen,liten
600,lang::A,dólg,lång
601,kurz::A,krátek,kort
602,breit::A,širòk,bred
603,schmal::A,ózek,smal
604,dicht::A,góst,tät
605,dick[Gegenstand]::A,dêbel,tjock
606,dünn::A,tánek,tunn
607,fein::A,drôben,fin
608,fest::A,tŕden,fast
609,flach::A,plán,platt
610,flach::A,plòsk,platt
611,glatt::A,gládek,glatt
612,hart::A,tŕd,hård
613,weich::A,mehák,mjuk
614,rund::A,okrógel,rund
615,spitz::A,šílast,toppig
616,spitz::A,šílast,spetsig
617,scharf::A,óster,vass
618,scharf::A,óster,skarp
619,stumpf::A,tóp,slö
620,stumpf::A,skŕhan,slö
621,schwer::A,têžek,tung
622,schön::A,lép,skön
623,schön::A,lép,vacker
624,schön::A,krásen,skön
625,schön::A,krásen,vacker
626,heiß::A,vròč,het
627,warm::A,tôpel,varm
628,kalt::A,mŕzel,kall
629,kalt::A,hláden,kall
630,kühl::A,hláden,sval
631,kühl::A,hláden,kylig
632,frisch::A,svéž,färsk
633,feucht::A,vlážen,fuktig
634,nass::A,móker,våt
635,trocken::A,súh,torr
636,voll::A,póln,full
637,leer::A,prázen,tom
638,offen::A,odpŕt,öppen
639,geschlossen::A,zapŕt,stängd
640,sauber::A,číst,ren
641,sauber::A,líčen,ren
642,schmutzig::A,umázan,snuskig
643,roh::A,suròv,rå
644,reif::A,zrèl,mogen
645,lecker::A,okúsen,läcker
646,süß::A,sládek,söt
647,bitter::A,grenák,besk
648,bitter::A,grenák,bitter
649,sauer::A,kísel,sur
650,hell::A,svetèl,ljus
651,dunkel::A,temèn,mörk
652,schwarz::A,čŕn,svart
653,weiß::A,bél,vit
654,rot::A,rdèč,röd
655,gelb::A,žólt,gul
656,gelb::A,rumèn,gul
657,blau::A,móder,blå
658,grün::A,zelèn,grön
659,grau::A,sív,grå
660,bunt::A,písan,brokig
661,billig::A,pocéni,billig
662,teuer::A,drág,dyr
663,wertvoll::A,dragocén,värdefull
664,blind::A,slép,blind
665,taub::A,glúh,döv
666,kräftig::A,močán,kraftig
667,stark::A,ják,stark
668,schwach::A,šíbek,svag
669,fett::A,dêbel,fet
670,schlank::A,vítek,slank
671,hübsch::A,lép,snygg
672,hübsch::A,lép,vacker
673,böse::A,zèl,ond
674,böse::A,zèl,elak
675,böse::A,hudôben,ond
676,böse::A,hudôben,elak
677,dumm::A,glúp,dum
678,dumm::A,bédast,dum
679,faul::A,lén,lat
680,fleißig::A,marljív,flitig
681,geizig::A,škŕt,snål
682,geizig::A,škŕt,girig
683,klug::A,pámeten,klok
684,geschickt::A,spréten,händig
685,geschickt::A,spréten,skicklig
686,lieb::A,míl,kär
687,lieb::A,míl,snäll
688,lieb::A,ljúb,kär
689,lieb::A,ljúb,snäll
690,lustig::A,vesél,rolig
691,lustig::A,vesél,lustig
692,sanft::A,láhek,mild
693,hungrig::A,láčen,hungrig
694,krank::A,bolán,sjuk
695,nackt::A,nág,naken
696,traurig::A,túžen,ledsen
697,traurig::A,túžen,sorgsen
698,lebendig::A,žív,levande
699,gut::A,dóber,bra
700,schlecht::A,malopríden,dålig
701,richtig::A,pravílen,riktig
702,schlimm::A,húd,illa
703,wahr::A,resníčen,sann
704,alt::A,stàr,gammal
705,neu::A,nòv,ny
706,ehemalig::A,nekdánji,forn
707,ehemalig::A,nekdánji,tidigare
708,alt[Lebewesen]::A,stàr,gammal
709,jung::A,mlád,ung
710,arm::A,ubóg,fattig
711,arm::A,réven,fattig
712,reich::A,bogàt,rik
713,bekannt::A,znán,känd
714,berühmt::A,sláven,berömd
715,berühmt::A,znamenít,berömd
716,fremd::A,túj,främmande
717,verschieden::A,razlíčen,åtskillig
718,nah::A,blížnji,nära
719,fern::A,dáleč,fjärran
720,linker::A,lévi,vänster
721,rechter::A,désni,höger
722,anderer::A,drúgi,annan
723,erster::A,pŕvi,första
724,zweiter::A,drúgi,andra
725,dritter::A,trétji,tredje
726,letzter::A,poslédnji,sist
727,allein::ADV,sám,allena
728,auf einmal::ADV,obênem,på en gång
729,zusammen::ADV,skúpaj,tillsammans
730,lange::ADV,dólgo,länge
731,plötzlich::ADV,náglo,plötsligt
732,plötzlich::ADV,nenádoma,plötsligt
733,sofort::ADV,prècej,strax
734,sofort::ADV,prècej,genast
735,später::ADV,poznêje,senare
736,jetzt::ADV,zdàj,nu
737,heute::ADV,dánes,i dag
738,morgen::ADV,jútri,i morgon
739,bald::ADV,kmálu,snart
740,dann::ADV,nató,då
741,gestern::ADV,včéraj,i går
742,einst::ADV,nékdaj,en gång
743,damals::ADV,tedàj,då
744,damals::ADV,tedàj,den gången
745,damals::ADV,takràt,då
746,damals::ADV,takràt,den gången
747,danach::ADV,potèm,därefter
748,vorher::ADV,poprèj,före
749,vorher::ADV,poprèj,förut
750,zuerst::ADV,spŕva,först
751,einmal::ADV,ênkrat,en gång
752,manchmal::ADV,včásih,ibland
753,oft::ADV,pogósto,ofta
754,immer::ADV,védno,alltid
755,immer::ADV,zméraj,alltid
756,niemals::ADV,nikdàr,aldrig
757,hier::ADV,tù,här
758,hier::ADV,túkaj,här
759,hierhin::ADV,sèmkaj,hit
760,von hier::ADV,od tú,härifrån
761,dort::ADV,tàm,där
762,dorthin::ADV,tjà,dit
763,geradeaus::ADV,rávno napréj,rätt fram
764,vorwärts::ADV,napréj,fram
765,vorwärts::ADV,napréj,framåt
766,rückwärts::ADV,zádaj,baklänges
767,zurück::ADV,nazáj,tillbaka
768,unten::ADV,dôli,nere
769,unten::ADV,dôli,nedanför
770,unten::ADV,spôdaj,nere
771,unten::ADV,spôdaj,nedanför
772,hinab::ADV,dôl,ned
773,hinab::ADV,dôl,nedåt
774,oben::ADV,gôri,ovan
775,oben::ADV,gôri,ovanpå
776,oben::ADV,zgôraj,ovan
777,oben::ADV,zgôraj,ovanpå
778,hinauf::ADV,gôr,upp
779,hinauf::ADV,gôr,uppåt
780,überall::ADV,povsód,överallt
781,nicht::ADV,ne,ej
782,nicht::ADV,ne,inte
783,ein wenig::ADV,málo,litet
784,kaum::ADV,kómaj,knappt
785,kaum::ADV,kómaj,knappast
786,sehr::ADV,zeló,mycket
787,so::ADV,takó,så
788,noch::ADV,še,än
789,noch::ADV,še,ännu
790,nur::ADV,samó,bara
791,nur::ADV,samó,endast
792,schon::ADV,žè,redan
793,wieder::ADV,spét,åter
794,vergebens::ADV,zamàn,förgäves
795,vergebens::ADV,zastónj,förgäves
796,vor::PRP,pred,utanför
797,hinter::PRP,za,bakom
798,unter::PRP,pod,under
799,durch::PRP,skózi,genom
800,durch::PRP,skózi,igenom
801,neben::PRP,kràj,bredvid
802,neben::PRP,kràj,vid sidan av
803,neben::PRP,póleg,bredvid
804,neben::PRP,póleg,vid sidan av
805,zwischen::PRP,med,mellan
806,zwischen::PRP,izmed,mellan
807,wegen::PRP,zarádi,på grund av
808,dies::PRN,tó,detta
809,das::PRN,tó,det
810,alles::PRN,vsè,allt
811,ich::PRN,jàz,jag
812,du::PRN,tí,du
813,er::PRN,òn,han
814,wir::PRN,mí,vi
815,ihr::PRN,ví,ni
816,sie::PRN,ôni,de
817,was::FPRN,káj,vad
818,wer::FPRN,kdó,vem
819,wo::FADV,kjé,var
820,wohin::FADV,kám,vart
821,wie::FADV,kakó,hur
822,warum::FADV,zakáj,varför
823,wieviel::FNUM,kóliko,hur mycket
824,eins::NUM,êden,en
825,eins::NUM,êden,ett
826,zwei::NUM,dvá,två
827,drei::NUM,trí,tre
828,vier::NUM,štíri,fyra
829,fünf::NUM,pét,fem
830,sechs::NUM,šést,sex
831,sieben::NUM,sédem,sju
832,acht::NUM,ósem,åtta
833,neun::NUM,devét,nio
834,zehn::NUM,desét,tio
835,elf::NUM,enájst,elva
836,zwölf::NUM,dvánajst,tolv
837,zwanzig::NUM,dvájset,tjugo
838,dreißig::NUM,trídeset,trettio
839,vierzig::NUM,štírideset,fyrtio
