,Concept_ID,kl,lbe
212,Eisen::N,saffiugassaq,мах
213,Gold::N,kuulti,муси
214,Silber::N,siilviuvoq,арцу
215,Kohle::N,aamarsuit aamaruutissat,кӏалаш
216,Kohle::N,aamarsuit aamaruutissat,хъуручӏ
217,Glas::N,igalaaq,пюрун
218,Glas::N,imertarfik,пюрун
219,Glas::N,igalaamineq,пюрун
220,Lehm::N,marraq,сина аьрщи
221,Sand::N,sioqqat,къун
222,Mensch::N,inuk,инсан
223,Mensch::N,silamiu,инсан
224,Mann::N,angut,чув
225,Mann::N,angut,адимина
226,Frau::N,arnaq,щарсса
227,Frau::N,arnaq,хъамитайпа
228,Kind::N,meeraq,чӏиви оьрчӏ
229,Junge::N,nukappiaraq,оьрчӏ
230,Junge::N,nukappiaraq,бурхьин оьрчӏ
231,Mädchen::N,arnannguaq,душ
232,Familie::N,ilaqutakka,кулпат
233,Familie::N,ilaqutariit,кулпат
234,Großvater::N,aatak,ттатта
235,Großvater::N,aatak,ниттил ппу
236,Großmutter::N,aanaq,буттал нину
237,Eltern::N,angajoqqaat,нину-ппу
238,Vater::N,ataata,ппу
239,Vater::N,ataataq,ппу
240,Mutter::N,anaana,нину
241,Sohn::N,erneq,арс
242,Tochter::N,panik,душ
243,Bruder::N,ani,уссу
244,Bruder::N,aqqaluk,уссу
245,Bruder::N,qatanngut,уссу
246,Schwester::N,naja,ссу
247,Schwester::N,aleqa,ссу
248,Schwester::N,qatanngut,ссу
249,Onkel::N,akkak,буттауссу
250,Tante::N,aja,буттал ссу
251,Tante::N,ajak,буттал ссу
252,Tante::N,atsak,буттал ссу
253,Ehemann::N,ui,лас
254,Ehefrau::N,nuliaq,щар
255,Ehefrau::N,nuliaq,щарсса
256,Freude::N,tipaatsussuseq,шадшиву
257,Freude::N,tipaatsussuseq,ххаришиву
258,Gelächter::N,illaq,хъяхъаву
259,Glück::N,usornaat,талихӏ
260,Glück::N,usornarsuseq,талихӏ
261,Wunsch::N,kissaat,мурад
262,Lust::N,illigussuseq,гьавас
263,Lust::N,illigussuseq,ччаву
264,Lust::N,piummaseq,гьавас
265,Lust::N,piummaseq,ччаву
266,Geist::N,anerneq,рухӏ
267,Geist::N,toornaq,рухӏ
268,Gedanke::N,isumassaq,пикри
269,Gedächtnis::N,eqqaamannissuseq,дакӏний личӏаву
270,Verstand::N,isuma,аькьлу
271,Verstand::N,sianissut,аькьлу
272,Verstand::N,misigissut,аькьлу
273,Verstand::N,sianissuseq,аькьлу
274,Verstand::N,silaqassuseq,аькьлу
275,Sinn::N,isuma,мяъна
276,Grund::N,patsit,багьана
277,Wahrheit::N,sallusuissut,тӏайламур
278,Wahrheit::N,sallusuissut,хӏакьмур
279,Märchen::N,oqalualaarut,магьа
280,Märchen::N,oqaluasaaq,магьа
281,Erzählung::N,oqaluttuaq,хавар
282,Nachricht::N,oqaassut,хавар
283,Nachricht::N,oqqersuut,хавар
284,Neuigkeit::N,tusarnartaq,хавар
285,Name::N,ateq,цӏа
286,Rätsel::N,nalorsitsaarut,ссигьа
287,Rede::N,oqaluuseq,гъалгъа
288,Sprache::N,oqaatsit,маз
289,Stimme::N,erinaq,чӏу
290,Stimme::N,erinaq,чӏукӏа
291,Stimme::N,qarluuseq,чӏу
292,Stimme::N,qarluuseq,чӏукӏа
293,Wort::N,oqaasii,махъ
294,Zeichen::N,nalunaaqqut,лишан
295,Ruf::N,qaaqqussut,
296,Lärm::N,perpaluk,чӏу
297,Laut::N,torsukattak,чӏу
298,Ton::N,erinaq,чӏу
299,Lied::N,taalliaq,балай
300,Lied::N,erinarsuut,балай
301,Ruhe::N,qatsunganeq,дигьалагру
302,Leute::N,inuiak,инсантал
303,Leute::N,inuiaqatigiit,инсантал
304,Volk::N,inuiaat,ил
305,Volk::N,inuiaat,халкь
306,Arbeit::N,suliaq,заву
307,Gast::N,qaaqqusaq,хъамаличу
308,Geschenk::N,pajugut,бухчакарши
309,Geschenk::N,pajugut,лажинккакку
310,Hilfe::N,annertoqqut,кумаг
311,Freund::N,tiliaq,дус
312,Freund::N,ikinngut,дус
313,Kamerad::N,tiliaq,хӏаласу
314,Kamerad::N,ikinngut,хӏаласу
315,Art::N,ileqquuseq,жинс
316,Stück::N,nakkaalaniku,касак
317,Teil::N,tassiaasat,бутӏа
318,Hälfte::N,affaq,дачӏи
319,Kreis::N,kaajaluinneq or kaajaluitsoq,кюрщан
320,Kreuz::N,sanningasulik,ххач
321,Linie::N,tittaq,щва
322,Linie::N,titarneq,щва
323,Abstand::N,aku,манзил
324,Abstand::N,ikiaq,манзил
325,Entfernung::N,asi,манзил
326,Gegend::N,nuna,кӏану
327,Platz::N,ini,
328,Platz::N,inissaq,
329,Ort::N,sumiiffik,кӏану
330,Seite::N,saneraq,чул
331,Seite::N,saneraq,чулухалу
332,Mitte::N,qiteq,дя
333,Sache::N,pigisaq,зат
334,Rand::N,sini,зума
335,Rand::N,akerfineq,зума
336,Kante::N,akerfineq,
337,Ecke::N,teqeqqoq,мурцӏу
338,Ecke::N,tikeqqoq,мурцӏу
339,Spitze::N,inngik,мицӏ
340,Ende::N,isu,зума
341,Loch::N,putu,ккутӏ
342,Winkel::N,teqeqqorissaat,мурцӏу
343,Muster::N,ilisserut,накьич
344,Größe::N,angissuseq,
345,Länge::N,takissuseq,лахъишиву
346,Gewicht::N,oqimaalutaq,дуццин
347,Gewicht::N,oqimaalutaq,кӏушиву
348,Menge::N,amerlassuseq,
349,Haufen::N,eqimattat,бакӏу
350,Reihe::N,allunaasaq,кьюкьа
351,Boot::N,qajaq,луткка
352,Boot::N,angallat,луткка
353,Boot::N,umiatsiaq,луткка
354,Ruder::N,iput,весло
355,Ruder::N,iput,чӏатӏа
356,Schlitten::N,qamutit,чана
357,Schlitten::N,qamutit,санкка
358,Schlitten::N,qimusseq,чана
359,Schlitten::N,qimusseq,санкка
360,Ski::N,ataarut,лижарду
361,Last::N,nammagaq,гьиву
362,Schritt::N,allorneq,ша
363,Norden::N,avannaq,ухссав
364,Norden::N,avannaq,ухссавнил чулухалу
365,Süden::N,qava,кьилва
366,Süden::N,kujat,кьилва
367,Süden::N,kujataa,кьилва
368,Westen::N,kitaa,баргълагавал
369,Westen::N,kitaa,баргълагавал чул
370,Osten::N,kangi,баргъбуккай чулухалу
371,Holz::N,qisuk,тӏама
372,Brett::N,salliligaq,тахта
373,Platte::N,qaateq,гъуни
374,Stütze::N,ajagutaq,гьалакӏу
375,Stütze::N,ajaagutaq,гьалакӏу
376,Stange::N,kaaviffik,къазихъ
377,Stock::N,ajaappissat,ттархь
378,Stab::N,ajaappissat,ччантӏакъу
379,Rohr::N,sullulik,бургъу
380,Haus::N,illu,къатта
381,Ofen::N,kissarsuut,пач
382,Fußboden::N,nateq,чӏанкъатта
383,Tisch::N,allattarfik,усттул
384,Stuhl::N,issiavik,кӏану
385,Stuhl::N,issiaffik,кӏану
386,Wiege::N,uaasoq,оьрчӏал кӏану
387,Bett::N,nallavik,тах
388,Regal::N,ilisivik,чӏаму
389,Kiste::N,sakissat,яшикӏ
390,Kiste::N,sakissat,къурши
391,Kiste::N,illerfiusaq,яшикӏ
392,Kiste::N,illerfiusaq,къурши
393,Fenster::N,aki,чӏавахьулу
394,Fenster::N,igalaaq,чӏавахьулу
395,Tür::N,matu,нуз
396,Tür::N,matu,нузкьун
397,Tor::N,isaaffik,къапу
398,Tor::N,isaaffik,дарваза
399,Zaun::N,saputit,дайгьузанну
400,Dach::N,qaliaq,магъи
401,Dach::N,qaliaq,цӏиялу
402,Leiter::N,tummeqqat,чуртту
403,Leiter::N,majuartarfiit,чуртту
404,Besen::N,saligutit,чӏатлу
405,Spaten::N,nivaataq,бил
406,Schaufel::N,nivaataq,чӏатӏа
407,Gabel::N,qilluaq,гьиссилу
408,Gabel::N,ajassaatit,гьиссилу
409,Löffel::N,alussaat,къуса
410,Messer::N,savik,чӏила
411,Nagel::N,kukik,мяр
412,Netz::N,anguffaseq,къери
413,Haken::N,nissik,къича
414,Haken::N,qarsorsaq,къича
415,Haken::N,qarsorsartoq,къича
416,Griff::N,ipi,куяму
417,Schloss::N,illussaarsuaq,кьункьула
418,Bild::N,assiliaq,сурат
419,Figur::N,kisitsit,
420,Puppe::N,inuusaq,ссихьу
421,Bündel::N,qilertaq,гьи
422,Bündel::N,qilertaq,къар
423,Tasche::N,pooqattaq,
424,Deckel::N,matu,къапаза
425,Geschirr::N,anut,пюрунчӏул
426,Geschirr::N,anut,тӏахӏникӏичӏу
427,Tasse::N,tiitorfik,пижан
428,Tasse::N,tiitorfik,пинжан
429,Tasse::N,tiitorfik,инкираччатӏи
430,Tasse::N,tiitorfik,цинцилттал бушкъап
431,Tasse::N,tiitorfiup ilorlia,пижан
432,Tasse::N,tiitorfiup ilorlia,пинжан
433,Tasse::N,tiitorfiup ilorlia,инкираччатӏи
434,Tasse::N,tiitorfiup ilorlia,цинцилттал бушкъап
435,Topf::N,qoqqoq,кӏункӏур
436,Kessel::N,uunnaavik,чаг
437,Kessel::N,uunnaavik,кӏункӏур
438,Essen::N,igaaq,дукия
439,Essen::N,igaaq,дукин
440,Nahrung::N,neqissaq,дукра
441,Speise::N,nerisassat,дукра
442,Fleisch::N,neqi,дикӏ
443,Getreide::N,maannineq,къама
444,Brot::N,iffit,ччатӏ
445,Brot::N,iffiaq,ччатӏ
446,Scheibe::N,igalaassiaq,парча
447,Fett::N,tarnutissaq,аьгъушиву
448,Fett::N,tarnutissiaq,аьгъушиву
449,Butter::N,punneq,нагь
450,Butter::N,punneq,лагаву
451,Öl::N,uulia,
452,Salz::N,taratsut,цӏву
453,Suppe::N,qajoq,накь
454,Honig::N,tungusunnitsuut,ницӏ
455,Milch::N,immuk,накӏ
456,Tee::N,tii,чяй
457,Tee::N,teeq,чяй
458,Wolle::N,nuersagassiaq,ппал
459,Stoff::N,milliaq,янна
460,Stoff::N,qarlissiaq,янна
461,Nadel::N,meqqut,ххалаххи
462,Faden::N,ujalussiaq,ххал
463,Knopf::N,attat,банд
464,Knoten::N,akeroq,къурхъ
465,Knoten::N,qilerneq,къурхъ
466,Farbe::N,qalipaat,сир
467,Kleidung::N,atisat,янна
468,Kleidung::N,atisat,лаххия
469,Kleidung::N,annoraaq,янна
470,Kleidung::N,annoraaq,лаххия
471,Hemd::N,ilupaaq,гьухъа
472,Kragen::N,qungasiinnaq,дарвач
473,Ärmel::N,aaq,кахха
474,Hose::N,qarliit,хӏажак
475,Gürtel::N,qiterut,мухӏлу
476,Gürtel::N,unngersaq,мухӏлу
477,Mütze::N,nasaq,кьяпа
478,Schuh::N,skuu,
479,Schuh::N,ikernuk,
480,Schuh::N,ateraasaq,
481,Stiefel::N,kamik,чакма
482,Ring::N,assammiu,кӏисса
483,Band::N,qilerutissiaq,линт
484,Kamm::N,illaagutit,ттарал
485,Kamm::N,illaajaatit pl.,ттарал
486,Spiegel::N,tarrarsuut,дагьани
487,Riemen::N,allunaaq,эн
488,Schnur::N,kujaaq,хьхьа
489,Schnur::N,allunaasaq,хьхьа
490,Leine::N,aleq,
491,Decke::N,qipik,виргъан
492,Kissen::N,akit,кӏаралу
493,Tuch::N,qarlissiaq,карщи
494,Handtuch::N,allarut,калихьу
495,Handtuch::N,allarut,лажинлихьу
496,Handtuch::N,allarterut,калихьу
497,Handtuch::N,allarterut,лажинлихьу
498,Kraft::N,pissak,эллаж
499,Stärke::N,qerattarsaat,гуж
500,Gesundheit::N,peqqisusseq,цӏуллу-сагъшиву
501,Krankheit::N,nappaat,къашайшиву
502,Schmerz::N,anniaat,къюву
503,Wunde::N,iki,щаву
504,Fieber::N,nappaat qanimanartoq,кӏиришиву
505,Arznei::N,imigassaq,дару
506,Brücke::N,ikaartarfik,ламу
507,Brunnen::N,tissaluttuliaq,къуй
508,Weide::N,masarsuk,бизантту
509,Pfad::N,aqqut,жегъир ххуллу
510,Weg::N,aggerfik,ххуллу
511,Straße::N,aqqusineq,ххуллу
512,Dorf::N,nunaqarfik,щар
513,Dorf::N,nunaqarfik,шяравалу
514,Stadt::N,illorpaat,шагьру
515,Stadt::N,illorpalik,шагьру
516,Brief::N,allagarsiaq,чагъар
517,Buch::N,atuakkat,лу
518,Buch::N,mappersagaq,лу
519,Buchstabe::N,naqinneq,хӏарп
520,Zeitung::N,aviisi,кказит
521,Leben::N,inuussuseq,оьрму
522,Tod::N,toqu,ажал
523,Tod::N,toqu,бивкӏу
524,Tod::N,toqu,ивчӏаву
525,Tod::N,toquneq,ажал
526,Tod::N,toquneq,бивкӏу
527,Tod::N,toquneq,ивчӏаву
528,Grab::N,iliveq,гьав
529,Grab::N,illissat,гьав
530,Kirche::N,oqaluffik,килиса
531,Sünde::N,ajorti,бунагъ
532,Arbeiter::N,sulisoq,зузала
533,Chef::N,ittoqut,ялувма
534,Meister::N,naalagaq,усттар
535,Arzt::N,katsorsaasoq,хӏакин
536,Lehrer::N,ilinniartitsisoq,учитель
537,Geld::N,aningaasat,арцу
538,Geschäft::N,niuertarfik,даву
539,Laden::N,niuertarfik,ттучан
540,Preis::N,aki,багъа
541,Ware::N,qaliata pii,хъус
542,Ware::N,nioqqutissaq,хъус
543,Nutzen::N,iluaqut,хайр
544,Nutzen::N,iluaqut,мюнпат
545,Welt::N,nunarsuaq,дуниял
546,Land::N,nuna,билаят
547,König::N,kunngi,
548,Macht::N,pissaassuseq,власть
549,Grenze::N,killik,дазу
550,Krieg::N,sorsunneq,дяъви
551,Feind::N,akeraq,душман
552,Feind::N,akerartorti,душман
553,Feind::N,qinngarsuisoq,душман
554,Kampf::N,sorsunneq,лачӏуи уккаву
555,Pfeil::N,qalugiusaq,чӏатӏаракӏ
556,Gewehr::N,aallaat,ттупанг
557,Fehler::N,kukkuneq,гъалатӏ
558,Fehler::N,paarlaappaa,гъалатӏ
559,Unglück::N,perluut,бала
560,Schuld::N,akiitsugaq,тахсир
561,Schuld::N,akiligassaq,тахсир
562,Alter::N,utoqqaq,оьрму
563,Schluss::N,isu,ахир
564,Zeit::N,ulloq,чӏун
565,Zeit::N,akuttoqatigiinneq,чӏун
566,Tag::N,ulloq,кьини
567,Morgen::N,ullaaq,кӏюрх
568,Mittag::N,ulloqeqqa,ахттайн
569,Mittag::N,ulloqeqqa,дяахттайн
570,Mittag::N,ulloqeqqa,ахттайн чӏун
571,Abend::N,unnuk,маркӏачӏан
572,Nacht::N,unnuaq,хьхьу
573,Woche::N,sapaatip akunnera,нюжмар
574,Monat::N,qaammat,барз
575,Jahr::N,ukioq,шин
576,Frühling::N,upernaaq,инт
577,Sommer::N,aasaq,гъи
578,Herbst::N,ukiaq,ссут
579,Winter::N,ukioq,кӏи
580,Januar::N,siulleeq,цалчинмур барз
581,Januar::N,qaammaliaq,цалчинмур барз
582,Februar::N,aarlaat,кӏилчинмур барз
583,März::N,marsi,шамилчинмур барз
584,März::N,martsi,шамилчинмур барз
585,Mai::N,maaji,май
586,Mai::N,maaji,ххюлчинмур барз
587,Juni::N,juuni,июнь
588,Juni::N,juuni,ряххилчинмур барз
589,Juli::N,juuli,июль
590,Juli::N,juuli,Арулчинмур барз
591,August::N,aggusti,мяйлчинмур барз
592,September::N,septembari,урчӏилчинмур барз
593,Oktober::N,oktobari,ацӏилчинмур барз
594,November::N,novembari,ацӏния цалчинмур барз
595,Dezember::N,detsembari,ацӏния кӏилчинмур барз
596,Montag::N,ataasinngortoq,итин
597,Montag::N,ataasinngortoq,итин кьини
598,Dienstag::N,marlunngorneq,тталат
599,Dienstag::N,marlunngorneq,тталат кьини
600,Mittwoch::N,pingasunngorneq,арвахӏ
601,Donnerstag::N,sisamanngorneq,хамис
602,Freitag::N,tallimanngorneq,нюжмар
603,Freitag::N,tallimanngorneq,нюжмар кьини
604,Samstag::N,arfininngorneq,ххуллун
605,Samstag::N,arfininngorneq,ххуллун кьини
606,Sonntag::N,sapaat,алхӏат
607,Sonntag::N,sapaat,алхӏат кьини
608,Sonntag::N,sapaati,алхӏат
609,Sonntag::N,sapaati,алхӏат кьини
610,groß::A,angivoq,бугъарасса
611,klein::A,mikivoq,чӏивисса
612,lang::A,takisooq,лахъисса
613,kurz::A,naatsoq,кутӏасса
614,breit::A,silippoq,уттасса
615,schmal::A,amitsoq,уттакӏюласса
616,dicht::A,torsusooq,ццунсса
617,dick[Gegenstand]::A,issuvoq,ганзсса
618,dick[Gegenstand]::A,issusooq,ганзсса
619,dünn::A,amitsoq,кӏюласса
620,fein::A,mamarpoq,
621,fest::A,tangeqarpoq,цӏакьсса
622,fest::A,tangeqarpoq,кьянкьасса
623,flach::A,nalimmappoq,баягъисса
624,flach::A,nalimmappoq,цӏубакъасса
625,flach::A,nalimmappoq,куртӏ дакъасса
626,glatt::A,quasak,дюрчӏусса
627,hart::A,mattusooq,кьянкьасса
628,hart::A,manngerpoq,кьянкьасса
629,hart::A,titeqquluppoq,кьянкьасса
630,weich::A,nerumaarpoq,кӏукӏлусса
631,rund::A,ammallorippoq,ккурккисса
632,spitz::A,qummukujooq,ярксса
633,spitz::A,qummukujooq,дайлсса
634,spitz::A,qummukujooq,мицӏ бусса
635,scharf::A,ipippoq,ярксса
636,scharf::A,ipippoq,дайлсса
637,scharf::A,ipippoq,мицӏ бусса
638,stumpf::A,anngerpoq,къуркъасса
639,schwer::A,oqimaappoq,кӏусса
640,schön::A,kusanarpoq,аьнтӏикӏасса
641,heiß::A,kiappoq,кӏирисса
642,warm::A,oqorpoq,гъелисса
643,kalt::A,issippoq,дяркъусса
644,kühl::A,pueqqortippoq,дюхлулсса
645,feucht::A,isugutavoq,атилсса
646,feucht::A,isugutavoq,хъавтусса
647,feucht::A,qaasernarpoq,атилсса
648,feucht::A,qaasernarpoq,хъавтусса
649,nass::A,imerorpoq,атилсса
650,nass::A,imerorpoq,хъавтусса
651,trocken::A,panerpoq,кьавкьсса
652,trocken::A,panerpoq,кьакьан бувсса
653,voll::A,ulikkaarpoq,бувцӏусса
654,leer::A,imaattuarpoq,бачӏвасса
655,offen::A,ammavoq,тӏивтӏусса
656,geschlossen::A,matuvoq,лавкьусса
657,sauber::A,eqqippoq,марцӏсса
658,sauber::A,sukuluippoq,марцӏсса
659,sauber::A,ipeqanngilaq,марцӏсса
660,schmutzig::A,tapappoq,чапалсса
661,schmutzig::A,minguppoq,чапалсса
662,roh::A,aapavoq,шакъавхьсса
663,reif::A,qaarulerpoq,дирсса
664,süß::A,tungusunnippoq,нацӏусса
665,bitter::A,qasilippoq,кьурчӏисса
666,hell::A,qaamavoq,чаннасса
667,dunkel::A,qernerpoq,цӏансса
668,schwarz::A,qernerpoq,лухӏисса
669,weiß::A,qaqorpoq,кӏяласса
670,rot::A,aappaluppoq,ятӏулсса
671,gelb::A,sungaarpoq,хъахъисса
672,blau::A,tungujorpoq,някӏсса
673,grün::A,qorsooqqippoq,щюлисса
674,grau::A,qaserpoq,оьрусса
675,billig::A,akikippoq,кьювкьусса
676,wertvoll::A,erlinnarpoq,багьасса
677,blind::A,tappiippoq,мурчӏисса
678,blind::A,isigisaqanngilaq,мурчӏисса
679,taub::A,tusilarpoq,къюкӏсса
680,kräftig::A,pissaq,гужсса
681,kräftig::A,pissarsuaq,гужсса
682,stark::A,sanngivoq,кьянкьасса
683,schwach::A,nakuippoq,заэвсса
684,fett::A,pualavoq,бучсса
