,Concept_ID,ja,ru
364,Bild::N,絵,картина
365,Figur::N,像,фигура
366,Puppe::N,人形,кукла
367,Beutel::N,袋,мешок
368,Bündel::N,束,связка
369,Bündel::N,包み,связка
370,Tasche::N,かばん,сумка
371,Eimer::N,バケツ,ведро
372,Deckel::N,蓋,крышка
373,Geschirr::N,食器,посуда
374,Sack::N,袋,мешок
375,Tasse::N,カップ,чашка
376,Topf::N,鍋,кастрюля
377,Kessel::N,釜,котел
378,Essen::N,食事,еда
379,Nahrung::N,食物,пища
380,Speise::N,料理,блюдо
381,Speise::N,料理,кушанье
382,Fleisch::N,肉,мясо
383,Getreide::N,麦,хлеб
384,Getreide::N,穀物,хлеб
385,Brei::N,粥,каша
386,Brot::N,パン,хлеб
387,Scheibe::N,枚,ломоть
388,Scheibe::N,切れ,ломоть
389,Fett::N,脂肪,жир
390,Butter::N,バター,масло
391,Öl::N,油,масло
392,Salz::N,塩,соль
393,Suppe::N,スープ,суп
394,Honig::N,蜂蜜,мед
395,Milch::N,牛乳,молоко
396,Tee::N,茶,чай
397,Tee::N,お茶,чай
398,Leder::N,革,кожа
399,Wolle::N,毛糸,шерсть
400,Stoff::N,布,ткань
401,Nadel::N,針,игла
402,Faden::N,糸,нитка
403,Knopf::N,ボタン,пуговица
404,Knoten::N,結び目,узел
405,Farbe::N,ペンキ,краска
406,Kleidung::N,衣服,одежда
407,Hemd::N,シャツ,рубашка
408,Kragen::N,襟,воротник
409,Ärmel::N,袖,рукав
410,Hose::N,ズボン,брюки
411,Gürtel::N,帯,пояс
412,Gürtel::N,ベルト,пояс
413,Mütze::N,帽子,шапка
414,Schuh::N,靴,ботинок
415,Stiefel::N,ブーツ,сапог
416,Ring::N,輪,кольцо
417,Band::N,リボン,лента
418,Kamm::N,櫛,расческа
419,Spiegel::N,鏡,зеркало
420,Riemen::N,緒,ремень
421,Schnur::N,紐,веревка
422,Leine::N,綱,поводок
423,Decke::N,掛け布団,одеяло
424,Kissen::N,枕,подушка
425,Tuch::N,スカーフ,платок
426,Handtuch::N,タオル,полотенце
427,Kraft::N,力,сила
428,Stärke::N,強さ,крепость
429,Gesundheit::N,健康,здоровье
430,Krankheit::N,病気,болезнь
431,Schmerz::N,痛み,боль
432,Wunde::N,傷,рана
433,Fieber::N,熱,лихорадка
434,Fieber::N,熱,температура
435,Arznei::N,薬,лекарство
436,Brücke::N,橋,мост
437,Brunnen::N,井戸,колодец
438,Weide::N,牧場,пастбище
439,Pfad::N,小路,тропа
440,Weg::N,道,путь
441,Weg::N,道,дорога
442,Straße::N,街道,улица
443,Straße::N,街道,дорога
444,Dorf::N,村,деревня
445,Stadt::N,町,город
446,Stadt::N,都市,город
447,Brief::N,手紙,письмо
448,Buch::N,本,книга
449,Buchstabe::N,文字,буква
450,Zeitung::N,新聞,газета
451,Leben::N,生活,жизнь
452,Tod::N,死,смерть
453,Grab::N,墓,могила
454,Kirche::N,教会,церковь
455,Sünde::N,罪,грех
456,Gott::N,神,бог
457,Arbeiter::N,労働者,рабочий
458,Chef::N,上司,начальник
459,Meister::N,達人,мастер
460,Meister::N,マイスター,мастер
461,Arzt::N,医者,врач
462,Lehrer::N,先生,учитель
463,Geld::N,金,деньги
464,Geschäft::N,取り引き,занятие
465,Laden::N,店,магазин
466,Preis::N,値段,цена
467,Ware::N,商品,товар
468,Nutzen::N,利益,выгода
469,Reichtum::N,豊かさ,богатство
470,Welt::N,世界,мир
471,Land::N,国,страна
472,Staat::N,国家,государство
473,König::N,国王,король
474,Macht::N,権力,власть
475,Grenze::N,国境,граница
476,Krieg::N,戦争,война
477,Feind::N,敵,враг
478,Gewalt::N,暴力,насилие
479,Kampf::N,戦い,борьба
480,Bogen[Waffe]::N,弓,лук
481,Pfeil::N,矢,стрела
482,Gewehr::N,銃,ружье
483,Fehler::N,間違い,ошибка
484,Lüge::N,嘘,ложь
485,Schaden::N,損害,вред
486,Unglück::N,不幸,беда
487,Schuld::N,罪,вина
488,Alter::N,年,возраст
489,Alter::N,年齢,возраст
490,Schluss::N,終わり,окончание
491,Zeit::N,時,время
492,Zeit::N,時間,время
493,Tag::N,日,день
494,Morgen::N,朝,утро
495,Mittag::N,昼,полдень
496,Abend::N,晩,вечер
497,Abend::N,夕方,вечер
498,Nacht::N,夜,ночь
499,Woche::N,週,неделя
500,Monat::N,月,месяц
501,Jahr::N,年,год
502,Frühling::N,春,весна
503,Sommer::N,夏,лето
504,Herbst::N,秋,осень
505,Winter::N,冬,зима
506,Januar::N,一月,январь
507,Februar::N,二月,февраль
508,März::N,三月,март
509,April::N,四月,апрель
510,Mai::N,五月,май
511,Juni::N,六月,июнь
512,Juli::N,七月,июль
513,August::N,八月,август
514,September::N,九月,сентябрь
515,Oktober::N,十月,октябрь
516,November::N,十一月,ноябрь
517,Dezember::N,十二月,декабрь
518,Montag::N,月曜日,понедельник
519,Dienstag::N,火曜日,вторник
520,Mittwoch::N,水曜日,среда
521,Donnerstag::N,木曜日,четверг
522,Freitag::N,金曜日,пятница
523,Samstag::N,土曜日,суббота
524,Sonntag::N,日曜日,воскресенье
525,groß::A,大きい,большой
526,klein::A,小さい,маленький
527,lang::A,長い,длинный
528,kurz::A,短い,короткий
529,breit::A,広い,широкий
530,schmal::A,狭い,узкий
531,dicht::A,密な,густой
532,dick[Gegenstand]::A,厚い,толстый
533,dünn::A,薄い,тонкий
534,fein::A,細い,тонкий
535,fest::A,硬い,крепкий
536,flach::A,平らな,плоский
537,glatt::A,滑らかな,гладкий
538,hart::A,堅い,твердый
539,weich::A,柔らかい,мягкий
540,rund::A,丸い,круглый
541,spitz::A,尖った,остроконечный
542,scharf::A,鋭い,острый
543,stumpf::A,鈍い,тупой
544,schwer::A,重い,тяжелый
545,schön::A,綺麗な,красивый
546,heiß::A,熱い,жаркий
547,warm::A,温かい,теплый
548,kalt::A,寒い,холодный
549,kalt::A,冷たい,холодный
550,kühl::A,涼しい,прохладный
551,frisch::A,ひんやりした,свежий
552,feucht::A,湿った,влажный
553,nass::A,濡れた,мокрый
554,trocken::A,乾いた,сухой
555,voll::A,いっぱいの,полный
556,voll::A,いっぱいの,наполненный
557,leer::A,空の,пустой
558,offen::A,開いた,открытый
559,geschlossen::A,閉まった,закрытый
560,sauber::A,清潔な,чистый
561,schmutzig::A,汚い,грязный
562,roh::A,生の,сырой
563,reif::A,熟した,зрелый
564,lecker::A,美味しい,вкусный
565,süß::A,甘い,сладкий
566,bitter::A,苦い,горький
567,sauer::A,酸っぱい,кислый
568,hell::A,明るい,светлый
569,dunkel::A,暗い,темный
570,schwarz::A,黒い,черный
571,weiß::A,白い,белый
572,rot::A,赤い,красный
573,gelb::A,黄色い,желтый
574,blau::A,青い,синий
575,grün::A,緑の,зеленый
576,grau::A,灰色の,серый
577,bunt::A,色取り取りの,пестрый
578,billig::A,安い,дешевый
579,teuer::A,高い,дорогой
580,wertvoll::A,貴重な,ценный
581,blind::A,盲目の,слепой
582,taub::A,耳が聞こえない,глухой
583,kräftig::A,強力な,могучий
584,stark::A,強い,сильный
585,schwach::A,弱い,слабый
586,fett::A,太った,жирный
587,schlank::A,ほっそりした,стройный
588,hübsch::A,素敵な,прелестный
589,böse::A,悪い,злой
590,dumm::A,馬鹿な,глупый
591,faul::A,怠惰な,ленивый
592,fleißig::A,勤勉な,прилежный
593,geizig::A,けちな,жадный
594,klug::A,賢い,умный
595,klug::A,頭のいい,умный
596,geschickt::A,器用な,искусный
597,lieb::A,愛らしい,милый
598,lustig::A,楽しい,веселый
599,sanft::A,温和な,нежный
600,hungrig::A,空腹の,голодный
601,krank::A,病気の,больной
602,nackt::A,裸の,голый
603,traurig::A,悲しい,грустный
604,lebendig::A,生きた,живой
605,gut::A,良い,хороший
606,schlecht::A,悪い,плохой
607,schlecht::A,駄目な,плохой
608,richtig::A,正しい,правильный
609,schlimm::A,ひどい,отвратительный
610,schlimm::A,ひどい,мерзкий
611,wahr::A,本当の,настоящий
612,alt::A,古い,старый
613,neu::A,新しい,новый
614,ehemalig::A,以前の,бывший
615,alt[Lebewesen]::A,年を取った,пожилой
616,jung::A,若い,молодой
617,arm::A,貧乏な,бедный
618,reich::A,裕福な,богатый
619,bekannt::A,有名な,знакомый
620,berühmt::A,有名な,знаменитый
621,fremd::A,見知らぬ,чужой
622,verschieden::A,色々な,разный
623,nah::A,近い,близкий
624,fern::A,遠い,далекий
625,linker::A,左の,левый
626,rechter::A,右の,правый
627,anderer::A,別の,другой
628,erster::A,一番目,первый
629,zweiter::A,二番目,второй
630,dritter::A,三番目,третий
631,letzter::A,最後の,последний
632,allein::ADV,一人で,один
633,auf einmal::ADV,同時に,сразу
634,zusammen::ADV,一緒に,вместе
635,lange::ADV,長い間,долго
636,plötzlich::ADV,急に,вдруг
637,sofort::ADV,すぐに,тотчас
638,später::ADV,後で,позже
639,jetzt::ADV,今,сейчас
640,heute::ADV,今日,сегодня
641,morgen::ADV,明日,завтра
642,bald::ADV,間もなく,скоро
643,dann::ADV,それから,потом
644,gestern::ADV,昨日,вчера
645,einst::ADV,過去に,однажды
646,damals::ADV,あの時,тогда
647,danach::ADV,その後で,затем
648,vorher::ADV,以前に,раньше
649,zuerst::ADV,まず,сперва
650,zuerst::ADV,最初に,сперва
651,einmal::ADV,一回,раз
652,manchmal::ADV,時々,иногда
653,oft::ADV,よく,часто
654,immer::ADV,いつも,всегда
655,niemals::ADV,一度も...ない,никогда
656,hier::ADV,こちら,здесь
657,hierhin::ADV,ここへ,сюда
658,hierhin::ADV,こちらへ,сюда
659,von hier::ADV,ここから,отсюда
660,dort::ADV,そちら,там
661,dorthin::ADV,そこへ,туда
662,dorthin::ADV,そちらへ,туда
663,geradeaus::ADV,真っ直ぐに,прямо
664,vorwärts::ADV,前へ,вперед
665,rückwärts::ADV,後ろへ,назад
666,zurück::ADV,後ろへ,обратно
667,unten::ADV,下に,внизу
668,hinab::ADV,下へ,вниз
669,oben::ADV,上に,наверху
670,hinauf::ADV,上へ,вверх
671,überall::ADV,どこでも,везде
672,nicht::ADV,ない,не
673,ein wenig::ADV,少し,немного
674,ein wenig::ADV,ちょっと,немного
675,kaum::ADV,ほとんど～ない,едва
676,sehr::ADV,とても,очень
677,so::ADV,こう,так
678,noch::ADV,まだ,еще
679,nur::ADV,～だけ,только
680,schon::ADV,もう,уже
681,wieder::ADV,再び,опять
682,vergebens::ADV,無駄に,напрасно
683,vor::PRP,前に,перед
684,hinter::PRP,後ろに,за
685,hinter::PRP,後ろに,позади
686,unter::PRP,下に,под
687,durch::PRP,通して,сквозь
688,neben::PRP,横に,возле
689,zwischen::PRP,間に,между
690,wegen::PRP,為に,из-за
691,wegen::PRP,せいで,из-за
692,dies::PRN,これ,это
693,das::PRN,それ,то
694,alles::PRN,全部,все
695,ich::PRN,私,я
696,du::PRN,あなた,ты
697,er::PRN,彼,он
698,wir::PRN,私達,мы
699,ihr::PRN,あなた達,вы
700,sie::PRN,彼ら,они
701,was::FPRN,何,что
702,wer::FPRN,誰,кто
703,wer::FPRN,どなた,кто
704,wo::FADV,どこ,где
705,wo::FADV,どこに,где
706,wohin::FADV,どこへ,куда
707,wie::FADV,どう,как
708,warum::FADV,何故,почему
709,warum::FADV,どうして,почему
710,wieviel::FNUM,どのくらい,сколько
711,eins::NUM,一,один
712,zwei::NUM,二,два
713,zwei::NUM,二つ,два
714,drei::NUM,三,три
715,drei::NUM,三つ,три
716,vier::NUM,四,четыре
717,vier::NUM,四つ,четыре
718,fünf::NUM,五,пять
719,fünf::NUM,五つ,пять
720,sechs::NUM,六,шесть
721,sechs::NUM,六つ,шесть
722,sieben::NUM,七,семь
723,sieben::NUM,七つ,семь
724,acht::NUM,八,восемь
725,acht::NUM,八つ,восемь
726,neun::NUM,九,девять
727,neun::NUM,九つ,девять
728,zehn::NUM,十,десять
729,elf::NUM,十一,одиннадцать
730,zwölf::NUM,十二,двенадцать
731,zwanzig::NUM,二十,двадцать
732,dreißig::NUM,三十,тридцать
733,vierzig::NUM,四十,сорок
734,fünfzig::NUM,五十,пятьдесят
735,sechzig::NUM,六十,шестьдесят
736,siebzig::NUM,七十,семьдесят
737,achtzig::NUM,八十,восемьдесят
738,neunzig::NUM,九十,девяносто
739,hundert::NUM,百,сто
740,tausend::NUM,千,тысяча
741,und::CNJ,-と,и
742,und::CNJ,そして,и
743,oder::CNJ,或いは,или
744,oder::CNJ,或いは,либо
745,stehen::V,立っている,стоять
746,sitzen::V,座っている,сидеть
747,liegen::V,横になっている,лежать
748,hängen::V,掛かっている,висеть
749,werden::V,なる,стать
750,passieren::V,起こる,случиться
751,beginnen::V,始まる,начаться
752,enden::V,終わる,кончиться
753,wechseln::V,変わる,меняться
754,aufgehen[Sonne]::V,出る,взойти
755,untergehen[Sonne]::V,沈む,зайти
756,scheinen[Sonne]::V,輝く,светить
757,donnern::V,雷が鳴る,греметь
758,wehen::V,吹く,дуть
759,strömen::V,流れる,литься
760,fließen::V,流れる,течь
761,sich drehen::V,回転する,вращаться
762,schwanken::V,揺れる,колебаться
763,schwingen::V,振動する,качаться
764,fallen::V,落ちる,падать
765,brennen::V,燃える,гореть
766,rauchen::V,煙を出す,дымить
767,regnen::V,雨が降る,дождить
768,gefrieren::V,凍る,замерзнуть
769,tauen::V,溶ける,таять
770,schmelzen::V,溶ける,плавиться
771,trocknen::V,乾く,сохнуть
772,sieden::V,沸く,кипеть
773,faulen::V,腐る,гнить
774,verfaulen::V,朽ちる,сгнить
775,reißen::V,切れる,рваться
776,versinken::V,沈む,тонуть
777,vergehen::V,経つ,проходить
778,erscheinen::V,現れる,появиться
779,verschwinden::V,消える,исчезнуть
780,sinken::V,下がる,спадать
781,abnehmen::V,減る,уменьшиться
782,zunehmen::V,増える,увеличиваться
783,steigen::V,上がる,подниматься
784,wachsen::V,伸びる,расти
785,glänzen::V,輝く,блестеть
786,funkeln::V,ぴかぴか光る,сверкать
787,lärmen::V,騒ぐ,шуметь
788,läuten::V,鳴る,звонить
789,klingeln::V,鳴る,звонить
790,klirren::V,がらんがらんと鳴る,звякать
791,brausen::V,逆巻く,бушевать
792,rauschen::V,戦ぐ,шелестеть
793,klingen::V,鳴る,звучать
794,bellen::V,吠える,лаять
795,heulen::V,きゃんきゃん鳴く,выть
796,blasen::V,吹く,дунуть
797,pfeifen::V,口笛を吹く,свистеть
798,schreien::V,叫ぶ,кричать
799,stöhnen::V,うめく,стонать
800,zittern::V,震える,дрожать
801,leben::V,生きている,жить
802,geboren werden::V,生まれる,родиться
803,atmen::V,呼吸する,дышать
804,trinken::V,飲む,пить
805,essen::V,食べる,есть
806,essen::V,食べる,кушать
807,schlucken::V,飲み込む,глотать
808,müde werden::V,眠くなる,устать
809,einschlafen::V,寝付く,заснуть
810,schlafen::V,眠る,спать
811,aufwachen::V,目が覚める,проснуться
812,aufstehen::V,起きる,встать
813,sich erholen::V,休養する,отдыхать
814,krank werden::V,病気になる,заболеть
815,krank sein::V,病気である,болеть
816,schmerzen::V,痛む,болеть
817,husten::V,咳をする,кашлять
818,genesen::V,元気になる,поправиться
819,sterben::V,死ぬ,умереть
820,sterben::V,亡くなる,умереть
821,umkommen::V,死亡する,погибнуть
822,sich bewegen::V,移動する,двигаться
823,sich rühren::V,動く,шевельнуться
824,sich erheben::V,立ち上がる,встать
825,sich setzen::V,座る,сесть
826,hinfallen::V,転ぶ,упасть
827,laufen::V,歩く,ходить
828,schreiten::V,跨ぐ,шагать
829,spazierengehen::V,散歩する,гулять
830,eilen::V,急ぐ,спешить
831,sich beeilen::V,焦る,торопиться
832,sausen::V,疾駆する,мчаться
833,rennen::V,走る,бегать
834,springen::V,跳ぶ,прыгать
835,klettern::V,よじ登る,лазать
836,schaukeln::V,ぶらんこに乗る,раскачиваться
837,kriechen::V,這う,ползать
838,schwimmen::V,泳ぐ,плавать
839,tauchen::V,潜る,нырять
840,rudern::V,漕ぐ,грести
841,fahren::V,行く,ехать
842,fahren::V,乗車する,ехать
843,fliegen::V,飛ぶ,летать
844,gehen::V,行く,идти
845,weggehen::V,立ち去る,уйти
846,abfahren::V,出発する,отправиться
847,anhalten::V,止まる,остановиться
848,hineingehen::V,入る,входить
849,eintreten::V,中に入る,войти
850,kommen::V,来る,прийти
851,ankommen::V,着く,прибыть
852,ankommen::V,到着する,прибыть
853,zurückkommen::V,帰る,возвратиться
854,bleiben::V,留まる,остаться
