,Concept_ID,bg,kl
64,Hunger::N,глад,kaanneq
65,Träne::N,сълза,qia
66,Träne::N,сълза,qiak
67,Geschmack::N,вкус,qilanaartuut
68,Geruch::N,миризма,tipi
69,Geruch::N,миризма,tipik
70,Schlaf::N,сън,
71,Traum::N,сън,sinnattoq
72,Traum::N,сън,sinnattugaq
73,Himmel::N,небе,qilak
74,Sonne::N,слънце,seqineq
75,Mond::N,луна,qaammat
76,Mond::N,месец,qaammat
77,Stern::N,звезда,ulloriaq
78,Luft::N,въздух,silaannaq
79,Wind::N,вятър,anori
80,Wind::N,вятър,anorsarik
81,Welle::N,вълна,aalappaa
82,Wasser::N,вода,imeq
83,Stein::N,камък,ujarak
84,Boden::N,земя,nateq
85,Boden::N,почва,nateq
86,Erde::N,земя,issoq
87,Erde::N,почва,issoq
88,Staub::N,прах,pujualanerit
89,Staub::N,прах,pujoralanerit
90,Rauch::N,дим,iseq
91,Rauch::N,дим,pujoq
92,Rauch::N,пушек,iseq
93,Rauch::N,пушек,pujoq
94,Funke::N,искра,illoorneq
95,Feuer::N,огън,inneq
96,Licht::N,светлина,qaamaneq
97,Schatten::N,сянка,tarraq
98,Wetter::N,време,sila
99,Nebel::N,мъгла,pujoq
100,Wolke::N,облак,nuia
101,Regen::N,дъжд,sialuk
102,Schnee::N,сняг,aput
103,Eis::N,лед,siku
104,Frost::N,мраз,issi
105,Frost::N,мраз,issik
106,Kälte::N,студ,issi
107,Hitze::N,жега,kianneq
108,Hitze::N,жега,kiassuseq
109,Hitze::N,горещина,kianneq
110,Hitze::N,горещина,kiassuseq
111,Raureif::N,скреж,kaneq
112,Raureif::N,слана,kaneq
113,Regenbogen::N,дъга,neriusaaq
114,Donner::N,гръм,kalleq
115,Strömung::N,течение,
116,Tropfen::N,капка,kuseriarneq
117,Schaum::N,пяна,qapuk
118,Schmutz::N,кал,minguk
119,Schmutz::N,мръсотия,minguk
120,See::N,езеро,taseq
121,Sumpf::N,блато,maqulluk
122,Moor::N,мочурище,
123,Wiese::N,ливада,masarsuk
124,Wald::N,гора,
125,Hügel::N,рид,qattuneq
126,Hügel::N,рид,majuariaq
127,Hügel::N,рид,majorajaaq
128,Hügel::N,рид,qaqqannguaq
129,Hügel::N,хълм,qattuneq
130,Hügel::N,хълм,majuariaq
131,Hügel::N,хълм,majorajaaq
132,Hügel::N,хълм,qaqqannguaq
133,Anhöhe::N,могила,
134,Anhöhe::N,възвишение,
135,Berg::N,планина,qaqqaq
136,Gipfel::N,връх,
137,Höhle::N,пещера,qaarusuk
138,Abhang::N,склон,ippik
139,Abhang::N,склон,sivinganeq
140,Abhang::N,склон,sivingajaaq
141,Abhang::N,склон,kussangajaaq
142,Abhang::N,стръмнина,ippik
143,Abhang::N,стръмнина,sivinganeq
144,Abhang::N,стръмнина,sivingajaaq
145,Abhang::N,стръмнина,kussangajaaq
146,Quelle::N,извор,
147,Bach::N,поток,kuunnguaq
148,Fluss::N,река,kuuk
149,Ufer::N,бряг,sissap sinaa
150,Küste::N,бряг,sineriak
151,Küste::N,крайбрежие,sineriak
152,Festland::N,суша,
153,Meer::N,море,imaq
154,Bucht::N,залив,ikeq
155,Bucht::N,залив,kangerluk
156,Bucht::N,залив,kangerliumaneq
157,Insel::N,остров,qeqertaq
158,Blume::N,цвете,naasoq
159,Gras::N,трева,ivigaq
160,Wurzel::N,корен,niulutaq
161,Baum::N,дърво,orpik
162,Stamm::N,стъбло,kanaartaq
163,Rinde::N,кора,ameraq
164,Ast::N,клон,avalequt
165,Zweig::N,клон,avalequt
166,Blatt::N,лист,pilutaq
167,Birke::N,бреза,patitsit
168,Kiefer[Baum]::N,бор,
169,Weide[Baum]::N,върба,palleq
170,Tanne::N,ела,orsuerneq
171,Horn::N,рог,nassuk
172,Feder::N,перо,suluk
173,Fell::N,кожа,ameq
174,Flügel::N,крило,suluk
175,Flügel::N,крило,isaroq
176,Klaue::N,нокът,kukik
177,Kralle::N,нокът,kukik
178,Schwanz::N,опашка,pamioq
179,Schwanz::N,опашка,paperuusaq
180,Ei::N,яйце,mannik
181,Nest::N,гнездо,ullut
182,Bau::N,дупка,ini
183,Tier::N,животно,uumasoq
184,Herde::N,стадо,unguukkat
185,Kuh::N,крава,ussik
186,Bulle::N,бик,angukulak
187,Bulle::N,бик,anguteralak
188,Bulle::N,бик,angutikulooq
189,Pferd::N,кон,
190,Schaf::N,овца,sava
191,Schwein::N,свиня,puuluki
192,Hund::N,куче,qimmeq
193,Katze::N,котка,puisaaq
194,Bär::N,мечка,allaq
195,Eichhörnchen::N,катерица,sissinnguaq
196,Elch::N,лос,
197,Fuchs::N,лисица,terianniaq
198,Hase::N,заек,ukaleq
199,Maus::N,мишка,teriannguaq
200,Wolf::N,вълк,amaroq
201,Vogel::N,птица,timmiaq
202,Schwarm::N,рой,
203,Schwarm::N,рояк,
204,Huhn::N,кокошка,kukkukooq
205,Huhn::N,кокошка,marloraaqaaq
206,Hahn::N,петел,kiasiusaq
207,Gans::N,гъска,nerleq
208,Adler::N,орел,nattoralik
209,Ente::N,патица,
210,Eule::N,сова,uppik
211,Kranich::N,жерав,qorlorfik
212,Krähe::N,врана,tuluatsiaq
213,Kuckuck::N,кукувица,kukkooq
214,Schwan::N,лебед,qussuk
215,Fisch::N,риба,aalisagaq
216,Barsch::N,костур,
217,Hecht::N,щука,
218,Schlange[Tier]::N,змия,pulateriarsuk
219,Schlange[Tier]::N,змия,pulateriaarsuk
220,Wurm::N,червей,
221,Spinne::N,паяк,aasiaq
222,Spinne::N,паяк,nissavaarsuk
223,Ameise::N,мравка,uniaaluk
224,Laus::N,въшка,kumak
225,Mücke::N,комар,ippernaq
226,Fliege::N,муха,ippernaq
227,Schmetterling::N,пеперуда,paluaq
228,Schmetterling::N,пеперуда,pakkaluaq
229,Schmetterling::N,пеперуда,utsuppaluaq
230,Schmetterling::N,пеперуда,taqaleqisaaq
231,Beere::N,плод,paarmaq
232,Beere::N,плод,paarngaq
233,Apfel::N,ябълка,iipili
234,Pilz::N,гъба,anngiusaq
235,Zwiebel::N,лук,uanitsoq
236,Zwiebel::N,кромид,uanitsoq
237,Saat::N,семе,naatsiiassaq
238,Korn::N,зърно,maannineq
239,Heu::N,сено,
240,Schale::N,кора,niutsivik
241,Schale::N,кора,ilulissaq qaartussaq
242,Grube::N,яма,itersaq
243,Grube::N,дупка,itersaq
244,Falle::N,примка,pualavoq
245,Schlinge::N,клуп,orseq
246,Schlinge::N,клуп,norloq
247,Spur::N,диря,tumaa
248,Spur::N,следа,tumaa
249,Asche::N,пепел,arsat
250,Dreck::N,кал,minguk
251,Eisen::N,желязо,savimineq
252,Eisen::N,желязо,saffiugassaq
253,Gold::N,злато,kuulti
254,Silber::N,сребро,siilviuvoq
255,Kohle::N,въглища,aamarsuit aamaruutissat
256,Glas::N,стъкло,igalaaq
257,Glas::N,стъкло,imertarfik
258,Glas::N,стъкло,igalaamineq
259,Lehm::N,глина,marraq
260,Sand::N,пясък,sioqqat
261,Mensch::N,човек,inuk
262,Mensch::N,човек,silamiu
263,Mann::N,мъж,angut
264,Frau::N,жена,arnaq
265,Kind::N,дете,meeraq
266,Junge::N,момче,nukappiaraq
267,Mädchen::N,момиче,arnannguaq
268,Familie::N,фамилия,ilaqutakka
269,Familie::N,фамилия,ilaqutariit
270,Familie::N,семейство,ilaqutakka
271,Familie::N,семейство,ilaqutariit
272,Großvater::N,дядо,aatak
273,Großmutter::N,баба,aanaq
274,Eltern::N,родители,angajoqqaat
275,Vater::N,баща,ataata
276,Vater::N,баща,ataataq
277,Mutter::N,майка,anaana
278,Sohn::N,син,erneq
279,Tochter::N,дъщеря,panik
280,Bruder::N,брат,ani
281,Bruder::N,брат,aqqaluk
282,Bruder::N,брат,qatanngut
283,Schwester::N,сестра,naja
284,Schwester::N,сестра,aleqa
285,Schwester::N,сестра,qatanngut
286,Onkel::N,чичо,akkak
287,Onkel::N,вуйчо,akkak
288,Tante::N,леля,aja
289,Tante::N,леля,ajak
290,Tante::N,леля,atsak
291,Ehemann::N,съпруг,ui
292,Ehefrau::N,съпруга,nuliaq
293,Freude::N,радост,tipaatsussuseq
294,Gelächter::N,смях,illaq
295,Glück::N,щастие,usornaat
296,Glück::N,щастие,usornarsuseq
297,Kummer::N,тъга,
298,Wunsch::N,желание,kissaat
299,Lust::N,желание,illigussuseq
300,Lust::N,желание,piummaseq
301,Geist::N,дух,anerneq
302,Geist::N,дух,toornaq
303,Gedanke::N,мисъл,isumassaq
304,Gedächtnis::N,памет,eqqaamannissuseq
305,Verstand::N,ум,isuma
306,Verstand::N,ум,sianissut
307,Verstand::N,ум,misigissut
308,Verstand::N,ум,sianissuseq
309,Verstand::N,ум,silaqassuseq
310,Verstand::N,разум,isuma
311,Verstand::N,разум,sianissut
312,Verstand::N,разум,misigissut
313,Verstand::N,разум,sianissuseq
314,Verstand::N,разум,silaqassuseq
315,Sinn::N,смисъл,isuma
316,Grund::N,причина,patsit
317,Wahrheit::N,правда,sallusuissut
318,Gespräch::N,разговор,
319,Märchen::N,приказка,oqalualaarut
320,Märchen::N,приказка,oqaluasaaq
321,Erzählung::N,разказ,oqaluttuaq
322,Nachricht::N,вест,oqaassut
323,Nachricht::N,вест,oqqersuut
324,Nachricht::N,известие,oqaassut
325,Nachricht::N,известие,oqqersuut
326,Neuigkeit::N,новина,tusarnartaq
327,Name::N,име,ateq
328,Rätsel::N,гатанка,nalorsitsaarut
329,Rede::N,реч,oqaluuseq
330,Rede::N,слово,oqaluuseq
331,Sprache::N,език,oqaatsit
332,Stimme::N,глас,erinaq
333,Stimme::N,глас,qarluuseq
334,Wort::N,дума,oqaasii
335,Zeichen::N,знак,nalunaaqqut
336,Ruf::N,зов,qaaqqussut
337,Lärm::N,шум,perpaluk
338,Lärm::N,глъчка,perpaluk
339,Laut::N,звук,torsukattak
340,Ton::N,тон,erinaq
341,Lied::N,песен,taalliaq
342,Lied::N,песен,erinarsuut
343,Ruhe::N,тишина,qatsunganeq
344,Ruhe::N,спокойствие,qatsunganeq
345,Leute::N,хора,inuiak
346,Leute::N,хора,inuiaqatigiit
347,Volk::N,народ,inuiaat
348,Arbeit::N,труд,suliaq
349,Arbeit::N,работа,suliaq
350,Gast::N,гост,qaaqqusaq
351,Geschenk::N,дар,pajugut
352,Geschenk::N,подарък,pajugut
353,Spiel::N,игра,
354,Gesellschaft::N,общество,
355,Hilfe::N,помощ,annertoqqut
356,Freund::N,приятел,tiliaq
357,Freund::N,приятел,ikinngut
358,Kamerad::N,другар,tiliaq
359,Kamerad::N,другар,ikinngut
360,Angelegenheit::N,работа,
361,Anzahl::N,брой,
362,Anzahl::N,количество,
363,Art::N,вид,ileqquuseq
364,Stück::N,къс,nakkaalaniku
365,Stück::N,парче,nakkaalaniku
366,Teil::N,дял,tassiaasat
367,Teil::N,част,tassiaasat
368,Hälfte::N,половина,affaq
369,Kreis::N,кръг,kaajaluinneq or kaajaluitsoq
370,Kreuz::N,кръст,sanningasulik
371,Linie::N,черта,tittaq
372,Linie::N,черта,titarneq
373,Strich::N,щрих,
374,Strich::N,черта,
375,Abstand::N,дистанция,aku
376,Abstand::N,дистанция,ikiaq
377,Abstand::N,разстояние,aku
378,Abstand::N,разстояние,ikiaq
379,Entfernung::N,разстояние,asi
380,Gegend::N,местност,nuna
381,Platz::N,място,ini
382,Platz::N,място,inissaq
383,Ort::N,място,sumiiffik
384,Seite::N,страна,saneraq
385,Mitte::N,среда,qiteq
386,Gegenstand::N,предмет,
387,Sache::N,вещ,pigisaq
388,Rand::N,ръб,sini
389,Rand::N,ръб,akerfineq
390,Kante::N,ръб,akerfineq
391,Kante::N,кант,akerfineq
392,Ecke::N,ъгъл,teqeqqoq
393,Ecke::N,ъгъл,tikeqqoq
394,Spitze::N,връх,inngik
395,Spitze::N,острие,inngik
396,Ende::N,край,isu
397,Loch::N,дупка,putu
398,Winkel::N,кът,teqeqqorissaat
399,Winkel::N,ъгъл,teqeqqorissaat
400,Muster::N,десен,ilisserut
401,Muster::N,образец,ilisserut
402,Größe::N,големина,angissuseq
403,Länge::N,дължина,takissuseq
404,Höhe::N,висота,
405,Höhe::N,височина,
406,Gewicht::N,тегло,oqimaalutaq
407,Gewicht::N,тежест,oqimaalutaq
408,Menge::N,количество,amerlassuseq
409,Haufen::N,куп,eqimattat
410,Haufen::N,грамада,eqimattat
411,Reihe::N,ред,allunaasaq
412,Reihe::N,редица,allunaasaq
413,Boot::N,лодка,qajaq
414,Boot::N,лодка,angallat
415,Boot::N,лодка,umiatsiaq
416,Ruder::N,весло,iput
417,Ruder::N,гребло,iput
418,Schlitten::N,шейна,qamutit
419,Schlitten::N,шейна,qimusseq
420,Ski::N,ски,ataarut
421,Lagerfeuer::N,огнище,
422,Last::N,товар,nammagaq
423,Gang::N,ход,
424,Gang::N,вървеж,
425,Schritt::N,стъпка,allorneq
426,Norden::N,север,avannaq
427,Süden::N,юг,qava
428,Süden::N,юг,kujat
429,Süden::N,юг,kujataa
430,Westen::N,запад,kitaa
431,Osten::N,изток,kangi
432,Holz::N,дърво,qisuk
433,Brett::N,дъска,salliligaq
434,Stange::N,прът,kaaviffik
435,Stange::N,върлина,kaaviffik
436,Stock::N,прът,ajaappissat
437,Stock::N,тояга,ajaappissat
438,Stab::N,прът,ajaappissat
439,Rohr::N,цев,sullulik
440,Rohr::N,тръба,sullulik
441,Haus::N,къща,illu
442,Heim::N,дом,
443,Ofen::N,печка,kissarsuut
444,Fußboden::N,под,nateq
445,Tisch::N,маса,allattarfik
446,Stuhl::N,стол,issiavik
447,Stuhl::N,стол,issiaffik
448,Wiege::N,люлка,uaasoq
449,Bett::N,легло,nallavik
450,Bett::N,креват,nallavik
451,Regal::N,рафт,ilisivik
452,Regal::N,етажерка,ilisivik
453,Kiste::N,кутия,sakissat
454,Kiste::N,кутия,illerfiusaq
455,Kiste::N,сандък,sakissat
456,Kiste::N,сандък,illerfiusaq
457,Fenster::N,прозорец,aki
458,Fenster::N,прозорец,igalaaq
459,Tür::N,врата,matu
460,Tor::N,врата,isaaffik
461,Zaun::N,ограда,saputit
462,Dach::N,покрив,qaliaq
463,Leiter::N,стълба,tummeqqat
464,Leiter::N,стълба,majuartarfiit
465,Besen::N,метла,saligutit
466,Spaten::N,лопата,nivaataq
467,Schaufel::N,лопата,nivaataq
468,Gabel::N,вилица,qilluaq
469,Gabel::N,вилица,ajassaatit
470,Löffel::N,лъжица,alussaat
471,Messer::N,нож,savik
472,Nagel::N,гвоздей,kukik
473,Netz::N,мрежа,anguffaseq
474,Haken::N,кука,nissik
475,Haken::N,кука,qarsorsaq
476,Haken::N,кука,qarsorsartoq
477,Haken::N,закачалка,nissik
478,Haken::N,закачалка,qarsorsaq
479,Haken::N,закачалка,qarsorsartoq
480,Griff::N,ръчка,ipi
481,Griff::N,дръжка,ipi
482,Schloss::N,брава,illussaarsuaq
483,Schloss::N,ключалка,illussaarsuaq
484,Bild::N,картина,assiliaq
485,Figur::N,фигура,kisitsit
486,Puppe::N,кукла,inuusaq
487,Beutel::N,кесия,
488,Bündel::N,връзка,qilertaq
489,Tasche::N,чанта,pooqattaq
490,Eimer::N,кофа,
491,Deckel::N,капак,matu
492,Deckel::N,похлупак,matu
493,Geschirr::N,съдове,anut
494,Sack::N,чувал,
495,Tasse::N,чаша,tiitorfik
496,Tasse::N,чаша,tiitorfiup ilorlia
497,Topf::N,гърне,qoqqoq
498,Topf::N,тенджера,qoqqoq
499,Kessel::N,котел,uunnaavik
500,Essen::N,ядене,igaaq
501,Nahrung::N,храна,neqissaq
502,Speise::N,ястие,nerisassat
503,Fleisch::N,месо,neqi
504,Getreide::N,зърнено храни,maannineq
505,Brei::N,каша,
506,Brot::N,хляб,iffit
507,Brot::N,хляб,iffiaq
508,Scheibe::N,резен,igalaassiaq
509,Fett::N,мазнина,tarnutissaq
510,Fett::N,мазнина,tarnutissiaq
511,Butter::N,масло,punneq
512,Öl::N,олио,uulia
513,Öl::N,оливия,uulia
514,Salz::N,сол,taratsut
515,Suppe::N,супа,qajoq
516,Honig::N,мед,tungusunnitsuut
517,Milch::N,мляко,immuk
518,Tee::N,чай,tii
519,Tee::N,чай,teeq
520,Leder::N,кожа,
521,Wolle::N,вълна,nuersagassiaq
522,Stoff::N,плат,milliaq
523,Stoff::N,плат,qarlissiaq
524,Stoff::N,материал,milliaq
525,Stoff::N,материал,qarlissiaq
526,Nadel::N,игла,meqqut
527,Faden::N,конец,ujalussiaq
528,Knopf::N,копче,attat
529,Knoten::N,възел,akeroq
530,Knoten::N,възел,qilerneq
531,Farbe::N,боя,qalipaat
532,Kleidung::N,дрехи,atisat
533,Kleidung::N,дрехи,annoraaq
534,Kleidung::N,облекло,atisat
535,Kleidung::N,облекло,annoraaq
536,Hemd::N,риза,ilupaaq
537,Kragen::N,яка,qungasiinnaq
538,Ärmel::N,ръкав,aaq
539,Hose::N,панталони,qarliit
540,Gürtel::N,пояс,qiterut
541,Gürtel::N,пояс,unngersaq
542,Gürtel::N,колан,qiterut
543,Gürtel::N,колан,unngersaq
544,Mütze::N,каскет,nasaq
545,Mütze::N,фуражка,nasaq
546,Schuh::N,обувка,skuu
547,Schuh::N,обувка,ikernuk
548,Schuh::N,обувка,ateraasaq
549,Stiefel::N,ботуш,kamik
550,Ring::N,пръстен,assammiu
551,Band::N,лента,qilerutissiaq
552,Band::N,връзка,qilerutissiaq
553,Kamm::N,гребен,illaagutit
554,Kamm::N,гребен,illaajaatit pl.
555,Spiegel::N,огледало,tarrarsuut
556,Riemen::N,каиш,allunaaq
557,Riemen::N,ремък,allunaaq
558,Schnur::N,връв,kujaaq
559,Schnur::N,връв,allunaasaq
560,Leine::N,връв,aleq
561,Leine::N,въже,aleq
562,Decke::N,покривка,qipik
563,Kissen::N,възглавница,akit
564,Tuch::N,сукно,qarlissiaq
565,Handtuch::N,пешкир,allarut
566,Handtuch::N,пешкир,allarterut
567,Handtuch::N,кърпа за лице,allarut
568,Handtuch::N,кърпа за лице,allarterut
569,Kraft::N,мощ,pissak
570,Kraft::N,сила,pissak
571,Stärke::N,сила,qerattarsaat
572,Gesundheit::N,здраве,peqqisusseq
573,Krankheit::N,болест,nappaat
574,Schmerz::N,болка,anniaat
575,Wunde::N,рана,iki
576,Fieber::N,треска,nappaat qanimanartoq
577,Fieber::N,температура,nappaat qanimanartoq
578,Arznei::N,лек,imigassaq
579,Arznei::N,лекарство,imigassaq
580,Brücke::N,мост,ikaartarfik
581,Brunnen::N,чешма,tissaluttuliaq
582,Brunnen::N,кладенец,tissaluttuliaq
583,Weide::N,паша,masarsuk
584,Weide::N,пасище,masarsuk
585,Pfad::N,пътека,aqqut
586,Weg::N,път,aggerfik
587,Straße::N,шосе,aqqusineq
588,Dorf::N,село,nunaqarfik
589,Stadt::N,град,illorpaat
590,Stadt::N,град,illorpalik
591,Brief::N,писмо,allagarsiaq
592,Buch::N,книга,atuakkat
593,Buch::N,книга,mappersagaq
594,Buchstabe::N,буква,naqinneq
595,Zeitung::N,вестник,aviisi
596,Leben::N,живот,inuussuseq
597,Tod::N,смърт,toqu
598,Tod::N,смърт,toquneq
599,Grab::N,гроб,iliveq
600,Grab::N,гроб,illissat
601,Kirche::N,църква,oqaluffik
602,Sünde::N,грях,ajorti
603,Gott::N,бог,
604,Arbeiter::N,работник,sulisoq
605,Chef::N,шеф,ittoqut
606,Chef::N,началник,ittoqut
607,Meister::N,майстор,naalagaq
608,Arzt::N,лекар,katsorsaasoq
609,Lehrer::N,учител,ilinniartitsisoq
610,Geld::N,пари,aningaasat
611,Geschäft::N,сделка,niuertarfik
612,Laden::N,дюкян,niuertarfik
613,Laden::N,магазин,niuertarfik
614,Preis::N,цена,aki
615,Ware::N,стока,qaliata pii
616,Ware::N,стока,nioqqutissaq
617,Nutzen::N,полза,iluaqut
618,Nutzen::N,облага,iluaqut
619,Reichtum::N,богатство,
620,Welt::N,свят,nunarsuaq
621,Land::N,страна,nuna
622,Staat::N,щат,
623,Staat::N,държава,
624,König::N,крал,kunngi
625,Macht::N,мощ,pissaassuseq
626,Macht::N,власт,pissaassuseq
627,Grenze::N,граница,killik
628,Krieg::N,война,sorsunneq
629,Feind::N,враг,akeraq
630,Feind::N,враг,akerartorti
631,Feind::N,враг,qinngarsuisoq
632,Feind::N,неприятел,akeraq
633,Feind::N,неприятел,akerartorti
634,Feind::N,неприятел,qinngarsuisoq
635,Gewalt::N,сила,
636,Gewalt::N,насилие,
637,Kampf::N,борба,sorsunneq
638,Kampf::N,сражение,sorsunneq
639,Bogen[Waffe]::N,лък,
640,Pfeil::N,стрела,qalugiusaq
641,Gewehr::N,пушка,aallaat
642,Fehler::N,грешка,kukkuneq
643,Fehler::N,грешка,paarlaappaa
644,Lüge::N,лъжа,
645,Schaden::N,повреда,
646,Unglück::N,нещастие,perluut
647,Schuld::N,вина,akiitsugaq
648,Schuld::N,вина,akiligassaq
649,Alter::N,възраст,utoqqaq
650,Schluss::N,край,isu
651,Zeit::N,време,ulloq
652,Zeit::N,време,akuttoqatigiinneq
653,Tag::N,ден,ulloq
654,Morgen::N,утро,ullaaq
655,Morgen::N,сутрин,ullaaq
656,Mittag::N,обед,ulloqeqqa
657,Mittag::N,пладне,ulloqeqqa
658,Abend::N,вечер,unnuk
659,Nacht::N,нощ,unnuaq
660,Woche::N,седмица,sapaatip akunnera
661,Monat::N,месец,qaammat
662,Jahr::N,година,ukioq
663,Frühling::N,пролет,upernaaq
664,Sommer::N,лято,aasaq
665,Herbst::N,есен,ukiaq
666,Winter::N,зима,ukioq
667,Januar::N,януари,siulleeq
668,Januar::N,януари,qaammaliaq
669,Februar::N,февруари,aarlaat
670,März::N,март,marsi
671,März::N,март,martsi
672,April::N,април,
673,Mai::N,май,maaji
674,Juni::N,юни,juuni
675,Juli::N,юли,juuli
676,August::N,август,aggusti
677,September::N,септември,septembari
678,Oktober::N,октомври,oktobari
679,November::N,ноември,novembari
680,Dezember::N,декември,detsembari
681,Montag::N,понеделник,ataasinngortoq
682,Dienstag::N,вторник,marlunngorneq
683,Mittwoch::N,сряда,pingasunngorneq
684,Donnerstag::N,четвъртък,sisamanngorneq
685,Freitag::N,петък,tallimanngorneq
686,Samstag::N,събота,arfininngorneq
687,Sonntag::N,неделя,sapaat
688,Sonntag::N,неделя,sapaati
689,groß::A,едър,angivoq
690,groß::A,голям,angivoq
691,klein::A,малък,mikivoq
692,klein::A,дребен,mikivoq
693,lang::A,дълъг,takisooq
694,kurz::A,къс,naatsoq
695,breit::A,широк,silippoq
696,schmal::A,тесен,amitsoq
697,dicht::A,гъст,torsusooq
698,dick[Gegenstand]::A,дебел,issuvoq
699,dick[Gegenstand]::A,дебел,issusooq
700,dünn::A,тънък,amitsoq
701,fein::A,фин,mamarpoq
702,fein::A,тънък,mamarpoq
703,fest::A,твърд,tangeqarpoq
704,fest::A,плътен,tangeqarpoq
705,flach::A,равен,nalimmappoq
706,flach::A,плосък,nalimmappoq
707,glatt::A,гладък,quasak
708,hart::A,твърд,mattusooq
709,hart::A,твърд,manngerpoq
710,hart::A,твърд,titeqquluppoq
711,hart::A,корав,mattusooq
712,hart::A,корав,manngerpoq
713,hart::A,корав,titeqquluppoq
714,weich::A,мек,nerumaarpoq
715,rund::A,кръгъл,ammallorippoq
716,spitz::A,островръх,qummukujooq
717,scharf::A,остър,ipippoq
718,stumpf::A,тъп,anngerpoq
719,schwer::A,тежък,oqimaappoq
720,schön::A,хубав,kusanarpoq
721,schön::A,красив,kusanarpoq
722,heiß::A,жарък,kiappoq
723,warm::A,топъл,oqorpoq
724,kalt::A,студен,issippoq
725,kühl::A,хладен,pueqqortippoq
726,frisch::A,свеж,
727,feucht::A,влажен,isugutavoq
728,feucht::A,влажен,qaasernarpoq
729,nass::A,мокър,imerorpoq
730,trocken::A,сух,panerpoq
731,voll::A,пълен,ulikkaarpoq
732,leer::A,празен,imaattuarpoq
733,offen::A,откровен,ammavoq
734,geschlossen::A,закрит,matuvoq
735,geschlossen::A,затворен,matuvoq
736,sauber::A,чист,eqqippoq
737,sauber::A,чист,sukuluippoq
738,sauber::A,чист,ipeqanngilaq
739,schmutzig::A,мръсен,tapappoq
740,schmutzig::A,мръсен,minguppoq
741,roh::A,суров,aapavoq
742,reif::A,зрял,qaarulerpoq
743,lecker::A,вкусен,
744,süß::A,сладък,tungusunnippoq
745,bitter::A,горчив,qasilippoq
746,sauer::A,кисел,
747,hell::A,ясен,qaamavoq
748,hell::A,светъл,qaamavoq
749,dunkel::A,тъмен,qernerpoq
750,schwarz::A,черен,qernerpoq
751,weiß::A,бял,qaqorpoq
752,rot::A,червен,aappaluppoq
753,gelb::A,жълт,sungaarpoq
754,blau::A,син,tungujorpoq
755,grün::A,зелен,qorsooqqippoq
756,grau::A,сив,qaserpoq
757,bunt::A,шарен,
758,bunt::A,пъстър,
759,billig::A,евтин,akikippoq
760,teuer::A,скъп,
761,wertvoll::A,ценен,erlinnarpoq
762,blind::A,сляп,tappiippoq
763,blind::A,сляп,isigisaqanngilaq
764,taub::A,глух,tusilarpoq
765,kräftig::A,силен,pissaq
766,kräftig::A,силен,pissarsuaq
767,stark::A,здрав,sanngivoq
768,stark::A,силен,sanngivoq
769,schwach::A,слаб,nakuippoq
770,fett::A,тлъст,pualavoq
771,schlank::A,тънък,tuappoq
772,schlank::A,строен,tuappoq
773,hübsch::A,хубав,aatsialaq
774,böse::A,зъл,ajorpoq
775,dumm::A,глупав,taqajak
776,dumm::A,глупав,sikkilluppoq
