,Concept_ID,pl,tt
814,warum::FADV,dlaczego,нигә
815,wieviel::FNUM,ile,ничә
816,eins::NUM,jeden,бер
817,zwei::NUM,dwa,ике
818,drei::NUM,trzy,өч
819,vier::NUM,cztery,дүрт
820,fünf::NUM,pięć,биш
821,sechs::NUM,sześć,алты
822,sieben::NUM,siedem,җиде
823,acht::NUM,osiem,сигез
824,neun::NUM,dziewięć,тугыз
825,zehn::NUM,dziesięć,ун
826,elf::NUM,jedenaście,унбер
827,zwölf::NUM,dwanaście,унике
828,zwanzig::NUM,dwadzieścia,егерме
829,dreißig::NUM,trzydzieści,утыз
830,vierzig::NUM,czterdzieści,кырык
831,fünfzig::NUM,pięćdziesiąt,илле
832,sechzig::NUM,sześćdziesiąt,алтмыш
833,siebzig::NUM,siedemdziesiąt,җитмеш
834,achtzig::NUM,osiemdziesiąt,сиксән
835,neunzig::NUM,dziewięćdziesiąt,туксан
836,hundert::NUM,sto,йөз
837,tausend::NUM,tysiąc,мең
838,und::CNJ,i,вә
839,oder::CNJ,lub,яки
840,oder::CNJ,lub,яисә
841,oder::CNJ,albo,яки
842,oder::CNJ,albo,яисә
843,stehen::V,stać,тору
844,sitzen::V,siedzieć,утыру
845,liegen::V,leżeć,яту
846,hängen::V,wisieć,эленү
847,werden::V,zostać,булу
848,werden::V,stać się,булу
849,passieren::V,dziać się,булу
850,passieren::V,zdarzyć się,булу
851,beginnen::V,zacząć się,башлану
852,enden::V,kończyć się,бетү
853,wechseln::V,zmienić się,үзгәртү
854,aufgehen[Sonne]::V,wzejść,чыгу
855,untergehen[Sonne]::V,zajść,бату
856,scheinen[Sonne]::V,świecić,яктырту
857,donnern::V,grzmieć,күкрәү
858,wehen::V,wiać,исү
859,strömen::V,płynąć,агу
860,strömen::V,lać się,агу
861,fließen::V,ciec,агу
862,fließen::V,płynąć,агу
863,sich drehen::V,obracać się,бөтерелү
864,schwanken::V,chwiać się,икеләнү
865,schwingen::V,wahać się,тирбәлү
866,fallen::V,padać,егылу
867,brennen::V,palić się,яну
868,rauchen::V,dymić,төтәү
869,rauchen::V,dymić,төтенләү
870,rauchen::V,dymić się,төтәү
871,rauchen::V,dymić się,төтенләү
872,regnen::V,padać,яву
873,gefrieren::V,zamarznąć,кату
874,tauen::V,tajać,эрү
875,tauen::V,tajać,эретү
876,schmelzen::V,topnieć,эрү
877,schmelzen::V,topnieć,эретү
878,trocknen::V,schnąć,кибү
879,sieden::V,wrzeć,ургылу
880,sieden::V,kipieć,ургылу
881,faulen::V,gnić,черү
882,verfaulen::V,zgnić,черү
883,reißen::V,urywać się,өзелү
884,versinken::V,tonąć,бату
885,vergehen::V,przechodzić,авышу
886,erscheinen::V,zjawiać się,пәйда булу
887,verschwinden::V,zniknąć,югалу
888,verschwinden::V,zniknąć,юк булу
889,sinken::V,spadać,кимү
890,sinken::V,spadać,кайту
891,abnehmen::V,spadać,азаю
892,zunehmen::V,wzrosnąć,арту
893,zunehmen::V,wzrosnąć,күбәю
894,zunehmen::V,wzrosnąć,ишәю
895,steigen::V,wzrastać,үсү
896,wachsen::V,rosnąć,үсү
897,glänzen::V,błyszczeć,ялкылдау
898,funkeln::V,zabłyszczeć,ялтырау
899,lärmen::V,hałasować,шаулау
900,läuten::V,dzwonić,шалтырату
901,klingeln::V,dzwonić,шалтырату
902,klirren::V,brzęczeć,чылтырау
903,brausen::V,huczeć,давыллау
904,brausen::V,huczeć,дулау
905,rauschen::V,szumieć,кыштырдау
906,rauschen::V,szeleścić,кыштырдау
907,klingen::V,brzmieć,ишетелү
908,klingen::V,dźwięczeć,ишетелү
909,bellen::V,szczekać,өрү
910,heulen::V,wyć,улау
911,blasen::V,dmuchnąć,өрү
912,pfeifen::V,gwizdać,сызгырту
913,schreien::V,krzyczeć,кычкыру
914,stöhnen::V,stękać,ыңгырашу
915,zittern::V,drżeć,калтырау
916,zittern::V,drżeć,калтырану
917,leben::V,żyć,яшәү
918,leben::V,żyć,гомер итү
919,geboren werden::V,urodzić się,туу
920,atmen::V,oddychać,сулау
921,trinken::V,pić,эчү
922,essen::V,jeść,ашау
923,schlucken::V,połknąć,йоту
924,müde werden::V,zmęczyć się,ялыгу
925,müde werden::V,zmęczyć się,йөгенү
926,einschlafen::V,zasnąć,йокыга китү
927,schlafen::V,spać,йоклау
928,aufwachen::V,obudzić się,уяну
929,aufstehen::V,wstać,тору
930,sich erholen::V,wypoczywać,ял алу
931,sich erholen::V,wypoczywać,истирахәт итү
932,krank werden::V,zachorować,чирләү
933,krank sein::V,chorować,чирләү
934,schmerzen::V,boleć,авырту
935,husten::V,kaszlać,ютәлләү
936,genesen::V,wyzdrowieć,савыгу
937,genesen::V,wyzdrowieć,сәламәтләнү
938,sterben::V,umrzeć,үлү
939,sterben::V,umrzeć,дөнья кую
940,sterben::V,umrzeć,вафат булу
941,umkommen::V,zginąć,үлү
942,sich bewegen::V,poruszać się,йөрү
943,sich rühren::V,ruszyć się,кыймылдау
944,sich erheben::V,podnieść się,басу
945,sich setzen::V,usiąść,утыру
946,hinfallen::V,upaść,егылу
947,laufen::V,chodzić,җәяүләү
948,schreiten::V,kroczyć,атлау
949,spazierengehen::V,iść na spacer,йөрү
950,spazierengehen::V,iść na spacer,йөргенү
951,eilen::V,pospieszać,ашыгу
952,sich beeilen::V,pospieszyć się,ашыгу
953,sich beeilen::V,pospieszyć się,кызулау
954,sausen::V,pędzić,җилдерү
955,rennen::V,biec,йөгерү
956,rennen::V,biegać,йөгерү
957,springen::V,skakać,сикерү
958,klettern::V,wspinać się,үрмәләү
959,schaukeln::V,huśtać,атыну
960,schaukeln::V,kołysać,атыну
961,kriechen::V,pełzać,шуышу
962,kriechen::V,pełzać,үрмәләү
963,kriechen::V,czołgać się,шуышу
964,kriechen::V,czołgać się,үрмәләү
965,schwimmen::V,pływać,йөзү
966,tauchen::V,zanurzać się,чуму
967,rudern::V,wiosłować,ишү
968,fahren::V,jechać,бару
969,fliegen::V,latać,очу
970,fliegen::V,lecieć,очу
971,gehen::V,iść,йөрү
972,weggehen::V,odejść,китү
973,abfahren::V,odjechać,кузгалу
974,anhalten::V,zatrzymać się,тукталу
975,hineingehen::V,wchodzić,инү
976,eintreten::V,wejść,инү
977,eintreten::V,nastąpić,инү
978,kommen::V,przyjść,килү
979,ankommen::V,przybyć,бару
980,zurückkommen::V,wrócić,кире кайту
981,bleiben::V,zostać,калу
982,warten::V,czekać,көтү
983,erwarten::V,oczekiwać,көтү
984,suchen::V,szukać,эзләү
985,finden::V,znaleźć,табу
986,versuchen::V,próbować,маташу
987,vorbereiten::V,przygotować,хәзерләү
988,lieben::V,kochać,сөю
989,lieben::V,kochać,ярату
990,mögen::V,lubić,өнәү
991,lachen::V,śmiać się,көлү
992,rühren::V,wzruszyć,дулкынландыру
993,weinen::V,płakać,елау
994,schimpfen::V,kląć,сүгү
995,schimpfen::V,kląć,сүгенү
996,sich ärgern::V,gniewać się,ачулану
997,sich fürchten::V,bać się,курку
998,fürchten::V,bać się,калтырау
999,fürchten::V,bać się,калтырану
1000,fliehen::V,uciekać,арка бирү
1001,flüchten::V,uciec,качу
1002,sehen::V,widzieć,күрү
1003,sehen::V,zobaczyć,күрү
1004,anschauen::V,oglądać,карау
1005,ansehen::V,popatrzeć na,карау
1006,ansehen::V,popatrzeć na,күзәтү
1007,hören::V,słyszeć,ишетү
1008,zuhören::V,słuchać,тыңлау
1009,probieren::V,kosztować,тату
1010,riechen::V,wąchać,иснәү
1011,fühlen::V,czuć,тою
1012,fühlen::V,czuć,сизү
1013,fühlen::V,odczuwać,тою
1014,fühlen::V,odczuwać,сизү
1015,scheinen::V,wydawać się,күренү
1016,zu sehen sein::V,widnieć,күренү
1017,vernehmen::V,usłyszeć,ишетү
1018,frieren::V,marznąć,өшү
1019,frieren::V,marznąć,күшегү
1020,tun::V,czynić,итү
1021,können::V,móc,алу
1022,können::V,umieć,алу
1023,wollen::V,chcieć,теләү
1024,anfangen::V,zacząć,керешү
1025,beenden::V,zakończyć,бетерү
1026,beenden::V,zakończyć,тәмамлау
1027,aufhören::V,przestać,бетү
1028,gelingen::V,udać się,уңу
1029,geraten::V,udać się,сабышу
1030,öffnen::V,otworzyć,ачу
1031,schließen::V,zamknąć,ябу
1032,stellen::V,postawić,кую
1033,setzen::V,posadzić,утырту
1034,legen::V,kłaść,яткыру
1035,berühren::V,dotykać,тию
1036,verbinden::V,łączyć,ялгау
1037,bedecken::V,przykryć,өрту
1038,bedecken::V,przykryć,каплау
1039,bedecken::V,przykryć,томалау
1040,aufhängen::V,powiesić,асу
1041,anzünden::V,zapalić,кабызу
1042,aufheben::V,podnieść,күтәрү
1043,zurücklassen::V,zostawić,калдыру
1044,verlieren::V,zgubić,югалту
1045,fallen lassen::V,upuścić,төшерү
1046,machen::V,zrobić,ясау
1047,machen::V,zrobić,эшләү
1048,herstellen::V,wytworzyć,ясау
1049,bauen::V,budować,кору
1050,reparieren::V,naprawiać,төзәтү
1051,verbessern::V,ulepszyć,яхшырту
1052,ändern::V,zmienić,үзгәртү
1053,graben::V,kopać,казу
1054,beugen::V,zagiąć,ию
1055,biegen::V,zgiąć,бөгү
1056,drehen::V,obracać,бору
1057,drehen::V,obracać,бөтерү
1058,wenden::V,obrocić,бору
1059,umdrehen::V,obrocić,түнтәрү
1060,heben::V,podnosić,күтәрү
1061,hochheben::V,podnieść,күтәрү
1062,ergreifen::V,chwycić,эләктерү
1063,halten::V,trzymać,тоту
1064,drücken::V,naciskać,кысу
1065,schieben::V,pchać,кузгату
1066,schieben::V,posuwać,кузгату
1067,kratzen::V,drapać,тырнау
1068,lecken::V,lizać,ялау
1069,beißen::V,kąsać,тешләү
1070,abreißen::V,oderwać,өзү
1071,abschneiden::V,odciąć,кыю
1072,abschneiden::V,odciąć,кисү
1073,binden::V,wiązać,бәйләү
1074,stecken::V,wetknąć,төртү
1075,stecken::V,wetknąć,тыгу
1076,brechen::V,złamać,сындыру
1077,klopfen::V,pukać,шаку
1078,klopfen::V,pukać,шакылдау
1079,klopfen::V,stukać,шаку
1080,klopfen::V,stukać,шакылдау
1081,hauen::V,bić,кыйнау
1082,kleben::V,kleić,ябыштыру
1083,reiben::V,trzeć,ышку
1084,streichen::V,smarować,ягу
1085,schleifen::V,ostrzyć,кайрау
1086,schneiden::V,ciąć,кисү
1087,schneiden::V,krajać,кисү
1088,rütteln::V,trząść,селкетү
1089,schütteln::V,trząść,селкетү
1090,schwenken::V,machać,болгау
1091,schütten::V,nasypać,кою
1092,füllen::V,napełnić,тутыру
1093,einwickeln::V,zawinąć,төрү
1094,tragen::V,nieść,ташу
1095,schleppen::V,wlec,сөйрәү
1096,schleppen::V,wlec,өстерәү
1097,ziehen::V,ciągnąć,тарту
1098,aufbewahren::V,przechowywać,саклау
1099,werfen::V,rzucać,ыргыту
1100,fangen::V,łowić,тоту
1101,packen::V,chwycić,эләктерү
1102,verstecken::V,ukryć,яшерү
1103,verstecken::V,schować,яшерү
1104,teilen::V,podzielić,бүлү
1105,schicken::V,posyłać,җибәрү
1106,bringen::V,przynieść,китерү
1107,hinzufügen::V,dodać,өстәү
1108,bekommen::V,dostać,алу
1109,erhalten::V,otrzymać,алу
1110,nehmen::V,wziąć,алу
1111,wählen::V,wybrać,сайлау
1112,auswählen::V,wybrać,сайлау
1113,bewahren::V,zachować,саклау
1114,behindern::V,utrudnić,комачаулау
1115,behindern::V,przeszkadzać,комачаулау
1116,verderben::V,zepsuć,бозу
1117,beschädigen::V,uszkodzić,бозу
1118,zerbrechen::V,złamać,вату
1119,zerreißen::V,drzeć,өзү
1120,zerreißen::V,drzeć,ерту
1121,zerreißen::V,rozdzierać,өзү
1122,zerreißen::V,rozdzierać,ерту
1123,zerstören::V,zniszczyć,җимерү
1124,verbrennen::V,spalić,яндыру
1125,verbrennen::V,spalić,көйдерү
1126,geben::V,dać,бирү
1127,reichen::V,podać,тапшыру
1128,schenken::V,darować,бүләкләү
1129,versprechen::V,obiecać,вәгъдә бирү
1130,wünschen::V,życzyć,котлау
1131,loben::V,chwalić,мактау
1132,küssen::V,całować,үбү
1133,wiegen::V,kołysać,тирбәтү
1134,zudecken::V,przykryć,ябу
1135,zudecken::V,przykryć,бөркәү
1136,wecken::V,zbudzić,уяту
1137,zeigen::V,pokazać,күрсәтү
1138,führen::V,wieść,йөртү
1139,führen::V,prowadzić,йөртү
1140,lehren::V,uczyć,өйрәтү
1141,unterrichten::V,nauczać,укыту
1142,aufziehen::V,wychować,асрау
1143,leiten::V,kierować,җитәкләү
1144,antreiben::V,popędzić,куалау
1145,antreiben::V,popędzić,әйдәләү
1146,antreiben::V,popędzić,ашыктыру
1147,lassen::V,zostawić,мәҗбүр итү
1148,einladen::V,zaprosić,чакыру
1149,vereinigen::V,zjednoczyć,берләштерү
1150,besuchen::V,odwiedzić,керешү
1151,treffen::V,trafić,очрату
1152,treffen::V,spotkać,очрату
1153,sich versammeln::V,zebrać się,җыелышу
1154,sich versammeln::V,zgromadzić się,җыелышу
1155,spielen::V,grać,уйнау
1156,spielen::V,bawić się,уйнау
1157,singen::V,śpiewać,җырлау
1158,tanzen::V,pląsać,бию
1159,tanzen::V,tańczyć,бию
1160,sich trennen::V,rozstać się,аерылу
1161,sich trennen::V,rozstać się,ташлашу
1162,verlassen::V,opuścić,ташлау
1163,verlassen::V,opuścić,калдыру
1164,retten::V,ocalić,коткару
1165,retten::V,uratować,коткару
1166,bewachen::V,pilnować,каравыллау
1167,schützen::V,ochronić,ышыклау
1168,verteidigen::V,bronić,яклау
1169,verteidigen::V,bronić,саклау
1170,sich schlagen::V,pobić się,сугышу
1171,schießen::V,strzelać,ату
1172,siegen::V,zwycziężyć,җиңү
1173,ärgern::V,gniewać,ачуландыру
1174,schlagen::V,bić,ору
1175,schlagen::V,bić,бәрү
1176,schlagen::V,bić,тукмау
1177,schlagen::V,uderzyć,ору
1178,schlagen::V,uderzyć,бәрү
1179,schlagen::V,uderzyć,тукмау
1180,treten::V,kopnąć,тибү
1181,stechen::V,ukłuć,кадау
1182,stoßen::V,popchnąć,этү
1183,stehlen::V,ukraść,урлау
1184,stören::V,zakłócić,комачаулау
1185,stören::V,przeszkodzić,комачаулау
1186,belästigen::V,dokuczać,борчу
1187,belästigen::V,dokuczać,билмазалау
1188,verbergen::V,ukryć,яшерү
1189,täuschen::V,łudzić,алдату
1190,betrügen::V,oszukać,хәрәмләшү
1191,töten::V,zabić,үтерү
1192,wohnen::V,mieszkać,яшәү
1193,arbeiten::V,pracować,эшләү
1194,sammeln::V,zebrać,туплау
1195,pflücken::V,zerwać,өзү
1196,jagen::V,polować,аулау
1197,fischen::V,łowić ryby,балык тоту
1198,fassen::V,złapać,тоту
1199,hüten::V,paść,көтү
1200,treiben::V,pędzić,куалау
1201,anbinden::V,przywiązać,бәйләү
1202,füttern::V,karmić,туйдыру
1203,melken::V,doić,саву
1204,hacken::V,rąbać,чабу
1205,gießen::V,lać,сугару
1206,gießen::V,podlać,сугару
1207,reifen::V,dojrzeć,җитешү
1208,zubereiten::V,przyrządzić,пешеренү
1209,kochen::V,gotować,пешерү
1210,kochen::V,gotować,кайнату
1211,backen::V,piec,пешерү
1212,braten::V,piec,куыру
1213,braten::V,piec,кыздыру
1214,braten::V,smażyć,куыру
1215,braten::V,smażyć,кыздыру
1216,umrühren::V,przemieszać,бутау
1217,umrühren::V,przemieszać,болгату
1218,stricken::V,dziać,бәйләү
1219,nähen::V,szyć,тегү
1220,färben::V,pofarbować,ману
1221,reinigen::V,oczyścić,чистарту
1222,waschen::V,prać,юу
1223,abwischen::V,obetrzeć,сөртү
1224,spülen::V,płukać,чайкау
1225,fegen::V,zamiatać,себерү
1226,kehren::V,zamieść,себерү
1227,baden::V,kąpać się,коену
1228,sich waschen::V,myć się,юыну
1229,ausziehen::V,zdjąć,чишенү
1230,anziehen::V,włożyć,кию
1231,sich anziehen::V,ubrać się,киенү
1232,kämmen::V,uczesać,тарау
1233,schmücken::V,ozdabiać,бизәү
1234,schmücken::V,ozdabiać,бизәкләү
1235,sagen::V,powiedzieć,дию
1236,sagen::V,powiedzieć,әйтү
1237,sprechen::V,mówić,сөйләү
1238,sprechen::V,mówić,сөйләшү
1239,reden::V,mówić,сөйләү
1240,sich unterhalten::V,rozmawiać,сөйләшү
1241,fragen::V,zapytać,сорау
1242,fragen::V,zapytać,сорашу
1243,bitten::V,prosić,үтенү
1244,erzählen::V,opowiedzieć,сөйләү
1245,mitteilen::V,zawiadomić o,белдерү
1246,nennen::V,nazwać,дию
1247,rufen::V,wołać,дәшү
1248,prahlen::V,chełpić się,мактану
1249,prahlen::V,chełpić się,шапырыну
1250,übersetzen::V,tłumaczyć,күчерү
1251,denken::V,myśleć,уйлау
1252,glauben::V,sądzić,инану
1253,glauben::V,wierzyć,инану
1254,bemerken::V,zauważyć,искәрү
1255,erkennen::V,poznać,тану
1256,begreifen::V,zrozumieć,аңлау
1257,begreifen::V,zrozumieć,төшенү
1258,verstehen::V,rozumieć,аңлау
1259,verstehen::V,rozumieć,төшенү
1260,verstehen::V,dosłyszeć,аңлау
1261,verstehen::V,dosłyszeć,төшенү
1262,lernen::V,uczyć się,уку
1263,lernen::V,uczyć się,өйрәнү
1264,wissen::V,wiedzieć,белү
1265,sich erinnern an::V,przypomnieć sobie,хәтерләү
1266,vergessen::V,zapomnieć,оныту
1267,messen::V,mierzyć,үлчәү
1268,zählen::V,liczyć,санау
1269,rechnen::V,rachować,исәпләү
1270,lesen::V,czytać,уку
1271,malen::V,malować,рәсем ясау
1272,malen::V,malować,сурәт ясау
1273,malen::V,malować,сурәтләү
1274,zeichnen::V,rysować,язу-сызу
1275,zeichnen::V,rysować,сурәт ясау
1276,schreiben::V,pisać,язу
1277,besitzen::V,posiadać,биләү
1278,kaufen::V,kupić,алу
1279,verkaufen::V,sprzedać,сату
1280,bezahlen::V,zapłacić,түләү
1281,zahlen::V,płacić,түләү
1282,beherrschen::V,opanować,ия булу
1283,ertragen::V,znieść,чыдау
