,Concept_ID,it,ja
693,schwach::A,dèbole,弱い
694,fett::A,grasso,太った
695,schlank::A,snello,ほっそりした
696,schlank::A,slanciato,ほっそりした
697,hübsch::A,bello,素敵な
698,hübsch::A,carino,素敵な
699,böse::A,cattivo,悪い
700,dumm::A,stùpido,馬鹿な
701,faul::A,pigro,怠惰な
702,fleißig::A,diligente,勤勉な
703,geizig::A,avaro,けちな
704,klug::A,intelligente,賢い
705,klug::A,intelligente,頭のいい
706,geschickt::A,àbile,器用な
707,lieb::A,caro,愛らしい
708,lustig::A,gaio,楽しい
709,lustig::A,allegro,楽しい
710,sanft::A,dolce,温和な
711,hungrig::A,affamato,空腹の
712,krank::A,malato,病気の
713,krank::A,infermo,病気の
714,nackt::A,nudo,裸の
715,traurig::A,triste,悲しい
716,lebendig::A,vivo,生きた
717,gut::A,buono,良い
718,schlecht::A,cattivo,悪い
719,schlecht::A,cattivo,駄目な
720,richtig::A,giusto,正しい
721,schlimm::A,grave,ひどい
722,wahr::A,vero,本当の
723,alt::A,vecchio,古い
724,neu::A,nuovo,新しい
725,ehemalig::A,vecchio,以前の
726,ehemalig::A,d'una_volta,以前の
727,alt[Lebewesen]::A,anziano,年を取った
728,jung::A,giovane,若い
729,arm::A,pòvero,貧乏な
730,reich::A,ricco,裕福な
731,bekannt::A,noto,有名な
732,bekannt::A,conosciuto,有名な
733,berühmt::A,famoso,有名な
734,berühmt::A,cèlebre,有名な
735,fremd::A,estràneo,見知らぬ
736,fremd::A,straniero,見知らぬ
737,verschieden::A,diverso,色々な
738,verschieden::A,differente,色々な
739,nah::A,vicino,近い
740,nah::A,propinquo,近い
741,fern::A,lontano,遠い
742,linker::A,sinistro,左の
743,rechter::A,destro,右の
744,anderer::A,altro,別の
745,erster::A,primo,一番目
746,zweiter::A,secondo,二番目
747,dritter::A,terzo,三番目
748,letzter::A,ùltimo,最後の
749,allein::ADV,solo,一人で
750,allein::ADV,da solo,一人で
751,auf einmal::ADV,insieme,同時に
752,zusammen::ADV,insieme,一緒に
753,lange::ADV,a lungo,長い間
754,plötzlich::ADV,all'improvviso,急に
755,sofort::ADV,sùbito,すぐに
756,sofort::ADV,all'istante,すぐに
757,später::ADV,più tardi,後で
758,jetzt::ADV,ora,今
759,jetzt::ADV,adesso,今
760,heute::ADV,oggi,今日
761,morgen::ADV,domani,明日
762,bald::ADV,presto,間もなく
763,bald::ADV,tra poco,間もなく
764,dann::ADV,allora,それから
765,gestern::ADV,ieri,昨日
766,einst::ADV,prima,過去に
767,einst::ADV,un tempo,過去に
768,damals::ADV,allora,あの時
769,danach::ADV,poi,その後で
770,danach::ADV,dopo,その後で
771,vorher::ADV,prima,以前に
772,zuerst::ADV,prima,まず
773,zuerst::ADV,prima,最初に
774,zuerst::ADV,dapprima,まず
775,zuerst::ADV,dapprima,最初に
776,einmal::ADV,una volta,一回
777,manchmal::ADV,talvolta,時々
778,manchmal::ADV,qualche volta,時々
779,oft::ADV,spesso,よく
780,immer::ADV,sempre,いつも
781,niemals::ADV,non mai,一度も...ない
782,hier::ADV,qua,こちら
783,hierhin::ADV,qua,ここへ
784,hierhin::ADV,qua,こちらへ
785,von hier::ADV,ne,ここから
786,von hier::ADV,da qui,ここから
787,dort::ADV,lì,そちら
788,dorthin::ADV,là,そこへ
789,dorthin::ADV,là,そちらへ
790,geradeaus::ADV,diritto,真っ直ぐに
791,vorwärts::ADV,avanti,前へ
792,rückwärts::ADV,all'indietro,後ろへ
793,zurück::ADV,di indietro,後ろへ
794,unten::ADV,giù,下に
795,unten::ADV,sotto,下に
796,hinab::ADV,giù,下へ
797,hinab::ADV,in giù,下へ
798,oben::ADV,su,上に
799,oben::ADV,sopra,上に
800,hinauf::ADV,in sù,上へ
801,hinauf::ADV,in alto,上へ
802,überall::ADV,dappertutto,どこでも
803,nicht::ADV,non,ない
804,ein wenig::ADV,un po',少し
805,ein wenig::ADV,un po',ちょっと
806,ein wenig::ADV,un poco,少し
807,ein wenig::ADV,un poco,ちょっと
808,kaum::ADV,a appena,ほとんど～ない
809,sehr::ADV,molto,とても
810,so::ADV,così,こう
811,so::ADV,tanto,こう
812,noch::ADV,ancora,まだ
813,nur::ADV,solo,～だけ
814,nur::ADV,soltanto,～だけ
815,schon::ADV,già,もう
816,wieder::ADV,di nuovo,再び
817,vergebens::ADV,invano,無駄に
818,vor::PRP,davanti a,前に
819,hinter::PRP,dietro,後ろに
820,unter::PRP,sotto,下に
821,durch::PRP,per,通して
822,durch::PRP,attraverso,通して
823,neben::PRP,a accanto a,横に
824,zwischen::PRP,fra,間に
825,wegen::PRP,a causa di,為に
826,wegen::PRP,a causa di,せいで
827,dies::PRN,ciò,これ
828,dies::PRN,questo,これ
829,das::PRN,ciò,それ
830,das::PRN,quello,それ
831,alles::PRN,tutto,全部
832,ich::PRN,ìo,私
833,du::PRN,tu,あなた
834,er::PRN,lui,彼
835,er::PRN,egli,彼
836,wir::PRN,noi,私達
837,ihr::PRN,voi,あなた達
838,sie::PRN,loro,彼ら
839,was::FPRN,che,何
840,was::FPRN,che cosa,何
841,wer::FPRN,chi,誰
842,wer::FPRN,chi,どなた
843,wo::FADV,dove,どこ
844,wo::FADV,dove,どこに
845,wohin::FADV,dove,どこへ
846,wie::FADV,come,どう
847,warum::FADV,perche,何故
848,warum::FADV,perche,どうして
849,wieviel::FNUM,quanto,どのくらい
850,eins::NUM,uno,一
851,zwei::NUM,due,二
852,zwei::NUM,due,二つ
853,drei::NUM,tre,三
