,Concept_ID,bn,ko
729,sich drehen::V,পাক খাওয়া,돌다
730,schwanken::V,দোলা,동요하다
731,schwingen::V,দোলা,흔들다
732,fallen::V,পড়া,떨어지다
733,brennen::V,সেঁকা,타다
734,rauchen::V,ধোঁয়া ছড়ান,김이나다
735,regnen::V,বর্ষণ_করা,비가오다
736,gefrieren::V,হিমায়িত হওয়া,얼다
737,tauen::V,গলা,녹다
738,schmelzen::V,গলা,녹다
739,trocknen::V,শুষ্ক করা,홈치다
740,sieden::V,ফোঁড়া,끓다
741,faulen::V,ক্ষয় হওয়া,부패하다
742,verfaulen::V,ক্ষয় হওয়া ,썩다
743,reißen::V,ছিঁড়া,지바찢다
744,versinken::V,ডুবা,가라앉다
745,vergehen::V,যাওয়া,지나가다
746,erscheinen::V,আসা,나타나다
747,verschwinden::V,অদৃশ্য হওয়া,사라지다
748,sinken::V,হ্রাস হওয়া,가라앉다
749,abnehmen::V,হ্রাস হওয়া,떼어내다
750,zunehmen::V,বৃদ্ধি পাওয়া,증가하다
751,steigen::V,ওঠা,상승하다
752,wachsen::V,বড় হওয়া,생기하다
753,glänzen::V,জ্বলা,뛰오나다
754,funkeln::V,জ্বল্জ্বল করা,불티가잍어나다
755,läuten::V,রুসুঝুসু করা,울시다
756,klingeln::V,বাজা,초닌총을울리다
757,klirren::V,টুংটাং-শব্দ করা,탁탁울리다
758,brausen::V,গর্জন করা,쏴쏴소리내다
759,rauschen::V,মর্মরধ্বনি করা,솨솨
760,klingen::V,শব্দ করা,반향하다
761,bellen::V,ঘেউ ঘেউ করা,짖다
762,heulen::V,গর্জন করা,포효하다
763,blasen::V,ফুঁ দেওয়া,불다
764,pfeifen::V,শিস্ দেওয়া,피리를불다
765,schreien::V,চিৎকার করা,절규하다
766,stöhnen::V,গোঁ-গো করা,신음하다
767,zittern::V,কাঁপা,저뉼하다
768,leben::V,বাঁচা,살다
769,geboren werden::V,জন্মানো,태어난
770,atmen::V,শ্বাস ফেলা,숨쉬다
771,trinken::V,পান করা,마시다
772,essen::V,ভক্ষণ করা,먹다
773,schlucken::V,গেলা,들이켜다
774,müde werden::V,পরিশ্রান্ত হওয়া,
775,einschlafen::V,নিদ্রামগ্ন হওয়া,잠들다
776,schlafen::V,নিদ্রা যাওয়া,자다
777,aufwachen::V,জাগা,눈트다
778,aufstehen::V,জাগা,서다
779,sich erholen::V,আরাম করা,회복하다
780,krank werden::V,অসুস্থ হত্তয়া,
781,krank sein::V,রূগ্ণ হত্তয়া,
782,schmerzen::V,কন্কন করা,아프다
783,husten::V,কাশা,잔기침하다
784,genesen::V,আরোগ্য হওয়া,낫다
785,sterben::V,মারা যাওয়া,죽다
786,umkommen::V,মারা যাওয়া,못쓰게되다
787,sich bewegen::V,চলা,움직이다
788,sich rühren::V,নড়া,움직이다
789,sich erheben::V,উদিত হওয়া,이러서다
790,sich setzen::V,বসা,앉히다
791,hinfallen::V,পড়া,넘어지다
792,laufen::V,হাঁটা,걷다
793,schreiten::V,হাঁটা,보행하다
794,spazierengehen::V,পায়চারি করা,산보하다
795,eilen::V,ত্বরাম্বিত করা,서둘다
796,sich beeilen::V,ত্বরাম্বিত করা,서둘게하다
797,sausen::V,ধেয়ে যাওয়া,서들러 떠나다
798,rennen::V,চলা,달리다
799,springen::V,লাফানো,도약하다
800,klettern::V,আরোহণ করা,갑겨오르다
801,schaukeln::V,দোলা,흔들리게하다
802,kriechen::V,হামাগুড়ি দেওয়া,기다
803,schwimmen::V,সাঁতার কাটা,헤엄치다
804,tauchen::V,ডোবা,잠기다
805,rudern::V,দাঁড় টানা,물을헤치다
806,fahren::V,চালান,가다
807,fahren::V,চালান,나르다
808,fliegen::V,ওড়া,날다
809,gehen::V,যাওয়া,가다
810,weggehen::V,প্রস্থান করা,팔리다
811,abfahren::V,প্রস্থান করা,출발하다
812,anhalten::V,থামা,멈추다
813,hineingehen::V,ঢোকা,(그리로)가다
814,eintreten::V,ঢোকা,들러가다
815,kommen::V,আসা,오다
816,ankommen::V,আসা,고챀하다
817,zurückkommen::V,ফিরা,보기
818,bleiben::V,থাকা,체류
819,warten::V,অপেক্ষা করা,기다리다
820,erwarten::V,অপেক্ষা করা,기대하다
821,suchen::V,খোঁজ করা,찾다
822,suchen::V,খোঁজ করা,구하다
823,finden::V,পাওয়া,찾아내다
824,versuchen::V,পরখ করা,시험하다
825,vorbereiten::V,প্রস্তুত করা,재비하다
826,lieben::V,ভালবাসা,사랑하다
827,mögen::V,পছন্দ করা,줗아하다
828,lachen::V,হাসা,웃다
829,rühren::V,হৃদয়ম্পর্শ করা,건드리다
830,weinen::V,কাঁদা,울다
831,schimpfen::V,নালিশ করা,꾸짖다
832,sich ärgern::V,রাগ হত্তয়া,화를내게 하다
833,sich fürchten::V,ভয় করা,두려원하다
834,fürchten::V,ডরা,두려원하다
835,fliehen::V,পালানো,도망치다
836,flüchten::V,পালানো,도주하다
837,sehen::V,দেখা,보다
838,anschauen::V,দেখা,바라보다
839,ansehen::V,দেখা,바라보다
840,hören::V,শোনা,듣다
841,zuhören::V,শোনা,듣다
842,probieren::V,পরখ করা,시식하다
843,riechen::V,শুঁকা,내새를맡다
844,fühlen::V,অনুভব করা,느끼다
845,scheinen::V,মনে হত্তয়া,...것같다
846,zu sehen sein::V,দেখা দেত্তয়া,보이는
847,vernehmen::V,শোনা,듣다
848,vernehmen::V,শোনা,들어서일다
849,frieren::V,শীত লাগা,춥다
850,tun::V,করা,하다
851,können::V,পারা,할주릴다
852,wollen::V,ইচ্ছা করা,바라다
853,anfangen::V,আরম্ভ করা,시작하다
854,beenden::V,শেষ করা,다하다
855,aufhören::V,থামা,그만두다
856,gelingen::V,সিদ্ধিলাভ করা,성국하다
857,geraten::V,পরিণত হত্তয়া,잘되어가다
858,öffnen::V,খোলা,열다
859,schließen::V,বন্ধ করা,추측하다
860,stellen::V,স্থাপন করা,세우다
861,setzen::V,স্থাপন করা,놓다
862,legen::V,স্থাপন করা,눕히다
863,berühren::V,স্পর্শ করা,대다
864,verbinden::V,সংযুক্ত করা,옝열하다
865,bedecken::V,ঢাকা,덮다
866,aufhängen::V,ঝুলানো,매달다
867,anzünden::V,জ্বালান,점화하다
868,aufheben::V,কুড়াইয়া তোলা,위로올리다
869,zurücklassen::V,পরিত্যাগ করা,튀에남기다
870,verlieren::V,হারান,잃다
871,fallen lassen::V,ফেলা,떨어뜨리다
872,machen::V,গঠন করা,하다
873,herstellen::V,সৃষ্টি করা,제조하다
874,bauen::V,নির্মাণ করা,짓다
875,reparieren::V,মেরামত করা,수셩자다
876,verbessern::V,উন্নতিলাভ করা,정정하다
877,ändern::V,পরিবর্তিত করা,바꾸다
878,graben::V,খনন করা,파다
879,beugen::V,নোয়া,구부리다
880,biegen::V,নোয়া,굽히다
881,drehen::V,ঘোরান,회전
882,wenden::V,উলটাইয়া দেত্তয়া,회전시키다
883,umdrehen::V,উলটানো,회전시키다
884,heben::V,উত্তোলন করা,일으아키다
885,hochheben::V,উঁচু করা,틀어올리다
886,ergreifen::V,দখল করা,잡다
887,halten::V,ধরা,잡다
888,drücken::V,টেপা,누르다
889,schieben::V,ঠেলা,밀다
890,kratzen::V,চাঁচা,긁다
891,lecken::V,চাটা,핥다
892,beißen::V,দংশন করা,물다
893,abreißen::V,বিচ্ছিন্ন করা,
894,abschneiden::V,বিচ্ছিন্ন করা,귾어내다
895,binden::V,বন্ধন করা,매다
896,stecken::V,বিদ্ধ করা,찌르다
897,brechen::V,ভাঙা,금
898,klopfen::V,আঘাত করা,치다
899,hauen::V,আঘাত করা,때리다
900,kleben::V,সাঁটা,들러붙다
901,reiben::V,ঘষা,문지르다
902,streichen::V,ছড়াইয়া,쓰다듬다
903,schleifen::V,ধার দেওয়া,갈다
904,schneiden::V,কাটা,베다
905,rütteln::V,নাড়ান,흔들다
906,schütteln::V,নড়া,흔들다
907,schwenken::V,দোলা,흔들다
908,schütten::V,বর্ষণ করা,따르다
909,füllen::V,পরিপূর্ণ করা,담다
910,einwickeln::V,মুড়া,싸다
911,tragen::V,বহন করা,지우다
912,schleppen::V,টানা,끌다
913,ziehen::V,টানা,당기다
914,aufbewahren::V,রাখা,간직하다
915,werfen::V,ছুড়া,던지다
916,fangen::V,লোফা,밥다
917,packen::V,ধরা,쥐다
918,verstecken::V,গোপন করা,숨기다
919,teilen::V,বিভক্ত করা,나누다
920,schicken::V,প্রেরণ করা,보내다
921,bringen::V,আনা,가겨
922,hinzufügen::V,একত্র করা,부가하다
923,bekommen::V,পাওয়া,얻다
924,erhalten::V,পাওয়া,지니다
925,nehmen::V,নেওয়া,잡다
926,wählen::V,বাছা,선거하다
927,auswählen::V,বাছা,선출하다
928,bewahren::V,বাঁচাইয়া রাখা,저장보종
929,behindern::V,বাধা দেওয়া,훼방하다
930,verderben::V,নষ্ট করা,못쓰게 되다
931,beschädigen::V,ক্ষতি করা,상하게하다
932,zerbrechen::V,ভাঙ্গিয়া যাওয়া,깨뜨리다
933,zerreißen::V,ছিঁড়া,잡아쫓다
934,zerstören::V,বিনাশ করা,파괴하다
935,verbrennen::V,দহন করা,소실하다
936,geben::V,দেওয়া,주다
937,reichen::V,দেওয়া,내일다
938,schenken::V,উপহার দেত্তয়া,주다
939,versprechen::V,প্রতিশ্রুতি দেওয়া,약속하다
940,wünschen::V,আকাঙ্ক্ষা করা,바라다
941,loben::V,প্রশংসা করা,칭찬하다
942,küssen::V,চুম্বন করা,키스하다
943,wiegen::V,দুলানো,어르다
944,zudecken::V,ঢাকা,뚜꺼을하다
945,wecken::V,জাগানো,깨우다
946,zeigen::V,দেখানো,보이다
947,führen::V,পথ দেখানো,가게하다
948,lehren::V,শেখানো,가르치다
949,unterrichten::V,শিক্ষা দেওয়া,가르지다
950,aufziehen::V,পালন করা,사육하다
951,leiten::V,পরিচালনা করা,이끌다
952,antreiben::V,চালনা করা,몰다
953,lassen::V,অনুমতি দেওয়া,내버려두다
954,einladen::V,নিমন্ত্রণ করা,초청하다
955,vereinigen::V,এক করা,하나로하다
956,besuchen::V,দেখিতে যাওয়া,방문하다
957,treffen::V,সন্মুখীন হওয়া,만나다
958,sich versammeln::V,জড়ো হওয়া,조립하다
959,spielen::V,খেলা,눌다
960,singen::V,গাওয়া,노래하다
961,tanzen::V,নাচা,춤추하다
962,sich trennen::V,পৃথক করা,가르다
963,verlassen::V,পরিত্যাগ করা,버림받은
964,retten::V,উদ্ধার করা,구조하다
965,bewachen::V,পাহারা দেওয়া,치키다
966,schützen::V,রক্ষা করা,보호하다
967,verteidigen::V,রক্ষা করা,막다
968,sich schlagen::V,লড়াই করা,치다
969,schießen::V,তীরবেগে ছোটা,쏘다
970,siegen::V,জেতা,이기다
971,ärgern::V,বিরক্ত করা,성을내게하다
972,schlagen::V,আঘাত করা,치다
973,treten::V,লাথি মারা,디디다
974,stechen::V,দংশন করা,찌르다
975,stoßen::V,ঠেলা,찌르다
976,stehlen::V,অপহরণ করা,훔치다
977,stören::V,ঘাঁটান,움직이다
978,belästigen::V,বিরক্ত করা,괴롭히다
979,verbergen::V,গোপন করা,숨기다
980,täuschen::V,প্রবঞ্চনা করা,속이다
981,betrügen::V,প্রতারণা করা,속이다
982,töten::V,হত্যা করা,죽이다
983,wohnen::V,বাস করা,실다
984,arbeiten::V,কাজ করা,일하다
985,sammeln::V,সংগ্রহ করা,모으다
986,pflücken::V,চয়ন করা,꿔다
987,jagen::V,শিকার করা,사냥하다
988,fischen::V,মাছ ধরা,고기를잡다
989,fassen::V,ধরা,움켜쥐다
990,hüten::V,যুথভুক্ত করা,망보다
991,treiben::V,চালনা করা,몰아세우다
992,anbinden::V,বন্ধন করা,묶다
993,füttern::V,ভোজন করানো,사료를주다
994,melken::V,দুগ্ধ দোহন করা,젖을짜다
995,hacken::V,কাটা,자르다
996,gießen::V,বর্ষণ করা,물을대다
997,reifen::V,পাকা,성숙하다
998,zubereiten::V,রন্ধন করা,조제하다
999,kochen::V,রন্ধন করা,요리하다
1000,backen::V,সেকা,쿱다
1001,braten::V,ভাজা,굽다
1002,umrühren::V,নড়ানো,교반하다
1003,stricken::V,বোনা,뜨개질하다
1004,nähen::V,সেলাই করা,꿰매다
1005,färben::V,রঞ্জিত করা,채색하다
1006,reinigen::V,পরিষ্কার করা,청소하다
1007,waschen::V,পরিষ্কার করা,씻다
1008,abwischen::V,মুছা,닦다
1009,spülen::V,পরিষ্কার করা,씻다
1010,fegen::V,ঝাঁট দেওয়া,소체하다
1011,kehren::V,ঝাঁট দেওয়া,청소하다
1012,baden::V,অবগাহন করা,감다
1013,sich waschen::V,ধোয়া,모믈 씻다
1014,ausziehen::V,খুলা,벗다
1015,anziehen::V,গায়ে দেত্তয়া,끌어움직이다
1016,sich anziehen::V,পোশাক পরা,
1017,kämmen::V,আঁচড়ানো,빗다
1018,schmücken::V,সাজান করা,치레하다
1019,sagen::V,উচ্চারণ করা,말하다
1020,sprechen::V,বলা,말하다
1021,reden::V,আলাপ করা,이야기하다
1022,sich unterhalten::V,আড্ডা দেওয়া,
1023,fragen::V,জিজ্ঞাসা করা,질문하다
1024,bitten::V,প্রার্থনা করা,원하다
1025,erzählen::V,বর্ণনা করা,이야기하다
1026,mitteilen::V,বলা,이야기하다
1027,nennen::V,নাম দেওয়া,부르다
1028,rufen::V,আমন্ত্রণ করা,불러내다
1029,prahlen::V,বড়াই করা,자랑하다
1030,übersetzen::V,ভাষাস্তরিত করা,번역하다
1031,denken::V,ভাবা,생각하다
1032,glauben::V,বিশ্বাস করা,믿다
1033,bemerken::V,লক্ষ্য করা,인자하다
1034,erkennen::V,চিনিতে পারা,인식하다
1035,begreifen::V,উপলব্ধি করা,파악하다
1036,verstehen::V,উপলব্ধি করা,이해하다
1037,lernen::V,শেখা,배우다
1038,wissen::V,জানা,알다
1039,sich erinnern an::V,মনে করা,상기하다
1040,vergessen::V,বিস্মৃত হওয়া,잊다
1041,messen::V,মাপা,측정하다
1042,zählen::V,গণনা করা,세다
1043,rechnen::V,হিসাব করা,게산하다
1044,lesen::V,পাঠ করা,읽다
1045,malen::V,আঁকা,그리다
1046,zeichnen::V,ছকা,소묘하다
1047,schreiben::V,লেখা,쓰다
1048,besitzen::V,অধিকার করা,소유하다
1049,kaufen::V,ক্রয় করা,사다
1050,verkaufen::V,বেচা,팔다
1051,bezahlen::V,প্রদান করা,지불하다
1052,zahlen::V,প্রদান করা,치르다
1053,beherrschen::V,শাসন করা,지배하다
1054,ertragen::V,বহন করা,참다
1055,lärmen::V,,떠들다
