,Concept_ID,cy,lt
1500,sich erinnern an::V,cofio,prisiminti
1501,vergessen::V,anghofio,užmiršti
1502,messen::V,mesur,matuoti
1503,zählen::V,cyfrif,skaičiuoti
1504,rechnen::V,cyfrifo,skaičiuoti
1505,lesen::V,darllen,skaityti
1506,malen::V,peintio,tapyti
1507,zeichnen::V,tynnu,piešti
1508,zeichnen::V,tynnu,žymėti
1509,zeichnen::V,tynnu,braižyti
1510,schreiben::V,ysgrifennu,rašyti
1511,besitzen::V,meddu,turėti
1512,kaufen::V,prynu,pirkti
1513,verkaufen::V,gwerthu,parduoti
1514,bezahlen::V,talu am,apmokėti
1515,zahlen::V,talu,mokėti
1516,beherrschen::V,rheoli,valdyti
1517,beherrschen::V,llywodraethu,valdyti
1518,ertragen::V,dioddef,kę̃sti
1519,ertragen::V,dioddef,pakelti
1520,ertragen::V,dioddef,iškę̃sti
