,Concept_ID,cy,lt
125,Küste::N,traeth,pajūris
126,Küste::N,arfordir,pajūris
127,Festland::N,tir,sausuma
128,Meer::N,môr,jūra
129,Bucht::N,bae,įlanka
130,Bucht::N,bae,užutekis
131,Insel::N,ynys,sala
132,Blume::N,blodyn,gėlė
133,Gras::N,glaswellt,žolė
134,Wurzel::N,gwreiddyn,šaknis
135,Baum::N,coeden,medis
136,Stamm::N,colfen,kamienas
137,Stamm::N,boncyff,kamienas
138,Rinde::N,rhisgl,žievė
139,Ast::N,cangen,šaka
140,Zweig::N,cainc,šakelė
141,Zweig::N,cangen,šakelė
142,Blatt::N,deilen,lapas
143,Birke::N,bedwen,beržas
144,Kiefer[Baum]::N,pinwydden,pušis
145,Weide[Baum]::N,helygen,karklas
146,Tanne::N,ffynidwydden,eglė
147,Tanne::N,ffynidwydden,kėnis
148,Horn::N,corn,ragas
149,Feder::N,plufyn,plunksna
150,Fell::N,ffwr,kailis
151,Flügel::N,adain,sparnas
152,Klaue::N,crafanc,kanopa
153,Kralle::N,ewin,nagas
154,Schwanz::N,cwt,uodega
155,Schwanz::N,cynffon,uodega
156,Ei::N,wy,kiaušinis
157,Nest::N,nyth,gūžta
158,Nest::N,nyth,lizdas
159,Bau::N,ffau,ola
160,Tier::N,anifail,gyvūnas
161,Herde::N,praidd,banda
162,Herde::N,praidd,kaimenė
163,Herde::N,diadell,banda
164,Herde::N,diadell,kaimenė
165,Kuh::N,buwch,karvė
166,Bulle::N,tarw,bulius
167,Pferd::N,ceffyl,arklys
168,Schaf::N,dafad,avis
169,Schwein::N,mochyn,kiaulė
170,Hund::N,ci,šuo
171,Katze::N,cath,katė
172,Bär::N,arth,lokys
173,Eichhörnchen::N,gwiwer,voveraitė
174,Elch::N,elc,briedis
175,Fuchs::N,cadno,lapė
176,Hase::N,ysgyfarnog,kiškas
177,Maus::N,llygoden,pelė
178,Wolf::N,blaidd,vilkas
179,Vogel::N,aderyn,paukštis
180,Schwarm::N,haid,spiečius
181,Huhn::N,cyw,višta
182,Hahn::N,ceiliog,gaidys
183,Gans::N,gŵydd,žąsis
184,Adler::N,eryr,erelis
185,Ente::N,hwyad,antis
186,Eule::N,tylluan,pelėda
187,Kranich::N,garan,gervė
188,Kranich::N,crychydd,gervė
189,Krähe::N,brân,varna
190,Kuckuck::N,cog,gegužė
191,Kuckuck::N,cwcw,gegužė
192,Schwan::N,alarch,gulbė
193,Fisch::N,pysgod,žuvis
194,Barsch::N,draenog,ešerys
195,Hecht::N,penhwyad,lydeka
196,Schlange[Tier]::N,neidr,gyvatė
197,Wurm::N,abwydyn,kirmėlė
198,Wurm::N,pryf genwair,kirmėlė
199,Spinne::N,cor,voras
200,Spinne::N,pryf copyn,voras
201,Ameise::N,morgrugyn,skruzdė
202,Laus::N,lleuen,utėlė
203,Mücke::N,gwybedyn,uodas
204,Fliege::N,cleren,musė
205,Schmetterling::N,glöyn byw,drugys
206,Schmetterling::N,glöyn byw,peteliškė
207,Schmetterling::N,iâr fach yr haf,drugys
208,Schmetterling::N,iâr fach yr haf,peteliškė
209,Beere::N,aeronen,uoga
210,Apfel::N,afal,obuolys
211,Pilz::N,madarch,grybas
212,Zwiebel::N,nionyn,svogūnas
213,Zwiebel::N,winwnsyn,svogūnas
214,Saat::N,had,sėkla
215,Korn::N,grawn,grūdai
216,Heu::N,gwair,šienas
217,Schale::N,croen,žievelė
218,Schale::N,plisgyn,žievelė
219,Grube::N,pwll,duobė
220,Grube::N,pydew,duobė
221,Falle::N,magl,pinklės
222,Falle::N,magl,žabangai
223,Schlinge::N,cwlwm rhedeg,kilpa
224,Spur::N,ôl,vėžė
225,Spur::N,ôl,pėdos
226,Spur::N,ôl,pėdsakas
227,Asche::N,lludw,pelenai
228,Dreck::N,baw,purvas
229,Dreck::N,budreddi,purvas
230,Eisen::N,haearn,geležis
231,Gold::N,aur,auksas
232,Silber::N,arian,sidabras
233,Kohle::N,glo,anglis
234,Glas::N,gwydr,stiklas
235,Lehm::N,clai,molis
236,Sand::N,tywod,smėlis
237,Mensch::N,dyn,žmogus
238,Mann::N,dyn,vyras
239,Mann::N,dyn,vyriškis
240,Frau::N,merch,moteris
241,Frau::N,gwraig,moteris
242,Kind::N,plentyn,vaikas
243,Junge::N,hogyn,vaikinas
244,Junge::N,hogyn,berniukas
245,Junge::N,bachgen,vaikinas
246,Junge::N,bachgen,berniukas
247,Mädchen::N,merch,mergytė
248,Mädchen::N,merch,mergaitė
249,Mädchen::N,geneth,mergytė
250,Mädchen::N,geneth,mergaitė
251,Familie::N,teulu,šeima
252,Familie::N,tylwyth,šeima
253,Großvater::N,taid,senelis
254,Großvater::N,tad-cu,senelis
255,Großmutter::N,nain,senelė
256,Großmutter::N,mam-gu,senelė
257,Eltern::N,rhieni,tėvai
258,Vater::N,tad,tėvas
259,Mutter::N,mam,motina
260,Sohn::N,mab,sūnus
261,Tochter::N,merch,duktė
262,Bruder::N,brawd,brolis
263,Schwester::N,chwaer,sesuo
264,Onkel::N,ewythr,dėdė
265,Tante::N,modryb,teta
266,Ehemann::N,gŵr,vyras
267,Ehefrau::N,gwraig,žmona
268,Freude::N,gorfoledd,džiaugsmas
269,Gelächter::N,chwerthin,juokas
270,Glück::N,hapusrwydd,laimė
271,Kummer::N,galar,vargas
272,Kummer::N,galar,rūpestis
273,Wunsch::N,dymuniad,troškimas
274,Wunsch::N,dymuniad,pageidavimas
275,Lust::N,chwant,noras
276,Lust::N,chwant,geidulys
277,Geist::N,ysbryd,dvasia
278,Gedanke::N,meddwl,mintis
279,Gedächtnis::N,cof,atmintis
280,Verstand::N,meddwl,protas
281,Sinn::N,ystyr,prasmė
282,Grund::N,achos,priežastis
283,Grund::N,rheswm,priežastis
284,Wahrheit::N,gwir,tiesa
285,Wahrheit::N,gwir,teisybė
286,Wahrheit::N,gwirionedd,tiesa
287,Wahrheit::N,gwirionedd,teisybė
288,Gespräch::N,sgwrs,pokalbis
289,Märchen::N,chwedl werin,pasaka
290,Erzählung::N,stori,apsakymas
291,Erzählung::N,stori,pasakojimas
292,Nachricht::N,neges,žinia
293,Neuigkeit::N,newydd,naujiena
294,Name::N,enw,vardas
295,Rätsel::N,pos,mįslė
296,Rede::N,araith,kalba
297,Sprache::N,iaith,kalba
298,Stimme::N,llais,balsas
299,Wort::N,gair,žodis
300,Zeichen::N,arwydd,žymė
301,Zeichen::N,arwydd,ženklas
302,Ruf::N,galwad,šauksmas
303,Lärm::N,trwst,triukšmas
304,Laut::N,sain,garsas
305,Ton::N,tôn,tonas
306,Ton::N,tôn,garsas
307,Lied::N,cân,daina
308,Lied::N,cân,giesmė
309,Ruhe::N,tawelwch,ramybė
310,Ruhe::N,tawelwch,ramumas
311,Leute::N,pobl,žmonės
312,Volk::N,pobl,tauta
313,Arbeit::N,gwaith,darbas
314,Arbeit::N,gwaith,triūsas
315,Gast::N,gwestai,svečias
316,Geschenk::N,rhodd,dovana
317,Geschenk::N,anrheg,dovana
318,Spiel::N,chwarae,žaismas
319,Spiel::N,chwarae,žaidimas
320,Gesellschaft::N,cwmni,draugija
321,Gesellschaft::N,cwmni,kompanija
322,Hilfe::N,cymorth,pagalba
323,Freund::N,cyfaill,draugas
324,Freund::N,cyfaill,bičiulis
325,Kamerad::N,cydymaith,draugas
326,Angelegenheit::N,pwnc,dalykas
327,Angelegenheit::N,pwnc,reikalas
328,Anzahl::N,cyfrif,kiekis
329,Anzahl::N,cyfrif,skaičius
330,Art::N,bath,rūšis
331,Stück::N,darn,gabalas
332,Teil::N,rhan,dalis
333,Hälfte::N,hanner,pusė
334,Kreis::N,cylch,ratas
335,Kreis::N,cylch,apskritis
336,Kreis::N,cylch,apskritimas
337,Kreuz::N,croes,kryžius
338,Linie::N,llinell,linija
339,Strich::N,strôc,brėžis
340,Strich::N,strôc,brūkšnys
341,Strich::N,trawiad,brėžis
342,Strich::N,trawiad,brūkšnys
343,Abstand::N,bwlch,atstumas
344,Abstand::N,pellter,atstumas
345,Entfernung::N,pellter,atstumas
346,Gegend::N,cylch,vietovė
347,Platz::N,lle,vieta
348,Ort::N,lle,vieta
349,Ort::N,lle,vietovė
350,Seite::N,ochr,pusė
351,Seite::N,ochr,šonas
352,Mitte::N,canol,vidurys
353,Gegenstand::N,eitem,dalykas
354,Sache::N,peth,daiktas
355,Rand::N,cwr,kraštas
356,Rand::N,cwr,pakraštys
357,Rand::N,ymyl,kraštas
358,Rand::N,ymyl,pakraštys
359,Kante::N,min,kraštas
360,Kante::N,ymyl,kraštas
361,Ecke::N,cornel,kertė
362,Ecke::N,cornel,kampas
363,Spitze::N,blaen,priekis
364,Spitze::N,blaen,priešakys
365,Ende::N,pen,galas
366,Loch::N,twll,skylė
367,Winkel::N,congl,kampas
368,Winkel::N,congl,kampelis
369,Muster::N,patrwm,raštas
370,Größe::N,maint,dydis
371,Größe::N,maint,didumas
372,Größe::N,maintioli,dydis
373,Größe::N,maintioli,didumas
374,Länge::N,hyd,ilgis
375,Länge::N,hyd,ilgumas
376,Höhe::N,uchder,aukštis
377,Höhe::N,uchder,aukštuma
378,Gewicht::N,pwysau,svoris
379,Gewicht::N,pwysau,svarstis
380,Menge::N,swm,kiekis
381,Menge::N,swm,daugybė
382,Menge::N,maint,kiekis
383,Menge::N,maint,daugybė
384,Haufen::N,pentwr,krūva
385,Haufen::N,pentwr,šūsnis
386,Reihe::N,rhes,greta
387,Boot::N,cwch,valtis
388,Boot::N,cwch,laivelis
389,Ruder::N,rhwyf,irklas
390,Schlitten::N,sled,rogės
391,Schlitten::N,sled,rogutės
392,Schlitten::N,car llusg,rogės
393,Schlitten::N,car llusg,rogutės
394,Ski::N,sgi,slidė
395,Lagerfeuer::N,coelcerth,laužas
396,Last::N,llwyth,našta
397,Last::N,llwyth,nešulys
398,Gang::N,tro,eisena
399,Schritt::N,cam,žingsnis
400,Norden::N,gogledd,šiaurė
401,Norden::N,gogledd,žiemiai
402,Süden::N,de,pietūs
403,Westen::N,gorllewin,vakarai
404,Osten::N,dwyrain,rytai
405,Holz::N,pren,mediena
406,Brett::N,bwrdd,lenta
407,Brett::N,astell,lenta
408,Platte::N,llech,plokštė
409,Stütze::N,ateg,atrama
410,Stütze::N,ateg,atspara
411,Stütze::N,cynhalydd,atrama
412,Stütze::N,cynhalydd,atspara
413,Stange::N,polyn,lazda
414,Stange::N,polyn,kartis
415,Stock::N,ffon,lazda
416,Stock::N,brigyn,lazda
417,Stab::N,ffon,kartis
418,Rohr::N,pibell,vamzdis
419,Haus::N,tŷ,namas
420,Heim::N,cartref,namai
421,Ofen::N,stof,krosnis
422,Fußboden::N,llawr,grindys
423,Tisch::N,bwrdd,stalas
424,Stuhl::N,cadair,kėdė
425,Wiege::N,crud,lopšys
426,Bett::N,gwely,lova
427,Bett::N,gwely,patalai
428,Regal::N,silff,lentyna
429,Kiste::N,bocs,dėžė
430,Kiste::N,blwch,dėžė
431,Fenster::N,ffenestr,langas
432,Tür::N,drws,durys
433,Tor::N,porth,vartai
434,Zaun::N,ffens,tvora
435,Dach::N,to,stogas
436,Leiter::N,ysgol,kopėčios
437,Besen::N,ysgub,šluota
438,Spaten::N,rhaw,lopeta
439,Spaten::N,rhaw,kastuvas
440,Schaufel::N,rhaw,semtuvas
441,Gabel::N,fforc,šakutė
442,Löffel::N,llwy,šaukštas
443,Messer::N,cyllell,peilis
444,Nagel::N,hoel,vinis
445,Netz::N,gwe,tinklas
446,Netz::N,rhwyd,tinklas
447,Haken::N,bach,vagis
448,Haken::N,bach,kablys
449,Griff::N,carn,kotas
450,Griff::N,carn,rankena
451,Schloss::N,clo,spyna
452,Schloss::N,clo,užraktas
453,Bild::N,llun,paveikslas
454,Bild::N,pictiwr,paveikslas
455,Figur::N,ffigur,figūra
456,Puppe::N,dol,lėlė
457,Beutel::N,cwd,krepšys
458,Beutel::N,cwd,maišelis
459,Bündel::N,bwndel,ryšulys
460,Bündel::N,coflaid,ryšulys
461,Tasche::N,cod,krepšelis
462,Eimer::N,bwced,kibiras
463,Eimer::N,cunnog,kibiras
464,Deckel::N,caead,dangtis
465,Geschirr::N,llestri,indai
466,Sack::N,sach,maišas
467,Tasse::N,cwpan,puodukas
468,Topf::N,pot,puodas
469,Topf::N,crochan,puodas
470,Kessel::N,tegell,katilas
471,Essen::N,pryd o fwyd,valgis
472,Nahrung::N,bwyd,penas
473,Nahrung::N,bwyd,maistas
474,Speise::N,saig,patiekalas
475,Fleisch::N,cig,mėsa
476,Getreide::N,ŷd,javai
477,Getreide::N,llafur,javai
478,Brei::N,uwd,košė
479,Brot::N,bara,duona
480,Scheibe::N,tafell,riekė
481,Fett::N,saim,taukai
482,Fett::N,saim,riebalai
483,Fett::N,braster,taukai
484,Fett::N,braster,riebalai
485,Butter::N,ymenyn,sviestas
486,Öl::N,olew,aliejus
487,Salz::N,halen,druska
488,Suppe::N,cawl,sriuba
489,Honig::N,mêl,medus
490,Milch::N,llaeth,pienas
491,Milch::N,llefrith,pienas
492,Tee::N,te,arbata
493,Leder::N,lledr,oda
494,Wolle::N,gwlân,vilna
495,Stoff::N,lliain,audeklas
496,Stoff::N,brethyn,audeklas
497,Nadel::N,nodwydd,adata
498,Faden::N,edau,gija
499,Faden::N,edau,siūlas
500,Faden::N,edefyn,gija
501,Faden::N,edefyn,siūlas
502,Knopf::N,botwm,saga
503,Knoten::N,cwlwm,mazgas
504,Farbe::N,paent,dažai
505,Kleidung::N,dillad,rūbai
506,Kleidung::N,dillad,drabužiai
507,Kleidung::N,gwisgoedd,rūbai
508,Kleidung::N,gwisgoedd,drabužiai
509,Hemd::N,crys,marškiniai
510,Kragen::N,coler,apykaklė
511,Ärmel::N,llawes,rankovė
512,Hose::N,trowsus,kelnės
513,Gürtel::N,gwregys,juosta
514,Gürtel::N,gwregys,diržas
515,Mütze::N,cap,kepurė
516,Schuh::N,esgid,batas
517,Stiefel::N,botasen,auliniai batai
518,Ring::N,modrwy,žiedas
519,Band::N,rhuban,kaspinas
520,Kamm::N,crib,šukos
521,Spiegel::N,drych,veidrodis
522,Riemen::N,strap,diržas
523,Schnur::N,llinyn,virvė
524,Leine::N,tennyn,pavadėlis
525,Decke::N,blanced,antklodė
526,Decke::N,gwrthban,antklodė
527,Kissen::N,clustog,pagalvė
528,Kissen::N,clustog,priegalvis
529,Kissen::N,gobennydd,pagalvė
530,Kissen::N,gobennydd,priegalvis
531,Tuch::N,sgarff,skarelė
532,Handtuch::N,tywel,rankšluostis
533,Handtuch::N,lliain sychu,rankšluostis
534,Kraft::N,grym,jėga
535,Stärke::N,nerth,stiprumas
536,Stärke::N,cryfder,stiprumas
537,Gesundheit::N,iechyd,sveikata
538,Krankheit::N,afiechyd,liga
539,Krankheit::N,anhwylder,liga
540,Schmerz::N,poen,skausmas
541,Schmerz::N,gwayw,skausmas
542,Wunde::N,clwyf,žaizda
543,Fieber::N,twymyn,karštis
544,Arznei::N,meddyginiaeth,vaistas
545,Brücke::N,pont,tiltas
546,Brunnen::N,ffynnon,šulinys
547,Weide::N,porfa,ganykla
548,Weide::N,porfa,gluosnis
549,Pfad::N,llwybr,takas
550,Weg::N,ffordd,kelias
551,Straße::N,heol,gatvė
552,Straße::N,ffordd,gatvė
553,Dorf::N,pentref,kaimas
554,Dorf::N,pentref,sodžius
555,Stadt::N,tref,miestas
556,Brief::N,llythyr,laiškas
557,Buch::N,llyfr,knyga
558,Buchstabe::N,llythyren,raidė
559,Zeitung::N,papur newydd,laikraštis
560,Leben::N,bywyd,gyvybė
561,Leben::N,bywyd,gyvenimas
562,Tod::N,marwolaeth,mirtis
563,Grab::N,bedd,kapas
564,Kirche::N,eglwys,bažnyčia
565,Sünde::N,pechod,nuodėmė
566,Sünde::N,pechod,nusidėjimas
567,Gott::N,duw,dievas
568,Arbeiter::N,gweithiwr,darbininkas
569,Chef::N,pennaeth,šefas
570,Chef::N,pennaeth,vadovas
571,Chef::N,pennaeth,viršininkas
572,Meister::N,meistr,meistras
573,Arzt::N,meddyg,gydytojas
574,Lehrer::N,athro,mokytojas
575,Geld::N,pres,pinigai
576,Geld::N,arian,pinigai
577,Geschäft::N,busnes,biznis
578,Laden::N,siop,krautuvė
579,Laden::N,siop,parduotuvė
580,Preis::N,pris,kaina
581,Ware::N,nwydd,prekė
582,Nutzen::N,elw,nauda
583,Nutzen::N,elw,pelnas
584,Nutzen::N,budd,nauda
585,Nutzen::N,budd,pelnas
586,Reichtum::N,cyfoeth,turtas
587,Welt::N,byd,pasaulis
588,Land::N,gwlad,žemė
589,Land::N,gwlad,šalis
590,Staat::N,gwladwriaeth,valstija
591,König::N,brenin,karalius
592,Macht::N,grym,galia
593,Macht::N,grym,valdžia
594,Macht::N,awdurdod,galia
595,Macht::N,awdurdod,valdžia
596,Grenze::N,ffin,riba
597,Grenze::N,ffin,siena
598,Grenze::N,goror,riba
599,Grenze::N,goror,siena
600,Krieg::N,rhyfel,karas
601,Feind::N,gelyn,priešas
602,Gewalt::N,ffyrnigrwydd,jėga
603,Gewalt::N,ffyrnigrwydd,smurtas
604,Gewalt::N,ffyrnigrwydd,prievarta
605,Kampf::N,brwydr,kova
606,Bogen[Waffe]::N,bwa,lankas
607,Pfeil::N,saeth,strėlė
608,Gewehr::N,dryll,šautuvas
609,Fehler::N,gwall,klaida
610,Fehler::N,camgymeriad,klaida
611,Lüge::N,celwydd,melas
612,Lüge::N,anwiredd,melas
613,Schaden::N,niwed,nuostolis
614,Schaden::N,niwed,apgadinimas
615,Schaden::N,difrod,nuostolis
616,Schaden::N,difrod,apgadinimas
617,Unglück::N,anffawd,nelaimė
618,Schuld::N,bai,kaltė
619,Alter::N,oed,amžius
620,Schluss::N,diwedd,pabaiga
621,Zeit::N,amser,laikas
622,Tag::N,dydd,diena
623,Tag::N,diwrnod,diena
624,Morgen::N,bore,rytas
625,Mittag::N,nawn,vidurdienis
626,Abend::N,noswaith,vakaras
627,Nacht::N,nos,naktis
628,Woche::N,wythnos,savaitė
629,Monat::N,mis,mėnuo
630,Jahr::N,blwyddyn,metai
631,Frühling::N,gwanwyn,pavasaris
632,Sommer::N,haf,vasara
633,Herbst::N,hydref,ruduo
634,Winter::N,gaeaf,žiema
635,Januar::N,Ionawr,sausis
636,Februar::N,Chwefror,vasaris
637,März::N,Mawrth,kovas
638,April::N,Ebrill,balandis
639,Mai::N,Mai,gegužė
640,Juni::N,Mehefin,birželis
641,Juli::N,Gorffennaf,liepa
642,August::N,Awst,rugpjūtis
643,September::N,Medi,rugsėjis
644,Oktober::N,Hydref,spalis
645,November::N,Tachwedd,lapkritis
646,Dezember::N,Rhagfyr,gruodis
647,Montag::N,dydd Llun,pirmadienis
648,Dienstag::N,dydd Mawrth,antradienis
649,Mittwoch::N,dydd Mercher,trečiadienis
650,Donnerstag::N,dydd Iau,ketvirtadienis
651,Freitag::N,dydd Gwener,penktadienis
652,Samstag::N,dydd Sadwrn,šeštadienis
653,Sonntag::N,dydd Sul,sekmadienis
654,groß::A,mawr,didis
655,groß::A,mawr,didelis
656,klein::A,bach,mažas
657,lang::A,hir,ilgas
658,kurz::A,byr,trumpas
659,kurz::A,cwta,trumpas
660,breit::A,llydan,platus
661,schmal::A,cul,smulkus
662,dicht::A,dwys,tankus
663,dick[Gegenstand]::A,trwchus,storas
664,dünn::A,tenau,plonas
665,fein::A,main,smulkus
666,fest::A,cadarn,kietas
667,fest::A,cadarn,tvirtas
668,flach::A,gwastad,lėkštas
669,flach::A,gwastad,plokščias
670,glatt::A,llyfn,slidus
671,hart::A,caled,kietas
672,weich::A,meddal,minkštas
673,rund::A,crwn,apvalus
674,rund::A,crwn,apskritas
675,spitz::A,pigfain,aštrus
676,spitz::A,pigfain,smailus
677,scharf::A,miniog,aštrus
678,stumpf::A,pŵl,bukas
679,stumpf::A,pŵl,atšipęs
680,schwer::A,trwm,sunkus
681,schön::A,teg,gražus
682,schön::A,hardd,gražus
683,schön::A,prydferth,gražus
684,heiß::A,poeth,karštas
685,warm::A,twym,šiltas
686,warm::A,cynnes,šiltas
687,kalt::A,oer,šaltas
688,kühl::A,oeraidd,vėsus
689,kühl::A,oeraidd,bejausmis
690,frisch::A,iach,šviežias
691,feucht::A,llaith,drėgnas
692,nass::A,gwlyb,šlapias
693,trocken::A,sych,sausas
694,voll::A,llawn,pilnas
695,leer::A,gwag,tuščias
696,offen::A,agored,atviras
697,geschlossen::A,caead,uždaras
698,geschlossen::A,caead,uždarytas
699,geschlossen::A,caeëdig,uždaras
700,geschlossen::A,caeëdig,uždarytas
701,sauber::A,glân,švarus
702,schmutzig::A,budr,nešvarus
703,schmutzig::A,budr,purvinas
704,schmutzig::A,brwnt,nešvarus
705,schmutzig::A,brwnt,purvinas
706,roh::A,amrwd,žalias
707,reif::A,aeddfed,prinokęs
708,reif::A,aeddfed,pribrendęs
709,lecker::A,blasus,gardus
710,lecker::A,danteithiol,gardus
711,süß::A,melys,saldus
712,bitter::A,chwerw,kartus
713,sauer::A,sur,gižus
714,sauer::A,sur,rūgštus
715,hell::A,disglair,šviesus
716,hell::A,disglair,skaistus
717,dunkel::A,tywyll,tamsus
718,schwarz::A,du,juodas
719,weiß::A,gwyn,baltas
720,rot::A,coch,raudonas
721,gelb::A,melyn,geltonas
722,blau::A,glas,mėlynas
723,grün::A,gwyrdd,žalias
724,grau::A,llwyd,pilkas
725,bunt::A,lliwgar,margas
726,bunt::A,lliwgar,spalvotas
727,billig::A,rhad,pigus
728,teuer::A,drud,brangus
729,wertvoll::A,gwerthfawr,vertingas
730,blind::A,dall,aklas
731,taub::A,byddar,kurčias
732,kräftig::A,nerthol,stiprus
733,kräftig::A,grymus,stiprus
734,stark::A,cryf,stiprus
735,stark::A,cadarn,stiprus
736,schwach::A,gwan,silpnas
737,fett::A,tew,riebus
738,schlank::A,main,laibas
739,schlank::A,main,lieknas
740,hübsch::A,tlws,gražus
741,böse::A,drwg,blogas
742,dumm::A,twp,paikas
743,dumm::A,twp,kvailas
744,faul::A,diog,tingus
745,fleißig::A,dyfal,stropus
746,fleißig::A,dyfal,kruopštus
747,geizig::A,crintach,šykštus
748,geizig::A,cybyddlyd,šykštus
749,klug::A,deallus,sumanus
750,klug::A,deallus,protingas
751,geschickt::A,medrus,apsukrus
752,geschickt::A,deheuig,apsukrus
753,lieb::A,hoff,mielas
754,lieb::A,annwyl,mielas
755,lustig::A,llon,smagus
756,lustig::A,llon,linksmas
757,sanft::A,mwyn,švelnus
758,sanft::A,mwyn,minkštas
759,hungrig::A,newynog,alkanas
760,krank::A,sâl,ligotas
761,krank::A,sâl,sergantis
762,krank::A,gwael,ligotas
763,krank::A,gwael,sergantis
764,nackt::A,noeth,nuogas
765,traurig::A,trist,liūdnas
766,lebendig::A,yn fyw,gyvas
767,gut::A,da,geras
768,schlecht::A,drwg,blogas
769,schlecht::A,drwg,prastas
770,schlecht::A,gwael,blogas
771,schlecht::A,gwael,prastas
772,richtig::A,cywir,tikras
773,richtig::A,cywir,teisingas
774,schlimm::A,enbyd,blogas
775,schlimm::A,enbyd,prastas
776,wahr::A,gwir,tikras
777,alt::A,hen,senas
778,neu::A,newydd,naujas
779,ehemalig::A,blaenorol,buvęs
780,alt[Lebewesen]::A,oedrannus,pagyvenęs
781,jung::A,ifanc,jaunas
782,arm::A,tlawd,neturtingas
