,Concept_ID,sv,ko
106,Moor::N,mosse,저습지
107,Wiese::N,äng,목초지
108,Wald::N,skog,숲
109,Hügel::N,höjd,언덕
110,Hügel::N,kulle,언덕
111,Anhöhe::N,höjd,언덕
112,Anhöhe::N,backe,언덕
113,Berg::N,berg,산
114,Berg::N,fjäll,산
115,Gipfel::N,topp,졀졍
116,Höhle::N,håla,공동
117,Höhle::N,grotta,공동
118,Abhang::N,slänt,몰매
119,Abhang::N,sluttning,몰매
120,Quelle::N,källa,근원
121,Bach::N,bäck,내
122,Fluss::N,älv,강
123,Fluss::N,flod,강
124,Ufer::N,strand,강변
125,Ufer::N,strand,바닷가
126,Küste::N,kust,해변
127,Küste::N,kust,해변가
128,Festland::N,fastland,본토
129,Meer::N,hav,바다
130,Bucht::N,vik,협만
131,Bucht::N,bukt,협만
132,Insel::N,ö,섬
133,Blume::N,blomma,꽃
134,Blume::N,blomster,꽃
135,Gras::N,gräs,풀
136,Wurzel::N,rot,뿌리
137,Baum::N,träd,나무
138,Stamm::N,stam,대
139,Rinde::N,bark,나무껍질
140,Ast::N,gren,가지
141,Zweig::N,kvist,가지
142,Blatt::N,löv,잎
143,Blatt::N,blad,잎
144,Birke::N,björk,자작나무
145,Kiefer[Baum]::N,tall,소나무
146,Weide[Baum]::N,pil,쉬양버들
147,Weide[Baum]::N,vide,쉬양버들
148,Tanne::N,gran,전나무
149,Horn::N,horn,뿔
150,Feder::N,fjäder,깃털
151,Fell::N,fäll,피혁모피
152,Fell::N,skinn,피혁모피
153,Flügel::N,vinge,날개
154,Klaue::N,klöv,갈고리 발톺
155,Kralle::N,klo,발툭
156,Schwanz::N,svans,꼬리
157,Schwanz::N,stjärt,꼬리
158,Ei::N,ägg,알
159,Nest::N,rede,보금자리
160,Nest::N,näste,보금자리
161,Bau::N,bo,굴
162,Tier::N,djur,짐승
163,Herde::N,flock,가축의떼
164,Kuh::N,ko,암소
165,Bulle::N,tjur,황소
166,Pferd::N,häst,말
167,Schaf::N,får,양
168,Schwein::N,svin,돼지
169,Hund::N,hund,개
170,Katze::N,katt,고양이
171,Bär::N,björn,콤
172,Eichhörnchen::N,ekorre,다람쥐
173,Elch::N,älg,고라니
174,Fuchs::N,räv,여우
175,Hase::N,hare,토끼
176,Maus::N,mus,쥐
177,Wolf::N,varg,늑대
178,Vogel::N,fågel,새
179,Schwarm::N,svärm,뗴
180,Huhn::N,höns,암탉
181,Hahn::N,tupp,수탉
182,Gans::N,gås,거위
183,Adler::N,örn,수리
184,Ente::N,anka,오리
185,Eule::N,uggla,부엉이
186,Kranich::N,trana,두루미
187,Krähe::N,kråka,까마귀
188,Kuckuck::N,gök,뻐꾸기
189,Schwan::N,svan,배조
190,Fisch::N,fisk,물고기
191,Barsch::N,abborre,농어
192,Hecht::N,gädda,에속스
193,Schlange[Tier]::N,orm,뱀
194,Wurm::N,mask,벌레
195,Spinne::N,spindel,거미
196,Ameise::N,myra,개미
197,Laus::N,lus,이
198,Mücke::N,mygga,모기
199,Fliege::N,fluga,날기
200,Schmetterling::N,fjäril,나비
201,Beere::N,bär,장과
202,Apfel::N,äpple,사과
203,Pilz::N,svamp,고방이
204,Zwiebel::N,lök,양파
205,Saat::N,sådd,씨
206,Korn::N,korn,알맹이
207,Heu::N,hö,건초
208,Schale::N,skal,피상
209,Grube::N,grop,
210,Falle::N,fälla,함정
211,Schlinge::N,snara,올가미
212,Schlinge::N,snara,멜빵붕대
213,Spur::N,spår,발지국
214,Asche::N,aska,재
215,Dreck::N,lort,똥
216,Dreck::N,lort,오물
217,Eisen::N,järn,쇠
218,Eisen::N,järn,철
219,Gold::N,guld,항금
220,Silber::N,silver,은
221,Kohle::N,kol,슻
222,Glas::N,glas,유리
223,Lehm::N,lera,찰흙
224,Sand::N,sand,모래
225,Mensch::N,människa,사람
226,Mann::N,man,남자
227,Frau::N,kvinna,여자
228,Kind::N,barn,아이
229,Junge::N,pojke,소녁
230,Mädchen::N,flicka,소녀
231,Familie::N,familj,가족
232,Großvater::N,morfar,할아버지
233,Großmutter::N,farmor,할머니
234,Eltern::N,föräldrar,어버오
235,Vater::N,far,아버지
236,Mutter::N,mor,어머니
237,Sohn::N,son,아들
238,Tochter::N,dotter,딸기
239,Bruder::N,bror,형제
240,Schwester::N,syster,누이
241,Onkel::N,morbror,백부
242,Tante::N,tant,아주머니
243,Ehemann::N,äkta man,남편
244,Ehefrau::N,hustru,아내
245,Freude::N,fröjd,기쁨
246,Freude::N,glädje,기쁨
247,Gelächter::N,åtlöje,웃음
248,Glück::N,lycka,즐거움
249,Kummer::N,sorg,슬픔
250,Wunsch::N,önskan,소망
251,Lust::N,lust,
252,Geist::N,ande,할기
253,Gedanke::N,tanke,상념
254,Gedächtnis::N,minne,기억
255,Verstand::N,förstånd,분별
256,Verstand::N,förstånd,지능
257,Sinn::N,mening,센스
258,Sinn::N,betydelse,센스
259,Grund::N,skäl,까닭
260,Grund::N,grund,까닭
261,Wahrheit::N,sanning,참
262,Wahrheit::N,sanning,진실
263,Gespräch::N,samtal,대화
264,Märchen::N,saga,동화
265,Erzählung::N,berättelse,이야기
266,Nachricht::N,meddelande,
267,Neuigkeit::N,nyhet,뉴스
268,Name::N,namn,이름
269,Rätsel::N,gåta,수수께끼
270,Rede::N,tal,연설
271,Sprache::N,språk,말
272,Stimme::N,stämma,목소리
273,Wort::N,ord,낱말
274,Zeichen::N,tecken,신호
275,Ruf::N,rop,부름
276,Lärm::N,bråk,소동
277,Lärm::N,oväsen,소동
278,Laut::N,ljud,음성
279,Ton::N,ton,목소리
280,Lied::N,sång,노래
281,Ruhe::N,ro,쉼
282,Ruhe::N,lugn,쉼
283,Leute::N,folk,사람들
284,Volk::N,folk,국중
285,Arbeit::N,arbete,근로
286,Arbeit::N,arbete,너무
287,Gast::N,gäst,손님
288,Geschenk::N,gåva,행하
289,Geschenk::N,present,행하
290,Spiel::N,lek,무리
291,Spiel::N,spel,무리
292,Gesellschaft::N,sällskap,교제
293,Hilfe::N,hjälp,거들음
294,Hilfe::N,hjälp,보좌
295,Freund::N,vän,친구
296,Kamerad::N,kamrat,동실자
297,Angelegenheit::N,ärende,용무
298,Angelegenheit::N,angelägenhet,용무
299,Anzahl::N,antal,어떤
300,Anzahl::N,antal,수
301,Art::N,art,정류
302,Art::N,slag,정류
303,Stück::N,stycke,일부분
304,Teil::N,del,몱
305,Teil::N,del,구훠
306,Hälfte::N,halva,2분의
307,Kreis::N,krets,고리
308,Kreis::N,cirkel,고리
309,Kreuz::N,kors,열십자
310,Kreuz::N,kryss,열십자
311,Linie::N,linje,선
312,Strich::N,streck,스침
313,Abstand::N,avstånd,거리
314,Entfernung::N,avstånd,거리
315,Gegend::N,trakt,곳
316,Gegend::N,trakt,부금
317,Platz::N,plats,장소
318,Ort::N,plats,장소
319,Ort::N,ställe,장소
320,Seite::N,sida,옆면
321,Mitte::N,mitt,궁간
322,Gegenstand::N,föremål,항목
323,Sache::N,sak,뭉에
324,Rand::N,rand,가
325,Kante::N,kant,귀퉁
326,Ecke::N,vrå,구석
327,Ecke::N,hörn,구석
328,Spitze::N,spets,끝
329,Spitze::N,spets,참단
330,Ende::N,ända,말당
331,Loch::N,hål,빙옷
332,Winkel::N,vinkel,각도
333,Muster::N,mönster,본
334,Muster::N,mönster,견복
335,Größe::N,storlek,신장
336,Länge::N,längd,길이긺
337,Höhe::N,höjd,높이
338,Gewicht::N,tyngd,추
339,Menge::N,mängd,수양
340,Haufen::N,hög,퇴적
341,Reihe::N,rad,열
342,Boot::N,båt,보트
343,Ruder::N,åra,노
344,Schlitten::N,släde,썰매
345,Ski::N,skida,스키
346,Lagerfeuer::N,lägereld,캠프의 모닥불
347,Last::N,last,무거운짐
348,Last::N,börda,무거운짐
349,Gang::N,gång,걸음
350,Schritt::N,steg,보조
351,Norden::N,norr,북쪽 
352,Süden::N,söder,남쪽
353,Westen::N,väster,서쪽
354,Osten::N,öster,동쪽
355,Holz::N,trä,목재
356,Brett::N,bräda,마루널
357,Platte::N,platta,탤
358,Platte::N,platta,금속판
359,Stütze::N,stöd,버팀목
360,Stütze::N,stötta,버팀목
361,Stange::N,stång,장대
362,Stock::N,käpp,막대기
363,Stock::N,pinne,막대기
364,Stab::N,stav,작대기
365,Rohr::N,rör,갈대
366,Haus::N,hus,집
367,Heim::N,hem,집
368,Ofen::N,ugn,아궁이
369,Fußboden::N,golv,마루
370,Tisch::N,bord,탁자
371,Stuhl::N,stol,의자
372,Wiege::N,vagga,발상지
373,Bett::N,säng,침대
374,Regal::N,hylla,서가
375,Kiste::N,låda,짐궤
376,Fenster::N,fönster,눔
377,Tür::N,dörr,문
378,Tor::N,port,대문
379,Zaun::N,staket,담장
380,Zaun::N,stängsel,담장
381,Dach::N,tak,지붕
382,Leiter::N,stege,사닥다리
383,Besen::N,kvast,비
384,Spaten::N,spade,가래
385,Schaufel::N,skovel,삽
386,Schaufel::N,skyffel,삽
387,Gabel::N,gaffel,갈래
388,Löffel::N,sked,숟가락
389,Messer::N,kniv,나이프
390,Nagel::N,spik,발툽
391,Netz::N,nät,그물
392,Haken::N,krok,갈고리
393,Griff::N,tag,움켜쥠
394,Griff::N,handtag,움켜쥠
395,Schloss::N,las,자물쇠
396,Bild::N,bild,그림
397,Figur::N,figur,몸메
398,Puppe::N,docka,인형
399,Beutel::N,påse,클
400,Bündel::N,bunt,자근다발
401,Bündel::N,knippa,자근다발
402,Tasche::N,väska,가방
403,Eimer::N,hink,동이
404,Eimer::N,ämbar,동이
405,Deckel::N,lock,뚜껑
406,Geschirr::N,servis,식시
407,Geschirr::N,porslin,식시
408,Sack::N,säck,조갑
409,Tasse::N,kopp,차잔
410,Topf::N,gryta,단지
411,Topf::N,kastrull,단지
412,Kessel::N,kittel,주전자
413,Essen::N,mål,먹기
414,Nahrung::N,näring,식료
415,Speise::N,maträtt,음식물
416,Fleisch::N,kött,고기
417,Getreide::N,säd,곡물
418,Getreide::N,spannmål,곡물
419,Brei::N,gröt,젤리
420,Brot::N,bröd,빵
421,Scheibe::N,skiva,원반
422,Fett::N,fett,기름
423,Butter::N,smör,버터
424,Öl::N,olja,올리브유
425,Salz::N,salt,소금
426,Suppe::N,soppa,국
427,Suppe::N,soppa,수프
428,Honig::N,honung,감미
429,Milch::N,mjölk,유즙
430,Tee::N,te,차
431,Leder::N,läder,가죽
432,Wolle::N,ull,양털
433,Wolle::N,ylle,양털
434,Stoff::N,tyg,패료
435,Stoff::N,stoff,패료
436,Nadel::N,nål,바늘
437,Faden::N,tråd,콘실
438,Knopf::N,knapp,단추
439,Knoten::N,knut,곁절
440,Farbe::N,färg,색
441,Kleidung::N,klädsel,옷입기
442,Hemd::N,skjorta,속옷
443,Kragen::N,krage,깃
444,Ärmel::N,ärm,소매
445,Hose::N,byxor,바지
446,Gürtel::N,bälte,밴드
447,Mütze::N,mössa,모자
448,Schuh::N,sko,구두
449,Stiefel::N,stövel,장화
450,Ring::N,ring,고리
451,Band::N,band,리본
452,Kamm::N,kam,빗
453,Spiegel::N,spegel,거울
454,Riemen::N,rem,가죽끈
455,Schnur::N,snöre,밧줄
456,Leine::N,lina,고삐줄
457,Decke::N,täcke,이부자리
458,Kissen::N,dyna,깔개
459,Kissen::N,kudde,깔개
460,Tuch::N,sjal,천
461,Handtuch::N,handduk,수건
462,Kraft::N,kraft,세력
463,Stärke::N,styrka,힘
464,Gesundheit::N,hälsa,위생
465,Krankheit::N,sjukdom,병
466,Schmerz::N,smärta,아픔고통
467,Wunde::N,sår,상처
468,Fieber::N,feber,열별
469,Arznei::N,medicin,약
470,Arznei::N,läkemedel,약
471,Brücke::N,bro,교량
472,Brunnen::N,brunn,원천
473,Weide::N,bete,목장
474,Pfad::N,stig,좁은길
475,Weg::N,väg,길
476,Straße::N,gata,길
477,Dorf::N,by,촌
478,Dorf::N,by,촌락
479,Stadt::N,stad,도시
480,Brief::N,brev,서한
481,Buch::N,bok,책
482,Buchstabe::N,bokstav,문자
483,Zeitung::N,tidning,신문
484,Leben::N,liv,삶
485,Tod::N,död,죽음
486,Grab::N,grav,무덤
487,Kirche::N,kyrka,교회
488,Sünde::N,synd,부정
489,Gott::N,gud,하느님
490,Arbeiter::N,arbetare,일하는사람
491,Chef::N,chef,사장
492,Meister::N,mästare,명인
493,Meister::N,mästare,대가
494,Arzt::N,läkare,의사
495,Lehrer::N,lärare,교사
496,Geld::N,pengar,돈
497,Geschäft::N,rörelse,일
498,Laden::N,affär,가게
499,Preis::N,pris,가격
500,Ware::N,vara,상품
501,Nutzen::N,gagn,이익
502,Nutzen::N,nytta,이익
503,Reichtum::N,rikedom,많음
504,Welt::N,värld,세상
505,Land::N,land,지방
506,Staat::N,stat,국가
507,König::N,kung,국왕
508,König::N,konung,국왕
509,Macht::N,makt,힘
510,Grenze::N,gräns,국경
511,Krieg::N,krig,전쟁
512,Feind::N,fiende,적
513,Gewalt::N,våld,권력
514,Kampf::N,kamp,전투
515,Kampf::N,strid,전투
516,Bogen[Waffe]::N,båge,활
517,Pfeil::N,pil,화살
518,Gewehr::N,gevär,무기
519,Fehler::N,fel,오류
520,Lüge::N,lögn,거짓말
521,Schaden::N,skada,손상
522,Unglück::N,otur,불행
523,Unglück::N,olycka,불행
524,Schuld::N,skuld,부채
525,Alter::N,ålder,연령
526,Schluss::N,slut,마감
527,Zeit::N,tid,때
528,Zeit::N,tid,시간
529,Tag::N,dag,하루
530,Morgen::N,morgon,이침
531,Mittag::N,middag,대낮
532,Abend::N,kväll,저녁
533,Nacht::N,natt,밤
534,Woche::N,vecka,근무일
535,Monat::N,månad,달
536,Jahr::N,år,해
537,Frühling::N,vår,봄
538,Sommer::N,sommar,여름
539,Herbst::N,höst,가을
540,Winter::N,vinter,겨울
541,Januar::N,januari,일월
542,Februar::N,februari,이월
543,März::N,mars,삼월
544,April::N,april,사월
545,Mai::N,maj,오월
546,Juni::N,juni,유월
547,Juli::N,juli,칠월
548,August::N,augusti,팔월
549,September::N,september,구월
550,Oktober::N,oktober,시월
551,November::N,november,십일월
552,Dezember::N,december,십이월
553,Montag::N,måndag,월요일
554,Dienstag::N,tisdag,화요일
555,Mittwoch::N,onsdag,수요일
556,Donnerstag::N,torsdag,모교일
557,Freitag::N,fredag,그묘일
558,Samstag::N,lördag,토요일
559,Sonntag::N,söndag,일요일
560,groß::A,stor,큰
561,klein::A,liten,자근
562,lang::A,lång,긴
563,kurz::A,kort,짧은
564,breit::A,bred,넓은
565,schmal::A,smal,좁은
566,dicht::A,tät,농밀한
567,dick[Gegenstand]::A,tjock,두꺼운
568,dünn::A,tunn,얇은
569,fein::A,fin,미세한
570,fest::A,fast,굳은
571,flach::A,platt,얕은
572,glatt::A,glatt,반들반들한
573,hart::A,hård,굳은
574,weich::A,mjuk,연한
575,rund::A,rund,둥근
576,spitz::A,toppig,뾰족한
577,spitz::A,spetsig,뾰족한
578,scharf::A,vass,날카로운
579,scharf::A,skarp,날카로운
580,stumpf::A,slö,무딘
581,schwer::A,tung,무거운
582,schön::A,skön,멋진
583,schön::A,vacker,멋진
584,heiß::A,het,뜨거운
585,warm::A,varm,따뜻한
586,kalt::A,kall,찬
587,kühl::A,sval,서늘한
588,kühl::A,kylig,서늘한
589,frisch::A,färsk,신선한
590,feucht::A,fuktig,축축한
591,nass::A,våt,젖은
592,trocken::A,torr,마른
593,voll::A,full,완전한
594,leer::A,tom,빈
595,offen::A,öppen,열린
596,geschlossen::A,stängd,닫힌
597,sauber::A,ren,깨끗한
598,schmutzig::A,snuskig,더러운
599,roh::A,rå,날게잇의
600,reif::A,mogen,이근
601,lecker::A,läcker,맛있는
602,süß::A,söt,단
603,bitter::A,besk,찌르는듯한
604,bitter::A,bitter,찌르는듯한
605,sauer::A,sur,산성의
606,hell::A,ljus,밝은
607,dunkel::A,mörk,어두운
608,schwarz::A,svart,검은
609,weiß::A,vit,하얀
610,rot::A,röd,붉은
611,gelb::A,gul,황색
612,blau::A,blå,푸른
613,grün::A,grön,녹색의
614,grau::A,grå,회색의
615,bunt::A,brokig,알록달록한
616,billig::A,billig,싼
617,teuer::A,dyr,값비산
618,wertvoll::A,värdefull,가치가많은
619,blind::A,blind,눈먼
620,taub::A,döv,무감간한
621,kräftig::A,kraftig,강장한
622,stark::A,stark,강한
623,schwach::A,svag,약한
624,fett::A,fet,실찐
625,schlank::A,slank,호리호리한
626,hübsch::A,snygg,예쁜
627,hübsch::A,vacker,예쁜
628,böse::A,ond,나쁜
629,böse::A,elak,나쁜
630,dumm::A,dum,어리석은
631,faul::A,lat,너덜너덜한
632,fleißig::A,flitig,근면한
633,geizig::A,snål,인색한
634,geizig::A,girig,인색한
635,klug::A,klok,
636,geschickt::A,händig,교묘한
637,geschickt::A,skicklig,교묘한
638,lieb::A,kär,친애하는
639,lieb::A,snäll,친애하는
640,lustig::A,rolig,유쾌한
641,lustig::A,lustig,유쾌한
642,sanft::A,mild,온화한
643,hungrig::A,hungrig,배고픈
644,krank::A,sjuk,병든
645,nackt::A,naken,벌거벗은
646,traurig::A,ledsen,슬픈
647,traurig::A,sorgsen,슬픈
648,lebendig::A,levande,살아있는
649,gut::A,bra,좋은
650,schlecht::A,dålig,나쁜
651,richtig::A,riktig,바른
652,schlimm::A,illa,못된
653,wahr::A,sann,참된
654,alt::A,gammal,늙은
655,neu::A,ny,새
656,ehemalig::A,forn,전의
657,ehemalig::A,tidigare,전의
658,alt[Lebewesen]::A,gammal,낡은
659,jung::A,ung,젊은
660,arm::A,fattig,가난한
661,reich::A,rik,풍부한
662,bekannt::A,känd,저명한
663,berühmt::A,berömd,유명한
664,fremd::A,främmande,타처이
665,verschieden::A,åtskillig,따른
666,nah::A,nära,가까운
667,fern::A,fjärran,먼
668,linker::A,vänster,왼쭉의
669,rechter::A,höger,오른쪽의
670,anderer::A,annan,다른
671,erster::A,första,첫째
672,zweiter::A,andra,둘째
673,dritter::A,tredje,셋째
674,letzter::A,sist,의후자의
675,allein::ADV,allena,훌로
676,auf einmal::ADV,på en gång,갑자기
677,zusammen::ADV,tillsammans,모아서
678,lange::ADV,länge,오래
679,plötzlich::ADV,plötsligt,둘연한
680,sofort::ADV,strax,즉시
681,sofort::ADV,genast,즉시
682,später::ADV,senare,보다늦은
683,jetzt::ADV,nu,목하
684,heute::ADV,i dag,오늘
685,morgen::ADV,i morgon,내일
686,bald::ADV,snart,곱
687,dann::ADV,då,그경우에
688,gestern::ADV,i går,어제
689,einst::ADV,en gång,옛날에
690,damals::ADV,då,그때에
691,damals::ADV,den gången,그때에
692,danach::ADV,därefter,그 뒤에
693,vorher::ADV,före,미리
694,vorher::ADV,förut,미리
695,zuerst::ADV,först,최초로
696,einmal::ADV,en gång,한번
697,manchmal::ADV,ibland,땓대로
698,oft::ADV,ofta,땓대로
699,immer::ADV,alltid,늘
700,niemals::ADV,aldrig,결코...(하지)않다
701,hier::ADV,här,여기
702,hierhin::ADV,hit,여기로
703,von hier::ADV,härifrån,
704,dort::ADV,där,거기
705,dorthin::ADV,dit,저기예
706,geradeaus::ADV,rätt fram,곧장
707,vorwärts::ADV,fram,앞으로
708,vorwärts::ADV,framåt,앞으로
709,rückwärts::ADV,baklänges,뒤로
710,zurück::ADV,tillbaka,제자리로
711,unten::ADV,nere,아래에
712,unten::ADV,nedanför,아래에
713,hinab::ADV,ned,아래쪽으로
714,hinab::ADV,nedåt,아래쪽으로
715,oben::ADV,ovan,위에
716,oben::ADV,ovanpå,위에
717,hinauf::ADV,upp,위쪽으로
718,hinauf::ADV,uppåt,위쪽으로
719,überall::ADV,överallt,도처에
720,nicht::ADV,ej,안
721,nicht::ADV,inte,안
722,ein wenig::ADV,litet,적음
723,kaum::ADV,knappt,가의
724,kaum::ADV,knappast,가의
725,sehr::ADV,mycket,자주
726,so::ADV,så,그와같이
727,noch::ADV,än,아직
728,noch::ADV,ännu,아직
729,nur::ADV,bara,다만
730,nur::ADV,endast,다만
731,schon::ADV,redan,이미
732,wieder::ADV,åter,다시
733,vergebens::ADV,förgäves,헛되이
734,vor::PRP,utanför,앞에
735,hinter::PRP,bakom,뒤에
736,unter::PRP,under,잍에
737,durch::PRP,genom,통고하여
738,durch::PRP,igenom,통고하여
739,neben::PRP,bredvid,와나란히
740,neben::PRP,vid sidan av,와나란히
741,zwischen::PRP,mellan,의사이로
742,wegen::PRP,på grund av,때문에
743,dies::PRN,detta,이
744,das::PRN,det,저
745,alles::PRN,allt,모든것
746,ich::PRN,jag,나
747,du::PRN,du,너
748,er::PRN,han,그
749,wir::PRN,vi,우리
750,ihr::PRN,ni,너희들
751,sie::PRN,de,그들
752,was::FPRN,vad,뭣
753,wer::FPRN,vem,누구
754,wo::FADV,var,어디
755,wohin::FADV,vart,어디로
756,wie::FADV,hur,어떻게
757,warum::FADV,varför,왜
758,wieviel::FNUM,hur mycket,얼마만큰
759,eins::NUM,en,하나
760,eins::NUM,ett,하나
761,zwei::NUM,två,둘
762,drei::NUM,tre,셋
763,vier::NUM,fyra,넷
764,fünf::NUM,fem,다섯
765,sechs::NUM,sex,여섯
766,sieben::NUM,sju,일곱
767,acht::NUM,åtta,여덟
768,neun::NUM,nio,아홉
769,zehn::NUM,tio,열
770,elf::NUM,elva,열하나
771,zwölf::NUM,tolv,열둘
772,zwanzig::NUM,tjugo,스물
773,dreißig::NUM,trettio,서름
774,vierzig::NUM,fyrtio,마흔
775,fünfzig::NUM,femtio,숸
776,sechzig::NUM,sextio,에순
777,siebzig::NUM,sjuttio,일흔
778,achtzig::NUM,åttio,여든
779,neunzig::NUM,nittio,아흔
780,hundert::NUM,hundra,백
781,tausend::NUM,tusen,천
782,und::CNJ,och,와
783,oder::CNJ,eller,아니면
784,stehen::V,stå,서다
785,sitzen::V,sitta,앉다
786,liegen::V,ligga,눕다
787,hängen::V,hänga,달다
788,werden::V,bli,되다
789,passieren::V,ske,지장옶다
790,passieren::V,hända,지장옶다
791,beginnen::V,börja,시작되다
792,enden::V,ända,큳내다
793,wechseln::V,växla,병경하다
794,aufgehen[Sonne]::V,gå upp,뜨다
795,untergehen[Sonne]::V,gå ned,지다
796,scheinen[Sonne]::V,skina,빛나다
797,donnern::V,dundra,천둥치다
798,wehen::V,blåsa,풀다
799,strömen::V,forsa,흐르다
800,strömen::V,strömma,흐르다
801,fließen::V,flyta,흐르다
802,sich drehen::V,snurra,돌다
803,schwanken::V,vackla,동요하다
804,schwingen::V,svinga,흔들다
805,fallen::V,falla,떨어지다
806,brennen::V,brinna,타다
807,rauchen::V,ryka,김이나다
808,regnen::V,regna,비가오다
809,gefrieren::V,frysa,얼다
810,tauen::V,töa,녹다
811,schmelzen::V,smälta,녹다
812,trocknen::V,torka,홈치다
813,sieden::V,koka,끓다
814,sieden::V,sjuda,끓다
815,faulen::V,ruttna,부패하다
816,verfaulen::V,ruttna,썩다
817,reißen::V,brista,지바찢다
818,versinken::V,sjunka,가라앉다
819,vergehen::V,förgå,지나가다
820,erscheinen::V,synas,나타나다
821,erscheinen::V,visa sig,나타나다
822,verschwinden::V,försvinna,사라지다
823,sinken::V,sjunka,가라앉다
824,abnehmen::V,avta,떼어내다
825,abnehmen::V,minskas,떼어내다
826,zunehmen::V,tilltaga,증가하다
827,steigen::V,stiga,상승하다
828,wachsen::V,växa,생기하다
829,glänzen::V,glimma,뛰오나다
830,funkeln::V,tindra,불티가잍어나다
831,funkeln::V,gnistra,불티가잍어나다
832,lärmen::V,bråka,떠들다
833,lärmen::V,väsnas,떠들다
834,läuten::V,ringa,울시다
835,klingeln::V,ringa,초닌총을울리다
836,klirren::V,klirra,탁탁울리다
837,brausen::V,brusa,쏴쏴소리내다
838,rauschen::V,susa,솨솨
839,klingen::V,låta,반향하다
840,klingen::V,klinga,반향하다
841,bellen::V,skälla,짖다
842,heulen::V,yla,포효하다
843,heulen::V,tjuta,포효하다
844,blasen::V,blåsa,불다
845,pfeifen::V,vissla,피리를불다
846,schreien::V,skrika,절규하다
847,stöhnen::V,stöna,신음하다
848,zittern::V,darra,저뉼하다
849,zittern::V,skälva,저뉼하다
850,leben::V,leva,살다
851,geboren werden::V,födas,태어난
852,atmen::V,andas,숨쉬다
853,trinken::V,dricka,마시다
854,essen::V,äta,먹다
855,schlucken::V,svälja,들이켜다
856,müde werden::V,tröttna,
857,einschlafen::V,somna,잠들다
858,schlafen::V,sova,자다
859,aufwachen::V,vakna,눈트다
