,Concept_ID,ce,sk
181,Hecht::N,гӏазкхийн чӏара,šťuka
182,Schlange[Tier]::N,лаьхьа,had
183,Wurm::N,нӏаьна,červ
184,Spinne::N,гезг,pavúk
185,Ameise::N,зингат,mravec
186,Laus::N,меза,voš
187,Laus::N,гӏениг,voš
188,Mücke::N,чуьрк,komár
189,Fliege::N,моза,mucha
190,Schmetterling::N,полла,motýľ
191,Beere::N,цӏазам,bobuľa
192,Apfel::N,ӏаж,jablko
193,Pilz::N,жӏаьлин нускал,hríb
194,Zwiebel::N,xох,cibuľa
195,Saat::N,чlу,osivo
196,Korn::N,буьртиг,zrno
197,Heu::N,йол,seno
198,Schale::N,пардо,šupa
199,Schale::N,пардо,škrupina
200,Grube::N,ор,jama
201,Falle::N,кӏело,pasca
202,Falle::N,кӏело,klepec
203,Spur::N,лар,stopa
204,Asche::N,чим,popol
205,Dreck::N,мода,kal
206,Dreck::N,мода,blato
207,Eisen::N,эчиг,železo
208,Gold::N,деши,zlato
209,Silber::N,дети,striebro
210,Kohle::N,кӏора,uhlie
211,Glas::N,aнгали,sklo
212,Lehm::N,поппар,íl
213,Lehm::N,поппар,hlina
214,Sand::N,гӏум,piesok
215,Mensch::N,адам,človek
216,Mann::N,майра,muž
217,Mann::N,майра,chlap
218,Frau::N,зуда,žena
219,Kind::N,бер,dieťa
220,Junge::N,жимха,chlapec
221,Mädchen::N,жима йоӏ,dievka
222,Familie::N,доьзал,rodina
223,Großvater::N,ненада,dedo
224,Großvater::N,ненада,starý otec
225,Großmutter::N,денана,babička
226,Großmutter::N,денана,stará mať
227,Eltern::N,да-нана,rodičia
228,Vater::N,да,otec
229,Mutter::N,нана,mať
230,Mutter::N,нана,matka
231,Sohn::N,кӏант,syn
232,Tochter::N,йоӏ,dcéra
233,Bruder::N,ваша,brat
234,Schwester::N,йиша,sestra
235,Onkel::N,деваша,ujo
236,Onkel::N,деваша,strýko
237,Tante::N,дейиша,teta
238,Tante::N,дейиша,tetka
239,Ehemann::N,майра,muž
240,Ehemann::N,майра,manžel
241,Ehefrau::N,зуда,žena
242,Ehefrau::N,зуда,manželka
243,Freude::N,самукъа,radosť
244,Freude::N,хазахетар,radosť
245,Gelächter::N,белам,smiech
246,Glück::N,ирс,šťastie
247,Kummer::N,бала,žiaľ
248,Kummer::N,бала,zármutok
249,Wunsch::N,лаам,prianie
250,Lust::N,лаам,chuť
251,Geist::N,са,duch
252,Gedanke::N,ойла,myšlienka
253,Gedächtnis::N,диццадалар,pamäť
254,Verstand::N,хьекъал,rozum
255,Sinn::N,маьӏна,zmysel
256,Grund::N,бахьана,dôvod
257,Grund::N,бахьана,príčina
258,Wahrheit::N,бакъдерг,pravda
259,Gespräch::N,къамел,reč
260,Gespräch::N,къамел,rozhovor
261,Märchen::N,туьйра,rozprávka
262,Erzählung::N,дийцар,poviedka
263,Nachricht::N,хаам,správa
264,Neuigkeit::N,керланиг,novinka
265,Name::N,цӏе,meno
266,Rätsel::N,хӏетал-метал,záhada
267,Rätsel::N,хӏетал-метал,hádanka
268,Rede::N,къамел,reč
269,Sprache::N,мотт,reč
270,Sprache::N,мотт,jazyk
271,Stimme::N,aз,hlas
272,Wort::N,дош,slovo
273,Zeichen::N,билгало,znak
274,Ruf::N,кхайкхар,volanie
275,Ruf::N,кхайкхар,zavolanie
276,Lärm::N,гӏовгӏа,hluk
277,Lärm::N,гӏовгӏа,hurhaj
278,Laut::N,аз,zvuk
279,Ton::N,aз,tón
280,Ton::N,aз,zvuk
281,Lied::N,илли,pieseň
282,Ruhe::N,тийналла,pokoj
283,Leute::N,нах,ľudia
284,Volk::N,халкъ,ľud
285,Volk::N,халкъ,národ
286,Arbeit::N,болх,práca
287,Arbeit::N,болх,robota
288,Gast::N,хьаша,hosť
289,Geschenk::N,совгӏат,dar
290,Spiel::N,ловзар,hra
291,Gesellschaft::N,юкъаралла,spoločnosť
292,Hilfe::N,гӏо,pomoc
293,Freund::N,доттагl,priateľ
294,Kamerad::N,накъост,kamarát
295,Angelegenheit::N,гӏуллакх,vec
296,Angelegenheit::N,гӏуллакх,záležitosť
297,Anzahl::N,терахь,počet
298,Anzahl::N,терахь,množstvo
299,Stück::N,юьхк,kus
300,Stück::N,юьхк,kúsok
301,Teil::N,дакъа,časť
302,Hälfte::N,ах,polka
303,Hälfte::N,ах,polovica
304,Kreis::N,го,kruh
305,Kreuz::N,жӏара,kríž
306,Linie::N,сиз,línia
307,Strich::N,сиз,čiara
308,Abstand::N,юкъ,vzdialenosť
309,Gegend::N,мeттиг,kraj
310,Gegend::N,мeттиг,krajina
311,Platz::N,майда,miesto
312,Ort::N,меттиг,miesto
313,Seite::N,aгӏo,bok
314,Seite::N,aгӏo,strana
315,Mitte::N,юкъ,stred
316,Gegenstand::N,хӏума,predmet
317,Sache::N,хӏума,vec
318,Rand::N,йист,kraj
319,Rand::N,йист,okraj
320,Kante::N,йист,hrana
321,Ecke::N,са,roh
322,Spitze::N,ралла,hrot
323,Spitze::N,ралла,špička
324,Ende::N,юьхьиг,koniec
325,Loch::N,ӏуьрг,diera
326,Winkel::N,са,kút
327,Muster::N,дагар,vzor
328,Muster::N,дагар,vzorka
329,Muster::N,тӏамар,vzor
330,Muster::N,тӏамар,vzorka
331,Größe::N,барам,veľkosť
332,Länge::N,йохалла,dĺžka
333,Höhe::N,локхалла,výška
334,Gewicht::N,йозалла,váha
335,Menge::N,дукхалла,množstvo
336,Haufen::N,сал,hŕba
337,Haufen::N,оьла,hŕba
338,Reihe::N,рагӏ,rad
339,Reihe::N,могӏа,rad
340,Boot::N,кема,čln
341,Ruder::N,пийсиг,veslo
342,Schlitten::N,салаз,sane
343,Ski::N,когсалаз,lyža
344,Lagerfeuer::N,цӏе,táborák
345,Last::N,дукъ,ťarcha
346,Last::N,дукъ,bremeno
347,Gang::N,лелар,chôdza
348,Schritt::N,гӏулч,krok
349,Norden::N,къилбаседе,sever
350,Süden::N,къилбе,juh
351,Westen::N,малхбузе,západ
352,Osten::N,малхбале,východ
353,Holz::N,дечиг,drevo
354,Brett::N,у,doska
355,Platte::N,у,doska
356,Platte::N,у,platňa
357,Stütze::N,гӏopтоp,opora
358,Stange::N,гӏуркх,tyč
359,Stock::N,ӏаса,palica
360,Stab::N,гӏаж,palica
361,Rohr::N,биргӏа,rúra
362,Haus::N,цӏа,dom
363,Heim::N,кхерч,domov
364,Ofen::N,кхерч,pec
365,Ofen::N,кхерч,kachle
366,Fußboden::N,цӏенкъа,dlážka
367,Fußboden::N,цӏенкъа,podlaha
368,Tisch::N,шун,stôl
369,Stuhl::N,гӏант,stolička
370,Wiege::N,ага,kolíska
371,Bett::N,маьнга,lôžko
372,Bett::N,маьнга,posteľ
373,Regal::N,терхи,regál
374,Regal::N,терхи,polica
375,Kiste::N,яьшка,debna
376,Fenster::N,кор,okno
377,Fenster::N,кор,oblok
378,Tür::N,неӏ,dvere
379,Tor::N,ков,vráta
380,Zaun::N,керт,plot
381,Zaun::N,керт,ohrada
382,Dach::N,тхов,krov
383,Dach::N,тхов,strecha
384,Leiter::N,лами,rebrík
385,Leiter::N,лами,rebrina
386,Besen::N,нуй,metla
387,Spaten::N,бел,rýľ
388,Schaufel::N,аьшкал,lopata
389,Gabel::N,мӏара,vidlička
390,Löffel::N,ӏайг,lyžica
391,Messer::N,урс,nôž
392,Nagel::N,хьостам,klinec
393,Netz::N,бой,sieť
394,Haken::N,мӏара,hák
395,Haken::N,мӏара,háčik
396,Schloss::N,чӏега,zámka
397,Bild::N,сурт,obraz
398,Puppe::N,тайниг,bábka
399,Puppe::N,тайниг,bábika
400,Beutel::N,гали,vrece
401,Beutel::N,гали,vrecko
402,Bündel::N,кочар,uzlík
403,Bündel::N,кочар,zväzok
404,Tasche::N,тӏоьрмиг,taška
405,Tasche::N,тӏоьрмиг,kabelka
406,Eimer::N,чийлик,vedro
407,Deckel::N,негӏар,vrchnák
408,Deckel::N,негӏар,pokrývka
409,Geschirr::N,пхьегӏа,nádoba
410,Sack::N,гали,mech
411,Sack::N,гали,vrece
412,Tasse::N,кад,šálka
413,Topf::N,яй,hrniec
414,Kessel::N,яй,kotol
415,Essen::N,юург,jedlo
416,Nahrung::N,кхача,strava
417,Nahrung::N,кхача,potrava
418,Speise::N,юург,jedlo
419,Fleisch::N,жижиг,mäso
420,Getreide::N,буьртиг,obilie
421,Brei::N,xудар,kaša
422,Brot::N,бепиг,chlieb
423,Brot::N,кхаллар,chlieb
424,Scheibe::N,цастар,kotúč
425,Scheibe::N,цастар,krajec
426,Fett::N,мохь,tuk
427,Fett::N,мохь,masť
428,Butter::N,налха,maslo
429,Öl::N,даьтта,olej
430,Salz::N,туьха,soľ
431,Suppe::N,чорпа,polievka
432,Honig::N,моз,med
433,Milch::N,шура,mlieko
434,Tee::N,чай,čaj
435,Leder::N,цӏока,koža
436,Wolle::N,тӏapгӏa,vlna
437,Stoff::N,кӏади,súkno
438,Nadel::N,маха,ihla
439,Faden::N,тай,niť
440,Faden::N,тай,vlákno
441,Knopf::N,нуьйда,gombík
442,Knoten::N,шад,uzol
443,Farbe::N,сир,farba
444,Farbe::N,басар,farba
445,Kleidung::N,бедар,šaty
446,Kleidung::N,бедар,šatstvo
447,Hemd::N,коч,košeľa
448,Kragen::N,кач,golier
449,Ärmel::N,пхьош,rukáv
450,Hose::N,хеча,nohavice
451,Gürtel::N,доьхка,pás
452,Gürtel::N,доьхка,opasok
453,Mütze::N,куй,čiapka
454,Schuh::N,мача,obuv
455,Schuh::N,мача,topánka
456,Stiefel::N,этка,čižma
457,Ring::N,чӏуг,prsteň
458,Band::N,лента,stuha
459,Kamm::N,ехк,hrebeň
460,Spiegel::N,куьзга,zrkadlo
461,Riemen::N,доьхка,remeň
462,Schnur::N,муш,šnúra
463,Leine::N,кочатосу доьхка,vodidlo
464,Decke::N,юргӏа,deka
465,Decke::N,юргӏа,prikrývka
466,Kissen::N,гIайба,poduška
467,Tuch::N,исхар,šatka
468,Handtuch::N,гата,uterák
469,Kraft::N,гӏора,moc
470,Stärke::N,гӏап,sila
471,Gesundheit::N,могашалла,zdravie
472,Krankheit::N,цамгар,nemoc
473,Krankheit::N,цамгар,choroba
474,Schmerz::N,лазар,bolesť
475,Wunde::N,чов,rana
476,Fieber::N,xорша,horúčka
477,Arznei::N,молха,liek
478,Brücke::N,тӏай,most
479,Brunnen::N,гӏу,studňa
480,Weide::N,дак,pastva
481,Pfad::N,тача,chodník
482,Weg::N,некъ,cesta
483,Straße::N,урам,hradská
484,Dorf::N,юрт,dedina
485,Stadt::N,гӏала,mesto
486,Brief::N,кехат,list
487,Buch::N,жайна,kniha
488,Buchstabe::N,элп,litera
489,Buchstabe::N,элп,písmeno
490,Zeitung::N,газет,noviny
491,Leben::N,дахар,život
492,Tod::N,далар,smrť
493,Tod::N,ӏожалла,smrť
494,Grab::N,каш,hrob
495,Kirche::N,килс,kostol
496,Sünde::N,къа,hriech
497,Gott::N,дела,boh
498,Arbeiter::N,белхало,robotník
499,Arbeiter::N,белхало,pracnovík
500,Chef::N,хьаькам,šéf
501,Chef::N,хьаькам,riaditeľ
502,Meister::N,говзанча,majster
503,Arzt::N,лор,lekár
504,Lehrer::N,хьехархо,učiteľ
505,Geld::N,aхча,peniaze
506,Geschäft::N,туька,obchod
507,Laden::N,туька,obchod
508,Preis::N,мах,cena
509,Ware::N,хlума,tovar
510,Nutzen::N,пайда,osoh
511,Nutzen::N,пайда,úžitok
512,Reichtum::N,хьал,bohatstvo
513,Welt::N,дуьне,svet
514,Land::N,мохк,územie
515,Land::N,мохк,krajina
516,Staat::N,пачхьалкх,štát
517,König::N,паччахь,kráľ
518,Macht::N,ӏедал,moc
519,Macht::N,ӏедал,mocnosť
520,Grenze::N,доза,hranica
521,Krieg::N,тӏом,vojna
522,Feind::N,мостагӏ,nepriateľ
523,Gewalt::N,гӏело,násilie
524,Kampf::N,къийсам,boj
525,Pfeil::N,пха,šíp
526,Pfeil::N,пха,strela
527,Gewehr::N,топ,puška
528,Fehler::N,гӏалат,omyl
529,Fehler::N,гӏалат,chyba
530,Lüge::N,аьшпаш,lož
531,Schaden::N,зен,ujma
532,Schaden::N,зен,škoda
533,Unglück::N,бала,nešťastie
534,Schuld::N,бехк,vina
535,Schuld::N,бехк,previnenie
536,Alter::N,хан,vek
537,Schluss::N,чакхе,záver
538,Schluss::N,чакхе,koniec
539,Zeit::N,хан,čas
540,Tag::N,де,deň
541,Morgen::N,ӏуьйре,ráno
542,Mittag::N,делкъе,poludnie
543,Abend::N,суьйре,večer
544,Nacht::N,буьйса,noc
545,Woche::N,кӏира,týždeň
546,Monat::N,бутт,mesiac
547,Jahr::N,шо,rok
548,Frühling::N,бӏаьсте,jar
549,Sommer::N,аьхке,leto
550,Herbst::N,гуьйре,jeseň
551,Winter::N,ӏа,zima
552,Januar::N,январь,január
553,Februar::N,февраль,február
554,März::N,март,marec
555,April::N,апрель,apríl
556,Mai::N,май,máj
557,Juni::N,июнь,jún
558,Juli::N,июль,júl
559,August::N,август,august
560,September::N,сентябрь,september
561,Oktober::N,октябрь,október
562,November::N,ноябрь,november
563,Dezember::N,декабрь,december
564,Montag::N,оршот,pondelok
565,Dienstag::N,шинара,utorok
566,Mittwoch::N,кхаара,streda
567,Donnerstag::N,еара,štvrtok
568,Freitag::N,пӏераска,piatok
569,Samstag::N,шот,sobota
570,Sonntag::N,кӏиранде,nedeľa
571,groß::A,доккха,veľký
572,klein::A,кегий,malý
573,lang::A,еха,dlhý
574,kurz::A,доца,krátky
575,breit::A,шуьйра,široký
576,schmal::A,готта,úzky
577,dicht::A,луьста,hustý
578,dick[Gegenstand]::A,стомма,tlstý
579,dünn::A,дуткъа,tenký
580,fein::A,ховха,jemný
581,fest::A,чӏогӏа,pevný
582,flach::A,чӏапа,rovný
583,flach::A,чӏапа,plochý
584,glatt::A,шера,hladký
585,hart::A,чӏогӏa,tvrdý
586,weich::A,кӏеда,mäkký
587,rund::A,горга,guľatý
588,rund::A,горга,okrúhly
589,spitz::A,ира,končitý
590,scharf::A,ира,ostrý
591,stumpf::A,аьртa,tupý
592,schwer::A,деза,ťažký
593,schön::A,хаза,pekný
594,schön::A,хаза,krásny
595,heiß::A,довха,horúci
596,warm::A,довха,teplý
597,kalt::A,шийла,studený
598,kühl::A,шийла,chladný
599,frisch::A,керла,svieži
600,feucht::A,тӏуьна,vlhký
601,feucht::A,тӏуьна,zvlhnutý
602,nass::A,тӏеда,mokrý
603,trocken::A,eкъа,suchý
604,voll::A,дуьзна,plný
605,leer::A,яьсса,prázdny
606,offen::A,диллина,otvorený
607,geschlossen::A,дӏакъевлина,zavretý
608,geschlossen::A,дӏачӏагӏдина,zavretý
609,sauber::A,цӏена,čistý
610,schmutzig::A,боьха,špinavý
611,roh::A,буьйда,surový
612,reif::A,хилла,zrelý
613,lecker::A,чоме,chutný
614,süß::A,мерза,sladký
615,bitter::A,къаьхьа,horký
616,sauer::A,муьста,kyslý
617,hell::A,сирла,jasný
618,hell::A,сирла,svetlý
619,dunkel::A,бодане,temný
620,schwarz::A,ӏаьржа,čierny
621,weiß::A,кӏайн,biely
622,rot::A,цӏен,červený
623,gelb::A,можа,žltý
624,blau::A,сийна,modrý
625,blau::A,сийна,belasý
626,grün::A,баьццара,zelený
627,grau::A,cира,šedý
628,grau::A,мокха,šedý
629,bunt::A,къорза,pestrý
630,billig::A,дораха,lacný
631,teuer::A,деза,drahý
632,wertvoll::A,мехала,cenný
633,blind::A,бӏаьрзе,slepý
634,taub::A,къора,hluchý
635,kräftig::A,нуьцкъала,silný
636,stark::A,зоьртала,silný
637,stark::A,нуьцкъала,silný
638,schwach::A,гӏорасиза,slabý
639,schwach::A,гӏорасиза,bezvládny
640,fett::A,дерстана,tučný
641,schlank::A,куц долу,štíhly
642,hübsch::A,хаза,šumný
643,hübsch::A,хаза,švárny
644,böse::A,вон,zlý
645,dumm::A,сонта,hlúpy
646,faul::A,мало ен,lenivý
647,fleißig::A,тӏера,snaživý
648,fleißig::A,тӏера,usilovný
649,geizig::A,пис,skupý
650,geizig::A,пис,lakomý
651,geizig::A,сутара,skupý
652,geizig::A,сутара,lakomý
653,klug::A,хьекъале,múdry
654,klug::A,хьекъале,bystrý
655,geschickt::A,тӏахъаьлла,zručný
656,geschickt::A,тӏахъаьлла,šikovný
657,lieb::A,хьоме,milý
658,lustig::A,самукъане,veselý
659,sanft::A,кlеда,nežný
660,hungrig::A,меца,lačný
661,hungrig::A,меца,hladný
662,krank::A,цомгуш долу,chorý
663,krank::A,цомгуш долу,nemocný
664,nackt::A,дерзана,nahý
665,traurig::A,самукъане воцу,smutný
666,lebendig::A,дийна,živý
667,gut::A,дика,dobrý
668,schlecht::A,вон,zlý
669,richtig::A,нийса,správny
670,schlimm::A,вон,zlý
671,schlimm::A,вон,nepríjemný
672,wahr::A,бакъдолу,pravý
673,wahr::A,бакъдолу,pravdivý
674,alt::A,къена,starý
675,neu::A,керла,nový
676,ehemalig::A,хилла,bývalý
677,alt[Lebewesen]::A,къена,starý
678,jung::A,къона,mladý
679,arm::A,къен,chudobný
680,reich::A,хьоле,bohatý
681,bekannt::A,девзаш долу,známy
682,berühmt::A,цӏеяхана,slávny
683,berühmt::A,цӏеяхана,povestný
684,fremd::A,нехан,cudzí
685,verschieden::A,тайп-тайпанара,rôzny
686,verschieden::A,тайп-тайпанара,rozličný
687,nah::A,гергара,blízky
688,fern::A,гена,ďaleký
689,fern::A,генара,ďaleký
690,linker::A,аьрру,ľavý
691,rechter::A,аьтту,pravý
692,anderer::A,кхин,iný
693,anderer::A,кхин,druhý
694,erster::A,хьалхара,prvý
695,zweiter::A,шолгIа,druhý
696,dritter::A,кхоалгӏа,tretí
697,letzter::A,тӏаьххьара,ostatný
698,letzter::A,тӏаьххьара,posledný
699,allein::ADV,цхьаъ,sám
700,auf einmal::ADV,цу сохьтта,zároveň
701,zusammen::ADV,цхьана,spolu
702,zusammen::ADV,цхьана,spoločne
703,lange::ADV,дукха,dlho
704,plötzlich::ADV,цIеххьана,náhle
705,sofort::ADV,цу сохьтта,hneď
706,sofort::ADV,цу сохьтта,ihneď
707,später::ADV,тӏаьхьо,neskoršie
708,jetzt::ADV,хӏинца,teraz
709,heute::ADV,тахана,dnes
710,morgen::ADV,кхана,zajtra
711,bald::ADV,кеста,skoro
712,dann::ADV,тӏаккха,nato
713,dann::ADV,тӏаккха,potom
714,gestern::ADV,селхана,včera
715,einst::ADV,цкъа,kedysi
716,einst::ADV,цкъа,niekedy
717,damals::ADV,хӏетахьь,vtedy
718,danach::ADV,тӏаккха,potom
719,danach::ADV,тӏаккха,podľa toho
720,vorher::ADV,хьалхa,napred
721,vorher::ADV,хьалхa,predtým
722,zuerst::ADV,хьалха,najprv
723,einmal::ADV,цкъа,raz
724,einmal::ADV,цкъа,jedenkrát
725,manchmal::ADV,цкъаццкъа,občas
726,manchmal::ADV,цкъаццкъа,niekedy
727,oft::ADV,кест-кеста,často
728,immer::ADV,даим,vždy
729,immer::ADV,даим,ustavične
730,niemals::ADV,цкъа а,nikdy
731,hier::ADV,кхузахь,tu
732,hierhin::ADV,кхуза,sem
733,hierhin::ADV,кхуза,tade
734,von hier::ADV,кхузара,odtiaľto
735,dort::ADV,цигахь,tam
736,dorthin::ADV,цига,ta
737,dorthin::ADV,цига,tam
738,geradeaus::ADV,нийса дӏа,rovno
739,geradeaus::ADV,нийса дӏа,priamo
740,vorwärts::ADV,хьалха,napred
741,rückwärts::ADV,юха,nazad
742,zurück::ADV,юха,späť
743,zurück::ADV,юха,naspäť
744,unten::ADV,лахахь,dolu
745,unten::ADV,лахахь,naspodku
746,hinab::ADV,охьа,dolu
747,oben::ADV,лакхахь,hore
748,oben::ADV,лакхахь,navrchu
749,hinauf::ADV,хьала,hore
750,hinauf::ADV,хьала,navrch
751,überall::ADV,массанхьа,všade
752,nicht::ADV,ца,nie
753,ein wenig::ADV,кӏеззиг,trocha
754,kaum::ADV,халла,ledva
755,sehr::ADV,вуно,veľmi
756,noch::ADV,кхин,ešte
757,nur::ADV,бен ...ца,len
758,schon::ADV,хӏинцале,už
759,wieder::ADV,юха а,zasa
760,vergebens::ADV,эрна,márne
761,vergebens::ADV,эрна,nadarmo
762,vor::PRP,хьалха,pred
763,hinter::PRP,тӏехьа,za
764,unter::PRP,кIелахь,pod
765,durch::PRP,чекх,cez
766,neben::PRP,юххе,pri
767,neben::PRP,юххе,vedľa
768,zwischen::PRP,юккъехь,medzi
769,wegen::PRP,дуьхьа,pre
770,wegen::PRP,дуьхьа,kvôli
771,dies::PRN,и,to
772,dies::PRN,и,táto
773,dies::PRN,иза,to
774,dies::PRN,иза,táto
775,das::PRN,и,to
776,das::PRN,иза,to
777,alles::PRN,дерриг,všetko
778,ich::PRN,cо,ja
779,du::PRN,хьо,ty
780,er::PRN,и,on
781,er::PRN,иза,on
782,wir::PRN,тхо,my
783,wir::PRN,вай,my
784,ihr::PRN,шу,vy
785,sie::PRN,уьш,oni
786,was::FPRN,хӏун,čo
787,wer::FPRN,мила,kto
788,wo::FADV,мичaхь,kde
789,wohin::FADV,мича,kam
790,wie::FADV,муха,ako
791,warum::FADV,хӏунда,prečo
792,wieviel::FNUM,мел,koľko
793,wieviel::FNUM,маса,koľko
794,eins::NUM,цхьаъ,jeden
795,zwei::NUM,шиъ,dva
796,drei::NUM,кхоъ,tri
797,vier::NUM,диъ,štyri
