,Concept_ID,cs,vep
112,Moor::N,slatina,so
113,Wiese::N,louka,nit
114,Wald::N,les,mec
115,Hügel::N,kopec,kukaz
116,Anhöhe::N,pahorek,kukaz
117,Berg::N,hora,mägi
118,Gipfel::N,vrchol,ladv
119,Höhle::N,jeskyně,mägionduz
120,Abhang::N,svah,paute
121,Abhang::N,stráň,paute
122,Quelle::N,pramen,lähte
123,Bach::N,potok,oja
124,Fluss::N,řeka,jogi
125,Ufer::N,břeh,rand
126,Küste::N,pobřeží,randišt
127,Festland::N,souš,kuivma
128,Festland::N,pevnina,kuivma
129,Meer::N,moře,meri
130,Bucht::N,záliv,laht
131,Bucht::N,zátoka,laht
132,Insel::N,ostrov,sar'
133,Blume::N,květina,änik
134,Gras::N,tráva,hein
135,Wurzel::N,kořen,jur'
136,Baum::N,strom,pu
137,Stamm::N,kmen,tüvi
138,Rinde::N,kůra,kor'
139,Ast::N,větev,oks
140,Zweig::N,větev,oks
141,Zweig::N,větev,barb
142,Blatt::N,lupen,lehtez
143,Birke::N,bříza,koiv
144,Kiefer[Baum]::N,sosna,pedai
145,Kiefer[Baum]::N,borovice,pedai
146,Weide[Baum]::N,vrba,raid
147,Tanne::N,jedle,kuz'
148,Horn::N,roh,sar'v
149,Feder::N,pero,höuneh
150,Fell::N,srst,nahk
151,Flügel::N,křídlo,suug
152,Klaue::N,dráp,künz'
153,Klaue::N,pazneht,künz'
154,Kralle::N,dráp,künz'
155,Schwanz::N,ocas,händ
156,Ei::N,vejce,muna
157,Nest::N,hnízdo,peza
158,Bau::N,nora,uru
159,Tier::N,zvíře,živat
160,Herde::N,stádo,kogo
161,Kuh::N,kráva,lehm
162,Bulle::N,býk,härg
163,Pferd::N,kůň,hebo
164,Schaf::N,ovce,lambaz
165,Schwein::N,vepř,siga
166,Schwein::N,prase,siga
167,Hund::N,pes,koir
168,Katze::N,kočka,kaži
169,Bär::N,medvěd,kondi
170,Eichhörnchen::N,veverka,orav
171,Elch::N,los,hirb'
172,Fuchs::N,liška,reboi
173,Hase::N,zajíc,jäniš
174,Maus::N,myš,hir'
175,Wolf::N,vlk,händikaz
176,Vogel::N,pták,lind
177,Schwarm::N,roj,parveh
178,Schwarm::N,hejno,parveh
179,Huhn::N,kuře,kana
180,Huhn::N,slepice,kana
181,Hahn::N,kohout,kukoi
182,Gans::N,husa,hanh'
183,Adler::N,orel,orl
184,Ente::N,kachna,sorz
185,Eule::N,sova,hir'pulo
186,Kranich::N,jeřáb,kurg
187,Krähe::N,vrána,variš
188,Kuckuck::N,kukačka,kägi
189,Schwan::N,labuť,joucen
190,Fisch::N,ryba,kala
191,Barsch::N,okoun,ahven
192,Hecht::N,štika,haug'
193,Schlange[Tier]::N,had,kü
194,Schlange[Tier]::N,had,mado
195,Wurm::N,červ,mado
196,Spinne::N,pavouk,hämähouk
197,Ameise::N,mravenec,murahaine
198,Laus::N,veš,täi
199,Mücke::N,komár,säs'k
200,Fliege::N,moucha,kärbhaine
201,Schmetterling::N,motýl,lipkaine
202,Beere::N,bobule,marj
203,Apfel::N,jablko,jablok
204,Pilz::N,houba,sen'
205,Pilz::N,houba,babuk
206,Zwiebel::N,cibule,lauk
207,Saat::N,osivo,semned
208,Korn::N,zrno,jüvä
209,Korn::N,zrno,vill'
210,Heu::N,seno,hein
211,Schale::N,slupka,kor'
212,Schale::N,skořápka,kor'
213,Grube::N,jáma,kop
214,Falle::N,past,rida
215,Falle::N,léčka,rida
216,Schlinge::N,smyčka,rihm
217,Spur::N,stopa,jäl'g
218,Asche::N,popel,tuhk
219,Dreck::N,špína,redu
220,Dreck::N,špína,pačak
221,Eisen::N,železo,raud
222,Gold::N,zlato,kuld
223,Silber::N,stříbro,hobed
224,Kohle::N,uhlí,hil'
225,Glas::N,sklo,stökol
226,Lehm::N,jíl,savi
227,Lehm::N,hlína,savi
228,Sand::N,písek,lete
229,Mensch::N,člověk,mez'
230,Mensch::N,člověk,ristit
231,Mann::N,muž,mez'
232,Frau::N,žena,naine
233,Kind::N,dítě,laps'
234,Junge::N,hoch,poig
235,Junge::N,hoch,prihaine
236,Junge::N,chlapec,poig
237,Junge::N,chlapec,prihaine
238,Mädchen::N,děvče,neičukaine
239,Familie::N,rodina,kanz
240,Familie::N,rodina,pereh
241,Großvater::N,děd,ded
242,Großvater::N,dědeček,ded
243,Großmutter::N,babička,bab
244,Eltern::N,rodiče,vanhembad
245,Eltern::N,rodiče,kazvatajad
246,Vater::N,otec,tat
247,Mutter::N,matka,mam
248,Sohn::N,syn,poig
249,Tochter::N,dcera,tütär
250,Bruder::N,bratr,veik
251,Bruder::N,bratr,vell'
252,Schwester::N,sestra,čiža
253,Schwester::N,sestra,sizar
254,Onkel::N,strýc,däd'
255,Tante::N,teta,tädi
256,Ehemann::N,choť,mužik
257,Ehemann::N,manžel,mužik
258,Ehefrau::N,choť,ak
259,Ehefrau::N,manželka,ak
260,Freude::N,radost,ilo
261,Freude::N,radost,ihastuz
262,Gelächter::N,smích,nagr
263,Glück::N,štěstí,oza
264,Kummer::N,žal,gor'a
265,Kummer::N,trápení,gor'a
266,Wunsch::N,přání,taht
267,Lust::N,chuť,himo
268,Geist::N,duch,heng
269,Gedanke::N,myšlenka,meletuz
270,Gedächtnis::N,paměť,mušt
271,Verstand::N,rozum,mel'
272,Sinn::N,smysl,jüvä
273,Grund::N,důvod,sü
274,Wahrheit::N,pravda,tozi
275,Gespräch::N,rozhovor,lodu
276,Gespräch::N,rozhovor,pagin
277,Märchen::N,pohádka,sarn
278,Erzählung::N,povídka,sanutez
279,Nachricht::N,zpráva,tedotuz
280,Neuigkeit::N,novina,uzištuz
281,Neuigkeit::N,novinka,uzištuz
282,Name::N,jméno,nimi
283,Rätsel::N,hádanka,ozoitez
284,Rede::N,řeč,pagin
285,Rede::N,řeč,sanad
286,Rede::N,proslov,pagin
287,Rede::N,proslov,sanad
288,Sprache::N,řeč,kel'
289,Sprache::N,jazyk,kel'
290,Stimme::N,hlas,än'
291,Wort::N,slovo,sana
292,Zeichen::N,znamení,znam
293,Ruf::N,zavolání,kida
294,Ruf::N,zavolání,kucund
295,Lärm::N,hluk,judu
296,Laut::N,zvuk,kulund
297,Ton::N,tón,kulund
298,Lied::N,píseň,pajo
299,Ruhe::N,klid,lebu
300,Ruhe::N,pokoj,lebu
301,Leute::N,lidé,rahvaz
302,Volk::N,národ,rahvaz
303,Arbeit::N,práce,tö
304,Arbeit::N,práce,rad
305,Gast::N,host,adiv
306,Geschenk::N,dar,lahj
307,Spiel::N,hra,vänd
308,Gesellschaft::N,společnost,sebr
309,Hilfe::N,pomoc,abu
310,Freund::N,přítel,sebranik
311,Kamerad::N,kamarád,sebranik
312,Angelegenheit::N,záležitost,azj
313,Anzahl::N,počet,lugu
314,Art::N,druh,rod
315,Art::N,druh,rodsugu
316,Stück::N,kus,pala
317,Stück::N,kus,supal
318,Stück::N,kousek,pala
319,Stück::N,kousek,supal
320,Teil::N,díl,pala
321,Teil::N,část,pala
322,Hälfte::N,půl,pol'
323,Kreis::N,kruh,ümbruz
324,Kreis::N,kruh,kehkruz
325,Kreuz::N,kříž,rist
326,Linie::N,linka,pird
327,Strich::N,čára,pird
328,Strich::N,čárka,pird
329,Abstand::N,vzdálenost,keskust
330,Entfernung::N,vzdálenost,matk
331,Gegend::N,krajina,taho
332,Platz::N,prostor,avaruz'
333,Ort::N,místo,koht
334,Seite::N,strana,pol'
335,Seite::N,strana,kül'g
336,Mitte::N,střed,kesk
337,Mitte::N,prostředek,kesk
338,Gegenstand::N,předmět,kalu
339,Sache::N,věc,azj
340,Rand::N,kraj,röun
341,Rand::N,okraj,röun
342,Kante::N,hrana,röun
343,Ecke::N,roh,saum
344,Spitze::N,hrot,agjaine
345,Spitze::N,špička,agjaine
346,Ende::N,konec,agj
347,Loch::N,díra,reig
348,Winkel::N,kout,čoga
349,Winkel::N,kout,saum
350,Muster::N,vzor,kirjam
351,Größe::N,velikost,suruz'
352,Länge::N,délka,piduz
353,Höhe::N,výška,korktuz'
354,Gewicht::N,váha,jügu
355,Gewicht::N,váha,vedäduz
356,Menge::N,množství,äjüz'
357,Haufen::N,kupa,kogo
358,Haufen::N,hromada,kogo
359,Reihe::N,řada,rivi
360,Reihe::N,řádek,rivi
361,Boot::N,člun,veneh
362,Ruder::N,veslo,air
363,Schlitten::N,sáně,regi
364,Schlitten::N,sáně,regut
365,Ski::N,lyže,suks'
366,Lagerfeuer::N,táborák,nodj
367,Lagerfeuer::N,táborák,pažag
368,Last::N,náklad,jüguz
369,Last::N,břemeno,jüguz
370,Gang::N,chůze,astund
371,Gang::N,chodba,astund
372,Schritt::N,krok,hašk
373,Norden::N,sever,pohjoine
374,Süden::N,jih,suvi
375,Westen::N,západ,päivlaskm
376,Osten::N,východ,päivnouzm
377,Holz::N,dřevo,pu
378,Brett::N,prkno,laud
379,Platte::N,deska,keitim
380,Stütze::N,opěra,tugi
381,Stange::N,tyč,arz'
382,Stange::N,tyčka,arz'
383,Stock::N,hůlka,kalu
384,Stab::N,hůl,seibaz
385,Rohr::N,trubka,torv
386,Haus::N,dům,pert'
387,Heim::N,domov,kodi
388,Ofen::N,kamna,päč
389,Fußboden::N,podlaha,lava
390,Tisch::N,stůl,laud
391,Tisch::N,stůl,stal'c
392,Stuhl::N,židle,ištim
393,Wiege::N,kolébka,kätte
394,Bett::N,postel,sija
395,Bett::N,postel,magaduzsija
396,Regal::N,regál,palič
397,Regal::N,police,palič
398,Kiste::N,bedna,mülütim
399,Fenster::N,okno,ikun
400,Tür::N,dveře,uks'
401,Tor::N,vrata,verai
402,Zaun::N,plot,aid
403,Dach::N,střecha,katuz
404,Leiter::N,žebřík,pordhad
405,Besen::N,koště,lud
406,Besen::N,koště,vast
407,Besen::N,smeták,lud
408,Besen::N,smeták,vast
409,Spaten::N,rýč,labid
410,Schaufel::N,lopata,labid
411,Gabel::N,vidlička,hangoine
412,Löffel::N,lžíce,luzik
413,Messer::N,nůž,veič
414,Nagel::N,hřebík,nagl
415,Netz::N,síť,verk
416,Haken::N,hák,kouk
417,Griff::N,držadlo,kägä
418,Griff::N,držadlo,varz'
419,Schloss::N,zámek,lukkol
420,Bild::N,obraz,kuva
421,Figur::N,figura,figur
422,Puppe::N,panenka,tätüine
423,Beutel::N,pytlík,havad
424,Bündel::N,svazek,toppaz
425,Bündel::N,svazek,käč
426,Tasche::N,taška,sumk
427,Tasche::N,brašna,sumk
428,Eimer::N,kýbl,vädr
429,Eimer::N,vědro,vädr
430,Deckel::N,víko,katuz
431,Deckel::N,příklop,katuz
432,Geschirr::N,nádobí,astii
433,Sack::N,pytel,havad
434,Tasse::N,šálek,čašk
435,Topf::N,hrnec,pada
436,Kessel::N,kotel,katil
437,Essen::N,jídlo,sönd
438,Nahrung::N,strava,söm
439,Nahrung::N,potrava,söm
440,Speise::N,jídlo,sömine
441,Fleisch::N,maso,liha
442,Getreide::N,obilí,vill'
443,Brei::N,kaše,pudr
444,Brot::N,chléb,leib
445,Scheibe::N,krajíc,bibaleh
446,Scheibe::N,krajíc,šlik
447,Fett::N,tuk,razv
448,Fett::N,omastek,razv
449,Butter::N,máslo,voi
450,Öl::N,olej,voi
451,Salz::N,sůl,sol
452,Suppe::N,polévka,lem'
453,Suppe::N,polévka,keitoz
454,Honig::N,med,mezi
455,Milch::N,mléko,maid
456,Tee::N,čaj,čai
457,Leder::N,kůže,nahk
458,Wolle::N,vlna,vill
459,Stoff::N,látka,kangaz
460,Nadel::N,jehla,negl
461,Faden::N,nit,nit'
462,Knopf::N,knoflík,nübl'
463,Knoten::N,uzel,sol'm
464,Farbe::N,barva,muju
465,Kleidung::N,šaty,sobad
466,Kleidung::N,šatstvo,sobad
467,Hemd::N,košile,paid
468,Kragen::N,límec,kagluz
469,Ärmel::N,rukáv,hijam
470,Hose::N,kalhoty,štanad
471,Gürtel::N,pás,vö
472,Gürtel::N,opasek,vö
473,Mütze::N,čepice,šapuk
474,Schuh::N,bota,keng'
475,Stiefel::N,holínka,sapug
476,Ring::N,prsten,rengaz
477,Band::N,pásek,lentaine
478,Kamm::N,hřeben,suga
479,Spiegel::N,zrcadlo,zerkol
480,Riemen::N,řemen,vö
481,Schnur::N,šňůra,nor
482,Leine::N,vodítko,talutimnor
483,Decke::N,pokrývka,sijakatuz
484,Decke::N,přikrývka,sijakatuz
485,Kissen::N,polštář,pöluz
486,Tuch::N,šátek,paik
487,Handtuch::N,ručník,käzipaik
488,Kraft::N,síla,vägi
489,Stärke::N,síla,vahvuz'
490,Gesundheit::N,zdraví,tervhuz
491,Krankheit::N,nemoc,läžund
492,Krankheit::N,choroba,läžund
493,Schmerz::N,bolest,kibu
494,Wunde::N,rána,čapatez
495,Fieber::N,horečka,säru
496,Arznei::N,lék,zel'l'
497,Brücke::N,most,sild
498,Brunnen::N,studna,kaiv
499,Weide::N,pastva,omaluine
500,Weide::N,pastvina,omaluine
501,Pfad::N,pěšina,tehut
502,Weg::N,cesta,te
503,Straße::N,silnice,te
504,Dorf::N,vesnice,külä
505,Stadt::N,město,lidn
506,Brief::N,dopis,kirjeine
507,Buch::N,kniha,kirj
508,Buchstabe::N,písmeno,kirjam
509,Zeitung::N,noviny,lehtez
510,Leben::N,život,elo
511,Tod::N,smrt,surm
512,Grab::N,hrob,kaum
513,Kirche::N,kostel,jumalanpert'
514,Sünde::N,hřích,grähk
515,Gott::N,bůh,jumal
516,Arbeiter::N,dělník,radnik
517,Arbeiter::N,pracovník,radnik
518,Chef::N,šéf,pämez'
519,Chef::N,vedoucí,pämez'
520,Meister::N,mistr,mastar
521,Arzt::N,lékař,lekar'
522,Lehrer::N,učitel,opendai
523,Geld::N,peníze,rahad
524,Geschäft::N,obchod,biznes
525,Laden::N,krám,lauk
526,Preis::N,cena,arv
527,Ware::N,zboží,tavar
528,Nutzen::N,užitek,liža
529,Reichtum::N,bohatství,kodielo
530,Reichtum::N,bohatství,kal'huz'
531,Welt::N,svět,mail'm
532,Land::N,země,ma
533,Staat::N,stát,valdkund
534,König::N,král,kunigaz
535,Macht::N,moc,vald
536,Macht::N,mocnost,vald
537,Grenze::N,hranice,röun
538,Krieg::N,válka,soda
539,Feind::N,nepřítel,vihanik
540,Feind::N,nepřítel,vastustai
541,Gewalt::N,násilí,vägivald
542,Kampf::N,boj,tora
543,Bogen[Waffe]::N,luk,taug
544,Pfeil::N,šíp,nol
545,Gewehr::N,puška,oružj
546,Gewehr::N,ručnice,oružj
547,Fehler::N,chyba,viga
548,Lüge::N,lež,kelastuz
549,Schaden::N,škoda,pahuz'
550,Unglück::N,neštěstí,bed
551,Unglück::N,neštěstí,gor'a
552,Schuld::N,vina,värhuz'
553,Alter::N,věk,igä
554,Schluss::N,konec,lop
555,Zeit::N,čas,aig
556,Tag::N,den,päiv
557,Morgen::N,ráno,homendez
558,Morgen::N,jitro,homendez
559,Mittag::N,poledne,keskpäiv
560,Abend::N,večer,eht
561,Nacht::N,noc,ö
562,Woche::N,týden,nedal'
563,Monat::N,měsíc,ku
564,Jahr::N,rok,voz'
565,Frühling::N,jaro,keväz'
566,Sommer::N,léto,keza
567,Herbst::N,podzim,sügüz'
568,Winter::N,zima,tal'v
569,Januar::N,leden,viluku
570,Februar::N,únor,uhoku
571,März::N,březen,keväz'ku
572,April::N,duben,sulaku
573,Mai::N,květen,semendku
574,Juni::N,červen,kezaku
575,Juli::N,červenec,heinku
576,August::N,srpen,eloku
577,September::N,září,sügüz'ku
578,Oktober::N,říjen,reduku
579,November::N,listopad,kül'mku
580,Dezember::N,prosinec,tal'vku
581,Montag::N,pondělí,ezmärg
582,Montag::N,pondělek,ezmärg
583,Dienstag::N,úterý,tožnarg
584,Mittwoch::N,středa,koumanz'päiv
585,Donnerstag::N,čtvrtek,nellänz'päiv
586,Freitag::N,pátek,pätnič
587,Freitag::N,pátek,videnz'päiv
588,Samstag::N,sobota,sobat
589,Sonntag::N,neděle,pühäpäiv
590,groß::A,velký,sur'
591,groß::A,velký,järed
592,klein::A,malý,pen'
593,klein::A,malý,pičuine
594,lang::A,dlouhý,pit'k
595,kurz::A,krátký,lühüd
596,breit::A,široký,leved
597,schmal::A,úzký,kaid
598,dicht::A,hustý,tihed
599,dick[Gegenstand]::A,tlustý,paks
600,dünn::A,tenký,hoik
601,fein::A,jemný,hen
602,fest::A,pevný,luja
603,fest::A,pevný,ninev
604,flach::A,plochý,lapak
605,flach::A,placatý,lapak
606,glatt::A,hladký,siled
607,hart::A,tvrdý,kova
608,weich::A,měkký,pehmed
609,rund::A,kulatý,kehker
610,rund::A,okrouhlý,kehker
611,spitz::A,špičatý,nügu
612,spitz::A,špičatý,terav
613,scharf::A,ostrý,terav
614,stumpf::A,tupý,tül'c
615,schwer::A,těžký,jüged
616,schön::A,pěkný,čoma
617,schön::A,krásný,čoma
618,heiß::A,horký,räk
619,warm::A,teplý,läm'
620,kalt::A,studený,vilu
621,kühl::A,chladný,raibak
622,kühl::A,chladný,viluhk
623,frisch::A,svěží,lahed
624,feucht::A,vlhký,neps
625,feucht::A,vlhký,toreh
626,nass::A,mokrý,märg
627,trocken::A,suchý,kuiv
628,voll::A,plný,täuz'
629,leer::A,prázdný,joudai
630,offen::A,otevřený,avoin
631,offen::A,otevřený,avol'jaine
632,geschlossen::A,zavřený,saubaline
633,sauber::A,čistý,puhtaz
634,schmutzig::A,špinavý,redukaz
635,roh::A,syrový,rohk
636,roh::A,syrový,toreh
637,reif::A,zralý,küps
638,lecker::A,chutný,magukaz
639,süß::A,sladký,maged
640,bitter::A,hořký,karged
641,sauer::A,kyselý,muiged
642,hell::A,světlý,kirkas
643,hell::A,světlý,valgei
644,dunkel::A,temný,pimed
645,schwarz::A,černý,must
646,weiß::A,bílý,vauged
647,rot::A,rudý,rusked
648,rot::A,červený,rusked
649,gelb::A,žlutý,pakuine
650,blau::A,modrý,sinine
651,grün::A,zelený,vihand
652,grau::A,šedý,hahk
653,grau::A,šedivý,hahk
654,bunt::A,pestrý,kirjav
655,billig::A,levný,odav
656,billig::A,laciný,odav
657,teuer::A,drahý,kalliž
658,wertvoll::A,cenný,arvokas
659,blind::A,slepý,soged
660,taub::A,hluchý,kurdiž
661,kräftig::A,silný,vägev
662,stark::A,silný,vahv
663,stark::A,silný,vägekaz
664,schwach::A,slabý,väll'
665,fett::A,tučný,razvakaz
666,fett::A,tlustý,razvakaz
667,schlank::A,štíhlý,kapos
668,hübsch::A,hezký,čoma
669,böse::A,zlý,äred
670,böse::A,zlý,käred
671,dumm::A,hloupý,el'getoi
672,faul::A,líný,lašk
673,fleißig::A,pilný,radonnavedii
674,geizig::A,lakomý,ažlak
675,klug::A,chytrý,melev
676,klug::A,chytrý,melekaz
677,geschickt::A,šikovný,mahtokaz
678,lieb::A,milý,izo
679,lieb::A,milý,sula
680,lustig::A,veselý,ilokaz
681,sanft::A,mírný,laskav
682,hungrig::A,hladový,näl'ghine
683,krank::A,nemocný,läžui
684,nackt::A,nahý,alastoi
685,traurig::A,smutný,opalahine
686,traurig::A,truchlivý,opalahine
687,lebendig::A,živý,eläb
688,gut::A,dobrý,hüvä
689,schlecht::A,špatný,huba
690,richtig::A,pravý,oiged
691,richtig::A,správný,oiged
692,schlimm::A,zlý,paha
693,wahr::A,pravdivý,todesine
694,alt::A,starý,vanh
695,neu::A,nový,uz'
696,ehemalig::A,bývalý,edeline
697,alt[Lebewesen]::A,starý,ravaz
698,jung::A,mladý,nor'
699,arm::A,chudý,gol'l'
700,reich::A,bohatý,elokaz
701,bekannt::A,známý,tutab
702,berühmt::A,slavný,tetab
703,fremd::A,cizí,veraz
704,verschieden::A,různý,erazvuitte
705,verschieden::A,rozličný,erazvuitte
706,nah::A,blízký,läheline
707,fern::A,daleký,edahaine
708,linker::A,levý,hura
709,rechter::A,pravý,oiged
710,anderer::A,jiný,toine
711,erster::A,první,ezmäine
712,zweiter::A,druhý,toine
713,dritter::A,třetí,koumanz'
714,letzter::A,poslední,jäl'gmäine
715,allein::ADV,sám,üksnäze
716,auf einmal::ADV,najednou,ühten aigan
717,zusammen::ADV,spolu,ühtes
718,zusammen::ADV,dohromady,ühtes
719,lange::ADV,dlouho,hätken
720,plötzlich::ADV,vtom,äkkid
721,plötzlich::ADV,náhle,äkkid
722,sofort::ADV,hned,kerdalaz
723,sofort::ADV,ihned,kerdalaz
724,später::ADV,později,möhemba
725,jetzt::ADV,teď,nügüd'
726,jetzt::ADV,nyní,nügüd'
727,heute::ADV,dnes,tämbei
728,heute::ADV,dneska,tämbei
729,morgen::ADV,zítra,homen
730,bald::ADV,brzo,pigai
731,dann::ADV,pak,sid'
732,dann::ADV,potom,sid'
733,gestern::ADV,včera,eglai
734,einst::ADV,kdysi,ende
735,einst::ADV,kdysi,kerdan
736,damals::ADV,tehdy,siloi
737,damals::ADV,tenkrát,siloi
738,danach::ADV,podle toho,sid'
739,vorher::ADV,dříve,ende
740,vorher::ADV,napřed,ende
741,zuerst::ADV,nejprve,ezmäi
742,zuerst::ADV,nejdříve,ezmäi
743,einmal::ADV,jednou,kerdan
744,manchmal::ADV,někdy,erašti
745,oft::ADV,často,paksus
746,immer::ADV,vždy,kaiken
747,immer::ADV,stále,kaiken
748,niemals::ADV,nikdy,ei nikonz
749,hier::ADV,zde,täs
750,hier::ADV,zde,tägä
751,hier::ADV,tady,täs
752,hier::ADV,tady,tägä
753,hierhin::ADV,sem,tänna
754,von hier::ADV,odtud,täspäi
755,von hier::ADV,odtud,sid'päi
756,dort::ADV,tam,sigä
757,dorthin::ADV,tam,sinna
758,dorthin::ADV,tam,nakkale
759,geradeaus::ADV,rovně,kohtha
760,vorwärts::ADV,kupředu,edehe
761,rückwärts::ADV,zpět,sel'gin
762,zurück::ADV,zpět,tagaze
763,zurück::ADV,nazpět,tagaze
764,unten::ADV,dole,alahan
765,hinab::ADV,dolů,alaz
766,hinab::ADV,dolů,alahaks
767,oben::ADV,nahoře,ülähän
768,oben::ADV,navrchu,ülähän
769,hinauf::ADV,nahoru,ülez
770,hinauf::ADV,nahoru,ülähäks
771,überall::ADV,všude,kaikjal
772,nicht::ADV,ne,ei
773,ein wenig::ADV,trochu,vähän
774,kaum::ADV,sotva,habi
775,sehr::ADV,velmi,lujas
776,sehr::ADV,velice,lujas
777,so::ADV,tak,muga
778,so::ADV,tak,ninga
779,so::ADV,takto,muga
780,so::ADV,takto,ninga
781,noch::ADV,ještě,völ
782,nur::ADV,jen,järg
783,nur::ADV,jen,vaiše
784,nur::ADV,jenom,järg
785,nur::ADV,jenom,vaiše
786,schon::ADV,už,jo
787,schon::ADV,již,jo
788,wieder::ADV,zase,möst
789,vergebens::ADV,marně,uhtei
790,vor::PRP,před,edes
791,hinter::PRP,za,taga
792,unter::PRP,pod,al
793,durch::PRP,skrz,läbi
794,durch::PRP,skrz,kal't
795,neben::PRP,vedle,rindal
796,zwischen::PRP,mezi,keskes
797,wegen::PRP,pro,tagut
798,dies::PRN,toto,nece
799,dies::PRN,tohle,nece
800,das::PRN,to,se
801,alles::PRN,všechno,kaik
802,ich::PRN,já,minä
803,du::PRN,ty,sinä
804,er::PRN,on,hän
805,wir::PRN,my,mö
806,ihr::PRN,vy,tö
807,sie::PRN,oni,hö
808,was::FPRN,co,mi
809,wer::FPRN,kdo,ken
810,wo::FADV,kde,kus
811,wohin::FADV,kam,kuna
812,wie::FADV,jak,kut
813,wie::FADV,jak,mit'
814,warum::FADV,proč,mikš
815,wieviel::FNUM,kolik,äjak
816,wieviel::FNUM,kolik,kuverz'
817,eins::NUM,jeden,üks'
818,zwei::NUM,dva,kaks'
819,drei::NUM,tři,koume
820,vier::NUM,čtyři,nel'l'
821,fünf::NUM,pět,viž
822,sechs::NUM,šest,kuz'
823,sieben::NUM,sedm,seičeme
824,acht::NUM,osm,kahesa
825,neun::NUM,devět,ühesa
826,zehn::NUM,deset,kümne
827,elf::NUM,jedenáct,üks'toštkümne
828,zwölf::NUM,dvanáct,kaks'toštkümne
829,zwanzig::NUM,dvacet,kaks'kümne
