,Concept_ID,tr,hy
104,Strömung::N,cereyan,հոսանք
105,Tropfen::N,damla,կաթիլ
106,Schaum::N,köpük,փրփուր
107,Schmutz::N,çamur,կեղտ
108,Schmutz::N,pislik,կեղտ
109,See::N,göl,լիճ
110,Sumpf::N,batak,ճահիճ
111,Moor::N,cılgıt,ճահիճ
112,Wiese::N,çimen,մարգագետին
113,Wald::N,koru,անտառ
114,Wald::N,orman,անտառ
115,Hügel::N,tepe,բլուր
116,Anhöhe::N,tümsek,բարձունք
117,Anhöhe::N,yükseklik,բարձունք
118,Berg::N,dağ,լեռ
119,Gipfel::N,zirve,գագաթ
120,Gipfel::N,zirve,կատար
121,Höhle::N,in,քարայր
122,Höhle::N,mağara,քարայր
123,Abhang::N,bayır,լանջ
124,Abhang::N,bayır,զառիվայր
125,Quelle::N,pınar,աղբյուր
126,Quelle::N,kaynak,աղբյուր
127,Bach::N,çay,վտակ
128,Bach::N,dere,վտակ
129,Fluss::N,nehir,գետ
130,Ufer::N,kıyı,ծովափ
131,Ufer::N,sahil,ծովափ
132,Küste::N,kıyı,ափ
133,Küste::N,kıyı,ծովափ
134,Küste::N,sahil,ափ
135,Küste::N,sahil,ծովափ
136,Festland::N,kara,ցամաք
137,Meer::N,deniz,ծով
138,Bucht::N,koy,հաչիւն
139,Bucht::N,körfez,հաչիւն
140,Insel::N,ada,վղզի
141,Blume::N,çiçek,ծաղիկ
142,Gras::N,ot,խոտ
143,Gras::N,çim,խոտ
144,Wurzel::N,kök,արմատ
145,Baum::N,ağaç,ծառ
146,Stamm::N,gövde,իրան
147,Rinde::N,kabuk,կեղեւ
148,Rinde::N,kabuk,հաչոց
149,Ast::N,dal,ճյուղ
150,Ast::N,budak,ճյուղ
151,Zweig::N,dal,ճյուղ
152,Blatt::N,yaprak,տերեւ
153,Birke::N,huş,ցարասի
154,Kiefer[Baum]::N,çam,սոճի
155,Weide[Baum]::N,söğüt,ուռենի
156,Tanne::N,çam,եղեւին
157,Tanne::N,köknar,եղեւին
158,Horn::N,boynuz,
159,Feder::N,tüy,փետուր
160,Fell::N,post,մորթի
161,Flügel::N,kanat,թեւ
162,Klaue::N,pençe,չանչ
163,Kralle::N,tırnak,ճանկ
164,Schwanz::N,kuyruk,պոչ
165,Ei::N,yumurta,ձու
166,Nest::N,yuva,բույն
167,Bau::N,in,որջ
168,Bau::N,in,բայոց
169,Tier::N,hayvan,կենդանի
170,Herde::N,sürü,հոտ
171,Kuh::N,inek,կով
172,Bulle::N,boğa,ցուլ
173,Pferd::N,at,ձի
174,Pferd::N,beygir,ձի
175,Schaf::N,koyun,ոչխար
176,Schwein::N,domuz,խոզ
177,Hund::N,it,շուն
178,Hund::N,köpek,շուն
179,Katze::N,kedi,կատու
180,Bär::N,ayı,արջ
181,Eichhörnchen::N,sincap,սկյուռ
182,Elch::N,büyük kuzey geyiği,հիւսիսային եղջերու
183,Fuchs::N,tilki,աղվես
184,Hase::N,tavşan,նապաստակ
185,Maus::N,fare,մուկ
186,Maus::N,sıçan,մուկ
187,Wolf::N,kurt,գայլ
188,Vogel::N,kuş,թռչուն
189,Schwarm::N,sürü,երամ
190,Huhn::N,tavuk,հավ
191,Hahn::N,horoz,աքաղաղ
192,Gans::N,kaz,սագ
193,Adler::N,kartal,արծիվ
194,Adler::N,karakuş,արծիվ
195,Ente::N,ördek,բադ
196,Eule::N,baykuş,բու
197,Kranich::N,turna,կռունկ
198,Krähe::N,karga,ագռավ
199,Kuckuck::N,guguk,կուկու
200,Schwan::N,kuğu,կարապ
201,Fisch::N,balık,ձուկ
202,Barsch::N,hani,պերկես
203,Barsch::N,levrek,պերկես
204,Hecht::N,turnabalığı,գայլաձուկ
205,Schlange[Tier]::N,yılan,օձ
206,Wurm::N,kurt,որդ
207,Wurm::N,kurt,ճիճու
208,Wurm::N,solucan,որդ
209,Wurm::N,solucan,ճիճու
210,Spinne::N,örümcek,սարդ
211,Ameise::N,karınca,միջյուն
212,Laus::N,bit,ոջիլ
213,Mücke::N,sivrisinek,մժղուկ
214,Fliege::N,sinek,ճանճ
215,Schmetterling::N,kelebek,թիթեռ
216,Beere::N,tane,հատապտուղ
217,Apfel::N,elma,խնձոր
218,Pilz::N,mantar,սունկ
219,Zwiebel::N,soğan,սոխ
220,Saat::N,ekin,սերմ
221,Korn::N,tane,հատիկ
222,Heu::N,kuru ot,խոտ
223,Schale::N,kabuk,կեղեւ
224,Grube::N,çukur,փոս
225,Falle::N,tuzak,ծուղակ
226,Schlinge::N,ilmik,խեղդան
227,Spur::N,iz,հետք
228,Asche::N,kül,մոխիր
229,Dreck::N,pislik,աղտ
230,Eisen::N,demir,երկաթ
231,Gold::N,altın,ոսկի
232,Silber::N,gümüş,արծաթ
233,Kohle::N,kömür,քարածուխ
234,Glas::N,cam,ապակի
235,Lehm::N,balçık,կավ
236,Sand::N,kum,ավազ
237,Mensch::N,insan,մարդ
238,Mann::N,adam,մարդ
239,Mann::N,adam,տղամարդ
240,Mann::N,erkek,մարդ
241,Mann::N,erkek,տղամարդ
242,Frau::N,bayan,կին
243,Kind::N,çocuk,զավակ
244,Junge::N,erkek çocuk,տղա
245,Mädchen::N,kız,աղջիկ
246,Familie::N,aile,ընտանիք
247,Großvater::N,dede,պապ
248,Großvater::N,büyükbaba,պապ
249,Großmutter::N,nine,տատ
250,Großmutter::N,büyükanne,տատ
251,Eltern::N,ebeveyn,ծնողներ
252,Eltern::N,ana baba,ծնողներ
253,Vater::N,ata,հայր
254,Vater::N,baba,հայր
255,Mutter::N,ana,մայր
256,Mutter::N,anne,մայր
257,Sohn::N,oğul,որդի
258,Tochter::N,kız,աղջիկ
259,Tochter::N,kız,դուստր
260,Tochter::N,kız evlât,աղջիկ
261,Tochter::N,kız evlât,դուստր
262,Bruder::N,abi,եղբայր
263,Bruder::N,erkek kardeş,եղբայր
264,Schwester::N,abla,քույր
265,Schwester::N,kız kardeş,քույր
266,Onkel::N,dayı,քեռի
267,Onkel::N,dayı,հորեղբայր
268,Tante::N,hala,մորաքույր
269,Tante::N,teyze,մորաքույր
270,Ehemann::N,koca,մարդ
271,Ehemann::N,koca,ամուսին
272,Ehefrau::N,karı,կին ամուսին
273,Freude::N,neşe,ուրախություն
274,Freude::N,sevinç,ուրախություն
275,Gelächter::N,gülme,ծիծաղ
276,Gelächter::N,kahkaha,ծիծաղ
277,Glück::N,mutluluk,երջանկություն
278,Kummer::N,dert,վիշտ
279,Kummer::N,keder,վիշտ
280,Wunsch::N,arzu,ցանկություն
281,Wunsch::N,istek,ցանկություն
282,Lust::N,arzu,փափագ
283,Lust::N,arzu,իղձ
284,Lust::N,heves,փափագ
285,Lust::N,heves,իղձ
286,Geist::N,tin,ոգի
287,Gedanke::N,fikir,միտք
288,Gedanke::N,düşünce,միտք
289,Gedächtnis::N,bellek,հիշողություն
290,Verstand::N,zekâ,խելք
291,Sinn::N,anlam,իմաստ
292,Grund::N,sebep,պատճառ
293,Wahrheit::N,doğruluk,ճշմարտություն
294,Wahrheit::N,gerçeklik,ճշմարտություն
295,Gespräch::N,görüşme,զրույց
296,Märchen::N,masal,պայիկի պատմություն
297,Erzählung::N,öykü,պատմվածք
298,Erzählung::N,öykü,պատմություն
299,Erzählung::N,hikâye,պատմվածք
300,Erzählung::N,hikâye,պատմություն
301,Nachricht::N,haber,հաղորդագրություն
302,Neuigkeit::N,haber,լուր
303,Neuigkeit::N,haber,նորություն
304,Name::N,ad,անուն
305,Name::N,isim,անուն
306,Rätsel::N,bilmece,բարդ խնդիր
307,Rede::N,söylev,ճառ
308,Rede::N,söylev,ելույթ
309,Rede::N,konuşma,ճառ
310,Rede::N,konuşma,ելույթ
311,Sprache::N,dil,լեզու
312,Sprache::N,lisan,լեզու
313,Stimme::N,ses,ձայն
314,Wort::N,kelime,բառ
315,Zeichen::N,işaret,նշան
316,Ruf::N,çağırma,կոչ
317,Ruf::N,çağırma,կանչ
318,Lärm::N,şamata,աղմուկ
319,Lärm::N,gürültü,աղմուկ
320,Laut::N,ses,հնչյուն
321,Laut::N,ses,ձայն
322,Ton::N,ses,տոն
323,Lied::N,türkü,երգ
324,Ruhe::N,sakinlik,անդորրություն
325,Leute::N,halk,մարդիկ
326,Leute::N,insanlar,մարդիկ
327,Volk::N,ulus,ազգ
328,Volk::N,millet,ազգ
329,Arbeit::N,iş,գործ
330,Arbeit::N,iş,աշխատանք
331,Arbeit::N,çalışma,գործ
332,Arbeit::N,çalışma,աշխատանք
333,Gast::N,konuk,հյուր
334,Gast::N,misafir,հյուր
335,Geschenk::N,hediye,նվեր
336,Geschenk::N,armağan,նվեր
337,Spiel::N,oyun,խաղ
338,Gesellschaft::N,çevre,ընկերություն
339,Gesellschaft::N,arkadaşlık,ընկերություն
340,Hilfe::N,yardım,օգնությթուն
341,Freund::N,dost,ընկեր
342,Freund::N,dost,բարեկամ
343,Freund::N,arkadaş,ընկեր
344,Freund::N,arkadaş,բարեկամ
345,Kamerad::N,arkadaş,ուղեկից
346,Angelegenheit::N,iş,բան
347,Angelegenheit::N,iş,գործ
348,Angelegenheit::N,husus,բան
349,Angelegenheit::N,husus,գործ
350,Anzahl::N,sayı,քանակ
351,Anzahl::N,sayı,գումար
352,Art::N,çeşit,տեսակ
353,Stück::N,tane,կտոր
354,Stück::N,parça,կտոր
355,Teil::N,kısım,մաս
356,Hälfte::N,yarı,կես
357,Kreis::N,daire,շիջանակ
358,Kreuz::N,haç,խաչ
359,Linie::N,hat,գիծ
360,Linie::N,çizgi,գիծ
361,Strich::N,çizgi,գիծ
362,Abstand::N,aralık,անջրպետ
363,Entfernung::N,mesafe,հեռավորություն
364,Entfernung::N,uzaklık,հեռավորություն
365,Gegend::N,yöre,շրջան
366,Platz::N,yer,տարածություն
367,Ort::N,yer,տեղ
368,Ort::N,yer,վայր
369,Seite::N,yan,կողմ
370,Seite::N,taraf,կողմ
371,Mitte::N,orta,մեջտեղ
372,Mitte::N,merkez,մեջտեղ
373,Gegenstand::N,şey,առարկա
374,Sache::N,iş,բան
375,Sache::N,şey,բան
376,Rand::N,kenar,վերջք
377,Kante::N,kenar,եզր
378,Ecke::N,köşe,անկյուն
379,Spitze::N,uç,ծայր
380,Spitze::N,baş,ծայր
381,Ende::N,uç,ծայր
382,Loch::N,oyuk,անցք
383,Loch::N,delik,անցք
384,Winkel::N,köşe,անկյուն
385,Muster::N,örnek,օրինակ
386,Größe::N,büyüklük,մեծություն
387,Länge::N,uzunluk,երկարություն
388,Höhe::N,yükseklik,բարձրություն
389,Gewicht::N,ağırlık,կշիռ
390,Menge::N,miktar,քանակ
391,Haufen::N,küme,դեզ
392,Haufen::N,küme,կույտ
393,Haufen::N,yığın,դեզ
394,Haufen::N,yığın,կույտ
395,Reihe::N,sıra,շարք
396,Reihe::N,sıra,կարգ
397,Boot::N,kayık,նավակ
398,Boot::N,sandal,նավակ
399,Ruder::N,kürek,թի
400,Ruder::N,kürek,թիակ
401,Schlitten::N,kızak,բալխիր
402,Ski::N,kayak,դահուկ
403,Lagerfeuer::N,kamp ateşi,բացօդեայ կրակ
404,Last::N,yük,բեռ
405,Gang::N,gidiş,զբոսանք
406,Gang::N,yürüyüş,զբոսանք
407,Schritt::N,adım,քայլ
408,Norden::N,kuzey,հյուսիս
409,Süden::N,güney,հարավ
410,Westen::N,batı,արեւմուտք
411,Osten::N,doğu,արեւելք
412,Holz::N,ağaç,փայտ
413,Holz::N,tahta,փայտ
414,Brett::N,tahta,տախտակ
415,Platte::N,levha,թիթեղ
416,Stütze::N,dayak,նեցուկ
417,Stütze::N,destek,նեցուկ
418,Stange::N,çubuk,ձող
419,Stock::N,sopa,փայտ
420,Stock::N,değnek,փայտ
421,Stab::N,sırık,ցուպ
422,Stab::N,sırık,գավազան
423,Stab::N,baston,ցուպ
424,Stab::N,baston,գավազան
425,Rohr::N,boru,խողովակ
426,Haus::N,ev,տուն
427,Heim::N,ev,տուն
428,Heim::N,yurt,տուն
429,Ofen::N,soba,վառարան
430,Fußboden::N,taban,հատակ
431,Fußboden::N,döşeme,հատակ
432,Tisch::N,masa,սեղան
433,Stuhl::N,iskemle,աթոռ
434,Stuhl::N,sandalye,աթոռ
435,Wiege::N,beşik,օրորոց
436,Bett::N,yatak,անկողին
437,Regal::N,raf,դարակ
438,Kiste::N,sandık,տուփ
439,Fenster::N,pencere,պատուհան
440,Tür::N,kapı,դուռ
441,Tor::N,kapı,դարպաս
442,Zaun::N,çit,ցանկապատ
443,Dach::N,dam,տանիք
444,Dach::N,dam,կտուր
445,Dach::N,çatı,տանիք
446,Dach::N,çatı,կտուր
447,Leiter::N,merdiven,սանդուղք
448,Besen::N,süpürge,ավել
449,Spaten::N,bel,բահ
450,Schaufel::N,kürek,թի
451,Gabel::N,çatal,պատառաքաղ
452,Löffel::N,kaşık,գդալ
453,Messer::N,bıçak,դանակ
454,Nagel::N,çivi,մեխ
455,Netz::N,ağ,ցանց
456,Haken::N,çengel,կարթ
457,Griff::N,kulp,կոթ
458,Griff::N,kulp,բռնակ
459,Griff::N,tutamak,կոթ
460,Griff::N,tutamak,բռնակ
461,Schloss::N,kilit,կողպեք
462,Bild::N,imaj,նկար
463,Bild::N,imaj,պատկեր
464,Bild::N,resim,նկար
465,Bild::N,resim,պատկեր
466,Figur::N,şekil,քանդակ
467,Figur::N,şekil,պատկեր
468,Figur::N,heykel,քանդակ
469,Figur::N,heykel,պատկեր
470,Puppe::N,kukla,տիկնիկ
471,Beutel::N,kese,տոպրակ
472,Beutel::N,torba,տոպրակ
473,Bündel::N,deste,կապոց
474,Tasche::N,çanta,պայուսակ
475,Eimer::N,kova,դույլ
476,Deckel::N,kapak,կափարիչ
477,Geschirr::N,kap kacak,ամանեղեն
478,Sack::N,torba,պարկ
479,Sack::N,torba,տոպրակ
480,Tasse::N,fincan,թաս
481,Tasse::N,fincan,գավաթ
482,Topf::N,tencere,անոթ
483,Kessel::N,kazan,կաթսա
484,Essen::N,yemek,կերակուր
485,Nahrung::N,gıda,ուտելիք
486,Nahrung::N,besin,ուտելիք
487,Speise::N,yemek,խորտիկ
488,Speise::N,yemek,կերակուր
489,Fleisch::N,et,միս
490,Getreide::N,tahıl,հացահատիկ
491,Getreide::N,hububat,հացահատիկ
492,Brei::N,ezme,լանդակ
493,Brot::N,ekmek,հաց
494,Scheibe::N,dilim,կտոր
495,Scheibe::N,dilim,պատառ
496,Fett::N,yağ,ճարպ
497,Butter::N,tereyağı,կարագ
498,Öl::N,yağ,ձեթ
499,Öl::N,akar yağ,ձեթ
500,Salz::N,tuz,աղ
501,Suppe::N,çorba,սուպ
502,Suppe::N,çorba,ապուր
503,Honig::N,bal,մեղր
504,Milch::N,süt,կաթ
505,Tee::N,çay,թեյ
506,Leder::N,deri,կաշի
507,Leder::N,meşin,կաշի
508,Wolle::N,yün,բուրդ
509,Stoff::N,kumaş,գործվածք
510,Nadel::N,iğne,ասեղ
511,Faden::N,tire,թել
512,Faden::N,iplik,թել
513,Knopf::N,düğme,կոճակ
514,Knoten::N,düğüm,հանգույց
515,Farbe::N,boya,ներկ
516,Kleidung::N,giyim,հագուստ
517,Hemd::N,gömlek,վերնաշապիկ
518,Kragen::N,yaka,օձիք
519,Ärmel::N,yen,թեւք
520,Ärmel::N,elbise kolu,թեւք
521,Hose::N,pantolon,շալվար
522,Gürtel::N,kuşak,գոտի
523,Mütze::N,bere,կեպի
524,Mütze::N,kasket,կեպի
525,Schuh::N,kundura,կոշիկ
526,Schuh::N,ayakkabı,կոշիկ
527,Stiefel::N,çizme,երկարաճիթ կոշիկ
528,Ring::N,yüzük,զնգալ
529,Band::N,bağ,ժապավեն
530,Band::N,şerit,ժապավեն
531,Kamm::N,tarak,սանր
532,Spiegel::N,ayna,հայելի
533,Riemen::N,kayış,փոկ
534,Schnur::N,ip,լար
535,Schnur::N,sicim,լար
536,Leine::N,kayış,փոկ
537,Decke::N,örtü,վերմակ
538,Decke::N,yorgan,վերմակ
539,Kissen::N,yastık,բարձ
540,Tuch::N,bez,թաշկինակ
541,Handtuch::N,havlu,սրբիչ
542,Kraft::N,güç,ուժ
543,Kraft::N,kuvvet,ուժ
544,Stärke::N,kuvvet,պնդություն
545,Stärke::N,kuvvet,ամրություն
546,Gesundheit::N,sağlık,առողջություն
547,Krankheit::N,hastalık,ախտ
548,Krankheit::N,hastalık,հիվանդություն
549,Schmerz::N,ağrı,ցավ
550,Schmerz::N,ağrı,տանջանք
551,Schmerz::N,sancı,ցավ
552,Schmerz::N,sancı,տանջանք
553,Wunde::N,yara,վերք
554,Fieber::N,ateş,տենդ
555,Arznei::N,ilâç,դեղ
556,Brücke::N,köprü,կամուրջ
557,Brunnen::N,kuyu,հոր
558,Brunnen::N,kuyu,ջրհոր
559,Brunnen::N,çeşme,հոր
560,Brunnen::N,çeşme,ջրհոր
561,Weide::N,otlak,արոտավայր
562,Pfad::N,patika,արահետ
563,Pfad::N,keçiyolu,արահետ
564,Weg::N,yol,ուղի
565,Straße::N,yol,ճանապարհ
566,Straße::N,cadde,ճանապարհ
567,Dorf::N,köy,գյուղ
568,Stadt::N,kent,քաղաք
569,Stadt::N,şehir,քաղաք
570,Brief::N,mektup,նամակ
571,Buch::N,kitap,գիրք
572,Buchstabe::N,harf,տառ
573,Buchstabe::N,harf,գիր
574,Zeitung::N,gazete,լրագիր
575,Leben::N,hayat,կյանք
576,Tod::N,ölüm,մահ
577,Grab::N,kabir,գերեզման
578,Kirche::N,kilise,եկեղեցի
579,Sünde::N,günah,մեղք
580,Gott::N,tanrı,աստված
581,Arbeiter::N,işçi,բանվոր
582,Arbeiter::N,işçi,աշխատող
583,Chef::N,şef,տեր
584,Chef::N,müdür,տեր
585,Meister::N,usta,վարպետ
586,Arzt::N,hekim,բժիշկ
587,Arzt::N,doktor,բժիշկ
588,Lehrer::N,hoca,ուսուցիչ
589,Lehrer::N,öğretmen,ուսուցիչ
590,Geld::N,para,փող
591,Geschäft::N,ticaret,գործ
592,Geschäft::N,ticaret,աշխատանք
593,Laden::N,dükkân,կրպակ
594,Laden::N,dükkân,խանութ
595,Preis::N,fiyat,գին
596,Ware::N,mal,ապրանք
597,Nutzen::N,fayda,օգուտ
598,Reichtum::N,servet,հարստություն
599,Reichtum::N,zenginlik,հարստություն
600,Welt::N,dünya,աշխարհ
601,Land::N,ülke,երկիր
602,Staat::N,devlet,պետություն
603,König::N,kral,արքա
604,König::N,kral,թագավոր
605,Macht::N,kudret,իշխանություն
606,Macht::N,iktidar,իշխանություն
607,Grenze::N,had,սահման
608,Grenze::N,sınır,սահման
609,Krieg::N,savaş,պատերազմ
610,Feind::N,düşman,թշնամի
611,Gewalt::N,zor,բռնություն
612,Gewalt::N,zor,սաստկություն
613,Gewalt::N,cebir,բռնություն
614,Gewalt::N,cebir,սաստկություն
615,Kampf::N,savaş,մարտ
616,Bogen[Waffe]::N,yay,աղեղ
617,Pfeil::N,ok,նետ
618,Gewehr::N,tüfek,հրացան
619,Fehler::N,hata,սխալ
620,Fehler::N,yanlış,սխալ
621,Lüge::N,yalan,սուտ
622,Schaden::N,zarar,վնաս
623,Unglück::N,felâket,դժբախտություն
624,Unglück::N,talihsizlik,դժբախտություն
625,Schuld::N,suç,պակասություն
626,Schuld::N,kabahat,պակասություն
627,Alter::N,yaş,հասակ
628,Schluss::N,son,վերջ
629,Schluss::N,son,վախճան
630,Zeit::N,zaman,ժամանակ
631,Tag::N,gün,օր
632,Morgen::N,sabah,առավոտ
633,Mittag::N,öğle,կեսօր
634,Abend::N,akşam,երեկո
635,Nacht::N,gece,գիշեր
636,Woche::N,hafta,շաբաթ
637,Monat::N,ay,ամիս
638,Jahr::N,yıl,տարի
639,Jahr::N,sene,տարի
640,Frühling::N,ilkbahar,գարուն
641,Sommer::N,yaz,ամառ
642,Herbst::N,güz,աշուն
643,Herbst::N,sonbahar,աշուն
644,Winter::N,kış,ձմեռ
645,Januar::N,ocak,հունվար
646,Februar::N,şubat,փետրվար
647,März::N,mart,մարտ
648,April::N,nisan,ապրիլ
649,Mai::N,mayıs,մայիս
650,Juni::N,haziran,հունիս
651,Juli::N,temmuz,հուլիս
652,August::N,ağustos,օգոստոս
653,September::N,eylül,սեպտեմբեր
654,Oktober::N,ekim,հոկտեմբեր
655,November::N,kasım,նոյեմբեր
656,Dezember::N,aralık,դեկտեմբեր
657,Montag::N,pazartesi,երկուշաբթի
658,Dienstag::N,salı,երեքշաբթի
659,Mittwoch::N,çarşamba,չորեքշաբթի
660,Donnerstag::N,perşembe,հինգշաբթի
661,Freitag::N,cuma,ուրբաթ
662,Samstag::N,cumartesi,շաբաթ
663,Sonntag::N,pazar,կիրակի
664,groß::A,büyük,մեծ
665,groß::A,büyük,խոշոր
666,klein::A,ufak,պստիկ
667,klein::A,ufak,փոքրիկ
668,klein::A,küçük,պստիկ
669,klein::A,küçük,փոքրիկ
670,lang::A,uzun,երկար
671,kurz::A,kısa,կարճ
672,breit::A,enli,լայն
673,breit::A,geniş,լայն
674,schmal::A,dar,նեղ
675,dicht::A,sık,խիտ
676,dicht::A,yoğun,խիտ
677,dick[Gegenstand]::A,kalın,հաստ
678,dick[Gegenstand]::A,iri,հաստ
679,dünn::A,ince,բարակ
680,fein::A,ince,նուրբ
681,fein::A,narin,նուրբ
682,fest::A,sabit,ամուր
683,fest::A,sabit,պինդ
684,fest::A,sağlam,ամուր
685,fest::A,sağlam,պինդ
686,flach::A,düz,տափակ
687,flach::A,yassı,տափակ
688,glatt::A,düz,հարթ
689,hart::A,katı,կարծր
690,weich::A,yumuşak,մեղմ
691,weich::A,yumuşak,փափուկ
692,rund::A,yuvarlak,կլոր
693,spitz::A,sivri,սրածայր
694,scharf::A,keskin,սուր
695,stumpf::A,kör,գուլ
696,schwer::A,ağır,ծանր
697,schön::A,güzel,սիրուն
698,schön::A,güzel,գեղեցիկ
699,heiß::A,kızgın,թեժ
700,warm::A,sıcak,տաք
701,warm::A,sıcak,ջերմ
702,kalt::A,soğuk,ցուրտ
703,kühl::A,serin,զով
704,frisch::A,taze,թարմ
705,feucht::A,nemli,ղոնավ
706,feucht::A,rutubetli,ղոնավ
707,nass::A,yaş,թաց
708,nass::A,ıslak,թաց
709,trocken::A,kuru,ցամաք
710,voll::A,dolu,լի
711,voll::A,dolu,լիքը
712,voll::A,dolmuş,լի
713,voll::A,dolmuş,լիքը
714,leer::A,boş,դատարկ
715,offen::A,açık,բաց
716,geschlossen::A,kapalı,գոց
717,sauber::A,pak,մաքուր
718,sauber::A,temiz,մաքուր
719,schmutzig::A,pis,կեղտոտ
720,schmutzig::A,kirli,կեղտոտ
721,roh::A,çiğ,հում
722,reif::A,olgun,հասած
723,reif::A,olgun,հասուն
724,lecker::A,lezzetli,համեղ
725,süß::A,tatlı,անուշ
726,süß::A,şekerli,անուշ
727,bitter::A,acı,կծու
728,sauer::A,ekşi,թթու
729,sauer::A,ekşi,թթված
730,hell::A,aydınlık,պայծառ
731,hell::A,aydınlık,խելամիտ
732,dunkel::A,karanlık,մութ
733,schwarz::A,kara,սեւ
734,schwarz::A,siyah,սեւ
735,weiß::A,ak,սպիտակ
736,weiß::A,beyaz,սպիտակ
737,rot::A,kırmızı,կարմիր
738,gelb::A,sarı,դեղին
739,blau::A,mavi,կապույտ
740,grün::A,yeşil,կանաչ
741,grau::A,boz,գորշ
742,bunt::A,renkli,գոյնզգոյն
743,billig::A,ucuz,էժան
744,teuer::A,pahalı,թանկ
745,wertvoll::A,değerli,թանկարժեք
746,blind::A,kör,կույր
747,taub::A,sağır,խուլ
748,kräftig::A,dinç,հզոր
749,kräftig::A,kuvvetli,հզոր
750,stark::A,güçlü,ուժեղ
751,stark::A,kuvvetli,ուժեղ
752,schwach::A,zayıf,տկար
753,schwach::A,zayıf,թույլ
754,schwach::A,güçsüz,տկար
755,schwach::A,güçsüz,թույլ
756,fett::A,şişman,գեր
757,schlank::A,narin,նիհար
758,hübsch::A,güzel,գրավիչ
759,hübsch::A,güzel,սիրունիկ
