,Concept_ID,fi,hu
72,Himmel::N,taivas,menny
73,Sonne::N,aurinko,nap
74,Mond::N,kuu,hold
75,Stern::N,tähti,csillag
76,Luft::N,ilma,levegő
77,Wind::N,tuuli,szél
78,Welle::N,aalto,hullám
79,Wasser::N,vesi,víz
80,Stein::N,kivi,kő
81,Boden::N,maa,föld
82,Boden::N,maa,talaj
83,Boden::N,maaperä,föld
84,Boden::N,maaperä,talaj
85,Erde::N,maa,föld
86,Staub::N,pöly,por
87,Rauch::N,savu,füst
88,Funke::N,kipinä,szikra
89,Feuer::N,tuli,tűz
90,Licht::N,valo,fény
91,Schatten::N,varjo,árnyék
92,Wetter::N,sää,idő
93,Wetter::N,sää,időjárás
94,Nebel::N,sumu,köd
95,Wolke::N,pilvi,felhő
96,Regen::N,sade,eső
97,Schnee::N,lumi,hó
98,Eis::N,jää,jég
99,Frost::N,halla,fagy
100,Frost::N,pakkanen,fagy
101,Kälte::N,vilu,hideg
102,Kälte::N,kylmyys,hideg
103,Hitze::N,helle,hő
104,Hitze::N,helle,hőség
105,Hitze::N,kuumuus,hő
106,Hitze::N,kuumuus,hőség
107,Raureif::N,huurre,zúzmara
108,Regenbogen::N,sateenkaari,szivárvány
109,Donner::N,jyrinä,dörgés
110,Donner::N,jyrinä,mennydörgés
111,Strömung::N,virtaus,áramlat
112,Tropfen::N,tippa,csepp
113,Tropfen::N,pisara,csepp
114,Schaum::N,vaahto,hab
115,Schaum::N,vaahto,tajték
116,Schmutz::N,loka,piszok
117,See::N,järvi,tó
118,Sumpf::N,suo,mocsár
119,Moor::N,räme,láp
120,Wiese::N,niitty,rét
121,Wiese::N,niitty,mező
122,Wald::N,metsä,erdő
123,Hügel::N,mäki,domb
124,Hügel::N,kumpu,domb
125,Hügel::N,kukkula,domb
126,Anhöhe::N,mäki,magaslat
127,Anhöhe::N,kumpare,magaslat
128,Berg::N,mäki,hegy
129,Berg::N,vuori,hegy
130,Gipfel::N,laki,csúcs
131,Gipfel::N,huippu,csúcs
132,Höhle::N,luola,barlang
133,Abhang::N,rinne,lejtő
134,Quelle::N,lähde,forrás
135,Bach::N,puro,patak
136,Fluss::N,joki,folyó
137,Ufer::N,ranta,part
138,Küste::N,rannikko,tengerpart
139,Festland::N,manner,szárazföld
140,Meer::N,meri,tenger
141,Bucht::N,lahti,öböl
142,Insel::N,saari,sziget
143,Blume::N,kukka,virág
144,Gras::N,ruoho,fű
145,Wurzel::N,juuri,gyökér
146,Baum::N,puu,fa
147,Stamm::N,runko,tő
148,Stamm::N,runko,törzs
149,Rinde::N,kuori,kéreg
150,Rinde::N,parkki,kéreg
151,Ast::N,oksa,ág
152,Zweig::N,haara,gally
153,Blatt::N,lehti,levél
154,Birke::N,koivu,nyír
155,Kiefer[Baum]::N,mänty,fenyő
156,Kiefer[Baum]::N,petäjä,fenyő
157,Weide[Baum]::N,paju,fűz
158,Tanne::N,kuusi,fenyő
159,Horn::N,sarvi,szarv
160,Feder::N,sulka,toll
161,Feder::N,höyhen,toll
162,Fell::N,talja,szőr
163,Fell::N,talja,bunda
164,Flügel::N,siipi,szárny
165,Klaue::N,kynsi,köröm
166,Kralle::N,kynsi,karom
167,Schwanz::N,häntä,farok
168,Schwanz::N,pyrstö,farok
169,Ei::N,muna,tojás
170,Nest::N,pesä,fészek
171,Bau::N,pesä,odú
172,Tier::N,eläin,állat
173,Herde::N,lauma,nyáj
174,Herde::N,lauma,csorda
175,Kuh::N,lehmä,tehén
176,Bulle::N,sonni,bika
177,Pferd::N,hevonen,ló
178,Schaf::N,lammas,juh
179,Schaf::N,lammas,birka
180,Schwein::N,sika,sertés
181,Hund::N,koira,eb
182,Hund::N,koira,kutya
183,Katze::N,kissa,macska
184,Bär::N,karhu,medve
185,Eichhörnchen::N,orava,mókus
186,Elch::N,hirvi,jávorszarvas
187,Fuchs::N,kettu,róka
188,Hase::N,jänis,nyúl
189,Maus::N,hiiri,egér
190,Wolf::N,susi,farkas
191,Vogel::N,lintu,madár
192,Schwarm::N,parvi,raj
193,Huhn::N,kana,tyúk
194,Hahn::N,kukko,kakas
195,Gans::N,hanhi,lúd
196,Gans::N,hanhi,liba
197,Adler::N,kotka,sas
198,Ente::N,ankka,kacsa
199,Eule::N,pöllö,bagoly
200,Kranich::N,kurki,daru
201,Krähe::N,varis,varjú
202,Kuckuck::N,käki,kakukk
203,Schwan::N,joutsen,hattyú
204,Fisch::N,kala,hal
205,Barsch::N,ahven,sügér
206,Hecht::N,hauki,csuka
207,Schlange[Tier]::N,käärme,kígyó
208,Wurm::N,mato,kukac
209,Spinne::N,hämähäkki,pók
210,Ameise::N,muurahainen,hangya
211,Laus::N,täi,tetű
212,Mücke::N,sääski,szúnyog
213,Mücke::N,hyttynen,szúnyog
214,Fliege::N,kärpänen,légy
215,Schmetterling::N,perhonen,lepke
216,Schmetterling::N,perhonen,pillangó
217,Beere::N,marja,bogyó
218,Apfel::N,omena,alma
219,Pilz::N,sieni,gomba
220,Zwiebel::N,sipuli,hagyma
221,Saat::N,siemenet,vetőmag
222,Korn::N,jyvä,mag
223,Korn::N,jyvä,szem
224,Korn::N,vilja,mag
225,Korn::N,vilja,szem
226,Heu::N,heinä,széna
227,Schale::N,kuori,héj
228,Grube::N,kuoppa,verem
229,Falle::N,loukku,csapda
230,Schlinge::N,ansa,tőr
231,Spur::N,jälki,nyom
232,Asche::N,tuhka,hamu
233,Dreck::N,lika,sár
234,Dreck::N,lika,piszok
235,Eisen::N,rauta,vas
236,Gold::N,kulta,arany
237,Silber::N,hopea,ezüst
238,Kohle::N,hiili,szén
239,Glas::N,lasi,üveg
240,Lehm::N,savi,agyag
241,Lehm::N,savi,vályog
242,Sand::N,hiekka,homok
243,Mensch::N,ihminen,ember
244,Mann::N,mies,úr
245,Mann::N,mies,férfi
246,Frau::N,nainen,nő
247,Frau::N,nainen,asszony
248,Kind::N,lapsi,gyerek
249,Kind::N,lapsi,gyermek
250,Junge::N,poika,fiú
251,Mädchen::N,tyttö,lány
252,Familie::N,perhe,család
253,Großvater::N,isoisä,nagyapa
254,Großmutter::N,isoäiti,nagyanya
255,Eltern::N,vanhemmat,szülők
256,Vater::N,isä,apa
257,Vater::N,isä,atya
258,Mutter::N,äiti,anya
259,Sohn::N,poika,fiú
260,Tochter::N,tytär,lány
261,Bruder::N,veli,fivér
262,Bruder::N,veli,testvér
263,Schwester::N,sisko,nővér
264,Schwester::N,sisko,lánytestvér
265,Onkel::N,eno,nagybácsi
266,Onkel::N,setä,nagybácsi
267,Tante::N,täti,nagynéni
268,Ehemann::N,mies,férj
269,Ehemann::N,aviomies,férj
270,Ehefrau::N,vaimo,feleség
271,Ehefrau::N,aviovaimo,feleség
272,Freude::N,ilo,öröm
273,Freude::N,riemu,öröm
274,Gelächter::N,nauru,nevetés
275,Gelächter::N,nauru,hahotázás
276,Glück::N,onni,boldogság
277,Kummer::N,suru,bánat
278,Kummer::N,murhe,bánat
279,Wunsch::N,toive,óhaj
280,Wunsch::N,toivomus,óhaj
281,Lust::N,himo,kedv
282,Geist::N,henki,elme
283,Geist::N,henki,szellem
284,Gedanke::N,aate,gondolat
285,Gedanke::N,ajatus,gondolat
286,Gedächtnis::N,muisti,emlékezet
287,Verstand::N,äly,ész
288,Verstand::N,äly,értelem
289,Verstand::N,järki,ész
290,Verstand::N,järki,értelem
291,Verstand::N,ymmärrys,ész
292,Verstand::N,ymmärrys,értelem
293,Sinn::N,merkitys,értelem
294,Grund::N,syy,ok
295,Grund::N,syy,alap
296,Grund::N,peruste,ok
297,Grund::N,peruste,alap
298,Wahrheit::N,tosi,igaz
299,Wahrheit::N,tosi,igazság
300,Wahrheit::N,totuus,igaz
301,Wahrheit::N,totuus,igazság
302,Gespräch::N,puhelu,beszélgetés
303,Gespräch::N,keskustelu,beszélgetés
304,Märchen::N,satu,mese
305,Erzählung::N,tarina,elbeszélés
306,Erzählung::N,kertomus,elbeszélés
307,Nachricht::N,tieto,hír
308,Nachricht::N,tieto,híradás
309,Nachricht::N,ilmoitus,hír
310,Nachricht::N,ilmoitus,híradás
311,Neuigkeit::N,uutinen,újság
312,Name::N,nimi,név
313,Rätsel::N,arvoitus,rejtvény
314,Rede::N,puhe,beszéd
315,Rede::N,puhe,szónoklat
316,Sprache::N,kieli,nyelv
317,Stimme::N,ääni,hang
318,Wort::N,sana,szó
319,Zeichen::N,merkki,jel
320,Ruf::N,kutsu,kiáltás
321,Lärm::N,melu,zaj
322,Lärm::N,hälinä,zaj
323,Laut::N,ääni,hang
324,Ton::N,sävel,hang
325,Lied::N,laulu,dal
326,Lied::N,laulu,ének
327,Ruhe::N,lepo,csend
328,Ruhe::N,lepo,nyugalom
329,Ruhe::N,rauha,csend
330,Ruhe::N,rauha,nyugalom
331,Leute::N,väki,emberek
332,Leute::N,ihmiset,emberek
333,Volk::N,kansa,nép
334,Arbeit::N,työ,dolog
335,Gast::N,vieras,vendég
336,Geschenk::N,lahja,ajándék
337,Spiel::N,peli,játék
338,Spiel::N,leikki,játék
339,Gesellschaft::N,seura,társaság
340,Hilfe::N,apu,segítség
341,Freund::N,ystävä,barát
342,Kamerad::N,toveri,társ
343,Angelegenheit::N,asia,ügy
344,Anzahl::N,lukumäärä,szám
345,Art::N,laji,faj
346,Art::N,laji,fajta
347,Stück::N,pala,darab
348,Stück::N,kappale,darab
349,Teil::N,osa,rész
350,Hälfte::N,puoli,fél
351,Kreis::N,ympyrä,kör
352,Kreuz::N,risti,kereszt
353,Linie::N,viiva,vonal
354,Strich::N,piirto,vonás
355,Abstand::N,väli,köz
356,Abstand::N,väljyys,köz
357,Entfernung::N,etäisyys,távolság
358,Gegend::N,seutu,táj
359,Gegend::N,seutu,vidék
360,Platz::N,tila,hely
361,Ort::N,kohta,hely
362,Ort::N,paikka,hely
363,Seite::N,sivu,fél
364,Seite::N,sivu,oldal
365,Seite::N,kylki,fél
366,Seite::N,kylki,oldal
367,Mitte::N,keskus,közép
368,Mitte::N,puoliväli,közép
369,Gegenstand::N,kalu,tárgy
370,Gegenstand::N,esine,tárgy
371,Sache::N,asia,dolog
372,Rand::N,ääri,szél
373,Rand::N,ääri,perem
374,Rand::N,ääri,szegély
375,Rand::N,syrjä,szél
376,Rand::N,syrjä,perem
377,Rand::N,syrjä,szegély
378,Kante::N,särmä,él
379,Ecke::N,nurkka,sarok
380,Ecke::N,nurkka,szöglet
381,Spitze::N,terä,csúcs
382,Spitze::N,kärki,csúcs
383,Ende::N,pää,vég
384,Ende::N,perä,vég
385,Loch::N,kolo,lyuk
386,Loch::N,reikä,lyuk
387,Winkel::N,kulma,szög
388,Muster::N,kuvio,minta
389,Größe::N,koko,nagyság
390,Größe::N,suuruus,nagyság
391,Länge::N,pituus,hossz
392,Länge::N,pituus,hosszúság
393,Höhe::N,korkeus,magasság
394,Gewicht::N,paino,súly
395,Menge::N,määrä,sokaság
396,Menge::N,määrä,mennyiség
397,Haufen::N,kasa,halom
398,Reihe::N,rivi,sor
399,Boot::N,vene,csónak
400,Ruder::N,airo,evező
401,Schlitten::N,reki,szánkó
402,Schlitten::N,kelkka,szánkó
403,Ski::N,suksi,sí
404,Lagerfeuer::N,nuotio,tábortűz
405,Last::N,kuorma,teher
406,Gang::N,kulku,járás
407,Gang::N,käynti,járás
408,Schritt::N,askel,lépés
409,Norden::N,pohjoinen,észak
410,Süden::N,etelä,dél
411,Westen::N,länsi,nyugat
412,Osten::N,itä,kelet
413,Holz::N,puu,fa
414,Brett::N,lauta,deszka
415,Platte::N,levy,lap
416,Platte::N,levy,lemez
417,Stütze::N,noja,támasz
418,Stütze::N,noja,támaszték
419,Stange::N,tanko,rúd
420,Stange::N,tanko,pózna
421,Stock::N,keppi,pálca
422,Stab::N,sauva,bot
423,Stab::N,seiväs,bot
424,Rohr::N,putki,cső
425,Haus::N,talo,ház
426,Heim::N,koti,otthon
427,Ofen::N,uuni,kályha
428,Fußboden::N,lattia,padló
429,Tisch::N,pöytä,asztal
430,Stuhl::N,tuoli,szék
431,Wiege::N,kehto,bölcső
432,Bett::N,sänky,ágy
433,Regal::N,hylly,polc
434,Regal::N,hylly,állvány
435,Kiste::N,arkku,láda
436,Kiste::N,kirstu,láda
437,Kiste::N,laatikko,láda
438,Fenster::N,ikkuna,ablak
439,Tür::N,ovi,ajtó
440,Tor::N,portti,kapu
441,Zaun::N,aita,kerítés
442,Dach::N,katto,tető
443,Leiter::N,tikkaat,létra
444,Leiter::N,tikapuut,létra
445,Besen::N,luuta,seprű
446,Spaten::N,lapio,ásó
447,Schaufel::N,lapio,lapát
448,Gabel::N,haarukka,villa
449,Löffel::N,lusikka,kanál
450,Messer::N,veitsi,kés
451,Nagel::N,naula,szeg
452,Netz::N,verkko,háló
453,Haken::N,haka,kampó
454,Haken::N,koukku,kampó
455,Griff::N,ripa,nyél
456,Griff::N,ripa,fogantyú
457,Griff::N,kahva,nyél
458,Griff::N,kahva,fogantyú
459,Schloss::N,lukko,zár
460,Bild::N,kuva,kép
461,Figur::N,kuvio,alak
462,Puppe::N,nukke,bábu
463,Beutel::N,pussi,zacskó
464,Bündel::N,nippu,köteg
465,Bündel::N,kimppu,köteg
466,Tasche::N,laukku,táska
467,Eimer::N,sanko,vödör
468,Eimer::N,ämpäri,vödör
469,Deckel::N,kansi,fedő
470,Deckel::N,kansi,fedél
471,Geschirr::N,astia,edény
472,Sack::N,säkki,zsák
473,Tasse::N,kuppi,csésze
474,Topf::N,pata,fazék
475,Kessel::N,kattila,üst
476,Kessel::N,kattila,bogrács
477,Essen::N,syönti,evés
478,Essen::N,syönti,étkezés
479,Nahrung::N,ruoka,ennivaló
480,Nahrung::N,ravinto,ennivaló
481,Speise::N,ruoka,étel
482,Fleisch::N,liha,hús
483,Getreide::N,vilja,gabona
484,Brei::N,puuro,pép
485,Brei::N,puuro,kása
486,Brot::N,leipä,kenyér
487,Scheibe::N,viipale,szelet
488,Fett::N,rasva,háj
489,Fett::N,rasva,zsír
490,Butter::N,voi,vaj
491,Öl::N,öljy,olaj
492,Salz::N,suola,só
493,Suppe::N,keitto,leves
494,Honig::N,hunaja,méz
495,Milch::N,maito,tej
496,Tee::N,tee,tea
497,Leder::N,nahka,bőr
498,Wolle::N,villa,gyapjú
499,Stoff::N,kangas,szövet
500,Nadel::N,neula,tű
501,Faden::N,lanka,fonál
502,Knopf::N,nappi,gomb
503,Knoten::N,solmu,csomó
504,Farbe::N,maali,szín
505,Farbe::N,maali,festék
506,Kleidung::N,vaatteet,ruha
507,Kleidung::N,vaatteet,ruházat
508,Hemd::N,paita,ing
509,Kragen::N,kaulus,gallér
510,Ärmel::N,hiha,ujj
511,Hose::N,housut,gatya
512,Hose::N,housut,nadrág
513,Gürtel::N,vyö,öv
514,Mütze::N,lakki,sapka
515,Schuh::N,kenkä,cipő
516,Stiefel::N,saapas,csizma
517,Ring::N,sormus,gyűrű
518,Band::N,nauha,szalag
519,Kamm::N,kampa,fésű
520,Spiegel::N,peili,tükör
521,Riemen::N,hihna,szíj
522,Schnur::N,naru,zsinór
523,Schnur::N,nuora,zsinór
524,Leine::N,talutushihna,póráz
525,Decke::N,peite,takaró
526,Kissen::N,tyyny,párna
527,Kissen::N,pielus,párna
528,Tuch::N,huivi,kendő
529,Handtuch::N,pyyheliina,törülköző
530,Kraft::N,väki,erő
531,Kraft::N,voima,erő
532,Stärke::N,vahvuus,erő
533,Stärke::N,vahvuus,erősség
534,Gesundheit::N,terveys,egészség
535,Krankheit::N,tauti,kór
536,Krankheit::N,tauti,betegség
537,Krankheit::N,sairaus,kór
538,Krankheit::N,sairaus,betegség
539,Schmerz::N,kipu,fájdalom
540,Schmerz::N,särky,fájdalom
541,Wunde::N,haava,seb
542,Fieber::N,kuume,láz
543,Arznei::N,lääke,orvosság
544,Arznei::N,lääke,gyógyszer
545,Brücke::N,silta,híd
546,Brunnen::N,kaivo,kút
547,Weide::N,laidun,legelő
548,Pfad::N,polku,ösvény
549,Weg::N,tie,út
550,Straße::N,katu,út
551,Dorf::N,kylä,falu
552,Stadt::N,kaupunki,város
553,Brief::N,kirje,levél
554,Buch::N,kirja,könyv
555,Buchstabe::N,kirjain,betű
556,Zeitung::N,lehti,újság
557,Zeitung::N,lehti,hírlap
558,Zeitung::N,sanomalehti,újság
559,Zeitung::N,sanomalehti,hírlap
560,Leben::N,elo,élet
561,Leben::N,elämä,élet
562,Tod::N,kuolema,halál
563,Grab::N,hauta,sír
564,Kirche::N,kirkko,templom
565,Sünde::N,synti,bűn
566,Sünde::N,synti,vétek
567,Gott::N,jumala,isten
568,Arbeiter::N,työläinen,munkás
569,Chef::N,päällikkö,főnök
570,Meister::N,mestari,mester
571,Arzt::N,lääkäri,orvos
572,Lehrer::N,opettaja,tanár
573,Lehrer::N,opettaja,tanító
574,Geld::N,raha,pénz
575,Geschäft::N,liike,üzlet
576,Laden::N,puoti,bolt
577,Laden::N,kauppa,bolt
578,Preis::N,hinta,ár
579,Ware::N,tavara,áru
580,Nutzen::N,hyöty,haszon
581,Reichtum::N,rikkaus,gazdagság
582,Welt::N,maailma,világ
583,Land::N,maa,ország
584,Staat::N,valtio,állam
585,König::N,kuningas,király
586,Macht::N,mahti,hatalom
587,Grenze::N,raja,határ
588,Krieg::N,sota,háború
589,Feind::N,vihollinen,ellenség
590,Gewalt::N,väkivalta,erőszak
591,Kampf::N,taistelu,harc
592,Bogen[Waffe]::N,jousi,íj
593,Pfeil::N,nuoli,nyíl
594,Gewehr::N,kivääri,puska
595,Gewehr::N,kivääri,fegyver
596,Fehler::N,vika,hiba
597,Fehler::N,virhe,hiba
598,Lüge::N,valhe,hazugság
599,Schaden::N,vaurio,kár
600,Schaden::N,vahinko,kár
601,Unglück::N,vahinko,csapás
602,Unglück::N,vahinko,balszerencse
603,Unglück::N,onnettomuus,csapás
604,Unglück::N,onnettomuus,balszerencse
605,Schuld::N,syy,bűn
606,Alter::N,ikä,kor
607,Schluss::N,loppu,vég
608,Schluss::N,loppu,befejezés
609,Zeit::N,aika,idő
610,Tag::N,päivä,nap
611,Morgen::N,aamu,reggel
612,Morgen::N,huomen,reggel
613,Mittag::N,keskipäivä,dél
614,Abend::N,ilta,este
615,Nacht::N,yö,éj
616,Nacht::N,yö,éjszaka
617,Woche::N,viikko,hét
618,Monat::N,kuukausi,hó
619,Monat::N,kuukausi,hónap
620,Jahr::N,vuosi,év
621,Frühling::N,kevät,tavasz
622,Sommer::N,kesä,nyár
623,Herbst::N,syksy,ősz
624,Winter::N,talvi,tél
625,Januar::N,tammikuu,január
626,Februar::N,helmikuu,február
627,März::N,maaliskuu,március
628,April::N,huhtikuu,április
629,Mai::N,toukokuu,május
630,Juni::N,kesäkuu,június
631,Juli::N,heinäkuu,július
632,August::N,elokuu,augusztus
633,September::N,syyskuu,szeptember
634,Oktober::N,lokakuu,október
635,November::N,marraskuu,november
636,Dezember::N,joulukuu,december
637,Montag::N,maanantai,hétfő
638,Dienstag::N,tiistai,kedd
639,Mittwoch::N,keskiviikko,szerda
640,Donnerstag::N,torstai,csütörtök
641,Freitag::N,perjantai,péntek
642,Samstag::N,lauantai,szombat
643,Sonntag::N,sunnuntai,vasárnap
644,groß::A,iso,nagy
645,groß::A,suuri,nagy
646,klein::A,pieni,pici
647,klein::A,pieni,kicsi
648,lang::A,pitkä,hosszú
649,kurz::A,lyhyt,rövid
650,breit::A,leveä,széles
651,schmal::A,kapea,keskeny
652,dicht::A,taaja,sűrű
653,dick[Gegenstand]::A,paksu,vastag
654,dünn::A,ohut,vékony
655,fein::A,hieno,vékony
656,fest::A,luja,szilárd
657,flach::A,litteä,sík
658,flach::A,litteä,lapos
659,flach::A,tasainen,sík
660,flach::A,tasainen,lapos
661,glatt::A,sileä,sima
662,glatt::A,siloinen,sima
663,hart::A,kova,kemény
664,weich::A,pehmeä,puha
665,rund::A,pyöreä,kerek
666,spitz::A,terävä,hegyes
667,scharf::A,terävä,éles
668,stumpf::A,tylsä,tompa
669,stumpf::A,tylsä,életlen
670,schwer::A,raskas,nehéz
671,schwer::A,raskas,súlyos
672,schwer::A,painava,nehéz
673,schwer::A,painava,súlyos
674,schön::A,kaunis,szép
675,heiß::A,kuuma,forró
676,warm::A,lämmin,meleg
677,kalt::A,kylmä,hideg
678,kalt::A,viluinen,hideg
679,kühl::A,viileä,hűs
680,kühl::A,viileä,hűvös
681,frisch::A,tuore,üde
682,frisch::A,tuore,friss
683,feucht::A,kostea,nedves
684,nass::A,märkä,vizes
685,trocken::A,kuiva,száraz
686,voll::A,täysi,telt
687,leer::A,tyhjä,üres
688,offen::A,avonainen,nyílt
689,offen::A,avonainen,nyitott
690,geschlossen::A,suljettu,zárt
691,geschlossen::A,suljettu,csukott
692,sauber::A,puhdas,tiszta
693,schmutzig::A,likainen,piszkos
694,schmutzig::A,likainen,szennyes
695,roh::A,raaka,nyers
696,reif::A,kypsä,érett
697,lecker::A,herkullinen,finom
698,süß::A,makea,édes
699,bitter::A,karvas,keserű
700,bitter::A,kitkerä,keserű
701,sauer::A,hapan,savanyú
702,hell::A,kirkas,világos
703,hell::A,valoisa,világos
704,dunkel::A,pimeä,sötét
705,schwarz::A,musta,fekete
706,weiß::A,valkea,fehér
707,rot::A,punainen,vörös
708,gelb::A,keltainen,sárga
709,blau::A,sininen,kék
710,grün::A,vihreä,zöld
711,grau::A,harmaa,ősz
712,grau::A,harmaa,szürke
713,bunt::A,kirjava,tarka
714,bunt::A,kirjava,színes
715,billig::A,halpa,olcsó
716,billig::A,huokea,olcsó
717,teuer::A,kallis,drága
718,wertvoll::A,arvokas,értékes
719,blind::A,sokea,vak
720,taub::A,kuuro,süket
721,kräftig::A,väkevä,erős
722,kräftig::A,voimakas,erős
723,stark::A,vahva,erős
724,schwach::A,heikko,gyenge
725,schwach::A,heikko,erőtlen
726,fett::A,lihava,hájas
727,schlank::A,hoikka,karcsú
728,schlank::A,solakka,karcsú
729,hübsch::A,soma,csinos
730,hübsch::A,sievä,csinos
731,böse::A,paha,rossz
732,böse::A,paha,gonosz
733,böse::A,häijy,rossz
734,böse::A,häijy,gonosz
735,dumm::A,tyhmä,buta
736,dumm::A,tyhmä,ostoba
737,dumm::A,typerä,buta
738,dumm::A,typerä,ostoba
739,faul::A,laiska,lusta
740,fleißig::A,ahkera,szorgalmas
741,geizig::A,saita,fukar
742,geizig::A,saita,fösvény
743,klug::A,älykäs,okos
744,klug::A,älykäs,eszes
745,geschickt::A,taitava,ügyes
746,lieb::A,rakas,drága
747,lieb::A,rakas,kedves
748,lustig::A,hauska,víg
749,lustig::A,hauska,vidám
750,lustig::A,iloinen,víg
751,lustig::A,iloinen,vidám
752,sanft::A,lauha,enyhe
753,sanft::A,lempeä,enyhe
754,hungrig::A,nälkäinen,éhes
755,krank::A,sairas,beteg
756,nackt::A,alaston,csupasz
757,nackt::A,alaston,meztelen
758,traurig::A,surullinen,bús
759,traurig::A,surullinen,szomorú
760,traurig::A,murheellinen,bús
761,traurig::A,murheellinen,szomorú
762,lebendig::A,elävä,élő
763,gut::A,hyvä,jó
764,schlecht::A,paha,rossz
765,schlecht::A,huono,rossz
766,richtig::A,oikea,helyes
767,schlimm::A,paha,rossz
768,wahr::A,tosi,igaz
769,alt::A,vanha,ó
770,alt::A,vanha,régi
771,neu::A,uusi,új
772,ehemalig::A,entinen,volt
773,ehemalig::A,entinen,egykori
774,ehemalig::A,muinainen,volt
775,ehemalig::A,muinainen,egykori
776,alt[Lebewesen]::A,vanha,öreg
777,jung::A,nuori,fiatal
778,arm::A,köyhä,szegény
779,reich::A,rikas,gazdag
780,bekannt::A,tuttu,ismert
781,bekannt::A,tuttu,ismeretes
782,bekannt::A,tunnettu,ismert
783,bekannt::A,tunnettu,ismeretes
784,berühmt::A,kuuluisa,híres
785,fremd::A,vieras,idegen
786,verschieden::A,eri,különböző
787,verschieden::A,erilainen,különböző
788,nah::A,läheinen,közeli
789,fern::A,etäinen,távoli
790,linker::A,vasen,bal
791,rechter::A,oikea,jobb
792,anderer::A,muu,más
793,anderer::A,muu,másik
794,anderer::A,toinen,más
795,anderer::A,toinen,másik
796,erster::A,ensimmäinen,első
797,zweiter::A,toinen,második
798,dritter::A,kolmas,harmadik
799,letzter::A,viimeinen,utolsó
800,allein::ADV,yksin,egyedül
801,auf einmal::ADV,yhdellä kertaa,egyszerre
802,zusammen::ADV,yhdessä,együtt
803,zusammen::ADV,yhdessä,összesen
804,lange::ADV,kauan,sokáig
805,lange::ADV,kauan,hosszan
806,lange::ADV,pitkään,sokáig
807,lange::ADV,pitkään,hosszan
808,plötzlich::ADV,äkkiä,hirtelen
809,plötzlich::ADV,äkkiä,egyszerre
810,sofort::ADV,heti,rögtön
811,sofort::ADV,heti,tüstént
812,später::ADV,myöhemmin,későn
813,jetzt::ADV,nyt,most
814,heute::ADV,tänään,ma
815,morgen::ADV,huomenna,holnap
816,bald::ADV,pian,majd
817,bald::ADV,pian,nemsokára
818,dann::ADV,sitten,akkor
819,gestern::ADV,eilen,tegnap
820,einst::ADV,aikanaan,hajdan
821,damals::ADV,silloin,akkor
822,damals::ADV,silloin,akkoriban
823,damals::ADV,siihen aikaan,akkor
824,damals::ADV,siihen aikaan,akkoriban
825,danach::ADV,sen jälkeen,azután
826,vorher::ADV,ennen,előbb
827,zuerst::ADV,ensin,először
828,zuerst::ADV,ensiksi,először
