,Concept_ID,cv,ta
115,Insel::N,утрав,தீவு
116,Blume::N,чечек,பூ
117,Gras::N,курӑк,புல்தரை
118,Wurzel::N,тымар,வேர்
119,Baum::N,йывӑҫ,மரம்
120,Stamm::N,вулӑ,அடிமரம்
121,Rinde::N,хуйӑр,பட்டை
122,Rinde::N,хуйӑр,மரப்பட்டை
123,Ast::N,турат,கினை
124,Zweig::N,турат,குச்சி
125,Blatt::N,ҫулҫӑ,இலை
126,Birke::N,хурӑн,பிர்ச் மரம்
127,Kiefer[Baum]::N,хыр,தேவதாரு மரம்
128,Weide[Baum]::N,хӑва,மர வகைகளுள் ஒன்று
129,Tanne::N,чӑрӑш,சாதிக்கய்
130,Horn::N,мӑйрака,கொம்பு
131,Feder::N,тӗк,இறகு
132,Fell::N,ҫӑм,மென்முடி
133,Flügel::N,ҫунат,இறக்கை
134,Klaue::N,чӗрне,நகம்
135,Kralle::N,ура,நகம்
136,Schwanz::N,хӳре,வால்
137,Ei::N,ҫӑмарта,முட்டை
138,Nest::N,йӑва,கூடு
139,Bau::N,йӗнӗ,குகை
140,Tier::N,выльӑх,விலங்கு
141,Herde::N,кӗтӳ,கூட்டம்
142,Kuh::N,ӗне,பசு
143,Bulle::N,вӑкӑр,காளை
144,Pferd::N,лаша,குதிரை
145,Schaf::N,сурӑх,செம்மறிஆடு
146,Schwein::N,сысна,பன்றி
147,Hund::N,йытӑ,நாய்
148,Katze::N,кушак,பூனை
149,Bär::N,упа,கரடி
150,Eichhörnchen::N,пакша,அணில்
151,Elch::N,пӑши,கடம்பை
152,Fuchs::N,тилӗ,நரி
153,Hase::N,куян,முயல்
154,Hase::N,мулкач,முயல்
155,Maus::N,шӑши,எலி
156,Wolf::N,кашкӑр,ஓநாய்
157,Vogel::N,кайӑк,பறவை
158,Vogel::N,вӗҫен кайӑк,பறவை
159,Schwarm::N,ушкӑн,தொகுதி
160,Huhn::N,чӑх,கோழிக்குஞசு
161,Huhn::N,чӑхӑ,கோழிக்குஞசு
162,Hahn::N,автан,சேவல்
163,Gans::N,хур,பெண் வாத்து
164,Adler::N,ӑмӑрт кайӑк,பருநது
165,Ente::N,кӑвакал,வாத்து
166,Eule::N,тӑмана,ஆந்தை
167,Kranich::N,тӑрна,நாரை
168,Krähe::N,ула курак,காகம்
169,Kuckuck::N,куккук,குயில்
170,Schwan::N,акӑш,அன்னம்
171,Fisch::N,пулӑ,மீன்
172,Barsch::N,уланкӑ,பேர்ச்
173,Hecht::N,ҫӑрттан,கோலாச்சி மீன்
174,Schlange[Tier]::N,ҫӗлен,பாம்பு
175,Wurm::N,ӑман,புழு
176,Spinne::N,эрешмен,சிலந்தி
177,Ameise::N,кӑткӑ,எறும்பு
178,Laus::N,пыйтӑ,பேன்
179,Mücke::N,вӑрӑм туна,கொசுவினப்பூச்சி
180,Fliege::N,шӑна,ஈ
181,Schmetterling::N,лӗпӗш,வண்ணத்துப்பூச்சி
182,Beere::N,ҫырла,சதைப்பழம்
183,Apfel::N,улма,ஆப்பிள பழம்
184,Apfel::N,пан улми,ஆப்பிள பழம்
185,Pilz::N,кӑмпа,காளான்
186,Zwiebel::N,сухан,வெங்காயம்
187,Saat::N,вӑрӑ,விதை
188,Korn::N,тӗшӗ,தானியம்
189,Korn::N,пӗрчӗ,தானியம்
190,Heu::N,утӑ,வைக்கோல்
191,Schale::N,хупӑ,தோல்
192,Grube::N,шӑтӑк,குழி
193,Falle::N,тапӑ,பொறி
194,Falle::N,капкӑн,பொறி
195,Schlinge::N,йӑлӑ,கண்ணி
196,Spur::N,йӗр,சுவடு
197,Asche::N,кӗл,சாம்பல்
198,Dreck::N,пылчӑк,அழுக்கு
199,Eisen::N,тимӗр,இரும்பு
200,Gold::N,ылтӑн,தங்கம்
201,Silber::N,кӗмӗл,வெள்ளி
202,Kohle::N,кӑмрӑк,நிலக்கரி
203,Glas::N,кӗленче,கண்ணாடி
204,Lehm::N,тӑм,களிமண்
205,Sand::N,хӑйӑр,மணல்
206,Mensch::N,ҫын,மனிதர்கள்
207,Mensch::N,этем,மனிதர்கள்
208,Mann::N,ар,மனிதன்
209,Frau::N,хӗрарӑм,பெண்
210,Kind::N,ача,குழந்தை
211,Junge::N,ача,பையன்
212,Junge::N,ар ҫын ача,பையன்
213,Mädchen::N,хӗр ача,சிறுமி
214,Familie::N,ҫемье,குடும்பம்
215,Familie::N,кил-йыш,குடும்பம்
216,Großvater::N,кукаҫи,தாத்தா
217,Großmutter::N,кукамай,பாட்டி
218,Eltern::N,аҫа-ама,பெற்றோர்
219,Vater::N,атте,தந்தை
220,Mutter::N,анне,தாய்
221,Sohn::N,ывӑл,மகன்
222,Tochter::N,хӗр,மகள்
223,Bruder::N,ар тӑван,சகோதரன்
224,Schwester::N,аппа,அக்கா
225,Schwester::N,йӑмӑк,அக்கா
226,Onkel::N,мучи,தாய் மாமன்
227,Onkel::N,пичче,தாய் மாமன்
228,Tante::N,аппа,அத்தை
229,Ehemann::N,упӑшка,கணவன்
230,Ehefrau::N,арӑм,மனைவி
231,Freude::N,савӑнӑҫ,கொண்டாட்டம்
232,Freude::N,хаваслӑх,கொண்டாட்டம்
233,Gelächter::N,кулӑ,சிரிப்பு
234,Glück::N,телей,மகிழ்ச்சி
235,Glück::N,ӑраскал,மகிழ்ச்சி
236,Kummer::N,хурлӑх,துயரம்
237,Wunsch::N,ӗмӗт,விருப்பம்
238,Wunsch::N,кӑмӑл,விருப்பம்
239,Lust::N,кӑмӑл,விருப்பம்
240,Geist::N,чун-чӗм,ஆன்மா
241,Geist::N,ыр-усал,ஆன்மா
242,Geist::N,чун хавалӗ,ஆன்மா
243,Gedanke::N,шухӑш,எண்ணம்
244,Gedächtnis::N,ас,ஞாபகம்
245,Verstand::N,ӑс,மனம்
246,Verstand::N,ӑс-тӑн,மனம்
247,Verstand::N,ӑс-хакӑл,மனம்
248,Sinn::N,тупсӑм,அர்த்தம்
249,Sinn::N,пӗлтерӗш,அர்த்தம்
250,Grund::N,сӑлтав,காரணம்
251,Wahrheit::N,чӑнлӑх,உண்நை
252,Gespräch::N,калаҫу,பெசு
253,Märchen::N,юмах,நம்பத்தகாத கதை
254,Erzählung::N,акалав,கதை
255,Erzählung::N,каласа пани,கதை
256,Nachricht::N,хыпар,செய்தி
257,Neuigkeit::N,ҫӗнӗ хыпар,செய்தி
258,Name::N,ят,பெயர்
259,Rätsel::N,сутмалли юмах,புதிர்
260,Rede::N,сӑмах,பேச்சு
261,Sprache::N,чӗлхе,மொழி
262,Stimme::N,сасӑ,குரல்
263,Wort::N,сӑмах,வார்த்தை
264,Zeichen::N,паллӑ,குறி
265,Ruf::N,йыхрав,அழைப்பு
266,Ruf::N,чӗнӳ,அழைப்பு
267,Lärm::N,шав,சத்தம்
268,Laut::N,сасӑ,ஒலி
269,Ton::N,сасӑ,குரல்
270,Lied::N,юрӑ,பாட்டு
271,Ruhe::N,канӑҫлӑх,அமைதி
272,Ruhe::N,лӑпкӑлӑх,அமைதி
273,Leute::N,ҫамрӑксем,மக்கள்
274,Leute::N,ҫамрӑк ҫынсем,மக்கள்
275,Volk::N,халӑх,மக்கள்
276,Arbeit::N,ӗҫхӗл,வேலை
277,Arbeit::N,ӗҫлев,வேலை
278,Gast::N,хӑна,விருந்தாளி
279,Geschenk::N,парне,பரிசுப் பொருள்
280,Geschenk::N,кучченеҫ,பரிசுப் பொருள்
281,Spiel::N,вӑйӑ,விளையாட்டு
282,Gesellschaft::N,общество,சமுதாயம்
283,Hilfe::N,пулӑшу,உதவி
284,Freund::N,тус,நண்பன்
285,Kamerad::N,юлташ,உடனிருப்பவன்
286,Kamerad::N,тус,உடனிருப்பவன்
287,Angelegenheit::N,ӗҫ,செய்தி
288,Anzahl::N,йыш,எண்ணிக்கை
289,Anzahl::N,хисеп,எண்ணிக்கை
290,Art::N,тӗс,வகை
291,Stück::N,татӑк,துண்டம்
292,Teil::N,пай,பகுதி
293,Hälfte::N,ҫурӑ,பாதி
294,Kreis::N,ункӑ,வட்டம்
295,Kreis::N,ҫавракӑш,வட்டம்
296,Kreuz::N,хӗрес,சிலுவை
297,Linie::N,йӗр,கோடு
298,Strich::N,йӗр,வாத நோய்
299,Abstand::N,хушӑ,இடைவெளி
300,Entfernung::N,хушӑ,தூரம்
301,Gegend::N,вырӑн,வட்டாரம்
302,Platz::N,хутлӑх,வெற்றிடம்
303,Ort::N,вырӑн,இடம்
304,Seite::N,ен,பக்கம்
305,Seite::N,аяк,பக்கம்
306,Seite::N,айӑк,பக்கம்
307,Mitte::N,варӑ,இடைப்பகுதி
308,Gegenstand::N,япала,உருப்படி
309,Sache::N,япала,பொருள்
310,Rand::N,вӗҫ,தொங்கு
311,Rand::N,хӗрӗ,தொங்கு
312,Rand::N,хӗрри,தொங்கு
313,Kante::N,хайкача,விளிம்பு
314,Kante::N,хысак,விளிம்பு
315,Ecke::N,кӗтес,மூலை
316,Spitze::N,вӗҫ,முனை
317,Ende::N,вӗҫ,முடிவு
318,Loch::N,шӑтӑк,துளை
319,Winkel::N,кӗтес,கோணம்
320,Muster::N,эреш,பாங்கு
321,Größe::N,пысӑкӑш,அளவு
322,Länge::N,вӑрӑмӑш,நீளம்
323,Höhe::N,ҫӳллӗш,உயரம்
324,Gewicht::N,виҫе,எடை
325,Gewicht::N,йывӑрӑш,எடை
326,Menge::N,йыш,தொகை
327,Haufen::N,купа,குவியல்
328,Reihe::N,рет,வரிசை
329,Boot::N,кимӗ,படகு
330,Ruder::N,кӗсмен,துடுப்பு
331,Schlitten::N,ҫуна,சகடையிலா வண்டி
332,Ski::N,йӗлтӗр,பனிச் சறுக்கல்
333,Lagerfeuer::N,вут,மூட்டம்
334,Lagerfeuer::N,кӑвайт,மூட்டம்
335,Last::N,сулмаклӑх,பாரம்
336,Last::N,йывӑр япала,பாரம்
337,Gang::N,куҫӑм,நடை
338,Schritt::N,утӑм,காலடி
339,Schritt::N,пусӑм,காலடி
340,Norden::N,ҫурҫӗр,வடக்கு
341,Süden::N,кӑнтӑр,தெற்கு
342,Westen::N,анӑҫ,மேற்கு திசை
343,Westen::N,хӗвел анӑҫ,மேற்கு திசை
344,Osten::N,хӗвел тухӑҫ,கிழக்கு
345,Holz::N,йывӑҫ,மரக்கட்டை
346,Brett::N,хӑма,பலகை
347,Platte::N,плита,பலகம்
348,Stütze::N,ура,அடைப்புகன்
349,Stange::N,шерте,கம்பம்
350,Stock::N,патак,குச்சி
351,Stab::N,шӑчӑ,கம்பு
352,Rohr::N,пӑрӑх,குழாய்
353,Haus::N,ҫурт,வீடு
354,Heim::N,кил,வீடு
355,Ofen::N,кӑмака,அடுப்பு
356,Fußboden::N,урай,தரை
357,Tisch::N,сӗтел,மேசை
358,Stuhl::N,пукан,நாற்காலி
359,Wiege::N,сӑпка,தொட்டில்
360,Bett::N,кравать,படுக்கை
361,Regal::N,ҫӳлӗк,அலமாரி
362,Regal::N,сентре,அலமாரி
363,Kiste::N,ещӗк,பெட்டி
364,Kiste::N,сунтӑх,பெட்டி
365,Fenster::N,чӳрече,சாளரம்
366,Tür::N,алӑк,கதவு
367,Tor::N,хапха,வாசற்கதவு
368,Zaun::N,хӳме,வேலி
369,Dach::N,тӑрӑ,கூரை
370,Leiter::N,пусма,ஏணி
371,Besen::N,шӑпӑр,விளக்குமாறு
372,Spaten::N,кӗреҫе,மண்வெட்டி
373,Schaufel::N,кӗреҫе,அடிதண்டா
374,Gabel::N,вилка,முட்கரண்டி
375,Löffel::N,кашӑк,கரண்டி
376,Messer::N,ҫӗҫӗ,கத்தி
377,Nagel::N,пӑта,ஆணி
378,Netz::N,тетел,வலை
379,Haken::N,йӑрхах,கொக்கி
380,Haken::N,ҫекӗл,கொக்கி
381,Griff::N,хӑлӑп,கைப்பிடி
382,Schloss::N,ҫӑра,பூட்டு
383,Bild::N,сӑн,படம்
384,Bild::N,сӑнлӑх,படம்
385,Bild::N,картина,படம்
386,Figur::N,кӗлетке,எண்ணிக்கை
387,Puppe::N,пукане,பொம்மை
388,Beutel::N,михӗ,பை
389,Bündel::N,ҫыхӑ,பொதி
390,Bündel::N,тӗрке,பொதி
391,Tasche::N,сумка,பை
392,Eimer::N,витре,வாளி
393,Deckel::N,хупӑ,உறை
394,Geschirr::N,савӑт-сапа,பாத்திரம்
395,Sack::N,михӗ,பை
396,Tasse::N,курка,கிண்ணம்
397,Topf::N,кастрюль,பானை
398,Kessel::N,хуран,கெண்டி
399,Essen::N,апат,உணவருந்துதல்
400,Nahrung::N,апат-ҫимӗс,உணவு
401,Speise::N,апат,உணவு வகை
402,Speise::N,ҫимӗҫ,உணவு வகை
403,Fleisch::N,аш,இறைச்சி
404,Fleisch::N,какай,இறைச்சி
405,Getreide::N,тырӑ,மக்காச்சோளம்
406,Brei::N,пӑтӑ,கஞ்சி
407,Brot::N,ҫӑкӑр,ரொட்டி
408,Scheibe::N,чӗлӗ,துண்டு
409,Scheibe::N,касӑк,துண்டு
410,Fett::N,ҫу,கொழுப்பு
411,Butter::N,ҫу,வெண்ணெய்
412,Öl::N,ҫу,எண்ணெய்
413,Salz::N,тӑвар,உப்பு
414,Suppe::N,яшка,ரசம்
415,Honig::N,пыл,தேன்
416,Milch::N,сӗт,பால்
417,Tee::N,чей,தெனீர்
418,Leder::N,сӑран,பதம் செய்யப்பட்ட தோல்
419,Wolle::N,ҫӑм,கம்பளி
420,Stoff::N,тӗртӗм,துணி
421,Nadel::N,йӗп,ஊசி
422,Faden::N,ҫип,நூல்
423,Knopf::N,тӳме,பொத்தான்
424,Knoten::N,йӑлӑ,முடிச்சு
425,Farbe::N,сӑрӑ,வண்ணக் குழம்பு
426,Kleidung::N,тум,ஆடைகள்
427,Kleidung::N,ҫипуҫ,ஆடைகள்
428,Kleidung::N,тум-тир,ஆடைகள்
429,Hemd::N,кӗпе,சட்டை
430,Kragen::N,ҫуха,கழுத்துப் பட்டை
431,Ärmel::N,ҫанӑ,சட்டைக்கை
432,Hose::N,шӑлавар,கால்சட்டை
433,Gürtel::N,пиҫиххи,பெல்ட்
434,Mütze::N,ҫӗлӗк,தொப்பி
435,Schuh::N,пушмак,காலணி
436,Schuh::N,ботинок,காலணி
437,Stiefel::N,атӑ,காலணி
438,Ring::N,ҫӗрӗ,மோதிரம்
439,Band::N,хаю,நாடா
440,Band::N,йӗсме,நாடா
441,Kamm::N,тура,கீப்பு
442,Spiegel::N,тӗкӗр,ஆடி
443,Spiegel::N,тӗкӗр,கண்ணாடி
444,Spiegel::N,куҫ кӗски,ஆடி
445,Spiegel::N,куҫ кӗски,கண்ணாடி
446,Riemen::N,чӗн,வார்
447,Schnur::N,кантра,கயிறு
448,Leine::N,касмӑк,தோல்வார்
449,Decke::N,утиял,போர்வை
450,Kissen::N,ҫытар,தலையணை
451,Kissen::N,минтер,தலையணை
452,Tuch::N,тутӑр,துணி
453,Handtuch::N,ал шӑлли,தண்டு
454,Kraft::N,вӑй,நிர்பந்தம்
455,Kraft::N,хӑват,நிர்பந்தம்
456,Stärke::N,хал,பலம்
457,Stärke::N,хӑват,பலம்
458,Gesundheit::N,хал,ஆரோக்கியம்
459,Gesundheit::N,сывлӑх,ஆரோக்கியம்
460,Krankheit::N,чир,நோய்
461,Schmerz::N,ырату,வலி
462,Wunde::N,суран,காயம்
463,Fieber::N,сив чир,காய்ச்சல்
464,Arznei::N,эмел,மருந்து
465,Brücke::N,кӗпер,பாலம்
466,Brunnen::N,ҫӑл,கேணி
467,Brunnen::N,пусӑ,கேணி
468,Weide::N,ҫаран,மேய்ச்சல் நிலம்
469,Pfad::N,йӗр,நடை வழி
470,Pfad::N,сукмак,நடை வழி
471,Weg::N,ҫул,வழி
472,Weg::N,ҫул-йӗр,வழி
473,Straße::N,ҫӳрев,சாலை
474,Straße::N,ҫул ҫӳрени,சாலை
475,Dorf::N,ял,கிராமம்
476,Stadt::N,хула,நகரம்
477,Brief::N,ҫыру,கடிதம்
478,Buch::N,кӗнеке,புத்தகம்
479,Buchstabe::N,сас палли,எழத்து
480,Zeitung::N,хаҫат,செய்தித்தாள்
481,Leben::N,пурнӑҫ,வாழ்க்கை
482,Tod::N,вилӗм,மரணம்
483,Grab::N,масар шӑтӑкӗ,சமாதி
484,Kirche::N,чиркӳ,தேவாலயம்
485,Sünde::N,ҫылӑх,பாவம்
486,Gott::N,турӑ,கடவுள்
487,Arbeiter::N,рабочи,தொழிலாளி
488,Chef::N,пуҫлӑх,மேலாளர்
489,Meister::N,ӑста,தலைவன்
490,Meister::N,мастер,தலைவன்
491,Arzt::N,врач,மருத்துவர்
492,Arzt::N,тухтӑр,மருத்துவர்
493,Lehrer::N,учитель,ஆசிரியர்
494,Lehrer::N,вӗрентекен,ஆசிரியர்
495,Geld::N,укҫа,பணம்
496,Geschäft::N,бизнес,வாணிபம்
497,Laden::N,магазин,கடை
498,Preis::N,хак,விலை
499,Ware::N,тавар,சாமன்கள்
500,Nutzen::N,пайта,இலாபம்
501,Reichtum::N,мул,சொத்து
502,Welt::N,тӗнче,உலகம்
503,Land::N,ҫӗр-шыв,நாடு
504,Staat::N,патшàлӑх,நாடு
505,König::N,король,அரசன்
506,Macht::N,власть,அதிகாரம்
507,Grenze::N,чикӗ,எல்லை
508,Krieg::N,вӑрҫӑ,போர்
509,Feind::N,тӑшман,எதிரி
510,Gewalt::N,ирӗксӗрлӳ,வன்முறை
511,Kampf::N,кӗрешӳ,போராட்டம்
512,Bogen[Waffe]::N,ухӑ,வில்
513,Pfeil::N,ҫӗмрен,அம்பு
514,Pfeil::N,ухӑ йӗппи,அம்பு
515,Gewehr::N,пӑшал,துப்பாக்கி
516,Fehler::N,йӑнӑш,தவறு
517,Lüge::N,суя,பொய்
518,Lüge::N,ултав,பொய்
519,Schaden::N,сиен,சேதாரம்
520,Unglück::N,шар,இடையூறு
521,Unglück::N,инкек,இடையூறு
522,Schuld::N,айӑп,குற்றம்
523,Alter::N,ҫул шучӗ,வயது
524,Schluss::N,пӗтни,முடிவு
525,Schluss::N,пӗтмӗш,முடிவு
526,Zeit::N,вӑхӑт,காலம்
527,Tag::N,кун,நாள்
528,Morgen::N,ир,காலை நேரம்
529,Mittag::N,кӑнтӑрла,மதியம்
530,Abend::N,каҫ,மாலைப் பொழுது
531,Nacht::N,каҫ,இரவு
532,Woche::N,эрне,வாரம்
533,Monat::N,уйӑх,மாதம்
534,Jahr::N,ҫулталӑк,வருடம்
535,Frühling::N,ҫур,வசந்தம்
536,Frühling::N,ҫуркунне,வசந்தம்
537,Sommer::N,ҫу,கோடை
538,Sommer::N,ҫулла,கோடை
539,Herbst::N,кӗр,இலையுதிர் காலம்
540,Herbst::N,кӗркунне,இலையுதிர் காலம்
541,Winter::N,хӗл,குளிர்காலம்
542,Winter::N,хӗлле,குளிர்காலம்
543,Januar::N,январь,ஜனவரி
544,Februar::N,февраль,பிபரவரி மாதம்
545,Februar::N,кӗҫӗн кӑрлач,பிபரவரி மாதம்
546,März::N,март,மார்ச் மாதம்
547,März::N,пуш уйӑхӗ,மார்ச் மாதம்
548,April::N,апрель,ஏப்ரல் மாதம்
549,Mai::N,май,மே மாதம்
550,Juni::N,июнь,ஜூன் மாதம்
551,Juli::N,июль,ஜூலை மாதம்
552,August::N,август,ஆகஸ்ட் மாதம்
553,September::N,сентябрь,செப்டம்பர் மாதம்
554,September::N,авӑн уйӑхӗ,செப்டம்பர் மாதம்
555,Oktober::N,октябрь,அக்டோபர் மாதம்
556,November::N,ноябрь,நவம்பர் மாதம்
557,Dezember::N,раштав,டிசம்பர்
558,Dezember::N,декабрь,டிசம்பர்
559,Montag::N,тунти кун,திங்கட் கிழமை
560,Dienstag::N,ытлари кун,செவ்வாய்க்கிழமை
561,Mittwoch::N,юн кун,புதன் கிழமை
562,Donnerstag::N,кӗҫнерни кун,வியாழக் கிழமை
563,Freitag::N,эрне кун,வெள்ளிக்கிழமை
564,Samstag::N,шӑмат кун,சனிக்கிழமை
565,Sonntag::N,вырсарни кун,ஞாயிறுக் கிழமை
566,groß::A,пысӑк,பெரிய
567,klein::A,пӗчӗк,சிறிய
568,lang::A,вӑрӑм,நீண்ட
569,kurz::A,кӗске,குட்டையான
570,breit::A,сарлака,அகலமான
571,schmal::A,ансӑр,குறுகலான
572,dicht::A,йӑвӑ,அடர்த்தியான
573,dick[Gegenstand]::A,хулӑн,தடித்த
574,dünn::A,ҫинҫе,சன்னமான
575,dünn::A,ҫӳхе,சன்னமான
576,fein::A,тарай,மெல்லிய
577,fein::A,вӗлтӗрти,மெல்லிய
578,fest::A,тӗреклӗ,உறுதியாள
579,flach::A,лаптак,தட்டையான
580,glatt::A,такӑр,வழுவழுப்பான
581,hart::A,хытӑ,கடினமான
582,weich::A,ҫемҫе,மென்மையான
583,rund::A,ҫавра,உருண்டையான
584,spitz::A,шӗвӗр,திகந்தமாக
585,scharf::A,ҫивӗч,கூரான
586,stumpf::A,мӑка,உளம் திறந்த
587,stumpf::A,пуклак,உளம் திறந்த
588,stumpf::A,тӗрӗнчӗк,உளம் திறந்த
589,stumpf::A,ӑнкарусӑр,உளம் திறந்த
590,schwer::A,йывӑр,கனமான
591,schön::A,илемлӗ,அழகான
592,heiß::A,вӗри,சூடான
593,warm::A,ӑшӑ,இதமான
594,kalt::A,сивӗ,குளிர்ச்சியான
595,kühl::A,уҫӑ,குளிர்ச்சியான
596,frisch::A,уҫӑ,சுத்தமான
597,feucht::A,йӗпе,ஈரமான
598,nass::A,нӳрӗ,ஈரமான
599,trocken::A,типӗ,உலர்ந்த
600,voll::A,тулли,நிரம்பிய
601,leer::A,пушӑ,காலியான
602,offen::A,уҫӑ,திறந்த
603,geschlossen::A,хупӑ,மூடப்பட்ட
604,sauber::A,таса,சுத்தமான
605,schmutzig::A,пылчӑклӑ,அழக்கான
606,schmutzig::A,вараланчӑк,அழக்கான
607,roh::A,чӗрӗ,கச்சா
608,reif::A,пулнӑ,பழுத்த
609,reif::A,пиҫӗхнӗ,பழுத்த
610,reif::A,аталаннӑ,பழுத்த
611,reif::A,пиҫсе ҫитнӗ,பழுத்த
612,lecker::A,тутлӑ,சுவைமிக்க
613,lecker::A,техӗмлӗ,சுவைமிக்க
614,süß::A,пылак,இனிப்பான
615,bitter::A,йӳҫӗ,கசப்பான
616,sauer::A,йӳҫӗ,புளிப்பாக
617,sauer::A,йӳҫек,புளிப்பாக
618,sauer::A,кӑвасак,புளிப்பாக
619,hell::A,ҫутӑ,பளபளப்பான
620,dunkel::A,тӗттӗм,கருமையான
621,schwarz::A,хура,கருப்பு வண்ண
622,weiß::A,шурӑ,வெண்மையன
623,rot::A,хӗрлӗ,சிவப்பு
624,gelb::A,сарӑ,மஞ்சள் வண்ணம்
