,Concept_ID,en,ru
891,brechen::V,break,сломать
892,klopfen::V,knock,стучать
893,hauen::V,hit,бить
894,kleben::V,glue,клеить
895,reiben::V,rub,тереть
896,streichen::V,spread,намазать
897,schleifen::V,grind,точить
898,schneiden::V,cut,резать
899,rütteln::V,jolt,шатать
900,schütteln::V,shake,трясти
901,schwenken::V,swing,махать
902,schütten::V,pour,налить
903,füllen::V,fill,наполнить
904,einwickeln::V,wrap,завернуть
905,tragen::V,carry,нести
906,schleppen::V,drag,тащить
907,ziehen::V,pull,тянуть
908,aufbewahren::V,keep,хранить
909,werfen::V,throw,бросать
910,fangen::V,catch,ловить
911,packen::V,grab,схватить
912,verstecken::V,hide,спрятать
913,teilen::V,divide,разделить
914,schicken::V,send,посылать
915,bringen::V,bring,принести
916,hinzufügen::V,add,добавить
917,bekommen::V,get,достать
918,erhalten::V,receive,получить
919,nehmen::V,take,взять
920,wählen::V,choose,выбрать
921,auswählen::V,select,отобрать
922,bewahren::V,preserve,сохранить
923,behindern::V,hinder,препятствовать
924,verderben::V,spoil,испортить
925,beschädigen::V,damage,повредить
926,zerbrechen::V,break,разбить
927,zerreißen::V,tear,разорвать
928,zerstören::V,destroy,разрушить
929,verbrennen::V,burn,сжечь
930,geben::V,give,дать
931,reichen::V,hand,передать
932,schenken::V,give,дарить
933,versprechen::V,promise,обещать
934,wünschen::V,wish,желать
935,loben::V,praise,хвалить
936,küssen::V,kiss,целовать
937,wiegen::V,rock,качать
938,zudecken::V,cover,накрыть
939,wecken::V,wake,разбудить
940,zeigen::V,show,показать
941,führen::V,guide,вести
942,lehren::V,teach,учить
943,unterrichten::V,instruct,преподавать
944,aufziehen::V,bring up,воспитать
945,leiten::V,lead,руководить
946,antreiben::V,urge,подгонять
947,lassen::V,let,заставить
948,einladen::V,invite,пригласить
949,vereinigen::V,unite,объединить
950,besuchen::V,visit,посетить
951,treffen::V,meet,встретить
952,sich versammeln::V,assemble,собраться
953,spielen::V,play,играть
954,singen::V,sing,петь
955,tanzen::V,dance,плясать
956,tanzen::V,dance,танцевать
957,sich trennen::V,separate,расстаться
958,verlassen::V,leave,покинуть
959,retten::V,rescue,спасти
960,bewachen::V,guard,охранять
961,schützen::V,protect,уберегать
962,verteidigen::V,defend,защитить
963,sich schlagen::V,brawl,драться
964,schießen::V,shoot,стрелять
965,siegen::V,win,победить
966,ärgern::V,annoy,сердить
967,schlagen::V,beat,ударить
968,treten::V,kick,пинать
969,stechen::V,sting,уколоть
970,stoßen::V,shove,толкнуть
971,stehlen::V,steal,украсть
972,stören::V,disturb,помешать
973,belästigen::V,bother,надоедать
974,verbergen::V,conceal,скрыть
975,täuschen::V,deceive,обмануть
976,betrügen::V,cheat,смошенничать
977,töten::V,kill,убить
978,wohnen::V,dwell,проживать
979,arbeiten::V,work,работать
980,sammeln::V,gather,собрать
981,pflücken::V,pick,рвать
982,pflücken::V,pick,срывать
983,jagen::V,hunt,охотиться
984,fischen::V,fish,рыбачить
985,fassen::V,catch,поймать
986,hüten::V,herd,пасти
987,treiben::V,drive,гнать
988,anbinden::V,tie up,привязать
989,füttern::V,feed,кормить
990,melken::V,milk,доить
991,hacken::V,chop,рубить
992,gießen::V,water,полить
993,reifen::V,ripen,созреть
994,zubereiten::V,cook,приготовить
995,kochen::V,boil,варить
996,backen::V,bake,печь
997,braten::V,fry,жарить
998,umrühren::V,stir,перемешать
999,stricken::V,knit,вязать
1000,nähen::V,sew,шить
1001,färben::V,dye,покрасить
1002,reinigen::V,clean,очистить
1003,waschen::V,wash,стирать
1004,abwischen::V,wipe,вытереть
1005,spülen::V,rinse,полоскать
1006,fegen::V,sweep,подметать
1007,kehren::V,sweep,мести
1008,baden::V,bath,купаться
1009,sich waschen::V,wash,мыться
1010,ausziehen::V,take off,снять
1011,anziehen::V,put on,надеть
1012,sich anziehen::V,get dressed,одеться
1013,kämmen::V,comb,причесать
1014,schmücken::V,decorate,украсить
1015,sagen::V,say,сказать
1016,sprechen::V,speak,говорить
1017,reden::V,talk,разговаривать
1018,sich unterhalten::V,chat,беседовать
1019,fragen::V,ask,спросить
1020,bitten::V,request,просить
1021,erzählen::V,tell,рассказать
1022,mitteilen::V,convey,сообщить
1023,nennen::V,name,назвать
1024,rufen::V,call,звать
1025,prahlen::V,brag,хвастаться
1026,übersetzen::V,translate,перевести
1027,denken::V,think,думать
1028,glauben::V,believe,верить
1029,bemerken::V,notice,заметить
1030,erkennen::V,recognize,узнать
1031,begreifen::V,grasp,понять
1032,begreifen::V,grasp,постичь
1033,verstehen::V,understand,услышать
1034,lernen::V,learn,учиться
1035,wissen::V,know,знать
1036,sich erinnern an::V,remember,вспомнить
1037,vergessen::V,forget,забыть
1038,messen::V,measure,мерить
1039,zählen::V,count,считать
1040,rechnen::V,calculate,считать
1041,lesen::V,read,читать
1042,malen::V,paint,рисовать
1043,zeichnen::V,draw,рисовать
1044,schreiben::V,write,писать
1045,besitzen::V,own,иметь
1046,kaufen::V,buy,купить
1047,verkaufen::V,sell,продать
1048,bezahlen::V,pay for,заплатить
1049,zahlen::V,pay,платить
1050,beherrschen::V,rule,владеть
1051,ertragen::V,endure,вытерпеть
