,Concept_ID,te,ar
123,Stamm::N,చెట్టుబోదె,جذع
124,Rinde::N,చెట్టుపట్ట,قشرة
125,Ast::N,కొమ్మ,فرع
126,Zweig::N,చివుకు,غصن
127,Blatt::N,ఆకు,ورقة
128,Birke::N,తరహా చెట్టు,قضبان
129,Kiefer[Baum]::N,దేవదారు చెట్టు,صنوبرة
130,Weide[Baum]::N,జాతిచెట్టు,صفصاف
131,Tanne::N,దేవదారుచెట్టు,شوح
132,Tanne::N,దేవదారుచెట్టు,تبوب
133,Horn::N,కొమ్ము,قرن
134,Feder::N,ఈక,ريشة
135,Fell::N,తోలు,فرو
136,Flügel::N,ఱెక్క,جناح
137,Klaue::N,వంకరగోరు,مخلب
138,Kralle::N,వంకరగోరు,مخلب
139,Schwanz::N,తోక,ذيل
140,Ei::N,గ్రుడ్డు,بيض
141,Nest::N,పక్షిగూడు,عش
142,Bau::N,గుహ,جحر
143,Tier::N,జంతువు,حيوان
144,Herde::N,మంద,قطيع
145,Kuh::N,ఆవు,بقرة
146,Bulle::N,గిత్త,ثور
147,Pferd::N,గుఱ్ఱము,خيل
148,Schaf::N,గొఱ్ఱె,شاة
149,Schwein::N,పంది,خنزير
150,Hund::N,కుక్క,كلب
151,Katze::N,పిల్లి,قطة
152,Bär::N,ఎలుగుబంటి,دب
153,Eichhörnchen::N,ఉడుత,سنجاب
154,Elch::N,కణంజు,موظ
155,Fuchs::N,గుంటనక్క,ثعلب
156,Hase::N,కుందేలు,أرنب
157,Maus::N,చిట్టెలుక,فأرة
158,Wolf::N,తోడేలు,ذئب
159,Vogel::N,పక్షి,طير
160,Schwarm::N,గుంపు,سرب
161,Huhn::N,కోడిపిల్ల,دجاجة
162,Hahn::N,కోడివుంజు,ديك
163,Gans::N,ఆడుబాతు,وزة
164,Adler::N,గ్రద్ద,نسر
165,Ente::N,పాట్టిబాతు,بطة
166,Eule::N,గ్రుడ్లగూబ,بوم
167,Kranich::N,కొంగ,كركي
168,Krähe::N,కాకి,غراب
169,Kuckuck::N,కోయల,وقواق
170,Schwan::N,హంస,إوز عراقي
171,Fisch::N,చేప,سمك
172,Barsch::N,ఒకచేఁప,فرخ أوربي
173,Hecht::N,గండుమీను,سمك الكراكي
174,Schlange[Tier]::N,పాము,حية
175,Schlange[Tier]::N,పాము,ثعبان
176,Wurm::N,పురుగు,دودة
177,Spinne::N,సాలె పురుగు,عنكبوت
178,Ameise::N,చీమ,نملة
179,Laus::N,పేను,قملة
180,Mücke::N,చీకటీగ,ناموسة
181,Fliege::N,ఈగ,ذبابة
182,Schmetterling::N,సీతాకోకచిలుక,فراشة
183,Beere::N,కాయ,حبة
184,Apfel::N,ఆపిల్ పండు,تفاح
185,Pilz::N,కుక్కగొడుగు,فطر
186,Zwiebel::N,నీరుల్లి,بصل
187,Saat::N,విత్తనము,زرع
188,Korn::N,గింజ,حبة
189,Heu::N,ఎండుగడ్డి,دريس
190,Schale::N,పొట్టు,قشرة
191,Grube::N,గొయ్యి,نقرة
192,Falle::N,బోను,فخ
193,Falle::N,బోను,مصيدة
194,Schlinge::N,ఉరి,عروة
195,Spur::N,జాడ,أثر
196,Asche::N,బూడిద,رماد
197,Dreck::N,ముఱికి,قذر
198,Eisen::N,ఇనుము,حديد
199,Gold::N,బంగారము,ذهب
200,Silber::N,వెండి,فضة
201,Kohle::N,నేలబొగ్గు,فحم
202,Glas::N,గాజు,زجاج
203,Lehm::N,బంకమన్ను,طين
204,Sand::N,ఇసుక,رمل
205,Mensch::N,నరుడు,إنسان
206,Mann::N,పురుమడు,رجل
207,Frau::N,ఆడుది,امرأة
208,Kind::N,బిడ్డ,طفل
209,Junge::N,బాలుడు,ولد
210,Mädchen::N,బాలిక,بنت
211,Familie::N,కుటుంబము,عائلة
212,Großvater::N,తాత,جد
213,Großmutter::N,అయ్యమ్మ,جدة
214,Eltern::N,తల్లితండ్రులు,أبوان
215,Eltern::N,తల్లితండ్రులు,والدان
216,Vater::N,తండ్రి,أب
217,Mutter::N,తల్లి,أم
218,Sohn::N,కొడుకు,إبن
219,Tochter::N,కూతురు,بنت
220,Tochter::N,కూతురు,إبنة
221,Bruder::N,పోదరుడు,أخ
222,Bruder::N,పోదరుడు,شقيق
223,Schwester::N,సోదరి,أخت
224,Onkel::N,మేనమామ,عم
225,Tante::N,మేనత్త,عمة
226,Tante::N,పినతల్లి,عمة
227,Ehemann::N,భర్త,زوج
228,Ehefrau::N,భార్య,زوجة
229,Freude::N,సంతోషము,فرح
230,Freude::N,సంతోషము,سرور
231,Gelächter::N,నవ్వు,قهقهة
232,Glück::N,సంతోషము,سعادة
233,Kummer::N,దుఃఖము,غم
234,Wunsch::N,కోరిక,منية
235,Lust::N,కోరిక,شهوة
236,Geist::N,ఆత్మ,روح
237,Gedanke::N,ఆలోచన,فكرة
238,Gedächtnis::N,జ్ఞాపకము,ذاكرة
239,Verstand::N,మనస్సు,عقل
240,Sinn::N,అర్థము,معنى
241,Grund::N,కారణము,سبب
242,Wahrheit::N,సత్యము,حقيقة
243,Gespräch::N,పంభాషణ,محادثة
244,Märchen::N,అద్భుతకథ,خرافة
245,Erzählung::N,కథ,قصة
246,Erzählung::N,కథ,حكاية
247,Nachricht::N,వార్త,خبر
248,Neuigkeit::N,వార్త,خبر جديد
249,Name::N,పేరు,اسم
250,Rätsel::N,చిక్కు,لغز
251,Rede::N,ఉపన్యాసము,خطبة
252,Sprache::N,భాష,لغة
253,Stimme::N,కంరథ్సని,صوت
254,Wort::N,మాట,كلمة
255,Zeichen::N,గుర్తు,رمز
256,Zeichen::N,గుర్తు,إشارة
257,Ruf::N,పిలువు,نداء
258,Lärm::N,సందడి,صخب
259,Lärm::N,సందడి,ضجة
260,Laut::N,ధ్వని,صوت
261,Ton::N,స్వరము,نغمة
262,Lied::N,పాట,أغنية
263,Ruhe::N,గాలిలేమి,هدوء
264,Leute::N,జనులు,ناس
265,Volk::N,జాతి,شعب
266,Arbeit::N,పని,عمل
267,Gast::N,అతిధి,ضيف
268,Geschenk::N,దానము,هدية
269,Spiel::N,ఆట,لعب
270,Gesellschaft::N,జట్టు,صحبة
271,Hilfe::N,సాహాయ్యము,عون
272,Hilfe::N,సాహాయ్యము,مساعدة
273,Freund::N,స్నేహితుడు,صديق
274,Kamerad::N,చెలికాడు,زميل
275,Angelegenheit::N,విషయము,أمر
276,Angelegenheit::N,విషయము,شأن
277,Anzahl::N,లెక్క,عدد
278,Art::N,జాతి,نوع
279,Stück::N,తునుక,قطعة
280,Teil::N,భాగము,قسم
281,Hälfte::N,సగము,نصف
282,Kreis::N,వృత్తము,دائرة
283,Kreuz::N,సిలువ,صليب
284,Linie::N,గీత,خط
285,Strich::N,గీత,شرطة
286,Abstand::N,సందు,مسافة
287,Entfernung::N,దూరము,بعد
288,Gegend::N,విస్తీర్ణము,ناحية
289,Platz::N,ఎడము,فراغ
290,Ort::N,స్థలము,مكان
291,Seite::N,ప్రక్క,جانب
292,Mitte::N,నడిమి,وسط
293,Gegenstand::N,పద్దు,موضوع
294,Sache::N,వస్తువు,شيء
295,Rand::N,అంచు,حافة
296,Kante::N,అంచు,حافة
297,Ecke::N,మూల,ركن
298,Spitze::N,మొన,سن
299,Ende::N,కొన,طرف
300,Loch::N,రంధ్రము,ثقب
301,Winkel::N,కోణము,زاوية
302,Muster::N,మాదిరి,عينة
303,Größe::N,పరిమాణము,حجم
304,Länge::N,పొడుగు,طول
305,Höhe::N,పొడుగు,علو
306,Höhe::N,పొడుగు,ارتفاع
307,Gewicht::N,భారము,وزن
308,Menge::N,మొత్తము,كمية
309,Haufen::N,రాశి,كوم
310,Reihe::N,వరుస,صف
311,Boot::N,పడవ,قارب
312,Boot::N,పడవ,زورق
313,Ruder::N,అడక,مجذاف
314,Schlitten::N,సరవండ్లు,مزلقة
315,Ski::N,స్కీ,زلاجة
316,Lagerfeuer::N,నెగడు,نار المخيم
317,Last::N,బరువు,حمل
318,Gang::N,నడక,مشية
319,Schritt::N,అడుగు,خطوة
320,Norden::N,ఉత్తరదిక్కు,شمال
321,Süden::N,దక్షిణము,جنوب
322,Westen::N,పడమర,غرب
323,Osten::N,తూర్పు,شرق
324,Holz::N,కొయ్య,خشب
325,Brett::N,పలక,لوح
326,Platte::N,పలక,صفيحة
327,Stütze::N,వాల్సేడ్లు,سند
328,Stütze::N,వాల్సేడ్లు,دعامة
329,Stange::N,స్తంభము,عود
330,Stock::N,కఱ్ఱ,عصا
331,Stab::N,కఱ్ఱ,قضيب
332,Rohr::N,గొట్టము,أنبوبة
333,Haus::N,ఇల్లు,دار
334,Haus::N,ఇల్లు,بيت
335,Heim::N,స్వగృహము,بيت
336,Heim::N,స్వగృహము,مسكن
337,Ofen::N,పొయ్యి,مدفأة
338,Fußboden::N,నేల,أرضية
339,Tisch::N,మేజా,مائدة
340,Stuhl::N,కుర్చీ,كرسي
341,Wiege::N,ఉయ్యాల,مهد
342,Bett::N,పడక,سرير
343,Bett::N,మంచం,سرير
344,Regal::N,అటక,رف
345,Kiste::N,వెట్టె,صندوق
346,Fenster::N,కిటికి,شباك
347,Fenster::N,కిటికి,نافذة
348,Tür::N,ద్వారము,باب
349,Tor::N,ద్వారము,بوابة
350,Zaun::N,కంచె,سياج
351,Dach::N,ఇంటివైకప్పు,سطح
352,Leiter::N,నిచ్చెన,سلم
353,Besen::N,చీపురుకట్ట,مكنسة
354,Spaten::N,పాఱ,مسحاة
355,Schaufel::N,పాఱ,مجرفة
356,Gabel::N,ముండ్లగరిటె,شوكة
357,Löffel::N,గరిటె,ملعقة
358,Messer::N,కత్తి,سكين
359,Nagel::N,మేకు,مسمار
360,Netz::N,వల,شبكة
361,Haken::N,కొక్కెము,خطاف
362,Haken::N,కొక్కెము,صنارة
363,Griff::N,పిడి,قبضة
364,Schloss::N,తాళము,قفل
365,Bild::N,చిత్రము,صورة
366,Figur::N,రూపము,تمثال
367,Puppe::N,బొమ్మ,دمية
368,Beutel::N,సంచి,كيس
369,Bündel::N,మూట,ربطة
370,Tasche::N,సంచి,شنطة
371,Tasche::N,సంచి,محفظة
372,Eimer::N,చేద,سطل
373,Eimer::N,చేద,جردل
374,Deckel::N,మూత,سداد
375,Geschirr::N,వంటకాలు,أوان
376,Sack::N,గోనెసంచి,زكيبة
377,Tasse::N,గిన్నె,فنجان
378,Topf::N,కుండ,قدر
379,Topf::N,కుండ,طنجرة
380,Kessel::N,నీరుకాచుపాత్ర,قدر
381,Kessel::N,నీరుకాచుపాత్ర,غلاية
382,Essen::N,ఆహారము,طعام
383,Nahrung::N,ఆహారము,غذاء
384,Speise::N,ఆహారము,أكل
385,Fleisch::N,మాంసము,لحم
386,Getreide::N,ధాన్యము,حبوب
387,Brei::N,గుజ్జు,عصيدة
388,Brot::N,రొట్టె,خبز
389,Scheibe::N,బద్ద,شريحة
390,Fett::N,క్రొవ్వు,سمن
391,Butter::N,వెన్న,زبدة
392,Öl::N,నూనె,زيت
393,Salz::N,ఉప్పు,ملح
394,Suppe::N,చారు,حساء
395,Suppe::N,చారు,شربة
396,Honig::N,తెనె,عسل
397,Milch::N,పాలు,حليب
398,Tee::N,తేనీరు,شاي
399,Leder::N,బాగుచేసివతోలు,جلد
400,Wolle::N,ఉన్ని,صوف
401,Stoff::N,బట్ట,قماش
402,Nadel::N,సూది,إبرة
403,Faden::N,దారము,خيط
404,Knopf::N,బొత్తాము,زر
405,Knoten::N,ముడి,عقدة
406,Farbe::N,రంగు,صبغة
407,Kleidung::N,బట్టలు,ملابس
408,Hemd::N,చొక్కాయ,قميص
409,Kragen::N,మాల,ياقة
410,Ärmel::N,చొక్కాయచెయ్యి,كم
411,Hose::N,ఇజారు,سروال
412,Hose::N,ఇజారు,بنطلون
413,Gürtel::N,పటకా,حزام
414,Mütze::N,టోపి,طاقية
415,Schuh::N,పాదరక్ష,حذاء
416,Stiefel::N,బూటు,جزمة
417,Stiefel::N,బూటు,حذاء طويل
418,Ring::N,ఉంగరము,حلقة
419,Band::N,నాడా,شريط
420,Kamm::N,దువ్వెన,مشط
421,Spiegel::N,అద్దము,مرآة
422,Riemen::N,వాడా,سير
423,Schnur::N,దారము,حبل
424,Schnur::N,దారము,دوبارة
425,Leine::N,వారు,قيد
426,Decke::N,కంబళి,بطانية
427,Kissen::N,తలగడ,وسادة
428,Tuch::N,బట్ట,منديل
429,Handtuch::N,తువాలు,فوطة
430,Handtuch::N,తువాలు,منشفة
431,Kraft::N,బలము,قدرة
432,Stärke::N,శక్తి,قوة
433,Gesundheit::N,ఆరోగ్యము,صحة
434,Krankheit::N,రోగము,مرض
435,Schmerz::N,నొప్పి,ألم
436,Schmerz::N,నొప్పి,وجع
437,Wunde::N,గాయము,جرح
438,Fieber::N,జ్వరము,حمى
439,Arznei::N,మందు,دواء
440,Brücke::N,వంతెన,جسر
441,Brunnen::N,బావి,بئر
442,Brunnen::N,కూపము,بئر
443,Brunnen::N,నుయ్యి,بئر
444,Weide::N,పచ్చికబయలు,مرعى
445,Pfad::N,కాలిత్రోవ,درب
446,Weg::N,మార్గము,سكة
447,Straße::N,బాట,طريق
448,Dorf::N,గ్రామము,قرية
449,Stadt::N,పట్టణము,مدينة
450,Brief::N,జాబు,خطاب
451,Brief::N,జాబు,مكتوب
452,Buch::N,పుస్తకము,كتاب
453,Buchstabe::N,అక్షరము,حرف
454,Zeitung::N,వార్తాపత్రిక,جريدة
455,Leben::N,ప్రాణము,عيش
456,Leben::N,ప్రాణము,حياة
457,Tod::N,మరణము,موت
458,Tod::N,మరణము,وفاة
459,Grab::N,సమాధి,قبر
460,Kirche::N,క్రెస్తవులగుడి,كنيسة
461,Sünde::N,పాపము,خطيئة
462,Gott::N,దేవుడు,إله
463,Arbeiter::N,పనిపాటుచేశేవాడు,عامل
464,Chef::N,యజమానుడు,رئيس
465,Meister::N,కళాకారుడు,أسطى
466,Arzt::N,వైద్యుడు,طبيب
467,Lehrer::N,ఉపాధ్యాయుడు,مدرس
468,Geld::N,ద్రవ్యము,نقود
469,Geschäft::N,వ్యాపారము,صفقة
470,Laden::N,అంగడి,دكان
471,Preis::N,వెల,سعر
472,Ware::N,సరకులు,بضاعة
473,Nutzen::N,ప్రయోజనము,فائدة
474,Reichtum::N,ధనము,غنى
475,Reichtum::N,ధనము,ثروة
476,Welt::N,ప్రపంచము,عالم
477,Welt::N,ప్రపంచము,دنيا
478,Land::N,దేశము,بلد
479,Staat::N,రాజ్యము,دولة
480,König::N,రాజు,ملك
481,Macht::N,అధికారము,سلطة
482,Grenze::N,సరిహద్దు,حدود
483,Krieg::N,యుద్ధము,حرب
484,Feind::N,శత్రువు,عدو
485,Gewalt::N,దౌర్జన్యము,عنف
486,Kampf::N,పోట్లాట,قتال
487,Bogen[Waffe]::N,విల్లు,قوس
488,Pfeil::N,బాణము,سهم
489,Gewehr::N,తుపాకి,بندقية
490,Fehler::N,తప్ప,خطأ
491,Lüge::N,అసత్యము,كذب
492,Schaden::N,నష్టము,تلف
493,Unglück::N,దురదృష్టము,نحس
494,Schuld::N,తప్పు,ذنب
495,Alter::N,వయస్సు,سن
496,Alter::N,వయస్సు,عمر
497,Schluss::N,ముగింపు,ختام
498,Schluss::N,ముగింపు,نهاية
499,Zeit::N,కాలము,وقت
500,Tag::N,దినము,يوم
501,Morgen::N,ఉదయము,صباح
502,Mittag::N,మధ్యాహ్నము,ظهر
503,Abend::N,సాయంకాలము,مساء
504,Nacht::N,రత్రి,ليلة
505,Woche::N,వారము,أسبوع
506,Monat::N,నెల,شهر
507,Jahr::N,సంవత్సరము,عام
508,Jahr::N,సంవత్సరము,سنة
509,Frühling::N,వసంతకాలము,ربيع
510,Sommer::N,వేసవికాము,صيف
511,Herbst::N,ఆకురాలుకాలము,خريف
512,Winter::N,శీతకాలము,شتاء
513,Januar::N,జనవరి,يناير
514,Januar::N,జనవరి,كانون الثاني
515,Februar::N,ఫిబ్రవరి,شباط
516,Februar::N,ఫిబ్రవరి,فبراير
517,März::N,మార్చి,آذار
518,März::N,మార్చి,مارس
519,April::N,ఏప్రిలు,نيسان
520,Mai::N,మే,مايو
521,Juni::N,జూన్,يونيو
522,Juni::N,జూన్,حزيران
523,Juli::N,జూలై,تموز
524,Juli::N,జూలై,يوليو
525,August::N,ఆగస్టు,آب
526,August::N,ఆగస్టు,أغسطس
527,September::N,సెప్ఠెంబరు,أيلول
528,September::N,సెప్ఠెంబరు,سبتمبر
529,Oktober::N,అక్టోబరు,أكتوبر
530,Oktober::N,అక్టోబరు,تشرين الأول
531,November::N,నవంబరు,نوفمبر
532,November::N,నవంబరు,تشرين الثاني
533,Dezember::N,డిసెంబర్,ديسمبر
534,Dezember::N,డిసెంబర్,كانون الأول
535,Montag::N,సోమవారము,يوم الاثنين
536,Dienstag::N,మంగళవారము,يوم الثلاثاء
537,Mittwoch::N,బుధవారము,يوم الأربعاء
538,Donnerstag::N,గురువారము,يوم الخميس
539,Freitag::N,శుక్రవారము,يوم الجمعة
540,Samstag::N,శనివారము,يوم السبت
541,Sonntag::N,ఆదివారము,يوم الأحد
542,groß::A,గొప్పైన,كبير
543,klein::A,చిన్న,صغير
544,lang::A,పొడుగాటి,طويل
545,kurz::A,పొట్టి,قصير
546,breit::A,వెడల్పైన,واسع
547,schmal::A,ఇఱుకైన,ضيق
548,dicht::A,దట్టమైన,كث
549,dicht::A,దట్టమైన,كثيف
550,dick[Gegenstand]::A,దట్టమైన,غليظ
551,dünn::A,పలుచని,رفيع
552,fein::A,నాజాకైన,رقيق
553,fest::A,దృడమైవ,متين
554,flach::A,చదువైన,سهل
555,flach::A,చదువైన,منبسط
556,glatt::A,నున్నని,ناعم
557,hart::A,కఠినమైన,صلب
558,hart::A,కఠినమైన,جامد
559,weich::A,మృదువైన,لين
560,rund::A,గుండ్రని,مستدير
561,spitz::A,మొనగల,مدبب
562,scharf::A,పదనైన,حاد
563,stumpf::A,వాడిలేని,ثالم
564,schwer::A,బరువ్తెన,ثقيل
565,schön::A,సుందరమైన,جميل
566,heiß::A,వేడియైన,حار
567,heiß::A,వేడియైన,ساخن
568,warm::A,వెచ్చని,دافئ
569,kalt::A,చల్లని,بارد
570,kühl::A,చల్లని,قر
571,frisch::A,తాజాయైన,طازج
572,feucht::A,చెమ్మగానున్న,رطب
573,nass::A,తడిగామన్న,مبلول
574,trocken::A,ఎండిన,جاف
575,voll::A,నిండు,ملء
576,leer::A,శూన్యమైన,خال
577,leer::A,శూన్యమైన,فارغ
578,offen::A,తెఱచియున్న,مفتوح
579,geschlossen::A,మూసిన,مغلق
580,sauber::A,పరిశుద్ధమైన,نظيف
581,schmutzig::A,ముఱికియైన,قذر
582,roh::A,పచ్చి,نيء
583,reif::A,పండివ,ناضج
584,lecker::A,రుచి గల,لذيذ
585,süß::A,తియ్యని,حلو
586,bitter::A,చేదైన,مر
587,sauer::A,పుల్లని,حامض
588,hell::A,కాంతిగల,نير
589,dunkel::A,చీకటియైన,مظلم
590,schwarz::A,నల్లని,أسود
591,weiß::A,తెలుపు,أبيض
592,rot::A,ఎఱ్ఱని,أحمر
593,gelb::A,పసుపు పచ్చ,أصفر
594,blau::A,నీలవర్ణము,أزرق
595,grün::A,ఆకుపచ్చని,أخضر
596,grau::A,నెరిసిన,رمادي
597,bunt::A,రంగేలీ,ملوب
598,billig::A,చౌకయైన,رخيص
599,teuer::A,వెలపొడుగైన,غال
600,wertvoll::A,విలుప్తెన,ثمين
601,blind::A,గ్రుడ్డి,أعمى
602,taub::A,చెవిటి,أصم
603,taub::A,చెవిటి,أطرش
604,kräftig::A,శక్తి గల,قوي
605,stark::A,బలమైన,قوي
606,schwach::A,బలహీనమైన,ضعيف
607,fett::A,క్రొవ్విన,سمين
608,schlank::A,సన్నని,أهيف
609,hübsch::A,సాగప్తెన,جميل
610,böse::A,చెడ్డ,رديء
611,dumm::A,తెలివిలేని,أبله
612,dumm::A,తెలివిలేని,أحمق
613,faul::A,సోమరియైన,كسلان
614,fleißig::A,శ్రద్దగల,مجتهد
615,geizig::A,పిసినారియైన,بخيل
616,klug::A,తెలివిగల,ذكي
617,klug::A,తెలివిగల,عاقل
618,geschickt::A,నిపుణతగల,ماهر
619,lieb::A,ప్రియమైన,عزيز
620,lustig::A,ఉల్లాసము గల,مرح
621,sanft::A,సాధువైన,حليم
622,hungrig::A,ఆకలిగొనిన,جائع
623,krank::A,వ్యాధిగల,مريض
624,nackt::A,దిగంబరమైన,عار
625,traurig::A,విచారముగల,حزين
626,lebendig::A,ప్రాణముతో నున్న,حي
627,gut::A,మంచి,جيد
628,schlecht::A,చెడ్డ,سيء
629,richtig::A,సరియైన,صحيح
630,schlimm::A,అసహ్యమైన,خبيث
631,wahr::A,నిజమైన,حق
632,alt::A,ముసలి,قديم
633,neu::A,క్రొత్త,جديد
634,ehemalig::A,పూర్వపు,سابق
635,alt[Lebewesen]::A,ముసలి,مسن
636,jung::A,పసి,شاب
637,jung::A,పసి,صغير
638,arm::A,బీద,فقير
639,reich::A,ధనవంతుడైన,غني
640,bekannt::A,తెలిసిన,معلوم
641,berühmt::A,ప్రపిద్దికెక్కివ,مشهور
642,fremd::A,అన్యమైన,أجنبي
643,verschieden::A,భేదమైన,مختلف
644,nah::A,దగ్గఱనున్న,قريب
645,fern::A,దూరమందున్న,بعيد
646,linker::A,ఎడమప్రక్కగ,يسار
647,rechter::A,కుడి,يمين
648,anderer::A,వేఱ్తెన,آخر
649,erster::A,మొదటి,أول
650,zweiter::A,రెండన,ثان
651,dritter::A,మూడో,ثالث
652,letzter::A,కడపటి,أخير
653,allein::ADV,ఒంటిగా,وحده
654,auf einmal::ADV,హరాత్తుగ,بالمرة
655,zusammen::ADV,కలిసి,معا
656,lange::ADV,బహుకాలము,مدة طويلة
657,plötzlich::ADV,హరాత్తుగ,فجأة
658,sofort::ADV,తక్షణము,حالا
659,sofort::ADV,తక్షణము,فورا
660,später::ADV,ఇటీవలి,فيما بعد
661,jetzt::ADV,ఇప్పుడు,الآن
662,jetzt::ADV,ఇప్పుడు,حاليا
663,heute::ADV,నేడు,اليوم
664,morgen::ADV,ఱేపు,غدا
665,bald::ADV,శీఘ్రముగ,قريبا
666,dann::ADV,అప్పుడు,ثم
667,gestern::ADV,నిన్నటి దినము,أمس
668,gestern::ADV,నిన్నటి దినము,البارحة
669,einst::ADV,పూర్వమొకప్పుడు,قديما
670,damals::ADV,అప్పుడు,حينئذ
671,danach::ADV,అప్పుడు,ثم
672,danach::ADV,అప్పుడు,بعد ذلك
673,vorher::ADV,ఎదుట,من قبل
674,vorher::ADV,ఎదుట,قبل ذلك
675,zuerst::ADV,మొదటిలో,أولا
676,einmal::ADV,ఒకసారి,مرة
677,manchmal::ADV,అప్పటప్పటికి,أحيانا
678,oft::ADV,తఱచుగా,كثيرا
679,immer::ADV,ఎల్లప్పుడు,دائما
680,niemals::ADV,ఎప్పుడునులేదు,لا أبدا
