,Concept_ID,ca,sv
177,Bulle::N,toro,tjur
178,Pferd::N,cavāll,häst
179,Schaf::N,be,får
180,Schaf::N,ovella,får
181,Schwein::N,bacó,svin
182,Hund::N,ca,hund
183,Hund::N,gos,hund
184,Katze::N,gat,katt
185,Bär::N,ós,björn
186,Eichhörnchen::N,esquirol,ekorre
187,Elch::N,ant,älg
188,Fuchs::N,guilla,räv
189,Hase::N,llebre,hare
190,Maus::N,ratolí,mus
191,Wolf::N,llop,varg
192,Vogel::N,au,fågel
193,Vogel::N,ocēll,fågel
194,Schwarm::N,bandada,svärm
195,Huhn::N,gallina,höns
196,Hahn::N,gall,tupp
197,Gans::N,oca,gås
198,Adler::N,àguila,örn
199,Ente::N,ànec,anka
200,Eule::N,òliba,uggla
201,Eule::N,mussol,uggla
202,Kranich::N,grua,trana
203,Krähe::N,cornella,kråka
204,Kuckuck::N,cucut,gök
205,Schwan::N,cigne,svan
206,Fisch::N,peix,fisk
207,Barsch::N,perca,abborre
208,Hecht::N,lluç,gädda
209,Schlange[Tier]::N,serp,orm
210,Wurm::N,cuc,mask
211,Spinne::N,aranya,spindel
212,Ameise::N,formiga,myra
213,Laus::N,poll,lus
214,Mücke::N,mosquit,mygga
215,Fliege::N,mosca,fluga
216,Schmetterling::N,papallona,fjäril
217,Beere::N,baia,bär
218,Apfel::N,poma,äpple
219,Pilz::N,bolet,svamp
220,Zwiebel::N,ceba,lök
221,Saat::N,sembra,sådd
222,Korn::N,gra,korn
223,Heu::N,fenc,hö
224,Schale::N,closca,skal
225,Grube::N,sot,grop
226,Grube::N,clot,grop
227,Falle::N,trampa,fälla
228,Schlinge::N,baga,snara
229,Spur::N,traça,spår
230,Asche::N,cendra,aska
231,Dreck::N,llot,lort
232,Eisen::N,ferro,järn
233,Gold::N,or,guld
234,Silber::N,plata,silver
235,Kohle::N,carbó,kol
236,Glas::N,vidre,glas
237,Lehm::N,fang,lera
238,Lehm::N,argila,lera
239,Sand::N,arena,sand
240,Mensch::N,humà,människa
241,Mensch::N,persona,människa
242,Mann::N,home,man
243,Frau::N,dona,kvinna
244,Kind::N,nen,barn
245,Junge::N,noi,pojke
246,Mädchen::N,noia,flicka
247,Familie::N,família,familj
248,Großvater::N,avi,morfar
249,Großmutter::N,àvia,farmor
250,Eltern::N,pares,föräldrar
251,Vater::N,pare,far
252,Mutter::N,mare,mor
253,Sohn::N,fill,son
254,Tochter::N,filla,dotter
255,Bruder::N,germà,bror
256,Schwester::N,germana,syster
257,Onkel::N,oncle,morbror
258,Tante::N,tia,tant
259,Ehemann::N,espòs,äkta man
260,Ehefrau::N,muller,hustru
261,Freude::N,goig,fröjd
262,Freude::N,goig,glädje
263,Freude::N,alegria,fröjd
264,Freude::N,alegria,glädje
265,Gelächter::N,riallada,åtlöje
266,Glück::N,felicitat,lycka
267,Kummer::N,pena,sorg
268,Wunsch::N,desig,önskan
269,Lust::N,ganes,lust
270,Geist::N,ment,ande
271,Geist::N,esperit,ande
272,Gedanke::N,pensament,tanke
273,Gedächtnis::N,memòria,minne
274,Verstand::N,raó,förstånd
275,Verstand::N,seny,förstånd
276,Sinn::N,solta,mening
277,Sinn::N,solta,betydelse
278,Sinn::N,sentit,mening
279,Sinn::N,sentit,betydelse
280,Grund::N,raó,skäl
281,Grund::N,raó,grund
282,Grund::N,causa,skäl
283,Grund::N,causa,grund
284,Wahrheit::N,veritāt,sanning
285,Gespräch::N,conversa,samtal
286,Märchen::N,conte,saga
287,Erzählung::N,narració,berättelse
288,Nachricht::N,missatge,meddelande
289,Neuigkeit::N,novetat,nyhet
290,Name::N,nom,namn
291,Rätsel::N,endevinalla,gåta
292,Rede::N,discurs,tal
293,Sprache::N,llēngua,språk
294,Stimme::N,veu,stämma
295,Wort::N,mot,ord
296,Wort::N,paraula,ord
297,Zeichen::N,signe,tecken
298,Zeichen::N,senyal,tecken
299,Ruf::N,crida,rop
300,Lärm::N,sorōll,bråk
301,Lärm::N,sorōll,oväsen
302,Laut::N,so,ljud
303,Ton::N,to,ton
304,Lied::N,cançó,sång
305,Ruhe::N,calma,ro
306,Ruhe::N,calma,lugn
307,Ruhe::N,silenci,ro
308,Ruhe::N,silenci,lugn
309,Leute::N,gent,folk
310,Volk::N,poble,folk
311,Arbeit::N,labor,arbete
312,Arbeit::N,treball,arbete
313,Gast::N,hoste,gäst
314,Geschenk::N,regal,gåva
315,Geschenk::N,regal,present
316,Geschenk::N,obsequi,gåva
317,Geschenk::N,obsequi,present
318,Spiel::N,joc,lek
319,Spiel::N,joc,spel
320,Gesellschaft::N,companyia,sällskap
321,Hilfe::N,ajut,hjälp
322,Freund::N,amīc,vän
323,Kamerad::N,company,kamrat
324,Kamerad::N,camarada,kamrat
325,Angelegenheit::N,afer,ärende
326,Angelegenheit::N,afer,angelägenhet
327,Angelegenheit::N,assumpte,ärende
328,Angelegenheit::N,assumpte,angelägenhet
329,Anzahl::N,nombre,antal
330,Anzahl::N,quantitat,antal
331,Art::N,tipus,art
332,Art::N,tipus,slag
333,Art::N,classe,art
334,Art::N,classe,slag
335,Stück::N,peça,stycke
336,Teil::N,part,del
337,Hälfte::N,meitat,halva
338,Kreis::N,cercle,krets
339,Kreis::N,cercle,cirkel
340,Kreuz::N,creu,kors
341,Kreuz::N,creu,kryss
342,Linie::N,línia,linje
343,Strich::N,traç,streck
344,Strich::N,ratlla,streck
345,Abstand::N,distància,avstånd
346,Entfernung::N,distància,avstånd
347,Gegend::N,regió,trakt
348,Gegend::N,contrada,trakt
349,Platz::N,cabuda,plats
350,Ort::N,lloc,plats
351,Ort::N,lloc,ställe
352,Seite::N,banda,sida
353,Seite::N,costāt,sida
354,Mitte::N,mig,mitt
355,Mitte::N,centre,mitt
356,Gegenstand::N,objecte,föremål
357,Sache::N,cosa,sak
358,Rand::N,vora,rand
359,Rand::N,marge,rand
360,Kante::N,caire,kant
361,Kante::N,cantell,kant
362,Ecke::N,cantonada,vrå
363,Ecke::N,cantonada,hörn
364,Spitze::N,punta,spets
365,Ende::N,cap,ända
366,Loch::N,forāt,hål
367,Winkel::N,racó,vinkel
368,Muster::N,dibuix,mönster
369,Muster::N,disseny,mönster
370,Größe::N,grandària,storlek
371,Länge::N,longitud,längd
372,Höhe::N,altura,höjd
373,Höhe::N,altitud,höjd
374,Gewicht::N,pes,tyngd
375,Menge::N,quantitat,mängd
376,Haufen::N,pila,hög
377,Reihe::N,fila,rad
378,Boot::N,bot,båt
379,Boot::N,barca,båt
380,Ruder::N,rem,åra
381,Schlitten::N,trineu,släde
382,Ski::N,esquí,skida
383,Lagerfeuer::N,foc de campament,lägereld
384,Last::N,càrrega,last
385,Last::N,càrrega,börda
386,Gang::N,marxa,gång
387,Schritt::N,pas,steg
388,Norden::N,nord,norr
389,Süden::N,sud,söder
390,Westen::N,oest,väster
391,Westen::N,occident,väster
392,Osten::N,est,öster
393,Osten::N,orient,öster
394,Holz::N,fusta,trä
395,Brett::N,taula,bräda
396,Platte::N,placa,platta
397,Stütze::N,suport,stöd
398,Stütze::N,suport,stötta
399,Stange::N,vara,stång
400,Stock::N,pal,käpp
401,Stock::N,pal,pinne
402,Stab::N,bastó,stav
403,Rohr::N,tub,rör
404,Haus::N,casa,hus
405,Heim::N,llar,hem
406,Ofen::N,estufa,ugn
407,Fußboden::N,terra,golv
408,Tisch::N,taula,bord
409,Stuhl::N,cadira,stol
410,Wiege::N,bressol,vagga
411,Bett::N,llit,säng
412,Regal::N,prestatgeria,hylla
413,Kiste::N,caixa,låda
414,Fenster::N,finestra,fönster
415,Tür::N,porta,dörr
416,Tor::N,portal,port
417,Zaun::N,tanca,staket
418,Zaun::N,tanca,stängsel
419,Dach::N,teulada,tak
420,Leiter::N,escala,stege
421,Leiter::N,escala de mà,stege
422,Besen::N,escombra,kvast
423,Spaten::N,pala,spade
424,Schaufel::N,pala,skovel
425,Schaufel::N,pala,skyffel
426,Gabel::N,forquilla,gaffel
427,Löffel::N,cullera,sked
428,Messer::N,coltell,kniv
429,Nagel::N,clau,spik
430,Netz::N,filat,nät
431,Haken::N,ganxo,krok
432,Griff::N,puny,tag
433,Griff::N,puny,handtag
434,Griff::N,mànec,tag
435,Griff::N,mànec,handtag
436,Schloss::N,pany,las
437,Bild::N,imatge,bild
438,Figur::N,figura,figur
439,Puppe::N,nina,docka
440,Beutel::N,bossa,påse
441,Bündel::N,feix,bunt
442,Bündel::N,feix,knippa
443,Bündel::N,paquet,bunt
444,Bündel::N,paquet,knippa
445,Tasche::N,bossa,väska
446,Eimer::N,galleda,hink
447,Eimer::N,galleda,ämbar
448,Deckel::N,tapa,lock
449,Deckel::N,tapadora,lock
450,Geschirr::N,vaixella,servis
451,Geschirr::N,vaixella,porslin
452,Sack::N,sac,säck
453,Sack::N,saca,säck
454,Tasse::N,tassa,kopp
455,Topf::N,pot,gryta
456,Topf::N,pot,kastrull
457,Topf::N,olla,gryta
458,Topf::N,olla,kastrull
459,Kessel::N,caldera,kittel
460,Essen::N,àpat,mål
461,Essen::N,menjada,mål
462,Nahrung::N,aliment,näring
463,Speise::N,plat,maträtt
464,Fleisch::N,carn,kött
465,Getreide::N,cereals,säd
466,Getreide::N,cereals,spannmål
467,Brei::N,puré,gröt
468,Brot::N,pa,bröd
469,Scheibe::N,tall,skiva
470,Scheibe::N,llesca,skiva
471,Fett::N,greix,fett
472,Butter::N,mantega,smör
473,Öl::N,oli,olja
474,Salz::N,sal,salt
475,Suppe::N,sopa,soppa
476,Honig::N,mel,honung
477,Milch::N,llet,mjölk
478,Tee::N,te,te
479,Leder::N,cuir,läder
480,Wolle::N,llana,ull
481,Wolle::N,llana,ylle
482,Stoff::N,tela,tyg
483,Stoff::N,tela,stoff
484,Nadel::N,agulla,nål
485,Faden::N,fil,tråd
486,Knopf::N,botó,knapp
487,Knoten::N,nus,knut
488,Farbe::N,pintura,färg
489,Kleidung::N,roba,klädsel
490,Kleidung::N,vestits,klädsel
491,Hemd::N,camisa,skjorta
492,Kragen::N,coll,krage
493,Ärmel::N,màniga,ärm
494,Hose::N,pantalōns,byxor
495,Gürtel::N,cinturó,bälte
496,Mütze::N,gorra,mössa
497,Schuh::N,sabata,sko
498,Stiefel::N,bota,stövel
499,Ring::N,anell,ring
500,Band::N,veta,band
501,Band::N,cinta,band
502,Kamm::N,pinta,kam
503,Spiegel::N,mirāll,spegel
504,Riemen::N,corretja,rem
505,Schnur::N,corda,snöre
506,Leine::N,corretja,lina
507,Decke::N,manta,täcke
508,Decke::N,flassada,täcke
509,Kissen::N,coixí,dyna
510,Kissen::N,coixí,kudde
511,Tuch::N,mocador,sjal
512,Handtuch::N,tovallola,handduk
513,Kraft::N,força,kraft
514,Stärke::N,vigor,styrka
515,Gesundheit::N,salut,hälsa
516,Krankheit::N,malaltia,sjukdom
517,Schmerz::N,dolor,smärta
518,Wunde::N,ferida,sår
519,Fieber::N,febre,feber
520,Arznei::N,medicament,medicin
521,Arznei::N,medicament,läkemedel
522,Brücke::N,pont,bro
523,Brunnen::N,pou,brunn
524,Weide::N,pastura,bete
525,Pfad::N,senda,stig
526,Pfad::N,sender,stig
527,Weg::N,camí,väg
528,Straße::N,carretera,gata
529,Dorf::N,poble,by
530,Stadt::N,ciutāt,stad
531,Brief::N,carta,brev
532,Buch::N,llibre,bok
533,Buchstabe::N,lletra,bokstav
534,Zeitung::N,diāri,tidning
535,Leben::N,vida,liv
536,Tod::N,mort,död
537,Grab::N,tomba,grav
538,Kirche::N,església,kyrka
539,Sünde::N,pecat,synd
540,Gott::N,déu,gud
541,Arbeiter::N,obrer,arbetare
542,Chef::N,cap,chef
543,Meister::N,mestre,mästare
544,Arzt::N,metge,läkare
545,Lehrer::N,mestre,lärare
546,Geld::N,dinērs,pengar
547,Geschäft::N,negoci,rörelse
548,Laden::N,tenda,affär
549,Laden::N,botiga,affär
550,Preis::N,preu,pris
551,Ware::N,mercaderia,vara
552,Nutzen::N,profit,gagn
553,Nutzen::N,profit,nytta
554,Reichtum::N,riquesa,rikedom
555,Welt::N,món,värld
556,Land::N,país,land
557,Staat::N,estat,stat
558,König::N,rei,kung
559,König::N,rei,konung
560,Macht::N,poder,makt
561,Macht::N,potència,makt
562,Grenze::N,frontera,gräns
563,Krieg::N,guerra,krig
564,Feind::N,enemic,fiende
565,Gewalt::N,violència,våld
566,Kampf::N,lluita,kamp
567,Kampf::N,lluita,strid
568,Bogen[Waffe]::N,arc,båge
569,Pfeil::N,fletxa,pil
570,Gewehr::N,fusell,gevär
571,Gewehr::N,escopeta,gevär
572,Fehler::N,falta,fel
573,Lüge::N,mentida,lögn
574,Schaden::N,dany,skada
575,Unglück::N,desgràcia,otur
576,Unglück::N,desgràcia,olycka
577,Schuld::N,culpa,skuld
578,Alter::N,edat,ålder
579,Schluss::N,fi,slut
580,Schluss::N,final,slut
581,Zeit::N,temps,tid
582,Tag::N,dia,dag
583,Morgen::N,matí,morgon
584,Mittag::N,migdia,middag
585,Abend::N,vespre,kväll
586,Nacht::N,nit,natt
587,Woche::N,setmana,vecka
588,Monat::N,mes,månad
589,Jahr::N,any,år
590,Frühling::N,primavera,vår
591,Sommer::N,estīu,sommar
592,Herbst::N,tardor,höst
593,Winter::N,hivērn,vinter
594,Januar::N,gener,januari
595,Februar::N,febrer,februari
596,März::N,març,mars
597,April::N,abril,april
598,Mai::N,maig,maj
599,Juni::N,juny,juni
600,Juli::N,juliol,juli
601,August::N,agost,augusti
602,September::N,setembre,september
603,Oktober::N,octubre,oktober
604,November::N,novembre,november
605,Dezember::N,desembre,december
606,Montag::N,dilluns,måndag
607,Dienstag::N,dimarts,tisdag
608,Mittwoch::N,dimecres,onsdag
609,Donnerstag::N,dijous,torsdag
610,Freitag::N,divendres,fredag
611,Samstag::N,dissabte,lördag
612,Sonntag::N,diumenge,söndag
613,groß::A,gros,stor
614,klein::A,petīt,liten
615,lang::A,llarg,lång
616,kurz::A,curt,kort
617,breit::A,ample,bred
618,schmal::A,estret,smal
619,dicht::A,dens,tät
620,dick[Gegenstand]::A,gruixūt,tjock
621,dünn::A,prim,tunn
622,fein::A,fi,fin
623,fest::A,ferm,fast
624,fest::A,sòlid,fast
625,flach::A,pla,platt
626,glatt::A,llis,glatt
627,hart::A,dur,hård
628,weich::A,tou,mjuk
629,rund::A,rodó,rund
630,spitz::A,punxegut,toppig
631,spitz::A,punxegut,spetsig
632,scharf::A,agut,vass
633,scharf::A,agut,skarp
634,stumpf::A,rom,slö
635,stumpf::A,esmussat,slö
636,schwer::A,pesāt,tung
637,schön::A,bonīc,skön
638,schön::A,bonīc,vacker
639,heiß::A,calēnt,het
640,warm::A,càlid,varm
641,kalt::A,fred,kall
642,kühl::A,fresc,sval
643,kühl::A,fresc,kylig
644,frisch::A,fresc,färsk
645,feucht::A,humit,fuktig
646,nass::A,mullat,våt
647,trocken::A,sec,torr
648,voll::A,ple,full
649,leer::A,buit,tom
650,offen::A,obert,öppen
651,geschlossen::A,tancat,stängd
652,sauber::A,net,ren
653,schmutzig::A,brut,snuskig
654,roh::A,cru,rå
655,reif::A,madur,mogen
656,lecker::A,deliciós,läcker
657,süß::A,dolç,söt
658,bitter::A,amarg,besk
659,bitter::A,amarg,bitter
660,sauer::A,agre,sur
661,hell::A,clar,ljus
662,dunkel::A,fosc,mörk
663,schwarz::A,negre,svart
664,weiß::A,blanc,vit
665,rot::A,vermēll,röd
666,gelb::A,groc,gul
667,blau::A,blau,blå
668,grün::A,verd,grön
669,grau::A,gris,grå
670,bunt::A,multicolor,brokig
671,billig::A,barat,billig
672,teuer::A,car,dyr
673,wertvoll::A,preciós,värdefull
674,blind::A,cec,blind
675,taub::A,sord,döv
676,kräftig::A,fort,kraftig
677,kräftig::A,vigorós,kraftig
678,stark::A,fort,stark
679,schwach::A,feble,svag
680,fett::A,gras,fet
681,schlank::A,esvelt,slank
682,hübsch::A,maco,snygg
683,hübsch::A,maco,vacker
684,böse::A,dolent,ond
685,böse::A,dolent,elak
686,dumm::A,ximple,dum
687,dumm::A,estúpid,dum
688,faul::A,gandūl,lat
689,faul::A,mandrós,lat
690,fleißig::A,diligēnt,flitig
691,geizig::A,avar,snål
692,geizig::A,avar,girig
693,klug::A,intel·ligent,klok
694,geschickt::A,hàbil,händig
695,geschickt::A,hàbil,skicklig
696,lieb::A,amat,kär
697,lieb::A,amat,snäll
698,lieb::A,estimat,kär
699,lieb::A,estimat,snäll
700,lustig::A,alegre,rolig
701,lustig::A,alegre,lustig
702,sanft::A,suau,mild
703,hungrig::A,afamat,hungrig
704,krank::A,malālt,sjuk
705,nackt::A,nu,naken
706,traurig::A,trist,ledsen
707,traurig::A,trist,sorgsen
708,lebendig::A,viu,levande
709,gut::A,bo,bra
710,schlecht::A,dolēnt,dålig
711,richtig::A,just,riktig
712,richtig::A,correcte,riktig
713,schlimm::A,greu,illa
714,wahr::A,vertader,sann
715,wahr::A,veritable,sann
716,alt::A,vell,gammal
717,neu::A,nou,ny
718,ehemalig::A,antic,forn
719,ehemalig::A,antic,tidigare
720,alt[Lebewesen]::A,vell,gammal
721,jung::A,jove,ung
722,arm::A,pobre,fattig
723,reich::A,ric,rik
724,bekannt::A,conegut,känd
725,berühmt::A,famós,berömd
726,fremd::A,estrany,främmande
727,verschieden::A,diferent,åtskillig
728,nah::A,pròxim,nära
729,fern::A,llunyà,fjärran
730,fern::A,distant,fjärran
731,linker::A,esquerre,vänster
732,rechter::A,dret,höger
733,anderer::A,altre,annan
734,erster::A,primer,första
735,zweiter::A,segon,andra
736,dritter::A,tercer,tredje
737,letzter::A,últim,sist
738,allein::ADV,sol,allena
739,auf einmal::ADV,d'una vegada,på en gång
740,zusammen::ADV,junt,tillsammans
741,lange::ADV,molt de temps,länge
742,plötzlich::ADV,de cop,plötsligt
743,plötzlich::ADV,de sobte,plötsligt
744,sofort::ADV,de seguida,strax
745,sofort::ADV,de seguida,genast
746,später::ADV,més tard,senare
747,jetzt::ADV,ara,nu
748,heute::ADV,avūi,i dag
749,morgen::ADV,demà,i morgon
750,bald::ADV,aviāt,snart
751,dann::ADV,després,då
752,gestern::ADV,ahir,i går
753,einst::ADV,anteriorment,en gång
754,damals::ADV,llavōrs,då
755,damals::ADV,llavōrs,den gången
756,damals::ADV,aleshores,då
757,damals::ADV,aleshores,den gången
758,danach::ADV,després,därefter
759,vorher::ADV,abāns,före
760,vorher::ADV,abāns,förut
761,zuerst::ADV,primer,först
762,einmal::ADV,una vegada,en gång
763,manchmal::ADV,de vegades,ibland
764,oft::ADV,sovint,ofta
765,immer::ADV,sempre,alltid
766,niemals::ADV,no ... mai,aldrig
767,hier::ADV,aquí,här
768,hierhin::ADV,per aquí,hit
769,von hier::ADV,des d'aquí,härifrån
770,dort::ADV,allí,där
771,dorthin::ADV,hi,dit
772,geradeaus::ADV,tot dret,rätt fram
773,vorwärts::ADV,endavānt,fram
774,vorwärts::ADV,endavānt,framåt
775,rückwärts::ADV,endarrera,baklänges
776,zurück::ADV,darrere,tillbaka
777,unten::ADV,a baix,nere
778,unten::ADV,a baix,nedanför
779,hinab::ADV,cap avall,ned
780,hinab::ADV,cap avall,nedåt
781,oben::ADV,dalt,ovan
782,oben::ADV,dalt,ovanpå
783,hinauf::ADV,cap amunt,upp
784,hinauf::ADV,cap amunt,uppåt
785,überall::ADV,pertot,överallt
786,überall::ADV,per tot arreu,överallt
787,nicht::ADV,no,ej
788,nicht::ADV,no,inte
789,ein wenig::ADV,una mica,litet
790,kaum::ADV,a penes,knappt
791,kaum::ADV,a penes,knappast
792,sehr::ADV,molt,mycket
793,so::ADV,així,så
794,noch::ADV,encara,än
795,noch::ADV,encara,ännu
796,nur::ADV,només,bara
797,nur::ADV,només,endast
798,schon::ADV,ja,redan
799,wieder::ADV,de nou,åter
800,vergebens::ADV,en va,förgäves
801,vor::PRP,davānt,utanför
802,vor::PRP,enfront de,utanför
803,hinter::PRP,darrera,bakom
804,unter::PRP,sota,under
805,durch::PRP,per,genom
806,durch::PRP,per,igenom
807,neben::PRP,al costāt de,bredvid
808,neben::PRP,al costāt de,vid sidan av
809,zwischen::PRP,entre,mellan
810,wegen::PRP,a causa de,på grund av
811,dies::PRN,aquest,detta
812,das::PRN,això,det
813,alles::PRN,tot,allt
814,ich::PRN,jo,jag
815,du::PRN,tu,du
816,er::PRN,ell,han
817,wir::PRN,nosaltres,vi
818,ihr::PRN,vosaltres,ni
819,sie::PRN,ells,de
820,sie::PRN,elles,de
821,was::FPRN,què,vad
822,wer::FPRN,qui,vem
823,wo::FADV,on,var
824,wohin::FADV,cap a on,vart
825,wie::FADV,com,hur
826,warum::FADV,per què,varför
827,wieviel::FNUM,quant,hur mycket
828,eins::NUM,u,en
829,eins::NUM,u,ett
830,zwei::NUM,dos,två
831,drei::NUM,tres,tre
832,vier::NUM,quatre,fyra
833,fünf::NUM,cinc,fem
834,sechs::NUM,sis,sex
835,sieben::NUM,set,sju
836,acht::NUM,vuit,åtta
837,neun::NUM,nou,nio
838,zehn::NUM,deu,tio
839,elf::NUM,onze,elva
840,zwölf::NUM,dotze,tolv
841,zwanzig::NUM,vint,tjugo
842,dreißig::NUM,trenta,trettio
843,vierzig::NUM,quaranta,fyrtio
844,fünfzig::NUM,cinquanta,femtio
845,sechzig::NUM,seixanta,sextio
846,siebzig::NUM,setanta,sjuttio
847,achtzig::NUM,vuitanta,åttio
848,neunzig::NUM,noranta,nittio
849,hundert::NUM,cent,hundra
850,tausend::NUM,mil,tusen
851,und::CNJ,i,och
852,oder::CNJ,o,eller
853,stehen::V,estar de peu,stå
854,sitzen::V,seure,sitta
855,liegen::V,jeure,ligga
856,hängen::V,penjar,hänga
857,werden::V,fer-se,bli
858,werden::V,posar-se,bli
859,passieren::V,succeir,ske
860,passieren::V,succeir,hända
861,beginnen::V,iniciar-se,börja
862,enden::V,acabar-se,ända
863,enden::V,terminar-se,ända
864,wechseln::V,canviar,växla
865,aufgehen[Sonne]::V,sortir,gå upp
866,untergehen[Sonne]::V,posar-se,gå ned
867,scheinen[Sonne]::V,brillar,skina
868,donnern::V,tronar,dundra
869,wehen::V,bufar,blåsa
870,strömen::V,afluir,forsa
