,Concept_ID,ko,ba
124,Stamm::N,대,көбәк
125,Rinde::N,나무껍질,ҡабыҡ
126,Ast::N,가지,ботаҡ
127,Zweig::N,가지,ботаҡ
128,Zweig::N,가지,тармаҡ
129,Blatt::N,잎,япраҡ
130,Birke::N,자작나무,ҡайын
131,Kiefer[Baum]::N,소나무,ҡарғай
132,Weide[Baum]::N,쉬양버들,тал
133,Tanne::N,전나무,шыршы
134,Horn::N,뿔,мөғөҙ
135,Feder::N,깃털,ҡауырһын
136,Fell::N,피혁모피,тире
137,Flügel::N,날개,ҡанат
138,Klaue::N,갈고리 발톺,тырнаҡ
139,Kralle::N,발툭,аяҡ
140,Schwanz::N,꼬리,ҡойроҡ
141,Ei::N,알,йомортҡа
142,Nest::N,보금자리,оя
143,Bau::N,굴,оң
144,Tier::N,짐승,жайуан
145,Tier::N,짐승,йыртҡыс
146,Herde::N,가축의떼,көтөү
147,Kuh::N,암소,һыйыр
148,Bulle::N,황소,үгеҙ
149,Pferd::N,말,ат
150,Schaf::N,양,һарыҡ
151,Schwein::N,돼지,сусҡа
152,Hund::N,개,эт
153,Katze::N,고양이,бесәй
154,Bär::N,콤,айыу
155,Eichhörnchen::N,다람쥐,тейен
156,Elch::N,고라니,мышы
157,Fuchs::N,여우,төлкө
158,Hase::N,토끼,ҡуян
159,Maus::N,쥐,сысҡан
160,Wolf::N,늑대,бүре
161,Vogel::N,새,ҡош
162,Schwarm::N,뗴,көтөү
163,Huhn::N,암탉,тауыҡ
164,Hahn::N,수탉,әтәс
165,Gans::N,거위,ҡаҙ
166,Adler::N,수리,бөркөт
167,Ente::N,오리,өйрәк
168,Eule::N,부엉이,өкө
169,Eule::N,부엉이,ябалаҡ
170,Kranich::N,두루미,торна
171,Krähe::N,까마귀,ҡарға
172,Kuckuck::N,뻐꾸기,кәкүк
173,Schwan::N,배조,аҡҡош
174,Fisch::N,물고기,балыҡ
175,Barsch::N,농어,алабуға
176,Hecht::N,에속스,суртан
177,Schlange[Tier]::N,뱀,йылан
178,Wurm::N,벌레,селяүсен
179,Spinne::N,거미,үрмәксе
180,Ameise::N,개미,ҡырмыҫҡа
181,Laus::N,이,бет
182,Mücke::N,모기,серәкәй
183,Fliege::N,날기,себен
184,Schmetterling::N,나비,күбәләк
185,Beere::N,장과,еләк
186,Apfel::N,사과,алма
187,Pilz::N,고방이,бәшмәк
188,Zwiebel::N,양파,һуган
189,Saat::N,씨,орлоҡ
190,Korn::N,알맹이,иген
191,Heu::N,건초,бесән
192,Schale::N,피상,ҡабыҡ
193,Falle::N,함정,тоҙак
194,Falle::N,함정,ҡапҡан
195,Schlinge::N,올가미,тоҙак
196,Schlinge::N,멜빵붕대,тоҙак
197,Spur::N,발지국,әҫер
198,Asche::N,재,көл
199,Dreck::N,똥,батҡаҡ
200,Dreck::N,오물,батҡаҡ
201,Eisen::N,쇠,тимер
202,Eisen::N,철,тимер
203,Gold::N,항금,алтын
204,Silber::N,은,көмөш
205,Kohle::N,슻,күмер
206,Glas::N,유리,быяла
207,Lehm::N,찰흙,балсыҡ
208,Sand::N,모래,ҡом
209,Mensch::N,사람,кеше
210,Mann::N,남자,ир
211,Frau::N,여자,ҡатын
212,Kind::N,아이,бала
213,Junge::N,소녁,малай
214,Mädchen::N,소녀,ҡыҙ
215,Mädchen::N,소녀,ҡыҙыҡай
216,Familie::N,가족,ғаилә
217,Großvater::N,할아버지,олатай
218,Großmutter::N,할머니,әбәй
219,Eltern::N,어버오,ата-әсә
220,Vater::N,아버지,атай
221,Mutter::N,어머니,әсә
222,Sohn::N,아들,ул
223,Tochter::N,딸기,ҡыҙ
224,Bruder::N,형제,агай
225,Schwester::N,누이,алай
226,Schwester::N,누이,һеңле
227,Onkel::N,백부,ағай
228,Tante::N,아주머니,апай
229,Ehemann::N,남편,ир
230,Ehefrau::N,아내,ҡатын
231,Freude::N,기쁨,шатлыҡ
232,Freude::N,기쁨,ҡыуаныс
233,Gelächter::N,웃음,көлөү
234,Glück::N,즐거움,бәхет
235,Kummer::N,슬픔,ҡайғы
236,Wunsch::N,소망,теләк
237,Geist::N,할기,аң
238,Geist::N,할기,рух
239,Gedanke::N,상념,уй
240,Gedanke::N,상념,фекер
241,Gedächtnis::N,기억,хәтер
242,Verstand::N,분별,аҡыл
243,Verstand::N,지능,аҡыл
244,Sinn::N,센스,мәғәня
245,Grund::N,까닭,сәбәп
246,Wahrheit::N,참,дөрөҫлөк
247,Wahrheit::N,진실,дөрөҫлөк
248,Gespräch::N,대화,әңгәмә
249,Märchen::N,동화,әкиәт
250,Erzählung::N,이야기,хикәйә
251,Neuigkeit::N,뉴스,яңылыҡ
252,Name::N,이름,исем
253,Rätsel::N,수수께끼,йомаҡ
254,Rede::N,연설,телмәр
255,Sprache::N,말,тел
256,Sprache::N,말,телмәр
257,Stimme::N,목소리,тауыш
258,Wort::N,낱말,һүҙ
259,Zeichen::N,신호,билдә
260,Ruf::N,부름,саҡырыу
261,Lärm::N,소동,шаулау
262,Laut::N,음성,тауыш
263,Ton::N,목소리,яңғырау
264,Lied::N,노래,йыр
265,Ruhe::N,쉼,ял
266,Ruhe::N,쉼,тыныслыҡ
267,Leute::N,사람들,кешеләр
268,Volk::N,국중,халҡ
269,Arbeit::N,근로,эш
270,Arbeit::N,너무,эш
271,Gast::N,손님,ҡунаҡ
272,Geschenk::N,행하,бүләк
273,Spiel::N,무리,уйын
274,Gesellschaft::N,교제,йәмғиәт
275,Hilfe::N,거들음,ярҙам
276,Hilfe::N,보좌,ярҙам
277,Freund::N,친구,дуҫ
278,Kamerad::N,동실자,иптәш
279,Angelegenheit::N,용무,әш
280,Anzahl::N,어떤,һан
281,Anzahl::N,수,һан
282,Art::N,정류,төр
283,Stück::N,일부분,киҫәк
284,Teil::N,몱,өлөш
285,Teil::N,구훠,өлөш
286,Hälfte::N,2분의,ярты
287,Kreis::N,고리,түңәрәк
288,Kreuz::N,열십자,тәре
289,Linie::N,선,һыҙыҡ
290,Strich::N,스침,һыҙат
291,Abstand::N,거리,ара
292,Entfernung::N,거리,алыҫлыҡ
293,Gegend::N,곳,урын
294,Gegend::N,부금,урын
295,Platz::N,장소,арауыҡ
296,Ort::N,장소,ерҙәр
297,Ort::N,장소,урындар
298,Ort::N,장소,эш урыны
299,Seite::N,옆면,яҡ
300,Mitte::N,궁간,урталыҡ
301,Gegenstand::N,항목,нәмә
302,Sache::N,뭉에,нәмә
303,Sache::N,뭉에,әйбер
304,Rand::N,가,сит
305,Kante::N,귀퉁,ҡабырға
306,Kante::N,귀퉁,ян
307,Ecke::N,구석,мөйөш
308,Spitze::N,끝,ос
309,Spitze::N,참단,ос
310,Ende::N,말당,аҙаҡ
311,Loch::N,빙옷,тишек
312,Winkel::N,각도,мөйөш
313,Muster::N,본,биҙәк
314,Muster::N,견복,биҙәк
315,Größe::N,신장,ҙурлыҡ
316,Länge::N,길이긺,оҙонлоҡ
317,Höhe::N,높이,бейеклек
318,Gewicht::N,추,үлсәү
319,Menge::N,수양,һан
320,Haufen::N,퇴적,өйөм
321,Reihe::N,열,рәт
322,Boot::N,보트,кәмә
323,Ruder::N,노,ишкәк
324,Schlitten::N,썰매,сана
325,Ski::N,스키,саңгы
326,Lagerfeuer::N,캠프의 모닥불,костер
327,Last::N,무거운짐,ауырлыҡ
328,Gang::N,걸음,барыу
329,Schritt::N,보조,аҙым
330,Norden::N,북쪽 ,төньяҡ
331,Süden::N,남쪽,көньяҡ
332,Westen::N,서쪽,көнбайыш
333,Osten::N,동쪽,көнсығыш
334,Holz::N,목재,үағас
335,Brett::N,마루널,таҡта
336,Platte::N,탤,плита
337,Platte::N,금속판,плита
338,Stütze::N,버팀목,терәк
339,Stange::N,장대,кәртә
340,Stock::N,막대기,таяҡ
341,Stab::N,작대기,ҡолға
342,Rohr::N,갈대,торба
343,Haus::N,집,өй
344,Haus::N,집,йорт
345,Heim::N,집,өй
346,Ofen::N,아궁이,мейес
347,Fußboden::N,마루,енес
348,Tisch::N,탁자,өҫтәл
349,Stuhl::N,의자,ултырғыс
350,Wiege::N,발상지,бишек
351,Bett::N,침대,карауат
352,Regal::N,서가,кәштә
353,Kiste::N,짐궤,йәшинк
354,Fenster::N,눔,тәҙрә
355,Tür::N,문,ишек
356,Tor::N,대문,ҡапҡа
357,Zaun::N,담장,ҡойма
358,Dach::N,지붕,түбә
359,Dach::N,지붕,ҡыйыҡ
360,Leiter::N,사닥다리,баҫҡыс
361,Besen::N,비,һепертке
362,Spaten::N,가래,көрәк
363,Schaufel::N,삽,көрәк
364,Gabel::N,갈래,сәнске
365,Löffel::N,숟가락,ҡалаҡ
366,Messer::N,나이프,бысаҡ
367,Nagel::N,발툽,сөй
368,Netz::N,그물,ау
369,Haken::N,갈고리,ыргаҡ
370,Griff::N,움켜쥠,тотҡа
371,Schloss::N,자물쇠,йоҙаҡ
372,Bild::N,그림,картина
373,Figur::N,몸메,һын
374,Puppe::N,인형,ҡурсаҡ
375,Beutel::N,클,тоҡ
376,Bündel::N,자근다발,төргәк
377,Tasche::N,가방,сумка
378,Eimer::N,동이,биҙрә
379,Deckel::N,뚜껑,ҡапҡас
380,Geschirr::N,식시,һауыт-һаба
381,Sack::N,조갑,тоҡ
382,Tasse::N,차잔,сынаяҡ
383,Topf::N,단지,кәстрүл
384,Kessel::N,주전자,ҡаҙан
385,Essen::N,먹기,ашау
386,Nahrung::N,식료,аҙыҡ
387,Speise::N,음식물,аш
388,Fleisch::N,고기,ит
389,Getreide::N,곡물,иген
390,Getreide::N,곡물,ашлыҡ
391,Brei::N,젤리,бутҡа
392,Brot::N,빵,икмәк
393,Scheibe::N,원반,телем
394,Fett::N,기름,май
395,Butter::N,버터,май
396,Öl::N,올리브유,май буяуы
397,Salz::N,소금,тоҙ
398,Suppe::N,국,һурпа
399,Suppe::N,수프,һурпа
400,Honig::N,감미,бал
401,Milch::N,유즙,һөт
402,Tee::N,차,сәй
403,Leder::N,가죽,күн
404,Wolle::N,양털,йөн
405,Stoff::N,패료,туҡыма
406,Nadel::N,바늘,энә
407,Faden::N,콘실,еп
408,Knopf::N,단추,төймә
409,Knoten::N,곁절,төйөн
410,Farbe::N,색,буяу
411,Kleidung::N,옷입기,кейем
412,Hemd::N,속옷,күлдәк
413,Kragen::N,깃,яға
414,Ärmel::N,소매,ең
415,Hose::N,바지,салбар
416,Gürtel::N,밴드,ҡайыш
417,Mütze::N,모자,бүрк
418,Schuh::N,구두,туфли
419,Stiefel::N,장화,итек
420,Ring::N,고리,йөҙөк
421,Ring::N,고리,балдаҡ
422,Band::N,리본,таҫма
423,Kamm::N,빗,тараҡ
424,Spiegel::N,거울,көзгө
425,Riemen::N,가죽끈,ҡайыш
426,Schnur::N,밧줄,бау
427,Leine::N,고삐줄,бау
428,Decke::N,이부자리,одеяд
429,Kissen::N,깔개,мендәр
430,Tuch::N,천,яулыҡ
431,Handtuch::N,수건,таҫтамал
432,Kraft::N,세력,көс
433,Stärke::N,힘,көс
434,Gesundheit::N,위생,һаулыҡ
435,Krankheit::N,병,сир
436,Krankheit::N,병,ауырыу
437,Schmerz::N,아픔고통,һыҙлау
438,Schmerz::N,아픔고통,әрнеү
439,Wunde::N,상처,йәрәхәт
440,Fieber::N,열별,тапма
441,Fieber::N,열별,биҙгәк
442,Arznei::N,약,дарыу
443,Brücke::N,교량,күпер
444,Brunnen::N,원천,ҡоҙоҡ
445,Weide::N,목장,көтөүлек
446,Pfad::N,좁은길,һуҡмаҡ
447,Weg::N,길,юл
448,Straße::N,길,урам
449,Dorf::N,촌,ауыл
450,Dorf::N,촌락,ауыл
451,Stadt::N,도시,ҡала
452,Brief::N,서한,хат
453,Buch::N,책,китап
454,Buch::N,책,кенәгә
455,Buchstabe::N,문자,хәреф
456,Zeitung::N,신문,гәзит
457,Leben::N,삶,йәшәү
458,Tod::N,죽음,үлем
459,Grab::N,무덤,ҡәбер
460,Kirche::N,교회,сиркәү
461,Sünde::N,부정,гөнаһ
462,Gott::N,하느님,алла
463,Gott::N,하느님,хоҙай
464,Arbeiter::N,일하는사람,эшсе
465,Chef::N,사장,башлыҡ
466,Meister::N,명인,оҫта
467,Meister::N,대가,оҫта
468,Arzt::N,의사,врач
469,Lehrer::N,교사,уҡытыусы
470,Geld::N,돈,аҡса
471,Geschäft::N,일,эш
472,Laden::N,가게,магазин
473,Preis::N,가격,хаҡ
474,Ware::N,상품,тауар
475,Nutzen::N,이익,файҙа
476,Reichtum::N,많음,байлыҡ
477,Welt::N,세상,донъя
478,Land::N,지방,ил
479,Staat::N,국가,дәүләт
480,König::N,국왕,король
481,Macht::N,힘,власть
482,Grenze::N,국경,сик
483,Krieg::N,전쟁,һуғыш
484,Feind::N,적,йылан
485,Gewalt::N,권력,көслөк
486,Kampf::N,전투,көрәш
487,Bogen[Waffe]::N,활,йәйә
488,Pfeil::N,화살,уҡ
489,Gewehr::N,무기,мылтыҡ
490,Fehler::N,오류,хата
491,Lüge::N,거짓말,ялған
492,Schaden::N,손상,зыян
493,Schaden::N,손상,зарар
494,Unglück::N,불행,ҡаза
495,Schuld::N,부채,ғәйеп
496,Alter::N,연령,йәш
497,Schluss::N,마감,һуң
498,Schluss::N,마감,аҙаҡ
499,Zeit::N,때,мәл
500,Zeit::N,때,заман
501,Zeit::N,시간,мәл
502,Zeit::N,시간,заман
503,Tag::N,하루,көн
504,Morgen::N,이침,иртә
505,Morgen::N,이침,иртәнсәк
506,Mittag::N,대낮,төш
507,Abend::N,저녁,кис
508,Nacht::N,밤,төн
509,Woche::N,근무일,аҙна
510,Monat::N,달,ай
511,Jahr::N,해,йыл
512,Frühling::N,봄,яҙ
513,Sommer::N,여름,йәй
514,Herbst::N,가을,көз
515,Winter::N,겨울,ҡыш
516,Januar::N,일월,ғинуар
517,Februar::N,이월,февраль
518,März::N,삼월,март
519,April::N,사월,апрель
520,Mai::N,오월,май
521,Juni::N,유월,июнь
522,Juli::N,칠월,июль
523,August::N,팔월,август
524,September::N,구월,сентябрь
525,Oktober::N,시월,октябрь
526,November::N,십일월,ноябрь
527,Dezember::N,십이월,декабрь
528,Montag::N,월요일,дүшәмбе
529,Dienstag::N,화요일,шишәмбе
530,Mittwoch::N,수요일,шаршамбы
531,Donnerstag::N,모교일,кесаҙна
532,Freitag::N,그묘일,йома
533,Samstag::N,토요일,шәмбе
534,Sonntag::N,일요일,йәкшәмбе
535,groß::A,큰,ҙур
536,klein::A,자근,бәләкәс
537,lang::A,긴,оҙон
538,kurz::A,짧은,ҡыҫҡа
539,breit::A,넓은,киң
540,schmal::A,좁은,тар
541,dicht::A,농밀한,йыш
542,dicht::A,농밀한,ҡуйы
543,dick[Gegenstand]::A,두꺼운,ҡалын
544,dünn::A,얇은,йоҡа
545,dünn::A,얇은,нәҙек
546,fein::A,미세한,нескә
547,fest::A,굳은,ныҡ
548,flach::A,얕은,яҫы
549,flach::A,얕은,ялпаҡ
550,glatt::A,반들반들한,шыма
551,hart::A,굳은,ҡаты
552,weich::A,연한,йомшаҡ
553,rund::A,둥근,түңәрәк
554,spitz::A,뾰족한,осло түбәле
555,scharf::A,날카로운,үткер
556,stumpf::A,무딘,утмәҫ
557,schwer::A,무거운,ауыр
558,schön::A,멋진,матур
559,heiß::A,뜨거운,эҫе
560,warm::A,따뜻한,йылы
561,kalt::A,찬,һыуыҡ
562,kühl::A,서늘한,һалҡынса
563,frisch::A,신선한,һалҡынса
564,feucht::A,축축한,еүеш
565,feucht::A,축축한,дымлы
566,nass::A,젖은,еүеш
567,trocken::A,마른,кипкән
568,voll::A,완전한,тулы
569,leer::A,빈,буш
570,offen::A,열린,асыҡ
571,geschlossen::A,닫힌,ябыҡ
572,sauber::A,깨끗한,таҙа
573,schmutzig::A,더러운,бысраҡ
574,roh::A,날게잇의,сей
575,reif::A,이근,өлгөрғән
576,lecker::A,맛있는,тәмле
577,süß::A,단,тямле
578,süß::A,단,тәм-том
579,bitter::A,찌르는듯한,әсе
580,sauer::A,산성의,әсе
581,hell::A,밝은,яҡты
582,dunkel::A,어두운,ҡараңғы
583,schwarz::A,검은,ҡара
584,weiß::A,하얀,аҡ
585,rot::A,붉은,матур
586,rot::A,붉은,һылыу
587,rot::A,붉은,сибәр
588,gelb::A,황색,һары
589,blau::A,푸른,күк
590,grün::A,녹색의,йәшел
591,grau::A,회색의,буҙ
592,bunt::A,알록달록한,сыбар
593,bunt::A,알록달록한,ала-ҡола
594,billig::A,싼,арзан
595,teuer::A,값비산,ҡыйбатлы
596,wertvoll::A,가치가많은,ҡиммәтле
597,blind::A,눈먼,һуҡыр
598,taub::A,무감간한,һаңғырау
599,kräftig::A,강장한,көслө
600,kräftig::A,강장한,ҡеүәтле
601,stark::A,강한,көслө
602,stark::A,강한,ҡеүәтле
603,schwach::A,약한,көсһөҙ
604,fett::A,실찐,һимеҙ
605,schlank::A,호리호리한,зифа
606,hübsch::A,예쁜,матур
607,böse::A,나쁜,асыулы
608,dumm::A,어리석은,иҫәр
609,faul::A,너덜너덜한,иренсәк
610,fleißig::A,근면한,тырыш
611,geizig::A,인색한,һаран
612,geschickt::A,교묘한,оҫта
613,lieb::A,친애하는,яғымлы
614,lustig::A,유쾌한,күңелле
615,sanft::A,온화한,йыуаш
616,hungrig::A,배고픈,ас
617,krank::A,병든,сирле
618,krank::A,병든,ауырыу
619,nackt::A,벌거벗은,яланғас
620,traurig::A,슬픈,яманһыу
621,lebendig::A,살아있는,тере
622,lebendig::A,살아있는,йәнле
623,gut::A,좋은,яҡшы
624,schlecht::A,나쁜,хөрт
625,schlecht::A,나쁜,алама
626,richtig::A,바른,дөрөҫ
627,schlimm::A,못된,хөрт
628,schlimm::A,못된,алама
629,wahr::A,참된,дөрөҫ
630,alt::A,늙은,иҫке
631,alt::A,늙은,боронғо
632,neu::A,새,яңы
633,ehemalig::A,전의,элекке
634,alt[Lebewesen]::A,낡은,ҡарт
635,jung::A,젊은,йәш
636,arm::A,가난한,фәҡир
637,reich::A,풍부한,бай
638,bekannt::A,저명한,таныш
639,berühmt::A,유명한,атаҡлы
640,berühmt::A,유명한,данлыҡлы
641,fremd::A,타처이,ят
642,fremd::A,타처이,сит
643,verschieden::A,따른,төрлө
644,nah::A,가까운,яҡын
645,fern::A,먼,алыҫ
646,fern::A,먼,йыраҡ
647,linker::A,왼쭉의,һул
648,rechter::A,오른쪽의,уң
649,anderer::A,다른,бутән
650,erster::A,첫째,тәүге
651,zweiter::A,둘째,икенсе
652,dritter::A,셋째,өсөнсө
653,letzter::A,의후자의,һуңғы
654,allein::ADV,훌로,бер үҙе
655,allein::ADV,훌로,яңғыҙ
656,auf einmal::ADV,갑자기,бер юлы
657,zusammen::ADV,모아서,бергә
658,lange::ADV,오래,оҙаҡ
659,plötzlich::ADV,둘연한,ҡапыл
660,sofort::ADV,즉시,шунда уҡ
661,später::ADV,보다늦은,һуңыраҡ
662,jetzt::ADV,목하,хәҙер
663,heute::ADV,오늘,бөгөн
664,morgen::ADV,내일,иртәгә
665,bald::ADV,곱,тиҙҙән
666,dann::ADV,그경우에,һуңынан
667,gestern::ADV,어제,кисә
668,einst::ADV,옛날에,ҡасандыр
669,einst::ADV,옛날에,бер баҡыт
670,damals::ADV,그때에,ул саҡта
671,danach::ADV,그 뒤에,һуңынан
672,vorher::ADV,미리,элек
673,zuerst::ADV,최초로,башта
674,einmal::ADV,한번,бер
675,manchmal::ADV,땓대로,ҡайһы берҙә
676,oft::ADV,땓대로,йыш
677,immer::ADV,늘,һәр ҡасан
678,niemals::ADV,결코...(하지)않다,бер ҡасан да
679,niemals::ADV,결코...(하지)않다,бер ваҡытта ла
680,hier::ADV,여기,бында
681,hierhin::ADV,여기로,бында
682,dort::ADV,거기,шунда
683,dort::ADV,거기,тегендә
684,dorthin::ADV,저기예,шунда
685,dorthin::ADV,저기예,тегеләй
686,geradeaus::ADV,곧장,тура
687,vorwärts::ADV,앞으로,алға
688,rückwärts::ADV,뒤로,кирегә
689,zurück::ADV,제자리로,кирегә
690,unten::ADV,아래에,түбәндә
691,hinab::ADV,아래쪽으로,түбәнгә
692,oben::ADV,위에,юғарыла
693,hinauf::ADV,위쪽으로,юғарыға
694,überall::ADV,도처에,бөтә урында
695,nicht::ADV,안,тугел
696,ein wenig::ADV,적음,аҙ
697,kaum::ADV,가의,көскә
698,kaum::ADV,가의,саҡ-саҡ
699,sehr::ADV,자주,ифат
700,so::ADV,그와같이,шулай
701,noch::ADV,아직,йәнә
702,nur::ADV,다만,бары
703,schon::ADV,이미,инде
704,wieder::ADV,다시,тағы
705,vergebens::ADV,헛되이,бушҡа
706,vor::PRP,앞에,алдында
707,hinter::PRP,뒤에,артында
708,unter::PRP,잍에,аҫтында
709,durch::PRP,통고하여,үтә
710,neben::PRP,와나란히,эргәһендә
711,zwischen::PRP,의사이로,араһында
712,wegen::PRP,때문에,өсөн
713,wegen::PRP,때문에,сәбәпле
714,dies::PRN,이,был
715,dies::PRN,이,ошо
716,das::PRN,저,ул
717,alles::PRN,모든것,бөтә
718,ich::PRN,나,мин
719,du::PRN,너,һин
720,er::PRN,그,ул
721,wir::PRN,우리,беҙ
722,ihr::PRN,너희들,һеҙ
723,sie::PRN,그들,улар
724,was::FPRN,뭣,ә
725,was::FPRN,뭣,ни
726,was::FPRN,뭣,нәмә
727,wer::FPRN,누구,ҡем
728,wo::FADV,어디,ҡайҙа
729,wohin::FADV,어디로,ҡайҙа
730,wie::FADV,어떻게,инидәй
731,warum::FADV,왜,ин өсөн
732,wieviel::FNUM,얼마만큰,күпме
733,eins::NUM,하나,бер
734,zwei::NUM,둘,ике
735,zwei::NUM,둘,икәү
736,drei::NUM,셋,өс
737,vier::NUM,넷,дүрт
738,fünf::NUM,다섯,биш
739,sechs::NUM,여섯,алты
740,sieben::NUM,일곱,ете
741,acht::NUM,여덟,һигеҙ
742,neun::NUM,아홉,туғыҙ
743,zehn::NUM,열,ун
744,elf::NUM,열하나,ун бер
745,zwölf::NUM,열둘,ун ике
746,zwanzig::NUM,스물,егерме
747,dreißig::NUM,서름,утыҙ
748,vierzig::NUM,마흔,ҡырҡ
749,fünfzig::NUM,숸,илле
750,sechzig::NUM,에순,алтмыш
751,siebzig::NUM,일흔,етмеш
752,achtzig::NUM,여든,һикһән
753,neunzig::NUM,아흔,туҡһан
754,hundert::NUM,백,йөҙ
755,tausend::NUM,천,мең
756,und::CNJ,와,да
757,oder::CNJ,아니면,йәки
758,stehen::V,서다,тороу
759,sitzen::V,앉다,ултырыу
760,liegen::V,눕다,ятыу
761,hängen::V,달다,аҫылынып тороу
762,werden::V,되다,булыу
763,passieren::V,지장옶다,булыу
764,beginnen::V,시작되다,башлау
765,enden::V,큳내다,бөтөү
766,enden::V,큳내다,тамамланыү
767,wechseln::V,병경하다,үҙгәреү
768,aufgehen[Sonne]::V,뜨다,ҡалҡыу
769,untergehen[Sonne]::V,지다,байыу
770,scheinen[Sonne]::V,빛나다,яҡтыртып тороу
771,donnern::V,천둥치다,күкрәү
772,wehen::V,풀다,иҫеү
773,strömen::V,흐르다,ташыу
774,fließen::V,흐르다,ағыу
775,sich drehen::V,돌다,әйләнеү
776,schwanken::V,동요하다,тирбәлеү
777,schwingen::V,흔들다,бәүетеү
778,fallen::V,떨어지다,йығылыу
779,brennen::V,타다,яныу
780,rauchen::V,김이나다,төтәү
781,regnen::V,비가오다,ямғыр яуа
782,gefrieren::V,얼다,туңыү
