,Concept_ID,ko,kn
114,Insel::N,섬,ದ್ವೀಪ
115,Blume::N,꽃,ಸುಮ
116,Gras::N,풀,ಹುಲ್ಲು
117,Wurzel::N,뿌리,ಬೇರು
118,Baum::N,나무,ಮರ
119,Stamm::N,대,ಕಾಂಡ
120,Rinde::N,나무껍질,ತೂಗಟಿ
121,Ast::N,가지,ಶಾಖೆ
122,Zweig::N,가지,ರೆಂಬೆ
123,Blatt::N,잎,ಎಲೆ
124,Birke::N,자작나무,ಬರ್ಚ್ ಮರ
125,Kiefer[Baum]::N,소나무,ದೇವದಾರು ಮರ
126,Weide[Baum]::N,쉬양버들,ವಿಲೋಮರ
127,Tanne::N,전나무,ಭದ್ರದಾರು
128,Horn::N,뿔,ಕೊಂಬು
129,Feder::N,깃털,ಪುಕ್ಕ
130,Fell::N,피혁모피,ರೋಮ
131,Flügel::N,날개,ರೆಕ್ಕೆ
132,Klaue::N,갈고리 발톺,ಪಂಜ
133,Kralle::N,발툭,ಉಗುರು
134,Schwanz::N,꼬리,ಬಾಲ
135,Ei::N,알,ಮೊಟ್ಟೆ
136,Nest::N,보금자리,ಗೂಡು
137,Bau::N,굴,ಅಡಗುದಾಣ
138,Tier::N,짐승,ಪ್ರಾಣಿ
139,Herde::N,가축의떼,ಗುಂಪು
140,Kuh::N,암소,ಹಸು
141,Bulle::N,황소,ಗೂಳಿ
142,Pferd::N,말,ಕುದುರೆ
143,Schaf::N,양,ಕುರಿ
144,Schwein::N,돼지,ಹಂದಿ
145,Hund::N,개,ನಾಯಿ
146,Katze::N,고양이,ಬೆಕ್ಕು
147,Bär::N,콤,ಕರಡಿ
148,Eichhörnchen::N,다람쥐,ಉಡುತೆ
149,Elch::N,고라니,ಕಡವೆ
150,Fuchs::N,여우,ನರಿ
151,Hase::N,토끼,ಮೊಲ
152,Maus::N,쥐,ಇಲಿ
153,Wolf::N,늑대,ತೋಳ
154,Vogel::N,새,ಪಕ್ಷಿ
155,Schwarm::N,뗴,ಗುಂಪು
156,Huhn::N,암탉,ಚಿಕ್
157,Hahn::N,수탉,ಹುಂಜ
158,Gans::N,거위,ವರಟೆ
159,Adler::N,수리,ಗರುಡ
160,Ente::N,오리,ಬಾತು
161,Eule::N,부엉이,ಗೂಬೆ
162,Kranich::N,두루미,ಕೊಕ್ಕರ
163,Krähe::N,까마귀,ಕಾಗೆ
164,Kuckuck::N,뻐꾸기,ಕೋಗಿಲೆ
165,Schwan::N,배조,ಹಂಸಪಕ್ಷಿ
166,Fisch::N,물고기,ಮೀನು
167,Barsch::N,농어,ಪರ್ಚ್ ಮೀನು
168,Hecht::N,에속스,ಪೈಕ್ ಮೀನು
169,Schlange[Tier]::N,뱀,ಹಾವು
170,Wurm::N,벌레,ಹುಳು
171,Spinne::N,거미,ಊರ್ಣನಾಭ
172,Ameise::N,개미,ಇರುವೆ
173,Laus::N,이,ಹೇನು
174,Mücke::N,모기,ಸೊಳ್ಳೆ
175,Fliege::N,날기,ನೊಣ
176,Schmetterling::N,나비,ಪತಂಗ
177,Beere::N,장과,ನಯವಣ್ಣು
178,Apfel::N,사과,ಸೇಬು
179,Pilz::N,고방이,ಅಣಬೆ
180,Zwiebel::N,양파,ನೀರುಳ್ಳಿ
181,Saat::N,씨,ಬಿತ್ತ
182,Korn::N,알맹이,ಬೀಜ
183,Heu::N,건초,ಕರಡ
184,Schale::N,피상,ಹೊಟ್ಟು
185,Falle::N,함정,ಬೋನು
186,Schlinge::N,올가미,ಉರುಲು
187,Schlinge::N,멜빵붕대,ಉರುಲು
188,Spur::N,발지국,ಜಾಡು
189,Asche::N,재,ಬೂದಿ
190,Dreck::N,똥,ಹೊಲಸು
191,Dreck::N,오물,ಹೊಲಸು
192,Eisen::N,쇠,ಕಬ್ಬಿಣ
193,Eisen::N,철,ಕಬ್ಬಿಣ
194,Gold::N,항금,ಚಿನ್ನ
195,Silber::N,은,ಬೆಳ್ಳಿ
196,Kohle::N,슻,ಕಲ್ಲಿದ್ದಲು
197,Glas::N,유리,ಗಾಜು
198,Lehm::N,찰흙,ಜೇಡಿಮಣ್ಣು
199,Sand::N,모래,ಮರಳು
200,Mensch::N,사람,ಪುರುಷ
201,Mann::N,남자,ಆಳು
202,Frau::N,여자,ಹೆಣ್ಣು
203,Kind::N,아이,ಮಗು
204,Junge::N,소녁,ಹುಡುಗ
205,Mädchen::N,소녀,ಹುಡುಗಿ
206,Familie::N,가족,ಕುಟುಂಬ
207,Großvater::N,할아버지,ಅಜ್ಜ
208,Großmutter::N,할머니,ಅಮ್ಮ
209,Eltern::N,어버오,ಹೆತ್ತವರು
210,Vater::N,아버지,ತಂದೆ
211,Mutter::N,어머니,ಅಮ್ಮ
212,Sohn::N,아들,ಮಗ 
213,Tochter::N,딸기,ಮಗಳು
214,Bruder::N,형제,ತಮ್ಮ
215,Schwester::N,누이,ತಂಗಿ
216,Onkel::N,백부,ಸೋದರಮಾವ
217,Onkel::N,백부,ದೊಡ್ಡಪ್ಪ
218,Tante::N,아주머니,ಚಿಕ್ಕಮ್ಮ
219,Ehemann::N,남편,ಗಂಡ
220,Ehefrau::N,아내,ಹೆಂಡತಿ
221,Freude::N,기쁨,ನಲಿವು
222,Gelächter::N,웃음,ನಗೆ
223,Glück::N,즐거움,ಆನಂದ
224,Kummer::N,슬픔,ದುಃಖ
225,Wunsch::N,소망,ಬಯಕೆ
226,Geist::N,할기,ಆತ್ಮ
227,Gedanke::N,상념,ಯೋಚನೆ
228,Gedächtnis::N,기억,ಸ್ಮರಣೆ
229,Verstand::N,분별,ಮನಸ್ಸು
230,Verstand::N,지능,ಮನಸ್ಸು
231,Sinn::N,센스,ಅರ್ಥ
232,Grund::N,까닭,ಕಾರಣ
233,Wahrheit::N,참,ಸತ್ಯ
234,Wahrheit::N,진실,ಸತ್ಯ
235,Gespräch::N,대화,ಸಂಭಾಷಣೆ
236,Märchen::N,동화,ಸುಳ್ಳು ಕಥೆ
237,Erzählung::N,이야기,ಕಥೆ
238,Neuigkeit::N,뉴스,ಸುದ್ದಿ
239,Name::N,이름,ಹೆಸರು
240,Rätsel::N,수수께끼,ಒಗಟು
241,Rede::N,연설,ಮಾತು
242,Sprache::N,말,ಭಾಷೆ
243,Stimme::N,목소리,ಧ್ವನಿ
244,Wort::N,낱말,ಮಾತು
245,Zeichen::N,신호,ಗುರುತು
246,Ruf::N,부름,ಕೂಗು
247,Lärm::N,소동,ಸದ್ದು
248,Laut::N,음성,ಶಬ್ದ
249,Ton::N,목소리,ನಾದ
250,Lied::N,노래,ಗಾನ
251,Ruhe::N,쉼,ಶಾಂತಿ
252,Leute::N,사람들,ಮಂದಿ
253,Volk::N,국중,ಜನಾಂಗ
254,Arbeit::N,근로,ಕೆಲಸ
255,Arbeit::N,너무,ಕೆಲಸ
256,Gast::N,손님,ಅತಿಥಿ
257,Geschenk::N,행하,ಕಾಣಿಕೆ
258,Spiel::N,무리,ಆಟ
259,Gesellschaft::N,교제,ಸಂಗ
260,Hilfe::N,거들음,ಸಹಾಯ
261,Hilfe::N,보좌,ಸಹಾಯ
262,Freund::N,친구,ಸ್ನೇಹಿತ
263,Kamerad::N,동실자,ಜೊತೆಗಾರ
264,Angelegenheit::N,용무,ವಿಚಾರ
265,Anzahl::N,어떤,ಎಣಿಕೆ
266,Anzahl::N,수,ಎಣಿಕೆ
267,Art::N,정류,ತರ
268,Stück::N,일부분,ತುಂಡು
269,Teil::N,몱,ಭಾಗ
270,Teil::N,구훠,ಭಾಗ
271,Hälfte::N,2분의,ಅರ್ಧ
272,Kreis::N,고리,ವೃತ್ತ
273,Kreuz::N,열십자,ಶಿಲುಬೆ
274,Linie::N,선,ರೀಖೆ
275,Strich::N,스침,ಗೀಟು
276,Abstand::N,거리,ಅಂತರ
277,Entfernung::N,거리,ದೂರ
278,Gegend::N,곳,ವಿಸ್ತೀರ್ಣ
279,Gegend::N,부금,ವಿಸ್ತೀರ್ಣ
280,Platz::N,장소,ಅಂತರ
281,Ort::N,장소,ಸ್ಥಳ
282,Seite::N,옆면,ಪಕ್ಷ
283,Mitte::N,궁간,ನಡು
284,Gegenstand::N,항목,ವಸ್ತು
285,Sache::N,뭉에,ವಸ್ತು
286,Rand::N,가,ಅಂಚು
287,Kante::N,귀퉁,ಅಂಚು
288,Ecke::N,구석,ಮೂಲೆ
289,Spitze::N,끝,ತುದಿ
290,Spitze::N,참단,ತುದಿ
291,Ende::N,말당,ಕೊನೆ
292,Loch::N,빙옷,ತೂತು
293,Winkel::N,각도,ಕೋನ
294,Muster::N,본,ನಮೂನೆ
295,Muster::N,견복,ನಮೂನೆ
296,Größe::N,신장,ಪ್ರಮಾಣ
297,Länge::N,길이긺,ಉದ್ದ
298,Höhe::N,높이,ಎತ್ತರ
299,Gewicht::N,추,ತೂಕ
300,Menge::N,수양,ಮೊತ್ತ
301,Haufen::N,퇴적,ರಾಶಿ
302,Reihe::N,열,ಸಾಲು
303,Boot::N,보트,ದೋಣಿ
304,Ruder::N,노,ಹುಟ್ಟು
305,Schlitten::N,썰매,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
306,Ski::N,스키,ಜಾರುಪಟ್ಟಿ
307,Lagerfeuer::N,캠프의 모닥불,ಶಿಬಿರಾಗ್ನಿ
308,Last::N,무거운짐,ಹೊರೆ
309,Gang::N,걸음,ತಿರುಗಾಟ
310,Schritt::N,보조,ಹೆಜ್ಜೆ
311,Norden::N,북쪽 ,ಉತ್ತರ
312,Süden::N,남쪽,ದಕ್ಷಿಣ
313,Westen::N,서쪽,ಪಶ್ಚಿಮ
314,Osten::N,동쪽,ಮೂಡಲು
315,Holz::N,목재,ಚೌಬೀನೆ
316,Brett::N,마루널,ಹಲಗೆ
317,Platte::N,탤,ಹಲಗೆ
318,Platte::N,금속판,ಹಲಗೆ
319,Stütze::N,버팀목,ಆಸರೆ
320,Stange::N,장대,ಕಂಬ
321,Stock::N,막대기,ಕೋಲು
322,Stab::N,작대기,ದೊಣ್ಣೆ
323,Rohr::N,갈대,ನಳಿಕೆ
324,Haus::N,집,ಮನೆ
325,Heim::N,집,ಗೃಹ
326,Ofen::N,아궁이,ಒಲೆ
327,Fußboden::N,마루,ನೆಲ
328,Tisch::N,탁자,ಮೇಜು
329,Stuhl::N,의자,ಕುರ್ಚಿ
330,Wiege::N,발상지,ತೊಟ್ಟಿಲು
331,Bett::N,침대,ಹಾಸಿಗೆ
332,Regal::N,서가,ಬೀರು
333,Kiste::N,짐궤,ಪಟ್ಟಿಗೆ
334,Fenster::N,눔,ಕಿಟಕಿ
335,Tür::N,문,ಬಾಗಿಲು
336,Tor::N,대문,ಹೆಬ್ಬಾಗಿಲು
337,Zaun::N,담장,ಬೇಲಿ
338,Dach::N,지붕,ಮಾಳಿಗೆ
339,Leiter::N,사닥다리,ಏಣಿ
340,Besen::N,비,ಪೊರಕೆ
341,Spaten::N,가래,ಗುದ್ದಲಿ
342,Schaufel::N,삽,ಸನಿಕೆ
343,Gabel::N,갈래,ಕವಲು
344,Löffel::N,숟가락,ಚಮಚ
345,Messer::N,나이프,ಚಾಕು
346,Nagel::N,발툽,ಆಣಿ
347,Netz::N,그물,ಬಲೆ
348,Haken::N,갈고리,ಕೊಂಡಿ
349,Griff::N,움켜쥠,ಹಿಡಿ
350,Schloss::N,자물쇠,ವೀಗ
351,Bild::N,그림,ಚಿತ್ರ
352,Figur::N,몸메,ಆಕಾರ
353,Puppe::N,인형,ಗೊಂಬೆ
354,Beutel::N,클,ಸಂಚಿ
355,Bündel::N,자근다발,ಕಟ್ಟು
356,Tasche::N,가방,ಚೀಲ
357,Eimer::N,동이,ಬಾನೆ
358,Deckel::N,뚜껑,ಮುಚ್ಚಳ
359,Geschirr::N,식시,ಭಕ್ಷ್ಯಗಳು
360,Sack::N,조갑,ಮೂಟೆ
361,Tasse::N,차잔,ಬಟ್ಟಲು
362,Topf::N,단지,ಮಡಕೆ
363,Kessel::N,주전자,ಕೆಟಲ್
364,Essen::N,먹기,ಊಟ
365,Nahrung::N,식료,ಆಹಾರ
366,Speise::N,음식물,ಊಟ
367,Fleisch::N,고기,ಮಾಂಸ
368,Getreide::N,곡물,ಧಾನ್ಯ
369,Brei::N,젤리,ಗಂಜಿ
370,Brot::N,빵,ರೊಟ್ಟಿ
371,Scheibe::N,원반,ಹೋಳು
372,Fett::N,기름,ಕೊಬ್ಬು
373,Butter::N,버터,ಬೆಣ್ಣೆ
374,Öl::N,올리브유,ಎಣ್ಣೆ
375,Salz::N,소금,ಉಪ್ಪು
376,Suppe::N,국,ಎಸರು
377,Suppe::N,수프,ಎಸರು
378,Honig::N,감미,ಮಧು
379,Milch::N,유즙,ಹಾಲು
380,Tee::N,차,ಚಹ
381,Leder::N,가죽,ಚಕ್ಕಳ
382,Wolle::N,양털,ಉಣ್ಣೆ
383,Stoff::N,패료,ಬಟ್ಟೆ
384,Nadel::N,바늘,ಸೂಜಿ
385,Faden::N,콘실,ದಾರ
386,Knopf::N,단추,ಗುಂಡು
387,Knoten::N,곁절,ಗಂಟು
388,Farbe::N,색,ಬಣ್ಣ
389,Kleidung::N,옷입기,ಅರಿವೆ
390,Hemd::N,속옷,ಅಂಗಿ
391,Kragen::N,깃,ಕುತ್ತಿಗೆಪಟ್ಟಿ
392,Ärmel::N,소매,ತೋಳು
393,Hose::N,바지,ಇಜಾರ
394,Gürtel::N,밴드,ಬೆಲ್ಟು
395,Mütze::N,모자,ಟೋಪಿ
396,Schuh::N,구두,ಪಾದರಕ್ಷೆ
397,Stiefel::N,장화,ಬೂಟು
398,Ring::N,고리,ಉಂಗುರ
399,Band::N,리본,ರಿಬ್ಬನ್
400,Kamm::N,빗,ಹಣಿಗೆ
401,Spiegel::N,거울,ಕನ್ನಡಿ
402,Riemen::N,가죽끈,ಬಾರು
403,Schnur::N,밧줄,ಹುರಿ
404,Leine::N,고삐줄,ಹಗ್ಗ
405,Decke::N,이부자리,ಕಂಬಳಿ
406,Kissen::N,깔개,ದಿಂಬು
407,Tuch::N,천,ಕೊರಳ ಬಟ್ಟೆ
408,Handtuch::N,수건,ಚೌಕ
409,Kraft::N,세력,ಬಲ
410,Stärke::N,힘,ಶಕ್ತಿ
411,Gesundheit::N,위생,ಆರೋಗ್ಯ
412,Krankheit::N,병,ರೋಗ
413,Schmerz::N,아픔고통,ನೋವು
414,Wunde::N,상처,ಗಾಯ
415,Fieber::N,열별,ಜ್ವರ
416,Arznei::N,약,ಔಷಧ
417,Brücke::N,교량,ಸೇತುವೆ
418,Brunnen::N,원천,ಬಾವಿ
419,Weide::N,목장,ಗೋಮಾಳ
420,Pfad::N,좁은길,ದಾರಿ
421,Weg::N,길,ಹಾದಿ
422,Straße::N,길,ರಸ್ತೆ
423,Dorf::N,촌,ಹಳ್ಳಿ
424,Dorf::N,촌락,ಹಳ್ಳಿ
425,Stadt::N,도시,ಪಟ್ಟಣ
426,Brief::N,서한,ಕಾಗದ
427,Buch::N,책,ಪುಸ್ತಕ
428,Buchstabe::N,문자,ಅಕ್ಷರ
429,Zeitung::N,신문,ವಾರ್ತಾಪತ್ರಿಕೆ
430,Leben::N,삶,ಜೀವನ
431,Tod::N,죽음,ಮರಣ
432,Grab::N,무덤,ಗೋರಿ
433,Kirche::N,교회,ಚರ್ಚು
434,Sünde::N,부정,ಪಾಪ
435,Gott::N,하느님,ದೇವರು
436,Arbeiter::N,일하는사람,ಕೆಲಸಗಾರ
437,Chef::N,사장,ದಣಿ
438,Meister::N,명인,ಶಿಕ್ಷಕ
439,Meister::N,대가,ಶಿಕ್ಷಕ
440,Arzt::N,의사,ವೈದ್ಯ
441,Lehrer::N,교사,ಉಪಾಧ್ಯಾಯ
442,Geld::N,돈,ಹಣ
443,Geschäft::N,일,ವಾಣಿಜ್ಯ
444,Laden::N,가게,ಅಂಗಡಿ
445,Preis::N,가격,ಬೆಲೆ
446,Ware::N,상품,ಸರಕು
447,Nutzen::N,이익,ಲಾಭ
448,Reichtum::N,많음,ಸಂಪತ್ತು
449,Welt::N,세상,ಭೂಲೋಕ
450,Land::N,지방,ದೇಶ
451,Staat::N,국가,ರಾಜ್ಯ
452,König::N,국왕,ರಾಜ
453,Macht::N,힘,ಅಧಿಕಾರ
454,Grenze::N,국경,ಗಡಿ
455,Krieg::N,전쟁,ಯುದ್ಧ
456,Feind::N,적,ಶತ್ರು
457,Gewalt::N,권력,ಹಿಂಸೆ
458,Kampf::N,전투,ಹೋರಾಟ
459,Bogen[Waffe]::N,활,ಬಿಲ್ಲು
460,Pfeil::N,화살,ಅಂಬು
461,Gewehr::N,무기,ಬಂದೂಕು
462,Fehler::N,오류,ತಪ್ಪು
463,Lüge::N,거짓말,ಸುಳ್ಳು
464,Schaden::N,손상,ಹಾನಿ
465,Unglück::N,불행,ಅಪಾಯ
466,Schuld::N,부채,ದೋಷ
467,Alter::N,연령,ಮುಪ್ಪು
468,Schluss::N,마감,ಮುಕ್ತಾಯ
469,Zeit::N,때,ಕಾಲ
470,Zeit::N,시간,ಕಾಲ
471,Tag::N,하루,ದಿನ
472,Morgen::N,이침,ಮುಂಜಾನೆ
473,Mittag::N,대낮,ನಡುಹಗಲು
474,Abend::N,저녁,ಸಂಜೆ
475,Nacht::N,밤,ರಾತ್ರಿ
476,Woche::N,근무일,ವಾರ
477,Monat::N,달,ತಿಂಗಳು
478,Jahr::N,해,ಸಂವತ್ಸರ
479,Frühling::N,봄,ವಸಂತ
480,Sommer::N,여름,ಬಿಸಿಲುಕಾಲ
481,Herbst::N,가을,ಶರತ್ಕಾಲ
482,Winter::N,겨울,ಚಳಿಗಾಲ
483,Januar::N,일월,ನಾಲ್ಚಳಿ
484,Februar::N,이월,ಅಯ್ಚಳಿ
485,März::N,삼월,ಮೊಬ್ಬೇಸಿಗೆ
486,April::N,사월,ಇಬ್ಬೇಸಿಗೆ
487,Mai::N,오월,ಮುಬ್ಬೇಸಿಗೆ
488,Juni::N,유월,ಮೊಮ್ಮಳೆ
489,Juli::N,칠월,ಇಮ್ಮಳೆ
490,August::N,팔월,ಮುಮ್ಮಳೆ
491,September::N,구월,ನಾಲ್ಮಳೆ
492,Oktober::N,시월,ಮೊಚ್ಚಳಿ
493,November::N,십일월,ಇಚ್ಚಳಿ
494,Dezember::N,십이월,ಮುಚ್ಚಳಿ
495,Montag::N,월요일,ಸೋಮುವಾರ
496,Dienstag::N,화요일,ಮಂಗಳವಾರ
497,Mittwoch::N,수요일,ಬುಧವಾರ
498,Donnerstag::N,모교일,ಗುರುವಾರ
499,Freitag::N,그묘일,ಶುಕ್ರವಾರ
500,Samstag::N,토요일,ಶನಿವಾರ
501,Sonntag::N,일요일,ಭಾನುವಾರ
502,groß::A,큰,ದೊಡ್ಡ
503,klein::A,자근,ಪುಟ್ಟ
504,lang::A,긴,ದೀರ್ಘ
505,kurz::A,짧은,ಚಕ್ಕ
506,breit::A,넓은,ಅಗಲವಾದ
507,schmal::A,좁은,ಇಕ್ಕಟ್ಟಾದ
508,dicht::A,농밀한,ದಟ್ಟ
509,dick[Gegenstand]::A,두꺼운,ದಟ್ಟ
510,dünn::A,얇은,ತೆಳು
511,fein::A,미세한,ಕೋಮಲ
512,fest::A,굳은,ಘನ
513,flach::A,얕은,ಚಪ್ಪಟೆ
514,glatt::A,반들반들한,ನಯ
515,hart::A,굳은,ಗಟ್ಟಿ
516,weich::A,연한,ಮೃದುವಾದ
517,rund::A,둥근,ವರ್ತುಳ
518,spitz::A,뾰족한,ಮೊನಚಾದ
519,scharf::A,날카로운,ತೀಕ್ಷ್ಣ
520,stumpf::A,무딘,ಮೊಂಡು
521,schwer::A,무거운,ಭಾರಿ
522,schön::A,멋진,ಸುಂದರ
523,heiß::A,뜨거운,ಬಿಸಿ
524,warm::A,따뜻한,ಬಿಸಿ
525,kalt::A,찬,ತಣ್ಣನೆಯ
526,kühl::A,서늘한,ತಂಪಾದ
527,frisch::A,신선한,ನಿರ್ಮಲ
528,feucht::A,축축한,ಒದ್ದೆಯಾದ
529,nass::A,젖은,ಒದ್ದೆಯಾದ
530,trocken::A,마른,ಶುಷ್ಕ
531,voll::A,완전한,ತುಂಬಿದ
532,leer::A,빈,ಖಾಲಿ
533,offen::A,열린,ಮುಚ್ಚಲ್ಲದ
534,geschlossen::A,닫힌,ಮುಚ್ಚಿದ
535,sauber::A,깨끗한,ಶುದ್ಧ
536,schmutzig::A,더러운,ಅಶುದ್ಧ
537,roh::A,날게잇의,ಹಸಿ
538,reif::A,이근,ಹಣ್ಣಾದ
539,lecker::A,맛있는,ಗುಚಿಕರ
540,süß::A,단,ಸಿಹಿ
541,bitter::A,찌르는듯한,ಕಹಿ
542,sauer::A,산성의,ಹುಳಿಯಾದ
543,hell::A,밝은,ಹೊಳೆಯುವ
544,dunkel::A,어두운,ಮಬ್ಬಾದ
545,schwarz::A,검은,ಕಪ್ಪು
546,weiß::A,하얀,ಬಿಳಿಯ
547,rot::A,붉은,ಕೆಂಪು
548,gelb::A,황색,ಹಳದಯ
549,blau::A,푸른,ನೀಲ
550,grün::A,녹색의,ಕಾಯಾದ
551,grau::A,회색의,ಬೂದುಬಣ್ಣದ
552,bunt::A,알록달록한,ವರ್ಣರಂಜಿತ
553,billig::A,싼,ಅಗ್ಗ
554,teuer::A,값비산,ದುಬಾರಿಯಾದ
555,wertvoll::A,가치가많은,ಅಮೂಲ್ಯ
556,blind::A,눈먼,ಅಂಧ
557,taub::A,무감간한,ಕಿವುಡಾದ
558,kräftig::A,강장한,ಪ್ರಬಲ
559,stark::A,강한,ಶಕ್ತಿವಂತ
560,schwach::A,약한,ದುರ್ಬಲ
561,fett::A,실찐,ಕೊಬ್ಬಿದ
562,schlank::A,호리호리한,ತೆಳ್ಳಗಿನ
563,hübsch::A,예쁜,ಅಂದವಾದ
564,böse::A,나쁜,ಕೆಟ್ಟ
565,dumm::A,어리석은,ಮಂದ
566,faul::A,너덜너덜한,ಆಲಸ
567,fleißig::A,근면한,ಕಡಗುವ
568,geizig::A,인색한,ಜುಗ್ಗ
569,geschickt::A,교묘한,ದಕ್ಷ
570,lieb::A,친애하는,ಪ್ರಿಯ
571,lustig::A,유쾌한,ಖುಷಿಯಾದ
572,sanft::A,온화한,ಸೌಮ್ಯ
573,hungrig::A,배고픈,ಹಸಿದ
574,krank::A,병든,ಅಸ್ವಸ್ಥ
575,nackt::A,벌거벗은,ನಗ್ನ
576,traurig::A,슬픈,ದುಃಖಿತ
577,lebendig::A,살아있는,ಜೀವಂತ
