,Concept_ID,az,sk
155,Pferd::N,at,kôň
156,Schaf::N,qoyun,ovca
157,Schwein::N,donuz,sviňa
158,Hund::N,it,pes
159,Hund::N,köpək,pes
160,Katze::N,pişik,mačka
161,Bär::N,ayı,medveď
162,Eichhörnchen::N,dələ,veverička
163,Elch::N,sığın,los
164,Fuchs::N,tülkü,líška
165,Hase::N,dovşan,zajac
166,Maus::N,siçan,myš
167,Wolf::N,qurd,vlk
168,Vogel::N,quş,vták
169,Schwarm::N,sürü,roj
170,Huhn::N,toyuq,kurča
171,Huhn::N,toyuq,sliepka
172,Hahn::N,xoruz,kohút
173,Gans::N,qaz,hus
174,Adler::N,qartal,orol
175,Adler::N,qaraquş,orol
176,Ente::N,ördək,kačka
177,Ente::N,ördək,kačica
178,Eule::N,bayquş,sova
179,Kranich::N,durna,žeriav
180,Krähe::N,qarğa,vrana
181,Kuckuck::N,ququ,kukučka
182,Schwan::N,qu quşu,labuť
183,Fisch::N,balıq,ryba
184,Barsch::N,tar,ostriež
185,Hecht::N,durnabalığı,šťuka
186,Schlange[Tier]::N,ilan,had
187,Wurm::N,qurd,červ
188,Spinne::N,hörümçək,pavúk
189,Ameise::N,qarışqa,mravec
190,Laus::N,bit,voš
191,Mücke::N,ağcaqanad,komár
192,Fliege::N,milçək,mucha
193,Schmetterling::N,kəpənək,motýľ
194,Beere::N,gilə,bobuľa
195,Apfel::N,alma,jablko
196,Pilz::N,göbələk,hríb
197,Zwiebel::N,soğan,cibuľa
198,Saat::N,əkin,osivo
199,Korn::N,taxıl,zrno
200,Heu::N,quru ot,seno
201,Schale::N,qabıq,šupa
202,Schale::N,qabıq,škrupina
203,Grube::N,çuxur,jama
204,Falle::N,tələ,pasca
205,Falle::N,tələ,klepec
206,Falle::N,duzaq,pasca
207,Falle::N,duzaq,klepec
208,Schlinge::N,ilmək,slučka
209,Spur::N,iz,stopa
210,Asche::N,kül,popol
211,Dreck::N,kir,kal
212,Dreck::N,kir,blato
213,Eisen::N,dəmir,železo
214,Gold::N,altun,zlato
215,Silber::N,gümüş,striebro
216,Kohle::N,kömür,uhlie
217,Glas::N,şüşə,sklo
218,Lehm::N,gil,íl
219,Lehm::N,gil,hlina
220,Lehm::N,palçıq,íl
221,Lehm::N,palçıq,hlina
222,Sand::N,qum,piesok
223,Mensch::N,adam,človek
224,Mensch::N,insan,človek
225,Mann::N,kişi,muž
226,Mann::N,kişi,chlap
227,Frau::N,qadın,žena
228,Kind::N,uşaq,dieťa
229,Junge::N,oğlan,chlapec
230,Mädchen::N,qız,dievka
231,Familie::N,ailə,rodina
232,Großvater::N,baba,dedo
233,Großvater::N,baba,starý otec
234,Großmutter::N,nənə,babička
235,Großmutter::N,nənə,stará mať
236,Eltern::N,valideyn,rodičia
237,Vater::N,ata,otec
238,Mutter::N,ana,mať
239,Mutter::N,ana,matka
240,Sohn::N,oğul,syn
241,Tochter::N,qız,dcéra
242,Bruder::N,qardaş,brat
243,Schwester::N,bacı,sestra
244,Onkel::N,əmi,ujo
245,Onkel::N,əmi,strýko
246,Onkel::N,dayı,ujo
247,Onkel::N,dayı,strýko
248,Tante::N,bibi,teta
249,Tante::N,bibi,tetka
250,Ehemann::N,ər,muž
251,Ehemann::N,ər,manžel
252,Ehefrau::N,arvad,žena
253,Ehefrau::N,arvad,manželka
254,Freude::N,nəşə,radosť
255,Freude::N,sevinc,radosť
256,Gelächter::N,gülüş,smiech
257,Gelächter::N,qəhqəhə,smiech
258,Glück::N,səadət,šťastie
259,Glück::N,xoşbəxtlik,šťastie
260,Kummer::N,qəm,žiaľ
261,Kummer::N,qəm,zármutok
262,Kummer::N,kədər,žiaľ
263,Kummer::N,kədər,zármutok
264,Wunsch::N,arzu,prianie
265,Lust::N,həvəs,chuť
266,Geist::N,ruh,duch
267,Gedanke::N,fikir,myšlienka
268,Gedanke::N,düşüncə,myšlienka
269,Gedächtnis::N,xatir,pamäť
270,Gedächtnis::N,hafizə,pamäť
271,Verstand::N,ağıl,rozum
272,Sinn::N,məna,zmysel
273,Grund::N,səbəb,dôvod
274,Grund::N,səbəb,príčina
275,Wahrheit::N,haqq,pravda
276,Wahrheit::N,doğruluq,pravda
277,Gespräch::N,söhbət,reč
278,Gespräch::N,söhbət,rozhovor
279,Gespräch::N,qonuşma,reč
280,Gespräch::N,qonuşma,rozhovor
281,Märchen::N,nağıl,rozprávka
282,Erzählung::N,hekayə,poviedka
283,Nachricht::N,xəbər,správa
284,Neuigkeit::N,xəbər,novinka
285,Neuigkeit::N,yenilik,novinka
286,Name::N,ad,meno
287,Rätsel::N,tapmaca,záhada
288,Rätsel::N,tapmaca,hádanka
289,Rede::N,nitq,reč
290,Sprache::N,dil,reč
291,Sprache::N,dil,jazyk
292,Stimme::N,səs,hlas
293,Wort::N,söz,slovo
294,Wort::N,kəlmə,slovo
295,Zeichen::N,nişan,znak
296,Ruf::N,çığırtı,volanie
297,Ruf::N,çığırtı,zavolanie
298,Lärm::N,gurultu,hluk
299,Lärm::N,gurultu,hurhaj
300,Laut::N,səs,zvuk
301,Ton::N,ton,tón
302,Ton::N,ton,zvuk
303,Lied::N,mahnı,pieseň
304,Ruhe::N,sakitlik,pokoj
305,Leute::N,xalq,ľudia
306,Volk::N,millət,ľud
307,Volk::N,millət,národ
308,Arbeit::N,iş,práca
309,Arbeit::N,iş,robota
310,Arbeit::N,əmək,práca
311,Arbeit::N,əmək,robota
312,Gast::N,qonaq,hosť
313,Gast::N,müsafir,hosť
314,Geschenk::N,hədiyyə,dar
315,Spiel::N,oyun,hra
316,Spiel::N,tamaşa,hra
317,Gesellschaft::N,cəmiyyet,spoločnosť
318,Hilfe::N,kömək,pomoc
319,Hilfe::N,yardım,pomoc
320,Freund::N,dost,priateľ
321,Kamerad::N,yoldaş,kamarát
322,Angelegenheit::N,iş,vec
323,Angelegenheit::N,iş,záležitosť
324,Anzahl::N,say,počet
325,Anzahl::N,say,množstvo
326,Art::N,çeşid,druh
327,Stück::N,dənə,kus
328,Stück::N,dənə,kúsok
329,Stück::N,parça,kus
330,Stück::N,parça,kúsok
331,Teil::N,qisim,časť
332,Hälfte::N,yarım,polka
333,Hälfte::N,yarım,polovica
334,Kreis::N,dairə,kruh
335,Kreuz::N,xaç,kríž
336,Linie::N,xətt,línia
337,Strich::N,cızıq,čiara
338,Abstand::N,məsafə,vzdialenosť
339,Entfernung::N,məsafə,vzdialenosť
340,Entfernung::N,uzaqlıq,vzdialenosť
341,Gegend::N,bölgə,kraj
342,Gegend::N,bölgə,krajina
343,Platz::N,yer,miesto
344,Ort::N,yer,miesto
345,Seite::N,yan,bok
346,Seite::N,yan,strana
347,Seite::N,tərəf,bok
348,Seite::N,tərəf,strana
349,Mitte::N,orta,stred
350,Gegenstand::N,şey,predmet
351,Sache::N,şey,vec
352,Rand::N,kənar,kraj
353,Rand::N,kənar,okraj
354,Kante::N,tiyə,hrana
355,Kante::N,kənar,hrana
356,Ecke::N,bucaq,roh
357,Spitze::N,uc,hrot
358,Spitze::N,uc,špička
359,Ende::N,son,koniec
360,Ende::N,axır,koniec
361,Loch::N,deşik,diera
362,Winkel::N,guşə,kút
363,Muster::N,ülgü,vzor
364,Muster::N,ülgü,vzorka
365,Größe::N,böyüklük,veľkosť
366,Länge::N,uzunluq,dĺžka
367,Höhe::N,yüksəklik,výška
368,Gewicht::N,çəki,váha
369,Gewicht::N,ağırlıq,váha
370,Menge::N,miqdar,množstvo
371,Haufen::N,yığın,hŕba
372,Reihe::N,səf,rad
373,Reihe::N,sıra,rad
374,Boot::N,qayıq,čln
375,Ruder::N,kürək,veslo
376,Schlitten::N,kirşə,sane
377,Ski::N,xizək,lyža
378,Lagerfeuer::N,düşərgə tonqalı,táborák
379,Last::N,yük,ťarcha
380,Last::N,yük,bremeno
381,Gang::N,yeriş,chôdza
382,Schritt::N,addım,krok
383,Norden::N,şimal,sever
384,Süden::N,cənub,juh
385,Westen::N,qərb,západ
386,Osten::N,şərq,východ
387,Holz::N,ağac,drevo
388,Holz::N,taxta,drevo
389,Brett::N,taxta,doska
390,Platte::N,lövhə,doska
391,Platte::N,lövhə,platňa
392,Stütze::N,dayaq,opora
393,Stütze::N,dəstək,opora
394,Stange::N,şüvül,tyč
395,Stock::N,dəyənək,palica
396,Stab::N,əsa,palica
397,Stab::N,şüvül,palica
398,Rohr::N,boru,rúra
399,Rohr::N,truba,rúra
400,Haus::N,ev,dom
401,Heim::N,ev,domov
402,Ofen::N,peç,pec
403,Ofen::N,peç,kachle
404,Ofen::N,soba,pec
405,Ofen::N,soba,kachle
406,Fußboden::N,döşəmə,dlážka
407,Fußboden::N,döşəmə,podlaha
408,Tisch::N,masa,stôl
409,Stuhl::N,stul,stolička
410,Wiege::N,beşik,kolíska
411,Bett::N,yataq,lôžko
412,Bett::N,yataq,posteľ
413,Regal::N,rəf,regál
414,Regal::N,rəf,polica
415,Kiste::N,yeşik,debna
416,Kiste::N,sandıq,debna
417,Fenster::N,pəncərə,okno
418,Fenster::N,pəncərə,oblok
419,Tür::N,qapı,dvere
420,Tor::N,darvaza,vráta
421,Zaun::N,çəpər,plot
422,Zaun::N,çəpər,ohrada
423,Dach::N,dam,krov
424,Dach::N,dam,strecha
425,Leiter::N,nərdivan,rebrík
426,Leiter::N,nərdivan,rebrina
427,Besen::N,süpürgə,metla
428,Spaten::N,kürək,rýľ
429,Schaufel::N,kürək,lopata
430,Gabel::N,çəngəl,vidlička
431,Löffel::N,qaşıq,lyžica
432,Messer::N,bıçaq,nôž
433,Nagel::N,mıx,klinec
434,Netz::N,tor,sieť
435,Haken::N,çəngəl,hák
436,Haken::N,çəngəl,háčik
437,Griff::N,qulp,rukoväť
438,Griff::N,tutacaq,rukoväť
439,Schloss::N,qıfıl,zámka
440,Bild::N,rəsm,obraz
441,Figur::N,şəkil,figúra
442,Figur::N,heykəl,figúra
443,Puppe::N,kukla,bábka
444,Puppe::N,kukla,bábika
445,Puppe::N,gəlincik,bábka
446,Puppe::N,gəlincik,bábika
447,Beutel::N,kisə,vrece
448,Beutel::N,kisə,vrecko
449,Beutel::N,torba,vrece
450,Beutel::N,torba,vrecko
451,Bündel::N,bağlama,uzlík
452,Bündel::N,bağlama,zväzok
453,Tasche::N,çanta,taška
454,Tasche::N,çanta,kabelka
455,Eimer::N,vedrə,vedro
456,Eimer::N,çəllək,vedro
457,Deckel::N,qapaq,vrchnák
458,Deckel::N,qapaq,pokrývka
459,Geschirr::N,qab-qazan,nádoba
460,Sack::N,çuval,mech
461,Sack::N,çuval,vrece
462,Tasse::N,fincan,šálka
463,Topf::N,qazan,hrniec
464,Kessel::N,qazan,kotol
465,Essen::N,yemək,jedlo
466,Nahrung::N,qida,strava
467,Nahrung::N,qida,potrava
468,Speise::N,xörək,jedlo
469,Fleisch::N,ət,mäso
470,Getreide::N,taxıl,obilie
471,Brei::N,aş,kaša
472,Brei::N,sıyıq,kaša
473,Brot::N,çörək,chlieb
474,Scheibe::N,dilim,kotúč
475,Scheibe::N,dilim,krajec
476,Fett::N,yağ,tuk
477,Fett::N,yağ,masť
478,Butter::N,kərə yağı,maslo
479,Öl::N,yağ,olej
480,Salz::N,duz,soľ
481,Suppe::N,şorba,polievka
482,Honig::N,bal,med
483,Milch::N,süd,mlieko
484,Tee::N,çay,čaj
485,Leder::N,dəri,koža
486,Wolle::N,yun,vlna
487,Stoff::N,qumaş,súkno
488,Nadel::N,iynə,ihla
489,Faden::N,sap,niť
490,Faden::N,sap,vlákno
491,Knopf::N,düymə,gombík
492,Knoten::N,düyün,uzol
493,Farbe::N,boya,farba
494,Kleidung::N,geyim,šaty
495,Kleidung::N,geyim,šatstvo
496,Hemd::N,köynək,košeľa
497,Kragen::N,yaxa,golier
498,Ärmel::N,qol,rukáv
499,Hose::N,şalvar,nohavice
500,Gürtel::N,kəmər,pás
501,Gürtel::N,kəmər,opasok
502,Mütze::N,şapka,čiapka
503,Schuh::N,tufli,obuv
504,Schuh::N,tufli,topánka
505,Schuh::N,ayaqqabı,obuv
506,Schuh::N,ayaqqabı,topánka
507,Stiefel::N,çəkmə,čižma
508,Ring::N,üzük,prsteň
509,Band::N,lent,stuha
510,Kamm::N,daraq,hrebeň
511,Spiegel::N,güzgü,zrkadlo
512,Riemen::N,qayış,remeň
513,Schnur::N,ip,šnúra
514,Leine::N,kəmsik,vodidlo
515,Decke::N,ədyal,deka
516,Decke::N,ədyal,prikrývka
517,Decke::N,yorğan,deka
518,Decke::N,yorğan,prikrývka
519,Kissen::N,yastıq,poduška
520,Tuch::N,şarf,šatka
521,Tuch::N,kaşne,šatka
522,Handtuch::N,dəsmal,uterák
523,Kraft::N,güc,moc
524,Stärke::N,qüvvət,sila
525,Gesundheit::N,sağlamlıq,zdravie
526,Krankheit::N,xəstəlik,nemoc
527,Krankheit::N,xəstəlik,choroba
528,Schmerz::N,ağrı,bolesť
529,Schmerz::N,sancı,bolesť
530,Wunde::N,yara,rana
531,Fieber::N,isitmə,horúčka
532,Fieber::N,qızdırma,horúčka
533,Arznei::N,ilaç,liek
534,Arznei::N,dərman,liek
535,Brücke::N,körpü,most
536,Brunnen::N,quyu,studňa
537,Weide::N,otlaq,pastva
538,Pfad::N,cığır,chodník
539,Weg::N,yol,cesta
540,Straße::N,küçə,hradská
541,Dorf::N,kənd,dedina
542,Stadt::N,şəhər,mesto
543,Brief::N,məktub,list
544,Buch::N,kitab,kniha
545,Buchstabe::N,hərf,litera
546,Buchstabe::N,hərf,písmeno
547,Zeitung::N,qəzet,noviny
548,Leben::N,həyat,život
549,Tod::N,ölüm,smrť
550,Grab::N,qəbir,hrob
551,Kirche::N,kilsə,kostol
552,Sünde::N,günah,hriech
553,Gott::N,tanrı,boh
554,Arbeiter::N,işçi,robotník
555,Arbeiter::N,işçi,pracnovík
556,Chef::N,şef,šéf
557,Chef::N,şef,riaditeľ
558,Chef::N,rəis,šéf
559,Chef::N,rəis,riaditeľ
560,Meister::N,usta,majster
561,Arzt::N,həkim,lekár
562,Arzt::N,doktor,lekár
563,Lehrer::N,müəllim,učiteľ
564,Geld::N,pul,peniaze
565,Geschäft::N,ticarət,obchod
566,Laden::N,dükan,obchod
567,Preis::N,qiymət,cena
568,Ware::N,mal,tovar
569,Nutzen::N,fayda,osoh
570,Nutzen::N,fayda,úžitok
571,Reichtum::N,zənginlik,bohatstvo
572,Welt::N,aləm,svet
573,Welt::N,dünya,svet
574,Land::N,ölkə,územie
575,Land::N,ölkə,krajina
576,Staat::N,dövlət,štát
577,König::N,kral,kráľ
578,König::N,məlik,kráľ
579,Macht::N,qüdrət,moc
580,Macht::N,qüdrət,mocnosť
581,Grenze::N,hüdud,hranica
582,Grenze::N,sərhət,hranica
583,Krieg::N,hərb,vojna
584,Krieg::N,müharibə,vojna
585,Feind::N,düşmən,nepriateľ
586,Gewalt::N,cəbr,násilie
587,Kampf::N,savaş,boj
588,Bogen[Waffe]::N,yay,luk
589,Pfeil::N,ox,šíp
590,Pfeil::N,ox,strela
591,Gewehr::N,tüfəng,puška
592,Fehler::N,xəta,omyl
593,Fehler::N,xəta,chyba
594,Lüge::N,yalan,lož
595,Schaden::N,ziyan,ujma
596,Schaden::N,ziyan,škoda
597,Unglück::N,bəla,nešťastie
598,Schuld::N,təqsir,vina
599,Schuld::N,təqsir,previnenie
600,Alter::N,yaş,vek
601,Schluss::N,son,záver
602,Schluss::N,son,koniec
603,Zeit::N,vaxt,čas
604,Zeit::N,zaman,čas
605,Tag::N,gün,deň
606,Morgen::N,sabah,ráno
607,Mittag::N,günorta,poludnie
608,Abend::N,axşam,večer
609,Nacht::N,gecə,noc
610,Woche::N,həftə,týždeň
611,Monat::N,ay,mesiac
612,Jahr::N,il,rok
613,Frühling::N,yaz,jar
614,Frühling::N,bahar,jar
615,Sommer::N,yay,leto
616,Herbst::N,payız,jeseň
617,Winter::N,qış,zima
618,Januar::N,Janvar,január
619,Februar::N,Fevral,február
620,März::N,Mart,marec
621,April::N,Aprel,apríl
622,Mai::N,May,máj
623,Juni::N,İyun,jún
624,Juli::N,İyul,júl
625,August::N,Avqust,august
626,September::N,Sentyabr,september
627,Oktober::N,Oktyabr,október
628,November::N,Noyabr,november
629,Dezember::N,Dekabr,december
630,Montag::N,bazar ertəsi,pondelok
631,Dienstag::N,çərşənbə axşamı,utorok
632,Mittwoch::N,çərşənbə,streda
633,Donnerstag::N,cüme axşamı,štvrtok
634,Freitag::N,cüme,piatok
635,Samstag::N,şənbə,sobota
636,Sonntag::N,bazar,nedeľa
637,groß::A,böyük,veľký
638,klein::A,kiçik,malý
639,lang::A,uzun,dlhý
640,kurz::A,qısa,krátky
641,breit::A,enli,široký
642,breit::A,geniş,široký
643,schmal::A,dar,úzky
644,dicht::A,sıx,hustý
645,dick[Gegenstand]::A,qalın,tlstý
646,dünn::A,nazik,tenký
647,fein::A,incə,jemný
648,fest::A,bərk,pevný
649,fest::A,möhkəm,pevný
650,flach::A,düz,rovný
651,flach::A,düz,plochý
652,glatt::A,hamar,hladký
653,hart::A,sərt,tvrdý
654,weich::A,yumşaq,mäkký
655,rund::A,yuvarlaq,guľatý
656,rund::A,yuvarlaq,okrúhly
657,spitz::A,uclu,končitý
658,spitz::A,sivri,končitý
659,scharf::A,kəskin,ostrý
660,stumpf::A,küt,tupý
661,schwer::A,ağır,ťažký
662,schön::A,gözəl,pekný
663,schön::A,gözəl,krásny
664,schön::A,gəşəng,pekný
665,schön::A,gəşəng,krásny
666,heiß::A,isti,horúci
667,warm::A,ilıq,teplý
668,kalt::A,soyuq,studený
669,kühl::A,sərin,chladný
670,frisch::A,təzə,svieži
671,feucht::A,nəm,vlhký
672,feucht::A,nəm,zvlhnutý
673,nass::A,yaş,mokrý
674,trocken::A,quru,suchý
675,voll::A,dolu,plný
676,leer::A,boş,prázdny
677,offen::A,açıq,otvorený
678,geschlossen::A,qapalı,zavretý
679,sauber::A,təmiz,čistý
680,schmutzig::A,kirli,špinavý
681,roh::A,çiy,surový
682,reif::A,yetişmiş,zrelý
683,lecker::A,dadlı,chutný
684,lecker::A,ləzzətli,chutný
685,süß::A,şirin,sladký
686,bitter::A,acı,horký
687,sauer::A,turş,kyslý
688,hell::A,aydın,jasný
689,hell::A,aydın,svetlý
690,dunkel::A,qaranlıq,temný
691,schwarz::A,qara,čierny
692,weiß::A,ağ,biely
693,rot::A,qırmızı,červený
694,gelb::A,sarı,žltý
695,blau::A,göy,modrý
696,blau::A,göy,belasý
697,blau::A,mavi,modrý
698,blau::A,mavi,belasý
699,grün::A,yaşıl,zelený
700,grau::A,boz,šedý
701,bunt::A,əlvan,pestrý
702,bunt::A,rəngli,pestrý
703,billig::A,ucuz,lacný
704,teuer::A,bahalı,drahý
705,wertvoll::A,qiymətli,cenný
706,blind::A,kor,slepý
707,taub::A,kar,hluchý
708,kräftig::A,güclü,silný
709,stark::A,qüvvətli,silný
710,schwach::A,zəif,slabý
711,schwach::A,zəif,bezvládny
712,schwach::A,gücsüz,slabý
713,schwach::A,gücsüz,bezvládny
714,fett::A,şişman,tučný
715,schlank::A,zərif,štíhly
716,hübsch::A,göyçək,šumný
717,hübsch::A,göyçək,švárny
718,böse::A,fəna,zlý
719,dumm::A,axmaq,hlúpy
720,faul::A,tənbəl,lenivý
721,fleißig::A,çalışqan,snaživý
722,fleißig::A,çalışqan,usilovný
723,geizig::A,xəsis,skupý
724,geizig::A,xəsis,lakomý
725,klug::A,ağıllı,múdry
726,klug::A,ağıllı,bystrý
727,geschickt::A,bacarıqlı,zručný
728,geschickt::A,bacarıqlı,šikovný
729,lieb::A,əziz,milý
730,lieb::A,sevimli,milý
731,lustig::A,məzəli,veselý
732,lustig::A,gülməli,veselý
733,sanft::A,mülayim,nežný
734,hungrig::A,ac,lačný
735,hungrig::A,ac,hladný
736,krank::A,xəstə,chorý
737,krank::A,xəstə,nemocný
738,nackt::A,çılpaq,nahý
739,traurig::A,qəmgin,smutný
740,traurig::A,kədərli,smutný
741,lebendig::A,canlı,živý
742,gut::A,yaxşı,dobrý
743,schlecht::A,pis,zlý
744,richtig::A,doğru,správny
745,schlimm::A,fəna,zlý
746,schlimm::A,fəna,nepríjemný
747,wahr::A,gərçək,pravý
748,wahr::A,gərçək,pravdivý
749,alt::A,əski,starý
750,alt::A,köhnə,starý
751,neu::A,yeni,nový
752,ehemalig::A,əvvəlki,bývalý
753,alt[Lebewesen]::A,qoca,starý
754,jung::A,gənc,mladý
755,arm::A,kasıb,chudobný
756,arm::A,yoxsul,chudobný
757,reich::A,zəngin,bohatý
758,bekannt::A,tanış,známy
759,berühmt::A,məşhur,slávny
760,berühmt::A,məşhur,povestný
761,fremd::A,yad,cudzí
762,verschieden::A,dürlü,rôzny
763,verschieden::A,dürlü,rozličný
764,nah::A,yaxın,blízky
765,fern::A,uzaq,ďaleký
766,linker::A,sol,ľavý
767,rechter::A,sağ,pravý
768,anderer::A,başqa,iný
769,anderer::A,başqa,druhý
770,erster::A,birinci,prvý
771,zweiter::A,ikinci,druhý
772,dritter::A,üçüncü,tretí
773,letzter::A,sonuncu,ostatný
774,letzter::A,sonuncu,posledný
775,letzter::A,axırıncı,ostatný
776,letzter::A,axırıncı,posledný
777,allein::ADV,tək,sám
778,allein::ADV,yalqız,sám
779,auf einmal::ADV,birdən,zároveň
780,zusammen::ADV,birlikdə,spolu
781,zusammen::ADV,birlikdə,spoločne
782,lange::ADV,uzun,dlho
783,plötzlich::ADV,qəfildən,náhle
784,sofort::ADV,həmən,hneď
785,sofort::ADV,həmən,ihneď
786,sofort::ADV,dərhal,hneď
787,sofort::ADV,dərhal,ihneď
788,später::ADV,sonra,neskoršie
789,jetzt::ADV,indi,teraz
790,heute::ADV,bugün,dnes
791,morgen::ADV,sabah,zajtra
792,bald::ADV,yaxında,skoro
793,bald::ADV,tezliklə,skoro
794,dann::ADV,onda,nato
795,dann::ADV,onda,potom
796,gestern::ADV,dünən,včera
797,einst::ADV,əvvəllər,kedysi
798,einst::ADV,əvvəllər,niekedy
799,damals::ADV,o vaxt,vtedy
800,danach::ADV,sonra,potom
801,danach::ADV,sonra,podľa toho
802,vorher::ADV,qabaqcadan,napred
803,vorher::ADV,qabaqcadan,predtým
804,zuerst::ADV,əvvəl,najprv
805,einmal::ADV,bir dəfə,raz
806,einmal::ADV,bir dəfə,jedenkrát
807,manchmal::ADV,hərdənbir,občas
808,manchmal::ADV,hərdənbir,niekedy
809,oft::ADV,tez-tez,často
