,Concept_ID,cv,mdf
141,Weide[Baum]::N,хӑва,каль
142,Tanne::N,чӑрӑш,куз
143,Horn::N,мӑйрака,сюра
144,Feder::N,тӗк,толга
145,Fell::N,ҫӑм,кедь
146,Flügel::N,ҫунат,паця
147,Klaue::N,чӗрне,кенже
148,Kralle::N,ура,кенже
149,Schwanz::N,хӳре,пула
150,Ei::N,ҫӑмарта,ал
151,Nest::N,йӑва,пиза
152,Bau::N,йӗнӗ,пиза
153,Tier::N,выльӑх,жува́та
154,Herde::N,кӗтӳ,нал
155,Herde::N,кӗтӳ,стада
156,Kuh::N,ӗне,скал
157,Kuh::N,ӗне,тракс
158,Bulle::N,вӑкӑр,бука
159,Pferd::N,лаша,лишме
160,Schaf::N,сурӑх,уча́
161,Schwein::N,сысна,тува
162,Hund::N,йытӑ,пине
163,Katze::N,кушак,катоня
164,Katze::N,кушак,аваката
165,Bär::N,упа,офта
166,Eichhörnchen::N,пакша,ур
167,Elch::N,пӑши,ся́рда
168,Fuchs::N,тилӗ,келазь
169,Hase::N,куян,ну́мол
170,Hase::N,мулкач,ну́мол
171,Maus::N,шӑши,шеер
172,Wolf::N,кашкӑр,върьгаз
173,Vogel::N,кайӑк,нармонь
174,Vogel::N,вӗҫен кайӑк,нармонь
175,Schwarm::N,ушкӑн,ко́вол
176,Schwarm::N,ушкӑн,ме́швеле
177,Huhn::N,чӑх,сараз
178,Huhn::N,чӑхӑ,сараз
179,Hahn::N,автан,а́тякш
180,Gans::N,хур,маци
181,Adler::N,ӑмӑрт кайӑк,куцькан
182,Ente::N,кӑвакал,яксярга
183,Eule::N,тӑмана,ко́рож
184,Kranich::N,тӑрна,ка́рга
185,Krähe::N,ула курак,ва́рси
186,Kuckuck::N,куккук,ку́ку
187,Schwan::N,акӑш,ло́ксти
188,Fisch::N,пулӑ,кал
189,Barsch::N,уланкӑ,о́кунь
190,Hecht::N,ҫӑрттан,щу́ка
191,Schlange[Tier]::N,ҫӗлен,куй
192,Wurm::N,ӑман,сукс
193,Spinne::N,эрешмен,унжа́
194,Ameise::N,кӑткӑ,панжам
195,Laus::N,пыйтӑ,си
196,Mücke::N,вӑрӑм туна,ся́ське
197,Fliege::N,шӑна,кару
198,Schmetterling::N,лӗпӗш,ме́лав
199,Beere::N,ҫырла,и́мож
200,Apfel::N,улма,марь
201,Apfel::N,пан улми,марь
202,Pilz::N,кӑмпа,панга
203,Zwiebel::N,сухан,шурьхкя́
204,Saat::N,вӑрӑ,видьмот
205,Korn::N,тӗшӗ,сёра
206,Korn::N,пӗрчӗ,сёра
207,Heu::N,утӑ,тише
208,Schale::N,хупӑ,кедь
209,Grube::N,шӑтӑк,лотка
210,Falle::N,тапӑ,туфкс
211,Falle::N,тапӑ,кунда́ма
212,Falle::N,капкӑн,туфкс
213,Falle::N,капкӑн,кунда́ма
214,Schlinge::N,йӑлӑ,килькш
215,Spur::N,йӗр,пильгоки́
216,Asche::N,кӗл,кулу
217,Dreck::N,пылчӑк,ърда́з
218,Eisen::N,тимӗр,кшни
219,Gold::N,ылтӑн,ока
220,Gold::N,ылтӑн,золота
221,Silber::N,кӗмӗл,сия́
222,Kohle::N,кӑмрӑк,седь
223,Kohle::N,кӑмрӑк,седьвальмя
224,Glas::N,кӗленче,кля́нцек
225,Lehm::N,тӑм,сёвонь
226,Sand::N,хӑйӑр,шува́р
227,Mensch::N,ҫын,ломань
228,Mensch::N,этем,ломань
229,Mann::N,ар,аля
230,Mann::N,ар,цёраломань
231,Frau::N,хӗрарӑм,ава
232,Kind::N,ача,идь
233,Kind::N,ача,шаба
234,Junge::N,ача,цёраня
235,Junge::N,ар ҫын ача,цёраня
236,Mädchen::N,хӗр ача,стирня́
237,Familie::N,ҫемье,тнал
238,Familie::N,ҫемье,семья
239,Familie::N,кил-йыш,тнал
240,Familie::N,кил-йыш,семья
241,Großvater::N,кукаҫи,атя
242,Großvater::N,кукаҫи,щя́тя
243,Großmutter::N,кукамай,баба
244,Eltern::N,аҫа-ама,тя́дят-а́лят
245,Vater::N,атте,аля
246,Mutter::N,анне,ава
247,Mutter::N,анне,тядя
248,Sohn::N,ывӑл,цёра
249,Tochter::N,хӗр,стирь
250,Bruder::N,ар тӑван,дуган
251,Bruder::N,ар тӑван,пяльне
252,Schwester::N,аппа,ака
253,Schwester::N,аппа,сазор
254,Schwester::N,йӑмӑк,ака
255,Schwester::N,йӑмӑк,сазор
256,Onkel::N,мучи,оця
257,Onkel::N,мучи,патя
258,Onkel::N,мучи,щеня́
259,Onkel::N,пичче,оця
260,Onkel::N,пичче,патя
261,Onkel::N,пичче,щеня́
262,Tante::N,аппа,ака
263,Tante::N,аппа,щака
264,Ehemann::N,упӑшка,мирде
265,Ehefrau::N,арӑм,ърьвя́
266,Freude::N,савӑнӑҫ,ке́нярдема
267,Freude::N,хаваслӑх,ке́нярдема
268,Gelächter::N,кулӑ,рахсема
269,Glück::N,телей,паваз
270,Glück::N,ӑраскал,паваз
271,Kummer::N,хурлӑх,ризф
272,Kummer::N,хурлӑх,пичефкс
273,Wunsch::N,ӗмӗт,мяль
274,Wunsch::N,ӗмӗт,таколдома
275,Wunsch::N,кӑмӑл,мяль
276,Wunsch::N,кӑмӑл,таколдома
277,Lust::N,кӑмӑл,таколдома
278,Geist::N,чун-чӗм,вайме
279,Geist::N,ыр-усал,вайме
280,Geist::N,чун хавалӗ,вайме
281,Gedanke::N,шухӑш,мяль
282,Gedächtnis::N,ас,прявий
283,Verstand::N,ӑс,прявий
284,Verstand::N,ӑс-тӑн,прявий
285,Verstand::N,ӑс-хакӑл,прявий
286,Sinn::N,тупсӑм,ён
287,Sinn::N,пӗлтерӗш,ён
288,Grund::N,сӑлтав,туфта́л
289,Wahrheit::N,чӑнлӑх,ви́де
290,Wahrheit::N,чӑнлӑх,видеши́
291,Gespräch::N,калаҫу,корхтама
292,Märchen::N,юмах,ёфкс
293,Erzählung::N,акалав,азкс
294,Erzählung::N,каласа пани,азкс
295,Nachricht::N,хыпар,куля́
296,Neuigkeit::N,ҫӗнӗ хыпар,куля́
297,Name::N,ят,лем
298,Rätsel::N,сутмалли юмах,со́дама ёфкс
299,Rede::N,сӑмах,вал
300,Rede::N,сӑмах,корхтама
301,Sprache::N,чӗлхе,кяль
302,Stimme::N,сасӑ,вайгяль
303,Wort::N,сӑмах,вал
304,Zeichen::N,паллӑ,тя́ште
305,Zeichen::N,паллӑ,тя́штькс
306,Ruf::N,йыхрав,тердема
307,Ruf::N,чӗнӳ,тердема
308,Lärm::N,шав,гайф
309,Lärm::N,шав,жалакодома
310,Laut::N,сасӑ,вайгяль
311,Ton::N,сасӑ,вайгяль
312,Lied::N,юрӑ,мора
313,Ruhe::N,канӑҫлӑх,сетьме
314,Ruhe::N,лӑпкӑлӑх,сетьме
315,Leute::N,ҫамрӑксем,ломатть
316,Leute::N,ҫамрӑк ҫынсем,ломатть
317,Volk::N,халӑх,наро́д
318,Arbeit::N,ӗҫхӗл,тев
319,Arbeit::N,ӗҫлев,тев
320,Gast::N,хӑна,и́нжи
321,Gast::N,хӑна,ко́нак
322,Geschenk::N,парне,казне
323,Geschenk::N,кучченеҫ,казне
324,Spiel::N,вӑйӑ,налхкома
325,Spiel::N,вӑйӑ,налхксема
326,Gesellschaft::N,общество,кружок
327,Hilfe::N,пулӑшу,лездома
328,Freund::N,тус,я́лга
329,Kamerad::N,юлташ,я́лга
330,Kamerad::N,тус,я́лга
331,Angelegenheit::N,ӗҫ,тев
332,Anzahl::N,йыш,лувкс
333,Anzahl::N,хисеп,лувкс
334,Art::N,тӗс,вид
335,Stück::N,татӑк,пакш
336,Teil::N,пай,часть
337,Teil::N,пай,пялькс
338,Hälfte::N,ҫурӑ,пяле
339,Kreis::N,ункӑ,шаркс
340,Kreis::N,ҫавракӑш,шаркс
341,Kreuz::N,хӗрес,крёз
342,Linie::N,йӗр,межа
343,Linie::N,йӗр,китькс
344,Strich::N,йӗр,межа
345,Abstand::N,хушӑ,ётка
346,Entfernung::N,хушӑ,ётка
347,Gegend::N,вырӑн,ва́ста
348,Gegend::N,вырӑн,перьфпя́ль
349,Platz::N,хутлӑх,ва́ста
350,Ort::N,вырӑн,ва́ста
351,Seite::N,ен,пяле
352,Seite::N,аяк,пяле
353,Seite::N,айӑк,пяле
354,Mitte::N,варӑ,кучка́
355,Gegenstand::N,япала,веща
356,Sache::N,япала,тев
357,Sache::N,япала,веща
358,Rand::N,вӗҫ,пе
359,Rand::N,хӗрӗ,пе
360,Rand::N,хӗрри,пе
361,Kante::N,хайкача,и́рдез
362,Kante::N,хысак,и́рдез
363,Ecke::N,кӗтес,ужа
364,Spitze::N,вӗҫ,пря
365,Ende::N,вӗҫ,пе
366,Loch::N,шӑтӑк,варя
367,Winkel::N,кӗтес,ужа
368,Muster::N,эреш,сёрма
369,Größe::N,пысӑкӑш,серь
370,Länge::N,вӑрӑмӑш,кува́лма
371,Höhe::N,ҫӳллӗш,серь
372,Gewicht::N,виҫе,сталма
373,Gewicht::N,йывӑрӑш,сталма
374,Menge::N,йыш,лувкс
375,Haufen::N,купа,мар
376,Reihe::N,рет,ряд
377,Boot::N,кимӗ,венеж
378,Ruder::N,кӗсмен,миле
379,Schlitten::N,ҫуна,ну́рда
380,Ski::N,йӗлтӗр,сокс
381,Lagerfeuer::N,вут,то́лмар
382,Lagerfeuer::N,кӑвайт,то́лмар
383,Last::N,сулмаклӑх,канкс
384,Last::N,сулмаклӑх,сталма
385,Last::N,йывӑр япала,канкс
386,Last::N,йывӑр япала,сталма
387,Gang::N,куҫӑм,молема
388,Schritt::N,утӑм,аськолкс
389,Schritt::N,пусӑм,аськолкс
390,Norden::N,ҫурҫӗр,якшама шире
391,Süden::N,кӑнтӑр,ля́мбе ши́ре
392,Westen::N,анӑҫ,ши валгома шире
393,Westen::N,хӗвел анӑҫ,ши валгома шире
394,Osten::N,хӗвел тухӑҫ,шинь стяма шире
395,Holz::N,йывӑҫ,вирь
396,Holz::N,йывӑҫ,шуфта
397,Brett::N,хӑма,лавця
398,Platte::N,плита,плита́
399,Stütze::N,ура,неже
400,Stange::N,шерте,олга
401,Stock::N,патак,байдек
402,Stab::N,шӑчӑ,олгоня
403,Rohr::N,пӑрӑх,турама
404,Haus::N,ҫурт,куд
405,Heim::N,кил,куд
406,Ofen::N,кӑмака,пянакуд
407,Fußboden::N,урай,кия́кс
408,Tisch::N,сӗтел,шра
409,Tisch::N,сӗтел,моркш
410,Stuhl::N,пукан,стул
411,Wiege::N,сӑпка,нюря́м
412,Bett::N,кравать,ацам
413,Regal::N,ҫӳлӗк,лавцяланга
414,Regal::N,сентре,лавцяланга
415,Kiste::N,ещӗк,парга
416,Kiste::N,сунтӑх,парга
417,Fenster::N,чӳрече,валмья
418,Tür::N,алӑк,кенкш
419,Tor::N,хапха,ортат
420,Zaun::N,хӳме,перяфкс
421,Dach::N,тӑрӑ,кудпря
422,Leiter::N,пусма,куцема
423,Besen::N,шӑпӑр,тяльме
424,Spaten::N,кӗреҫе,ка́йме
425,Schaufel::N,кӗреҫе,ко́поня
426,Schaufel::N,кӗреҫе,ця́рдом
427,Gabel::N,вилка,ця́нгоня
428,Löffel::N,кашӑк,куцю
429,Messer::N,ҫӗҫӗ,пеель
430,Nagel::N,пӑта,эска
431,Netz::N,тетел,
432,Haken::N,йӑрхах,кя́чказ
433,Haken::N,ҫекӗл,кя́чказ
434,Griff::N,хӑлӑп,недь
435,Griff::N,хӑлӑп,кунда́мка
436,Schloss::N,ҫӑра,замо́к
437,Bild::N,сӑн,карти́на
438,Bild::N,сӑнлӑх,карти́на
439,Bild::N,картина,карти́на
440,Figur::N,кӗлетке,ронга-понда
441,Puppe::N,пукане,ня́ка
442,Beutel::N,михӗ,кяскав
443,Bündel::N,ҫыхӑ,кярьме
444,Bündel::N,тӗрке,кярьме
445,Tasche::N,сумка,кошяльня
446,Eimer::N,витре,ве́дарка
447,Deckel::N,хупӑ,тавадкс
448,Deckel::N,хупӑ,вельхкс
449,Geschirr::N,савӑт-сапа,кядьге
450,Sack::N,михӗ,кяскав
451,Tasse::N,курка,ша́ваня
452,Topf::N,кастрюль,кавозь
453,Kessel::N,хуран,сргавозь
454,Essen::N,апат,ярхцама
455,Nahrung::N,апат-ҫимӗс,ярхцампяль
456,Speise::N,апат,ярхцама
457,Speise::N,ҫимӗҫ,ярхцама
458,Fleisch::N,аш,пал
459,Fleisch::N,аш,сиволь
460,Fleisch::N,какай,пал
461,Fleisch::N,какай,сиволь
462,Getreide::N,тырӑ,сёра
463,Brei::N,пӑтӑ,ям
464,Brot::N,ҫӑкӑр,кши
465,Scheibe::N,чӗлӗ,кочам
466,Scheibe::N,касӑк,кочам
467,Fett::N,ҫу,куя́
468,Butter::N,ҫу,вай
469,Öl::N,ҫу,вай
470,Salz::N,тӑвар,сал
471,Suppe::N,яшка,шонгарям
472,Suppe::N,яшка,коршампяль
473,Honig::N,пыл,медь
474,Milch::N,сӗт,лофца
475,Tee::N,чей,чай
476,Leder::N,сӑран,кедь
477,Wolle::N,ҫӑм,пона
478,Stoff::N,тӗртӗм,котф
479,Nadel::N,йӗп,салмокс
480,Faden::N,ҫип,сюре
481,Knopf::N,тӳме,пуня
482,Knoten::N,йӑлӑ,сюлма
483,Farbe::N,сӑрӑ,архтомбяль
484,Kleidung::N,тум,щам
485,Kleidung::N,ҫипуҫ,щам
486,Kleidung::N,тум-тир,щам
487,Hemd::N,кӗпе,па́нар
488,Kragen::N,ҫуха,сиве
489,Ärmel::N,ҫанӑ,ожа
490,Hose::N,шӑлавар,понкст
491,Gürtel::N,пиҫиххи,каркс
492,Mütze::N,ҫӗлӗк,вазь
493,Schuh::N,пушмак,башма́к
494,Schuh::N,ботинок,башма́к
495,Stiefel::N,атӑ,кя́ме
496,Ring::N,ҫӗрӗ,суркс
497,Band::N,хаю,керькс
498,Band::N,хаю,лента
499,Band::N,йӗсме,керькс
500,Band::N,йӗсме,лента
501,Kamm::N,тура,сюрьхцем
502,Spiegel::N,тӗкӗр,ванома
503,Spiegel::N,куҫ кӗски,ванома
504,Riemen::N,чӗн,шнань каркс
505,Schnur::N,кантра,пикс
506,Schnur::N,кантра,карькскя
507,Leine::N,касмӑк,вядьме
508,Decke::N,утиял,вельхкс
509,Kissen::N,ҫытар,тоду
510,Kissen::N,минтер,тоду
511,Tuch::N,тутӑр,руця́
512,Handtuch::N,ал шӑлли,на́рдама
513,Kraft::N,вӑй,вий
514,Kraft::N,хӑват,вий
515,Stärke::N,хал,вииши
516,Stärke::N,хӑват,вииши
517,Gesundheit::N,хал,шумбраши́
518,Gesundheit::N,сывлӑх,шумбраши́
519,Krankheit::N,чир,урма́
520,Krankheit::N,чир,сярядема
521,Schmerz::N,ырату,маряма
522,Wunde::N,суран,керф
523,Fieber::N,сив чир,маштыкс
524,Arznei::N,эмел,надо́бья
525,Arznei::N,эмел,пъчка́фтома
526,Brücke::N,кӗпер,седь
527,Brunnen::N,ҫӑл,эши
528,Brunnen::N,пусӑ,эши
529,Weide::N,ҫаран,ванома васта
530,Pfad::N,йӗр,ян
531,Pfad::N,йӗр,киня́
532,Pfad::N,сукмак,ян
533,Pfad::N,сукмак,киня́
534,Weg::N,ҫул,ки
535,Weg::N,ҫул-йӗр,ки
536,Straße::N,ҫӳрев,ки
537,Straße::N,ҫул ҫӳрени,ки
538,Dorf::N,ял,веле
539,Stadt::N,хула,ош
540,Brief::N,ҫыру,сёрма
541,Buch::N,кӗнеке,книга
542,Buchstabe::N,сас палли,бу́ква
543,Zeitung::N,хаҫат,газе́та
544,Leben::N,пурнӑҫ,эряф
545,Leben::N,пурнӑҫ,эряма
546,Tod::N,вилӗм,кулома́
547,Grab::N,масар шӑтӑкӗ,калма
548,Kirche::N,чиркӳ,це́рькав
549,Sünde::N,ҫылӑх,пежеть
550,Sünde::N,ҫылӑх,муворкс
551,Gott::N,турӑ,шкай
552,Arbeiter::N,рабочи,трудендай
553,Arbeiter::N,рабочи,работник
554,Chef::N,пуҫлӑх,азор
555,Chef::N,пуҫлӑх,оцюня
556,Meister::N,ӑста,мастяр
557,Meister::N,мастер,мастяр
558,Arzt::N,врач,врач
559,Arzt::N,врач,доктор
560,Arzt::N,тухтӑр,врач
561,Arzt::N,тухтӑр,доктор
562,Lehrer::N,учитель,учи́тель
563,Lehrer::N,вӗрентекен,учи́тель
564,Geld::N,укҫа,ярмакт
565,Geschäft::N,бизнес,ладяфкс
566,Geschäft::N,бизнес,ладяф тев
567,Laden::N,магазин,ла́вка
568,Preis::N,хак,питне
569,Ware::N,тавар,миф
570,Ware::N,тавар,ра́маф
571,Nutzen::N,пайта,пара
572,Nutzen::N,пайта,лезкс
573,Reichtum::N,мул,ко́зяши
574,Welt::N,тӗнче,свет
575,Land::N,ҫӗр-шыв,мастор
576,Staat::N,патшàлӑх,государства
577,König::N,король,король
578,Macht::N,власть,азорондама
579,Macht::N,власть,азорксши
580,Grenze::N,чикӗ,ёткаян
581,Krieg::N,вӑрҫӑ,война́
582,Feind::N,тӑшман,душман
583,Feind::N,тӑшман,каршек тюри
584,Gewalt::N,ирӗксӗрлӳ,наругама
585,Kampf::N,кӗрешӳ,тюрема́
586,Bogen[Waffe]::N,ухӑ,нал
587,Pfeil::N,ҫӗмрен,нал
588,Pfeil::N,ухӑ йӗппи,нал
589,Gewehr::N,пӑшал,винто́вка
590,Fehler::N,йӑнӑш,эльбядькс
591,Lüge::N,суя,васькафнема
592,Lüge::N,ултав,васькафнема
593,Schaden::N,сиен,зия́н
594,Unglück::N,шар,зия́н
595,Unglück::N,инкек,зия́н
596,Schuld::N,айӑп,муворши
597,Alter::N,ҫул шучӗ,эряф кизот
598,Alter::N,ҫул шучӗ,эряфонь пинге
599,Schluss::N,пӗтни,пе
600,Schluss::N,пӗтмӗш,пе
601,Zeit::N,вӑхӑт,пинге
602,Tag::N,кун,ши
603,Morgen::N,ир,шобдава
604,Mittag::N,кӑнтӑрла,шикучка
605,Abend::N,каҫ,иля́дь
606,Nacht::N,каҫ,ве
607,Woche::N,эрне,недя́ля
608,Monat::N,уйӑх,ков
609,Jahr::N,ҫулталӑк,киза
610,Frühling::N,ҫур,тунда́
611,Frühling::N,ҫуркунне,тунда́
612,Sommer::N,ҫу,киза
613,Sommer::N,ҫулла,киза
614,Herbst::N,кӗр,сёксе
615,Herbst::N,кӗркунне,сёксе
616,Winter::N,хӗл,тяла
617,Winter::N,хӗлле,тяла
618,Januar::N,январь,кельмеков
619,Februar::N,февраль,уфайков
620,Februar::N,кӗҫӗн кӑрлач,уфайков
621,März::N,март,марайков
622,März::N,пуш уйӑхӗ,марайков
623,April::N,апрель,шудиков
624,Mai::N,май,панжиков
625,Juni::N,июнь,лямбеков
626,Juli::N,июль,псиков
627,August::N,август,сёроньков
628,September::N,сентябрь,тюжягов
629,September::N,авӑн уйӑхӗ,тюжягов
630,Oktober::N,октябрь,кельмазаков
631,November::N,ноябрь,эйндамков
632,Dezember::N,раштав,кучкаков
633,Dezember::N,декабрь,кучкаков
634,Montag::N,тунти кун,одговши
635,Dienstag::N,ытлари кун,ша́вши
636,Mittwoch::N,юн кун,вержи
637,Donnerstag::N,кӗҫнерни кун,шува́ланя
638,Freitag::N,эрне кун,пя́денця
639,Samstag::N,шӑмат кун,ёткши
640,Sonntag::N,вырсарни кун,таргоши
641,groß::A,пысӑк,оцю
642,klein::A,пӗчӗк,ёмла
643,lang::A,вӑрӑм,кува́ка
644,kurz::A,кӗске,нюрьхкя́ня
645,breit::A,сарлака,кели
646,schmal::A,ансӑр,тяйня
647,dicht::A,йӑвӑ,сиде
648,dicht::A,йӑвӑ,туста
649,dick[Gegenstand]::A,хулӑн,эчке
650,dünn::A,ҫинҫе,шува́ня
651,dünn::A,ҫӳхе,шува́ня
652,fein::A,тарай,шува́ня
653,fein::A,вӗлтӗрти,шува́ня
654,fest::A,тӗреклӗ,кеме
655,flach::A,лаптак,лапш
656,glatt::A,такӑр,вадяв
657,glatt::A,такӑр,такор
658,hart::A,хытӑ,калгода
659,weich::A,ҫемҫе,ляпе
660,rund::A,ҫавра,кру́глай
661,spitz::A,шӗвӗр,ботаз
662,spitz::A,шӗвӗр,оржа
663,scharf::A,ҫивӗч,оржа
664,stumpf::A,мӑка,ношка
665,stumpf::A,пуклак,ношка
666,stumpf::A,тӗрӗнчӗк,ношка
667,stumpf::A,ӑнкарусӑр,ношка
668,schwer::A,йывӑр,стака
669,schön::A,илемлӗ,мазы
670,heiß::A,вӗри,пси
671,warm::A,ӑшӑ,лямбе
672,kalt::A,сивӗ,кельме
673,kühl::A,уҫӑ,эше
674,frisch::A,уҫӑ,свежай
675,feucht::A,йӗпе,летьке
676,nass::A,нӳрӗ,начка
677,trocken::A,типӗ,коське
678,voll::A,тулли,пяшксе
679,leer::A,пушӑ,шава
680,offen::A,уҫӑ,панжада
681,offen::A,уҫӑ,виде
682,geschlossen::A,хупӑ,пякстаф
683,geschlossen::A,хупӑ,сёлгф
684,sauber::A,таса,ару
685,schmutzig::A,пылчӑклӑ,рда́зу
686,schmutzig::A,пылчӑклӑ,пя́ндра
687,schmutzig::A,вараланчӑк,рда́зу
688,schmutzig::A,вараланчӑк,пя́ндра
689,roh::A,чӗрӗ,верок
690,reif::A,пулнӑ,ке́нерьф
691,reif::A,пиҫӗхнӗ,ке́нерьф
692,reif::A,аталаннӑ,ке́нерьф
693,reif::A,пиҫсе ҫитнӗ,ке́нерьф
694,lecker::A,тутлӑ,танцти
695,lecker::A,техӗмлӗ,танцти
696,süß::A,пылак,ламбама
697,bitter::A,йӳҫӗ,сяпи
698,sauer::A,йӳҫӗ,шапама
699,sauer::A,йӳҫек,шапама
700,sauer::A,кӑвасак,шапама
701,hell::A,ҫутӑ,валда
702,dunkel::A,тӗттӗм,шобда
703,schwarz::A,хура,равжа
704,weiß::A,шурӑ,акша
705,rot::A,хӗрлӗ,якстерь
706,gelb::A,сарӑ,тюжя́
707,blau::A,кӑвак,сенем
708,grün::A,симӗс,пиже
709,grün::A,симӗс,сянгяря
710,grün::A,пиҫмен,пиже
711,grün::A,пиҫмен,сянгяря
712,grün::A,ӑс пухман,пиже
713,grün::A,ӑс пухман,сянгяря
