,Concept_ID,lez,he
184,Zwiebel::N,чичӏек,בצל
185,Saat::N,тумар,זרעים
186,Korn::N,твар,גרעין
187,Heu::N,векь,חציר
188,Heu::N,векьер,חציר
189,Schale::N,пириш,קלפה
190,Schale::N,хъуьруьш,קלפה
191,Grube::N,фур,בור
192,Grube::N,фур,שוחה
193,Falle::N,ракьар,מלכדת
194,Schlinge::N,гьалкъа,לולאה
195,Spur::N,гел,עקבה
196,Asche::N,руьхъ,אפר
197,Dreck::N,чирк,זהמה
198,Dreck::N,кьуруш,זהמה
199,Eisen::N,ракь,ברזל
200,Gold::N,алтун,זהב
201,Silber::N,гимиш,כסף
202,Kohle::N,цӏивин,פחם
203,Glas::N,шуьше,זכוכית
204,Lehm::N,ччеб,חרסית
205,Sand::N,къум,חול
206,Mensch::N,инсан,אדם
207,Mann::N,итим,איש
208,Mann::N,итим,גבר
209,Frau::N,паб,אשה
210,Frau::N,паб,גברת
211,Frau::N,дишегьли,אשה
212,Frau::N,дишегьли,גברת
213,Kind::N,аял,ילד
214,Junge::N,гада,ילד
215,Mädchen::N,руш,נערה
216,Familie::N,хзан,משפחה
217,Familie::N,килфет,משפחה
218,Großvater::N,чӏехи буба,סבא
219,Großmutter::N,чӏехи диде,סבתא
220,Eltern::N,диде-буба,הורים
221,Vater::N,буба,אב
222,Mutter::N,диде,אם
223,Sohn::N,хва,בן
224,Tochter::N,руш,בת
225,Bruder::N,стха,אח
226,Schwester::N,вах,אחות
227,Onkel::N,ими,דוד
228,Onkel::N,халу,דוד
229,Tante::N,эме,דודה
230,Tante::N,хала,דודה
231,Ehemann::N,гъуьл,איש
232,Ehemann::N,гъуьл,בעל
233,Ehefrau::N,паб,אשה
234,Freude::N,шадвал,שמחה
235,Gelächter::N,хъвер,צחוק
236,Glück::N,бахт,אשר
237,Kummer::N,дерт,יגון
238,Kummer::N,дерт,עגמה
239,Kummer::N,хажалат,יגון
240,Kummer::N,хажалат,עגמה
241,Wunsch::N,мурад,אחול
242,Wunsch::N,мурад,משאלה
243,Lust::N,гьевес,חשק
244,Lust::N,гьевес,תשוקה
245,Geist::N,руьгь,רוח
246,Gedanke::N,фикир,מחשבה
247,Verstand::N,акьул,שכל
248,Sinn::N,мана,מובן
249,Sinn::N,мана,משמעות
250,Grund::N,себеб,סבה
251,Wahrheit::N,керчек,אמת
252,Wahrheit::N,гьакъикъат,אמת
253,Gespräch::N,ихтилат,דיון
254,Märchen::N,мах,אגדה
255,Erzählung::N,кьиса,ספור
256,Nachricht::N,хабар,ידיעה
257,Neuigkeit::N,цӏийи хабар,חדשה
258,Name::N,тӏвар,שם
259,Rätsel::N,мискӏал,תעלומה
260,Rede::N,рахун,נאום
261,Sprache::N,чӏал,לשון
262,Stimme::N,ван,קול
263,Wort::N,гаф,מלה
264,Zeichen::N,ишара,סימן
265,Ruf::N,эвер,קריאה
266,Lärm::N,ван-сес,רעש
267,Laut::N,ван,הגה
268,Laut::N,сес,הגה
269,Ton::N,ван-сес,צליל
270,Lied::N,мани,שיר
271,Ruhe::N,ласвал,שלוה
272,Ruhe::N,фаракъат,שלוה
273,Ruhe::N,асайиш,שלוה
274,Leute::N,инсанар,אנשים
275,Volk::N,халкь,עם
276,Arbeit::N,кӏвалах,עבודה
277,Gast::N,мугьман,אורח
278,Geschenk::N,савкьат,מתנה
279,Spiel::N,къугъун,משחק
280,Gesellschaft::N,жемят,חברה
281,Gesellschaft::N,общество,חברה
282,Hilfe::N,куьмек,עזרה
283,Freund::N,дуст,חבר
284,Freund::N,дуст,ידיד
285,Kamerad::N,яр-дуст,רע
286,Angelegenheit::N,кар,ענין
287,Anzahl::N,сан,מספר
288,Anzahl::N,кьадар,מספר
289,Art::N,жуьре,סוג
290,Stück::N,кӏус,חתיכה
291,Teil::N,пай,פרק
292,Hälfte::N,зур,חצי
293,Hälfte::N,зур пай,חצי
294,Kreis::N,круг,מעגל
295,Kreis::N,чкаяр,מעגל
296,Kreis::N,элкъвей цӏар,מעגל
297,Kreuz::N,хаш,צלב
298,Linie::N,цӏар,קו
299,Strich::N,цӏар,קו קצר
300,Abstand::N,ара,מרחק
301,Entfernung::N,мензил,מרחק
302,Gegend::N,чка,נוף
303,Platz::N,ара,שטח
304,Ort::N,чка,אתר
305,Ort::N,чка,מקום
306,Seite::N,пад,צד
307,Mitte::N,юкь,אמצע
308,Gegenstand::N,затӏ,אוביקט
309,Sache::N,шей,דבר
310,Sache::N,затӏ,דבר
311,Rand::N,къерех,פרור
312,Kante::N,син,קצה
313,Ecke::N,пӏипӏ,פנה
314,Spitze::N,кӏвенкӏв,קצה
315,Ende::N,кьил,סוף
316,Loch::N,тӏеквен,חר
317,Winkel::N,пӏипӏ,פנה
318,Muster::N,гишир,תבנית
319,Größe::N,кьадар,גדל
320,Länge::N,яргъивал,ארך
321,Höhe::N,кьакьанвал,קומה
322,Höhe::N,кьакьанвал,גבה
323,Gewicht::N,заланвал,משקל
324,Menge::N,кьадар,כמות
325,Haufen::N,хара,ערמה
326,Reihe::N,жерге,רצף
327,Boot::N,луьткве,סירה
328,Ruder::N,кьусу,משוט
329,Schlitten::N,гъелерар,מזחלת
330,Lagerfeuer::N,цӏай,מדורה
331,Last::N,заланвал,משא
332,Gang::N,ериш,הליכה
333,Schritt::N,къадам,צעד
334,Norden::N,кефер,צפון
335,Norden::N,кефер пад,צפון
336,Süden::N,кьибле,דרום
337,Westen::N,рагъакӏидай пад,מערב
338,Osten::N,рагъэкъечӏдай пад,מזרח
339,Holz::N,кӏарас,עץ
340,Brett::N,кьул,קרש
341,Brett::N,тахта,קרש
342,Stütze::N,даях,משען
343,Stange::N,юрк,מוט
344,Stock::N,лаш,מקל
345,Stab::N,юрк,מוט
346,Rohr::N,турба,צנור
347,Haus::N,ужагъ,בית
348,Heim::N,кӏвал,בית
349,Ofen::N,пич,תנור
350,Fußboden::N,кӏвалин ччил,רצפה
351,Tisch::N,стол,שלחן
352,Stuhl::N,стул,כסא
353,Wiege::N,кьеб,ערש
354,Bett::N,тахт,מטה
355,Regal::N,кьацӏ,מדף
356,Kiste::N,ящик,תבה
357,Kiste::N,ящик,ארגז
358,Fenster::N,дакӏар,חלון
359,Tür::N,рак,דלת
360,Tor::N,варар,שער
361,Zaun::N,пару,גדר
362,Dach::N,къав,גג
363,Leiter::N,гурар,סלם
364,Besen::N,таран кул,מטאטא
365,Spaten::N,ппер,את
366,Schaufel::N,хекендаз,את
367,Gabel::N,шиш,מזלג
368,Löffel::N,тӏур,כף
369,Messer::N,чукӏул,סכין
370,Nagel::N,мих,מסמר
371,Netz::N,чил,רשת
372,Haken::N,къармах,וו
373,Haken::N,къармах,קרס
374,Griff::N,ттум,ידית
375,Schloss::N,куьлег,מנעול
376,Bild::N,шикил,תמונה
377,Bild::N,суьрет,תמונה
378,Figur::N,фигура,פסל
379,Puppe::N,нини,בבה
380,Beutel::N,тагъар,שק
381,Bündel::N,галгам,צרור
382,Tasche::N,чанта,שקית
383,Eimer::N,ведре,דלי
384,Deckel::N,кьил,מכסה
385,Deckel::N,къалпагъ,מכסה
386,Geschirr::N,къаб-къажах,כלים
387,Sack::N,чувал,שק
388,Tasse::N,сукӏра,ספל
389,Topf::N,къажгъан,סיר
390,Kessel::N,къажгъан,קנקן
391,Essen::N,тӏуьн,אכל
392,Essen::N,тӏуьн,ארוחה
393,Nahrung::N,тӏуьн,הזנה
394,Nahrung::N,тӏуьн,תזונה
395,Speise::N,хуьрек,מאכל
396,Speise::N,хуьрек,ארוחה
397,Fleisch::N,як,בשר
398,Getreide::N,техил,דגן
399,Brei::N,хапӏа,מחית
400,Brei::N,хешил,מחית
401,Brot::N,фу,לחם
402,Scheibe::N,чӏук,עגול
403,Scheibe::N,чӏук,פרוסה
404,Fett::N,ягълу,שמן
405,Butter::N,гъери,חמאה
406,Öl::N,ягълу,שמן
407,Salz::N,кьел,מלח
408,Suppe::N,суп,מרק
409,Suppe::N,шурпа,מרק
410,Honig::N,вирт,דבש
411,Milch::N,нек,חלב
412,Tee::N,чай,תה
413,Leder::N,тумаж,עור
414,Wolle::N,йис,צמר
415,Stoff::N,парча,בד
416,Stoff::N,парча,אריג
417,Nadel::N,раб,מחט
418,Faden::N,гъал,חוט
419,Knopf::N,дуьгме,כפתור
420,Knoten::N,тӏвал,קשר
421,Farbe::N,ранг,צבע
422,Kleidung::N,партал,בגדים
423,Hemd::N,перем,חלצה
424,Kragen::N,хев,צוארון
425,Ärmel::N,хел,שרוול
426,Hose::N,шалвар,מכנסים
427,Gürtel::N,чӏул,חגורה
428,Mütze::N,бармак,כובע
429,Mütze::N,бапӏах,כובע
430,Schuh::N,ботинка,נעל
431,Stiefel::N,чекме,מגף
432,Ring::N,тупӏал,טבעת
433,Band::N,тасма,סרט
434,Kamm::N,регъ,מסרק
435,Spiegel::N,гуьзгуь,מראה
436,Riemen::N,къайиш,רצועה
437,Schnur::N,еб,חבל
438,Decke::N,яргъан,שמיכה
439,Kissen::N,хъуьцуьган,כרית
440,Tuch::N,шал,צעיף
441,Handtuch::N,дасмал,מגבת
442,Kraft::N,гуж,כוח
443,Stärke::N,къуват,און
444,Gesundheit::N,сагъвал,בריאות
445,Krankheit::N,тӏал,מחלה
446,Schmerz::N,тӏал,כאב
447,Schmerz::N,тӏарвал,כאב
448,Wunde::N,хер,פציעה
449,Fieber::N,ифин,חם
450,Arznei::N,дарман,תרופה
451,Brücke::N,муьгъ,גשר
452,Brunnen::N,къуй,באר
453,Weide::N,уьруьш,אחו
454,Weide::N,уьруьш,מרעה
455,Pfad::N,рехъ,שביל
456,Pfad::N,рехъ,מדרכה
457,Weg::N,рехъ,דרך
458,Straße::N,рехъ,כביש
459,Dorf::N,хуьр,כפר
460,Stadt::N,шегьер,עיר
461,Brief::N,кагъаз,מכתב
462,Buch::N,улуб,ספר
463,Buchstabe::N,гьарф,אות
464,Zeitung::N,газета,עתון
465,Leben::N,уьмуьр,חיים
466,Tod::N,кьиникь,מות
467,Grab::N,сур,קבר
468,Kirche::N,килиса,כנסיה
469,Sünde::N,гунагь,חטא
470,Gott::N,аллагь,אל
471,Arbeiter::N,фяле,פועל
472,Chef::N,гьаким,ראש
473,Chef::N,гьаким,מנהל
474,Meister::N,устӏар,ממחה
475,Arzt::N,доктор,רופא
476,Lehrer::N,муаллим,מורה
477,Geld::N,пул,כסף
478,Laden::N,магазин,חנות
479,Preis::N,къимет,מחיר
480,Ware::N,мал,סחורה
481,Ware::N,товар,סחורה
482,Nutzen::N,хийир,תועלת
483,Nutzen::N,менфят,תועלת
484,Reichtum::N,девлет,עשר
485,Welt::N,дуьнья,עולם
486,Land::N,уьлкве,ארץ
487,Staat::N,пачагьлугъ,מדינה
488,Staat::N,государство,מדינה
489,König::N,пачагь,מלך
490,Macht::N,власть,כוח
491,Grenze::N,сергьят,גבול
492,Krieg::N,дяве,מלחמה
493,Feind::N,душман,אויב
494,Gewalt::N,гуж,אלימות
495,Kampf::N,женг,קרב
496,Kampf::N,женг,לחימה
497,Bogen[Waffe]::N,чӏемерук,קשת
498,Pfeil::N,хьел,חץ
499,Gewehr::N,тфенг,רובה
500,Fehler::N,гъалатӏ,טעות
501,Lüge::N,ттаб,שקר
502,Schaden::N,зиян,נזק
503,Schaden::N,зарар,נזק
504,Unglück::N,бала,מזל רע
505,Unglück::N,бедбахтвал,מזל רע
506,Schuld::N,тахсир,אשמה
507,Alter::N,яш,גיל
508,Schluss::N,эхир,סיום
509,Zeit::N,вяде,זמן
510,Tag::N,югъ,יום
511,Morgen::N,пакама,בקר
512,Mittag::N,нисин,צהרים
513,Abend::N,няни,ערב
514,Nacht::N,йиф,לילה
515,Woche::N,гьафте,שבוע
516,Monat::N,варз,חדש
517,Jahr::N,йис,שנה
518,Frühling::N,гатфар,אביב
519,Sommer::N,гад,קיץ
520,Herbst::N,зул,סתו
521,Winter::N,кьуьд,חרף
522,Januar::N,январь,ינואר
523,Februar::N,февраль,פברואר
524,März::N,март,מרץ
525,April::N,апрель,אפריל
526,Mai::N,май,מאי
527,Juni::N,июнь,יוני
528,Juli::N,июль,יולי
529,August::N,август,אוגוסט
530,September::N,сентябрь,ספטמבר
531,Oktober::N,октябрь,אוקטובר
532,November::N,ноябрь,נובמבר
533,Dezember::N,декабрь,דצמבר
534,Montag::N,ислен,יום שני
535,Dienstag::N,саласа,יום שלישי
536,Mittwoch::N,арбе,יום רביעי
537,Donnerstag::N,хемис югъ,יום חמישי
538,Freitag::N,жуьмя,יום ששי
539,Freitag::N,жуьмя югъ,יום ששי
540,Samstag::N,киш,יום שבת
541,Sonntag::N,гьяд,יום ראשון
542,groß::A,еке,גדול
543,groß::A,чӏехи,גדול
544,klein::A,гъвечӏи,קטן
545,lang::A,яргъи,ארך
546,kurz::A,куьруь,קצר
547,breit::A,гьяркьуь,רחב
548,schmal::A,гуьтӏуь,צר
549,dicht::A,къалин,צפוף
550,dünn::A,кьелечӏ,דק
551,fein::A,шуькӏуь,מעדן
552,fest::A,кӏеви,מוצק
553,flach::A,кьулу,שטוח
554,glatt::A,цӏалцӏам,חלק
555,hart::A,кӏеви,קשיח
556,weich::A,хъуьтуьл,רך
557,rund::A,элкъвей,עגל
558,spitz::A,хци,חד
559,scharf::A,хци,חד
560,stumpf::A,къуьруь,קהה
561,schwer::A,залан,כבד
562,schön::A,иер,יפה
563,heiß::A,кудай,חם
564,warm::A,чими,חם
565,kalt::A,мекьи,קר
566,kühl::A,къайи,צונן
567,frisch::A,таза,טרי
568,frisch::A,михьи,טרי
569,feucht::A,ламу,לח
570,nass::A,кьежей,רטוב
571,trocken::A,кьуру,יבש
572,voll::A,ацӏай,מלא
573,leer::A,буш,ריק
574,leer::A,ичӏи,ריק
575,offen::A,ахъа,פתוח
576,geschlossen::A,кӏеви,סגור
577,sauber::A,михьи,נקי
578,schmutzig::A,чиркин,מלכלך
579,schmutzig::A,кьацӏай,מלכלך
580,roh::A,чиг,חי
581,roh::A,ицӏи,חי
582,reif::A,дигмиш хьайи,בשל
583,lecker::A,дадлу,טעים
584,süß::A,ширин,מתוק
585,bitter::A,туькьуьл,מר
586,sauer::A,цуру,חמוץ
587,hell::A,экуь,בהיר
588,dunkel::A,мичӏи,עמום
589,schwarz::A,чӏулав,שחר
590,weiß::A,лацу,לבן
591,rot::A,яру,אדם
592,gelb::A,хъипи,צהב
593,blau::A,вили,כחל
594,grün::A,къацу,ירק
595,grau::A,рехи,אפר
596,bunt::A,цӏару,צבעוני
597,bunt::A,яру-цӏару,צבעוני
598,billig::A,ужуз,זול
599,teuer::A,багьа,יקר
600,wertvoll::A,масан,יקר ערך
601,blind::A,буьркьуь,עור
602,taub::A,биши,חרש
603,kräftig::A,гужлу,חסן
604,stark::A,къуватлу,חזק
605,schwach::A,такьатсуз,חלש
606,fett::A,куьк,שמן
607,schlank::A,шумал,רזה
608,hübsch::A,гуьрчег,יפה תאר
609,böse::A,пис,רשע
610,dumm::A,ахмакь,טפש
611,faul::A,тенпел,עצלן
612,fleißig::A,сяй ийидай,חרוץ
613,fleißig::A,сяйи ийидай,חרוץ
614,geizig::A,мискьи,קמצן
615,klug::A,акьуллу,נבון
616,klug::A,акьуллу,פקח
617,geschickt::A,магьир,מימן
618,lieb::A,играми,יקר
619,lieb::A,играми,אהוב
620,lustig::A,шад,עליז
621,sanft::A,назик,עדין
622,sanft::A,милайим,עדין
623,hungrig::A,гишин,רעב
624,krank::A,кефсуз,חולה
625,nackt::A,кьецӏил,ערום
626,traurig::A,пашман,עצוב
627,lebendig::A,ччан алай,חי
628,gut::A,хъсан,טוב
629,gut::A,вижевай,טוב
630,schlecht::A,пис,גרוע
631,richtig::A,дуьз,נכון
632,schlimm::A,нифретлу,רע
633,wahr::A,гьакъикъи,אמתי
634,alt::A,эски,ישן
635,alt::A,куьгьне,ישן
636,neu::A,цӏийи,חדש
637,ehemalig::A,виликан,לשעבר
638,alt[Lebewesen]::A,кьуьзуь,זקן
639,jung::A,жегьил,צעיר
640,arm::A,кесиб,עני
641,reich::A,девлетлу,עשיר
642,bekannt::A,чидай,ידוע
643,berühmt::A,машгьур,מפרסם
644,fremd::A,ччара,זר
645,verschieden::A,жуьреба-жуьре,שונה
646,nah::A,мукьвал,קרוב
647,fern::A,яргъал,רחוק
648,linker::A,чапла,שמאלי
649,rechter::A,эрчӏи,ימין
650,anderer::A,маса,אחר
651,anderer::A,муькуь,אחר
652,erster::A,сад лагьай,ראשון
653,zweiter::A,кьвед лагьай,שני
654,dritter::A,пуд лагьай,שלישי
655,letzter::A,эхиримжи,אחרון
656,allein::ADV,кьилди,לבד
657,zusammen::ADV,санал,ביחד
658,lange::ADV,яргъалди,הרבה זמן
659,plötzlich::ADV,садлагьана,לפתע
660,plötzlich::ADV,садлагьана,פתאום
661,sofort::ADV,гьасятда,מיד
662,später::ADV,гуьгъуьнлай,לאחר זמן
663,später::ADV,гуьгъуьнлай,יותר מאחר
664,jetzt::ADV,гила,עכשיו
665,heute::ADV,къе,היום
666,morgen::ADV,пака,מחר
667,bald::ADV,мукьва,בקרוב
668,bald::ADV,мукьвара,בקרוב
669,dann::ADV,ахпа,אחר-כך
670,gestern::ADV,накь,אתמול
671,einst::ADV,садра,לפנים
672,damals::ADV,а чӏавуз,אז
673,danach::ADV,ахпа,אחר-כך
674,vorher::ADV,вилик,לפני זה
675,zuerst::ADV,сифте,קדם
676,einmal::ADV,садра,פעם
677,manchmal::ADV,гагь-гагь,לפעמים
678,oft::ADV,гзаф вахтара,לעתים קרובות
679,immer::ADV,гьамиша,תמיד
680,niemals::ADV,са чӏавузни,אף פעם
681,niemals::ADV,са вахтундани,אף פעם
682,hier::ADV,ина,כאן
683,hierhin::ADV,иниз,פה
684,von hier::ADV,инай,מפה
685,dort::ADV,ана,שם
686,dorthin::ADV,аниз,שם
687,geradeaus::ADV,дуьз,ישר
688,vorwärts::ADV,вилик,קדימה
689,vorwärts::ADV,виликди,קדימה
690,rückwärts::ADV,кьулухъ,לאחור
691,unten::ADV,агъада,למטה
692,hinab::ADV,агъуз,למטה
693,oben::ADV,винел,מעל
694,oben::ADV,винел,למעלה
695,hinauf::ADV,виниз,למעלה
696,überall::ADV,вирина,בכל מקום
697,nicht::ADV,ваъ,לא
698,ein wenig::ADV,са тӏимил,קצת
699,kaum::ADV,жизви,בקשי
700,sehr::ADV,лап,מאוד
701,so::ADV,икӏ,כך
702,so::ADV,икӏ,ככה
703,noch::ADV,гьеле,עוד
704,noch::ADV,гьеле,עדין
705,nur::ADV,анжах,רק
706,schon::ADV,хъувуна,כבר
707,schon::ADV,мадни дардиз,כבר
708,schon::ADV,мадни гуьтӏуьз,כבר
709,schon::ADV,мадни гуьтӏуь я,כבר
710,vergebens::ADV,нагьакь,לריק
711,vergebens::ADV,нагьакь,לשוא
712,vergebens::ADV,нагьакьа,לריק
713,vergebens::ADV,нагьакьа,לשוא
714,vor::PRP,вилик,מול
715,hinter::PRP,кьулухъ,מאחורי
716,unter::PRP,кӏаник,מתחת
717,durch::PRP,арадай,דרך
718,durch::PRP,-кай хкатна,דרך
719,neben::PRP,патав,ליד
720,neben::PRP,патав,על-יד
721,neben::PRP,мукьув,ליד
722,neben::PRP,мукьув,על-יד
723,zwischen::PRP,ара,בין
724,zwischen::PRP,арада,בין
725,wegen::PRP,гъиляй,בשל
726,wegen::PRP,гъиляй,בגלל
727,dies::PRN,и,זה
728,dies::PRN,им,זה
729,das::PRN,а,זה
730,das::PRN,ам,זה
731,alles::PRN,вири,הכל
732,alles::PRN,михьиз,הכל
733,ich::PRN,за,אני
734,ich::PRN,зун,אני
735,du::PRN,вун,את
736,du::PRN,вун,אתה
737,er::PRN,ам,הוא
738,er::PRN,гьа,הוא
739,wir::PRN,чун,אנחנו
740,ihr::PRN,куьн,לה
741,sie::PRN,абур,הם
742,was::FPRN,вуч,מה
743,wer::FPRN,вуж,מי
744,wo::FADV,гьина,איפה
745,wohin::FADV,гьиниз,לאן
746,wie::FADV,гьикӏ,איך
747,warum::FADV,вучиз,למה
748,wieviel::FNUM,шумуд,כמה
749,eins::NUM,са,אחד
750,zwei::NUM,кьвед,שתים
751,drei::NUM,пуд,שלושה
752,vier::NUM,кьуд,ארבעה
753,fünf::NUM,вад,חמשה
754,sechs::NUM,ругуд,ששה
755,sieben::NUM,ирид,שבעה
756,acht::NUM,муьжуьд,שמונה
757,neun::NUM,кӏуьд,תשעה
758,zehn::NUM,цӏуд,עשרה
759,elf::NUM,цӏусад,אחת עשרה
760,zwölf::NUM,цӏикьвед,שתים עשרה
761,zwanzig::NUM,къад,עשרים
762,dreißig::NUM,къанницӏуд,שלושים
763,vierzig::NUM,яхцӏур,ארבעים
764,fünfzig::NUM,яхцӏурни цӏуд,חמשים
765,sechzig::NUM,пудкъад,ששים
766,siebzig::NUM,пудкъанни цӏуд,שבעים
767,achtzig::NUM,кьудкъад,שמונים
768,neunzig::NUM,кьудкъанни цӏуд,תשעים
769,hundert::NUM,виш,מאה
770,tausend::NUM,агъзур,אלף
771,und::CNJ,ва,ו
772,oder::CNJ,я,או
773,stehen::V,акъвазун,עמד
774,sitzen::V,ацукьун,ישב
775,liegen::V,къаткун,שכב
776,hängen::V,куьрс хьун,היה תלוי
777,werden::V,хьун,הפך ל
778,passieren::V,хьун,קרה
