,Concept_ID,de,sah
753,sich drehen::V,sich drehen,эргий
754,schwanken::V,schwanken,биэтэҥнээ
755,schwingen::V,schwingen,эйэҥнээ
756,fallen::V,fallen,оҕут
757,brennen::V,brennen,умай
758,rauchen::V,rauchen,буруолаа
759,regnen::V,regnen,самыырдаа
760,gefrieren::V,gefrieren,тоҥ
761,tauen::V,tauen,ир
762,schmelzen::V,schmelzen,уулун
763,trocknen::V,trocknen,куур
764,sieden::V,sieden,оргуй
765,faulen::V,faulen,сытый
766,verfaulen::V,verfaulen,сытыйан_хаал
767,reißen::V,reißen,хайыт
768,reißen::V,reißen,быһытталан
769,versinken::V,versinken,тимир
770,versinken::V,versinken,батылын
771,vergehen::V,vergehen,дьай
772,erscheinen::V,erscheinen,көһүн
773,verschwinden::V,verschwinden,сүт
774,sinken::V,sinken,намтаа
775,abnehmen::V,abnehmen,аччаа
776,zunehmen::V,zunehmen,элбээ
777,steigen::V,steigen,үрдээ
778,wachsen::V,wachsen,үүн
779,glänzen::V,glänzen,кылбай
780,funkeln::V,funkeln,күлүмнээ
781,funkeln::V,funkeln,күлүмүрдээ
782,lärmen::V,lärmen,тыаһаа
783,läuten::V,läuten,собуоннаа
784,klingeln::V,klingeln,линкинээ
785,klirren::V,klirren,айгырат
786,brausen::V,brausen,сирилээ
787,rauschen::V,rauschen,суугунаа
788,klingen::V,klingen,доргуй
789,bellen::V,bellen,үр
790,heulen::V,heulen,улуй
791,blasen::V,blasen,үр
792,pfeifen::V,pfeifen,иһиир
793,schreien::V,schreien,кылан
794,schreien::V,schreien,хаһыытаа
795,stöhnen::V,stöhnen,ынчыктаа
796,zittern::V,zittern,титирээ
797,zittern::V,zittern,дьигиһий
798,leben::V,leben,олор
799,geboren werden::V,geboren werden,төрөө
800,atmen::V,atmen,тыын
801,trinken::V,trinken,ис
802,essen::V,essen,аһаа
803,schlucken::V,schlucken,ыйыһын
804,müde werden::V,müde werden,сылай
805,einschlafen::V,einschlafen,утуйан хаал
806,schlafen::V,schlafen,утуй
807,schlafen::V,schlafen,утуйа сыт
808,aufwachen::V,aufwachen,уһугун
809,aufstehen::V,aufstehen,тур
810,sich erholen::V,sich erholen,сынньан
811,krank werden::V,krank werden,ыарый
812,krank sein::V,krank sein,ыарый
813,krank sein::V,krank sein,ыарыт
814,schmerzen::V,schmerzen,ыарыт
815,husten::V,husten,сөтөлүн
816,genesen::V,genesen,көн
817,sterben::V,sterben,өл
818,umkommen::V,umkommen,өл
819,umkommen::V,umkommen,оҕут
820,sich bewegen::V,sich bewegen,хамсаа
821,sich rühren::V,sich rühren,хамсаа
822,sich erheben::V,sich erheben,тур
823,sich setzen::V,sich setzen,олор
824,hinfallen::V,hinfallen,оҕут
825,laufen::V,laufen,хаам
826,schreiten::V,schreiten,атыллаа
827,spazierengehen::V,spazierengehen,дьаарбай
828,eilen::V,eilen,тиэтэй
829,sich beeilen::V,sich beeilen,ыксаа
830,sausen::V,sausen,элээр
831,rennen::V,rennen,сүүрэкэлээ
832,springen::V,springen,ой
833,springen::V,springen,ыстан
834,klettern::V,klettern,ытын
835,schaukeln::V,schaukeln,эйэҥнээ
836,schaukeln::V,schaukeln,биэрэҥнээ
837,kriechen::V,kriechen,сыыл
838,schwimmen::V,schwimmen,уһун
839,schwimmen::V,schwimmen,харбаа
840,tauchen::V,tauchen,умус
841,rudern::V,rudern,эрт
842,fahren::V,fahren,айаннаа
843,fliegen::V,fliegen,көт
844,gehen::V,gehen,бар
845,weggehen::V,weggehen,бар
846,abfahren::V,abfahren,бар
847,anhalten::V,anhalten,тохтоо
848,hineingehen::V,hineingehen,киир
849,eintreten::V,eintreten,киир
850,kommen::V,kommen,кэл
851,ankommen::V,ankommen,кэл
852,ankommen::V,ankommen,тиий
853,zurückkommen::V,zurückkommen,төнүн
854,bleiben::V,bleiben,хаал
855,warten::V,warten,көһүт
856,erwarten::V,erwarten,күүт
857,erwarten::V,erwarten,көһүт
858,suchen::V,suchen,ирдээ
859,suchen::V,suchen,көрдөө
860,finden::V,finden,бул
861,versuchen::V,versuchen,сорун
862,vorbereiten::V,vorbereiten,бэлэмнээ
863,lieben::V,lieben,таптаа
864,mögen::V,mögen,сөбүл
865,lachen::V,lachen,күл
866,rühren::V,rühren,долгут
867,weinen::V,weinen,ытаа
868,schimpfen::V,schimpfen,үөҕүс
869,sich ärgern::V,sich ärgern,кыыһыр
870,sich ärgern::V,sich ärgern,кыйахан
871,sich fürchten::V,sich fürchten,куттан
872,sich fürchten::V,sich fürchten,дьиксин
873,fürchten::V,fürchten,дьиксин
874,fürchten::V,fürchten,куттан
875,fliehen::V,fliehen,күрээ
876,flüchten::V,flüchten,күрээ
877,sehen::V,sehen,көр
878,anschauen::V,anschauen,көр
879,ansehen::V,ansehen,көр
880,hören::V,hören,бил
881,hören::V,hören,иһит
882,zuhören::V,zuhören,иһит
883,probieren::V,probieren,боруобалаан көр
884,probieren::V,probieren,амсайан көр
885,riechen::V,riechen,сытырҕаа
886,fühlen::V,fühlen,бил
887,scheinen::V,scheinen,көһүн
888,zu sehen sein::V,zu sehen sein,көһүн
889,vernehmen::V,vernehmen,иһит
890,frieren::V,frieren,тоҥ
891,frieren::V,frieren,үлүй
892,tun::V,tun,гын
893,können::V,können,кыай
894,wollen::V,wollen,баҕар
895,anfangen::V,anfangen,саҕалаа
896,beenden::V,beenden,бүтэр
897,aufhören::V,aufhören,уурай
898,gelingen::V,gelingen,сатан
899,geraten::V,geraten,баар буолан биэр
900,geraten::V,geraten,баар буола тус
901,geraten::V,geraten,буолан таҕыс
902,öffnen::V,öffnen,ас
903,schließen::V,schließen,сап
904,schließen::V,schließen,хатаа
905,stellen::V,stellen,уур
906,stellen::V,stellen,туруор
907,setzen::V,setzen,туруор
908,setzen::V,setzen,уур
909,legen::V,legen,уур
910,berühren::V,berühren,тыыт
911,berühren::V,berühren,таарый
912,verbinden::V,verbinden,кэлгий
913,bedecken::V,bedecken,бүрүй
914,aufhängen::V,aufhängen,ыйаа
915,anzünden::V,anzünden,умат
916,aufheben::V,aufheben,өрө тарт
917,zurücklassen::V,zurücklassen,бырах
918,verlieren::V,verlieren,сүтэр
919,fallen lassen::V,fallen lassen,түһэр
920,fallen lassen::V,fallen lassen,мүлчү тут
921,machen::V,machen,оҥор
922,machen::V,machen,оҥоһун
923,herstellen::V,herstellen,оҥор
924,bauen::V,bauen,тут
925,reparieren::V,reparieren,абырахтаа
926,verbessern::V,verbessern,тупсар
927,ändern::V,ändern,уларыт
928,graben::V,graben,хас
929,beugen::V,beugen,бокут
930,beugen::V,beugen,токурут
931,beugen::V,beugen,бүк баттаа
932,biegen::V,biegen,иэх
933,biegen::V,biegen,өҕүлүннэр
934,drehen::V,drehen,эргит
935,drehen::V,drehen,эргичит
936,wenden::V,wenden,эргилин
937,umdrehen::V,umdrehen,түҥнэр
938,heben::V,heben,көтөх
939,hochheben::V,hochheben,таһаар
940,ergreifen::V,ergreifen,тут
941,halten::V,halten,тут
942,drücken::V,drücken,ык
943,schieben::V,schieben,ас
944,kratzen::V,kratzen,кыһыы
945,lecken::V,lecken,салаа
946,beißen::V,beißen,ытыр
947,abreißen::V,abreißen,быһа тарт
948,abreißen::V,abreißen,туура тарт
949,abschneiden::V,abschneiden,быс
950,abschneiden::V,abschneiden,быһан ыл
951,abschneiden::V,abschneiden,быһа баттаа
952,binden::V,binden,кэлгий
953,stecken::V,stecken,батары ас
954,brechen::V,brechen,тоһут
955,klopfen::V,klopfen,тоҥсуй
956,hauen::V,hauen,оҕус
957,kleben::V,kleben,силимнээ
958,reiben::V,reiben,аал
959,streichen::V,streichen,сыбаа
960,schleifen::V,schleifen,чочуй
961,schneiden::V,schneiden,быс
962,rütteln::V,rütteln,иэҕэҥнэт
963,schütteln::V,schütteln,сахсый
964,schwenken::V,schwenken,дайбаа
965,schütten::V,schütten,кут
966,füllen::V,füllen,толор
967,einwickeln::V,einwickeln,суулаа
968,tragen::V,tragen,ит
969,schleppen::V,schleppen,сос
970,ziehen::V,ziehen,тарт
971,aufbewahren::V,aufbewahren,уур
972,aufbewahren::V,aufbewahren,харай
973,werfen::V,werfen,бырах
974,fangen::V,fangen,хап
975,packen::V,packen,тут
976,verstecken::V,verstecken,саһыар
977,teilen::V,teilen,үллэр
978,schicken::V,schicken,ыыт
979,bringen::V,bringen,аҕал
980,hinzufügen::V,hinzufügen,эп
981,bekommen::V,bekommen,ыл
982,bekommen::V,bekommen,булун
983,erhalten::V,erhalten,ыл
984,nehmen::V,nehmen,ыл
985,wählen::V,wählen,быыбардаа
986,auswählen::V,auswählen,тал
987,bewahren::V,bewahren,харай
988,behindern::V,behindern,мэһэйдээ
989,verderben::V,verderben,буорту гын
990,beschädigen::V,beschädigen,алдьат
991,zerbrechen::V,zerbrechen,үлтүрүт
992,zerreißen::V,zerreißen,хайыта тарт
993,zerstören::V,zerstören,алдьат
994,verbrennen::V,verbrennen,уоттаа
995,geben::V,geben,биэр
996,reichen::V,reichen,аҕал
997,schenken::V,schenken,бэлэхтээ
998,versprechen::V,versprechen,эрэннэр
999,wünschen::V,wünschen,баҕар
1000,loben::V,loben,хайҕаа
1001,küssen::V,küssen,уураа
1002,wiegen::V,wiegen,бигээ
1003,zudecken::V,zudecken,сап
1004,zudecken::V,zudecken,бүрүй
1005,wecken::V,wecken,уһугуннар
1006,zeigen::V,zeigen,көрдөр
1007,führen::V,führen,салай
1008,lehren::V,lehren,үөрэт
1009,unterrichten::V,unterrichten,үөрэт
1010,aufziehen::V,aufziehen,иит
1011,leiten::V,leiten,салай
1012,antreiben::V,antreiben,кыһай
1013,lassen::V,lassen,күһэй
1014,einladen::V,einladen,ыҥыр
1015,vereinigen::V,vereinigen,холбоо
1016,vereinigen::V,vereinigen,түм
1017,besuchen::V,besuchen,сырыт
1018,besuchen::V,besuchen,билсэ сырыт
1019,treffen::V,treffen,көрүс
1020,sich versammeln::V,sich versammeln,мүһүн
1021,sich versammeln::V,sich versammeln,түмүс
1022,spielen::V,spielen,оонньоо
1023,singen::V,singen,ыллаа
1024,tanzen::V,tanzen,үҥкүүлээ
1025,sich trennen::V,sich trennen,араҕыс
1026,verlassen::V,verlassen,хааллар
1027,retten::V,retten,өрүһүй
1028,bewachen::V,bewachen,араҥаччылаа
1029,schützen::V,schützen,көмүскээ
1030,verteidigen::V,verteidigen,көмүскээ
1031,sich schlagen::V,sich schlagen,охсус
1032,schießen::V,schießen,ытыалаа
1033,siegen::V,siegen,хот
1034,siegen::V,siegen,кыай
1035,ärgern::V,ärgern,кыыһырт
1036,schlagen::V,schlagen,оҕус
1037,treten::V,treten,тэп
1038,stechen::V,stechen,кэй
1039,stoßen::V,stoßen,кэп
1040,stoßen::V,stoßen,үтүрүй
1041,stehlen::V,stehlen,уор
1042,stören::V,stören,мэһэйдээ
1043,belästigen::V,belästigen,батар
1044,verbergen::V,verbergen,кистээ
1045,täuschen::V,täuschen,албыннаа
1046,betrügen::V,betrügen,албыннаа
1047,töten::V,töten,өлөр
1048,wohnen::V,wohnen,олор
1049,arbeiten::V,arbeiten,үлэлээ
1050,sammeln::V,sammeln,мус
1051,sammeln::V,sammeln,хомуй
1052,pflücken::V,pflücken,үргээ
1053,jagen::V,jagen,бултаа
1054,fischen::V,fischen,балыктаа
1055,fassen::V,fassen,тут
1056,hüten::V,hüten,манаа
1057,treiben::V,treiben,үүр
1058,anbinden::V,anbinden,баай
1059,füttern::V,füttern,аһат
1060,melken::V,melken,ыа
1061,hacken::V,hacken,кэрт
1062,gießen::V,gießen,сиигирт
1063,reifen::V,reifen,бус
1064,zubereiten::V,zubereiten,бэлэмнээ
1065,kochen::V,kochen,буһар
1066,backen::V,backen,буһар
1067,braten::V,braten,хооруй
1068,braten::V,braten,ыһаарылаа
1069,braten::V,braten,соркуойдаа
1070,umrühren::V,umrühren,былаа
1071,stricken::V,stricken,өр
1072,nähen::V,nähen,иистэн
1073,färben::V,färben,кырааскалаа
1074,reinigen::V,reinigen,ыраастаа
1075,waschen::V,waschen,сууй
1076,abwischen::V,abwischen,сот
1077,spülen::V,spülen,сайҕаа
1078,fegen::V,fegen,сиппий
1079,kehren::V,kehren,харбаа
1080,baden::V,baden,сөтүөлээ
1081,sich waschen::V,sich waschen,суун
1082,ausziehen::V,ausziehen,уһул
1083,anziehen::V,anziehen,кэтэрт
1084,sich anziehen::V,sich anziehen,таҥын
1085,kämmen::V,kämmen,тараа
1086,schmücken::V,schmücken,симээ
1087,sagen::V,sagen,диэ
1088,sprechen::V,sprechen,эт
1089,sprechen::V,sprechen,саҥар
1090,reden::V,reden,кэпсэт
1091,sich unterhalten::V,sich unterhalten,кэпсэт
1092,fragen::V,fragen,ыйыт
1093,bitten::V,bitten,көрдөс
1094,erzählen::V,erzählen,кэпсээ
1095,erzählen::V,erzählen,сэһэргээ
1096,mitteilen::V,mitteilen,биллэр
1097,nennen::V,nennen,ааттаа
1098,rufen::V,rufen,ыҥыр
1099,prahlen::V,prahlen,чабылан
1100,prahlen::V,prahlen,киһиргээ
1101,übersetzen::V,übersetzen,тылбаастаа
1102,denken::V,denken,санаа
1103,denken::V,denken,толкуйдаа
1104,glauben::V,glauben,итэҕэй
1105,bemerken::V,bemerken,бэлиэтээ
1106,erkennen::V,erkennen,бил
1107,begreifen::V,begreifen,өйдөө
1108,verstehen::V,verstehen,өйдөө
1109,lernen::V,lernen,үөрэн
1110,wissen::V,wissen,бил
1111,sich erinnern an::V,sich erinnern an,аҕын
1112,vergessen::V,vergessen,умун
1113,messen::V,messen,кэмнээ
1114,messen::V,messen,кээмэйдээ
1115,zählen::V,zählen,аах
1116,rechnen::V,rechnen,аах
1117,lesen::V,lesen,аах
1118,malen::V,malen,уруһуйдаа
1119,zeichnen::V,zeichnen,уруһуйдаа
1120,schreiben::V,schreiben,суруй
1121,besitzen::V,besitzen,баһылаа
1122,kaufen::V,kaufen,атыылас
1123,verkaufen::V,verkaufen,атыылаа
1124,bezahlen::V,bezahlen,төлөө
1125,zahlen::V,zahlen,төлөө
1126,beherrschen::V,beherrschen,баһылаа
1127,ertragen::V,ertragen,тулуй
