,Concept_ID,es,av
111,Berg::N,montaña,мегӏер
112,Gipfel::N,cima,тӏогь
113,Gipfel::N,cumbre,тӏогь
114,Höhle::N,cueva,нохъо
115,Höhle::N,caverna,нохъо
116,Abhang::N,cuesta,лабаллъи
117,Abhang::N,declive,лабаллъи
118,Quelle::N,fuente,ицц
119,Quelle::N,manantial,ицц
120,Bach::N,arroyo,лъар
121,Fluss::N,río,гӏор
122,Ufer::N,orilla,рагӏал
123,Küste::N,costa,рагӏал
124,Festland::N,tierra firme,ракь
125,Festland::N,tierra firme,ракъдаллъи
126,Meer::N,mar,ралъад
127,Bucht::N,cala,кӏветӏ
128,Bucht::N,bahía,кӏветӏ
129,Insel::N,isla,чӏинкӏиллъи
130,Blume::N,flor,тӏегь
131,Gras::N,hierba,хер
132,Wurzel::N,raíz,кьибил
133,Baum::N,árbol,гъветӏ
134,Stamm::N,tronco,рохти
135,Rinde::N,corteza,макъар
136,Ast::N,rama,ноцӏ
137,Zweig::N,ramo,гӏаркьел
138,Blatt::N,hoja,тӏамах
139,Birke::N,abedul,мах
140,Birke::N,abedul,махигъветӏ
141,Kiefer[Baum]::N,pino,накӏкӏигъветӏ
142,Weide[Baum]::N,sauce,рицӏцӏ
143,Weide[Baum]::N,sauce,рицӏцӏигъветӏ
144,Tanne::N,abeto,ёлка
145,Horn::N,asta,лълъар
146,Horn::N,cuerno,лълъар
147,Feder::N,pluma,хӏули
148,Fell::N,piel,тӏом
149,Fell::N,piel,цӏоко
150,Flügel::N,ala,кваркьи
151,Klaue::N,garra,галъ
152,Kralle::N,uña,квачӏ
153,Kralle::N,uña,катиквачӏ
154,Kralle::N,garra,квачӏ
155,Kralle::N,garra,катиквачӏ
156,Schwanz::N,cola,рачӏ
157,Ei::N,huevo,хоно
158,Nest::N,nido,бусен
159,Bau::N,madriguera,каратӏ
160,Tier::N,animal,хӏайван
161,Herde::N,rebaño,рехъен
162,Herde::N,rebaño,рехъед
163,Kuh::N,vaca,гӏака
164,Bulle::N,toro,оц
165,Pferd::N,caballo,чу
166,Schaf::N,oveja,чахъу
167,Schwein::N,cerdo,болъон
168,Hund::N,perro,гьой
169,Katze::N,gato,кету
170,Bär::N,oso,ци
171,Eichhörnchen::N,ardilla,гвангва
172,Elch::N,alce,
173,Fuchs::N,zorro,цер
174,Hase::N,liebre,гӏанкӏ
175,Maus::N,ratón,гӏункӏкӏ
176,Wolf::N,lobo,бацӏ
177,Vogel::N,ave,хӏинчӏ
178,Vogel::N,pájaro,хӏинчӏ
179,Schwarm::N,bandada,тӏел
180,Huhn::N,gallina,гӏанкӏу
181,Hahn::N,gallo,хӏелеко
182,Gans::N,oca,хъаз
183,Gans::N,ganso,хъаз
184,Adler::N,águila,цӏум
185,Ente::N,pato,ордек
186,Eule::N,lechuza,беццаруз
187,Kranich::N,grulla,къункъра
188,Krähe::N,corneja,гъеду
189,Kuckuck::N,cuco,гагу
190,Schwan::N,cisne,хӏанкъва
191,Fisch::N,pez,ччугӏа
192,Barsch::N,perca,окунь
193,Hecht::N,lucio,щука
194,Schlange[Tier]::N,serpiente,борохь
195,Wurm::N,gusano,хӏапара
196,Spinne::N,araña,хъанхъра
197,Ameise::N,hormiga,цӏунцӏра
198,Laus::N,piojo,нацӏ
199,Mücke::N,mosquito,кӏкӏара
200,Fliege::N,mosca,тӏутӏ
201,Schmetterling::N,mariposa,кӏалкӏучӏ
202,Beere::N,baya,
203,Apfel::N,manzana,гӏеч
204,Pilz::N,seta,гӏурдахӏан
205,Pilz::N,hongo,гӏурдахӏан
206,Zwiebel::N,cebolla,кӏочӏопер
207,Saat::N,siembra,хьон
208,Korn::N,grano,мугь
209,Heu::N,heno,хер
210,Schale::N,cáscara,хъал
211,Grube::N,foso,гвенд
212,Falle::N,trampa,къор
213,Falle::N,trampa,къотен
214,Schlinge::N,lazo,кӏичӏ
215,Spur::N,huella,лъалкӏ
216,Asche::N,ceniza,рахъу
217,Dreck::N,suciedad,гъиз
218,Dreck::N,suciedad,хӏарщ
219,Eisen::N,hierro,махх
220,Gold::N,oro,месед
221,Silber::N,plata,гӏарац
222,Kohle::N,carbón,тӏурччи
223,Glas::N,vidrio,цӏер
224,Glas::N,cristal,цӏер
225,Lehm::N,barro,хӏатӏ
226,Sand::N,arena,сали
227,Mensch::N,hombre,чи
228,Mensch::N,ser humano,чи
229,Mann::N,hombre,бихьинчи
230,Frau::N,mujer,гӏадан
231,Kind::N,niño,лъимер
232,Junge::N,chico,вас
233,Junge::N,muchacho,вас
234,Mädchen::N,chica,яс
235,Mädchen::N,muchacha,яс
236,Familie::N,familia,хъизан
237,Großvater::N,abuelo,кӏудада
238,Großmutter::N,abuela,кӏодо
239,Eltern::N,padres,эбел-эмен
240,Vater::N,padre,эмен
241,Mutter::N,madre,эбел
242,Sohn::N,hijo,вас
243,Tochter::N,hija,яс
244,Bruder::N,hermano,вац
245,Schwester::N,hermana,яц
246,Onkel::N,tío,даци
247,Tante::N,tía,ада
248,Ehemann::N,esposo,рос
249,Ehefrau::N,esposa,чӏужу
250,Freude::N,placer,ракӏбохи
251,Freude::N,alegría,ракӏбохи
252,Gelächter::N,risa,релъи
253,Gelächter::N,carcajada,релъи
254,Glück::N,felicidad,талихӏ
255,Glück::N,felicidad,талихӏ-рохел
256,Kummer::N,pena,хӏалкъай
257,Wunsch::N,deseo,къасд
258,Lust::N,ganas,гъира
259,Geist::N,mente,чӏанкӏ
260,Geist::N,mente,рухӏ-жан
261,Geist::N,espíritu,чӏанкӏ
262,Geist::N,espíritu,рухӏ-жан
263,Gedanke::N,idea,пикру
264,Gedanke::N,pensamiento,пикру
265,Gedächtnis::N,memoria,
266,Verstand::N,razón,лумалъи
267,Verstand::N,razón,цӏодорлъи
268,Verstand::N,entendimiento,лумалъи
269,Verstand::N,entendimiento,цӏодорлъи
270,Sinn::N,sentido,магӏна
271,Sinn::N,significado,магӏна
272,Grund::N,causa,багьана
273,Wahrheit::N,verdad,ритӏухълъи
274,Gespräch::N,conversación,накъит
275,Märchen::N,cuento,маргьа
276,Erzählung::N,cuento,къиса
277,Erzählung::N,narración,къиса
278,Nachricht::N,mensaje,хабар
279,Neuigkeit::N,noticia,хабар-гӏазаб
280,Name::N,nombre,цӏар
281,Rätsel::N,acertijo,бицанкӏо
282,Rätsel::N,adivinanza,бицанкӏо
283,Rede::N,discurso,речь
284,Rede::N,discurso,калам
285,Sprache::N,lengua,мацӏ
286,Stimme::N,voz,гьаракь
287,Wort::N,palabra,рагӏи
288,Zeichen::N,señal,ишара
289,Zeichen::N,señal,гӏаламат
290,Ruf::N,llamada,ахӏи
291,Lärm::N,ruido,хъуй
292,Lärm::N,ruido,хъуди
293,Lärm::N,barullo,хъуй
294,Lärm::N,barullo,хъуди
295,Laut::N,sonido,гьаракь
296,Laut::N,sonido,сас
297,Ton::N,tono,
298,Lied::N,canción,кечӏ
299,Ruhe::N,calma,рахӏат
300,Ruhe::N,silencio,рахӏат
301,Leute::N,gente,гӏадамал
302,Volk::N,pueblo,халкъ
303,Arbeit::N,trabajo,хӏалтӏи
304,Gast::N,huésped,гьобол
305,Gast::N,invitado,гьобол
306,Geschenk::N,regalo,сайигъат
307,Spiel::N,juego,хӏай
308,Spiel::N,juego,расанди
309,Gesellschaft::N,compañía,жамагӏат
310,Hilfe::N,ayuda,кумек
311,Hilfe::N,socorro,кумек
312,Freund::N,amigo,гьудул
313,Kamerad::N,camarada,гьалмагъ
314,Kamerad::N,compañero,гьалмагъ
315,Angelegenheit::N,asunto,къваригӏел
316,Anzahl::N,cantidad,рикӏкӏен
317,Art::N,tipo,жинс
318,Art::N,clase,жинс
319,Stück::N,pieza,кесек
320,Teil::N,parte,пай
321,Hälfte::N,mitad,бащдаб
322,Kreis::N,círculo,гор
323,Kreuz::N,cruz,хъанч
324,Linie::N,línea,мухъ
325,Strich::N,raya,хӏучч
326,Strich::N,trazo,хӏучч
327,Abstand::N,distancia,манзил
328,Entfernung::N,distancia,манзил
329,Gegend::N,región,рахъ
330,Gegend::N,comarca,рахъ
331,Platz::N,espacio,бакӏ
332,Ort::N,sitio,бакӏ
333,Seite::N,lado,рахъ
334,Seite::N,costado,рахъ
335,Mitte::N,medio,бакьулъбакӏ
336,Mitte::N,centro,бакьулъбакӏ
337,Gegenstand::N,objeto,жо
338,Sache::N,cosa,жо
339,Rand::N,borde,мицӏир
340,Kante::N,borde,рагӏал
341,Kante::N,borde,рагӏа-ракьан
342,Ecke::N,esquina,цили
343,Spitze::N,punta,тӏогь
344,Ende::N,cabo,кӏал
345,Ende::N,extremo,кӏал
346,Loch::N,agujero,каратӏ
347,Loch::N,abertura,каратӏ
348,Winkel::N,ángulo,
349,Muster::N,dibujo,накъиш
350,Größe::N,tamaño,кӏодо́лъи
351,Länge::N,longitud,халалъи
352,Höhe::N,altura,борхалъи
353,Höhe::N,altitud,борхалъи
354,Gewicht::N,peso,бакӏлъи
355,Menge::N,cantidad,
356,Haufen::N,montón,гъуни
357,Reihe::N,fila,ирга́
358,Boot::N,bote,раса
359,Boot::N,barca,раса
360,Ruder::N,remo,раххан
361,Schlitten::N,trineo,чанагъ
362,Ski::N,esquí,лыжаби
363,Lagerfeuer::N,hoguera,цӏа
364,Last::N,carga,бакӏлъи
365,Gang::N,marcha,хьвади
366,Gang::N,marcha,хьвада-чӏвади
367,Schritt::N,paso,гали
368,Norden::N,norte,шимал
369,Süden::N,sur,юг
370,Süden::N,sur,къибла
371,Westen::N,oeste,гъарб
372,Westen::N,oeste,магъриб
373,Osten::N,este,шаркъ
374,Osten::N,este,машрикъ
375,Holz::N,madera,цӏул
376,Brett::N,tabla,хъарщи
377,Platte::N,placa,къоно
378,Platte::N,plancha,къоно
379,Stütze::N,sostén,
380,Stütze::N,soporte,
381,Stange::N,vara,гӏер
382,Stange::N,percha,гӏер
383,Stock::N,palo,тӏил
384,Stock::N,bastón,тӏил
385,Stab::N,vara,гӏер
386,Stab::N,bastón,гӏер
387,Rohr::N,tubo,турба
388,Haus::N,casa,ригь
389,Haus::N,casa,рукъзал
390,Heim::N,hogar,рукъ
391,Ofen::N,estufa,печь
392,Fußboden::N,suelo,чӏабар
393,Tisch::N,mesa,стол
394,Stuhl::N,silla,бакӏу
395,Wiege::N,cuna,кини
396,Bett::N,cama,кровать
397,Regal::N,estantería,хъарщи
398,Kiste::N,caja,ящик
399,Kiste::N,caja,тӏалагъуд
400,Fenster::N,ventana,гордо
401,Tür::N,puerta,нуцӏа
402,Tor::N,puerta,каву
403,Zaun::N,valla,раци
404,Zaun::N,cercado,раци
405,Dach::N,techo,тӏох
406,Dach::N,tejado,тӏох
407,Leiter::N,escalera,мали
408,Besen::N,escoba,жул
409,Spaten::N,pala,бел
410,Schaufel::N,pala,раххан
411,Schaufel::N,paleta,раххан
412,Gabel::N,tenedor,гӏучӏ
413,Löffel::N,cuchara,гъуд
414,Messer::N,cuchillo,нус
415,Nagel::N,clavo,магӏ
416,Netz::N,red,гьин
417,Haken::N,gancho,гъанцӏа
418,Haken::N,corchete,гъанцӏа
419,Griff::N,asa,гӏоркь
420,Griff::N,mango,гӏоркь
421,Schloss::N,cerradura,кӏулал
422,Bild::N,imagen,сурат
423,Figur::N,figura,
424,Puppe::N,muñeca,нани
425,Beutel::N,bolsa,таргьа
426,Bündel::N,haz,къай
427,Tasche::N,bolso,сумка
428,Tasche::N,bolso,къвачӏа
429,Eimer::N,cubo,ведро
430,Deckel::N,tapa,тӏалъел
431,Deckel::N,tapa,дадитӏалъел
432,Deckel::N,tapadera,тӏалъел
433,Deckel::N,tapadera,дадитӏалъел
434,Geschirr::N,vajilla,цӏарагӏ
435,Sack::N,saco,хъап
436,Sack::N,saco,къандалъо
437,Tasse::N,taza,чашка
438,Topf::N,olla,хьаг
439,Topf::N,marmita,хьаг
440,Kessel::N,caldera,хьаг
441,Kessel::N,caldera,гереги
442,Essen::N,comida,тӏагӏам
443,Nahrung::N,alimento,квен
444,Speise::N,plato,квен
445,Fleisch::N,carne,гьан
446,Getreide::N,cereales,бугӏа-ролъ
447,Getreide::N,cereales,могьолабл_культураби
448,Brei::N,puré,карщ
449,Brei::N,papilla,карщ
450,Brot::N,pan,чед
451,Scheibe::N,lonja,мочӏу
452,Scheibe::N,rebanada,мочӏу
453,Fett::N,grasa,беэнлъи
454,Butter::N,mantequilla,нах
455,Öl::N,aceite,нах
456,Salz::N,sal,цӏам
457,Suppe::N,sopa,чурпа
458,Honig::N,miel,гьоцӏо
459,Milch::N,leche,рахь
460,Tee::N,té,чай
461,Leder::N,cuero,тӏом
462,Wolle::N,lana,квас
463,Stoff::N,tela,ххам
464,Stoff::N,tejido,ххам
465,Nadel::N,aguja,рокӏкӏен
466,Faden::N,hilo,кун
467,Knopf::N,botón,маргъал
468,Knoten::N,nudo,гарацӏ
469,Farbe::N,pintura,релъен
470,Kleidung::N,ropa,ретӏел
471,Kleidung::N,vestidos,ретӏел
472,Hemd::N,camisa,гурде
473,Kragen::N,cuello,габур
474,Ärmel::N,manga,къвал
475,Hose::N,pantalón,тӏажу
476,Gürtel::N,cinturón,рачел
477,Mütze::N,gorro,тӏагъур
478,Schuh::N,zapato,
479,Stiefel::N,bota,этек
480,Stiefel::N,bota,чакма
481,Ring::N,anillo,баргъич
482,Band::N,cinta,лента
483,Kamm::N,peine,гьоркьо
484,Spiegel::N,espejo,матӏу
485,Riemen::N,correa,рижу
486,Schnur::N,cuerda,
487,Leine::N,correa,
488,Decke::N,manta,одея́ло
489,Kissen::N,almohada,къандалъо
490,Tuch::N,pañuelo,квархьи
491,Handtuch::N,toalla,беркӏалрацӏцӏ
492,Kraft::N,fuerza,гуч
493,Kraft::N,fuerza,къуват
494,Stärke::N,fuerza,хӏалкӏвей
495,Gesundheit::N,salud,сахлъи́
496,Krankheit::N,enfermedad,унти
497,Krankheit::N,enfermedad,щокълъи
498,Schmerz::N,dolor,унти
499,Wunde::N,llaga,ругъун
500,Wunde::N,herida,ругъун
501,Fieber::N,fiebre,цӏа-кан
502,Arznei::N,medicina,дару
503,Arznei::N,medicamento,дару
504,Brücke::N,puente,кьо
505,Brunnen::N,pozo,гъуй
506,Weide::N,pasto,рицӏцӏ
507,Weide::N,pasto,лъичӏирма
508,Weide::N,pasto,гӏурдаллъи
509,Weide::N,pasto,ри́цӏигъветӏ
510,Weide::N,pasto,рицӏцӏигъветӏ
511,Pfad::N,sendero,сухъмахъ
512,Weg::N,camino,нух
513,Straße::N,vía,нух
514,Straße::N,carretera,нух
515,Dorf::N,aldea,росу
516,Dorf::N,pueblo,росу
517,Stadt::N,ciudad,шагьар
518,Brief::N,carta,кагъат
519,Brief::N,carta,рисалат
520,Buch::N,libro,тӏехь
521,Buchstabe::N,letra,хӏарп
522,Buchstabe::N,carácter,хӏарп
523,Zeitung::N,diario,газет
524,Zeitung::N,periódico,газет
525,Leben::N,vida,яшав
526,Tod::N,muerte,хвел
527,Grab::N,tumba,хоб
528,Grab::N,sepulcro,хоб
529,Kirche::N,iglesia,килиса
530,Sünde::N,pecado,хӏакъ
531,Sünde::N,pecado,мунагь
532,Gott::N,dios,бичас
533,Gott::N,dios,аллагь
534,Arbeiter::N,obrero,хӏалтӏухъан
535,Arbeiter::N,trabajador,хӏалтӏухъан
536,Chef::N,jefe,хӏаким
537,Chef::N,jefe,начальник
538,Meister::N,maestro,устар
539,Meister::N,maestro,мастер
540,Meister::N,maestro,махщалилав
541,Arzt::N,médico,жайрахӏ
542,Lehrer::N,profesor,мугӏалим
543,Geld::N,dinero,гӏарац
544,Geschäft::N,negocio,
545,Laden::N,tienda,тукен
546,Preis::N,precio,багьа
547,Ware::N,mercancía,къайи
548,Nutzen::N,provecho,мунпагӏат
549,Reichtum::N,riqueza,бечелъи
550,Welt::N,mundo,дуниял
551,Land::N,país,улка
552,Land::N,país,икълим
553,Staat::N,Estado,пачалихъ
554,König::N,rey,пача
555,König::N,rey,малик
556,König::N,rey,къирал
557,König::N,rey,падишагь
558,Macht::N,poder,кверщел
559,Macht::N,potencia,кверщел
560,Grenze::N,frontera,гӏорхъи
561,Krieg::N,guerra,рагъ
562,Feind::N,enemigo,тушман
563,Gewalt::N,violencia,зулму
564,Kampf::N,lucha,къеркьей
565,Kampf::N,combate,къеркьей
566,Bogen[Waffe]::N,arco,газаргъо
567,Pfeil::N,flecha,чӏор
568,Gewehr::N,fusil,туманкӏ
569,Gewehr::N,escopeta,туманкӏ
570,Fehler::N,error,гъалатӏ
571,Lüge::N,mentira,гьереси
572,Schaden::N,daño,зиян
573,Schaden::N,daño,зарал
574,Unglück::N,desgracia,балагь
575,Schuld::N,culpa,гӏайиб
576,Alter::N,edad,гӏумру
577,Schluss::N,fin,ахир
578,Schluss::N,final,ахир
579,Zeit::N,tiempo,заман
580,Tag::N,día,къо
581,Morgen::N,mañana,радалмех
582,Mittag::N,mediodía,къадемех
583,Abend::N,noche,релъедамех
584,Nacht::N,noche,сордо
585,Woche::N,semana,анкь
586,Monat::N,mes,моцӏ
587,Jahr::N,año,сон
588,Jahr::N,año,лъагӏел
589,Frühling::N,primavera,их
590,Sommer::N,verano,рии
591,Herbst::N,otoño,хасалихълъи
592,Winter::N,invierno,кьин
593,Januar::N,enero,январь
594,Februar::N,febrero,февра́ль
595,März::N,marzo,март
596,April::N,abril,апрель
597,Mai::N,mayo,май
598,Juni::N,junio,июнь
599,Juli::N,julio,июль
600,August::N,agosto,август
601,September::N,septiembre,сентябрь
602,Oktober::N,octubre,октябрь
603,November::N,noviembre,ноябрь
604,Dezember::N,diciembre,декабрь
605,Montag::N,lunes,итни
606,Dienstag::N,martes,талат
607,Mittwoch::N,miércoles,арбагӏ
608,Donnerstag::N,jueves,хамиз
609,Freitag::N,viernes,рузман
610,Samstag::N,sábado,щамат
611,Sonntag::N,domingo,гьатӏан
612,groß::A,grande,кӏудияб
613,klein::A,pequeño,гьитӏинаб
614,lang::A,largo,халатаб
615,kurz::A,corto,къокъаб
616,breit::A,ancho,гӏебаб
617,schmal::A,estrecho,къваридаб
618,dicht::A,denso,ризаб
619,dick[Gegenstand]::A,grueso,бицатаб
620,dünn::A,fino,тӏеренаб
621,dünn::A,delgado,тӏеренаб
622,fein::A,fino,тӏеренаб
623,fein::A,delicado,тӏеренаб
624,fest::A,firme,къвакӏараб
625,fest::A,sólido,къвакӏараб
626,flach::A,plano,чӏепараб
627,glatt::A,liso,цӏвакараб
628,hart::A,duro,кьварараб
629,weich::A,muelle,тамахаб
630,rund::A,redondo,гургинаб
631,spitz::A,agudo,бегӏераб
632,spitz::A,apuntado,бегӏераб
633,scharf::A,agudo,рекӏараб
634,scharf::A,afilado,рекӏараб
635,stumpf::A,sin filo,тӏехӏараб
636,stumpf::A,sin filo,рекӏинчӏеб
637,schwer::A,pesado,бакӏаб
638,schön::A,bello,берцинаб
639,schön::A,hermoso,берцинаб
640,heiß::A,caluroso,лагьараб
641,warm::A,cálido,хинаб
642,warm::A,caliente,хинаб
643,kalt::A,frío,квачараб
644,kühl::A,fresco,квачараб
645,frisch::A,fresco,цӏияб
646,feucht::A,húmedo,рагьараб
647,nass::A,mojado,би́ччараб
648,trocken::A,seco,бакъвараб
649,voll::A,lleno,
650,leer::A,vacío,чӏобогояб
651,offen::A,abierto,рагьараб
652,geschlossen::A,cerrado,рахараб-къараб
653,sauber::A,limpio,бацӏцӏадаб
654,schmutzig::A,sucio,гъизараб
655,roh::A,crudo,хамаб
656,roh::A,crudo,гӏатӏгояб
657,reif::A,maduro,барщараб
658,lecker::A,rico,тӏагӏамаб
659,lecker::A,sabroso,тӏагӏамаб
660,süß::A,dulce,гьуинаб
661,bitter::A,amargo,кьогӏаб
662,sauer::A,agrio,цӏекӏаб
663,hell::A,claro,канаб
664,dunkel::A,oscuro,бецӏаб
665,schwarz::A,negro,чӏегӏераб
666,weiß::A,blanco,хъахӏаб
667,rot::A,rojo,багӏараб
668,gelb::A,amarillo,гӏобилаб
669,gelb::A,amarillo,тӏогьилаб
670,blau::A,azul,хъахӏилаб
671,grün::A,verde,гӏурччинаб
672,grau::A,gris,накӏкӏуяб
673,bunt::A,multicolor,къвекӏаб
674,bunt::A,multicolor,чара-гъараб
675,billig::A,barato,учузаб
676,teuer::A,caro,хири́яб
677,wertvoll::A,valioso,къиматаб
678,wertvoll::A,precioso,къиматаб
679,blind::A,ciego,беццаб
680,taub::A,sordo,гъугъаб
681,kräftig::A,fuerte,гучаб
682,stark::A,fuerte,къуватаб
683,stark::A,vigoroso,къуватаб
684,schwach::A,débil,гӏажизаб
685,fett::A,obeso,кьарияб
686,schlank::A,esbelto,чергесаб
687,hübsch::A,mono,гьайбатаб
688,hübsch::A,guapo,гьайбатаб
689,böse::A,malo,ракӏквешаб
690,dumm::A,tonto,гьагаб
691,dumm::A,tonto,гӏантаб
692,dumm::A,estúpido,гьагаб
693,dumm::A,estúpido,гӏантаб
694,faul::A,vago,кӏохӏалаб
695,faul::A,vago,кӏухӏа́лаб
696,faul::A,perezoso,кӏохӏалаб
697,faul::A,perezoso,кӏухӏа́лаб
698,fleißig::A,aplicado,хӏаракатаб
699,fleißig::A,diligente,хӏаракатаб
700,geizig::A,avaro,къарумаб
701,klug::A,sensato,лумияб
702,klug::A,inteligente,лумияб
703,geschickt::A,hábil,махщел бугев
704,lieb::A,querido,гӏазизаб
705,lustig::A,alegre,кепаб
706,sanft::A,suave,хӏалимаб
707,sanft::A,suave,хӏере́наб
708,hungrig::A,hambriento,бакъараб
709,krank::A,enfermo,щокъаб
710,krank::A,enfermo,унтараб
711,nackt::A,desnudo,гӏицӏаб
712,nackt::A,desnudo,чӏанкӏараб
713,traurig::A,triste,пашманаб
714,lebendig::A,vivo,чӏагояб
715,lebendig::A,viviente,чӏагояб
716,gut::A,bueno,лъикӏаб
717,schlecht::A,malo,къадараб
718,richtig::A,justo,битӏараб
719,richtig::A,correcto,битӏараб
720,schlimm::A,malo,нажасаб
721,schlimm::A,malo,къабихӏаб
722,schlimm::A,grave,нажасаб
723,schlimm::A,grave,къабихӏаб
724,wahr::A,verídico,хӏакъаб
725,wahr::A,verídico,битӏараб
726,wahr::A,verdadero,хӏакъаб
727,wahr::A,verdadero,битӏараб
728,alt::A,viejo,басрияб
729,neu::A,nuevo,цӏияб
730,ehemalig::A,antiguo,цебе́госеб
731,alt[Lebewesen]::A,viejo,хераб
732,jung::A,joven,тӏинчӏаб
733,jung::A,joven,гӏолохъанаб
734,arm::A,pobre,пакъираб
735,reich::A,rico,бечедаб
736,bekannt::A,conocido,лъалеб
737,berühmt::A,famoso,машгьураб
738,berühmt::A,célebre,машгьураб
739,fremd::A,extraño,чияр
740,verschieden::A,diverso,батӏи-батӏияб
741,verschieden::A,distinto,батӏи-батӏияб
742,verschieden::A,diferente,батӏи-батӏияб
743,nah::A,cercano,гӏагарда бугеб
744,fern::A,lejano,рикӏкӏадаб
745,linker::A,izquierdo,квегӏаб
746,rechter::A,derecho,кваранаб
747,anderer::A,otro,батӏияб
748,erster::A,primero,тӏоцебесеб
749,zweiter::A,segundo,кӏиабилеб
750,dritter::A,tercero,лъабабилеб
751,letzter::A,último,ахирисеб
752,allein::ADV,a solo,ялгъузго
753,auf einmal::ADV,de una vez,цихӏинтӏаго
754,zusammen::ADV,juntos,цойида
755,lange::ADV,mucho tiempo,
756,plötzlich::ADV,de repente,цойидасанго
757,sofort::ADV,en seguida,гьебсагӏат
758,später::ADV,más tarde,
759,jetzt::ADV,ahora,гьанже
760,heute::ADV,hoy,жакъа
761,morgen::ADV,mañana,метер
762,bald::ADV,pronto,гьабсагӏаталъ
763,bald::ADV,en breve,гьабсагӏаталъ
764,dann::ADV,luego,цинги
765,dann::ADV,entonces,цинги
766,gestern::ADV,ayer,сон
767,einst::ADV,antaño,цин
