,Concept_ID,ab,bg
144,Weide[Baum]::N,аҧслыш,върба
145,Tanne::N,аҧсаӡ,ела
146,Horn::N,атəыҩа,рог
147,Feder::N,ахӡы,перо
148,Fell::N,ацəа,кожа
149,Flügel::N,амҵəыжəа,крило
150,Klaue::N,ашьапхыц,нокът
151,Schwanz::N,аҵыхəа,опашка
152,Ei::N,акəтаӷь,яйце
153,Nest::N,аҭра,гнездо
154,Nest::N,аҵысҭра,гнездо
155,Bau::N,аҭыҩра,дупка
156,Tier::N,аҧстəы,животно
157,Tier::N,агыгшəыг,животно
158,Herde::N,агəарҭа,стадо
159,Kuh::N,ажə,крава
160,Bulle::N,ацə,бик
161,Pferd::N,аҽы,кон
162,Schaf::N,ауаса,овца
163,Schwein::N,аҳəа,свиня
164,Hund::N,ала,куче
165,Katze::N,ацгəы,котка
166,Bär::N,амшə,мечка
167,Eichhörnchen::N,аеш,катерица
168,Elch::N,аҽаҩа,лос
169,Fuchs::N,абгахəыҷы,лисица
170,Hase::N,ажьа,заек
171,Maus::N,аҳəынаҧ,мишка
172,Wolf::N,абгаду,вълк
173,Vogel::N,аҧсаатə,птица
174,Huhn::N,акəты,кокошка
175,Hahn::N,арбаҕь,петел
176,Gans::N,аҟыз,гъска
177,Adler::N,ауарба,орел
178,Ente::N,акəата,патица
179,Eule::N,аты,сова
180,Kranich::N,апҟа,жерав
181,Krähe::N,аҟəараан,врана
182,Kuckuck::N,акəыкəу,кукувица
183,Schwan::N,агьад,лебед
184,Fisch::N,аҧсыӡ,риба
185,Barsch::N,ацəыбла,костур
186,Hecht::N,ахиаала,щука
187,Schlange[Tier]::N,амаҭ,змия
188,Wurm::N,ахəа,червей
189,Wurm::N,ахəац,червей
190,Spinne::N,абызкаҭаҳа,паяк
191,Ameise::N,ашышкамс,мравка
192,Laus::N,аҵа,въшка
193,Mücke::N,акəыбры,комар
194,Fliege::N,амҵ,муха
195,Schmetterling::N,аҧарҧалыкь,пеперуда
196,Beere::N,аргуц,плод
197,Apfel::N,аҵəа,ябълка
198,Pilz::N,акəкəбаа,гъба
199,Zwiebel::N,аџьымшьы,лук
200,Zwiebel::N,аџьымшьы,кромид
201,Zwiebel::N,аџьымшьхы,лук
202,Zwiebel::N,аџьымшьхы,кромид
203,Saat::N,ажəла,семе
204,Korn::N,арыц,зърно
205,Heu::N,аҭəа,сено
206,Schale::N,ацəа,кора
207,Grube::N,ажра,яма
208,Grube::N,ажра,дупка
209,Grube::N,атыша,яма
210,Grube::N,атыша,дупка
211,Falle::N,арыҧҟьа,примка
212,Schlinge::N,аҟəараҟəантə,клуп
213,Spur::N,ашьҭа,диря
214,Spur::N,ашьҭа,следа
215,Asche::N,ахəа,пепел
216,Dreck::N,аҳəынҵəа,кал
217,Dreck::N,аҟьамсар,кал
218,Eisen::N,аиха,желязо
219,Gold::N,ахьы,злато
220,Silber::N,аразны,сребро
221,Kohle::N,арацəа,въглища
222,Glas::N,асаркьа,стъкло
223,Lehm::N,анышəаҧшь,глина
224,Sand::N,аҧслымӡ,пясък
225,Mensch::N,ауаҩы,човек
226,Mann::N,ахаҵа,мъж
227,Frau::N,аҧҳəыс,жена
228,Kind::N,ахəыҷы,дете
229,Junge::N,аҷкəын,момче
230,Junge::N,ахаҵарҧыс,момче
231,Mädchen::N,аӡӷаб,момиче
232,Familie::N,аҭаацəа,фамилия
233,Familie::N,аҭаацəа,семейство
234,Großvater::N,абду,дядо
235,Großmutter::N,анду,баба
236,Eltern::N,ани аби,родители
237,Vater::N,аб,баща
238,Mutter::N,ан,майка
239,Sohn::N,аҧа,син
240,Tochter::N,аҧҳа,дъщеря
241,Bruder::N,аиашьа,брат
242,Schwester::N,Аҳəшьа,сестра
243,Onkel::N,абиашьа,чичо
244,Onkel::N,абиашьа,вуйчо
245,Onkel::N,аншьа,чичо
246,Onkel::N,аншьа,вуйчо
247,Tante::N,абиаҳəшьа,леля
248,Ehemann::N,ахаҵа,съпруг
249,Ehemann::N,аҧшəма,съпруг
250,Ehefrau::N,аҧҳəыс,съпруга
251,Freude::N,агəырӷьара,радост
252,Gelächter::N,ачча,смях
253,Gelächter::N,аччара,смях
254,Glück::N,аразҟы,щастие
255,Kummer::N,агəырҩа,тъга
256,Wunsch::N,агəхəтəы,желание
257,Wunsch::N,аҭахра,желание
258,Lust::N,агəазыҳəара,желание
259,Geist::N,аҧсы,дух
260,Gedanke::N,ахəыцырҭа,мисъл
261,Gedächtnis::N,агəынкылара,памет
262,Verstand::N,ахшыҩ,ум
263,Verstand::N,ахшыҩ,разум
264,Sinn::N,аҵакы,смисъл
265,Grund::N,амзыз,причина
266,Wahrheit::N,аиаша,правда
267,Gespräch::N,аиҿцәажәара,разговор
268,Märchen::N,алакə,приказка
269,Erzählung::N,ажәабжь,разказ
270,Nachricht::N,адырраҭара,вест
271,Nachricht::N,адырраҭара,известие
272,Neuigkeit::N,ажәабжь ҿыц,новина
273,Name::N,ахьӡ,име
274,Rätsel::N,ацуфара,гатанка
275,Rede::N,ажәа,реч
276,Rede::N,ажәа,слово
277,Sprache::N,абызшəа,език
278,Stimme::N,абжьы,глас
279,Wort::N,ажәа,дума
280,Zeichen::N,адырга,знак
281,Ruf::N,аҿҭы,зов
282,Lärm::N,ашьҭыбжь,шум
283,Lärm::N,ашьҭыбжь,глъчка
284,Laut::N,ашьҭыбжь,звук
285,Ton::N,атон,тон
286,Lied::N,ашəа,песен
287,Ruhe::N,аҭынчра,тишина
288,Ruhe::N,аҭынчра,спокойствие
289,Leute::N,ауаа,хора
290,Volk::N,ажəлар,народ
291,Arbeit::N,аусура,труд
292,Arbeit::N,аусура,работа
293,Gast::N,асас,гост
294,Geschenk::N,аҳамҭа,дар
295,Geschenk::N,аҳамҭа,подарък
296,Geschenk::N,аҿанҵа,дар
297,Geschenk::N,аҿанҵа,подарък
298,Spiel::N,ахəмарра,игра
299,Gesellschaft::N,агəыҧ,общество
300,Hilfe::N,ацхыраара,помощ
301,Freund::N,аҩыза,приятел
302,Kamerad::N,Аҧхнагьла,другар
303,Angelegenheit::N,аус,работа
304,Anzahl::N,ахыҧхьаӡара,брой
305,Anzahl::N,ахыҧхьаӡара,количество
306,Art::N,ахкы,вид
307,Stück::N,аҽыҭ,къс
308,Stück::N,аҽыҭ,парче
309,Teil::N,ахəҭа,дял
310,Teil::N,ахəҭа,част
311,Hälfte::N,абжа,половина
312,Kreis::N,агьагьа,кръг
313,Kreuz::N,аџьар,кръст
314,Linie::N,аицтәар,черта
315,Strich::N,ацəаҳəа,щрих
316,Strich::N,ацəаҳəа,черта
317,Abstand::N,абжьара,дистанция
318,Abstand::N,абжьара,разстояние
319,Entfernung::N,абжьара,разстояние
320,Gegend::N,аҭыҧ,местност
321,Platz::N,аҭыҧ,място
322,Ort::N,аҭыҧ,място
323,Seite::N,аган,страна
324,Mitte::N,агəҭа,среда
325,Gegenstand::N,амаҭəар,предмет
326,Rand::N,аҵкар,ръб
327,Kante::N,авардым,ръб
328,Kante::N,авардым,кант
329,Ecke::N,акəакь,ъгъл
330,Spitze::N,аҧынҵа,връх
331,Spitze::N,аҧынҵа,острие
332,Ende::N,анаӡара,край
333,Loch::N,акылҵəара,дупка
334,Winkel::N,агҿаҩра,кът
335,Winkel::N,агҿаҩра,ъгъл
336,Winkel::N,акəындхə,кът
337,Winkel::N,акəындхə,ъгъл
338,Winkel::N,акəакь,кът
339,Winkel::N,акəакь,ъгъл
340,Muster::N,аҟҟа,десен
341,Muster::N,аҟҟа,образец
342,Größe::N,изаҟароу,големина
343,Länge::N,аура,дължина
344,Höhe::N,агылара,висота
345,Höhe::N,агылара,височина
346,Gewicht::N,акапан,тегло
347,Gewicht::N,акапан,тежест
348,Haufen::N,ачаҟəа,куп
349,Haufen::N,ачаҟəа,грамада
350,Reihe::N,ацəаҳəа,ред
351,Reihe::N,ацəаҳəа,редица
352,Boot::N,анышь,лодка
353,Ruder::N,ажəҩа,весло
354,Ruder::N,ажəҩа,гребло
355,Schlitten::N,ашəаҩауардын,шейна
356,Ski::N,ашəаҩа,ски
357,Ski::N,ашьахаха,ски
358,Lagerfeuer::N,еиқуу амца,огнище
359,Last::N,ахьанҭара,товар
360,Gang::N,аныҟəара,ход
361,Gang::N,аныҟəара,вървеж
362,Schritt::N,ашьаҿа,стъпка
363,Norden::N,аҩада,север
364,Süden::N,алада,юг
365,Westen::N,амраҭашəара,запад
366,Osten::N,амрагылара,изток
367,Holz::N,амҿымаҭəахə,дърво
368,Brett::N,аӷəы,дъска
369,Platte::N,ахаҳәцәы,
370,Stütze::N,аҵаргəа,
371,Stütze::N,агəышьаҟа,
372,Stange::N,акьат,прът
373,Stange::N,акьат,върлина
374,Stock::N,алаба,прът
375,Stock::N,алаба,тояга
376,Stab::N,акьат,прът
377,Rohr::N,абыкь,цев
378,Rohr::N,абыкь,тръба
379,Haus::N,аҩны,къща
380,Heim::N,аҭаацəа,дом
381,Ofen::N,аҳақə,печка
382,Ofen::N,ауаџьаҟ,печка
383,Ofen::N,афрына,печка
384,Fußboden::N,адашьма,под
385,Tisch::N,аишәа,маса
386,Stuhl::N,аҟəардə,стол
387,Wiege::N,агара,люлка
388,Bett::N,акаруаҭ,легло
389,Bett::N,акаруаҭ,креват
390,Regal::N,акыӷəра,рафт
391,Regal::N,акыӷəра,етажерка
392,Kiste::N,аидчаҧала,кутия
393,Kiste::N,аидчаҧала,сандък
394,Fenster::N,аҧенџьыр,прозорец
395,Tür::N,ашə,врата
396,Tor::N,агəашə,врата
397,Zaun::N,аанда,ограда
398,Dach::N,ахыб,покрив
399,Leiter::N,амардуан,стълба
400,Besen::N,аҧссага,метла
401,Spaten::N,ажыга,лопата
402,Schaufel::N,аҭəарӷəы,лопата
403,Gabel::N,ачқьыҧ,вилица
404,Löffel::N,амҳаҵə,лъжица
405,Messer::N,аҳəызба,нож
406,Nagel::N,аҵəымӷ,гвоздей
407,Netz::N,акаҭа,мрежа
408,Haken::N,аҵəаҳə,кука
409,Haken::N,аҵəаҳə,закачалка
410,Griff::N,амаа,ръчка
411,Griff::N,амаа,дръжка
412,Schloss::N,асаҧаҭ,брава
413,Schloss::N,асаҧаҭ,ключалка
414,Bild::N,асахьа,картина
415,Figur::N,афигура,фигура
416,Puppe::N,акьанџьа,кукла
417,Beutel::N,асакь,кесия
418,Bündel::N,аҿаҳəара,връзка
419,Tasche::N,арҭмаҟ,чанта
420,Eimer::N,аведра,кофа
421,Deckel::N,ахҩа,капак
422,Deckel::N,ахҩа,похлупак
423,Geschirr::N,ачысмаҭəа,съдове
424,Sack::N,асакь,чувал
425,Tasse::N,аҵəца,чаша
426,Topf::N,акаструлиа,гърне
427,Topf::N,акаструлиа,тенджера
428,Kessel::N,ачуан,котел
429,Nahrung::N,афатə,храна
430,Speise::N,афатə,ястие
431,Fleisch::N,акəац,месо
432,Getreide::N,ачакуа,зърнено храни
433,Brei::N,ақашь,каша
434,Brot::N,ача,хляб
435,Scheibe::N,аҽыҭ,резен
436,Scheibe::N,аҿаҵа,резен
437,Fett::N,ашша,мазнина
438,Butter::N,ахəша,масло
439,Öl::N,азеҭ,олио
440,Öl::N,азеҭ,оливия
441,Salz::N,аџьыка,сол
442,Suppe::N,асуҧ,супа
443,Honig::N,ацха,мед
444,Milch::N,ахш,мляко
445,Tee::N,ачаи,чай
446,Leder::N,ацəа,кожа
447,Wolle::N,аласа,вълна
448,Stoff::N,Аба,плат
449,Stoff::N,Аба,материал
450,Nadel::N,агəыр,игла
451,Faden::N,арахəыц,конец
452,Knopf::N,аҳəынҵəра,копче
453,Knoten::N,аиқəҳəала,възел
454,Farbe::N,ашəыга,боя
455,Kleidung::N,амаҭəа,дрехи
456,Kleidung::N,амаҭəа,облекло
457,Hemd::N,акьаҿ,риза
458,Kragen::N,ахəда,яка
459,Ärmel::N,амаӷра,ръкав
460,Hose::N,аиқəа,панталони
461,Gürtel::N,амаҟа,пояс
462,Gürtel::N,амаҟа,колан
463,Mütze::N,ахылҧа,каскет
464,Mütze::N,ахылҧа,фуражка
465,Schuh::N,аимаа,обувка
466,Stiefel::N,амагə,ботуш
467,Ring::N,амацəаз,пръстен
468,Band::N,алента,лента
469,Band::N,алента,връзка
470,Kamm::N,ахҳəа,гребен
471,Spiegel::N,асаркьа,огледало
472,Riemen::N,аа,каиш
473,Riemen::N,аа,ремък
474,Schnur::N,ашаха,връв
475,Leine::N,аҕура,връв
476,Leine::N,аҕура,въже
477,Decke::N,ахыза,покривка
478,Kissen::N,ахчы,възглавница
479,Tuch::N,акасы,сукно
480,Handtuch::N,ампахьшьы,пешкир
481,Handtuch::N,ампахьшьы,кърпа за лице
482,Kraft::N,амч,мощ
483,Kraft::N,амч,сила
484,Stärke::N,амч,сила
485,Gesundheit::N,агəабзиара,здраве
486,Krankheit::N,ачымазара,болест
487,Schmerz::N,ахьаа,болка
488,Wunde::N,ахəра,рана
489,Fieber::N,ашоура,треска
490,Fieber::N,ашоура,температура
491,Arznei::N,ахəшə,лек
492,Arznei::N,ахəшə,лекарство
493,Brücke::N,ацҳа,мост
494,Brunnen::N,аҵыџь,чешма
495,Brunnen::N,аҵыџь,кладенец
496,Weide::N,аҳəырҭа,паша
497,Weide::N,аҳəырҭа,пасище
498,Pfad::N,амхəасҭа,пътека
499,Weg::N,амҩа,път
500,Straße::N,амҩа,шосе
501,Dorf::N,ақыҭа,село
502,Stadt::N,ақалақь,град
503,Brief::N,ашəҟəы,писмо
504,Buch::N,ашəҟəы,книга
505,Buchstabe::N,анбан,буква
506,Zeitung::N,агазеҭ,вестник
507,Leben::N,аҧсҭазаара,живот
508,Tod::N,аҧсра,смърт
509,Grab::N,анышəынҭра,гроб
510,Kirche::N,ауахəама,църква
511,Sünde::N,агəнаҳа,грях
512,Gott::N,анцəа,бог
513,Arbeiter::N,аусуҩ,работник
514,Chef::N,Аиҳабы,шеф
515,Chef::N,Аиҳабы,началник
516,Meister::N,аҟаза,майстор
517,Arzt::N,аҳақьым,лекар
518,Lehrer::N,арҵаҩы,учител
519,Geld::N,аҧара,пари
520,Laden::N,амагазин,дюкян
521,Laden::N,амагазин,магазин
522,Preis::N,ахə,цена
523,Ware::N,атауар,стока
524,Nutzen::N,ақьар,полза
525,Nutzen::N,ақьар,облага
526,Reichtum::N,абеиара,богатство
527,Welt::N,адунеи,свят
528,Land::N,атəыла,страна
529,Staat::N,аҳəынҭқарра,щат
530,Staat::N,аҳəынҭқарра,държава
531,König::N,акрал,крал
532,Macht::N,амчра,мощ
533,Macht::N,амчра,власт
534,Grenze::N,аҳəаа,граница
535,Krieg::N,аибашьра,война
536,Feind::N,Аҕа,враг
537,Feind::N,Аҕа,неприятел
538,Gewalt::N,ақəымчра,сила
539,Gewalt::N,ақəымчра,насилие
540,Kampf::N,ақəҧара,борба
541,Kampf::N,ақəҧара,сражение
542,Bogen[Waffe]::N,ахыц,лък
543,Pfeil::N,ахəымпал,стрела
544,Gewehr::N,ашəақь,пушка
545,Fehler::N,агха,грешка
546,Lüge::N,амц,лъжа
547,Schaden::N,аҧырхага,повреда
548,Unglück::N,арыцҳара,нещастие
549,Schuld::N,ахара,вина
550,Alter::N,ақəра,възраст
551,Schluss::N,анҵəамҭа,край
552,Zeit::N,аамта,време
553,Tag::N,амш,ден
554,Morgen::N,ашара,утро
555,Morgen::N,ашара,сутрин
556,Morgen::N,ашьыбжь,утро
557,Morgen::N,ашьыбжь,сутрин
558,Mittag::N,шьыбжьон,обед
559,Mittag::N,шьыбжьон,пладне
560,Abend::N,ахəылҧаз,вечер
561,Abend::N,ахəлбыҽха,вечер
562,Nacht::N,аҵх,нощ
563,Woche::N,амчыбжь,седмица
564,Frühling::N,ааҕын,пролет
565,Sommer::N,аҧхын,лято
566,Herbst::N,ҭагалан,есен
567,Herbst::N,хкаарачан,есен
568,Winter::N,аӡын,зима
569,Januar::N,ианвар,януари
570,Februar::N,февраль,февруари
571,März::N,март,март
572,April::N,апрель,април
573,Mai::N,маи,май
574,Juni::N,иуун,юни
575,Juli::N,иууль,юли
576,August::N,август,август
577,September::N,сентиабр,септември
578,Oktober::N,октиабр,октомври
579,November::N,ноиабр,ноември
580,Dezember::N,декабр,декември
581,Montag::N,ашəахьа,понеделник
582,Dienstag::N,аҩаша,вторник
583,Mittwoch::N,ахаша,сряда
584,Donnerstag::N,аҧшьаша,четвъртък
585,Freitag::N,ахəаша,петък
586,Samstag::N,асабша,събота
587,Sonntag::N,амҽыша,неделя
588,groß::A,аду,едър
589,groß::A,аду,голям
590,klein::A,амаҷ,малък
591,klein::A,амаҷ,дребен
592,lang::A,ахəхəа,дълъг
593,kurz::A,акьаҿ,къс
594,breit::A,аиужь,широк
595,breit::A,аиҵых,широк
596,schmal::A,аҭшəа,тесен
597,dicht::A,аилач,гъст
598,dick[Gegenstand]::A,ажəпа,дебел
599,fein::A,апа,фин
600,fein::A,апа,тънък
601,fein::A,аҵаӷа,фин
602,fein::A,аҵаӷа,тънък
603,fein::A,аӡа,фин
604,fein::A,аӡа,тънък
605,fest::A,аҟаца,твърд
606,fest::A,аҟаца,плътен
607,fest::A,аӷəӷəаҟаца,твърд
608,fest::A,аӷəӷəаҟаца,плътен
609,flach::A,ақəаҟьа,равен
610,flach::A,ақəаҟьа,плосък
611,flach::A,аҧаҟьа,равен
612,flach::A,аҧаҟьа,плосък
613,glatt::A,аимаҩзы,гладък
614,hart::A,акьакьа,твърд
615,hart::A,акьакьа,корав
616,weich::A,атата,мек
617,rund::A,акəмпыл,кръгъл
618,spitz::A,аҵар,островръх
619,scharf::A,аҵар,остър
620,stumpf::A,ацагə,тъп
621,schwer::A,ахьанҭа,тежък
622,schön::A,аҧшӡа,хубав
623,schön::A,аҧшӡа,красив
624,heiß::A,ашы,жарък
625,warm::A,аҧха,топъл
626,kalt::A,ахьшəашəа,студен
627,kühl::A,ахьшəашəа,хладен
628,kühl::A,ицәыхьшәашәоу,хладен
629,frisch::A,цқьа,свеж
630,feucht::A,ацəаак,влажен
631,nass::A,абааӡа,мокър
632,trocken::A,Аба,сух
633,trocken::A,аҩа,сух
634,voll::A,азна,пълен
635,leer::A,аҭацəы,празен
636,offen::A,аарта,откровен
637,geschlossen::A,ихҩоу,закрит
638,geschlossen::A,ихҩоу,затворен
639,geschlossen::A,иаркыу,закрит
640,geschlossen::A,иаркыу,затворен
641,sauber::A,ацқьа,чист
642,schmutzig::A,аҟьашь,мръсен
643,reif::A,Арҭ,зрял
644,reif::A,аҟала,зрял
645,reif::A,иҟалахьоу,зрял
646,lecker::A,ахаа,вкусен
647,süß::A,азла,сладък
648,bitter::A,аша,горчив
649,sauer::A,аҵəҵəы,кисел
650,hell::A,алаша,ясен
651,hell::A,алаша,светъл
652,dunkel::A,алашьца,тъмен
653,schwarz::A,аиқуаҵәа,черен
654,weiß::A,ашкəакəа,бял
655,rot::A,аҟаҧшь,червен
656,gelb::A,аҩеижь,жълт
657,blau::A,аҽҵәа,син
658,grün::A,ашьацҧшҭəала,зелен
659,grün::A,аеҵəа,зелен
660,grau::A,ацəыш,сив
661,bunt::A,Аилыҕраа,шарен
662,bunt::A,Аилыҕраа,пъстър
663,bunt::A,аҕраҷкəын,шарен
664,bunt::A,аҕраҷкəын,пъстър
665,billig::A,амариа,евтин
666,teuer::A,амҩан,скъп
667,wertvoll::A,кыр иаҕсоу,ценен
668,wertvoll::A,акыр иаҕсоу,ценен
669,blind::A,алашə,сляп
670,taub::A,адагəа,глух
671,kräftig::A,аӷəӷəа,силен
672,stark::A,абаҟа,здрав
673,stark::A,абаҟа,силен
674,schwach::A,акəада,слаб
675,fett::A,аҧсыла,тлъст
676,schlank::A,акала,тънък
677,schlank::A,акала,строен
678,schlank::A,акьалантар,тънък
679,schlank::A,акьалантар,строен
680,schlank::A,аиҿартə,тънък
681,schlank::A,аиҿартə,строен
682,hübsch::A,аҧшӡа,хубав
683,böse::A,абааҧсы,зъл
684,dumm::A,агаӡа,глупав
685,faul::A,аашьа,ленив
686,faul::A,аашьа,мързелив
687,fleißig::A,иҟубҷоу,прилежен
688,geizig::A,акы,скъпернически
689,geizig::A,акаҷбеи,скъпернически
690,geizig::A,аҟəџьыр,скъпернически
691,klug::A,аҟəыш,умен
692,klug::A,аҟəыш,разумен
693,klug::A,аҟəыӷа,умен
694,klug::A,аҟəыӷа,разумен
695,geschickt::A,напҟазала,умел
696,geschickt::A,напҟазала,сръчен
697,lieb::A,алашара,мил
698,lieb::A,алашара,драг
699,lustig::A,алах-ҿых,весел
700,lustig::A,игурҕьаччо,весел
701,lustig::A,агурҕьа,весел
702,lustig::A,агурҿыхага,весел
703,sanft::A,атата,нежен
704,sanft::A,атата,кротък
705,sanft::A,аҟəымшəышə,нежен
706,sanft::A,аҟəымшəышə,кротък
707,sanft::A,ақьыҧш,нежен
708,sanft::A,ақьыҧш,кротък
709,hungrig::A,амлашь,гладен
710,krank::A,ачымазаҩ,болен
711,nackt::A,аҟьантаз,гол
712,traurig::A,алахьеиқəҵага,тъжен
713,traurig::A,алахьеиқəҵага,печален
714,lebendig::A,абза,жив
715,gut::A,абзиа,добър
716,schlecht::A,-хəарҭам,лош
717,richtig::A,иашоу,правилен
718,schlimm::A,абааҧсы,лош
719,wahr::A,агəҭылса,верен
720,wahr::A,агəҭылса,истински
721,wahr::A,абзиаҵəҟьа,верен
722,wahr::A,абзиаҵəҟьа,истински
723,alt::A,Ажə,стар
724,alt::A,Ажə,древен
725,neu::A,аҿыц,нов
726,ehemalig::A,анкьатәи,бивш
727,alt[Lebewesen]::A,абырг,стар
728,alt[Lebewesen]::A,ақабада,стар
729,alt[Lebewesen]::A,Ажə,стар
730,jung::A,аҟата,млад
731,arm::A,ананамга,беден
732,reich::A,абеиа,богат
733,bekannt::A,адыр,познат
734,bekannt::A,адыр,известен
735,berühmt::A,адыр,почут
736,berühmt::A,адыр,известен
737,fremd::A,атəым,чужд
738,verschieden::A,Еиуа-еиҧшым,разен
739,verschieden::A,Еиуа-еиҧшым,различен
740,nah::A,ааигəа,близък
741,fern::A,ахара,далечен
742,linker::A,арма,ляв
743,rechter::A,арҕьа,прав
744,anderer::A,даҽа,друг
745,anderer::A,даҽакы,друг
746,erster::A,актәи,пръв
747,erster::A,актәи,първи
748,zweiter::A,аҩбатəи,втори
749,dritter::A,ахҕатәи,трети
750,letzter::A,аҵыхəтəантəи,последен
751,allein::ADV,мацара,само
