,Concept_ID,ru,mdf
115,Gipfel::N,вершина,пря
116,Höhle::N,пещера,у́нда
117,Abhang::N,склон,па́нда ша́ма
118,Quelle::N,источник,эшиня
119,Bach::N,ручей,шудерькс
120,Fluss::N,река,ляй
121,Ufer::N,берег,търва́
122,Küste::N,побережье,ляйтърва́
123,Festland::N,суша,мода
124,Meer::N,море,моря
125,Bucht::N,бухта,ведьуське
126,Insel::N,остров,цёнга
127,Blume::N,цветок,панчф
128,Gras::N,трава,тише
129,Wurzel::N,корень,юр
130,Wurzel::N,корень,ункс
131,Baum::N,дерево,шуфта
132,Stamm::N,ствол,ро́нга
133,Rinde::N,кора,кер
134,Ast::N,сук,морга
135,Zweig::N,ветвь,тарад
136,Blatt::N,лист,лопа
137,Birke::N,береза,ке́лу
138,Kiefer[Baum]::N,сосна,пиче
139,Weide[Baum]::N,ива,каль
140,Tanne::N,ель,куз
141,Horn::N,рог,сюра
142,Feder::N,перо,толга
143,Fell::N,шкура,кедь
144,Flügel::N,крыло,паця
145,Klaue::N,коготь,кенже
146,Kralle::N,лапа,кенже
147,Schwanz::N,хвост,пула
148,Ei::N,яйцо,ал
149,Nest::N,гнездо,пиза
150,Bau::N,нора,пиза
151,Tier::N,животное,жува́та
152,Herde::N,стадо,нал
153,Herde::N,стадо,стада
154,Kuh::N,корова,скал
155,Kuh::N,корова,тракс
156,Bulle::N,бык,бука
157,Pferd::N,лошадь,лишме
158,Schaf::N,овца,уча́
159,Schwein::N,свинья,тува
160,Hund::N,собака,пине
161,Katze::N,кошка,катоня
162,Katze::N,кошка,аваката
163,Bär::N,медведь,офта
164,Eichhörnchen::N,белка,ур
165,Elch::N,лось,ся́рда
166,Fuchs::N,лиса,келазь
167,Hase::N,заяц,ну́мол
168,Maus::N,мышь,шеер
169,Wolf::N,волк,върьгаз
170,Vogel::N,птица,нармонь
171,Schwarm::N,стая,ко́вол
172,Schwarm::N,стая,ме́швеле
173,Huhn::N,курица,сараз
174,Hahn::N,петух,а́тякш
175,Gans::N,гусь,маци
176,Adler::N,орел,куцькан
177,Ente::N,утка,яксярга
178,Eule::N,сова,ко́рож
179,Kranich::N,журавль,ка́рга
180,Krähe::N,ворона,ва́рси
181,Kuckuck::N,кукушка,ку́ку
182,Schwan::N,лебедь,ло́ксти
183,Fisch::N,рыба,кал
184,Barsch::N,окунь,о́кунь
185,Hecht::N,щука,щу́ка
186,Schlange[Tier]::N,змея,куй
187,Wurm::N,червяк,сукс
188,Spinne::N,паук,унжа́
189,Ameise::N,муравей,панжам
190,Laus::N,вошь,си
191,Mücke::N,комар,ся́ське
192,Fliege::N,муха,кару
193,Schmetterling::N,бабочка,ме́лав
194,Beere::N,ягода,и́мож
195,Apfel::N,яблоко,марь
196,Pilz::N,гриб,панга
197,Zwiebel::N,луковица,шурьхкя́
198,Saat::N,семя,видьмот
199,Korn::N,зерно,сёра
200,Heu::N,сено,тише
201,Schale::N,шелуха,кедь
202,Grube::N,яма,лотка
203,Falle::N,ловушка,туфкс
204,Falle::N,ловушка,кунда́ма
205,Schlinge::N,силок,килькш
206,Spur::N,след,пильгоки́
207,Asche::N,зола,кулу
208,Asche::N,пепел,кулу
209,Dreck::N,грязь,ърда́з
210,Eisen::N,железо,кшни
211,Gold::N,золото,ока
212,Gold::N,золото,золота
213,Silber::N,серебро,сия́
214,Kohle::N,уголь,седь
215,Kohle::N,уголь,седьвальмя
216,Glas::N,стекло,кля́нцек
217,Lehm::N,глина,сёвонь
218,Sand::N,песок,шува́р
219,Mensch::N,человек,ломань
220,Mann::N,мужчина,аля
221,Mann::N,мужчина,цёраломань
222,Frau::N,женщина,ава
223,Kind::N,ребенок,идь
224,Kind::N,ребенок,шаба
225,Junge::N,мальчик,цёраня
226,Mädchen::N,девочка,стирня́
227,Familie::N,семья,тнал
228,Familie::N,семья,семья
229,Großvater::N,дедушка,атя
230,Großvater::N,дедушка,щя́тя
231,Großmutter::N,бабушка,баба
232,Eltern::N,родители,тя́дят-а́лят
233,Vater::N,отец,аля
234,Mutter::N,мать,ава
235,Mutter::N,мать,тядя
236,Sohn::N,сын,цёра
237,Tochter::N,дочь,стирь
238,Bruder::N,брат,дуган
239,Bruder::N,брат,пяльне
240,Schwester::N,сестра,ака
241,Schwester::N,сестра,сазор
242,Onkel::N,дядя,оця
243,Onkel::N,дядя,патя
244,Onkel::N,дядя,щеня́
245,Tante::N,тетя,ака
246,Tante::N,тетя,щака
247,Ehemann::N,муж,мирде
248,Ehefrau::N,жена,ърьвя́
249,Freude::N,радость,ке́нярдема
250,Gelächter::N,смех,рахсема
251,Glück::N,счастье,паваз
252,Kummer::N,горе,ризф
253,Kummer::N,горе,пичефкс
254,Wunsch::N,желание,мяль
255,Wunsch::N,желание,таколдома
256,Lust::N,влечение,таколдома
257,Geist::N,дух,вайме
258,Gedanke::N,мысль,мяль
259,Gedächtnis::N,память,прявий
260,Verstand::N,ум,прявий
261,Sinn::N,смысл,ён
262,Grund::N,повод,туфта́л
263,Wahrheit::N,правда,ви́де
264,Wahrheit::N,правда,видеши́
265,Gespräch::N,беседа,корхтама
266,Märchen::N,сказка,ёфкс
267,Erzählung::N,рассказ,азкс
268,Nachricht::N,сообщение,куля́
269,Neuigkeit::N,новость,куля́
270,Name::N,имя,лем
271,Rätsel::N,загадка,со́дама ёфкс
272,Rede::N,речь,вал
273,Rede::N,речь,корхтама
274,Sprache::N,язык,кяль
275,Stimme::N,голос,вайгяль
276,Wort::N,слово,вал
277,Zeichen::N,знак,тя́ште
278,Zeichen::N,знак,тя́штькс
279,Ruf::N,зов,тердема
280,Lärm::N,шум,гайф
281,Lärm::N,шум,жалакодома
282,Laut::N,звук,вайгяль
283,Ton::N,звучание,вайгяль
284,Lied::N,песня,мора
285,Ruhe::N,покой,сетьме
286,Leute::N,люди,ломатть
287,Volk::N,народ,наро́д
288,Arbeit::N,работа,тев
289,Gast::N,гость,и́нжи
290,Gast::N,гость,ко́нак
291,Geschenk::N,подарок,казне
292,Spiel::N,игра,налхкома
293,Spiel::N,игра,налхксема
294,Gesellschaft::N,общество,кружок
295,Hilfe::N,помощь,лездома
296,Freund::N,друг,я́лга
297,Kamerad::N,приятель,я́лга
298,Angelegenheit::N,дело,тев
299,Anzahl::N,количество,лувкс
300,Art::N,вид,вид
301,Stück::N,кусок,пакш
302,Teil::N,часть,часть
303,Teil::N,часть,пялькс
304,Hälfte::N,половина,пяле
305,Kreis::N,круг,шаркс
306,Kreuz::N,крест,крёз
307,Linie::N,линия,межа
308,Linie::N,линия,китькс
309,Strich::N,черта,межа
310,Abstand::N,промежуток,ётка
311,Entfernung::N,расстояние,ётка
312,Gegend::N,местность,ва́ста
313,Gegend::N,местность,перьфпя́ль
314,Platz::N,пространство,ва́ста
315,Ort::N,место,ва́ста
316,Seite::N,сторона,пяле
317,Mitte::N,середина,кучка́
318,Gegenstand::N,предмет,веща
319,Sache::N,вещь,тев
320,Sache::N,вещь,веща
321,Rand::N,край,пе
322,Kante::N,ребро,и́рдез
323,Ecke::N,угол,ужа
324,Spitze::N,кончик,пря
325,Ende::N,конец,пе
326,Loch::N,дыра,варя
327,Winkel::N,угол,ужа
328,Muster::N,узор,сёрма
329,Größe::N,размер,серь
330,Länge::N,длина,кува́лма
331,Höhe::N,высота,серь
332,Gewicht::N,вес,сталма
333,Menge::N,количество,лувкс
334,Haufen::N,куча,мар
335,Reihe::N,ряд,ряд
336,Boot::N,лодка,венеж
337,Ruder::N,весло,миле
338,Schlitten::N,сани,ну́рда
339,Ski::N,лыжа,сокс
340,Lagerfeuer::N,костер,то́лмар
341,Last::N,тяжесть,канкс
342,Last::N,тяжесть,сталма
343,Gang::N,ход,молема
344,Schritt::N,шаг,аськолкс
345,Norden::N,север,якшама шире
346,Süden::N,юг,ля́мбе ши́ре
347,Westen::N,запад,ши валгома шире
348,Osten::N,восток,шинь стяма шире
349,Holz::N,древесина,вирь
350,Holz::N,древесина,шуфта
351,Brett::N,доска,лавця
352,Platte::N,плита,плита́
353,Stütze::N,подпорка,неже
354,Stange::N,жердь,олга
355,Stock::N,палка,байдек
356,Stab::N,шест,олгоня
357,Rohr::N,труба,турама
358,Haus::N,дом,куд
359,Heim::N,дом,куд
360,Ofen::N,печь,пянакуд
361,Fußboden::N,пол,кия́кс
362,Tisch::N,стол,шра
363,Tisch::N,стол,моркш
364,Stuhl::N,стул,стул
365,Wiege::N,колыбель,нюря́м
366,Bett::N,постель,ацам
367,Regal::N,полка,лавцяланга
368,Kiste::N,ящик,парга
369,Fenster::N,окно,валмья
370,Tür::N,дверь,кенкш
371,Tor::N,ворота,ортат
372,Zaun::N,забор,перяфкс
373,Dach::N,крыша,кудпря
374,Leiter::N,лестница,куцема
375,Besen::N,метла,тяльме
376,Spaten::N,лопата,ка́йме
377,Schaufel::N,совок,ко́поня
378,Schaufel::N,совок,ця́рдом
379,Gabel::N,вилка,ця́нгоня
380,Löffel::N,ложка,куцю
381,Messer::N,нож,пеель
382,Nagel::N,гвоздь,эска
383,Netz::N,сеть,
384,Haken::N,крюк,кя́чказ
385,Griff::N,ручка,недь
386,Griff::N,ручка,кунда́мка
387,Schloss::N,замок,замо́к
388,Bild::N,картина,карти́на
389,Figur::N,фигура,ронга-понда
390,Puppe::N,кукла,ня́ка
391,Beutel::N,мешок,кяскав
392,Bündel::N,связка,кярьме
393,Tasche::N,сумка,кошяльня
394,Eimer::N,ведро,ве́дарка
395,Deckel::N,крышка,тавадкс
396,Deckel::N,крышка,вельхкс
397,Geschirr::N,посуда,кядьге
398,Sack::N,мешок,кяскав
399,Tasse::N,чашка,ша́ваня
400,Topf::N,кастрюля,кавозь
401,Kessel::N,котел,сргавозь
402,Essen::N,еда,ярхцама
403,Nahrung::N,пища,ярхцампяль
404,Speise::N,блюдо,ярхцама
405,Speise::N,кушанье,ярхцама
406,Fleisch::N,мясо,пал
407,Fleisch::N,мясо,сиволь
408,Getreide::N,хлеб,сёра
409,Brei::N,каша,ям
410,Brot::N,хлеб,кши
411,Scheibe::N,ломоть,кочам
412,Fett::N,жир,куя́
413,Butter::N,масло,вай
414,Öl::N,масло,вай
415,Salz::N,соль,сал
416,Suppe::N,суп,шонгарям
417,Suppe::N,суп,коршампяль
418,Honig::N,мед,медь
419,Milch::N,молоко,лофца
420,Tee::N,чай,чай
421,Leder::N,кожа,кедь
422,Wolle::N,шерсть,пона
423,Stoff::N,ткань,котф
424,Nadel::N,игла,салмокс
425,Faden::N,нитка,сюре
426,Knopf::N,пуговица,пуня
427,Knoten::N,узел,сюлма
428,Farbe::N,краска,архтомбяль
429,Kleidung::N,одежда,щам
430,Hemd::N,рубашка,па́нар
431,Kragen::N,воротник,сиве
432,Ärmel::N,рукав,ожа
433,Hose::N,брюки,понкст
434,Gürtel::N,пояс,каркс
435,Mütze::N,шапка,вазь
436,Schuh::N,ботинок,башма́к
437,Stiefel::N,сапог,кя́ме
438,Ring::N,кольцо,суркс
439,Band::N,лента,керькс
440,Band::N,лента,лента
441,Kamm::N,расческа,сюрьхцем
442,Spiegel::N,зеркало,ванома
443,Riemen::N,ремень,шнань каркс
444,Schnur::N,веревка,пикс
445,Schnur::N,веревка,карькскя
446,Leine::N,поводок,вядьме
447,Decke::N,одеяло,вельхкс
448,Kissen::N,подушка,тоду
449,Tuch::N,платок,руця́
450,Handtuch::N,полотенце,на́рдама
451,Kraft::N,сила,вий
452,Stärke::N,крепость,вииши
453,Gesundheit::N,здоровье,шумбраши́
454,Krankheit::N,болезнь,урма́
455,Krankheit::N,болезнь,сярядема
456,Schmerz::N,боль,маряма
457,Wunde::N,рана,керф
458,Fieber::N,лихорадка,маштыкс
459,Fieber::N,температура,маштыкс
460,Arznei::N,лекарство,надо́бья
461,Arznei::N,лекарство,пъчка́фтома
462,Brücke::N,мост,седь
463,Brunnen::N,колодец,эши
464,Weide::N,пастбище,ванома васта
465,Pfad::N,тропа,ян
466,Pfad::N,тропа,киня́
467,Weg::N,путь,ки
468,Weg::N,дорога,ки
469,Straße::N,улица,ки
470,Straße::N,дорога,ки
471,Dorf::N,деревня,веле
472,Stadt::N,город,ош
473,Brief::N,письмо,сёрма
474,Buch::N,книга,книга
475,Buchstabe::N,буква,бу́ква
476,Zeitung::N,газета,газе́та
477,Leben::N,жизнь,эряф
478,Leben::N,жизнь,эряма
479,Tod::N,смерть,кулома́
480,Grab::N,могила,калма
481,Kirche::N,церковь,це́рькав
482,Sünde::N,грех,пежеть
483,Sünde::N,грех,муворкс
484,Gott::N,бог,шкай
485,Arbeiter::N,рабочий,трудендай
486,Arbeiter::N,рабочий,работник
487,Chef::N,начальник,азор
488,Chef::N,начальник,оцюня
489,Meister::N,мастер,мастяр
490,Arzt::N,врач,врач
491,Arzt::N,врач,доктор
492,Lehrer::N,учитель,учи́тель
493,Geld::N,деньги,ярмакт
494,Geschäft::N,занятие,ладяфкс
495,Geschäft::N,занятие,ладяф тев
496,Laden::N,магазин,ла́вка
497,Preis::N,цена,питне
498,Ware::N,товар,миф
499,Ware::N,товар,ра́маф
500,Nutzen::N,выгода,пара
501,Nutzen::N,выгода,лезкс
502,Reichtum::N,богатство,ко́зяши
503,Welt::N,мир,свет
504,Land::N,страна,мастор
505,Staat::N,государство,государства
506,König::N,король,король
507,Macht::N,власть,азорондама
508,Macht::N,власть,азорксши
509,Grenze::N,граница,ёткаян
510,Krieg::N,война,война́
511,Feind::N,враг,душман
512,Feind::N,враг,каршек тюри
513,Gewalt::N,насилие,наругама
514,Kampf::N,борьба,тюрема́
515,Bogen[Waffe]::N,лук,нал
516,Pfeil::N,стрела,нал
517,Gewehr::N,ружье,винто́вка
518,Fehler::N,ошибка,эльбядькс
519,Lüge::N,ложь,васькафнема
520,Schaden::N,вред,зия́н
521,Unglück::N,беда,зия́н
522,Schuld::N,вина,муворши
523,Alter::N,возраст,эряф кизот
524,Alter::N,возраст,эряфонь пинге
525,Schluss::N,окончание,пе
526,Zeit::N,время,пинге
527,Tag::N,день,ши
528,Morgen::N,утро,шобдава
529,Mittag::N,полдень,шикучка
530,Abend::N,вечер,иля́дь
531,Nacht::N,ночь,ве
532,Woche::N,неделя,недя́ля
533,Monat::N,месяц,ков
534,Jahr::N,год,киза
535,Frühling::N,весна,тунда́
536,Sommer::N,лето,киза
537,Herbst::N,осень,сёксе
538,Winter::N,зима,тяла
539,Januar::N,январь,кельмеков
540,Februar::N,февраль,уфайков
541,März::N,март,марайков
542,April::N,апрель,шудиков
543,Mai::N,май,панжиков
544,Juni::N,июнь,лямбеков
545,Juli::N,июль,псиков
546,August::N,август,сёроньков
547,September::N,сентябрь,тюжягов
548,Oktober::N,октябрь,кельмазаков
549,November::N,ноябрь,эйндамков
550,Dezember::N,декабрь,кучкаков
551,Montag::N,понедельник,одговши
552,Dienstag::N,вторник,ша́вши
553,Mittwoch::N,среда,вержи
554,Donnerstag::N,четверг,шува́ланя
555,Freitag::N,пятница,пя́денця
556,Samstag::N,суббота,ёткши
557,Sonntag::N,воскресенье,таргоши
558,groß::A,большой,оцю
559,klein::A,маленький,ёмла
560,lang::A,длинный,кува́ка
561,kurz::A,короткий,нюрьхкя́ня
562,breit::A,широкий,кели
563,schmal::A,узкий,тяйня
564,dicht::A,густой,сиде
565,dicht::A,густой,туста
566,dick[Gegenstand]::A,толстый,эчке
567,dünn::A,тонкий,шува́ня
568,fein::A,тонкий,шува́ня
569,fest::A,крепкий,кеме
570,flach::A,плоский,лапш
571,glatt::A,гладкий,вадяв
572,glatt::A,гладкий,такор
573,hart::A,твердый,калгода
574,weich::A,мягкий,ляпе
575,rund::A,круглый,кру́глай
576,spitz::A,остроконечный,ботаз
577,spitz::A,остроконечный,оржа
578,scharf::A,острый,оржа
579,stumpf::A,тупой,ношка
580,schwer::A,тяжелый,стака
581,schön::A,красивый,мазы
582,heiß::A,жаркий,пси
583,warm::A,теплый,лямбе
584,kalt::A,холодный,кельме
585,kühl::A,прохладный,эше
586,frisch::A,свежий,свежай
587,feucht::A,влажный,летьке
588,nass::A,мокрый,начка
589,trocken::A,сухой,коське
590,voll::A,полный,пяшксе
591,voll::A,наполненный,пяшксе
592,leer::A,пустой,шава
593,offen::A,открытый,панжада
594,offen::A,открытый,виде
595,geschlossen::A,закрытый,пякстаф
596,geschlossen::A,закрытый,сёлгф
597,sauber::A,чистый,ару
598,schmutzig::A,грязный,рда́зу
599,schmutzig::A,грязный,пя́ндра
600,roh::A,сырой,верок
601,reif::A,зрелый,ке́нерьф
602,lecker::A,вкусный,танцти
603,süß::A,сладкий,ламбама
604,bitter::A,горький,сяпи
605,sauer::A,кислый,шапама
606,hell::A,светлый,валда
607,dunkel::A,темный,шобда
608,schwarz::A,черный,равжа
609,weiß::A,белый,акша
610,rot::A,красный,якстерь
611,gelb::A,желтый,тюжя́
612,blau::A,синий,сенем
613,grün::A,зеленый,пиже
614,grün::A,зеленый,сянгяря
615,grau::A,серый,уле
616,bunt::A,пестрый,сёрмав
617,billig::A,дешевый,у́цез
618,billig::A,дешевый,аф пи́тни
619,teuer::A,дорогой,пи́тни
620,wertvoll::A,ценный,питни
621,blind::A,слепой,сокор
622,taub::A,глухой,пярав
623,kräftig::A,могучий,пяк вии
624,stark::A,сильный,вии
625,schwach::A,слабый,лафча
626,fett::A,жирный,куя́
627,schlank::A,стройный,виде ронга
628,hübsch::A,прелестный,мазы
629,böse::A,злой,кяжи
630,dumm::A,глупый,аф ёню
631,dumm::A,глупый,шава пря
632,faul::A,ленивый,нола
633,fleißig::A,прилежный,ку́лхцонды
634,geizig::A,жадный,кирьжя
635,geizig::A,жадный,жаднай
636,klug::A,умный,ёню
637,klug::A,умный,пря́ви
638,geschickt::A,искусный,маштозь тиф
639,lieb::A,милый,цебярь
640,lustig::A,веселый,ра́хси
641,sanft::A,нежный,сетьме
642,hungrig::A,голодный,вача
643,hungrig::A,голодный,вачеда
644,krank::A,больной,сяряди
645,nackt::A,голый,штада
646,nackt::A,голый,кърхтапа
647,traurig::A,грустный,ла́жнай
648,lebendig::A,живой,эряй
649,gut::A,хороший,пара
650,gut::A,хороший,цебярь
651,schlecht::A,плохой,кальдяв
652,richtig::A,правильный,виде
653,schlimm::A,отвратительный,кальдяв
654,schlimm::A,мерзкий,кальдяв
655,wahr::A,настоящий,афкуксонь
656,alt::A,старый,ташта
657,neu::A,новый,од
658,ehemalig::A,бывший,и́нгольдень
659,alt[Lebewesen]::A,пожилой,сире
660,jung::A,молодой,од
661,arm::A,бедный,а́шу
662,reich::A,богатый,козя
663,bekannt::A,знакомый,содаф
664,berühmt::A,знаменитый,содавикс
665,fremd::A,чужой,лия
666,fremd::A,чужой,аф содаф
667,verschieden::A,разный,аф фкя ла́цонь
668,nah::A,близкий,мала
669,nah::A,близкий,аф ичкоздень
670,fern::A,далекий,и́чкоздень
671,fern::A,далекий,куна́рдонь
672,linker::A,левый,кержи
673,rechter::A,правый,види
674,anderer::A,другой,лия
675,erster::A,первый,васенце
676,zweiter::A,второй,омбоце
677,dritter::A,третий,колмоце
678,letzter::A,последний,ме́кольце
679,allein::ADV,один,ськамонза
680,auf einmal::ADV,сразу,вихцок
681,zusammen::ADV,вместе,марс
682,zusammen::ADV,вместе,ма́рса
683,lange::ADV,долго,кува́тьс
684,plötzlich::ADV,вдруг,а́пак учт
685,sofort::ADV,тотчас,тяникиге
686,später::ADV,позже,ме́ле
687,jetzt::ADV,сейчас,тяни
688,heute::ADV,сегодня,тячи
689,morgen::ADV,завтра,ва́нды
690,bald::ADV,скоро,курок
691,dann::ADV,потом,меле
692,dann::ADV,потом,сяда меле
693,gestern::ADV,вчера,ися́к
694,einst::ADV,однажды,весть
695,einst::ADV,однажды,мзя́рда-бди
696,damals::ADV,тогда,эста
697,danach::ADV,затем,меле
698,vorher::ADV,раньше,инголи
699,zuerst::ADV,сперва,ва́сенда
700,einmal::ADV,раз,весть
701,manchmal::ADV,иногда,лия́ста
702,manchmal::ADV,иногда,ко́ста-ко́ста
703,oft::ADV,часто,си́деста
704,immer::ADV,всегда,фалу
705,immer::ADV,всегда,най
706,niemals::ADV,никогда,аф мзя́рдонга
707,hier::ADV,здесь,тяса
708,hierhin::ADV,сюда,сей
709,hierhin::ADV,сюда,тяза
710,von hier::ADV,отсюда,тя́ста
711,dort::ADV,там,тоса
712,dorthin::ADV,туда,тов
713,dorthin::ADV,туда,тоза
714,geradeaus::ADV,прямо,ви́деста
715,vorwärts::ADV,вперед,и́нголи
716,rückwärts::ADV,назад,ме́ки
717,zurück::ADV,обратно,ме́ки
718,unten::ADV,внизу,ала
719,hinab::ADV,вниз,алу
720,oben::ADV,наверху,вяре
721,hinauf::ADV,вверх,вяри
722,überall::ADV,везде,се́мбе ва́стова
723,nicht::ADV,не,аф
724,ein wenig::ADV,немного,аф лама
725,kaum::ADV,едва,а́ньцек
726,sehr::ADV,очень,пяк
727,so::ADV,так,ста́не
728,noch::ADV,еще,нинге
729,nur::ADV,только,аньцек
730,schon::ADV,уже,ни
731,wieder::ADV,опять,та́га
732,vergebens::ADV,напрасно,стак
733,vor::PRP,перед,инголе
734,hinter::PRP,за,фтала
735,hinter::PRP,за,мельге
736,hinter::PRP,позади,фтала
737,hinter::PRP,позади,мельге
738,unter::PRP,под,ала
739,durch::PRP,сквозь,пачк
740,neben::PRP,возле,ваксса
741,zwischen::PRP,между,ёткса
742,wegen::PRP,из-за,сюнеда
743,dies::PRN,это,тя
744,das::PRN,то,ся
745,das::PRN,то,тона
746,alles::PRN,все,сембе
747,ich::PRN,я,мон
748,du::PRN,ты,тон
749,er::PRN,он,сон
750,wir::PRN,мы,минь
751,ihr::PRN,вы,тинь
752,sie::PRN,они,синь
753,was::FPRN,что,мезе
754,wer::FPRN,кто,кие
755,wo::FADV,где,коса
756,wohin::FADV,куда,ков
757,wohin::FADV,куда,коза
758,wie::FADV,как,ко́да
759,warum::FADV,почему,мес
760,wieviel::FNUM,сколько,мзя́ра
761,eins::NUM,один,фкя
762,zwei::NUM,два,кафта
763,drei::NUM,три,колма
764,vier::NUM,четыре,ниле
765,fünf::NUM,пять,вете
766,sechs::NUM,шесть,кота
767,sieben::NUM,семь,сисем
768,acht::NUM,восемь,кафкса
769,neun::NUM,девять,ве́йхкса
770,zehn::NUM,десять,кемонь
771,elf::NUM,одиннадцать,кефкие
772,zwölf::NUM,двенадцать,кемгафтува
773,zwanzig::NUM,двадцать,комсь
774,dreißig::NUM,тридцать,колмогемонь
775,vierzig::NUM,сорок,нильге́монь
776,fünfzig::NUM,пятьдесят,ве́дьгемонь
777,sechzig::NUM,шестьдесят,ко́дгемонь
778,siebzig::NUM,семьдесят,сизьге́монь
779,achtzig::NUM,восемьдесят,ка́фксогемонь
780,neunzig::NUM,девяносто,ве́йхксогемонь
781,hundert::NUM,сто,сяда
782,tausend::NUM,тысяча,тёжянь
783,und::CNJ,и,и
784,und::CNJ,и,дъ
785,oder::CNJ,или,или
786,oder::CNJ,или,али
787,oder::CNJ,либо,или
788,oder::CNJ,либо,али
789,stehen::V,стоять,а́щемс стя́да
790,sitzen::V,сидеть,ащемс озада
791,liegen::V,лежать,ма́дозь а́щемс
792,hängen::V,висеть,нюрьгомс
793,werden::V,стать,арамс
794,werden::V,стать,тиевомс
795,passieren::V,случиться,лисэмс
796,passieren::V,случиться,эвондамс
797,beginnen::V,начаться,ушедомс
798,enden::V,кончиться,лоткамс
799,wechseln::V,меняться,по́лафнемс
800,aufgehen[Sonne]::V,взойти,стямс
801,aufgehen[Sonne]::V,взойти,лисемс
802,untergehen[Sonne]::V,зайти,валгомс
803,scheinen[Sonne]::V,светить,ва́лдоптомс
804,donnern::V,греметь,торамс
805,wehen::V,дуть,уфа́мс
806,strömen::V,литься,шудемс
807,fließen::V,течь,шудемс
808,sich drehen::V,вращаться,шаромс
809,schwanken::V,колебаться,якамс
810,schwingen::V,качаться,люксемс
