,Concept_ID,ta,en
611,oft::ADV,அடிக்கடி,often
612,immer::ADV,எப்பொழுதும்,always
613,niemals::ADV,ஒருபோதும் இல்லை,never
614,hier::ADV,இங்கே,here
615,hierhin::ADV,இவ்விடத்திற்கு,hither
616,hierhin::ADV,இவ்விடத்திற்கு,to here
617,hierhin::ADV,இவ்விடத்திற்கு,here
618,von hier::ADV,இனி,hence
619,dort::ADV,அங்கே,there
620,dorthin::ADV,அவ்விடத்திற்கு,thither
621,dorthin::ADV,அவ்விடத்திற்கு,there
622,dorthin::ADV,அவ்விடத்திற்கு,to there
623,geradeaus::ADV,முன்னாலிருக்கும்,ahead
624,vorwärts::ADV,முன்புறமாக,forward
625,rückwärts::ADV,பின்னோக்கி,backward
626,zurück::ADV,பின்பக்கம்,back
627,unten::ADV,கீழாக,below
628,hinab::ADV,கீழ் நோக்கி,down
629,oben::ADV,மேலே,above
630,hinauf::ADV,மேலே,up
631,überall::ADV,எல்லா இடத்திலும்,everywhere
632,nicht::ADV,இல்லை,not
633,ein wenig::ADV,கொஞ்சம்,a little
634,kaum::ADV,அரிதாக,hardly
635,sehr::ADV,மிக்க,very
636,so::ADV,மிகவும்,so
637,noch::ADV,இப்பொழுதும்,still
638,nur::ADV,மட்டும்,only
639,schon::ADV,ஏற்கனவே,already
640,wieder::ADV,மறுபடியும்,again
641,vergebens::ADV,வீண்,in vain
642,vor::PRP,முன்,in front of
643,hinter::PRP,பின்பக்கம்,behind
644,unter::PRP,கீழே,under
645,durch::PRP,ஊடே,through
646,neben::PRP,அடுத்து,next to
647,zwischen::PRP,இடையில்,between
648,wegen::PRP,ஏனெனில்,because of
649,dies::PRN,இது,this
650,das::PRN,அது,that
651,alles::PRN,ஒவ்வொன்றும்,everything
652,ich::PRN,நான்,I
653,du::PRN,நீ,you
654,du::PRN,நீ,thou
655,er::PRN,அவன்,he
656,wir::PRN,நாம்,we
657,wir::PRN,நாங்கள்,we
658,ihr::PRN,நீங்கள்,you
659,sie::PRN,அவர்கள்,they
660,was::FPRN,என்ன,what
661,wer::FPRN,யார்,who
662,wo::FADV,எங்கே,where
663,wohin::FADV,எதற்கு,where ... to
664,wohin::FADV,எதற்கு,where to
665,wohin::FADV,எதற்கு,where
666,wie::FADV,எப்படி,how
667,warum::FADV,ஏன்,why
668,wieviel::FNUM,எவ்வளவு,how much
669,eins::NUM,ஒன்று,one
670,zwei::NUM,இரண்டு,two
671,drei::NUM,மூன்று,three
672,vier::NUM,நான்கு,four
673,fünf::NUM,ஐந்து,five
674,sechs::NUM,ஆறு,six
675,sieben::NUM,ஏழு,seven
676,acht::NUM,எட்டு,eight
677,neun::NUM,ஒன்பது,nine
678,zehn::NUM,பத்து,ten
679,elf::NUM,பதினொன்று,eleven
680,zwölf::NUM,பன்னிரண்டு,twelve
681,zwanzig::NUM,இருபது,twenty
682,dreißig::NUM,முப்பது,thirty
683,vierzig::NUM,நாற்பது,forty
684,fünfzig::NUM,ஐமபது,fifty
685,sechzig::NUM,அறுபது,sixty
686,siebzig::NUM,எழுபது,seventy
687,achtzig::NUM,எண்பது,eighty
688,neunzig::NUM,தொன்னூறு,ninety
689,hundert::NUM,நூறு,a hundred
690,tausend::NUM,ஆயிரம்,a thousand
691,und::CNJ,மற்றும்,and
692,oder::CNJ,அல்லது,or
693,stehen::V,நில்,stand
694,sitzen::V,உட்கார்,sit
695,liegen::V,படு,lie
696,hängen::V,தொங்கச் செய்,hang
697,werden::V,ஆகு,become
698,passieren::V,நிகழ்,happen
699,beginnen::V,ஆரம்பி,begin
700,enden::V,முடி,end
701,wechseln::V,மாற்று,change
702,aufgehen[Sonne]::V,உயர எழு,rise
703,untergehen[Sonne]::V,பொறுத்து,set
704,scheinen[Sonne]::V,பிரகாசி,shine
705,donnern::V,இடி,thunder
706,wehen::V,வீசு,blow
707,strömen::V,பாயதல்,stream
708,fließen::V,நீரோட்டம் போக்கில் போ,flow
709,sich drehen::V,சுழல்,revolve
710,schwanken::V,தள்ளாடு,sway
711,schwingen::V,ஆடு,swing
712,fallen::V,விழு,fall
713,brennen::V,எரி,burn
714,rauchen::V,பகை பிடி,smoke
715,regnen::V,மழை பெய்,rain
716,gefrieren::V,உறைந்துவிடு,freeze
717,tauen::V,உருகு,thaw
718,schmelzen::V,உருகு,melt
719,trocknen::V,உலர்த்து,dry
720,sieden::V,கொதிக்க வை,boil
721,faulen::V,அழுகச் செய்,rot
722,verfaulen::V,அழுகச் செய்,decay
