,Concept_ID,lt,hy
71,Stern::N,žvaigždė,աստղ
72,Luft::N,oras,օդ
73,Wind::N,vėjas,քամի
74,Welle::N,banga,ալիք
75,Welle::N,vilnis,ալիք
76,Wasser::N,vanduo,ջուր
77,Stein::N,akmuo,քար
78,Boden::N,žemė,գետին
79,Boden::N,dugnas,գետին
80,Erde::N,žemė,հող
81,Staub::N,dulkės,փոշի
82,Rauch::N,dūmai,ծուխ
83,Funke::N,kibirkštis,կայծ
84,Feuer::N,ugnis,կրակ
85,Feuer::N,ugnis,հրդեհ
86,Licht::N,šviesa,լույս
87,Schatten::N,paūksmė,ստվեր
88,Wetter::N,oras,եղանակ
89,Nebel::N,migla,մեգ
90,Nebel::N,migla,մառախուղ
91,Nebel::N,rūkas,մեգ
92,Nebel::N,rūkas,մառախուղ
93,Wolke::N,debesis,ամպ
94,Regen::N,lietus,անձրև
95,Schnee::N,sniegas,ձյուն
96,Eis::N,ledas,սառույց
97,Frost::N,šalna,սառնամանիք
98,Kälte::N,šaltis,դող
99,Hitze::N,karštis,շոգ
100,Raureif::N,šerkšnas,ցօղեղեամ
101,Regenbogen::N,vaivorykštė,ծիածան
102,Donner::N,perkūnas,որոտ
103,Donner::N,griaustinis,որոտ
104,Strömung::N,tėkmė,հոսանք
105,Tropfen::N,lašas,կաթիլ
106,Schaum::N,putos,փրփուր
107,Schmutz::N,purvas,կեղտ
108,See::N,ežeras,լիճ
109,Sumpf::N,klampynė,ճահիճ
110,Sumpf::N,liūnas,ճահիճ
111,Moor::N,pelkė,ճահիճ
112,Wiese::N,pieva,մարգագետին
113,Wald::N,miškas,անտառ
114,Hügel::N,kalva,բլուր
115,Anhöhe::N,kauburys,բարձունք
116,Berg::N,kalnas,լեռ
117,Gipfel::N,viršūnė,գագաթ
118,Gipfel::N,viršūnė,կատար
119,Höhle::N,ola,քարայր
120,Abhang::N,šlaitas,լանջ
121,Abhang::N,šlaitas,զառիվայր
122,Abhang::N,nuokalnė,լանջ
123,Abhang::N,nuokalnė,զառիվայր
124,Quelle::N,versmė,աղբյուր
125,Quelle::N,šaltinis,աղբյուր
126,Bach::N,upelis,վտակ
127,Fluss::N,upė,գետ
128,Ufer::N,krantas,ծովափ
129,Küste::N,pajūris,ափ
130,Küste::N,pajūris,ծովափ
131,Festland::N,sausuma,ցամաք
132,Meer::N,jūra,ծով
133,Bucht::N,įlanka,հաչիւն
134,Bucht::N,užutekis,հաչիւն
135,Insel::N,sala,վղզի
136,Blume::N,gėlė,ծաղիկ
137,Gras::N,žolė,խոտ
138,Wurzel::N,šaknis,արմատ
139,Baum::N,medis,ծառ
140,Stamm::N,kamienas,իրան
141,Rinde::N,žievė,կեղեւ
142,Rinde::N,žievė,հաչոց
143,Ast::N,šaka,ճյուղ
144,Zweig::N,šakelė,ճյուղ
145,Blatt::N,lapas,տերեւ
146,Birke::N,beržas,ցարասի
147,Kiefer[Baum]::N,pušis,սոճի
148,Weide[Baum]::N,karklas,ուռենի
149,Tanne::N,eglė,եղեւին
150,Tanne::N,kėnis,եղեւին
151,Horn::N,ragas,
152,Feder::N,plunksna,փետուր
153,Fell::N,kailis,մորթի
154,Flügel::N,sparnas,թեւ
155,Klaue::N,kanopa,չանչ
156,Kralle::N,nagas,ճանկ
157,Schwanz::N,uodega,պոչ
158,Ei::N,kiaušinis,ձու
159,Nest::N,gūžta,բույն
160,Nest::N,lizdas,բույն
161,Bau::N,ola,որջ
162,Bau::N,ola,բայոց
163,Tier::N,gyvūnas,կենդանի
164,Herde::N,banda,հոտ
165,Herde::N,kaimenė,հոտ
166,Kuh::N,karvė,կով
167,Bulle::N,bulius,ցուլ
168,Pferd::N,arklys,ձի
169,Schaf::N,avis,ոչխար
170,Schwein::N,kiaulė,խոզ
171,Hund::N,šuo,շուն
172,Katze::N,katė,կատու
173,Bär::N,lokys,արջ
174,Eichhörnchen::N,voveraitė,սկյուռ
175,Elch::N,briedis,հիւսիսային եղջերու
176,Fuchs::N,lapė,աղվես
177,Hase::N,kiškas,նապաստակ
178,Maus::N,pelė,մուկ
179,Wolf::N,vilkas,գայլ
180,Vogel::N,paukštis,թռչուն
181,Schwarm::N,spiečius,երամ
182,Huhn::N,višta,հավ
183,Hahn::N,gaidys,աքաղաղ
184,Gans::N,žąsis,սագ
185,Adler::N,erelis,արծիվ
186,Ente::N,antis,բադ
187,Eule::N,pelėda,բու
188,Kranich::N,gervė,կռունկ
189,Krähe::N,varna,ագռավ
190,Kuckuck::N,gegužė,կուկու
191,Schwan::N,gulbė,կարապ
192,Fisch::N,žuvis,ձուկ
193,Barsch::N,ešerys,պերկես
194,Hecht::N,lydeka,գայլաձուկ
195,Schlange[Tier]::N,gyvatė,օձ
196,Wurm::N,kirmėlė,որդ
197,Wurm::N,kirmėlė,ճիճու
198,Spinne::N,voras,սարդ
199,Ameise::N,skruzdė,միջյուն
200,Laus::N,utėlė,ոջիլ
201,Mücke::N,uodas,մժղուկ
202,Fliege::N,musė,ճանճ
203,Schmetterling::N,drugys,թիթեռ
204,Schmetterling::N,peteliškė,թիթեռ
205,Beere::N,uoga,հատապտուղ
206,Apfel::N,obuolys,խնձոր
207,Pilz::N,grybas,սունկ
208,Zwiebel::N,svogūnas,սոխ
209,Saat::N,sėkla,սերմ
210,Korn::N,grūdai,հատիկ
211,Heu::N,šienas,խոտ
212,Schale::N,žievelė,կեղեւ
213,Grube::N,duobė,փոս
214,Falle::N,pinklės,ծուղակ
215,Falle::N,žabangai,ծուղակ
216,Schlinge::N,kilpa,խեղդան
217,Spur::N,vėžė,հետք
218,Spur::N,pėdos,հետք
219,Spur::N,pėdsakas,հետք
220,Asche::N,pelenai,մոխիր
221,Dreck::N,purvas,աղտ
222,Eisen::N,geležis,երկաթ
223,Gold::N,auksas,ոսկի
224,Silber::N,sidabras,արծաթ
225,Kohle::N,anglis,քարածուխ
226,Glas::N,stiklas,ապակի
227,Lehm::N,molis,կավ
228,Sand::N,smėlis,ավազ
229,Mensch::N,žmogus,մարդ
230,Mann::N,vyras,մարդ
231,Mann::N,vyras,տղամարդ
232,Mann::N,vyriškis,մարդ
233,Mann::N,vyriškis,տղամարդ
234,Frau::N,moteris,կին
235,Kind::N,vaikas,զավակ
236,Junge::N,vaikinas,տղա
237,Junge::N,berniukas,տղա
238,Mädchen::N,mergytė,աղջիկ
239,Mädchen::N,mergaitė,աղջիկ
240,Familie::N,šeima,ընտանիք
241,Großvater::N,senelis,պապ
242,Großmutter::N,senelė,տատ
243,Eltern::N,tėvai,ծնողներ
244,Vater::N,tėvas,հայր
245,Mutter::N,motina,մայր
246,Sohn::N,sūnus,որդի
247,Tochter::N,duktė,աղջիկ
248,Tochter::N,duktė,դուստր
249,Bruder::N,brolis,եղբայր
250,Schwester::N,sesuo,քույր
251,Onkel::N,dėdė,քեռի
252,Onkel::N,dėdė,հորեղբայր
253,Tante::N,teta,մորաքույր
254,Ehemann::N,vyras,մարդ
255,Ehemann::N,vyras,ամուսին
256,Ehefrau::N,žmona,կին ամուսին
257,Freude::N,džiaugsmas,ուրախություն
258,Gelächter::N,juokas,ծիծաղ
259,Glück::N,laimė,երջանկություն
260,Kummer::N,vargas,վիշտ
261,Kummer::N,rūpestis,վիշտ
262,Wunsch::N,troškimas,ցանկություն
263,Wunsch::N,pageidavimas,ցանկություն
264,Lust::N,noras,փափագ
265,Lust::N,noras,իղձ
266,Lust::N,geidulys,փափագ
267,Lust::N,geidulys,իղձ
268,Geist::N,dvasia,ոգի
269,Gedanke::N,mintis,միտք
270,Gedächtnis::N,atmintis,հիշողություն
271,Verstand::N,protas,խելք
272,Sinn::N,prasmė,իմաստ
273,Grund::N,priežastis,պատճառ
274,Wahrheit::N,tiesa,ճշմարտություն
275,Wahrheit::N,teisybė,ճշմարտություն
276,Gespräch::N,pokalbis,զրույց
277,Märchen::N,pasaka,պայիկի պատմություն
278,Erzählung::N,apsakymas,պատմվածք
279,Erzählung::N,apsakymas,պատմություն
280,Erzählung::N,pasakojimas,պատմվածք
281,Erzählung::N,pasakojimas,պատմություն
282,Nachricht::N,žinia,հաղորդագրություն
283,Neuigkeit::N,naujiena,լուր
284,Neuigkeit::N,naujiena,նորություն
285,Name::N,vardas,անուն
286,Rätsel::N,mįslė,բարդ խնդիր
287,Rede::N,kalba,ճառ
288,Rede::N,kalba,ելույթ
289,Sprache::N,kalba,լեզու
290,Stimme::N,balsas,ձայն
291,Wort::N,žodis,բառ
292,Zeichen::N,žymė,նշան
293,Zeichen::N,ženklas,նշան
294,Ruf::N,šauksmas,կոչ
295,Ruf::N,šauksmas,կանչ
296,Lärm::N,triukšmas,աղմուկ
297,Laut::N,garsas,հնչյուն
298,Laut::N,garsas,ձայն
299,Ton::N,tonas,տոն
300,Ton::N,garsas,տոն
301,Lied::N,daina,երգ
302,Lied::N,giesmė,երգ
303,Ruhe::N,ramybė,անդորրություն
304,Ruhe::N,ramumas,անդորրություն
305,Leute::N,žmonės,մարդիկ
306,Volk::N,tauta,ազգ
307,Arbeit::N,darbas,գործ
308,Arbeit::N,darbas,աշխատանք
309,Arbeit::N,triūsas,գործ
310,Arbeit::N,triūsas,աշխատանք
311,Gast::N,svečias,հյուր
312,Geschenk::N,dovana,նվեր
313,Spiel::N,žaismas,խաղ
314,Spiel::N,žaidimas,խաղ
315,Gesellschaft::N,draugija,ընկերություն
316,Gesellschaft::N,kompanija,ընկերություն
317,Hilfe::N,pagalba,օգնությթուն
318,Freund::N,draugas,ընկեր
319,Freund::N,draugas,բարեկամ
320,Freund::N,bičiulis,ընկեր
321,Freund::N,bičiulis,բարեկամ
322,Kamerad::N,draugas,ուղեկից
323,Angelegenheit::N,dalykas,բան
324,Angelegenheit::N,dalykas,գործ
325,Angelegenheit::N,reikalas,բան
326,Angelegenheit::N,reikalas,գործ
327,Anzahl::N,kiekis,քանակ
328,Anzahl::N,kiekis,գումար
329,Anzahl::N,skaičius,քանակ
330,Anzahl::N,skaičius,գումար
331,Art::N,rūšis,տեսակ
332,Stück::N,gabalas,կտոր
333,Teil::N,dalis,մաս
334,Hälfte::N,pusė,կես
335,Kreis::N,ratas,շիջանակ
336,Kreis::N,apskritis,շիջանակ
337,Kreis::N,apskritimas,շիջանակ
338,Kreuz::N,kryžius,խաչ
339,Linie::N,linija,գիծ
340,Strich::N,brėžis,գիծ
341,Strich::N,brūkšnys,գիծ
342,Abstand::N,atstumas,անջրպետ
343,Entfernung::N,atstumas,հեռավորություն
344,Gegend::N,vietovė,շրջան
345,Platz::N,vieta,տարածություն
346,Ort::N,vieta,տեղ
347,Ort::N,vieta,վայր
348,Ort::N,vietovė,տեղ
349,Ort::N,vietovė,վայր
350,Seite::N,pusė,կողմ
351,Seite::N,šonas,կողմ
352,Mitte::N,vidurys,մեջտեղ
353,Gegenstand::N,dalykas,առարկա
354,Sache::N,daiktas,բան
355,Rand::N,kraštas,վերջք
356,Rand::N,pakraštys,վերջք
357,Kante::N,kraštas,եզր
358,Ecke::N,kertė,անկյուն
359,Ecke::N,kampas,անկյուն
360,Spitze::N,priekis,ծայր
361,Spitze::N,priešakys,ծայր
362,Ende::N,galas,ծայր
363,Loch::N,skylė,անցք
364,Winkel::N,kampas,անկյուն
365,Winkel::N,kampelis,անկյուն
366,Muster::N,raštas,օրինակ
367,Größe::N,dydis,մեծություն
368,Größe::N,didumas,մեծություն
369,Länge::N,ilgis,երկարություն
370,Länge::N,ilgumas,երկարություն
371,Höhe::N,aukštis,բարձրություն
372,Höhe::N,aukštuma,բարձրություն
373,Gewicht::N,svoris,կշիռ
374,Gewicht::N,svarstis,կշիռ
375,Menge::N,kiekis,քանակ
376,Menge::N,daugybė,քանակ
377,Haufen::N,krūva,դեզ
378,Haufen::N,krūva,կույտ
379,Haufen::N,šūsnis,դեզ
380,Haufen::N,šūsnis,կույտ
381,Reihe::N,greta,շարք
382,Reihe::N,greta,կարգ
383,Boot::N,valtis,նավակ
384,Boot::N,laivelis,նավակ
385,Ruder::N,irklas,թի
386,Ruder::N,irklas,թիակ
387,Schlitten::N,rogės,բալխիր
388,Schlitten::N,rogutės,բալխիր
389,Ski::N,slidė,դահուկ
390,Lagerfeuer::N,laužas,բացօդեայ կրակ
391,Last::N,našta,բեռ
392,Last::N,nešulys,բեռ
393,Gang::N,eisena,զբոսանք
394,Schritt::N,žingsnis,քայլ
395,Norden::N,šiaurė,հյուսիս
396,Norden::N,žiemiai,հյուսիս
397,Süden::N,pietūs,հարավ
398,Westen::N,vakarai,արեւմուտք
399,Osten::N,rytai,արեւելք
400,Holz::N,mediena,փայտ
401,Brett::N,lenta,տախտակ
402,Platte::N,plokštė,թիթեղ
403,Stütze::N,atrama,նեցուկ
404,Stütze::N,atspara,նեցուկ
405,Stange::N,lazda,ձող
406,Stange::N,kartis,ձող
407,Stock::N,lazda,փայտ
408,Stab::N,kartis,ցուպ
409,Stab::N,kartis,գավազան
410,Rohr::N,vamzdis,խողովակ
411,Haus::N,namas,տուն
412,Heim::N,namai,տուն
413,Ofen::N,krosnis,վառարան
414,Fußboden::N,grindys,հատակ
415,Tisch::N,stalas,սեղան
416,Stuhl::N,kėdė,աթոռ
417,Wiege::N,lopšys,օրորոց
418,Bett::N,lova,անկողին
419,Bett::N,patalai,անկողին
420,Regal::N,lentyna,դարակ
421,Kiste::N,dėžė,տուփ
422,Fenster::N,langas,պատուհան
423,Tür::N,durys,դուռ
424,Tor::N,vartai,դարպաս
425,Zaun::N,tvora,ցանկապատ
426,Dach::N,stogas,տանիք
427,Dach::N,stogas,կտուր
428,Leiter::N,kopėčios,սանդուղք
429,Besen::N,šluota,ավել
430,Spaten::N,lopeta,բահ
431,Spaten::N,kastuvas,բահ
432,Schaufel::N,semtuvas,թի
433,Gabel::N,šakutė,պատառաքաղ
434,Löffel::N,šaukštas,գդալ
435,Messer::N,peilis,դանակ
436,Nagel::N,vinis,մեխ
437,Netz::N,tinklas,ցանց
438,Haken::N,vagis,կարթ
439,Haken::N,kablys,կարթ
440,Griff::N,kotas,կոթ
441,Griff::N,kotas,բռնակ
442,Griff::N,rankena,կոթ
443,Griff::N,rankena,բռնակ
444,Schloss::N,spyna,կողպեք
445,Schloss::N,užraktas,կողպեք
446,Bild::N,paveikslas,նկար
447,Bild::N,paveikslas,պատկեր
448,Figur::N,figūra,քանդակ
449,Figur::N,figūra,պատկեր
450,Puppe::N,lėlė,տիկնիկ
451,Beutel::N,krepšys,տոպրակ
452,Beutel::N,maišelis,տոպրակ
453,Bündel::N,ryšulys,կապոց
454,Tasche::N,krepšelis,պայուսակ
455,Eimer::N,kibiras,դույլ
456,Deckel::N,dangtis,կափարիչ
457,Geschirr::N,indai,ամանեղեն
458,Sack::N,maišas,պարկ
459,Sack::N,maišas,տոպրակ
460,Tasse::N,puodukas,թաս
461,Tasse::N,puodukas,գավաթ
462,Topf::N,puodas,անոթ
463,Kessel::N,katilas,կաթսա
464,Essen::N,valgis,կերակուր
465,Nahrung::N,penas,ուտելիք
466,Nahrung::N,maistas,ուտելիք
467,Speise::N,patiekalas,խորտիկ
468,Speise::N,patiekalas,կերակուր
469,Fleisch::N,mėsa,միս
470,Getreide::N,javai,հացահատիկ
471,Brei::N,košė,լանդակ
472,Brot::N,duona,հաց
473,Scheibe::N,riekė,կտոր
474,Scheibe::N,riekė,պատառ
475,Fett::N,taukai,ճարպ
476,Fett::N,riebalai,ճարպ
477,Butter::N,sviestas,կարագ
478,Öl::N,aliejus,ձեթ
479,Salz::N,druska,աղ
480,Suppe::N,sriuba,սուպ
481,Suppe::N,sriuba,ապուր
482,Honig::N,medus,մեղր
483,Milch::N,pienas,կաթ
484,Tee::N,arbata,թեյ
485,Leder::N,oda,կաշի
486,Wolle::N,vilna,բուրդ
487,Stoff::N,audeklas,գործվածք
488,Nadel::N,adata,ասեղ
489,Faden::N,gija,թել
490,Faden::N,siūlas,թել
491,Knopf::N,saga,կոճակ
492,Knoten::N,mazgas,հանգույց
493,Farbe::N,dažai,ներկ
494,Kleidung::N,rūbai,հագուստ
495,Kleidung::N,drabužiai,հագուստ
496,Hemd::N,marškiniai,վերնաշապիկ
497,Kragen::N,apykaklė,օձիք
498,Ärmel::N,rankovė,թեւք
499,Hose::N,kelnės,շալվար
500,Gürtel::N,juosta,գոտի
501,Gürtel::N,diržas,գոտի
502,Mütze::N,kepurė,կեպի
503,Schuh::N,batas,կոշիկ
504,Stiefel::N,auliniai batai,երկարաճիթ կոշիկ
505,Ring::N,žiedas,զնգալ
506,Band::N,kaspinas,ժապավեն
507,Kamm::N,šukos,սանր
508,Spiegel::N,veidrodis,հայելի
509,Riemen::N,diržas,փոկ
510,Schnur::N,virvė,լար
511,Leine::N,pavadėlis,փոկ
512,Decke::N,antklodė,վերմակ
513,Kissen::N,pagalvė,բարձ
514,Kissen::N,priegalvis,բարձ
515,Tuch::N,skarelė,թաշկինակ
516,Handtuch::N,rankšluostis,սրբիչ
517,Kraft::N,jėga,ուժ
518,Stärke::N,stiprumas,պնդություն
519,Stärke::N,stiprumas,ամրություն
520,Gesundheit::N,sveikata,առողջություն
521,Krankheit::N,liga,ախտ
522,Krankheit::N,liga,հիվանդություն
523,Schmerz::N,skausmas,ցավ
524,Schmerz::N,skausmas,տանջանք
525,Wunde::N,žaizda,վերք
526,Fieber::N,karštis,տենդ
527,Arznei::N,vaistas,դեղ
528,Brücke::N,tiltas,կամուրջ
529,Brunnen::N,šulinys,հոր
530,Brunnen::N,šulinys,ջրհոր
531,Weide::N,ganykla,արոտավայր
532,Weide::N,gluosnis,արոտավայր
533,Pfad::N,takas,արահետ
534,Weg::N,kelias,ուղի
535,Straße::N,gatvė,ճանապարհ
536,Dorf::N,kaimas,գյուղ
537,Dorf::N,sodžius,գյուղ
538,Stadt::N,miestas,քաղաք
539,Brief::N,laiškas,նամակ
540,Buch::N,knyga,գիրք
541,Buchstabe::N,raidė,տառ
542,Buchstabe::N,raidė,գիր
543,Zeitung::N,laikraštis,լրագիր
544,Leben::N,gyvybė,կյանք
545,Leben::N,gyvenimas,կյանք
546,Tod::N,mirtis,մահ
547,Grab::N,kapas,գերեզման
548,Kirche::N,bažnyčia,եկեղեցի
549,Sünde::N,nuodėmė,մեղք
550,Sünde::N,nusidėjimas,մեղք
551,Gott::N,dievas,աստված
552,Arbeiter::N,darbininkas,բանվոր
553,Arbeiter::N,darbininkas,աշխատող
554,Chef::N,šefas,տեր
555,Chef::N,vadovas,տեր
556,Chef::N,viršininkas,տեր
557,Meister::N,meistras,վարպետ
558,Arzt::N,gydytojas,բժիշկ
559,Lehrer::N,mokytojas,ուսուցիչ
560,Geld::N,pinigai,փող
561,Geschäft::N,biznis,գործ
562,Geschäft::N,biznis,աշխատանք
563,Laden::N,krautuvė,կրպակ
564,Laden::N,krautuvė,խանութ
565,Laden::N,parduotuvė,կրպակ
566,Laden::N,parduotuvė,խանութ
567,Preis::N,kaina,գին
568,Ware::N,prekė,ապրանք
569,Nutzen::N,nauda,օգուտ
570,Nutzen::N,pelnas,օգուտ
571,Reichtum::N,turtas,հարստություն
572,Welt::N,pasaulis,աշխարհ
573,Land::N,žemė,երկիր
574,Land::N,šalis,երկիր
575,Staat::N,valstija,պետություն
576,König::N,karalius,արքա
577,König::N,karalius,թագավոր
578,Macht::N,galia,իշխանություն
579,Macht::N,valdžia,իշխանություն
580,Grenze::N,riba,սահման
581,Grenze::N,siena,սահման
582,Krieg::N,karas,պատերազմ
583,Feind::N,priešas,թշնամի
584,Gewalt::N,jėga,բռնություն
585,Gewalt::N,jėga,սաստկություն
586,Gewalt::N,smurtas,բռնություն
587,Gewalt::N,smurtas,սաստկություն
588,Gewalt::N,prievarta,բռնություն
589,Gewalt::N,prievarta,սաստկություն
590,Kampf::N,kova,մարտ
591,Bogen[Waffe]::N,lankas,աղեղ
592,Pfeil::N,strėlė,նետ
593,Gewehr::N,šautuvas,հրացան
594,Fehler::N,klaida,սխալ
595,Lüge::N,melas,սուտ
596,Schaden::N,nuostolis,վնաս
597,Schaden::N,apgadinimas,վնաս
598,Unglück::N,nelaimė,դժբախտություն
599,Schuld::N,kaltė,պակասություն
600,Alter::N,amžius,հասակ
601,Schluss::N,pabaiga,վերջ
602,Schluss::N,pabaiga,վախճան
603,Zeit::N,laikas,ժամանակ
604,Tag::N,diena,օր
605,Morgen::N,rytas,առավոտ
606,Mittag::N,vidurdienis,կեսօր
607,Abend::N,vakaras,երեկո
608,Nacht::N,naktis,գիշեր
609,Woche::N,savaitė,շաբաթ
610,Monat::N,mėnuo,ամիս
611,Jahr::N,metai,տարի
612,Frühling::N,pavasaris,գարուն
613,Sommer::N,vasara,ամառ
614,Herbst::N,ruduo,աշուն
615,Winter::N,žiema,ձմեռ
616,Januar::N,sausis,հունվար
617,Februar::N,vasaris,փետրվար
618,März::N,kovas,մարտ
619,April::N,balandis,ապրիլ
620,Mai::N,gegužė,մայիս
621,Juni::N,birželis,հունիս
622,Juli::N,liepa,հուլիս
623,August::N,rugpjūtis,օգոստոս
624,September::N,rugsėjis,սեպտեմբեր
625,Oktober::N,spalis,հոկտեմբեր
626,November::N,lapkritis,նոյեմբեր
627,Dezember::N,gruodis,դեկտեմբեր
628,Montag::N,pirmadienis,երկուշաբթի
629,Dienstag::N,antradienis,երեքշաբթի
630,Mittwoch::N,trečiadienis,չորեքշաբթի
631,Donnerstag::N,ketvirtadienis,հինգշաբթի
632,Freitag::N,penktadienis,ուրբաթ
633,Samstag::N,šeštadienis,շաբաթ
634,Sonntag::N,sekmadienis,կիրակի
635,groß::A,didis,մեծ
636,groß::A,didis,խոշոր
637,groß::A,didelis,մեծ
638,groß::A,didelis,խոշոր
639,klein::A,mažas,պստիկ
640,klein::A,mažas,փոքրիկ
641,lang::A,ilgas,երկար
642,kurz::A,trumpas,կարճ
643,breit::A,platus,լայն
644,schmal::A,smulkus,նեղ
645,dicht::A,tankus,խիտ
646,dick[Gegenstand]::A,storas,հաստ
647,dünn::A,plonas,բարակ
648,fein::A,smulkus,նուրբ
649,fest::A,kietas,ամուր
650,fest::A,kietas,պինդ
651,fest::A,tvirtas,ամուր
652,fest::A,tvirtas,պինդ
653,flach::A,lėkštas,տափակ
654,flach::A,plokščias,տափակ
655,glatt::A,slidus,հարթ
656,hart::A,kietas,կարծր
657,weich::A,minkštas,մեղմ
658,weich::A,minkštas,փափուկ
659,rund::A,apvalus,կլոր
660,rund::A,apskritas,կլոր
661,spitz::A,aštrus,սրածայր
662,spitz::A,smailus,սրածայր
663,scharf::A,aštrus,սուր
664,stumpf::A,bukas,գուլ
665,stumpf::A,atšipęs,գուլ
666,schwer::A,sunkus,ծանր
667,schön::A,gražus,սիրուն
668,schön::A,gražus,գեղեցիկ
669,heiß::A,karštas,թեժ
670,warm::A,šiltas,տաք
671,warm::A,šiltas,ջերմ
672,kalt::A,šaltas,ցուրտ
673,kühl::A,vėsus,զով
674,kühl::A,bejausmis,զով
675,frisch::A,šviežias,թարմ
676,feucht::A,drėgnas,ղոնավ
677,nass::A,šlapias,թաց
678,trocken::A,sausas,ցամաք
679,voll::A,pilnas,լի
680,voll::A,pilnas,լիքը
681,leer::A,tuščias,դատարկ
682,offen::A,atviras,բաց
683,geschlossen::A,uždaras,գոց
684,geschlossen::A,uždarytas,գոց
685,sauber::A,švarus,մաքուր
686,schmutzig::A,nešvarus,կեղտոտ
687,schmutzig::A,purvinas,կեղտոտ
688,roh::A,žalias,հում
689,reif::A,prinokęs,հասած
690,reif::A,prinokęs,հասուն
691,reif::A,pribrendęs,հասած
692,reif::A,pribrendęs,հասուն
693,lecker::A,gardus,համեղ
694,süß::A,saldus,անուշ
695,bitter::A,kartus,կծու
696,sauer::A,gižus,թթու
697,sauer::A,gižus,թթված
698,sauer::A,rūgštus,թթու
699,sauer::A,rūgštus,թթված
700,hell::A,šviesus,պայծառ
701,hell::A,šviesus,խելամիտ
702,hell::A,skaistus,պայծառ
703,hell::A,skaistus,խելամիտ
704,dunkel::A,tamsus,մութ
705,schwarz::A,juodas,սեւ
706,weiß::A,baltas,սպիտակ
707,rot::A,raudonas,կարմիր
708,gelb::A,geltonas,դեղին
709,blau::A,mėlynas,կապույտ
710,grün::A,žalias,կանաչ
711,grau::A,pilkas,գորշ
712,bunt::A,margas,գոյնզգոյն
713,bunt::A,spalvotas,գոյնզգոյն
714,billig::A,pigus,էժան
715,teuer::A,brangus,թանկ
716,wertvoll::A,vertingas,թանկարժեք
717,blind::A,aklas,կույր
718,taub::A,kurčias,խուլ
719,kräftig::A,stiprus,հզոր
720,stark::A,stiprus,ուժեղ
721,schwach::A,silpnas,տկար
722,schwach::A,silpnas,թույլ
723,fett::A,riebus,գեր
724,schlank::A,laibas,նիհար
725,schlank::A,lieknas,նիհար
726,hübsch::A,gražus,գրավիչ
727,hübsch::A,gražus,սիրունիկ
728,böse::A,blogas,չար
729,dumm::A,paikas,հիմար
730,dumm::A,kvailas,հիմար
731,faul::A,tingus,ծույլ
732,fleißig::A,stropus,ջանասեր
733,fleißig::A,stropus,փութաջան
734,fleißig::A,kruopštus,ջանասեր
