,Concept_ID,kn,ady
994,tanzen::V,ಕುಣಿ,къэшъо́н
995,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,зэгокӏыжьы́ных
996,verlassen::V,ಕಳೆ,бгынэн
997,verlassen::V,ಕಳೆ,хэкӏыжьын
998,retten::V,ರಕ್ಷಿಸು,къыхэпхыжьын
999,retten::V,ರಕ್ಷಿಸು,къэбгъэнэжьын
1000,bewachen::V,ಕಾಪಾಡು,къэгъэгъунэн
1001,schützen::V,ಸಂರಕ್ಷಿಸು,ухъумэ́н
1002,verteidigen::V,ಕಾಪಿಡು,къэухъумэн
1003,sich schlagen::V,ಕಿತ್ತಾಟ,эзэон
1004,schießen::V,ಎಸೆ,он
1005,siegen::V,ಗೆಲ್ಲು,текӏо́н
1006,ärgern::V,ರೇಗಿಸು,бгъэгубжын
1007,schlagen::V,ಹೊಡೆ,ео́н
1008,treten::V,ಒದೆ,
1009,stechen::V,ಚುಚ್ಚು,хэӏун
1010,stoßen::V,ತಳ್ಳು,тӏыро́н
1011,stoßen::V,ತಳ್ಳು,уеӏункӏын
1012,stehlen::V,ಕದಿ,тыгъу́н
1013,stören::V,ಕತಕು,бгъэгумэкӏын
1014,belästigen::V,ತೊಂದರೆ,бгъэгумэкӏын
1015,verbergen::V,ಮರೆಮಾಜು,ушъэфын
1016,täuschen::V,ಠಕ್ಕಿಸು,гъэпцӏэ́н
1017,betrügen::V,ವಂಚಿಸು,гъэпцӏэ́н
1018,töten::V,ಕೊಲ್ಲು,уикӏын
1019,wohnen::V,ವಾಸಿಸು,дэсын
1020,arbeiten::V,ಕೆಲಸ ಮಾಡು,лэжьэ́н
1021,sammeln::V,ಸಂಚಯಿಸು,угъои́н
1022,pflücken::V,ಬಿಡಿಸು,къыпычы́н
1023,jagen::V,ಬೇಟೆಯಾಡು,шэкӏон
1024,jagen::V,ಬೇಟೆಯಾಡು,ешэкӏон
1025,fischen::V,ಮೀನು ಹಿಡಿ,пцэжъые уешэн
1026,fassen::V,ಹಿಡಿ,къэубыты́н
1027,hüten::V,ಗುಂಪುಸೇರಿಸು,хэхъо́н
1028,treiben::V,ದಬ್ಬು,пфын
1029,anbinden::V,ಬಿಗಿ,епхын
1030,füttern::V,ಮೇಯಿಸು,гъэшхэ́н
1031,melken::V,ಹಾಲು ಕರೆ,щын
1032,hacken::V,ತುಂಡರಿಸು,упкӏэтэн
1033,gießen::V,ನೀರುಹಾಕು,тепкӏэн
1034,reifen::V,ಕಳಿ,игъо хъун
1035,zubereiten::V,ಅಡಿಗೆಮಾಡು,бгъэхьазырын
1036,kochen::V,ಅಡು,шӏы́н
1037,backen::V,ಬೇಯಿಸು,гъэжъэ́н
1038,braten::V,ಕರಿ,гъэжъэ́н
1039,umrühren::V,ಕಲಕು,зэхэгъэкӏухьан
1040,stricken::V,ಹೆಣೆ,хъын
1041,nähen::V,ಹೊಲಿ,дэн
1042,färben::V,ಬಣ್ಣ ಹತ್ತು,бгъэлэн
1043,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,укъэбзы́н
1044,waschen::V,ತೊಳೆ,бгыкӏын
1045,abwischen::V,ಒರಸು,лъэкӏы́н
1046,spülen::V,ಗಲಬರಿಸು,дэгъэчъыхьан
1047,fegen::V,ಗುಡಿಸು,пхъэнкӏы́н
1048,kehren::V,ಗುಡಿಸು,пхъэнкӏы́н
1049,baden::V,ಸ್ನಾನಮಾಡು,зыгъэпскӏын
1050,sich waschen::V,ತೊಳೆ,зытхьакӏы́н
1051,ausziehen::V,ಬಿಚ್ಚು,къытехы́н
1052,anziehen::V,ಹಾಕು,щылъэ́н
1053,sich anziehen::V,ಹಾಕು,зыфэпэн
1054,kämmen::V,ಬಾಚು,жьын
1055,schmücken::V,ಅಲಂಕರಿಸು,гъэдэхэ́н
1056,sagen::V,ಹೇಳು,къэӏон
1057,sprechen::V,ನುಡಿ,псэлъэ́н
1058,reden::V,ನುಡಿ,гущыӏэ́н
1059,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,зэдэгущыӏэн
1060,fragen::V,ವಿಚಾರಿಸು,упчӏэ́н
1061,bitten::V,ಬೇಡು,лъэӏо́н
1062,erzählen::V,ಹೇಳು,къэпӏотэ́н
1063,mitteilen::V,ತಿಳಿಸು,макъэ егъэӏун
1064,nennen::V,ಹೆಸರಿಡು,цӏэ фэусы́н
1065,rufen::V,ಕರೆ,джэн
1066,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,узыщытхъужьы́н
1067,übersetzen::V,ಭಾಷಾಂತರಿಸು,бгъэкӏотэн
1068,denken::V,ಯೋಚಿಸು,егупшысэ́н
1069,glauben::V,ನಂಬು,уивыхъэ́ телъы́н
1070,bemerken::V,ಗಮನಿಸು,гу лъыптэ́н
1071,erkennen::V,ಗುರುತುಹಿಡಿ,зэхэпхын
1072,erkennen::V,ಗುರುತುಹಿಡಿ,зэбгъэшӏэн
1073,begreifen::V,ಗ್ರಹಿಸು,гурыӏо́н
1074,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,зэхэхын
1075,lernen::V,ಕಲಿ,еджэ́н
1076,wissen::V,ಅರಿ,шӏэн
1077,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,къэшӏэжьын
1078,vergessen::V,ಮರೆತುವಿಡು,пщыгъупшэжьы́н
1079,messen::V,ಅಳೆ,шын
1080,zählen::V,ಗಣಿಸು,плъытэ́н
1081,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,плъытэ́н
1082,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,угугъэ́н
1083,lesen::V,ಓದು,еджэ́н
1084,malen::V,ಬಿಡಿಸು,шӏын
1085,zeichnen::V,ಬಿಡಿಸು,шӏын
1086,schreiben::V,ಬರೆ,тхын
1087,besitzen::V,ಒಡೆಯನಾಗಿರು,иӏэн
1088,kaufen::V,ಕೊಳ್ಳು,щэфы́н
1089,verkaufen::V,ಕೊಡು,щэн
1090,bezahlen::V,ಬೆಲೆತೆರು,птын
1091,bezahlen::V,ಬೆಲೆತೆರು,лъыптын
1092,bezahlen::V,ಬೆಲೆತೆರು,птыжьы́н
1093,zahlen::V,ಹಣವನ್ನುಕೊಡು,птын
1094,zahlen::V,ಹಣವನ್ನುಕೊಡು,лъыптын
1095,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,иунаеу иӏэн
1096,ertragen::V,ಸಹಿಸು,щэчы́н
