,Concept_ID,hu,la
549,Fehler::N,hiba,error
550,Lüge::N,hazugság,mendacium
551,Schaden::N,kár,damnum
552,Schaden::N,kár,detrimentum
553,Unglück::N,csapás,miseria
554,Unglück::N,csapás,calamitas
555,Unglück::N,balszerencse,miseria
556,Unglück::N,balszerencse,calamitas
557,Schuld::N,bűn,culpa
558,Alter::N,kor,aetas
559,Schluss::N,vég,finis
560,Schluss::N,befejezés,finis
561,Zeit::N,idő,tempus
562,Tag::N,nap,dies
563,Morgen::N,reggel,mane
564,Mittag::N,dél,meridies
565,Abend::N,este,vesper
566,Nacht::N,éj,nox
567,Nacht::N,éjszaka,nox
568,Woche::N,hét,septimana
569,Monat::N,hó,mensis
570,Monat::N,hónap,mensis
571,Jahr::N,év,annus
572,Frühling::N,tavasz,ver
573,Sommer::N,nyár,aestas
574,Herbst::N,ősz,autumnus
575,Winter::N,tél,hiems
576,Januar::N,január,Ianuarius
577,Februar::N,február,Februarius
578,März::N,március,Martius
579,April::N,április,Aprilis
580,Mai::N,május,Maius
581,Juni::N,június,Iunius
582,Juli::N,július,Iulius
583,August::N,augusztus,Augustus
584,September::N,szeptember,September
585,Oktober::N,október,Octobris
586,November::N,november,Novembris
587,Dezember::N,december,December
588,Montag::N,hétfő,dies lunae
589,Dienstag::N,kedd,dies Martis 
590,Mittwoch::N,szerda,dies Mercurii
591,Donnerstag::N,csütörtök,dies Iovis
592,Freitag::N,péntek,dies Veneris
593,Samstag::N,szombat,dies Saturni
594,Sonntag::N,vasárnap,dominicus
595,Sonntag::N,vasárnap,dies solis
596,groß::A,nagy,magnus
597,klein::A,pici,parvus
598,klein::A,kicsi,parvus
599,lang::A,hosszú,longus
600,kurz::A,rövid,brevis
601,breit::A,széles,latus
602,schmal::A,keskeny,angustus
603,dicht::A,sűrű,densus
604,dick[Gegenstand]::A,vastag,crassus
605,dünn::A,vékony,tenuis
606,fein::A,vékony,subtilis
607,fest::A,szilárd,solidus
608,fest::A,szilárd,stabilis
609,flach::A,sík,planus
610,flach::A,lapos,planus
611,glatt::A,sima,levis
612,hart::A,kemény,durus
613,weich::A,puha,mollis
614,rund::A,kerek,rotundus
615,spitz::A,hegyes,acutus
616,scharf::A,éles,acer
617,stumpf::A,tompa,hebes
618,stumpf::A,életlen,hebes
619,schwer::A,nehéz,gravis
620,schwer::A,súlyos,gravis
621,schön::A,szép,pulcher
622,schön::A,szép,formosus
623,heiß::A,forró,fervidus
624,warm::A,meleg,calidus
625,kalt::A,hideg,frigidus
626,kühl::A,hűs,frigidus
627,kühl::A,hűvös,frigidus
628,frisch::A,üde,recens
629,frisch::A,friss,recens
630,feucht::A,nedves,umidus
631,nass::A,vizes,madidus
632,trocken::A,száraz,aridus
633,voll::A,telt,plenus
634,leer::A,üres,vacuus
635,offen::A,nyílt,apertus
636,offen::A,nyitott,apertus
637,geschlossen::A,zárt,clausus
638,geschlossen::A,csukott,clausus
639,sauber::A,tiszta,lautus
640,schmutzig::A,piszkos,sordidus
641,schmutzig::A,szennyes,sordidus
642,roh::A,nyers,crudus
643,reif::A,érett,maturus
644,lecker::A,finom,delicatus
645,süß::A,édes,dulcis
646,bitter::A,keserű,amarus
647,bitter::A,keserű,acerbus
648,sauer::A,savanyú,acidus
649,hell::A,világos,clarus
650,dunkel::A,sötét,obscurus
651,schwarz::A,fekete,niger
652,weiß::A,fehér,albus
653,rot::A,vörös,ruber
654,gelb::A,sárga,flavus
655,blau::A,kék,caeruleus
656,grün::A,zöld,viridis
657,grau::A,ősz,canus
658,grau::A,szürke,canus
659,bunt::A,tarka,varius
660,bunt::A,színes,varius
661,billig::A,olcsó,vilis
662,teuer::A,drága,carus
663,wertvoll::A,értékes,pretiosus
664,blind::A,vak,caecus
665,taub::A,süket,surdus
666,kräftig::A,erős,robustus
667,stark::A,erős,firmus
668,stark::A,erős,validus
669,schwach::A,gyenge,debilis
670,schwach::A,gyenge,infirmus
671,schwach::A,erőtlen,debilis
672,schwach::A,erőtlen,infirmus
673,fett::A,hájas,crassus
674,schlank::A,karcsú,procerus
675,hübsch::A,csinos,pulcher
676,böse::A,rossz,improbus
677,böse::A,gonosz,improbus
678,dumm::A,buta,stultus
679,dumm::A,buta,stupidus
680,dumm::A,ostoba,stultus
681,dumm::A,ostoba,stupidus
682,faul::A,lusta,piger
683,fleißig::A,szorgalmas,sedulus
684,geizig::A,fukar,avarus
685,geizig::A,fösvény,avarus
686,klug::A,okos,prudens
687,klug::A,eszes,prudens
688,geschickt::A,ügyes,sollers
689,lieb::A,drága,carus
690,lieb::A,kedves,carus
691,lustig::A,víg,iocosus
692,lustig::A,vidám,iocosus
693,sanft::A,enyhe,clemens
694,hungrig::A,éhes,impastus
695,krank::A,beteg,aeger
696,nackt::A,csupasz,nudus
697,nackt::A,meztelen,nudus
698,traurig::A,bús,maestus
699,traurig::A,szomorú,maestus
700,lebendig::A,élő,vivus
701,gut::A,jó,bonus
702,schlecht::A,rossz,malus
703,richtig::A,helyes,rectus
704,schlimm::A,rossz,malus
705,wahr::A,igaz,verus
706,alt::A,ó,antiquus
707,alt::A,régi,antiquus
708,neu::A,új,novus
709,ehemalig::A,volt,pristinus
710,ehemalig::A,egykori,pristinus
711,alt[Lebewesen]::A,öreg,vetus
712,jung::A,fiatal,iuvenis
713,arm::A,szegény,pauper
714,reich::A,gazdag,dives
715,bekannt::A,ismert,notus
716,bekannt::A,ismeretes,notus
717,berühmt::A,híres,celeber
718,berühmt::A,híres,illustris
719,fremd::A,idegen,peregrinus
720,verschieden::A,különböző,varius
721,nah::A,közeli,propinquus
722,fern::A,távoli,longinquus
723,linker::A,bal,sinister
724,rechter::A,jobb,dexter
725,anderer::A,más,alius
726,anderer::A,másik,alius
727,erster::A,első,primus
728,zweiter::A,második,secundus
729,dritter::A,harmadik,tertius
730,letzter::A,utolsó,ultimus
731,allein::ADV,egyedül,solum
732,auf einmal::ADV,egyszerre,simul
733,zusammen::ADV,együtt,una
734,zusammen::ADV,összesen,una
735,lange::ADV,sokáig,diu
736,lange::ADV,hosszan,diu
737,plötzlich::ADV,hirtelen,subito
738,plötzlich::ADV,hirtelen,repente
739,plötzlich::ADV,egyszerre,subito
740,plötzlich::ADV,egyszerre,repente
741,sofort::ADV,rögtön,statim
742,sofort::ADV,tüstént,statim
743,später::ADV,későn,postea
744,jetzt::ADV,most,nunc
745,heute::ADV,ma,hodie
746,morgen::ADV,holnap,cras
747,bald::ADV,majd,mox
748,bald::ADV,nemsokára,mox
749,dann::ADV,akkor,deinde
750,gestern::ADV,tegnap,heri
751,einst::ADV,hajdan,olim
752,damals::ADV,akkor,tum
753,damals::ADV,akkoriban,tum
754,danach::ADV,azután,postea
755,vorher::ADV,előbb,antea
756,zuerst::ADV,először,primo
757,einmal::ADV,egyszer,semel
758,manchmal::ADV,néha,interdum
759,manchmal::ADV,olykor,interdum
760,oft::ADV,sokszor,saepe
761,immer::ADV,mindig,semper
762,niemals::ADV,sohasem,numquam
763,hier::ADV,itt,hic
764,hierhin::ADV,erre,huc
765,von hier::ADV,innen,hinc
766,dort::ADV,ott,ibi
767,dorthin::ADV,oda,eo
768,geradeaus::ADV,egyenesen,recte
769,vorwärts::ADV,előre,porro
770,rückwärts::ADV,hátrafelé,retro
771,zurück::ADV,hátra,retro
772,zurück::ADV,vissza,retro
773,unten::ADV,alul,infra
774,hinab::ADV,le,pessum
775,hinab::ADV,lefelé,pessum
776,oben::ADV,fenn,supra
777,oben::ADV,felül,supra
778,hinauf::ADV,fel,sursum
779,hinauf::ADV,felfelé,sursum
780,überall::ADV,mindenütt,ubique
781,nicht::ADV,nem,non
782,ein wenig::ADV,egy kicsit,paulum
783,kaum::ADV,alig,vix
784,kaum::ADV,alig,aegre
785,sehr::ADV,nagyon,valde
786,sehr::ADV,nagyon,magnopere
787,so::ADV,úgy,ita
788,noch::ADV,még,etiam
789,nur::ADV,csak,solum
790,nur::ADV,csak,tantum
791,nur::ADV,csupán,solum
792,nur::ADV,csupán,tantum
793,schon::ADV,már,iam
794,wieder::ADV,ismét,rursus
795,wieder::ADV,megint,rursus
796,vergebens::ADV,hiába,frustra
797,vor::PRP,előtt,ante
798,hinter::PRP,mögött,post
799,unter::PRP,alatt,sub
800,durch::PRP,át,per
801,durch::PRP,keresztül,per
802,neben::PRP,mellett,iuxta
803,zwischen::PRP,között,inter
804,wegen::PRP,miatt,propter
805,wegen::PRP,végett,propter
806,dies::PRN,ez,hoc
807,das::PRN,az,id
808,alles::PRN,minden,omnia
809,ich::PRN,én,ego
810,du::PRN,te,tu
811,er::PRN,ő,is
812,er::PRN,ő,ille
813,wir::PRN,mi,nos
814,ihr::PRN,ti,vos
815,sie::PRN,ők,ii
816,sie::PRN,ők,illi
817,was::FPRN,mi,quid
818,wer::FPRN,ki,quis
819,wo::FADV,hol,ubi
820,wohin::FADV,hova,quo
821,wie::FADV,hogy,quomodo
822,wie::FADV,hogyan,quomodo
823,warum::FADV,miért,cur
824,wieviel::FNUM,hány,quantum
825,wieviel::FNUM,mennyi,quantum
826,eins::NUM,egy,unus
827,zwei::NUM,kettő,duo
828,drei::NUM,három,tres
829,vier::NUM,négy,quattuor
830,fünf::NUM,öt,quinque
831,sechs::NUM,hat,sex
832,sieben::NUM,hét,septem
833,acht::NUM,nyolc,octo
834,neun::NUM,kilenc,novem
835,zehn::NUM,tíz,decem
836,elf::NUM,tizenegy,undecim
837,zwölf::NUM,tizenkettő,duodecim
838,zwanzig::NUM,húsz,viginti
839,dreißig::NUM,harminc,triginta
840,vierzig::NUM,negyven,quadraginta
841,fünfzig::NUM,ötven,quinquaginta
842,sechzig::NUM,hatvan,sexaginta
843,siebzig::NUM,hetven,septuaginta
