,Concept_ID,sq,hr
173,Weide[Baum]::N,shelg,vŕba
174,Tanne::N,bredh,jela
175,Horn::N,bri,rog
176,Feder::N,pupël,pero
177,Fell::N,lëkurë,koža
178,Flügel::N,krah,krilo
179,Flügel::N,fletë,krilo
180,Klaue::N,kthetër,papak
181,Kralle::N,thua,pandža
182,Kralle::N,kthetër,pandža
183,Schwanz::N,bisht,rep
184,Ei::N,vezë,jaje
185,Nest::N,fole,gnijezdo
186,Bau::N,strofkë,jazbina
187,Tier::N,kafshë,životinja
188,Herde::N,kope,krdo
189,Herde::N,kope,stado
190,Herde::N,grigjë,krdo
191,Herde::N,grigjë,stado
192,Kuh::N,lopë,krava
193,Bulle::N,dem,bik
194,Pferd::N,kalë,konj
195,Schaf::N,dele,ovca
196,Schwein::N,derr,svinja
197,Hund::N,qen,pas
198,Hund::N,qen,pseto
199,Katze::N,mace,mačka
200,Bär::N,ari,medvjed
201,Eichhörnchen::N,ketër,vjeverica
202,Elch::N,dre brilopatë,los
203,Fuchs::N,dhelpër,lisica
204,Hase::N,lepur,zec
205,Maus::N,mi,miš
206,Wolf::N,ujk,vuk
207,Wolf::N,ujk,kurjak
208,Vogel::N,zog,ptica
209,Vogel::N,shpend,ptica
210,Schwarm::N,luzmë,roj
211,Schwarm::N,luzmë,jato
212,Huhn::N,pulë,kokoš
213,Hahn::N,gjel,kokot
214,Hahn::N,gjel,pijevac
215,Hahn::N,këndes,kokot
216,Hahn::N,këndes,pijevac
217,Gans::N,patë,guska
218,Adler::N,shqiponjë,orao
219,Ente::N,rosë,patka
220,Eule::N,buf,sova
221,Kranich::N,lejlek,ždral
222,Kranich::N,kurrillë,ždral
223,Krähe::N,sorrë,vrana
224,Kuckuck::N,qyqe,kukavica
225,Schwan::N,mjellmë,labud
226,Fisch::N,peshk,riba
227,Barsch::N,purtekë,grgeč
228,Hecht::N,mlysh,štuka
229,Schlange[Tier]::N,gjarpër,guja
230,Schlange[Tier]::N,gjarpër,zmija
231,Wurm::N,krimb,crv
232,Spinne::N,marimangë,pauk
233,Ameise::N,thnegël,mrav
234,Ameise::N,milingonë,mrav
235,Laus::N,morr,uš
236,Mücke::N,kunup,komarac
237,Mücke::N,mushkonjë,komarac
238,Fliege::N,mizë,muha
239,Schmetterling::N,flutur,leptir
240,Beere::N,frutë,boba
241,Beere::N,frutë,bobica
242,Beere::N,manaferrë,boba
243,Beere::N,manaferrë,bobica
244,Apfel::N,mollë,jabuka
245,Pilz::N,kërpudhë,pečurka
246,Zwiebel::N,qepë,luk
247,Zwiebel::N,qepë,kapula
248,Saat::N,farë,sjemenje
249,Korn::N,grurë,zrno
250,Korn::N,kokërr,zrno
251,Heu::N,sanë,sijeno
252,Schale::N,lëkurë,kora
253,Schale::N,lëkurë,ljuska
254,Grube::N,gropë,jama
255,Falle::N,kurth,zamka
256,Falle::N,kurth,klopka
257,Falle::N,grackë,zamka
258,Falle::N,grackë,klopka
259,Schlinge::N,nyjë,uzao
260,Schlinge::N,nyjë,petlja
261,Spur::N,gjurmë,trag
262,Spur::N,gjurmë,slijed
263,Asche::N,hi,pepeo
264,Dreck::N,baltë,blato
265,Eisen::N,hekur,željezo
266,Gold::N,ar,zlato
267,Gold::N,flori,zlato
268,Silber::N,argjend,srebro
269,Kohle::N,qymyr,ugalj
270,Kohle::N,qymyr,ugljen
271,Glas::N,qelq,staklo
272,Lehm::N,argjilë,glina
273,Lehm::N,argjilë,ilovača
274,Sand::N,rërë,pijesak
275,Mensch::N,njeri,čovjek
276,Mann::N,burrë,muškarac
277,Mann::N,mashkull,muškarac
278,Frau::N,grua,žena
279,Frau::N,femër,žena
280,Kind::N,kalama,čedo
281,Kind::N,kalama,dijete
282,Junge::N,djalë,momče
283,Junge::N,djalë,dječak
284,Mädchen::N,gocë,djevojka
285,Mädchen::N,gocë,djevojčica
286,Mädchen::N,vajzë,djevojka
287,Mädchen::N,vajzë,djevojčica
288,Familie::N,familje,obitelj
289,Familie::N,familje,porodica
290,Großvater::N,gjysh,djed
291,Großmutter::N,gjyshe,baka
292,Eltern::N,prindër,roditelji
293,Vater::N,atë,otac
294,Mutter::N,nënë,majka
295,Sohn::N,bir,sin
296,Tochter::N,bijë,kći
297,Tochter::N,bijë,kćerka
298,Bruder::N,vëlla,brat
299,Schwester::N,motër,sestra
300,Onkel::N,dajë,čika
301,Onkel::N,dajë,ujak
302,Onkel::N,xhaxha,čika
303,Onkel::N,xhaxha,ujak
304,Tante::N,teze,ujna
305,Tante::N,teze,tetka
306,Tante::N,hallë,ujna
307,Tante::N,hallë,tetka
308,Ehemann::N,burrë,muž
309,Ehemann::N,burrë,suprug
310,Ehemann::N,bashkëshort,muž
311,Ehemann::N,bashkëshort,suprug
312,Ehefrau::N,grua,žena
313,Ehefrau::N,grua,supruga
314,Ehefrau::N,bashkëshorte,žena
315,Ehefrau::N,bashkëshorte,supruga
316,Freude::N,gaz,radost
317,Freude::N,gëzim,radost
318,Gelächter::N,qeshje,grohot
319,Glück::N,lumturi,sreća
320,Kummer::N,brengë,jad
321,Kummer::N,brengë,briga
322,Kummer::N,pikëllim,jad
323,Kummer::N,pikëllim,briga
324,Wunsch::N,dëshirë,želja
325,Lust::N,epsh,volja
326,Lust::N,dashuri,volja
327,Geist::N,frymë,duh
328,Geist::N,shpirt,duh
329,Gedanke::N,ide,misao
330,Gedanke::N,mendim,misao
331,Gedächtnis::N,kujtesë,pamćenje
332,Verstand::N,mend,um
333,Verstand::N,mend,razum
334,Sinn::N,kuptim,smisao
335,Sinn::N,kuptim,značenje
336,Grund::N,arsye,razlog
337,Wahrheit::N,vërtetë,istina
338,Gespräch::N,bisedim,razgovor
339,Märchen::N,përrallë,bajka
340,Erzählung::N,tregim,priča
341,Erzählung::N,tregim,pripovijest
342,Nachricht::N,lajm,vijest
343,Neuigkeit::N,risi,novost
344,Name::N,emër,ime
345,Rätsel::N,gjëzë,zagonetka
346,Rätsel::N,gjëegjëzë,zagonetka
347,Rede::N,fjalim,govor
348,Rede::N,fjalim,besjeda
349,Sprache::N,gjuhë,jezik
350,Stimme::N,zë,glas
351,Wort::N,fjalë,riječ
352,Zeichen::N,shenjë,znak
353,Ruf::N,thirrmë,povik
354,Ruf::N,thirrmë,poklik
355,Lärm::N,zhurmë,buka
356,Lärm::N,zhurmë,galama
357,Laut::N,tingull,zvuk
358,Ton::N,ton,ton
359,Lied::N,këngë,pjesma
360,Ruhe::N,qetësi,tišina
361,Ruhe::N,qetësi,počinak
362,Leute::N,botë,ljudi
363,Leute::N,njerëz,ljudi
364,Volk::N,popull,puk
365,Volk::N,popull,narod
366,Arbeit::N,punë,rad
367,Arbeit::N,punë,posao
368,Gast::N,mik,gost
369,Gast::N,mysafir,gost
370,Geschenk::N,dhuratë,dar
371,Geschenk::N,dhuratë,poklon
372,Geschenk::N,peshqesh,dar
373,Geschenk::N,peshqesh,poklon
374,Spiel::N,lojë,igra
375,Gesellschaft::N,shoqëri,društvo
376,Gesellschaft::N,shoqëri,kompanija
377,Hilfe::N,ndihmë,pomoć
378,Freund::N,mik,prijatelj
379,Kamerad::N,shok,drug
380,Kamerad::N,shok,drugar
381,Angelegenheit::N,punë,posao
382,Anzahl::N,sasi,broj
383,Anzahl::N,sasi,brojnost
384,Art::N,lloj,vid
385,Art::N,lloj,vrst
386,Stück::N,copë,komad
387,Teil::N,pjesë,dio
388,Hälfte::N,gjysmë,polovina
389,Kreis::N,qark,krug
390,Kreis::N,rreth,krug
391,Kreuz::N,kryq,križ
392,Linie::N,vijë,crta
393,Strich::N,vizë,crta
394,Abstand::N,distancë,razmak
395,Abstand::N,distancë,odstojanje
396,Entfernung::N,largim,udaljenost
397,Gegend::N,vise,kraj
398,Gegend::N,vise,predeo
399,Gegend::N,krahinë,kraj
400,Gegend::N,krahinë,predeo
401,Platz::N,shesh,mjesto
402,Ort::N,vend,mjesto
403,Seite::N,anë,bok
404,Seite::N,anë,strana
405,Mitte::N,mes,sredina
406,Gegenstand::N,send,predmet
407,Sache::N,gjë,posao
408,Sache::N,send,posao
409,Rand::N,qoshe,rub
410,Rand::N,qoshe,kraj
411,Kante::N,teh,brid
412,Kante::N,teh,ivica
413,Ecke::N,qoshe,ugao
414,Spitze::N,majë,vrh
415,Spitze::N,majë,šiljak
416,Ende::N,skaj,konac
417,Ende::N,bisht,konac
418,Loch::N,vrimë,rupa
419,Winkel::N,kënd,kut
420,Winkel::N,kënd,ugao
421,Muster::N,mostër,uzor
422,Größe::N,madhësi,veličina
423,Länge::N,gjatësi,duljina
424,Höhe::N,lartësi,visina
425,Gewicht::N,peshë,težina
426,Menge::N,sasi,mnoštvo
427,Menge::N,sasi,količina
428,Haufen::N,grumbull,hrpa
429,Haufen::N,grumbull,gomila
430,Reihe::N,radhë,red
431,Reihe::N,rresht,red
432,Boot::N,barkë,čun
433,Boot::N,barkë,čamac
434,Boot::N,lundër,čun
435,Boot::N,lundër,čamac
436,Ruder::N,rrem,veslo
437,Schlitten::N,sajë,saone
438,Ski::N,ski,ski
439,Ski::N,ski,smučka
440,Lagerfeuer::N,flakadan,logorska vatra
441,Lagerfeuer::N,zjarr i madh,logorska vatra
442,Last::N,barrë,tovar
443,Gang::N,ecje,hod
444,Schritt::N,hap,korak
445,Norden::N,veri,sjever
446,Süden::N,jug,jug
447,Westen::N,perëndim,zapad
448,Osten::N,lindje,istok
449,Holz::N,dru,drvo
450,Brett::N,dërrasë,daska
451,Platte::N,pllakë,ploča
452,Stütze::N,shtyllë,potpora
453,Stütze::N,mbështetesë,potpora
454,Stange::N,shufër,motka
455,Stock::N,dajak,štap
456,Stock::N,dajak,palica
457,Stab::N,shkop,štap
458,Stab::N,shkop,šipka
459,Rohr::N,tub,cijev
460,Haus::N,shtëpi,kuća
461,Heim::N,konak,dom
462,Heim::N,shtëpi,dom
463,Ofen::N,sobë,peć
464,Ofen::N,stufë,peć
465,Fußboden::N,dysheme,pod
466,Tisch::N,tryezë,stol
467,Tisch::N,tryezë,trpeza
468,Stuhl::N,karrige,stolac
469,Stuhl::N,karrige,stolica
470,Wiege::N,djep,kolijevka
471,Bett::N,shtrat,krevet
472,Bett::N,shtrat,postelja
473,Regal::N,raft,polica
474,Kiste::N,kuti,sanduk
475,Fenster::N,dritare,prozor
476,Tür::N,derë,vrata
477,Tor::N,portë,vrata
478,Tor::N,portë,kapija
479,Zaun::N,gardh,plot
480,Zaun::N,gardh,ograda
481,Dach::N,çati,krov
482,Leiter::N,shkallë,ljestve
483,Leiter::N,shkallë,ljestvice
484,Besen::N,fshesë,metla
485,Spaten::N,lopatë,ašov
486,Schaufel::N,qyrek,lopata
487,Gabel::N,pirun,viljuška
488,Löffel::N,lugë,žlica
489,Messer::N,thikë,nož
490,Nagel::N,gozhdë,čavao
491,Netz::N,rrjetë,mreža
492,Haken::N,grep,kuka
493,Haken::N,grremç,kuka
494,Griff::N,dorak,držak
495,Griff::N,dorak,ručica
496,Griff::N,dorezë,držak
497,Griff::N,dorezë,ručica
498,Schloss::N,bravë,brava
499,Bild::N,tablo,slika
500,Bild::N,pikturë,slika
501,Figur::N,figurë,figura
502,Puppe::N,kukull,lutka
503,Beutel::N,qese,kesa
504,Beutel::N,trastë,kesa
505,Bündel::N,deng,snop
506,Bündel::N,deng,svežanj
507,Tasche::N,çantë,torba
508,Tasche::N,çantë,taška
509,Eimer::N,kovë,kabao
510,Deckel::N,kapak,poklopac
511,Deckel::N,mbulesë,poklopac
512,Geschirr::N,enë,suđe
513,Geschirr::N,enë,posuđe
514,Sack::N,thes,džak
515,Sack::N,thes,vreća
516,Sack::N,torbë,džak
517,Sack::N,torbë,vreća
518,Tasse::N,filxhan,šalica
519,Topf::N,kusi,lonac
520,Topf::N,tenxhere,lonac
521,Kessel::N,kazan,kazan
522,Essen::N,ngrënie,obrok
523,Nahrung::N,ushqim,hrana
524,Speise::N,gatesë,jelo
525,Fleisch::N,mish,meso
526,Getreide::N,drithë,žito
527,Getreide::N,drithë,žitarice
528,Brei::N,qull,kaša
529,Brot::N,bukë,kruh
530,Scheibe::N,fetë,kriška
531,Fett::N,lyrë,mast
532,Fett::N,lyrë,salo
533,Fett::N,yndyrë,mast
534,Fett::N,yndyrë,salo
535,Butter::N,gjalpë,buter
536,Butter::N,gjalpë,maslac
537,Öl::N,vaj,ulje
538,Salz::N,kripë,sol
539,Suppe::N,supë,supa
540,Suppe::N,çorbë,supa
541,Honig::N,mjaltë,med
542,Milch::N,qumësht,mlijeko
543,Tee::N,çaj,čaj
544,Leder::N,lëkurë,koža
545,Wolle::N,lesh,vuna
546,Stoff::N,pëlhurë,štof
547,Stoff::N,pëlhurë,tkanina
548,Nadel::N,gjilpërë,igla
549,Faden::N,pe,nit
550,Faden::N,pe,konac
551,Faden::N,fije,nit
552,Faden::N,fije,konac
553,Knopf::N,kopsë,dugme
554,Knoten::N,komb,čvor
555,Knoten::N,komb,uzao
556,Farbe::N,bojë,farba
557,Kleidung::N,veshje,odjeća
558,Hemd::N,këmishë,košulja
559,Kragen::N,jakë,ovratnik
560,Ärmel::N,mëngë,rukav
561,Hose::N,brekë,hlače
562,Gürtel::N,rrip,pas
563,Gürtel::N,rrip,pojas
564,Mütze::N,kësulë,kapa
565,Schuh::N,këpucë,cipela
566,Stiefel::N,çizme,čizma
567,Ring::N,unazë,prsten
568,Band::N,shirit,vrpca
569,Kamm::N,krehër,češalj
570,Spiegel::N,pasqyrë,zrcalo
571,Spiegel::N,pasqyrë,ogledalo
572,Riemen::N,rrip,kaiš
573,Riemen::N,rrip,remen
574,Schnur::N,litar,vrpca
575,Schnur::N,cikomë,vrpca
576,Leine::N,rrip,uzica
577,Decke::N,batanije,ćebe
578,Decke::N,batanije,pokrivač
579,Kissen::N,jastëk,jastuk
580,Tuch::N,shami,rubac
581,Tuch::N,shami,marama
582,Handtuch::N,peshqir,ručnik
583,Kraft::N,forcë,snaga
584,Stärke::N,koll,jakost
585,Gesundheit::N,shëndet,zdravlje
586,Krankheit::N,sëmundje,bolest
587,Schmerz::N,dhimbje,bol
588,Wunde::N,plagë,rana
589,Fieber::N,ethe,groznica
590,Arznei::N,ilaç,lijek
591,Brücke::N,urë,most
592,Brücke::N,urë,ćuprija
593,Brunnen::N,pus,bunar
594,Brunnen::N,pus,zdenac
595,Weide::N,kullotë,paša
596,Weide::N,kullotë,pašnjak
597,Pfad::N,ravë,staza
598,Pfad::N,shteg,staza
599,Weg::N,udhë,put
600,Weg::N,shteg,put
601,Straße::N,rrugë,drum
602,Straße::N,rrugë,cesta
603,Dorf::N,fshat,selo
604,Dorf::N,katund,selo
605,Stadt::N,qytet,grad
606,Stadt::N,qytet,varoš
607,Brief::N,letër,list
608,Brief::N,letër,pismo
609,Buch::N,libër,knjiga
610,Buchstabe::N,shkronjë,slovo
611,Zeitung::N,gazetë,novine
612,Leben::N,jetë,život
613,Tod::N,mortje,smrt
614,Grab::N,varr,raka
615,Kirche::N,kishë,crkva
616,Sünde::N,mëkat,grijeh
617,Sünde::N,gjynah,grijeh
618,Gott::N,hy,bog
619,Gott::N,zot,bog
620,Arbeiter::N,punëtor,radnik
621,Chef::N,shef,šef
622,Chef::N,drejtues,šef
623,Meister::N,mjeshtër,majstor
624,Arzt::N,mjek,liječnik
625,Arzt::N,doktor,liječnik
626,Lehrer::N,mësues,učitelj
627,Lehrer::N,arsimtar,učitelj
628,Geld::N,para,novac
629,Geld::N,holla,novac
630,Geschäft::N,ujdi,posao
631,Geschäft::N,ujdi,trgovina
632,Geschäft::N,biznes,posao
633,Geschäft::N,biznes,trgovina
634,Laden::N,dyqan,dućan
635,Preis::N,çmim,cijena
636,Ware::N,mall,roba
637,Nutzen::N,dobi,korist
638,Nutzen::N,leverdi,korist
639,Reichtum::N,kamje,bogatstvo
640,Reichtum::N,pasuri,bogatstvo
641,Welt::N,botë,svijet
642,Land::N,vend,zemlja
643,Staat::N,shtet,država
644,König::N,mbret,kralj
645,Macht::N,fuqi,moć
646,Macht::N,fuqi,vlast
647,Macht::N,pushtet,moć
648,Macht::N,pushtet,vlast
649,Grenze::N,kufi,granica
650,Krieg::N,luftë,rat
651,Feind::N,armik,neprijatelj
652,Gewalt::N,dhunë,sila
653,Gewalt::N,dhunë,nasilje
654,Kampf::N,luftim,boj
655,Kampf::N,luftim,borba
656,Bogen[Waffe]::N,hark,luk
657,Pfeil::N,shigjetë,strijela
658,Gewehr::N,pushkë,puška
659,Fehler::N,gafë,pogreška
660,Fehler::N,gafë,griješka
661,Fehler::N,gabim,pogreška
662,Fehler::N,gabim,griješka
663,Lüge::N,gënjeshtër,laž
664,Schaden::N,dëm,šteta
665,Schaden::N,zarar,šteta
666,Unglück::N,fatkeqësi,nesreća
667,Schuld::N,faj,krivnja
668,Alter::N,moshë,dob
669,Schluss::N,fund,kraj
670,Schluss::N,fund,konac
671,Zeit::N,kohë,doba
672,Zeit::N,kohë,vrijeme
673,Tag::N,ditë,dan
674,Morgen::N,mëngjes,jutro
675,Mittag::N,mesditë,podne
676,Abend::N,mbrëmje,veče
677,Abend::N,mbrëmje,večer
678,Nacht::N,natë,noć
679,Woche::N,javë,sedmica
680,Monat::N,muaj,mjesec
681,Jahr::N,vit,godina
682,Frühling::N,pranverë,proljeće
683,Sommer::N,verë,ljeto
684,Herbst::N,vjeshtë,jesen
685,Winter::N,dimër,zima
686,Januar::N,janar,januar
687,Januar::N,janar,siječanj
688,Februar::N,shkurt,veljača
689,Februar::N,shkurt,februar
690,März::N,mars,mart
691,März::N,mars,ožujak
692,April::N,prill,april
693,April::N,prill,travanj
694,Mai::N,maj,maj
695,Mai::N,maj,svibanj
696,Juni::N,qershor,juni
697,Juni::N,qershor,lipanj
698,Juli::N,korrik,juli
699,Juli::N,korrik,srpanj
700,August::N,gusht,august
701,August::N,gusht,kolovoz
702,September::N,shtator,rujan
703,September::N,shtator,septembar
704,Oktober::N,tetor,oktobar
705,Oktober::N,tetor,listopad
706,November::N,nëntor,studeni
707,November::N,nëntor,novembar
708,Dezember::N,dhjetor,prosinac
709,Montag::N,hënë,ponedjeljak
710,Montag::N,hënë,ponedjeljnik
711,Dienstag::N,martë,utorak
712,Dienstag::N,martë,utornik
713,Mittwoch::N,mërkurë,srijeda
714,Donnerstag::N,enjte,četvrtak
715,Freitag::N,premte,petak
716,Samstag::N,shtunë,subota
717,Sonntag::N,diel,nedjelja
718,groß::A,madh,velik
719,klein::A,vogël,mali
720,klein::A,vogël,malen
721,lang::A,gjatë,dug
722,lang::A,gjatë,dugačak
723,kurz::A,shkurtër,kratak
724,breit::A,gjerë,širok
725,schmal::A,ngushtë,uski
726,schmal::A,ngushtë,uzak
727,dicht::A,dendur,gust
728,dick[Gegenstand]::A,trashë,debeo
729,dünn::A,hollë,tanak
730,fein::A,imët,fin
731,fein::A,imët,tanak
732,fest::A,fortë,čvrst
733,flach::A,sheshtë,ravan
734,flach::A,sheshtë,plosnat
735,glatt::A,rrafshët,gladak
736,hart::A,fortë,tvrd
737,weich::A,butë,mek
738,weich::A,butë,mekan
739,rund::A,rrumbullakët,okrugao
740,spitz::A,majëmprehtë,oštar
741,spitz::A,majëmprehtë,šiljast
742,scharf::A,mprehtë,oštar
743,scharf::A,mprehtë,bridak
744,stumpf::A,topitur,tup
745,schwer::A,rëndë,težak
746,schön::A,bukur,krasan
747,heiß::A,nxehtë,vruć
748,warm::A,ngrohtë,topao
749,kalt::A,ftohtë,hladan
750,kühl::A,freskët,hladan
751,frisch::A,pastër,svjež
752,feucht::A,lagësht,vlažan
753,nass::A,lagur,mokar
754,trocken::A,thatë,suh
755,voll::A,plotë,pun
756,leer::A,bosh,prazan
757,leer::A,zbrazët,prazan
758,offen::A,hapur,otvoren
759,geschlossen::A,mbyllur,zatvoren
760,sauber::A,dëlirë,čist
761,schmutzig::A,ndyrë,nečist
762,schmutzig::A,ndyrë,blatan
763,roh::A,gjallë,sirov
764,reif::A,arrirë,zreo
765,lecker::A,shijshëm,tečan
766,lecker::A,shijshëm,ukusan
767,süß::A,ëmbël,sladak
768,bitter::A,hidhur,gorak
769,sauer::A,thartë,kiseo
770,hell::A,me dritë,vedar
771,hell::A,me dritë,svijetao
772,dunkel::A,errët,taman
773,schwarz::A,i zi,crn
774,weiß::A,bardhë,bio
775,weiß::A,bardhë,bijel
776,rot::A,kuq,crven
777,gelb::A,verdhë,žut
778,blau::A,blu,plav
779,blau::A,blu,modar
780,blau::A,kaltër,plav
781,blau::A,kaltër,modar
782,grün::A,blertë,zelen
783,grün::A,gjelbër,zelen
784,grau::A,hirtë,siv
785,grau::A,bojë hiri,siv
786,bunt::A,shumëngjyrëshëm,šaren
787,billig::A,lirë,jeftin
788,teuer::A,shtrenjtë,skup
789,wertvoll::A,çmuar,vrijedan
790,wertvoll::A,çmuar,dragocjen
791,wertvoll::A,vlershëm,vrijedan
792,wertvoll::A,vlershëm,dragocjen
793,blind::A,qorr,slijep
794,blind::A,verbër,slijep
795,taub::A,shurdhër,gluh
796,kräftig::A,fuqishëm,snažan
797,stark::A,fortë,jak
798,stark::A,fortë,snažan
799,schwach::A,dobët,slab
800,fett::A,dhjamur,pretio
801,schlank::A,hollë,vitak
802,hübsch::A,bukur,zgodan
803,hübsch::A,hijshëm,zgodan
804,böse::A,keq,zao
805,böse::A,keq,opak
806,dumm::A,teveqel,glup
807,faul::A,dembel,lijen
808,fleißig::A,zellshëm,radin
809,fleißig::A,zellshëm,marljiv
810,geizig::A,kurnac,škrt
811,geizig::A,dorështrënguar,škrt
812,klug::A,mençur,razborit
813,geschickt::A,aftë,vješt
814,lieb::A,dashur,drag
815,lustig::A,gëzuar,veseo
816,sanft::A,butë,blag
817,hungrig::A,uritur,gladan
818,krank::A,sëmurë,bolestan
819,nackt::A,lakuriq,nag
820,nackt::A,zhveshur,nag
821,traurig::A,trishtuar,tužan
822,traurig::A,trishtuar,žalostan
